ID,sex,wing,tars,bd,bl,LRS,longevity,MRS
VR27380,M,750,225,45,122,2,1,2
VR27394,F,720,230,46,145,0,1,0
VR27400,F,730,215,45,137,4,4,1
VR27416,M,750,235,45,131,3,1,3
VR27527,M,760,230,47,137,0,2,0
VR27554,F,720,230,44,143.5,2,2,1
VR27558,F,720,225,42.5,136,1,2,0.5
VR27561,F,740,225,42.5,132,1,2,0.5
VR27623,F,710,225,42,139,0,1,0
VR27632,F,730,230,41,136,1,1,1
VR27650,F,720,225,43,137,1,1,1
VR90012,F,740,225,44,142,1,2,0.5
VR90118,M,760,235,44,125,3,2,1.5
VR90123,M,770,240,47,134,3,1,3
VR90145,F,720,225,45,144.5,1,1,1
VR90159,F,715,225,42,141,0,1,0
VR90179,M,755,235,45,133,0,1,0
VR90183,F,730,225,44,147,0,2,0
VR90213,F,725,235,45,143,1,1,1
VR90253,M,760,230,46,135,0,1,0
VR90264,M,750,230,43.5,131,1,1,1
VR90273,M,725,230,45.5,130,0,2,0
VR90292,M,760,230,46,134,3,2,1.5
VR90297,M,770,235,45,131,1,1,1
VR90299,M,760,235,47,132,0,1,0
VR90301,M,765,245,45,135,3,3,1
VR90321,F,715,220,43,133,4,1,4
VR90406,F,725,230,43.5,137,4,3,1.33333333333333
VR90412,M,780,240,45,136,2,1,2
VR90433,F,710,225,43,132,0,1,0
VR90441,M,760,235,45,134,1,1,1
VR90463,M,770,240,46,139,0,3,0
E509351,F,730,230,45,135,0,2,0
H301841,M,770,242,49,145,1,3,0.333333333333333
H301843,M,780,248,46.5,134,0,1,0
H301855,M,770,240,47,136,0,1,0
H301876,M,770,235,48,134,0,1,0
H301956,M,770,238,46,138,2,1,2
H302000,F,710,232,45,140,0,1,0
K578101,F,725,235,43,132,4,3,1.33333333333333
K578102,F,740,231,45.5,142,0,1,0
K578103,M,750,237,48,133,0,1,0
K578104,F,730,230,44,139,2,2,1
K578105,F,740,231,45,136.5,0,1,0
K578106,F,745,225,42,138,3,2,1.5
K578107,F,745,225,43,136.5,2,3,0.666666666666667
K578108,F,730,230,43.5,140,3,4,0.75
K578109,F,730,225,46,142,0,1,0
K578110,M,770,237,46,138,0,1,0
K578111,M,760,237,45,140,5,3,1.66666666666667
K578118,M,780,240,47,134,0,1,0
K578121,M,750,235,46,138,0,1,0
K578122,M,755,234,43,129,1,2,0.5
K578123,F,730,225,42.5,134,1,1,1
K578124,F,740,239,46,139,1,1,1
K578126,F,720,225,46,134,0,2,0
K578127,F,750,230,45,131.5,0,5,0
K578128,M,770,240,45,138,1,2,0.5
K578129,M,755,236,45,135,0,1,0
K578134,F,750,229,45,129,0,2,0
K578135,F,710,234,44,140,1,2,0.5
K604748,M,760,230,45.5,133,0,1,0
N092600,F,710,230,45,139,0,1,0
VN86539,F,730,227,45,134,0,2,0
VN86575,F,735,228,46,136,0,1,0
VN86590,F,720,231,46,143,2,3,0.666666666666667
VN86601,M,750,235,46,137,2,1,2
VN86614,M,745,235,46.5,129,0,1,0
VN87454,M,750,235,44,133,1,1,1
VP32427,F,715,220,43,133,0,1,0
VP32432,M,750,230,47,139,1,1,1
VP32496,F,740,227,44,130,0,1,0
VP32819,F,725,228,43,137,0,2,0
VP32841,F,720,230,45,138,2,3,0.666666666666667
VP32894,M,745,230,45.5,135,2,3,0.666666666666667
VP32913,M,760,235,46,128,0,1,0
VR90549,M,765,237,47,132,0,1,0
VR90550,M,760,240,45,137,0,1,0
VR90575,F,720,230,42,133,0,1,0
VR90582,F,720,226,45,137,2,1,2
VR90583,M,735,225,47,131,0,1,0
VR90585,F,725,218,46,140,0,1,0
VR90612,F,745,233,44,148,4,4,1
VR90626,M,770,238,44,135.5,1,2,0.5
VR90650,M,760,240,46,133,1,1,1
VR90652,F,715,215,45.5,138,0,1,0
VR90659,M,760,238,48,137,0,1,0
VR90676,F,730,227,42,128,0,1,0
VR90677,F,740,230,42.5,138,0,1,0
VR90681,F,740,230,45,143,0,3,0
VR90702,F,720,229,45,138,0,2,0
VR90720,F,745,225,44,129,4,6,0.666666666666667
VR90721,F,765,230,46,134,1,2,0.5
VR90738,M,765,238,46,138,0,2,0
VR90751,M,740,241,46,136,0,1,0
VR90761,F,745,230,46,135,2,1,2
VR90840,F,720,230,44,137,2,2,1
VR90881,F,730,230,46.5,140,5,3,1.66666666666667
VR90906,F,710,218,45,137.5,0,2,0
VR90931,M,780,235,51,146,0,2,0
VR90937,F,720,235,46,138,1,1,1
VR90955,M,760,240,45,134,0,1,0
VR90958,F,750,229,43,130,0,2,0
VR90961,M,760,235,49,135,0,1,0
VR90984,F,710,229,43,136,0,1,0
VR90988,F,750,233,43,147,0,2,0
VR90991,F,735,230,45,143,1,1,1
VR90992,M,780,238,47,145,0,1,0
VX12028,M,740,239,45,137,6,4,1.5
VX12117,F,740,232,45,140,0,1,0
VX14012,F,725,235,43,135,0,1,0
VX14037,M,745,233,48.5,143,0,1,0
VX14050,F,735,220,42,132,0,1,0
VX14060,F,750,230,47,139,0,1,0
VX14061,M,760,238,47,143,0,1,0
VX14063,M,770,240,47,134,0,1,0
VX14073,F,750,220,45,139,7,3,2.33333333333333
VX14082,M,750,240,47,132,1,1,1
VX14101,F,740,230,46,139,1,2,0.5
VX14102,F,750,235,46,141,0,1,0
VX14124,M,750,235,46,137,0,1,0
VX14133,F,720,231,44,131,2,1,2
VX14134,F,720,228,44,141,0,1,0
VX14192,M,750,241,48,134,2,1,2
VX14195,M,770,240,46.5,136,3,3,1
VX14199,F,740,230,42,143,0,2,0
VX14203,M,760,240,43.5,136,1,2,0.5
VX14213,M,745,230,44,139,1,1,1
VX14216,F,720,230,42,136,1,1,1
VX14228,M,750,240,44,135.5,0,1,0
VX14238,F,730,228,44,136,0,1,0
VX14340,M,770,240,44,133,0,1,0
VX14359,F,720,226,44,129,0,1,0
VX14368,M,750,227,44,140,0,1,0
VX14381,M,755,232,47,137,0,1,0
VX14387,M,760,228,47,141,0,2,0
VX14411,M,750,234,46,138,1,3,0.333333333333333
VX14468,F,730,230,44,145,0,1,0
J745050,F,720,229,43,136,0,1,0
J745051,M,790,238,45,131,0,1,0
J745053,F,720,222,47,142,3,1,3
J745055,F,740,234,44,133.5,1,2,0.5
J745056,F,760,228,45,138,2,1,2
J745058,F,760,229,47,134.5,0,1,0
J745061,M,720,229,44.5,135,3,2,1.5
J745064,F,740,228,47,138,0,1,0
J745065,F,740,235,44,133,3,2,1.5
J745066,F,725,230,47,137,0,1,0
J745067,M,760,239,47,129,1,1,1
J745068,F,710,238,44.5,135,3,2,1.5
J745069,F,720,229,47,130,0,1,0
J745070,F,730,232,44,132,2,2,1
J745072,F,730,230,43.5,142,0,1,0
J745073,M,765,240,45,134.5,0,1,0
J745076,F,735,235,43.5,134,3,2,1.5
J745077,F,730,219,43.5,134.5,0,2,0
K578200,F,740,226,47,132,1,1,1
NN87440,M,760,238,46,138,1,2,0.5
VB55623,F,745,228,45,137,0,1,0
VB55667,F,735,225,43,139,0,1,0
VB55674,M,760,237,47,134,0,1,0
VN57918,M,765,237,45,135,1,1,1
VN57950,F,750,234,44.5,136,2,5,0.4
VN57954,M,770,238,48,138,0,1,0
VN57996,F,740,231,45,135,3,3,1
VR26029,F,740,228,43,132,0,1,0
VR26072,M,760,244,48,138,3,2,1.5
VX12304,F,720,220,45,137,1,2,0.5
VX12372,F,735,235,47,145,2,1,2
VX12596,F,730,230,46,145,0,1,0
VX12672,F,730,227,44,131,0,1,0
VX12774,M,775,243,48.5,140,2,4,0.5
VX12895,M,750,232,43,130,4,2,2
VX13007,F,710,229,43,140,2,2,1
VX13049,F,740,232,41,134,2,1,2
VX13105,M,760,240,48,136,0,1,0
VX13174,F,710,235,46.5,144.5,0,1,0
VX13178,F,720,231,44,137,0,1,0
VX13223,F,735,231,42,137,0,1,0
VX13228,M,760,236,46.5,129,5,3,1.66666666666667
VX13244,M,780,235,45,135,0,1,0
VX13251,F,720,238,44,133,0,1,0
VX13277,M,760,239,46,128,2,2,1
VX13282,F,730,229,44,136.5,3,4,0.75
VX13287,M,745,240,45,131,0,1,0
VX13328,M,740,238,43,137,0,1,0
VX13333,M,760,240,49,137,0,1,0
VX13357,F,740,231,44,139,0,1,0
VX13387,M,755,230,47.5,133,0,1,0
VX13407,M,760,238,44,135,1,2,0.5
VX13567,M,745,235,44.5,135,0,1,0
VX13610,M,750,239,47,136,5,5,1
VX13678,M,770,234,46,135.5,3,2,1.5
VX13724,F,720,215,42,135,0,1,0
K604612,M,730,240,47,130,2,1,2
K604625,M,770,244,46,132,5,4,1.25
K604638,M,750,223,47,140,2,3,0.666666666666667
K604648,M,730,218,46.5,130,2,1,2
K604661,M,765,240,44.5,134.5,2,2,1
K604662,M,745,239,44,137,1,1,1
K604664,F,720,238,45,137,0,1,0
K604668,M,760,233,45,131,1,1,1
K604670,M,770,238,45,142,1,1,1
K604671,F,730,229,44,135,1,1,1
K604673,M,750,227,45,135,1,3,0.333333333333333
K604677,F,710,221,44,134,1,1,1
K604678,F,730,233,46,145,2,1,2
K604679,F,720,228,46,140,3,1,3
K604683,M,765,241,48,137.5,0,1,0
K604696,F,740,229,48,134,1,1,1
K604697,M,760,220,46,135,1,1,1
P282198,M,760,227,44,126,2,1,2
P282313,F,720,225,42,135,3,1,3
VN87307,F,730,221,43,125.5,1,1,1
VN87317,F,730,230,42,134,5,4,1.25
VR91410,F,720,230,44,140,3,1,3
VR91483,M,770,241,45,136.5,3,1,3
VR91734,F,730,236,47,136.5,2,2,1
VR91737,M,750,239,47,131,3,5,0.6
VR91738,M,740,239,46,137,0,1,0
VR91811,F,750,238,43,133,0,1,0
VR91900,F,720,229,44,135,1,1,1
VR91902,F,720,223,45.5,136,0,1,0
VS83402,M,770,238,46,128,3,1,3
VS83451,M,755,241,46,135,0,1,0
VX13727,M,760,238,46,130,1,1,1
VX13735,F,730,228,44,134.5,3,1,3
VX13761,M,755,233,45,134,2,1,2
VX13776,F,720,234,46,138,5,3,1.66666666666667
VX13790,F,730,225,43,137,4,1,4
VX13797,M,765,240,44,131,1,1,1
VX13910,F,760,239,44,136,2,2,1
VX13937,M,770,240,48,131,2,2,1
VX13939,F,740,231,48,139,0,2,0
C695338,F,720,238,44,134,3,1,3
C695342,F,710,221,43,133,0,1,0
C695343,M,760,238,46,136,0,1,0
C695347,M,760,244,48,134,1,1,1
C695351,F,740,230,45,138,0,1,0
C695353,F,730,230,44.5,140,0,1,0
C695355,F,710,219,44,137,1,1,1
C695356,F,740,232,45,138,4,7,0.571428571428571
C695357,M,770,243,49,139,1,1,1
C695362,F,720,229,44,140,0,1,0
C695371,F,740,231,43,134,0,1,0
C695373,M,770,248,46,134,1,2,0.5
C695374,F,710,200,45.5,138,0,1,0
C695380,M,760,240,50,141.5,0,1,0
C695382,F,730,229,43,132,0,1,0
C695387,F,720,229,46,137,0,2,0
C695389,M,735,239,45.5,141,0,1,0
C695390,F,710,225,45,138,0,1,0
C695391,M,730,229,45,134,1,3,0.333333333333333
C695392,M,745,239,48.5,133,1,1,1
C695394,F,730,235,42,133,0,2,0
K578404,M,790,242,47,136.5,1,1,1
K578422,F,740,240,46.5,140,1,1,1
VF63505,F,730,231,45,136,0,3,0
VF64031,F,730,232,46,133,1,1,1
VF64107,M,755,238,47.5,135,1,1,1
VF64111,F,740,230,45,139,0,3,0
VF64197,F,735,231,44,135,0,2,0
VF64201,F,750,229,47,138,0,1,0
VF64234,M,770,240,47,134,0,1,0
VF64271,M,750,233,45,129,3,3,1
VF64404,M,760,237,45,141,0,1,0
VF64429,F,750,230,43.5,136,1,1,1
VF64489,M,740,238,45,134,1,1,1
VF64504,F,750,232,44,149,1,1,1
VF64506,M,780,238,44,140,3,1,3
VF64526,F,760,227,44,138,1,1,1
VF64561,M,760,233,44,136,3,1,3
VF64579,M,755,239,44,140,1,1,1
VF64605,F,735,229,44,132,0,1,0
VF64631,F,725,228,44,132,0,1,0
VF64676,F,760,232,46,138.5,0,2,0
VF64710,F,730,232,42,138,0,1,0
VN85500,M,750,235,48,127,0,3,0
VS83730,M,775,239,46,135,1,1,1
VS83736,M,770,245,48,139,1,2,0.5
VS83758,M,770,235,47,133,3,3,1
VS83770,F,750,230,47,140,1,2,0.5
VS83777,M,780,223,49,143,0,1,0
VS83778,F,750,225,45,136,1,2,0.5
VS83797,M,750,240,46,136,2,2,1
VS84323,F,750,240,44,133,1,1,1
VS84326,M,755,240,45,133,0,1,0
VS84332,F,740,247,46,136.5,3,4,0.75
VS84371,F,720,227,45,131,1,1,1
VS84372,F,705,229,43,135,2,3,0.666666666666667
VS84375,M,730,239,46,137.5,1,1,1
VS84385,M,770,239,47,138,0,1,0
VS84403,F,740,230,43,136,1,1,1
VS84430,M,765,230,46,137,2,2,1
VS84438,M,780,239,48,133,0,1,0
VS84469,M,750,244,46,143,0,1,0
VS84483,M,765,236,47,138,0,1,0
VS84491,F,725,231,43,140,2,4,0.5
VS84688,F,730,227,45,136,1,1,1
N200530,M,770,239,45,130,0,1,0
N200559,F,725,223,44,137,1,2,0.5
N200579,M,750,238,45,126,1,3,0.333333333333333
N200580,M,750,228,45.5,129,1,1,1
N200581,F,740,228,44,131,1,1,1
N200584,M,760,238,44,139.5,0,4,0
N200585,F,725,230,44,135.5,0,2,0
N200588,F,715,229,44,137,0,1,0
N200589,F,710,228,44,133,2,4,0.5
N200592,F,720,232,43,137,0,1,0
N200596,M,780,239,46,136,0,1,0
N200599,F,740,229,46,133.5,2,6,0.333333333333333
N200600,M,760,238,44,132,2,4,0.5
N200673,M,750,239,47,132.5,0,1,0
N200676,M,755,247,46,137,2,2,1
N200681,M,740,239,46,132,0,1,0
N200701,F,740,230,45,135,0,1,0
N200705,M,750,237,46,134,0,1,0
N200706,F,760,230,42.5,135,1,2,0.5
N200708,F,710,236,46,131,1,1,1
N200709,F,740,239,43,137.5,1,1,1
N200710,F,730,228,45,139,1,1,1
N200712,F,715,234,43,132,1,3,0.333333333333333
N200714,M,750,238,47,134,0,2,0
N200715,F,720,231,44,133,0,1,0
VF64396,M,750,238.5,45.5,130.5,1,2,0.5
VF64722,F,730,228,48,138,1,1,1
VF64724,F,730,229,44.5,148,0,1,0
VF64727,F,750,231,44,141,0,1,0
VF64728,M,750,235,44.5,130,2,3,0.666666666666667
VF64765,M,760,241,45.5,129,1,1,1
VF64768,F,710,231,44,136.5,1,1,1
VF64772,M,760,239,45.5,129,1,2,0.5
VF64776,M,765,246,44,135,1,1,1
VF64789,F,730,232,44,135,1,1,1
VF64795,M,770,247,45,139,1,1,1
VS83115,M,765,245,48,134.5,1,5,0.2
VS84757,M,755,235,44,133,3,1,3
VT33013,F,760,238,46,139,2,1,2
VT33014,F,760,236,43,140,3,1,3
VT33072,M,765,240,45,135,0,1,0
VT33093,M,750,235,46,139,0,1,0
VT33143,M,750,233,45,131,1,2,0.5
VT34095,F,730,230,43,139,0,1,0
VT34210,M,770,240,47,141,2,2,1
VT34285,M,760,241,44.5,135.5,1,4,0.25
VT34294,M,760,240,46,128,1,1,1
VT34319,F,725,229,44,134,0,1,0
VT34380,F,720,228,45,138,2,1,2
VT34382,F,730,228,44,138,0,2,0
VT34632,F,740,228,44.5,137,2,1,2
VT34705,F,750,228,45,133,2,1,2
VT34739,F,740,235,45,134,0,1,0
VT34751,F,725,227,44,128.5,0,1,0
VT34876,M,740,229,46,131,2,1,2
VT34892,M,745,240,45,131.5,4,1,4
N200730,M,760,239,45.5,137,3,2,1.5
N200750,F,730,228,44,132,0,1,0
N200773,F,740,238,46,140.5,4,4,1
N200788,M,750,238,45,131,0,1,0
N200807,F,740,235,43,138,0,1,0
N200808,M,765,238,43,126,0,1,0
N200809,M,760,243,46,132,0,1,0
N200810,F,730,237,44,133,3,4,0.75
N200812,F,750,231,43,145,0,1,0
N200816,F,720,221,44,132.5,1,1,1
N200817,F,735,227,43.5,136,0,1,0
N200818,F,735,230,44,136,0,1,0
N200819,F,720,223,43.5,132,3,3,1
N200820,M,750,235,45.5,132,1,2,0.5
N200822,M,740,233,48,138,0,1,0
N200825,F,740,228,45,136,4,2,2
N200826,F,710,228,44,138.5,0,1,0
P439006,M,760,240,46,138,1,3,0.333333333333333
P439046,F,730,220,45,128,0,1,0
P439082,F,710,226,44,137,0,1,0
P439096,M,750,241,44,136,0,1,0
P439113,F,740,236,43.5,137.5,1,1,1
R040039,M,750,238,43,130,0,3,0
R040074,M,780,245,46,138,1,1,1
R040112,M,740,239,47,138,0,1,0
R040127,F,730,229,43,130,1,1,1
R040132,M,750,246,45,137,0,1,0
R040141,M,740,238,44,134,2,1,2
R040149,F,710,220,41,133,0,3,0
TA15479,F,730,239,44,141,0,1,0
TA15484,M,760,241,46,140,4,4,1
TA15501,F,720,231,43,137,4,2,2
TA15539,M,760,238,45,139,0,1,0
TA15541,F,725,235,43,137,1,3,0.333333333333333
TA15588,F,730,238,44,136,2,2,1
TA15596,M,740,231,45.5,136,0,1,0
TA15668,F,750,236,44,135,0,1,0
TA16484,F,730,237,46.5,141.5,2,2,1
TA16589,F,740,227,44,137,1,3,0.333333333333333
TA16701,F,730,228,43,134,0,1,0
TA16706,M,730,240,47,132,0,1,0
TA16712,M,725,230,45,128,0,1,0
TA16721,F,725,229,44,139,0,1,0
TA16757,F,755,229,43,138,5,3,1.66666666666667
TA16800,F,730,230,43,135,0,3,0
TA16843,F,730,228,43,136,2,2,1
TA16845,M,770,228,45,137.5,0,1,0
TA16894,F,720,235,43,147,1,1,1
TA16896,M,780,235,44,136,0,1,0
TA16908,M,740,231,48,135.5,0,2,0
TA16909,M,750,232,45,133,0,1,0
TA16923,F,740,231,43,136,0,1,0
TA16957,F,720,222,43,137,0,1,0
TA16975,M,760,240,44,143,0,1,0
TA16995,F,720,230,42.5,135.5,0,1,0
VR27842,F,710,234,46,140,0,1,0
VR27854,F,735,229,44,137,0,2,0
VR27888,F,710,238,41,132,0,1,0
VT33313,F,730,220,41,131,1,1,1
VT33317,M,760,234,44,130,2,2,1
VT33336,F,720,232,44,139,0,1,0
VT33378,F,710,238,43,146,0,1,0
VT33379,M,735,238,42.5,136,6,5,1.2
VT33383,F,720,232,45,138.5,0,1,0
VT33395,F,710,228,44,135,0,1,0
VT33396,F,710,228,42.5,142,0,1,0
VT33419,M,750,240,44,136,1,1,1
VT33463,M,740,238,47,133.5,0,1,0
VT33480,M,785,245,47,138,0,1,0
VT33486,M,740,227,42.5,133,2,3,0.666666666666667
VT33500,M,760,234,45,134.5,1,1,1
VT33506,M,740,237,45,137,0,1,0
VT33529,F,740,232,45,135,0,1,0
VT33548,M,780,241,48,135,5,3,1.66666666666667
VT33550,M,720,231,44,132,0,2,0
VT33556,F,710,225,44,137.5,1,1,1
VT33603,M,770,238,45.5,138.5,1,2,0.5
VT33629,M,750,231,44,134,0,1,0
VT33662,F,715,220,43,138,0,1,0
VT33689,F,720,233,42,135,0,1,0
VT33713,F,700,228,42,135,1,3,0.333333333333333
VT33733,F,720,228,43,144,0,1,0
VT33740,F,720,230,44,139,0,1,0
VT33764,F,730,233,43,135,0,5,0
VT33779,M,755,234,43.5,133.5,0,1,0
VT33942,M,740,228,43,142,2,3,0.666666666666667
VT33949,M,745,230,44,135,0,1,0
F952917,F,720,228,43,130,0,1,0
F952951,F,720,235,43,134,0,2,0
N200850,M,750,239,47,133,1,1,1
P439190,M,760,243,45.5,135,0,3,0
P439191,M,755,237,46,130,0,1,0
T177505,M,750,237,41,141,3,3,1
T177506,F,730,229,44,137,2,2,1
T177507,F,730,219,42,132,1,1,1
T177521,F,715,228,43,143,3,3,1
T177522,M,760,235,45,142,1,1,1
T177523,F,740,225,44,138,0,3,0
TB21811,F,725,227,45,138,2,1,2
VF63172,F,695,221,43,133.5,0,1,0
VF64825,M,770,234,45.5,135,2,1,2
VH21716,F,710,235,45,147,1,1,1
VH21778,F,730,235,45,132,2,1,2
VR91221,F,730,230,44,140,4,5,0.8
VR91375,F,730,223,44,135,3,1,3
VR91385,M,770,250,46,135,1,1,1
VR98317,F,715,236,42,138,1,2,0.5
VS83864,F,760,232,43,139,2,2,1
VS83870,M,770,238,44,137,0,1,0
VS84918,M,765,232,45,126,1,1,1
VS84950,M,750,238,45,135,0,1,0
VS84959,F,720,229,42,130,0,2,0
VS84962,M,750,228,45,130,2,1,2
VS84968,M,760,243,46,132,3,3,1
E985041,F,740,227,46,142,1,1,1
E985046,M,770,240,47,138,0,1,0
E985047,M,740,235,44.5,128,0,3,0
E985048,M,780,240,47,134,4,3,1.33333333333333
E985049,F,730,232,43,138,0,1,0
E985051,F,730,228,44,136,2,1,2
E985052,M,750,237,46,137,2,1,2
E985060,F,750,228,45,143,1,2,0.5
E985061,M,755,240,44,130,0,1,0
E985062,F,715,221,43,135,0,1,0
E985064,M,750,245,47,135,1,1,1
E985065,M,760,231,46,133,1,2,0.5
E985066,F,740,230,44,147,3,2,1.5
E985067,M,770,240,44,130,1,2,0.5
E985069,M,765,241,45,133,0,1,0
E985072,M,760,241,45,139,0,1,0
E985074,M,740,231,46.5,128,2,1,2
E985075,F,730,229,45.5,139,2,3,0.666666666666667
E985077,F,735,221,44.5,130,2,1,2
E985080,M,750,241,45.5,129,0,1,0
E985082,F,740,216,42,131,3,1,3
E985083,M,770,237,47.5,134,0,1,0
E985084,M,765,238,45,136,0,1,0
E985085,M,770,230,46,131,5,2,2.5
E985086,F,750,238,47,136,2,4,0.5
E985087,M,760,231,47,130.5,0,1,0
E985088,F,745,219,44,134,3,3,1
E985089,F,730,225,43,140,3,2,1.5
E985091,M,770,237,45,140,1,1,1
E985092,M,740,229,47,131,0,1,0
E985093,M,760,235,46,136,1,1,1
E985094,F,725,232,45,145,1,1,1
E985095,M,760,235,45,133,2,2,1
E985096,M,740,238,45,130,0,1,0
E985098,M,750,232,46,134,1,3,0.333333333333333
E985099,F,720,228,46,153,0,1,0
H300611,M,770,228,44,130,4,1,4
H300613,F,755,228,44,136,3,1,3
H300627,M,760,227,44,133,0,1,0
H300634,M,765,237,44.5,136,0,1,0
H300640,M,750,230,45,132,0,2,0
H300646,M,780,240,48,138,1,1,1
H300687,M,790,230,45,136,3,2,1.5
N200902,M,765,242,46,135,1,1,1
N200904,F,710,230,44,137,0,1,0
N200905,F,725,237,41,132,1,2,0.5
N200906,M,765,241,44,137,2,3,0.666666666666667
N200907,M,770,235,46,135,3,3,1
N200908,F,715,230,43,135,0,1,0
R999452,M,760,238,45,134,2,1,2
R999485,M,750,229,45,133,0,1,0
T176396,M,760,231,46,131,2,1,2
T176401,M,750,227,45,134,1,2,0.5
T176404,M,750,233,45,131,1,1,1
T176477,M,740,240,44,132,3,4,0.75
T176481,M,735,227,47,127,1,1,1
T177537,F,735,233,46,140,1,1,1
T177550,F,770,238,44,142,0,1,0
T177600,M,770,239,47,132,0,1,0
TB26361,M,740,230,46,133,0,1,0
TB26378,M,765,239,47,128,2,1,2
TB26383,F,735,230,42,142,1,1,1
TB26389,F,720,237,44.5,140,0,1,0
TB26574,F,720,228,42.5,133,3,2,1.5
TB26577,M,760,239,44,133,0,1,0
TB26591,M,760,240,46,133,0,1,0
TB26609,F,730,228,43,129,0,1,0
TB26611,F,735,231,44,131,0,1,0
TB26623,M,750,235,45,145,5,2,2.5
TB26643,M,735,239,46,137,3,1,3
TB26660,F,740,226,44,134,0,1,0
TB26674,F,730,217,44,136,0,1,0
TB26680,F,740,235,46,136,0,1,0
TB26693,F,740,228,46,136,2,3,0.666666666666667
TB26699,F,750,231,44,141,1,3,0.333333333333333
TC58024,F,740,226,43.5,137,1,1,1
TC58032,F,735,230,45,135,0,2,0
TC58038,F,735,224,43,140,2,1,2
TC58041,M,765,233,45,136,2,5,0.4
TC58047,M,770,230,46,135,1,4,0.25
TC58094,M,740,235,46,138,0,2,0
TC58123,M,760,244,45,129,0,1,0
TC58132,F,700,223,46,134,0,1,0
TC58140,F,730,228,43,140,1,1,1
TC58142,F,730,225,42,135,2,2,1
TC58154,M,760,241,45,133,3,1,3
TC58172,F,730,236,43,131,0,1,0
TC58188,F,730,235,43.5,134,0,1,0
TC58196,M,760,235,46,135,0,1,0
TC58263,M,770,242,47,128,1,1,1
TC58270,M,740,231,46,133,0,1,0
TC58340,M,740,238,47,138,0,1,0
TC58350,F,760,230,44,133,1,1,1
TC58354,M,780,231,45,129,0,1,0
TC58365,F,730,230,43,137,1,1,1
TC58368,F,720,230,46,194,0,1,0
TC58369,M,760,237,48,139,4,2,2
TC58372,M,760,230,45,134,7,3,2.33333333333333
TC58376,M,770,236,48,128,1,1,1
TC58381,F,730,224,43,134,0,1,0
TC58392,F,720,228,41.5,129,1,2,0.5
TC58414,F,730,230,40,139,0,2,0
TC58420,F,710,226,42,133,1,2,0.5
TC58463,F,725,223,44,135,1,2,0.5
TC58497,F,720,231,43,126.5,3,3,1
TC58504,M,740,232,46,134,1,1,1
TC58505,F,750,230,43,133,1,1,1
TC58510,F,730,222,45,137,0,4,0
TC58521,M,765,242,46,140,0,1,0
TC58559,F,725,221,43,134,0,1,0
TC58568,M,770,228,44,129,1,2,0.5
TC58573,M,765,231,45,127,0,1,0
TC58580,F,735,232,43,132,0,1,0
TC58583,F,740,230,42.5,136,1,3,0.333333333333333
TC58585,F,755,228,43.5,134,0,1,0
TC58911,F,730,230,44,137.5,1,1,1
VF63447,F,740,230,43,134,1,1,1
VF63478,M,760,240,45,131,0,1,0
VF63490,F,725,232,45,141,0,1,0
VF63705,F,730,224,44,132,1,1,1
VF63793,F,740,225,43,129,0,1,0
VF63805,F,730,235,44,137,1,1,1
VF63829,F,740,231,45.5,137,0,1,0
VF63851,M,760,228,45,134,2,2,1
VF63853,F,750,228,45,132,1,1,1
VF63927,F,750,230,41.5,133,3,3,1
VF63946,F,695,219,42,129,0,1,0
VR98183,F,750,235,44,134,0,1,0
VR98349,F,730,227,45,139,0,1,0
VR98355,M,760,238,46,142,0,1,0
J644816,M,745,235,44.5,126.5,0,3,0
J644828,M,740,236,44,125,1,2,0.5
J644829,F,710,228,41,135,2,1,2
T176813,M,760,233,45,134,0,1,0
TA15992,F,700,230,42,131,0,1,0
TC58788,M,770,240,46,134,0,1,0
TC58817,F,730,231,43,140,0,1,0
TC59098,M,740,238,46,147,0,1,0
TE80006,F,740,230,44,144,0,1,0
TE80125,F,720,234,45,136,2,2,1
TE80336,F,720,231,42,139,0,1,0
TE80345,M,740,230,45,137,1,1,1
TE80684,M,780,232,46,129,0,1,0
N199484,M,760,240,44,138,1,1,1
N199485,F,710,226,44.5,144,0,2,0
N199634,F,740,233,43,134,1,1,1
N199637,F,750,231,45,135,0,2,0
N199640,F,750,230,45,140,1,1,1
N199641,M,760,240,45,134,1,4,0.25
N199642,F,740,222,44,137,2,1,2
N199643,F,720,220,45,135,0,1,0
N199644,F,720,230,44,135,1,3,0.333333333333333
N199645,M,745,238,46,135,3,2,1.5
N199646,M,770,247,46,134,0,1,0
N199647,F,730,235,45,140,1,1,1
N199649,F,750,239,45,144,0,1,0
N199650,M,730,234,44,130,0,1,0
N199651,F,740,230,44,133,0,1,0
N199652,F,725,225,43,135,1,3,0.333333333333333
P439583,M,770,241,46,136,0,1,0
R639243,M,760,237,45,136,5,2,2.5
R639246,F,760,233,44,132,0,2,0
R639253,F,720,230,43,131,0,1,0
T177644,M,770,241,43,131,3,1,3
T177741,F,730,240,44.5,145,0,1,0
T640586,M,770,238,45,135,0,2,0
TB26839,F,720,220,45,140,3,1,3
TB26884,M,750,238,46.5,129,0,2,0
TB26890,F,725,230,43,138,6,3,2
TC59198,M,740,243,45,130,0,1,0
TC59363,F,745,223,46,139,0,1,0
TC59481,F,735,230,44,132,0,2,0
TC59491,M,750,235,44,127.5,0,1,0
TC59601,F,720,221,44,126,0,1,0
TC59635,F,735,231,44,130,0,1,0
