Age (years),Sex,Tarsus (mm x 100),Year
1,Male,1153,1991
1,Male,1109,1991
1,Male,1139,1991
1,Male,1102,1991
1,Male,1155,1991
1,Male,1135,1991
1,Male,1115,1991
1,Male,1083,1991
1,Male,1122,1991
1,Male,1225,1991
1,Male,1120,1991
1,Male,1178,1991
1,Male,1108,1991
1,Male,1000,1991
1,Male,1145,1992
1,Male,1052,1992
1,Male,1115,1992
1,Male,1014,1992
1,Male,1171,1992
1,Male,1077,1992
1,Male,1141,1992
1,Male,1274,1992
1,Male,1093,1992
1,Male,1074,1992
1,Male,1059,1992
1,Male,1101,1992
1,Male,1216,1992
1,Male,1085,1992
1,Male,1028,1992
1,Male,1234,1992
1,Male,1034,1992
1,Male,1036,1992
1,Male,1067,1992
1,Male,1048,1992
1,Male,1048,1992
1,Male,1095,1992
1,Male,1080,1992
1,Male,1118,1992
1,Male,1250,1992
1,Male,1147,1992
1,Male,1172,1992
1,Male,1169,1992
1,Male,1166,1992
1,Male,1094,1992
1,Male,1090,1992
1,Male,1192,1992
1,Male,1170,1992
1,Male,1167,1992
1,Male,1149,1992
1,Male,1152,1992
1,Male,1012,1992
1,Male,1057,1992
1,Male,1192,1992
1,Male,1072,1992
1,Male,1122,1992
1,Male,1188,1992
1,Male,1118,1992
1,Male,1125,1992
1,Male,1124,1992
1,Male,1149,1992
1,Male,1237,1992
1,Male,1158,1992
1,Male,1172,1992
1,Male,1023,1992
1,Male,1194,1992
1,Male,1041,1992
1,Male,1120,1992
1,Male,1238,1992
1,Male,1029,1992
1,Male,1028,1992
1,Male,1126,1992
1,Male,1153,1992
1,Male,1214,1992
1,Male,1162,1992
1,Male,1083,1992
1,Male,1105,1992
1,Male,1179,1992
1,Male,1112,1992
1,Male,1244,1992
1,Male,1128,1992
1,Male,1194,1992
1,Male,1174,1992
1,Male,1122,1992
1,Male,1124,1992
1,Male,1199,1992
1,Male,1165,1992
1,Male,1067,1992
1,Male,1126,1992
1,Male,1041,1992
1,Male,1096,1992
1,Male,1155,1992
1,Male,1173,1992
1,Male,1127,1992
1,Male,1197,1992
1,Male,1094,1992
1,Male,1025,1992
1,Male,1173,1992
1,Male,1058,1992
1,Male,1078,1992
1,Male,1125,1992
1,Male,1102,1993
1,Male,1303,1993
1,Male,1173,1993
1,Male,1147,1993
1,Male,1135,1993
1,Male,1154,1993
1,Male,1114,1993
1,Male,1100,1993
1,Male,1053,1993
1,Male,1107,1993
1,Male,1117,1993
1,Male,1043,1993
1,Male,1021,1993
1,Male,1144,1993
1,Male,1151,1993
1,Male,1226,1993
1,Male,1135,1993
1,Male,1239,1993
1,Male,1072,1993
1,Male,1133,1993
1,Male,1113,1993
1,Male,1223,1993
1,Male,1121,1993
1,Male,1135,1993
1,Male,1035,1993
1,Male,1105,1993
1,Male,1117,1993
1,Male,1172,1993
1,Male,1079,1993
1,Male,1144,1993
1,Male,1123,1993
1,Male,1024,1993
1,Male,1104,1993
1,Male,1167,1993
1,Male,1105,1993
1,Male,1172,1993
1,Male,1138,1993
1,Male,1036,1993
1,Male,1017,1993
1,Male,1068,1993
1,Male,1033,1993
1,Male,1200,1993
1,Male,1204,1993
1,Male,1126,1993
1,Male,1182,1993
1,Male,1141,1993
1,Male,1051,1993
1,Male,1135,1993
1,Male,1151,1993
1,Male,1142,1993
1,Male,1100,1993
1,Male,1064,1993
1,Male,1140,1993
1,Male,1094,1993
1,Male,1051,1993
1,Male,1208,1993
1,Male,1210,1994
1,Male,1171,1994
1,Male,1120,1994
1,Male,1116,1994
1,Male,1081,1994
1,Male,1111,1994
1,Male,1163,1994
1,Male,1229,1994
1,Male,1013,1994
1,Male,1141,1994
1,Male,1037,1994
1,Male,1203,1994
1,Male,1079,1994
1,Male,1186,1994
1,Male,1093,1994
1,Male,1103,1994
1,Male,1139,1994
1,Male,1203,1994
1,Male,1095,1994
1,Male,1111,1994
1,Male,1193,1994
1,Male,1089,1994
1,Male,1140,1994
1,Male,1181,1994
1,Male,1166,1994
1,Male,1089,1994
1,Male,1250,1994
1,Male,1182,1994
1,Male,1186,1994
1,Male,1024,1994
1,Male,1084,1994
1,Male,1113,1994
1,Male,1114,1994
1,Male,1161,1994
1,Male,1109,1995
1,Male,1136,1995
1,Male,1013,1995
1,Male,1218,1995
1,Male,1030,1995
1,Male,1036,1995
1,Male,1086,1995
1,Male,1237,1995
1,Male,1109,1995
1,Male,1069,1995
1,Male,1086,1995
1,Male,1079,1995
1,Male,1031,1995
1,Male,1136,1996
1,Male,1108,1996
1,Male,1115,1996
1,Male,1141,1996
1,Male,1088,1996
1,Male,1127,1996
1,Male,1107,1996
1,Male,1101,1996
1,Male,1117,1996
1,Male,1076,1996
1,Male,1169,1996
1,Male,1105,1996
1,Male,1014,1996
1,Male,1092,1996
1,Male,1176,1996
1,Male,1070,1996
1,Male,1149,1996
1,Male,1188,1996
1,Male,1122,1996
1,Male,1125,1996
1,Male,1188,1996
1,Male,1011,1996
1,Male,1025,1996
1,Male,1125,1996
1,Male,1158,1996
1,Male,1050,1996
1,Male,1095,1996
1,Male,1135,1996
1,Male,1138,1996
1,Male,1050,1996
1,Male,1149,1996
1,Male,1100,1996
1,Male,1195,1996
1,Male,1146,1996
1,Male,1093,1996
1,Male,1122,1996
1,Male,1117,1996
1,Male,1154,1996
1,Male,1134,1996
1,Male,1114,1996
1,Male,1121,1996
1,Male,1120,1996
1,Male,1146,1996
1,Male,1101,1996
1,Male,1111,1996
1,Male,1117,1997
1,Male,1017,1997
1,Male,1031,1997
1,Male,1121,1997
1,Male,1073,1997
1,Male,1142,1997
1,Male,1109,1997
1,Male,1175,1997
1,Male,1070,1997
1,Male,1108,1997
1,Male,1130,1997
1,Male,1127,1997
1,Male,1170,1997
1,Male,1189,1997
1,Male,1122,1997
1,Male,1139,1997
1,Male,1072,1997
1,Male,1088,1997
1,Male,1138,1997
1,Male,1117,1997
1,Male,1148,1997
1,Male,1111,1997
1,Male,1105,1997
1,Male,1197,1997
1,Male,1151,1997
1,Male,1085,1997
1,Male,1182,1997
1,Male,1136,1997
1,Male,1037,1997
1,Male,1159,1997
1,Male,1070,1997
1,Male,1167,1997
1,Male,1230,1997
1,Male,1069,1997
1,Male,1111,1997
1,Male,1204,1997
1,Male,1104,1997
1,Male,1140,1997
1,Male,1093,1997
1,Male,1163,1997
1,Male,1140,1997
1,Male,1167,1997
1,Male,1146,1997
1,Male,1124,1997
1,Male,1077,1997
1,Male,1166,1997
1,Male,1182,1997
1,Male,1254,1997
1,Male,1102,1997
1,Male,1049,1997
1,Male,1182,1997
1,Male,1102,1997
1,Male,1116,1997
1,Male,1225,1997
1,Male,1124,1997
1,Male,1148,1997
1,Male,1156,1997
1,Male,1175,1997
1,Male,1156,1997
1,Male,1087,1997
1,Male,1153,1997
1,Male,1104,1997
1,Male,1121,1997
1,Male,1099,1997
1,Male,1049,1997
1,Male,1045,1997
1,Male,1096,1997
1,Male,1228,1997
1,Male,1172,1997
1,Male,1072,1997
1,Male,1030,1997
1,Male,1099,1997
1,Male,1195,1997
1,Male,1118,1997
1,Male,1131,1997
1,Male,1194,1997
1,Male,1147,1997
1,Male,1135,1997
1,Male,1133,1997
1,Male,1094,1997
1,Male,1084,1997
1,Male,1132,1997
1,Male,1100,1997
1,Male,1113,1997
1,Male,1126,1998
1,Male,1158,1998
1,Male,1145,1998
1,Male,1189,1998
1,Male,1142,1998
1,Male,1100,1998
1,Male,1104,1998
1,Male,1111,1998
1,Male,1146,1998
1,Male,1182,1998
1,Male,1124,1998
1,Male,1114,1998
1,Male,1140,1998
1,Male,1173,1998
1,Male,1135,1998
1,Male,1097,1998
1,Male,1109,1998
1,Male,1099,1998
1,Male,1208,1998
1,Male,1156,1998
1,Male,1079,1998
1,Male,1079,1998
1,Male,1162,1998
1,Male,1145,1998
1,Male,1175,1998
1,Male,1157,1998
1,Male,1190,1998
1,Male,1148,1998
1,Male,1118,1998
1,Male,1201,1998
1,Male,1115,1998
1,Male,1166,1998
1,Male,1137,1998
1,Male,1118,1998
1,Male,1091,1998
1,Male,1156,1998
1,Male,1143,1998
1,Male,1112,1998
1,Male,1130,1998
1,Male,1135,1998
1,Male,1143,1998
1,Male,1123,1998
1,Male,1197,1998
1,Male,1133,1998
1,Male,1165,1998
1,Male,1060,1998
1,Male,1143,1998
1,Male,1182,1998
1,Male,1075,1998
1,Male,1047,1998
1,Male,1087,1998
1,Male,1059,1998
1,Male,1195,1998
1,Male,1180,1998
1,Male,1101,1998
1,Male,1097,1999
1,Male,1104,1999
1,Male,1103,1999
1,Male,1047,1999
1,Male,1191,1999
1,Male,1082,1999
1,Male,1049,1999
1,Male,1082,1999
1,Male,1016,1999
1,Male,1114,1999
1,Male,1127,1999
1,Male,1063,1999
1,Male,1083,1999
1,Male,1154,1999
1,Male,1008,1999
1,Male,1013,1999
1,Male,1080,1999
1,Male,1116,1999
1,Male,1082,1999
1,Male,1075,1999
1,Male,1014,1999
1,Male,1040,1999
1,Male,1073,1999
1,Male,1126,1999
1,Male,1186,1999
1,Male,1044,1999
1,Male,1115,1999
1,Male,1102,1999
1,Male,1036,1999
1,Male,1075,1999
1,Male,1104,1999
1,Male,1061,1999
1,Male,1064,1999
1,Male,1033,1999
1,Male,1009,1999
1,Male,1052,1999
1,Male,1141,1999
1,Male,1119,1999
1,Male,1023,1999
1,Male,1050,1999
1,Male,1063,1999
1,Male,1102,1999
1,Male,1132,1999
1,Male,1001,1999
1,Male,1043,2000
1,Male,1085,2000
1,Male,1058,2000
1,Male,1131,2000
1,Male,1107,2000
1,Male,1081,2000
1,Male,1029,2000
1,Male,1045,2000
1,Male,1057,2000
1,Male,1189,2000
1,Male,1044,2000
1,Male,1048,2000
1,Male,964,2000
1,Male,1037,2000
1,Male,1144,2000
1,Male,1083,2000
1,Male,1050,2000
1,Male,1028,2000
1,Male,1164,2000
1,Male,1037,2000
1,Male,1045,2000
1,Male,1119,2000
1,Male,1101,2000
1,Male,1087,2000
1,Male,1007,2000
1,Male,1100,2000
1,Male,1099,2000
1,Male,1056,2000
1,Male,1026,2000
1,Male,1035,2000
1,Male,1103,2000
1,Male,1099,2000
1,Male,1119,2000
1,Male,1135,2000
1,Male,1050,2000
1,Male,1025,2000
1,Male,1029,2000
1,Male,1103,2000
1,Male,1031,2000
1,Male,1083,2000
1,Male,1017,2000
1,Male,1007,2000
1,Male,1024,2000
1,Male,1188,2000
1,Male,1066,2000
1,Male,1029,2000
1,Male,1069,2000
1,Male,1073,2000
1,Male,1061,2000
1,Male,1053,2000
1,Male,1054,2000
1,Male,1048,2001
1,Male,1128,2001
1,Male,1143,2001
1,Male,1059,2001
1,Male,1090,2001
1,Male,1158,2001
1,Male,1063,2001
1,Male,1163,2001
1,Male,1126,2001
1,Male,1078,2001
1,Male,1004,2001
1,Male,1092,2001
1,Male,1125,2001
1,Male,1168,2001
1,Male,1156,2001
1,Male,1083,2001
1,Male,1062,2001
1,Male,1035,2001
1,Male,1052,2001
1,Male,1043,2001
1,Male,1144,2001
1,Male,1148,2001
1,Male,1038,2001
1,Male,1006,2001
1,Male,1055,2001
1,Male,1144,2001
1,Male,1031,2001
1,Male,1055,2001
1,Male,982,2001
1,Male,1003,2001
1,Male,1081,2001
1,Male,1102,2001
1,Male,1086,2001
1,Male,1024,2001
1,Male,1147,2001
1,Male,1093,2001
1,Male,1104,2001
1,Male,1033,2001
1,Male,1195,2001
1,Male,1010,2001
1,Male,1045,2001
1,Male,1062,2001
1,Male,1011,2001
1,Male,1071,2001
1,Male,1166,2001
1,Male,1032,2001
1,Male,1052,2001
1,Male,1078,2001
1,Male,1066,2001
1,Male,1127,2001
1,Male,1052,2001
1,Male,1022,2001
1,Male,1007,2001
1,Male,1088,2001
1,Male,1132,2001
1,Male,987,2002
1,Male,1036,2002
1,Male,1054,2002
1,Male,998,2002
1,Male,1020,2002
1,Male,1079,2002
1,Male,1162,2002
1,Male,1044,2002
1,Male,1125,2002
1,Male,1073,2002
1,Male,1090,2002
1,Male,1003,2002
1,Male,1110,2002
1,Male,1102,2002
1,Male,1016,2002
1,Male,1063,2002
1,Male,1084,2002
1,Male,1069,2002
1,Male,1076,2002
1,Male,1145,2002
1,Male,1155,2002
1,Male,1037,2002
1,Male,1126,2002
1,Male,1106,2002
1,Male,1078,2002
1,Male,1131,2002
1,Male,1130,2002
1,Male,1195,2002
1,Male,1108,2002
1,Male,1185,2002
1,Male,1197,2002
1,Male,1092,2002
1,Male,1141,2002
1,Male,1034,2002
1,Male,1081,2002
1,Male,1211,2002
1,Male,1070,2002
1,Male,1028,2002
1,Male,1135,2002
1,Male,1015,2002
1,Male,1118,2002
1,Male,1104,2002
1,Male,1126,2002
1,Male,1069,2002
1,Male,1002,2002
1,Male,1095,2002
1,Male,1082,2002
1,Male,1115,2002
1,Male,1216,2002
1,Male,1116,2002
1,Male,1082,2002
1,Male,1059,2002
1,Male,1168,2002
1,Male,1097,2002
1,Male,1006,2002
1,Male,1022,2002
1,Male,1030,2002
1,Male,1107,2002
1,Male,1116,2002
1,Male,1082,2002
1,Male,1072,2002
1,Male,1028,2002
1,Male,1055,2002
1,Male,1076,2002
1,Male,1073,2003
1,Male,1149,2003
1,Male,1036,2003
1,Male,1084,2003
1,Male,1163,2003
1,Male,1097,2003
1,Male,1046,2003
1,Male,1056,2003
1,Male,1064,2003
1,Male,1076,2003
1,Male,1097,2003
1,Male,1088,2003
1,Male,1079,2003
1,Male,1013,2003
1,Male,1051,2003
1,Male,1080,2003
1,Male,1119,2003
1,Male,998,2003
1,Male,1154,2003
1,Male,1079,2003
1,Male,1126,2003
1,Male,1036,2003
1,Male,1121,2003
1,Male,1098,2003
1,Male,1049,2003
1,Male,1087,2003
1,Male,1086,2003
1,Male,1096,2003
1,Male,1144,2003
1,Male,1127,2003
1,Male,1099,2003
1,Male,1196,2003
1,Male,1185,2003
1,Male,1154,2003
1,Male,1153,2003
1,Male,959,2003
1,Male,1095,2003
1,Male,1109,2003
1,Male,1178,2003
1,Male,1054,2003
1,Male,1060,2003
1,Male,1150,2003
1,Male,1006,2003
1,Male,1114,2003
1,Male,1072,2003
1,Male,1131,2003
1,Male,1081,2003
1,Male,1067,2003
1,Male,1066,2003
1,Male,1057,2003
1,Male,1091,2003
1,Male,1060,2003
1,Male,1030,2003
1,Male,1042,2003
1,Male,1083,2003
1,Male,1150,2003
1,Male,1110,2003
1,Male,1107,2003
1,Male,1153,2003
1,Male,1129,2003
1,Male,1119,2003
1,Male,1087,2003
1,Male,1074,2003
1,Male,1107,2003
1,Male,1100,2003
1,Male,1126,2003
1,Male,1082,2003
1,Male,1065,2003
1,Male,1129,2003
1,Male,1145,2003
1,Male,1098,2003
1,Male,1045,2003
1,Male,1087,2003
1,Male,1195,2003
1,Male,1078,2003
1,Male,1150,2003
1,Male,1175,2003
1,Male,1046,2003
1,Male,1035,2003
1,Male,1156,2003
1,Male,1012,2003
1,Male,1096,2004
1,Male,1133,2004
1,Male,1002,2004
1,Male,1059,2004
1,Male,1011,2004
1,Male,1020,2004
1,Male,1055,2004
1,Male,1092,2004
1,Male,1069,2004
1,Male,1165,2004
1,Male,1119,2004
1,Male,1056,2004
1,Male,973,2004
1,Male,1047,2004
1,Male,1045,2004
1,Male,1182,2004
1,Male,1127,2004
1,Male,1117,2004
1,Male,1079,2004
1,Male,998,2004
1,Male,1117,2004
1,Male,1007,2004
1,Male,1176,2004
1,Male,1106,2004
1,Male,1067,2004
1,Male,1050,2004
1,Male,1106,2004
1,Male,1064,2004
1,Male,1188,2004
1,Male,1136,2004
1,Male,1098,2004
1,Male,1051,2004
1,Male,995,2004
1,Male,1073,2004
1,Male,1096,2004
1,Male,1022,2004
1,Male,1119,2004
1,Male,1103,2004
1,Male,1202,2004
1,Male,1146,2004
1,Male,1016,2004
1,Male,1040,2004
1,Male,1209,2004
1,Male,1112,2004
1,Male,1103,2004
1,Male,1073,2004
1,Male,1158,2004
1,Male,1188,2004
1,Male,1179,2004
1,Male,1140,2004
1,Male,1197,2004
1,Male,1035,2004
1,Male,1064,2004
1,Male,1147,2004
1,Male,1061,2004
1,Male,1127,2004
1,Male,1132,2004
1,Male,1060,2004
1,Male,1073,2004
1,Male,1085,2004
1,Male,1152,2004
1,Male,1100,2004
1,Male,1124,2004
1,Male,1001,2004
1,Male,1142,2004
1,Male,1130,2004
1,Male,1085,2004
1,Male,1114,2004
1,Male,1093,2004
1,Male,1135,2004
1,Male,1116,2004
1,Male,1114,2004
1,Male,1102,2004
1,Male,1038,2004
1,Male,1093,2004
1,Male,1100,2004
1,Male,1148,2004
1,Male,1092,2004
1,Male,1056,2004
1,Male,1020,2004
1,Male,1033,2004
1,Male,1152,2004
1,Male,1014,2004
1,Male,1089,2004
1,Male,1120,2004
1,Male,1097,2004
1,Male,1093,2004
1,Male,1051,2004
1,Male,1072,2004
1,Male,1093,2004
1,Male,1077,2004
1,Male,1073,2004
1,Male,1046,2004
1,Male,1049,2004
1,Male,1107,2004
1,Male,1198,2004
1,Male,1014,2005
1,Male,1171,2005
1,Male,1205,2005
1,Male,1123,2005
1,Male,1135,2005
1,Male,1126,2005
1,Male,1111,2005
1,Male,1135,2005
1,Male,1116,2005
1,Male,1109,2005
1,Male,1089,2005
1,Male,1054,2005
1,Male,1168,2005
1,Male,1079,2005
1,Male,1025,2005
1,Male,1145,2005
1,Male,1095,2005
1,Male,1046,2005
1,Male,1110,2005
1,Male,1013,2005
1,Male,1057,2005
1,Male,1143,2005
1,Male,1130,2005
1,Male,1105,2005
1,Male,1098,2005
1,Male,1067,2005
1,Male,1144,2005
1,Male,1135,2005
1,Male,1130,2005
1,Male,1144,2005
1,Male,1114,2005
1,Male,1032,2005
1,Male,1139,2005
1,Male,1084,2005
1,Male,1086,2005
1,Male,1065,2005
1,Male,1102,2005
1,Male,1043,2005
1,Male,1083,2005
1,Male,1106,2005
1,Male,1042,2005
1,Male,1098,2005
1,Male,967,2005
1,Male,1151,2005
1,Male,1061,2005
1,Male,1147,2005
1,Male,1083,2005
1,Male,1104,2005
1,Male,1070,2005
1,Male,1021,2005
1,Male,1028,2005
1,Male,1096,2005
1,Male,1006,2005
1,Male,1032,2005
1,Male,1154,2006
1,Male,1038,2006
1,Male,1060,2006
1,Male,1052,2006
1,Male,1068,2006
1,Male,1089,2006
1,Male,1056,2006
1,Male,1131,2006
1,Male,1082,2006
1,Male,1043,2006
1,Male,1219,2006
1,Male,1064,2006
1,Male,1116,2006
1,Male,1224,2006
1,Male,1101,2006
1,Male,1190,2006
1,Male,1190,2006
1,Male,1089,2006
1,Male,1094,2006
1,Male,1086,2006
1,Male,1033,2006
1,Male,1076,2006
1,Male,1053,2006
1,Male,1161,2006
1,Male,1006,2006
1,Male,1150,2006
1,Male,1045,2006
1,Male,1106,2006
1,Male,1165,2006
1,Male,1066,2006
1,Male,1105,2006
1,Male,1167,2006
1,Male,1059,2006
1,Male,1081,2006
1,Male,1200,2006
1,Male,1135,2006
1,Male,1100,2006
1,Male,1202,2006
1,Male,1182,2006
1,Male,1125,2006
1,Male,1038,2006
1,Male,1157,2006
1,Male,1122,2006
1,Male,1019,2006
1,Male,1078,2006
1,Male,1072,2006
1,Male,1146,2006
1,Male,1104,2006
1,Male,1186,2006
1,Male,1125,2006
1,Male,1103,2006
1,Male,1002,2006
1,Male,1070,2006
1,Male,1170,2006
1,Male,1164,2006
1,Male,1204,2006
1,Male,1140,2006
1,Male,1135,2006
1,Male,1095,2006
1,Male,1186,2006
1,Male,1040,2006
1,Male,1088,2006
1,Male,1132,2006
1,Male,1005,2006
1,Male,1114,2006
1,Male,1043,2006
1,Male,1035,2006
1,Male,1110,2006
1,Male,1126,2006
1,Male,1033,2006
1,Male,1031,2006
1,Male,1086,2006
1,Male,1132,2006
1,Male,1016,2006
1,Male,1040,2006
1,Male,1013,2006
1,Male,1104,2006
1,Male,1077,2006
1,Male,1114,2006
1,Male,1070,2006
1,Male,1174,2006
1,Male,1027,2006
1,Male,1092,2006
1,Male,1144,2006
1,Male,1072,2006
1,Male,1107,2006
1,Male,1097,2006
1,Male,1215,2006
1,Male,1111,2006
1,Male,1150,2006
1,Male,1160,2006
1,Male,1083,2006
1,Male,1153,2006
1,Male,1109,2006
1,Male,1098,2006
2,Male,1138,1984
2,Male,1180,1984
2,Male,1107,1984
2,Male,1138,1984
2,Male,1127,1984
2,Male,1103,1984
2,Male,1118,1984
2,Male,1111,1985
2,Male,1136,1985
2,Male,1108,1985
2,Male,1101,1985
2,Male,1134,1985
2,Male,1156,1985
2,Male,1167,1985
2,Male,1206,1986
2,Male,1204,1986
2,Male,1113,1986
2,Male,1091,1986
2,Male,1136,1986
2,Male,1157,1986
2,Male,1186,1986
2,Male,1089,1986
2,Male,1114,1986
2,Male,1118,1986
2,Male,1115,1986
2,Male,1078,1987
2,Male,1110,1987
2,Male,1215,1987
2,Male,1185,1987
2,Male,1131,1987
2,Male,1102,1987
2,Male,1129,1987
2,Male,1107,1987
2,Male,1204,1987
2,Male,1218,1987
2,Male,1160,1987
2,Male,1162,1987
2,Male,1112,1987
2,Male,1187,1987
2,Male,1202,1987
2,Male,1090,1987
2,Male,1185,1988
2,Male,1122,1989
2,Male,1098,1989
2,Male,1024,1989
2,Male,1144,1989
2,Male,1149,1989
2,Male,1253,1989
2,Male,1086,1989
2,Male,1209,1989
2,Male,1159,1989
2,Male,1225,1989
2,Male,1074,1989
2,Male,1129,1989
2,Male,1138,1989
2,Male,1184,1989
2,Male,1114,1989
2,Male,1165,1989
2,Male,1258,1989
2,Male,1068,1989
2,Male,1159,1989
2,Male,1095,1989
2,Male,1158,1989
2,Male,1241,1989
2,Male,1158,1989
2,Male,1068,1989
2,Male,1118,1989
2,Male,1303,1989
2,Male,1065,1989
2,Male,1180,1989
2,Male,1197,1989
2,Male,1221,1989
2,Male,1244,1989
2,Male,1069,1989
2,Male,1074,1989
2,Male,1101,1989
2,Male,1304,1989
2,Male,1136,1989
2,Male,1110,1989
2,Male,1216,1989
2,Male,1038,1990
2,Male,1315,1990
2,Male,1109,1990
2,Male,1192,1990
2,Male,1022,1990
2,Male,1285,1990
2,Male,1117,1990
2,Male,1079,1990
2,Male,1246,1990
2,Male,1124,1990
2,Male,1140,1990
2,Male,1188,1990
2,Male,1161,1990
2,Male,1175,1990
2,Male,1094,1990
2,Male,1095,1990
2,Male,1190,1990
2,Male,1101,1990
2,Male,1038,1990
2,Male,1176,1990
2,Male,1162,1990
2,Male,1055,1990
2,Male,1145,1990
2,Male,1062,1990
2,Male,1142,1990
2,Male,1181,1990
2,Male,1108,1991
2,Male,1156,1991
2,Male,1092,1991
2,Male,1149,1991
2,Male,1159,1991
2,Male,1227,1991
2,Male,1122,1991
2,Male,1177,1991
2,Male,1138,1991
2,Male,1134,1991
2,Male,1106,1991
2,Male,1201,1991
2,Male,1107,1991
2,Male,1003,1991
2,Male,1159,1991
2,Male,1150,1991
2,Male,1180,1991
2,Male,1081,1991
2,Male,1088,1991
2,Male,1010,1991
2,Male,1155,1991
2,Male,1174,1991
2,Male,1145,1991
2,Male,1202,1991
2,Male,1129,1991
2,Male,1202,1991
2,Male,1181,1991
2,Male,1073,1991
2,Male,1195,1991
2,Male,1017,1991
2,Male,1091,1991
2,Male,1217,1991
2,Male,1093,1992
2,Male,1167,1992
2,Male,1222,1992
2,Male,1042,1992
2,Male,1149,1992
2,Male,1086,1992
2,Male,1070,1992
2,Male,1082,1992
2,Male,1080,1992
2,Male,1053,1992
2,Male,1039,1992
2,Male,1076,1992
2,Male,1114,1992
2,Male,1127,1992
2,Male,1148,1992
2,Male,1188,1992
2,Male,1062,1992
2,Male,1108,1992
2,Male,1118,1992
2,Male,1079,1992
2,Male,1132,1992
2,Male,1096,1992
2,Male,1146,1992
2,Male,1158,1992
2,Male,1130,1992
2,Male,1114,1992
2,Male,1128,1992
2,Male,1141,1993
2,Male,1053,1993
2,Male,1173,1993
2,Male,1149,1993
2,Male,1058,1993
2,Male,1168,1993
2,Male,1237,1993
2,Male,1123,1993
2,Male,1181,1993
2,Male,1246,1993
2,Male,1132,1993
2,Male,1028,1993
2,Male,1052,1993
2,Male,1129,1994
2,Male,1123,1994
2,Male,1063,1994
2,Male,1182,1994
2,Male,1144,1994
2,Male,1222,1994
2,Male,1133,1994
2,Male,1064,1994
2,Male,1026,1994
2,Male,1036,1994
2,Male,1112,1994
2,Male,1190,1995
2,Male,1202,1995
2,Male,1061,1995
2,Male,1146,1995
2,Male,1173,1995
2,Male,1037,1995
2,Male,1116,1995
2,Male,1110,1995
2,Male,1039,1995
2,Male,1250,1995
2,Male,1179,1996
2,Male,1068,1996
2,Male,1036,1996
2,Male,1098,1996
2,Male,1076,1996
2,Male,1107,1997
2,Male,1116,1997
2,Male,1138,1997
2,Male,1096,1997
2,Male,1149,1997
2,Male,1101,1997
2,Male,1071,1997
2,Male,1110,1997
2,Male,1102,1997
2,Male,1103,1997
2,Male,1133,1997
2,Male,1104,1997
2,Male,1111,1997
2,Male,1063,1997
2,Male,1115,1997
2,Male,1197,1998
2,Male,1105,1998
2,Male,1184,1998
2,Male,1121,1998
2,Male,1168,1998
2,Male,1119,1998
2,Male,1098,1998
2,Male,1140,1998
2,Male,1134,1998
2,Male,1224,1998
2,Male,1154,1998
2,Male,1053,1998
2,Male,1145,1998
2,Male,1190,1998
2,Male,1163,1998
2,Male,1059,1998
2,Male,1084,1998
2,Male,1156,1998
2,Male,1142,1998
2,Male,1102,1998
2,Male,1138,1998
2,Male,1113,1998
2,Male,1136,1998
2,Male,1136,1998
2,Male,1157,1998
2,Male,1129,1998
2,Male,1063,1998
2,Male,1103,1998
2,Male,1207,1998
2,Male,1091,1998
2,Male,1159,1999
2,Male,1134,1999
2,Male,1126,1999
2,Male,1033,1999
2,Male,1109,1999
2,Male,1173,1999
2,Male,1032,1999
2,Male,1101,1999
2,Male,1044,1999
2,Male,1117,2000
2,Male,1041,2000
2,Male,1033,2000
2,Male,1031,2000
2,Male,1018,2000
2,Male,1097,2000
2,Male,1075,2000
2,Male,1098,2000
2,Male,1022,2000
2,Male,1056,2000
2,Male,1052,2000
2,Male,1146,2000
2,Male,1006,2000
2,Male,1190,2000
2,Male,1136,2000
2,Male,1048,2000
2,Male,1005,2000
2,Male,1104,2000
2,Male,1008,2000
2,Male,1023,2000
2,Male,1074,2000
2,Male,1161,2001
2,Male,1047,2001
2,Male,1005,2001
2,Male,1019,2001
2,Male,1001,2001
2,Male,1091,2001
2,Male,912,2001
2,Male,1152,2001
2,Male,1143,2001
2,Male,1009,2001
2,Male,1093,2001
2,Male,1027,2001
2,Male,1097,2002
2,Male,1018,2002
2,Male,1015,2002
2,Male,980,2002
2,Male,1049,2002
2,Male,1134,2002
2,Male,1083,2002
2,Male,1035,2002
2,Male,1099,2002
2,Male,1034,2002
2,Male,1008,2002
2,Male,1160,2002
2,Male,1179,2002
2,Male,1130,2002
2,Male,1045,2002
2,Male,1054,2002
2,Male,1114,2002
2,Male,1045,2003
2,Male,1147,2003
2,Male,1078,2003
2,Male,1158,2003
2,Male,1208,2003
2,Male,1051,2003
2,Male,1031,2003
2,Male,1018,2003
2,Male,1027,2003
2,Male,1139,2003
2,Male,1018,2003
2,Male,1082,2003
2,Male,1156,2003
2,Male,1196,2003
2,Male,1054,2003
2,Male,1129,2003
2,Male,1092,2003
2,Male,1104,2003
2,Male,1126,2003
2,Male,1084,2003
2,Male,987,2003
2,Male,1054,2003
2,Male,1035,2004
2,Male,992,2004
2,Male,1012,2004
2,Male,1040,2004
2,Male,1035,2004
2,Male,1009,2004
2,Male,1156,2004
2,Male,1139,2004
2,Male,1150,2004
2,Male,1126,2004
2,Male,1056,2004
2,Male,1134,2004
2,Male,1049,2004
2,Male,1143,2004
