Age (years),Sex,Tarsus (mm x 100),Year
1,Female,1138,2004
1,Female,1128,2004
1,Female,1147,2004
1,Female,1121,2004
1,Female,1010,2004
1,Female,1102,2004
1,Female,1057,2004
1,Female,1026,2004
1,Female,1091,2004
1,Female,1022,2004
1,Female,1014,2004
1,Female,1091,2004
1,Female,1075,2004
1,Female,1082,2004
1,Female,1001,2004
1,Female,1079,2004
1,Female,1111,2004
1,Female,1019,2004
1,Female,987,2004
1,Female,1122,2004
1,Female,1094,2004
1,Female,1203,2004
1,Female,1078,2004
1,Female,1029,2004
1,Female,975,2004
1,Female,1168,2004
1,Female,1060,2004
1,Female,1130,2004
1,Female,1100,2004
1,Female,1116,2004
1,Female,1141,2004
1,Female,1048,2004
1,Female,1113,2004
1,Female,1085,2004
1,Female,1036,2004
1,Female,1082,2004
1,Female,1029,2004
1,Female,1035,2004
1,Female,1095,2004
1,Female,1175,2004
1,Female,1127,2004
1,Female,1191,2004
1,Female,1126,2004
1,Female,1056,2004
1,Female,1039,2004
1,Female,1133,2004
1,Female,1039,2004
1,Female,1023,2004
1,Female,1106,2004
1,Female,1022,2004
1,Female,1229,2004
1,Female,1120,2004
1,Female,1044,2004
1,Female,1102,2004
1,Female,1142,2004
1,Female,1129,2004
1,Female,1219,2004
1,Female,1124,2004
1,Female,1061,2004
1,Female,1008,2004
1,Female,1144,2004
1,Female,1042,2004
1,Female,1139,2004
1,Female,1130,2004
1,Female,1203,2004
1,Female,1053,2004
1,Female,1086,2004
1,Female,1027,2004
1,Female,1075,2004
1,Female,1037,2004
1,Female,1032,2004
1,Female,1141,2004
1,Female,1042,2004
1,Female,1112,2004
1,Female,1127,2004
1,Female,1112,2004
1,Female,1055,2004
1,Female,1145,2004
1,Female,1161,2004
1,Female,1102,2004
1,Female,1171,2004
1,Female,1081,2004
1,Female,1154,2004
1,Female,1150,2004
1,Female,1095,2004
1,Female,1081,2004
1,Female,1143,2004
1,Female,1111,2004
1,Female,1061,2004
1,Female,1098,2004
1,Female,1067,2005
1,Female,1047,2005
1,Female,1016,2005
1,Female,992,2005
1,Female,1010,2005
1,Female,1031,2005
1,Female,1071,2005
1,Female,1065,2005
1,Female,1005,2005
1,Female,1010,2005
1,Female,1099,2005
1,Female,1115,2005
1,Female,1076,2005
1,Female,957,2005
1,Female,1009,2005
1,Female,1098,2005
1,Female,1107,2005
1,Female,1017,2005
1,Female,1189,2005
1,Female,1195,2005
1,Female,1019,2005
1,Female,1085,2005
1,Female,1053,2005
1,Female,1058,2005
1,Female,1078,2005
1,Female,1080,2005
1,Female,1040,2005
1,Female,1027,2005
1,Female,1195,2005
1,Female,1081,2005
1,Female,1119,2005
1,Female,1031,2005
1,Female,1132,2005
1,Female,1102,2005
1,Female,1038,2005
1,Female,1142,2005
1,Female,1106,2005
1,Female,1099,2005
1,Female,1077,2005
1,Female,1104,2005
1,Female,1171,2005
1,Female,1146,2005
1,Female,1133,2005
1,Female,1131,2005
1,Female,1047,2005
1,Female,1102,2005
1,Female,1103,2005
1,Female,1091,2005
1,Female,1027,2005
1,Female,1041,2005
1,Female,1090,2005
1,Female,1139,2005
1,Female,1085,2005
1,Female,1126,2005
1,Female,1004,2005
1,Female,1116,2005
1,Female,1076,2005
1,Female,1062,2005
1,Female,1190,2005
1,Female,1048,2005
1,Female,1051,2005
1,Female,1125,2005
1,Female,1058,2005
1,Female,1109,2005
1,Female,1146,2005
1,Female,1077,2005
1,Female,1055,2005
1,Female,1063,2005
1,Female,1080,2005
1,Female,1148,2005
1,Female,1046,2005
1,Female,1158,2005
1,Female,1076,2006
1,Female,1122,2006
1,Female,1101,2006
1,Female,1069,2006
1,Female,1233,2006
1,Female,1072,2006
1,Female,1118,2006
1,Female,1116,2006
1,Female,1080,2006
1,Female,1159,2006
1,Female,1083,2006
1,Female,1099,2006
1,Female,1074,2006
1,Female,1017,2006
1,Female,913,2006
1,Female,1076,2006
1,Female,1105,2006
1,Female,1196,2006
1,Female,1065,2006
1,Female,1006,2006
1,Female,1135,2006
1,Female,1081,2006
1,Female,1080,2006
1,Female,1048,2006
1,Female,1162,2006
1,Female,1038,2006
1,Female,1149,2006
1,Female,1179,2006
1,Female,1199,2006
1,Female,1134,2006
1,Female,1090,2006
1,Female,1033,2006
1,Female,1006,2006
1,Female,1125,2006
1,Female,1043,2006
1,Female,1012,2006
1,Female,1191,2006
1,Female,1194,2006
1,Female,1174,2006
1,Female,1160,2006
1,Female,1074,2006
1,Female,1111,2006
1,Female,1090,2006
1,Female,1184,2006
1,Female,1014,2006
1,Female,1126,2006
1,Female,1066,2006
1,Female,1104,2006
1,Female,1111,2006
1,Female,1121,2006
1,Female,1066,2006
1,Female,1117,2006
1,Female,1119,2006
1,Female,1103,2006
1,Female,1105,2006
1,Female,1097,2006
1,Female,1076,2006
1,Female,1080,2006
1,Female,1165,2006
1,Female,1169,2006
1,Female,1138,2006
1,Female,1062,2006
1,Female,1022,2006
1,Female,1036,2006
1,Female,1111,2006
1,Female,1146,2006
1,Female,1029,2006
1,Female,1106,2006
1,Female,1081,2006
1,Female,1171,2006
1,Female,1126,2006
1,Female,1094,2006
1,Female,1130,2006
1,Female,1042,2006
1,Female,992,2006
1,Female,1127,2006
1,Female,1112,2006
1,Female,1206,2006
1,Female,1116,2006
1,Female,1008,2006
1,Female,1014,2006
1,Female,1135,2006
1,Female,1058,2006
1,Female,1124,2006
1,Female,1164,2006
1,Female,1117,2006
1,Female,1131,2006
1,Female,1048,2006
1,Female,1132,2006
1,Female,1145,2006
1,Female,1178,2006
1,Female,1058,2006
1,Female,1072,2006
1,Female,1020,2006
2,Female,1058,1984
2,Female,1134,1984
2,Female,1196,1985
2,Female,1140,1985
2,Female,1047,1985
2,Female,1154,1985
2,Female,1160,1985
2,Female,1171,1986
2,Female,1104,1986
2,Female,1067,1986
2,Female,1060,1986
2,Female,1197,1986
2,Female,1194,1986
2,Female,1206,1986
2,Female,1182,1987
2,Female,1159,1987
2,Female,1181,1987
2,Female,1117,1987
2,Female,1183,1987
2,Female,1112,1987
2,Female,1292,1987
2,Female,1150,1987
2,Female,1226,1987
2,Female,1047,1989
2,Female,1057,1989
2,Female,1134,1989
2,Female,1047,1989
2,Female,1267,1989
2,Female,1140,1989
2,Female,1154,1989
2,Female,1124,1989
2,Female,1060,1989
2,Female,1194,1989
2,Female,1182,1989
2,Female,1112,1989
2,Female,1150,1989
2,Female,1104,1989
2,Female,1197,1989
2,Female,1128,1989
2,Female,1295,1989
2,Female,1295,1989
2,Female,1171,1989
2,Female,1130,1989
2,Female,1067,1989
2,Female,1058,1989
2,Female,1154,1989
2,Female,1183,1989
2,Female,1181,1989
2,Female,1125,1989
2,Female,1127,1989
2,Female,1248,1989
2,Female,1157,1989
2,Female,1129,1989
2,Female,1117,1989
2,Female,1104,1989
2,Female,1215,1989
2,Female,1206,1989
2,Female,1155,1989
2,Female,1125,1990
2,Female,1184,1990
2,Female,1138,1990
2,Female,1061,1990
2,Female,1017,1990
2,Female,1141,1990
2,Female,1303,1990
2,Female,1292,1990
2,Female,1225,1990
2,Female,1222,1990
2,Female,1181,1990
2,Female,1076,1990
2,Female,1199,1990
2,Female,1088,1990
2,Female,1211,1990
2,Female,1061,1990
2,Female,1151,1990
2,Female,1183,1990
2,Female,1159,1990
2,Female,1140,1990
2,Female,1175,1990
2,Female,1132,1990
2,Female,1123,1990
2,Female,1223,1990
2,Female,1202,1990
2,Female,1104,1990
2,Female,1037,1990
2,Female,1140,1991
2,Female,1050,1991
2,Female,1124,1991
2,Female,1160,1991
2,Female,1144,1991
2,Female,1260,1991
2,Female,1261,1991
2,Female,1105,1991
2,Female,1194,1991
2,Female,1282,1991
2,Female,1157,1991
2,Female,1160,1991
2,Female,1152,1991
2,Female,1199,1991
2,Female,1193,1991
2,Female,1074,1991
2,Female,1116,1991
2,Female,1132,1991
2,Female,1070,1991
2,Female,1144,1991
2,Female,1061,1991
2,Female,1125,1991
2,Female,1107,1991
2,Female,1019,1991
2,Female,1092,1991
2,Female,1024,1991
2,Female,1138,1991
2,Female,1195,1991
2,Female,1233,1991
2,Female,1230,1991
2,Female,1141,1991
2,Female,1126,1991
2,Female,1080,1992
2,Female,1084,1992
2,Female,1225,1992
2,Female,1089,1992
2,Female,1203,1992
2,Female,1047,1992
2,Female,1200,1992
2,Female,1033,1992
2,Female,1096,1992
2,Female,1148,1992
2,Female,1033,1992
2,Female,1121,1992
2,Female,1103,1992
2,Female,1013,1992
2,Female,1204,1992
2,Female,1108,1992
2,Female,1112,1992
2,Female,1067,1992
2,Female,1137,1992
2,Female,1165,1993
2,Female,1206,1993
2,Female,1036,1993
2,Female,1118,1993
2,Female,1067,1993
2,Female,1018,1993
2,Female,1106,1993
2,Female,1119,1993
2,Female,1131,1993
2,Female,1040,1993
2,Female,1197,1993
2,Female,1071,1994
2,Female,1160,1994
2,Female,1182,1994
2,Female,1084,1994
2,Female,1140,1994
2,Female,1112,1994
2,Female,1031,1995
2,Female,1237,1995
2,Female,1157,1995
2,Female,1196,1995
2,Female,1150,1995
2,Female,1053,1995
2,Female,1235,1995
2,Female,1203,1996
2,Female,1085,1996
2,Female,1119,1996
2,Female,1166,1996
2,Female,1139,1996
2,Female,1083,1996
2,Female,1215,1996
2,Female,1143,1996
2,Female,1040,1996
2,Female,1107,1997
2,Female,1075,1997
2,Female,1205,1997
2,Female,1067,1997
2,Female,1133,1997
2,Female,1089,1997
2,Female,1111,1997
2,Female,1082,1997
2,Female,1089,1998
2,Female,1116,1998
2,Female,1155,1998
2,Female,1182,1998
2,Female,1109,1998
2,Female,1137,1998
2,Female,1144,1998
2,Female,1114,1998
2,Female,1069,1998
2,Female,1128,1998
2,Female,1150,1998
2,Female,1098,1998
2,Female,1156,1998
2,Female,1112,1998
2,Female,1164,1998
2,Female,1145,1998
2,Female,1136,1998
2,Female,1102,1998
2,Female,1182,1998
2,Female,1110,1998
2,Female,1094,1999
2,Female,1009,1999
2,Female,933,1999
2,Female,1113,1999
2,Female,1019,1999
2,Female,1051,1999
2,Female,1032,1999
2,Female,1125,1999
2,Female,1038,1999
2,Female,1213,1999
2,Female,1102,1999
2,Female,1110,2000
2,Female,1083,2000
2,Female,1089,2000
2,Female,1056,2000
2,Female,1109,2000
2,Female,1067,2000
2,Female,1095,2000
2,Female,1134,2000
2,Female,1049,2000
2,Female,1094,2000
2,Female,1092,2000
2,Female,1002,2000
2,Female,1097,2000
2,Female,1101,2000
2,Female,1039,2000
2,Female,1055,2000
2,Female,1023,2000
2,Female,1032,2000
2,Female,1016,2000
2,Female,982,2001
2,Female,1098,2001
2,Female,1020,2001
2,Female,1125,2001
2,Female,1085,2001
2,Female,1041,2001
2,Female,1058,2001
2,Female,1096,2001
2,Female,1069,2001
2,Female,1091,2001
2,Female,1058,2001
2,Female,1067,2001
2,Female,1143,2001
2,Female,1181,2001
2,Female,1111,2001
2,Female,1104,2001
2,Female,1085,2001
2,Female,1062,2001
2,Female,1066,2001
2,Female,1064,2001
2,Female,1114,2002
2,Female,1009,2002
2,Female,1045,2002
2,Female,1133,2002
2,Female,1118,2002
2,Female,1045,2002
2,Female,1164,2002
2,Female,1072,2002
2,Female,1075,2002
2,Female,1036,2002
2,Female,1116,2002
2,Female,1127,2002
2,Female,1113,2002
2,Female,1138,2002
2,Female,1032,2002
2,Female,1066,2002
2,Female,1053,2002
2,Female,1139,2002
2,Female,1037,2002
2,Female,1076,2002
2,Female,1107,2002
2,Female,1037,2002
2,Female,1123,2003
2,Female,1079,2003
2,Female,1067,2003
2,Female,1114,2003
2,Female,1082,2003
2,Female,1056,2003
2,Female,1152,2003
2,Female,1103,2003
2,Female,1057,2003
2,Female,1089,2003
2,Female,1025,2003
2,Female,1091,2003
2,Female,1187,2003
2,Female,1021,2003
2,Female,1008,2003
2,Female,1014,2003
2,Female,1153,2003
2,Female,1110,2004
2,Female,1070,2004
2,Female,1152,2004
2,Female,1128,2004
2,Female,1042,2004
2,Female,1276,2004
2,Female,1122,2004
2,Female,1099,2004
2,Female,1109,2004
2,Female,1134,2004
2,Female,1055,2004
2,Female,1045,2004
2,Female,1105,2004
2,Female,1000,2004
2,Female,1113,2004
2,Female,1040,2004
2,Female,1065,2004
2,Female,1101,2004
2,Female,1039,2004
2,Female,1127,2004
2,Female,1052,2004
2,Female,1118,2004
2,Female,1160,2004
2,Female,1039,2004
2,Female,1074,2004
2,Female,1162,2004
2,Female,1054,2004
2,Female,1057,2004
2,Female,1071,2004
2,Female,1031,2004
2,Female,1035,2004
2,Female,1169,2004
2,Female,1016,2004
2,Female,1067,2004
2,Female,1141,2004
2,Female,1236,2005
2,Female,1124,2005
2,Female,1209,2005
2,Female,1132,2005
2,Female,1084,2005
2,Female,1095,2005
2,Female,1143,2005
2,Female,1136,2005
2,Female,1123,2005
2,Female,1020,2005
2,Female,1036,2005
2,Female,1137,2005
2,Female,1127,2005
2,Female,1095,2005
2,Female,1145,2005
2,Female,1026,2005
2,Female,1101,2005
2,Female,1090,2005
2,Female,1050,2005
2,Female,1157,2005
2,Female,1058,2005
2,Female,1218,2005
2,Female,1081,2005
2,Female,1068,2006
2,Female,1105,2006
2,Female,1124,2006
2,Female,1133,2006
2,Female,1052,2006
2,Female,1192,2006
2,Female,1162,2006
2,Female,1104,2006
2,Female,1042,2006
2,Female,1021,2006
2,Female,1094,2006
2,Female,1100,2006
2,Female,1022,2005
2,Female,1094,2005
2,Female,1075,2005
2,Female,1038,2006
2,Female,1101,2006
2,Female,1089,2006
2,Female,1026,2005
2,Female,1038,2006
2,Female,1178,2006
3,Female,1111,1987
3,Female,1111,1987
3,Female,1154,1990
3,Female,1184,1990
3,Female,1217,1990
3,Female,1167,1990
3,Female,1111,1990
3,Female,1215,1990
3,Female,1111,1990
3,Female,1217,1990
3,Female,1153,1990
3,Female,1235,1990
3,Female,1214,1990
3,Female,1111,1990
3,Female,1093,1990
3,Female,1056,1990
3,Female,1148,1990
3,Female,1295,1990
3,Female,1245,1991
3,Female,1176,1991
3,Female,1222,1991
3,Female,1117,1991
3,Female,1157,1991
3,Female,1210,1991
3,Female,1239,1991
3,Female,1127,1991
3,Female,1055,1992
3,Female,1169,1992
3,Female,1056,1992
3,Female,1190,1992
3,Female,1126,1992
3,Female,1031,1992
3,Female,1079,1992
3,Female,1196,1992
3,Female,1104,1992
3,Female,1132,1992
3,Female,1045,1992
3,Female,1097,1992
3,Female,1145,1992
3,Female,1115,1992
3,Female,1125,1992
3,Female,1137,1992
3,Female,1038,1992
3,Female,1185,1993
3,Female,1143,1993
3,Female,1054,1993
3,Female,1111,1993
3,Female,1137,1993
3,Female,1233,1993
3,Female,1146,1994
3,Female,1076,1994
3,Female,1081,1994
3,Female,1129,1994
3,Female,1184,1994
3,Female,1132,1994
3,Female,1197,1994
3,Female,1076,1995
3,Female,1064,1995
3,Female,1170,1995
3,Female,1066,1995
3,Female,1160,1995
3,Female,1104,1996
3,Female,1102,1996
3,Female,1094,1996
3,Female,1168,1996
3,Female,1076,1996
3,Female,1183,1997
3,Female,1178,1997
3,Female,1135,1998
3,Female,1149,1998
3,Female,1141,1998
3,Female,1122,1998
3,Female,1052,1998
3,Female,1003,1999
3,Female,1024,1999
3,Female,1012,1999
3,Female,1055,2000
3,Female,1109,2000
3,Female,1010,2000
3,Female,1069,2001
3,Female,1029,2001
3,Female,1080,2001
3,Female,971,2001
3,Female,1023,2002
3,Female,1032,2002
3,Female,1109,2002
3,Female,1177,2002
3,Female,1020,2002
3,Female,1014,2002
3,Female,1064,2003
3,Female,1044,2003
3,Female,1051,2003
3,Female,1032,2003
3,Female,1108,2003
3,Female,1046,2003
3,Female,1077,2003
3,Female,1139,2003
3,Female,1083,2004
3,Female,1156,2004
3,Female,1106,2004
3,Female,1147,2004
3,Female,1066,2004
3,Female,1151,2004
3,Female,1132,2004
3,Female,1055,2004
3,Female,1097,2004
3,Female,1061,2004
3,Female,1013,2005
3,Female,1134,2005
3,Female,1081,2005
3,Female,1041,2005
3,Female,1081,2005
3,Female,1032,2005
3,Female,1231,2005
3,Female,1064,2005
3,Female,1040,2006
3,Female,1105,2006
3,Female,1148,2006
3,Female,1232,2006
3,Female,1102,2006
3,Female,1082,2006
3,Female,1072,2006
3,Female,1084,2006
3,Female,1132,2006
3,Female,1067,2006
3,Female,1105,2005
3,Female,1162,2005
3,Female,1071,2005
3,Female,1114,2006
3,Female,1087,2006
3,Female,1127,2006
3,Female,1164,2006
4,Female,1054,1990
4,Female,1160,1991
4,Female,1088,1991
4,Female,1066,1991
4,Female,1203,1991
4,Female,1092,1991
4,Female,1070,1991
4,Female,1201,1991
4,Female,1057,1992
4,Female,1159,1993
4,Female,1151,1993
4,Female,1142,1993
4,Female,1056,1993
4,Female,1132,1994
4,Female,1146,1995
4,Female,1132,1995
4,Female,1197,1995
4,Female,1148,1996
4,Female,1103,1996
4,Female,1072,1996
4,Female,1108,1997
4,Female,1168,1997
4,Female,1017,1999
4,Female,1054,2000
4,Female,1124,2000
4,Female,1151,2002
4,Female,1073,2002
4,Female,1184,2003
4,Female,1045,2004
4,Female,1032,2004
4,Female,1064,2005
4,Female,1122,2005
4,Female,1080,2006
4,Female,1027,2006
4,Female,1113,2006
4,Female,1051,2006
5,Female,1277,1992
5,Female,1045,1992
5,Female,1107,1992
5,Female,1063,1994
5,Female,1189,1995
5,Female,1170,1996
5,Female,1121,1996
5,Female,1108,1996
5,Female,1140,1997
5,Female,1157,1997
5,Female,1084,1998
5,Female,1069,2000
5,Female,1076,2003
5,Female,1177,2003
5,Female,1032,2005
5,Female,1103,2006
6,Female,1076,2001
1,Male,1189,1984
1,Male,1191,1984
1,Male,1227,1984
1,Male,1092,1984
1,Male,1101,1984
1,Male,1121,1984
1,Male,1198,1984
1,Male,1111,1984
1,Male,1187,1984
1,Male,1187,1984
1,Male,1187,1984
1,Male,1093,1984
1,Male,1158,1984
1,Male,1173,1985
1,Male,1127,1985
1,Male,1189,1985
1,Male,1084,1985
1,Male,1187,1985
1,Male,1131,1985
1,Male,1184,1985
1,Male,1167,1985
1,Male,1183,1985
1,Male,1133,1985
1,Male,1129,1986
1,Male,1178,1986
1,Male,1162,1986
1,Male,1079,1986
1,Male,1118,1986
1,Male,1117,1986
1,Male,1091,1986
1,Male,1197,1986
1,Male,1185,1986
1,Male,1153,1986
1,Male,1128,1986
1,Male,1162,1986
1,Male,1123,1986
1,Male,1209,1986
1,Male,1120,1987
1,Male,1194,1987
1,Male,1190,1987
1,Male,1166,1987
1,Male,1125,1987
1,Male,1112,1987
1,Male,1159,1987
1,Male,1156,1987
1,Male,1158,1987
1,Male,1190,1987
1,Male,1182,1987
1,Male,1215,1987
1,Male,1185,1987
1,Male,1121,1987
1,Male,1157,1987
1,Male,1095,1987
1,Male,1109,1987
1,Male,1194,1987
1,Male,1167,1987
1,Male,1209,1987
1,Male,1119,1987
1,Male,1200,1987
1,Male,1091,1987
1,Male,1066,1987
1,Male,1221,1988
1,Male,1101,1988
1,Male,1184,1988
1,Male,1162,1988
1,Male,1184,1988
1,Male,1228,1988
1,Male,1120,1988
1,Male,1121,1988
1,Male,1254,1988
1,Male,1198,1988
1,Male,1304,1988
1,Male,1140,1988
1,Male,1027,1988
1,Male,1100,1988
1,Male,1111,1988
1,Male,1254,1988
1,Male,1118,1988
1,Male,1112,1988
1,Male,1077,1988
1,Male,1281,1988
1,Male,1088,1988
1,Male,1208,1988
1,Male,1135,1988
1,Male,1129,1988
1,Male,1183,1988
1,Male,1109,1988
1,Male,1093,1988
1,Male,1179,1988
1,Male,1119,1988
1,Male,1188,1988
1,Male,1165,1988
1,Male,1167,1988
1,Male,1090,1988
1,Male,1160,1988
1,Male,1158,1988
1,Male,1192,1988
1,Male,1143,1988
1,Male,1031,1988
1,Male,1068,1988
1,Male,1150,1988
1,Male,1163,1988
1,Male,1115,1988
1,Male,1114,1988
1,Male,1165,1988
1,Male,1188,1988
1,Male,1146,1988
1,Male,1152,1988
1,Male,1253,1988
1,Male,1163,1988
1,Male,1202,1988
1,Male,1129,1988
1,Male,1119,1988
1,Male,1172,1988
1,Male,1003,1988
1,Male,1219,1988
1,Male,1195,1988
1,Male,1069,1988
1,Male,1181,1988
1,Male,1202,1988
1,Male,1122,1988
1,Male,1065,1988
1,Male,1118,1988
1,Male,1303,1988
1,Male,1089,1988
1,Male,1165,1988
1,Male,1172,1988
1,Male,1187,1988
1,Male,1053,1988
1,Male,1152,1988
1,Male,1183,1988
1,Male,1128,1988
1,Male,1083,1988
1,Male,1091,1988
1,Male,1240,1988
1,Male,1196,1988
1,Male,1197,1988
1,Male,1156,1988
1,Male,1164,1988
1,Male,1147,1988
1,Male,1059,1988
1,Male,1195,1988
1,Male,1076,1988
1,Male,1313,1988
1,Male,1150,1988
1,Male,1103,1988
1,Male,1240,1988
1,Male,1083,1988
1,Male,1024,1988
1,Male,1121,1988
1,Male,1253,1988
1,Male,1138,1988
1,Male,1091,1988
1,Male,1153,1988
1,Male,1100,1988
1,Male,1180,1988
1,Male,1110,1988
1,Male,1138,1988
1,Male,1160,1988
1,Male,1069,1988
1,Male,1098,1988
1,Male,1132,1988
1,Male,1229,1988
1,Male,1298,1988
1,Male,1053,1988
1,Male,1058,1988
1,Male,1208,1988
1,Male,1248,1988
1,Male,1090,1988
1,Male,1259,1988
1,Male,1110,1988
1,Male,1114,1988
1,Male,1136,1988
1,Male,1172,1988
1,Male,1095,1988
1,Male,1136,1988
1,Male,1196,1988
1,Male,1123,1988
1,Male,1092,1988
1,Male,1166,1988
1,Male,1169,1988
1,Male,1174,1988
1,Male,1168,1988
1,Male,1225,1988
1,Male,1176,1988
1,Male,1057,1988
1,Male,1161,1988
1,Male,1204,1988
1,Male,1216,1988
1,Male,1187,1988
1,Male,1052,1988
1,Male,1208,1988
1,Male,1286,1988
1,Male,1134,1988
1,Male,1014,1989
1,Male,1095,1989
1,Male,1171,1989
1,Male,1038,1989
1,Male,1182,1989
1,Male,1240,1989
1,Male,1250,1989
1,Male,1141,1989
1,Male,1056,1989
1,Male,1079,1989
1,Male,1037,1989
1,Male,1179,1989
1,Male,1162,1989
1,Male,1077,1989
1,Male,1172,1989
1,Male,1162,1989
1,Male,1171,1989
1,Male,1115,1989
1,Male,1340,1989
1,Male,1205,1989
1,Male,1199,1989
1,Male,1167,1989
1,Male,1154,1989
1,Male,1281,1989
1,Male,1198,1989
1,Male,1319,1989
1,Male,1209,1989
1,Male,1265,1989
1,Male,1102,1989
1,Male,1168,1989
1,Male,1225,1989
1,Male,1212,1989
1,Male,1161,1989
1,Male,1073,1989
1,Male,1034,1989
1,Male,1127,1989
1,Male,1183,1989
1,Male,1125,1989
1,Male,1155,1989
1,Male,1101,1989
1,Male,1208,1989
1,Male,1117,1989
1,Male,1117,1989
1,Male,1211,1989
1,Male,1102,1989
1,Male,1085,1989
1,Male,1071,1989
1,Male,1188,1989
1,Male,1022,1989
1,Male,1176,1989
1,Male,1161,1989
1,Male,1114,1989
1,Male,1181,1989
1,Male,1059,1989
1,Male,1185,1989
1,Male,1010,1989
1,Male,1034,1989
1,Male,1246,1989
1,Male,1295,1989
1,Male,1117,1989
1,Male,1110,1989
1,Male,1231,1989
1,Male,1134,1989
1,Male,1169,1989
1,Male,1217,1989
1,Male,1192,1989
1,Male,1191,1989
1,Male,1201,1989
1,Male,1305,1989
1,Male,1101,1989
1,Male,1227,1989
1,Male,1192,1989
1,Male,1203,1989
1,Male,1246,1989
1,Male,1224,1989
1,Male,1153,1989
1,Male,1249,1989
1,Male,1128,1989
1,Male,1223,1989
1,Male,1193,1989
1,Male,1101,1989
1,Male,1303,1989
1,Male,1192,1989
1,Male,1235,1989
1,Male,1109,1989
1,Male,1084,1989
1,Male,1099,1989
1,Male,1227,1989
1,Male,1104,1989
1,Male,1153,1989
1,Male,1168,1989
1,Male,1218,1989
1,Male,1191,1989
1,Male,1111,1989
1,Male,1128,1989
1,Male,1177,1989
1,Male,1156,1989
1,Male,1127,1989
1,Male,1202,1989
1,Male,1113,1989
1,Male,1059,1989
1,Male,1166,1989
1,Male,1157,1989
1,Male,1185,1989
1,Male,1098,1989
1,Male,1030,1990
1,Male,1161,1990
1,Male,1174,1990
1,Male,1029,1990
1,Male,1137,1990
1,Male,1009,1990
1,Male,1185,1990
1,Male,1188,1990
1,Male,1152,1990
1,Male,1108,1990
1,Male,1092,1990
1,Male,1140,1990
1,Male,1109,1990
1,Male,1165,1990
1,Male,1200,1990
1,Male,1280,1990
1,Male,1316,1990
1,Male,1129,1990
1,Male,1155,1990
1,Male,1225,1990
1,Male,1181,1990
1,Male,1122,1990
1,Male,1057,1990
1,Male,1166,1990
1,Male,1285,1990
1,Male,1177,1990
1,Male,1144,1990
1,Male,1048,1990
1,Male,1132,1990
1,Male,1058,1990
1,Male,1138,1990
1,Male,1072,1990
1,Male,1127,1990
1,Male,1089,1990
1,Male,1001,1990
1,Male,1203,1990
1,Male,1204,1990
1,Male,1136,1990
1,Male,1124,1990
1,Male,1116,1990
1,Male,1194,1990
1,Male,1079,1990
1,Male,1212,1990
1,Male,1198,1990
1,Male,1290,1990
1,Male,1123,1990
1,Male,1142,1990
1,Male,1056,1990
1,Male,1093,1990
1,Male,1131,1990
1,Male,1102,1990
1,Male,1069,1990
1,Male,1091,1990
1,Male,1176,1990
1,Male,1193,1990
1,Male,1195,1990
1,Male,1032,1990
1,Male,1178,1990
1,Male,1087,1990
1,Male,1085,1990
1,Male,1067,1990
1,Male,1205,1990
1,Male,1079,1990
1,Male,1205,1990
1,Male,1106,1990
1,Male,1066,1990
1,Male,1217,1990
1,Male,1114,1990
1,Male,1363,1990
1,Male,1118,1990
1,Male,1044,1990
1,Male,1085,1990
1,Male,1166,1990
1,Male,1253,1990
1,Male,1126,1990
1,Male,1206,1990
1,Male,1050,1990
1,Male,1061,1990
1,Male,1175,1990
1,Male,1112,1990
1,Male,1058,1990
1,Male,1245,1990
1,Male,1130,1990
1,Male,1113,1990
1,Male,1101,1990
1,Male,1182,1990
1,Male,1210,1991
1,Male,1159,1991
1,Male,1172,1991
1,Male,1086,1991
1,Male,1114,1991
1,Male,1240,1991
1,Male,1064,1991
1,Male,1049,1991
1,Male,1152,1991
1,Male,1115,1991
1,Male,1204,1991
1,Male,1082,1991
1,Male,1059,1991
1,Male,1033,1991
1,Male,1157,1991
1,Male,1043,1991
1,Male,1172,1991
1,Male,1153,1991
1,Male,1065,1991
1,Male,1096,1991
1,Male,1232,1991
1,Male,1098,1991
1,Male,1144,1991
1,Male,1079,1991
1,Male,1195,1991
1,Male,1209,1991
1,Male,1161,1991
1,Male,1178,1991
1,Male,1196,1991
1,Male,1074,1991
1,Male,1122,1991
1,Male,1233,1991
1,Male,1187,1991
1,Male,1052,1991
1,Male,1092,1991
1,Male,1060,1991
1,Male,1054,1991
1,Male,1147,1991
1,Male,1076,1991
1,Male,1255,1991
1,Male,1170,1991
1,Male,1058,1991
1,Male,1052,1991
1,Male,1166,1991
1,Male,1081,1991
1,Male,1107,1991
1,Male,1125,1991
1,Male,1064,1991
1,Male,1177,1991
1,Male,1256,1991
1,Male,1219,1991
1,Male,1168,1991
1,Male,1111,1991
1,Male,1094,1991
1,Male,1036,1991
1,Male,1015,1991
1,Male,1055,1991
1,Male,1308,1991
1,Male,1132,1991
1,Male,1063,1991
1,Male,1168,1991
1,Male,1192,1991
1,Male,1036,1991
1,Male,1089,1991
1,Male,1131,1991
1,Male,1098,1991
1,Male,1154,1991
1,Male,1173,1991
1,Male,1096,1991
1,Male,1126,1991
1,Male,1278,1991
1,Male,1158,1991
1,Male,1096,1991
1,Male,1108,1991
1,Male,1135,1991
1,Male,1048,1991
1,Male,1229,1991
1,Male,1264,1991
1,Male,1150,1991
1,Male,1139,1991
