ringnr;brood_id;birth_year;survival;mass11;tars11;mother;clutch_size;nest_site;chick_age11;clutch_no;mean_temp5;rr_19;mean_eggvol_cm;CV_eggvol_cm
8L19823;2007.27.A.32.A.1;2007;0;NA;NA;8939034;6;2007.27.A.32.A;9;1;8.16;0.5;2.895515;0.0248776482786204
8L19828;2007.27.B.216.A.1;2007;0;26.9;18;8L30599;5;2007.27.B.216.A;9;1;8.4;0.52;2.94505;0.0454138655720932
8L19829;2007.27.B.216.A.1;2007;0;27.3;17.6;8L30599;5;2007.27.B.216.A;9;1;8.4;0.52;2.94505;0.0454138655720932
8L19830;2007.27.B.313.A.1;2007;1;29.5;19;2007Mo12;5;2007.27.B.313.A;11;1;8.16;0.5;3.33402;0.0209744207949655
8L19831;2007.27.B.313.A.1;2007;0;29.1;18.6;2007Mo12;5;2007.27.B.313.A;11;1;8.16;0.5;3.33402;0.0209744207949655
8L19832;2007.27.B.313.A.1;2007;0;20.6;16.1;2007Mo12;5;2007.27.B.313.A;11;1;8.16;0.5;3.33402;0.0209744207949655
8L19833;2007.27.B.313.A.1;2007;0;25.6;18;2007Mo12;5;2007.27.B.313.A;11;1;8.16;0.5;3.33402;0.0209744207949655
8L19837;2007.27.B.214.A.2;2007;0;NA;NA;8L48304;5;2007.27.B.214.A;10;2;8.36;0.5;3.13617;0.0341875898380187
8L19838;2007.27.B.214.A.2;2007;0;25.4;18.5;8L48304;5;2007.27.B.214.A;10;2;8.36;0.5;3.13617;0.0341875898380187
8L19839;2007.27.B.214.A.2;2007;1;NA;NA;8L48304;5;2007.27.B.214.A;10;2;8.36;0.5;3.13617;0.0341875898380187
8L19840;2007.27.B.214.A.2;2007;0;NA;NA;8L48304;5;2007.27.B.214.A;10;2;8.36;0.5;3.13617;0.0341875898380187
8L19701;2007.27.A.390.A.2;2007;0;29.4;20;8981820;5;2007.27.A.390.A;8;2;8.36;0.5;2.475222;0.0387082293211327
8L19702;2007.27.A.390.A.2;2007;0;27;18.3;8981820;5;2007.27.A.390.A;8;2;8.36;0.5;2.475222;0.0387082293211327
8L19703;2007.27.A.390.A.2;2007;0;27.9;19.1;8981820;5;2007.27.A.390.A;8;2;8.36;0.5;2.475222;0.0387082293211327
8L19704;2007.27.A.390.A.2;2007;0;18.6;16.2;8981820;5;2007.27.A.390.A;8;2;8.36;0.5;2.475222;0.0387082293211327
8L19705;2007.27.A.32.A.1;2007;0;27.4;19.3;8939034;6;2007.27.A.32.A;9;1;8.16;0.5;2.895515;0.0248776482786204
8L19841;2007.27.B.221.A.1;2007;0;32.7;19.8;2007Mo02;5;2007.27.B.221.A;NA;1;11.98;0;3.03279;0.0438500423519772
8L19842;2007.27.B.221.A.1;2007;0;34.5;21;2007Mo02;5;2007.27.B.221.A;NA;1;11.98;0;3.03279;0.0438500423519772
8L19843;2007.27.B.221.A.1;2007;0;31.4;20.2;2007Mo02;5;2007.27.B.221.A;NA;1;11.98;0;3.03279;0.0438500423519772
8L19870;2007.27.B.29.A.1;2007;0;NA;NA;2007Mo01;5;2007.27.B.29.A;NA;1;12.165;0.34;2.95544;0.077913539065464
8L19871;2007.27.B.29.A.1;2007;0;26.6;18.4;2007Mo01;5;2007.27.B.29.A;NA;1;12.165;0.34;2.95544;0.077913539065464
8L19872;2007.27.B.29.A.1;2007;0;NA;NA;2007Mo01;5;2007.27.B.29.A;NA;1;12.165;0.34;2.95544;0.077913539065464
8L19876;2007.27.B.306.A.1;2007;0;31;20.2;8943735;6;2007.27.B.306.A;11;1;11.66;0.0399999999999997;2.84751333333333;0.0367353367576924
8L19877;2007.27.B.306.A.1;2007;1;30.1;20.5;8943735;6;2007.27.B.306.A;11;1;11.66;0.0399999999999997;2.84751333333333;0.0367353367576924
8L19878;2007.27.B.306.A.1;2007;0;31.2;20.3;8943735;6;2007.27.B.306.A;11;1;11.66;0.0399999999999997;2.84751333333333;0.0367353367576924
8L19879;2007.27.B.306.A.1;2007;0;30.5;19.9;8943735;6;2007.27.B.306.A;11;1;11.66;0.0399999999999997;2.84751333333333;0.0367353367576924
8L19882;2007.27.B.219.A.1;2007;0;27.9;21.6;8L48310;5;2007.27.B.219.A;12;1;13.35;0.0399999999999997;2.946455;0.0207821998427062
8L19883;2007.27.B.219.A.1;2007;0;NA;NA;8L48310;5;2007.27.B.219.A;12;1;13.35;0.0399999999999997;2.946455;0.0207821998427062
8L19884;2007.27.B.219.A.1;2007;0;26.3;20.6;8L48310;5;2007.27.B.219.A;12;1;13.35;0.0399999999999997;2.946455;0.0207821998427062
8L19897;2007.27.B.258.A.1;2007;0;28.5;20.8;8939897;5;2007.27.B.258.A;9;1;16.8;0;2.871338;0.0226057189445694
8L19898;2007.27.B.258.A.1;2007;1;29.2;21.1;8939897;5;2007.27.B.258.A;9;1;16.8;0;2.871338;0.0226057189445694
8816404;2007.27.B.394.A.2;2007;0;26;20.1;8887286;6;2007.27.B.394.A;11;2;17.5;0;2.8295925;0.0524482597812289
8816405;2007.27.B.394.A.2;2007;0;29.6;20.7;8887286;6;2007.27.B.394.A;11;2;17.5;0;2.8295925;0.0524482597812289
8816406;2007.27.B.394.A.2;2007;0;20.5;19.4;8887286;6;2007.27.B.394.A;11;2;17.5;0;2.8295925;0.0524482597812289
8816407;2007.27.B.394.A.2;2007;1;26.4;20.6;8887286;6;2007.27.B.394.A;11;2;17.5;0;2.8295925;0.0524482597812289
8816410;2007.27.B.26.A.1;2007;0;27.4;19.9;8981026;5;2007.27.B.26.A;10;1;17.185;0;2.892198;0.042687331127661
8816411;2007.27.B.26.A.1;2007;0;29.1;20.3;8981026;5;2007.27.B.26.A;10;1;17.185;0;2.892198;0.042687331127661
8816412;2007.27.B.26.A.1;2007;0;25.6;20.7;8981026;5;2007.27.B.26.A;10;1;17.185;0;2.892198;0.042687331127661
8816413;2007.27.B.26.A.1;2007;0;27.5;20.8;8981026;5;2007.27.B.26.A;10;1;17.185;0;2.892198;0.042687331127661
8816414;2007.27.B.26.A.1;2007;0;15.1;18.1;8981026;5;2007.27.B.26.A;10;1;17.185;0;2.892198;0.042687331127661
8816430;2007.27.B.115.A.1;2007;0;19;18;2007Mo10;6;2007.27.B.115.A;11;1;16.175;0.0999999999999997;2.65291666666667;0.0460681028428429
8816431;2007.27.B.115.A.1;2007;0;26.5;19.2;2007Mo10;6;2007.27.B.115.A;11;1;16.175;0.0999999999999997;2.65291666666667;0.0460681028428429
8816432;2007.27.B.115.A.1;2007;0;30.8;19.8;2007Mo10;6;2007.27.B.115.A;11;1;16.175;0.0999999999999997;2.65291666666667;0.0460681028428429
8816433;2007.27.B.115.A.1;2007;0;24.5;19.5;2007Mo10;6;2007.27.B.115.A;11;1;16.175;0.0999999999999997;2.65291666666667;0.0460681028428429
8816434;2007.27.B.115.A.1;2007;0;29.5;19.9;2007Mo10;6;2007.27.B.115.A;11;1;16.175;0.0999999999999997;2.65291666666667;0.0460681028428429
8816438;2007.27.B.209.A.2;2007;0;29.2;19.7;8L30847;5;2007.27.B.209.A;12;2;15.415;3.1;3.027495;0.0477835806187713
8816439;2007.27.B.209.A.2;2007;0;30.2;20.2;8L30847;5;2007.27.B.209.A;12;2;15.415;3.1;3.027495;0.0477835806187713
8816440;2007.27.B.209.A.2;2007;0;29.2;20;8L30847;5;2007.27.B.209.A;12;2;15.415;3.1;3.027495;0.0477835806187713
8816461;2007.27.B.104.A.2;2007;0;30.2;19.7;8866789;6;2007.27.B.104.A;10;2;14.565;3.04;2.7280825;0.126428395662621
8816473;2007.27.B.124.A.2;2007;0;28.8;19.9;8939086;6;2007.27.B.124.A;12;2;13.075;0.0399999999999997;2.62301333333333;0.047122187635971
8816474;2007.27.B.124.A.2;2007;0;NA;NA;8939086;6;2007.27.B.124.A;12;2;13.075;0.0399999999999997;2.62301333333333;0.047122187635971
8816475;2007.27.B.124.A.2;2007;0;28.4;19.7;8939086;6;2007.27.B.124.A;12;2;13.075;0.0399999999999997;2.62301333333333;0.047122187635971
8816476;2007.27.B.124.A.2;2007;0;29.2;20.3;8939086;6;2007.27.B.124.A;12;2;13.075;0.0399999999999997;2.62301333333333;0.047122187635971
8816477;2007.27.B.124.A.2;2007;0;29.4;20.3;8939086;6;2007.27.B.124.A;12;2;13.075;0.0399999999999997;2.62301333333333;0.047122187635971
8668472;2007.27.B.203.A.2;2007;0;22.1;17.8;2007Mo08;4;2007.27.B.203.A;11;2;11.235;0.76;2.9443375;0.0873495374584636
8668473;2007.27.B.203.A.2;2007;0;24.1;17.6;2007Mo08;4;2007.27.B.203.A;11;2;11.235;0.76;2.9443375;0.0873495374584636
8668474;2007.27.B.203.A.2;2007;0;22;18.1;2007Mo08;4;2007.27.B.203.A;11;2;11.235;0.76;2.9443375;0.0873495374584636
8118446;2007.27.B.210.A.2;2007;0;27.4;18;8L48452;5;2007.27.B.210.A;10;2;11.8;0;2.967336;0.0222340958343912
8118447;2007.27.B.210.A.2;2007;0;27.2;18.4;8L48452;5;2007.27.B.210.A;10;2;11.8;0;2.967336;0.0222340958343912
8668492;2007.27.B.222.A.2;2007;0;29.9;20.8;8L52202;5;2007.27.B.222.A;10;2;11.8;0;2.739288;0.0444553783142068
8668493;2007.27.B.222.A.2;2007;0;29.5;19.4;8L52202;5;2007.27.B.222.A;10;2;11.8;0;2.739288;0.0444553783142068
8668494;2007.27.B.222.A.2;2007;0;25.8;18.9;8L52202;5;2007.27.B.222.A;10;2;11.8;0;2.739288;0.0444553783142068
8668495;2007.27.B.222.A.2;2007;0;NA;NA;8L52202;5;2007.27.B.222.A;10;2;11.8;0;2.739288;0.0444553783142068
8668496;2007.27.B.401.A.2;2007;0;27;18.1;8L48438;5;2007.27.B.401.A;10;2;11.8;0;3.00457;0.031200331599375
8668497;2007.27.B.401.A.2;2007;0;20;18.1;8L48438;5;2007.27.B.401.A;10;2;11.8;0;3.00457;0.031200331599375
8668498;2007.27.B.401.A.2;2007;0;26.4;18.8;8L48438;5;2007.27.B.401.A;10;2;11.8;0;3.00457;0.031200331599375
8668499;2007.27.B.401.A.2;2007;0;25.7;18.4;8L48438;5;2007.27.B.401.A;10;2;11.8;0;3.00457;0.031200331599375
8L26545;2008.27.B.394.A.1;2008;0;26.3;19.3;8934374;6;2008.27.B.394.A;10;1;8.03;0.399999999999999;2.94570833333333;0.0372477379857605
8L26546;2008.27.B.394.A.1;2008;0;23.7;18.8;8934374;6;2008.27.B.394.A;10;1;8.03;0.399999999999999;2.94570833333333;0.0372477379857605
8L26547;2008.27.B.394.A.1;2008;0;NA;NA;8934374;6;2008.27.B.394.A;10;1;8.03;0.399999999999999;2.94570833333333;0.0372477379857605
8L26548;2008.27.B.394.A.1;2008;0;28.7;19.6;8934374;6;2008.27.B.394.A;10;1;8.03;0.399999999999999;2.94570833333333;0.0372477379857605
8L26549;2008.27.B.223.A.1;2008;0;NA;NA;8L48315;5;2008.27.B.223.A;12;1;8.115;0;2.936304;0.0243048417571284
8L26550;2008.27.B.223.A.1;2008;0;24.2;17.8;8L48315;5;2008.27.B.223.A;12;1;8.115;0;2.936304;0.0243048417571284
8L26551;2008.27.B.223.A.1;2008;0;21.5;17.2;8L48315;5;2008.27.B.223.A;12;1;8.115;0;2.936304;0.0243048417571284
8L26552;2008.27.B.223.A.1;2008;0;21.7;16.8;8L48315;5;2008.27.B.223.A;12;1;8.115;0;2.936304;0.0243048417571284
8L26553;2008.27.B.111.A.1;2008;0;21.5;16.5;8981024;5;2008.27.B.111.A;13;1;7.23;0;2.858924;0.0289258007822115
8L26554;2008.27.B.111.A.1;2008;0;20.9;16.7;8981024;5;2008.27.B.111.A;13;1;7.23;0;2.858924;0.0289258007822115
8L26555;2008.27.B.111.A.1;2008;0;21.3;15.8;8981024;5;2008.27.B.111.A;13;1;7.23;0;2.858924;0.0289258007822115
8L26556;2008.27.B.111.A.1;2008;0;26;17.3;8981024;5;2008.27.B.111.A;13;1;7.23;0;2.858924;0.0289258007822115
8L26598;2008.27.B.218.A.1;2008;0;25.5;19.5;8L19898;4;2008.27.B.218.A;10;1;8.775;0.119999999999999;3.027675;0.0408118033645338
8L26599;2008.27.B.218.A.1;2008;0;23.4;17.9;8L19898;4;2008.27.B.218.A;10;1;8.775;0.119999999999999;3.027675;0.0408118033645338
8L64908;2008.27.B.218.A.1;2008;0;21.4;18.5;8L19898;4;2008.27.B.218.A;10;1;8.775;0.119999999999999;3.027675;0.0408118033645338
8L64906;2008.27.B.3.B.1;2008;0;26.7;19;2008Mo03;5;2008.27.B.3.B;10;1;11.51;0.0999999999999994;3.168892;0.118934689448062
8L64907;2008.27.B.3.B.1;2008;0;19.3;17.3;2008Mo03;5;2008.27.B.3.B;10;1;11.51;0.0999999999999994;3.168892;0.118934689448062
8L64909;2008.27.A.830.A.1;2008;0;NA;NA;8309171;4;2008.27.A.830.A;9;1;10.42;0.119999999999999;3.02675;0.0284630723305987
8L64910;2008.27.A.830.A.1;2008;0;26;19.3;8309171;4;2008.27.A.830.A;9;1;10.42;0.119999999999999;3.02675;0.0284630723305987
8L64911;2008.27.A.63.A.1;2008;0;NA;NA;8816486;4;2008.27.A.63.A;NA;1;11.295;0;3.0146225;0.0176893193852796
8L64912;2008.27.A.63.A.1;2008;0;NA;NA;8816486;4;2008.27.A.63.A;NA;1;11.295;0;3.0146225;0.0176893193852796
8L64913;2008.27.A.63.A.1;2008;0;NA;NA;8816486;4;2008.27.A.63.A;NA;1;11.295;0;3.0146225;0.0176893193852796
8L64914;2008.27.A.63.A.1;2008;0;NA;NA;8816486;4;2008.27.A.63.A;NA;1;11.295;0;3.0146225;0.0176893193852796
8L64212;2008.27.B.221.A.1;2008;1;30.2;19.7;8309285;5;2008.27.B.221.A;10;1;8.815;0.539999999999999;3.14495;0.0208580104933047
8L64213;2008.27.B.221.A.1;2008;0;27;18.2;8309285;5;2008.27.B.221.A;10;1;8.815;0.539999999999999;3.14495;0.0208580104933047
8L64214;2008.27.B.221.A.1;2008;0;18;16.1;8309285;5;2008.27.B.221.A;10;1;8.815;0.539999999999999;3.14495;0.0208580104933047
8L64969;2008.27.A.75.A.2;2008;0;NA;NA;8L48448;5;2008.27.A.75.A;12;2;10.69;0.119999999999999;3.347146;0.0294316291647561
8L64970;2008.27.A.75.A.2;2008;1;27.7;19.8;8L48448;5;2008.27.A.75.A;12;2;10.69;0.119999999999999;3.347146;0.0294316291647561
8L64971;2008.27.A.75.A.2;2008;1;29.5;20;8L48448;5;2008.27.A.75.A;12;2;10.69;0.119999999999999;3.347146;0.0294316291647561
8L64972;2008.27.A.75.A.2;2008;0;27.1;19.2;8L48448;5;2008.27.A.75.A;12;2;10.69;0.119999999999999;3.347146;0.0294316291647561
X000075;2008.27.A.75.A.2;2008;0;NA;NA;8L48448;5;2008.27.A.75.A;12;2;10.69;0.119999999999999;3.347146;0.0294316291647561
8L64999;2008.27.B.29.A.2;2008;0;28.4;19.6;8309263;6;2008.27.B.29.A;9;2;10.38;0.699999999999999;3.018234;0.0151681868512841
8L65000;2008.27.B.29.A.2;2008;0;23.5;18.9;8309263;6;2008.27.B.29.A;9;2;10.38;0.699999999999999;3.018234;0.0151681868512841
8L89201;2008.27.B.29.A.2;2008;0;27.4;19.3;8309263;6;2008.27.B.29.A;9;2;10.38;0.699999999999999;3.018234;0.0151681868512841
8L89202;2008.27.B.29.A.2;2008;1;26.4;18;8309263;6;2008.27.B.29.A;9;2;10.38;0.699999999999999;3.018234;0.0151681868512841
8L89203;2008.27.B.29.A.2;2008;0;17.8;15.4;8309263;6;2008.27.B.29.A;9;2;10.38;0.699999999999999;3.018234;0.0151681868512841
8L89204;2008.27.B.833.A.1;2008;0;23;17.2;2008Mo04;5;2008.27.B.833.A;9;1;10.38;0.699999999999999;2.865156;0.0107344542856702
8L89205;2008.27.B.833.A.1;2008;0;24.9;18.6;2008Mo04;5;2008.27.B.833.A;9;1;10.38;0.699999999999999;2.865156;0.0107344542856702
8L89206;2008.27.B.833.A.1;2008;0;22;17.7;2008Mo04;5;2008.27.B.833.A;9;1;10.38;0.699999999999999;2.865156;0.0107344542856702
8L89207;2008.27.B.833.A.1;2008;0;22.6;19;2008Mo04;5;2008.27.B.833.A;9;1;10.38;0.699999999999999;2.865156;0.0107344542856702
8L89208;2008.27.B.219.A.2;2008;0;NA;NA;8L52305;6;2008.27.B.219.A;10;2;10.565;0.599999999999999;3.08666;0.0186313753629371
8L89209;2008.27.B.219.A.2;2008;1;31.1;17.1;8L52305;6;2008.27.B.219.A;10;2;10.565;0.599999999999999;3.08666;0.0186313753629371
8L89210;2008.27.B.219.A.2;2008;1;31.7;19.8;8L52305;6;2008.27.B.219.A;10;2;10.565;0.599999999999999;3.08666;0.0186313753629371
8L89211;2008.27.B.219.A.2;2008;1;35;19.3;8L52305;6;2008.27.B.219.A;10;2;10.565;0.599999999999999;3.08666;0.0186313753629371
8L89212;2008.27.B.219.A.2;2008;0;29.4;17.4;8L52305;6;2008.27.B.219.A;10;2;10.565;0.599999999999999;3.08666;0.0186313753629371
8L89292;2008.27.B.50.G.1;2008;0;23.7;18.3;8L64901;5;2008.27.B.50.G;9;1;11.945;0.379999999999999;2.372188;0.0400064614596746
8L89293;2008.27.B.50.G.1;2008;0;25.6;18.5;8L64901;5;2008.27.B.50.G;9;1;11.945;0.379999999999999;2.372188;0.0400064614596746
8L89294;2008.27.B.50.G.1;2008;0;19;17.5;8L64901;5;2008.27.B.50.G;9;1;11.945;0.379999999999999;2.372188;0.0400064614596746
8L89401;2008.27.A.40.A.3;2008;0;26.7;17.8;8887451;5;2008.27.A.40.A;10;3;11.415;0;2.653584;0.0621718257762441
8L89402;2008.27.A.40.A.3;2008;0;25.2;17.6;8887451;5;2008.27.A.40.A;10;3;11.415;0;2.653584;0.0621718257762441
8L89403;2008.27.A.40.A.3;2008;0;NA;NA;8887451;5;2008.27.A.40.A;10;3;11.415;0;2.653584;0.0621718257762441
8L89809;2009.27.B.2.B.1;2009;0;22.8;18.3;8L64933;4;2009.27.B.2.B;11;1;9.94;0;3.294885;0.0175893551048979
8L89810;2009.27.B.2.B.1;2009;0;23;19.1;8L64933;4;2009.27.B.2.B;11;1;9.94;0;3.294885;0.0175893551048979
8L89811;2009.27.B.1.B.1;2009;0;22.4;19;8L89265;6;2009.27.B.1.B;10;1;9.63;0;2.532185;0.074326540893244
8L89823;2009.27.A.25.A.1;2009;0;NA;NA;8L48448;6;2009.27.A.25.A;11;1;8.915;0;2.94830666666667;0.0633686800296425
8L89824;2009.27.A.25.A.1;2009;0;NA;NA;8L48448;6;2009.27.A.25.A;11;1;8.915;0;2.94830666666667;0.0633686800296425
8L89825;2009.27.A.25.A.1;2009;0;NA;NA;8L48448;6;2009.27.A.25.A;11;1;8.915;0;2.94830666666667;0.0633686800296425
8L89826;2009.27.A.25.A.1;2009;0;NA;NA;8L48448;6;2009.27.A.25.A;11;1;8.915;0;2.94830666666667;0.0633686800296425
8L89836;2009.27.A.17.A.1;2009;1;30.4;19.9;8L49974;6;2009.27.A.17.A;11;1;8.515;0.939999999999999;2.58505166666667;0.0402985893609014
8L89837;2009.27.A.17.A.1;2009;0;28;18.1;8L49974;6;2009.27.A.17.A;11;1;8.515;0.939999999999999;2.58505166666667;0.0402985893609014
8L89840;2009.27.B.33.A.1;2009;0;23.3;18.2;8L89521;6;2009.27.B.33.A;11;1;8.515;0.939999999999999;2.87451833333333;0.0406939127199098
8L89841;2009.27.B.33.A.1;2009;0;25.1;19.5;8L89521;6;2009.27.B.33.A;11;1;8.515;0.939999999999999;2.87451833333333;0.0406939127199098
8L89842;2009.27.B.33.A.1;2009;0;26.1;18.9;8L89521;6;2009.27.B.33.A;11;1;8.515;0.939999999999999;2.87451833333333;0.0406939127199098
8L89850;2009.27.B.155.A.1;2009;0;27.6;18.8;8L89370;5;2009.27.B.155.A;10;1;8.545;2.02;2.829484;0.0337379427289436
8L89851;2009.27.B.155.A.1;2009;0;20.5;17.4;8L89370;5;2009.27.B.155.A;10;1;8.545;2.02;2.829484;0.0337379427289436
8L89852;2009.27.B.147.A.1;2009;0;25.9;18.8;8L89503;4;2009.27.B.147.A;10;1;8.545;2.02;3.0561275;0.0162761544777375
8L89853;2009.27.B.147.A.1;2009;0;19.6;17.2;8L89503;4;2009.27.B.147.A;10;1;8.545;2.02;3.0561275;0.0162761544777375
8L89854;2009.27.B.147.A.1;2009;0;NA;NA;8L89503;4;2009.27.B.147.A;10;1;8.545;2.02;3.0561275;0.0162761544777375
8L89855;2009.27.B.147.A.1;2009;0;17.3;17.1;8L89503;4;2009.27.B.147.A;10;1;8.545;2.02;3.0561275;0.0162761544777375
8L89887;2009.27.B.113.A.1;2009;0;28;19.3;8816918;4;2009.27.B.113.A;9;1;8.895;1.88;2.8992275;0.013432398220223
8L89888;2009.27.B.113.A.1;2009;0;28.5;19.1;8816918;4;2009.27.B.113.A;9;1;8.895;1.88;2.8992275;0.013432398220223
8L89889;2009.27.B.113.A.1;2009;0;NA;NA;8816918;4;2009.27.B.113.A;9;1;8.895;1.88;2.8992275;0.013432398220223
X000096;2009.27.B.113.A.1;2009;0;NA;NA;8816918;4;2009.27.B.113.A;9;1;8.895;1.88;2.8992275;0.013432398220223
8L19996;2009.27.B.35.A.1;2009;0;18.6;16.2;8309285;5;2009.27.B.35.A;12;1;10.05;0;3.066792;0.0300524657195377
8L89797;2009.27.B.35.A.1;2009;1;29.8;18.9;8309285;5;2009.27.B.35.A;12;1;10.05;0;3.066792;0.0300524657195377
8L89798;2009.27.B.35.A.1;2009;0;31.8;19;8309285;5;2009.27.B.35.A;12;1;10.05;0;3.066792;0.0300524657195377
8L89799;2009.27.B.35.A.1;2009;0;32.6;20;8309285;5;2009.27.B.35.A;12;1;10.05;0;3.066792;0.0300524657195377
8L89800;2009.27.B.35.A.1;2009;0;30.9;19.9;8309285;5;2009.27.B.35.A;12;1;10.05;0;3.066792;0.0300524657195377
8M31359;2009.27.B.84.A.1;2009;0;NA;NA;8L89368;6;2009.27.B.84.A;10;1;11.205;0;2.79049833333333;0.0442100311674744
8M31360;2009.27.B.84.A.1;2009;1;26.6;19.4;8L89368;6;2009.27.B.84.A;10;1;11.205;0;2.79049833333333;0.0442100311674744
8M31361;2009.27.B.84.A.1;2009;0;NA;NA;8L89368;6;2009.27.B.84.A;10;1;11.205;0;2.79049833333333;0.0442100311674744
8M31362;2009.27.B.84.A.1;2009;0;21;18.6;8L89368;6;2009.27.B.84.A;10;1;11.205;0;2.79049833333333;0.0442100311674744
8M31363;2009.27.B.84.A.1;2009;1;28.7;19.5;8L89368;6;2009.27.B.84.A;10;1;11.205;0;2.79049833333333;0.0442100311674744
8M31374;2009.27.B.67.A.1;2009;1;28.5;19.3;8L89434;7;2009.27.B.67.A;9;1;11.78;0;3.15000714285714;0.0700443202584067
8M31375;2009.27.B.67.A.1;2009;0;16.4;16.1;8L89434;7;2009.27.B.67.A;9;1;11.78;0;3.15000714285714;0.0700443202584067
8M31376;2009.27.B.67.A.1;2009;0;27.8;19.3;8L89434;7;2009.27.B.67.A;9;1;11.78;0;3.15000714285714;0.0700443202584067
8M31377;2009.27.B.67.A.1;2009;0;29.3;18.4;8L89434;7;2009.27.B.67.A;9;1;11.78;0;3.15000714285714;0.0700443202584067
8M31378;2009.27.B.67.A.1;2009;1;27.9;20.1;8L89434;7;2009.27.B.67.A;9;1;11.78;0;3.15000714285714;0.0700443202584067
X000100;2009.27.B.67.A.1;2009;0;NA;NA;8L89434;7;2009.27.B.67.A;9;1;11.78;0;3.15000714285714;0.0700443202584067
8M31439;2009.27.B.41.A.2;2009;0;26;19;8L64970;5;2009.27.B.41.A;9;2;12.835;0;3.064832;0.0692137986723364
8M31440;2009.27.B.41.A.2;2009;0;24.9;19;8L64970;5;2009.27.B.41.A;9;2;12.835;0;3.064832;0.0692137986723364
8M31441;2009.27.B.41.A.2;2009;0;20.3;18.2;8L64970;5;2009.27.B.41.A;9;2;12.835;0;3.064832;0.0692137986723364
8M31442;2009.27.B.41.A.2;2009;0;22.5;18.5;8L64970;5;2009.27.B.41.A;9;2;12.835;0;3.064832;0.0692137986723364
8M31443;2009.27.B.41.A.2;2009;0;20;17.3;8L64970;5;2009.27.B.41.A;9;2;12.835;0;3.064832;0.0692137986723364
8M31444;2009.27.B.99.A.1;2009;1;24.6;19.2;8L89537;6;2009.27.B.99.A;11;1;12.835;0;2.542335;0.0628810055172438
8M31445;2009.27.B.99.A.1;2009;1;20.7;17.8;8L89537;6;2009.27.B.99.A;11;1;12.835;0;2.542335;0.0628810055172438
8M31446;2009.27.B.99.A.1;2009;0;24.2;18;8L89537;6;2009.27.B.99.A;11;1;12.835;0;2.542335;0.0628810055172438
8M31447;2009.27.B.99.A.1;2009;1;15.5;16.1;8L89537;6;2009.27.B.99.A;11;1;12.835;0;2.542335;0.0628810055172438
8M31448;2009.27.B.99.A.1;2009;0;25;19.5;8L89537;6;2009.27.B.99.A;11;1;12.835;0;2.542335;0.0628810055172438
X000104;2009.27.B.99.A.1;2009;0;NA;NA;8L89537;6;2009.27.B.99.A;11;1;12.835;0;2.542335;0.0628810055172438
8M31460;2009.27.B.75.A.1;2009;0;23.9;19.7;8L89521;7;2009.27.B.75.A;10;1;12.42;0;2.82264142857143;0.0592627196530446
8M31461;2009.27.B.75.A.1;2009;0;25;19;8L89521;7;2009.27.B.75.A;10;1;12.42;0;2.82264142857143;0.0592627196530446
8M31462;2009.27.B.75.A.1;2009;0;25.1;20.4;8L89521;7;2009.27.B.75.A;10;1;12.42;0;2.82264142857143;0.0592627196530446
8M31463;2009.27.B.75.A.1;2009;1;24.1;20.2;8L89521;7;2009.27.B.75.A;10;1;12.42;0;2.82264142857143;0.0592627196530446
8M31464;2009.27.B.75.A.1;2009;0;15.8;18;8L89521;7;2009.27.B.75.A;10;1;12.42;0;2.82264142857143;0.0592627196530446
8M31465;2009.27.B.75.A.1;2009;0;21.5;19.5;8L89521;7;2009.27.B.75.A;10;1;12.42;0;2.82264142857143;0.0592627196530446
8M31466;2009.27.B.75.A.1;2009;0;25.6;20.2;8L89521;7;2009.27.B.75.A;10;1;12.42;0;2.82264142857143;0.0592627196530446
8M31467;2009.27.B.163.A.2;2009;0;26.8;19.2;8L48315;5;2009.27.B.163.A;10;2;12.42;0;2.652366;0.0474551128116142
8M31468;2009.27.B.163.A.2;2009;1;28.1;19.9;8L48315;5;2009.27.B.163.A;10;2;12.42;0;2.652366;0.0474551128116142
8M31469;2009.27.B.163.A.2;2009;0;27.4;19.4;8L48315;5;2009.27.B.163.A;10;2;12.42;0;2.652366;0.0474551128116142
8M31470;2009.27.B.163.A.2;2009;0;28.4;19;8L48315;5;2009.27.B.163.A;10;2;12.42;0;2.652366;0.0474551128116142
8M31471;2009.27.B.163.A.2;2009;0;NA;NA;8L48315;5;2009.27.B.163.A;10;2;12.42;0;2.652366;0.0474551128116142
8M31476;2009.27.B.20.A.1;2009;1;25.4;18.1;8L89384;6;2009.27.B.20.A;8;1;12.795;0;2.240145;0.0686574892038698
8M31477;2009.27.B.20.A.1;2009;0;23.9;18.1;8L89384;6;2009.27.B.20.A;8;1;12.795;0;2.240145;0.0686574892038698
8M31513;2009.27.B.68.A.1;2009;0;29.9;20.5;8L64212;4;2009.27.B.68.A;11;1;14.505;0;2.92015;0.0285173633666222
8M31514;2009.27.B.68.A.1;2009;0;30.8;19.9;8L64212;4;2009.27.B.68.A;11;1;14.505;0;2.92015;0.0285173633666222
8M31515;2009.27.B.68.A.1;2009;0;31.8;20.1;8L64212;4;2009.27.B.68.A;11;1;14.505;0;2.92015;0.0285173633666222
8L89652;2009.27.B.140.A.2;2009;1;24.4;18.5;8309128;5;2009.27.B.140.A;11;2;13.02;1.56;2.595444;0.0386387847662485
