YEAR,BOXR,BOXOR,FID,GS,PAIR ID,RING,EXP,EPP,SEX,MASS11,MASS12,MASS14,RTARS14,PHA
2011,RE47C,BS23B,1ER03605,-0.146955253,111014,1ER03403,control nest,0,F,9.6,9.9,10.2,15.5,6.5666667
2011,BS23B,BS23B,1ER03605,-0.146955253,111014,1ER03421,experimental nests,0,F,8.9,9.6,9.8,16.2,6.9333333
2011,BS23B,BS23B,1ER03605,-0.146955253,111014,1ER03419,experimental nests,0,M,9.6,9.9,10.4,16.7,NA
2011,BS23B,BS23B,1ER03605,-0.146955253,111014,1ER03420,experimental nests,1,M,8.8,9.5,9.9,16.7,4.1333333
2011,RE47C,BS23B,1ER03605,-0.146955253,111014,1ER03405,control nest,1,F,10.3,10.7,10.9,16.2,4.6
2011,RE47C,BS23B,1ER03605,-0.146955253,111014,1ER03402,control nest,1,F,9.6,10.1,10.4,16.4,5.0333333
2011,RE47C,BS23B,1ER03605,-0.146955253,111014,1ER03408,control nest,1,F,9.9,10.1,10.2,16,5.6333333
2011,RE47C,BS23B,1ER03605,-0.146955253,111014,1ER03401,control nest,1,F,9.8,11.2,10.9,16.4,7.1666667
2009,BS28B,BS28B,1ER03604,NA,90011,1EP48832,experimental nests,0,F,7.7,8,8.4,15.5,3.0333333
2009,BS28B,BS28B,1ER03604,NA,90011,1EP48827,experimental nests,0,M,8.7,9,9.7,15.6,3.1333333
2009,BS28B,BS28B,1ER03604,NA,90011,1EP48837,experimental nests,0,M,3.2,9.1,10.1,15.8,3.3
2009,TU88B,BS28B,1ER03604,NA,90011,1EP48849,control nest,0,M,9.3,9.9,10.1,14.8,3.4666667
2009,BS28B,BS28B,1ER03604,NA,90011,1EP48831,experimental nests,0,F,7.7,9,7.3,14.5,3.5333333
2009,TU88B,BS28B,1ER03604,NA,90011,1EP48844,control nest,0,F,10.2,10.5,10.4,15.6,4.2
2009,TU88B,BS28B,1ER03604,NA,90011,1EP48850,control nest,0,F,10.3,10.4,10.6,15.9,4.6333333
2009,TU88B,BS28B,1ER03604,NA,90011,1EP48842,control nest,0,F,8.8,9.8,10.6,15.9,4.6666667
2009,BS28B,BS28B,1ER03604,NA,90011,1EP48836,experimental nests,0,F,7.4,8.6,8.9,15.6,6.0666667
2009,TU88B,BS28B,1ER03604,NA,90011,1EP48851,control nest,0,M,10.6,11.5,11.7,16,8.2333333
2009,TU88B,BS28B,1ER03604,NA,90011,1EP48847,control nest,0,M,11.2,NA,NA,NA,NA
2009,BS28B,BS28B,1ER03604,NA,90011,09NO0048,experimental nests,0,F,NA,NA,NA,NA,NA
2009,BS28B,BS28B,1ER03604,NA,90011,1EP48839,experimental nests,0,M,4.8,NA,NA,NA,NA
2009,TU88B,BS28B,1ER03604,NA,90011,1EP48846,control nest,NA,F,9.3,8.9,9.9,15.3,4.0333333
2011,FP12,BS28B,1ER03604,NA,111013,1ER02522,control nest,0,F,9.6,9.7,10.3,14.9,3.2666667
2011,BS28B,BS28B,1ER03604,NA,111013,1ER02503,experimental nests,0,F,10.5,11,11.5,16.6,4.6
2011,FP12,BS28B,1ER03604,NA,111013,1ER02521,control nest,0,M,10.5,10.8,11.4,16.9,5.0333333
2011,BS28B,BS28B,1ER03604,NA,111013,1ER02511,experimental nests,0,F,10.9,11.2,11.7,16.6,5.2666667
2011,BS28B,BS28B,1ER03604,NA,111013,1ER02514,experimental nests,0,F,10.2,10.5,10.7,16.4,5.4666667
2011,FP12,BS28B,1ER03604,NA,111013,1ER02518,control nest,0,M,10,10.4,11.4,17.2,5.6
2011,FP12,BS28B,1ER03604,NA,111013,1ER02517,control nest,0,F,9.2,9.8,10.6,15.6,5.8666667
2011,BS28B,BS28B,1ER03604,NA,111013,1ER02515,experimental nests,0,M,11.2,11.5,12.6,16.3,5.8666667
2011,BS28B,BS28B,1ER03604,NA,111013,1ER02512,experimental nests,0,F,9.7,10.7,11.2,16.4,6.4333333
2011,FP12,BS28B,1ER03604,NA,111013,1ER02519,control nest,0,M,9.8,10.8,11.6,16.9,6.6333333
2011,BS28B,BS28B,1ER03604,NA,111013,1ER02516,experimental nests,0,F,10.6,11.9,12.6,17.3,8.2
2011,FP12,BS28B,1ER03604,NA,111013,1ER02520,control nest,0,M,10.9,11.2,12.2,17.1,8.4333333
2010,BS46,BS46,1ER03201,-0.112510256,100008,1EP48687,experimental nests,NA,NA,7.2,8.2,9.3,14.8,4.3333333
2010,OJ190B,BS46,1ER03201,-0.112510256,100008,1EP48682,control nest,NA,NA,9.3,11.2,11.4,16.3,5.7333333
2010,OJ190B,BS46,1ER03201,-0.112510256,100008,1EP48680,control nest,NA,NA,9.2,9.1,11.1,16.8,6.3666667
2010,OJ190B,BS46,1ER03201,-0.112510256,100008,1EP48681,control nest,NA,NA,10.5,11.2,11.6,16.7,7.6333333
2010,OJ190B,BS46,1ER03201,-0.112510256,100008,1EP48677,control nest,NA,NA,9.3,10.4,11.1,16,8.3
2010,BS46,BS46,1ER03201,-0.112510256,100008,NONE0123,experimental nests,NA,NA,NA,NA,NA,NA,NA
2010,BS46,BS46,1ER03201,-0.112510256,100008,1EP48690,experimental nests,NA,NA,8.9,NA,NA,NA,NA
2010,BS46,BS46,1ER03201,-0.112510256,100008,NONE0121,experimental nests,NA,NA,NA,NA,NA,NA,NA
2010,BS46,BS46,1ER03201,-0.112510256,100008,NONE0122,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,BO6-,BS54B,1ER03611,0.013345119,110015,1ER02091,control nest,0,F,10.2,11.1,10.7,15.7,3.6666667
2011,BO6-,BS54B,1ER03611,0.013345119,110015,1ER02087,control nest,0,M,10.4,11.6,11.9,16.9,4.1333333
2011,BO6-,BS54B,1ER03611,0.013345119,110015,1ER02085,control nest,0,F,10,10.8,11,16.2,4.9666667
2011,BS54B,BS54B,1ER03611,0.013345119,110015,1ER02,experimental nests,0,F,10.3,11.2,12,16.9,5.0333333
2011,BS54B,BS54B,1ER03611,0.013345119,110015,1ER02097,experimental nests,0,M,10.2,10.8,11.2,16.8,5.0333333
2011,BO6-,BS54B,1ER03611,0.013345119,110015,1ER02090,control nest,0,F,8.8,9.9,10.5,15.5,5.6333333
2011,BS54B,BS54B,1ER03611,0.013345119,110015,1ER02093,experimental nests,0,F,10,10.9,11.4,16.3,5.9333333
2011,BS54B,BS54B,1ER03611,0.013345119,110015,1ER02096,experimental nests,0,M,10.1,10.9,11.1,16.5,6.0666667
2011,BO6-,BS54B,1ER03611,0.013345119,110015,1ER02083,control nest,0,M,11.1,12.3,12.5,16.5,6.1666667
2011,BS54B,BS54B,1ER03611,0.013345119,110015,1ER02095,experimental nests,0,M,10,11,11.9,16.9,6.5
2011,BO6-,BS54B,1ER03611,0.013345119,110015,1ER02086,control nest,0,F,10.1,11.2,11.3,16.1,7.5333333
2011,BS54B,BS54B,1ER03611,0.013345119,110015,11NO0007,experimental nests,0,NA,NA,NA,NA,NA,NA
2009,BO1-,BS85,NA,NA,90006,1EP47539,control nest,NA,M,9.3,9.9,10.8,16.8,1.5666667
2009,BO1-,BS85,NA,NA,90006,1EP47534,control nest,NA,F,10.6,10.7,11.1,15.2,4.9666667
2009,BO1-,BS85,NA,NA,90006,1EP47537,control nest,NA,F,9.6,10.8,10.9,15.8,5.0333333
2009,BO1-,BS85,NA,NA,90006,1EP47541,control nest,NA,M,11,11.5,11.9,16.1,5.3666667
2009,BS85,BS85,NA,NA,90006,1EP47531,experimental nests,NA,M,9.7,10.7,11.1,16.7,5.8
2009,BS85,BS85,NA,NA,90006,1EP47523,experimental nests,NA,M,10.3,11.1,11.2,16.7,6.7666667
2009,BS85,BS85,NA,NA,90006,1EP47527,experimental nests,NA,M,10.4,10.7,11.2,15.8,7.0666667
2009,BS85,BS85,NA,NA,90006,1EP47524,experimental nests,NA,M,10.1,10.5,11.3,16.1,7.7333333
2009,BS85,BS85,NA,NA,90006,1EP47526,experimental nests,NA,F,10.8,11.2,11.8,16.6,8.2333333
2009,BS85,BS85,NA,NA,90006,09NO0051,experimental nests,NA,M,NA,NA,NA,NA,NA
2010,FA27,FA27,NA,-0.084238832,100015,1ER02351,control nest,0,NA,5.9,6.4,7.9,15.3,3.6333333
2010,RO2B,FA27,NA,-0.084238832,100015,1ER02357,experimental nests,0,NA,10.2,10.9,11.7,16.6,3.9
2010,FA27,FA27,NA,-0.084238832,100015,1ER02347,control nest,0,NA,9.6,10.1,10.9,16.1,5.0666667
2010,RO2B,FA27,NA,-0.084238832,100015,1ER02354,experimental nests,0,NA,10.4,11.3,10.4,16,5.4
2010,FA27,FA27,NA,-0.084238832,100015,1ER02346,control nest,0,NA,9.8,10.5,10.9,NA,5.6
2010,RO2B,FA27,NA,-0.084238832,100015,1ER02358,experimental nests,0,NA,10.2,10.8,11.5,16.7,6.0333333
2010,RO2B,FA27,NA,-0.084238832,100015,1ER02359,experimental nests,0,NA,10.4,11.2,11.4,15.6,6.3333333
2010,FA27,FA27,NA,-0.084238832,100015,1ER02353,control nest,0,NA,8,8.5,9.5,16,6.5666667
2010,FA27,FA27,NA,-0.084238832,100015,1ER02350,control nest,0,NA,9.6,10.4,10.9,17.4,7.1333333
2010,RO2B,FA27,NA,-0.084238832,100015,1ER02364,experimental nests,0,NA,10.1,NA,NA,NA,NA
2010,FKIII4,FA43,1EP46485,-0.003374784,100002,1EP48693,control nest,0,NA,10.6,11.2,11,15,2.3666667
2010,FKIII4,FA43,1EP46485,-0.003374784,100002,1EP48698,control nest,0,NA,11.3,11.5,11,16.1,4.8
2010,FKIII4,FA43,1EP46485,-0.003374784,100002,1EP48696,control nest,0,NA,11.4,11.9,11.9,15.8,7.2
2010,FA43,FA43,1EP46485,-0.003374784,100002,1EP48668,experimental nests,0,NA,11.7,11.3,11.2,15.2,7.2333333
2010,FA43,FA43,1EP46485,-0.003374784,100002,1EP48667,experimental nests,0,NA,9.8,10.5,10.6,15,7.5
2010,FA43,FA43,1EP46485,-0.003374784,100002,1EP48666,experimental nests,0,NA,9.5,10.4,10.4,15.9,10
2010,FKIII4,FA43,1EP46485,-0.003374784,100002,1EP48694,control nest,0,NA,NA,NA,NA,NA,NA
2010,FKIII4,FA43,1EP46485,-0.003374784,100002,NONE0110,control nest,0,NA,NA,NA,NA,NA,NA
2010,FA43,FA43,1EP46485,-0.003374784,100002,NONE0106,experimental nests,0,NA,NA,NA,NA,NA,NA
2010,FA43,FA43,1EP46485,-0.003374784,100002,NONE0105,experimental nests,0,NA,NA,NA,NA,NA,NA
2009,FA47,FA47,1EP48321,0.10359714,90005,1EP47575,experimental nests,0,NA,6.8,7.6,8.8,15.3,3.3666667
2009,RO20B,FA47,1EP48321,0.10359714,90005,1EP47585,control nest,0,F,9.1,9.4,9.4,15.9,5.3666667
2009,RO20B,FA47,1EP48321,0.10359714,90005,1EP47586,control nest,0,M,6.3,8.2,9.6,14.6,5.8333333
2009,FA47,FA47,1EP48321,0.10359714,90005,1EP47571,experimental nests,0,M,9.3,10,11.4,16.6,5.8333333
2009,RO20B,FA47,1EP48321,0.10359714,90005,1EP47584,control nest,0,F,8.3,9.3,11.8,16.1,7.1
2009,RO20B,FA47,1EP48321,0.10359714,90005,1EP47578,control nest,0,M,10.3,11,11.6,16.6,10.8333333
2009,FA47,FA47,1EP48321,0.10359714,90005,1EP47568,experimental nests,1,M,9.2,10.3,11.6,15.8,6.9666667
2009,FA47,FA47,1EP48321,0.10359714,90005,1EP47566,experimental nests,1,M,7.6,8.8,10.5,16.1,NA
2009,FA47,FA47,1EP48321,0.10359714,90005,09NO0001,experimental nests,NA,F,NA,NA,NA,NA,NA
2011,RO8D,FA48,1ER03683,0.116338848,111010,1ER02574,control nest,0,M,10.7,11.1,11.5,17.2,2.1
2011,RO8D,FA48,1ER03683,0.116338848,111010,1ER02579,control nest,0,M,10.7,10.9,11.9,17.7,2.4
2011,RO8D,FA48,1ER03683,0.116338848,111010,1ER02575,control nest,0,F,10.8,10.9,12.2,16.7,3.0333333
2011,FA48,FA48,1ER03683,0.116338848,111010,1ER02563,experimental nests,0,M,10.2,11.1,11.3,16.5,3.7
2011,FA48,FA48,1ER03683,0.116338848,111010,1ER02559,experimental nests,0,F,9.8,9.8,10,16.4,4.4
2011,RO8D,FA48,1ER03683,0.116338848,111010,1ER02576,control nest,0,M,11.2,11.5,11.9,15.8,4.4333333
2011,FA48,FA48,1ER03683,0.116338848,111010,1ER02555,experimental nests,0,M,9.9,10.7,11.2,16.4,4.7333333
2011,FA48,FA48,1ER03683,0.116338848,111010,1ER02554,experimental nests,0,F,10.7,10.8,11.7,16.3,4.7666667
2011,FA48,FA48,1ER03683,0.116338848,111010,1ER02557,experimental nests,0,M,11.1,11.6,11.5,16.5,4.8
2011,RO8D,FA48,1ER03683,0.116338848,111010,1ER02582,control nest,0,NA,10.2,10.9,11.3,16.3,5.8
2011,FA48,FA48,1ER03683,0.116338848,111010,1ER02558,experimental nests,0,M,10.6,11.1,11,16.4,7.9333333
2011,FA48,FA48,1ER03683,0.116338848,111010,1ER03146,experimental nests,0,M,NA,10.6,11.5,16.9,NA
2011,OJ84,FA8,1ET42609,NA,111011,1ER02438,experimental nests,0,NA,11.1,11.6,11.9,16.9,2.6
2011,FA8,FA8,1ET42609,NA,111011,1ER02472,control nest,0,NA,11.2,10.6,10.5,15.2,4.6333333
2011,OJ84,FA8,1ET42609,NA,111011,1ER02440,experimental nests,0,NA,10.7,11,11.5,16.9,5.2
2011,OJ84,FA8,1ET42609,NA,111011,1ER02448,experimental nests,0,NA,10.9,11.1,12,17.7,5.4
2011,OJ84,FA8,1ET42609,NA,111011,1ER02447,experimental nests,0,NA,10,9.8,11.2,16.7,5.7666667
2011,FA8,FA8,1ET42609,NA,111011,1ER02477,control nest,0,NA,10.9,11,11.5,17.3,6.4333333
2011,OJ84,FA8,1ET42609,NA,111011,1ER02439,experimental nests,0,NA,11.6,12.6,13.2,16.9,6.6
2011,FA8,FA8,1ET42609,NA,111011,1ER02476,control nest,0,NA,10.7,10.8,11.7,16.8,6.7666667
2011,FA8,FA8,1ET42609,NA,111011,1ER02473,control nest,0,NA,12.1,12.3,13.1,17.5,8.2666667
2011,RE4C,FK40B,NA,NA,110016,11NO0014,experimental nests,0,NA,NA,NA,NA,NA,NA
2011,FK40B,FK40B,NA,NA,110016,1ER02405,control nest,0,F,NA,NA,NA,NA,NA
2011,FK40B,FK40B,NA,NA,110016,1ER02409,control nest,0,M,NA,NA,NA,NA,NA
2011,FK40B,FK40B,NA,NA,110016,1ER03663,control nest,0,F,NA,NA,NA,NA,NA
2011,FK40B,FK40B,NA,NA,110016,1ER02406,control nest,0,M,NA,NA,NA,NA,NA
2011,FK40B,FK40B,NA,NA,110016,1ER02408,control nest,0,F,NA,NA,NA,NA,NA
2011,RE4C,FK40B,NA,NA,110016,11NO0015,experimental nests,1,NA,NA,NA,NA,NA,NA
2011,RE4C,FK40B,NA,NA,110016,11NO0016,experimental nests,1,NA,NA,NA,NA,NA,NA
2011,RE4C,FK40B,NA,NA,110016,11NO0013,experimental nests,NA,NA,NA,NA,NA,NA,NA
2010,FK46,FK46,NA,NA,100007,1ER02367,control nest,NA,NA,10.3,10.2,10.7,15.1,4.5333333
2010,FK46,FK46,NA,NA,100007,1EP48095,control nest,NA,NA,10.1,10.1,11,16.1,4.9
2010,OJ155B,FK46,NA,NA,100007,1ER02373,experimental nests,NA,NA,10.7,11.5,11.3,17,5.5333333
2010,OJ155B,FK46,NA,NA,100007,1ER02372,experimental nests,NA,NA,10.3,11,11.1,16,5.6
2010,OJ155B,FK46,NA,NA,100007,1ER02377,experimental nests,NA,NA,10.7,10.7,11,15.1,6.4666667
2010,FK46,FK46,NA,NA,100007,1EP48093,control nest,NA,NA,10.3,10.4,10.6,15.8,7.1333333
2010,FK46,FK46,NA,NA,100007,1EP48099,control nest,NA,NA,10.9,10.7,11.1,16,7.4333333
2010,OJ155B,FK46,NA,NA,100007,1ER02378,experimental nests,NA,NA,10.2,11.2,11.4,15.5,8.4666667
2010,FK46,FK46,NA,NA,100007,1EP48092,control nest,NA,NA,10.1,10.3,11.1,15.5,9.4
2010,OJ155B,FK46,NA,NA,100007,NONE0120,experimental nests,NA,NA,NA,NA,NA,NA,NA
2010,FKII3,FKII3,NA,NA,100012,1EP48061,experimental nests,NA,NA,9.3,10.1,10.1,15.9,3.2333333
2010,FKII3,FKII3,NA,NA,100012,1EP48059,experimental nests,NA,NA,10.8,10.6,11.2,15.5,3.8666667
2010,FKII3,FKII3,NA,NA,100012,1EP48068,experimental nests,NA,NA,10.2,11,11.6,16.2,4.1333333
2010,BJ2,FKII3,NA,NA,100012,1EP48086,control nest,NA,NA,11.5,12.1,12.5,15.4,4.5
2010,BJ2,FKII3,NA,NA,100012,1EP48087,control nest,NA,NA,10.9,11.1,11.5,16,5.0333333
2010,BJ2,FKII3,NA,NA,100012,1EP48083,control nest,NA,NA,11.8,12.2,12.1,15.4,5.5
2010,FKII3,FKII3,NA,NA,100012,1EP48067,experimental nests,NA,NA,11.5,12,12,17.7,5.9
2010,FKII3,FKII3,NA,NA,100012,1EP48062,experimental nests,NA,NA,10.8,11.4,11.7,16,6.6333333
2010,BJ2,FKII3,NA,NA,100012,1EP48085,control nest,NA,NA,11.8,12.2,12.4,16.7,6.9666667
2009,FKIII11,FKIII11,1EP48353,0.124972903,90012,1EP48465,experimental nests,0,M,10.2,10.3,10.8,16.4,0.2333333
2009,FKIII11,FKIII11,1EP48353,0.124972903,90012,1EP48474,experimental nests,0,M,8.3,8.2,8.7,16.1,2.3333333
2009,FKIII11,FKIII11,1EP48353,0.124972903,90012,1EP48470,experimental nests,0,M,9.8,10.2,10.7,15.9,3.7
2009,TU179B,FKIII11,1EP48353,0.124972903,90012,1EP48437,control nest,0,F,9.5,10.4,10.9,16.3,4.3333333
2009,TU179B,FKIII11,1EP48353,0.124972903,90012,1EP48435,control nest,0,M,9.4,10,11,16.4,5.5333333
2009,FKIII11,FKIII11,1EP48353,0.124972903,90012,1EP48464,experimental nests,0,M,10.2,10.5,10.8,16.9,5.7666667
2009,FKIII11,FKIII11,1EP48353,0.124972903,90012,1EP48466,experimental nests,0,NA,10.4,10.2,11.2,16.2,6.0333333
2009,TU179B,FKIII11,1EP48353,0.124972903,90012,1EP48438,control nest,0,M,10.6,10.8,11.2,16.5,6.8666667
2009,TU179B,FKIII11,1EP48353,0.124972903,90012,1EP48433,control nest,1,F,10.5,10.8,11,16.4,7.5
2009,FKIII11,FKIII11,1EP48353,0.124972903,90012,1EP48472,experimental nests,1,M,10.3,10.8,11.1,16.1,8.0333333
2009,TU179B,FKIII11,1EP48353,0.124972903,90012,09NO0075,control nest,NA,F,NA,NA,NA,NA,NA
2009,BJ4B,FKIII2,1EP48352,-0.048447184,90015,1EP47671,experimental nests,0,F,9.7,10.9,10.1,15.4,5.2
2009,BJ4B,FKIII2,1EP48352,-0.048447184,90015,1EP47665,experimental nests,0,F,9.1,9.8,9.9,16.9,5.5333333
2009,BJ4B,FKIII2,1EP48352,-0.048447184,90015,1EP47672,experimental nests,0,M,10.2,10.6,10.7,16.2,5.7333333
2009,FKIII2,FKIII2,1EP48352,-0.048447184,90015,1EP47678,control nest,0,F,9.7,10.6,11.5,16.1,6.0333333
2009,BJ4B,FKIII2,1EP48352,-0.048447184,90015,1EP47667,experimental nests,0,M,10.4,11.1,11.4,16.9,6.3666667
2009,FKIII2,FKIII2,1EP48352,-0.048447184,90015,1EP47681,control nest,0,F,10.2,10.9,11.4,16.7,6.8333333
2009,FKIII2,FKIII2,1EP48352,-0.048447184,90015,1EP47679,control nest,0,M,10.4,12.4,11.9,16.7,8.5333333
2009,FKIII2,FKIII2,1EP48352,-0.048447184,90015,1EP47674,control nest,1,M,11,12.5,11.7,17.3,5.4666667
2009,BJ4B,FKIII2,1EP48352,-0.048447184,90015,1EP47670,experimental nests,1,F,10.5,10.2,10.8,16.3,7.9666667
2010,FKIII4,FKIII4,NA,NA,100002,1EP48699,control nest,NA,NA,11,12.2,12.1,15.9,5.9666667
2010,FA43,FKIII4,NA,NA,100002,1EP48674,experimental nests,NA,NA,10.7,10.9,10.9,16.3,6.7666667
2010,FKIII4,FKIII4,NA,NA,100002,1EP48697,control nest,NA,NA,10.3,11.1,10.8,16.3,6.9666667
2010,FKIII4,FKIII4,NA,NA,100002,1EP48695,control nest,NA,NA,10.7,11.5,10.9,16,7.1333333
2010,FA43,FKIII4,NA,NA,100002,1EP48669,experimental nests,NA,NA,10.5,10.9,11.3,16.4,7.4666667
2010,FA43,FKIII4,NA,NA,100002,1EP48672,experimental nests,NA,NA,9.9,10.7,9.4,16.5,9.6333333
2010,FKIII4,FKIII4,NA,NA,100002,NONE0109,control nest,NA,NA,NA,NA,NA,NA,NA
2010,FA43,FKIII4,NA,NA,100002,NONE0108,experimental nests,NA,NA,NA,NA,NA,NA,NA
2010,FA43,FKIII4,NA,NA,100002,NONE0107,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,FP55,FO1,1ER03681,0.002586544,110019,1ER02528,control nest,0,M,10.6,11.3,11.4,17.2,3.4
2011,FO1,FO1,1ER03681,0.002586544,110019,1ER02550,experimental nests,0,M,10.8,11.8,11.2,16.4,3.9
2011,FO1,FO1,1ER03681,0.002586544,110019,1ER02549,experimental nests,0,NA,10.7,10.7,10.9,17.3,3.9666667
2011,FO1,FO1,1ER03681,0.002586544,110019,1ER02540,experimental nests,0,F,11,11.1,11,17,4.1
2011,FO1,FO1,1ER03681,0.002586544,110019,1ER02538,experimental nests,0,F,11.3,10.9,11,17.2,4.2333333
2011,FP55,FO1,1ER03681,0.002586544,110019,1ER02523,control nest,0,M,10.7,11.3,12,16.6,4.2666667
2011,FP55,FO1,1ER03681,0.002586544,110019,1ER02524,control nest,0,F,10.9,11.3,11.4,16.6,4.4333333
2011,FO1,FO1,1ER03681,0.002586544,110019,1ER02539,experimental nests,0,M,11,11.5,11.2,17.1,4.5333333
2011,FP55,FO1,1ER03681,0.002586544,110019,1ER02532,control nest,0,F,11,11.2,12.2,16.5,5.3333333
2011,FO1,FO1,1ER03681,0.002586544,110019,1ER02544,experimental nests,0,M,11.4,11.4,11.6,17.1,5.6333333
2011,FP55,FO1,1ER03681,0.002586544,110019,1ER02529,control nest,0,F,10,11,10.9,16.7,5.6666667
2011,FO1,FO1,1ER03681,0.002586544,110019,1ER02548,experimental nests,0,M,10.6,11.1,11.3,16.6,6.3666667
2011,FP55,FO1,1ER03681,0.002586544,110019,1ER02526,control nest,0,F,10.7,11.2,11.9,16.7,9.2333333
2009,FO61,FO10B,NA,NA,90001,1EP47431,experimental nests,NA,M,9.1,NA,10.6,14.6,4.4333333
2009,FO61,FO10B,NA,NA,90001,1EP47433,experimental nests,NA,F,7.7,NA,9.6,15.2,4.8333333
2009,FO61,FO10B,NA,NA,90001,09NO0013,experimental nests,NA,M,NA,NA,NA,NA,NA
2009,FO61,FO10B,NA,NA,90001,09NO0011,experimental nests,NA,F,NA,NA,NA,NA,NA
2009,FO61,FO10B,NA,NA,90001,09NO0012,experimental nests,NA,F,NA,NA,NA,NA,NA
2009,FO10B,FO10B,NA,NA,90001,09NO0002,control nest,NA,F,NA,NA,NA,NA,NA
2009,FO10B,FO10B,NA,NA,90001,09NO0005,control nest,NA,NA,NA,NA,NA,NA,NA
2009,FO10B,FO10B,NA,NA,90001,09NO0006,control nest,NA,F,NA,NA,NA,NA,NA
2009,FO10B,FO10B,NA,NA,90001,09NO0003,control nest,NA,M,NA,NA,NA,NA,NA
2009,FO10B,FO10B,NA,NA,90001,09NO0004,control nest,NA,M,NA,NA,NA,NA,NA
2011,FO19D,FO19D,1EP48302,-0.110394213,110014,1ER02415,experimental nests,0,M,10.7,11.5,11,17.1,3.2666667
2011,AN15C,FO19D,1EP48302,-0.110394213,110014,1ER02426,control nest,0,M,10.6,10.9,11.1,16.7,4.3333333
2011,AN15C,FO19D,1EP48302,-0.110394213,110014,1ER02435,control nest,0,F,10.4,11,11.5,15.8,4.8666667
2011,AN15C,FO19D,1EP48302,-0.110394213,110014,1ER02425,control nest,0,M,10.4,10.9,9.9,16.6,5.6
2011,AN15C,FO19D,1EP48302,-0.110394213,110014,1ER02433,control nest,0,NA,10.8,11.5,11.2,16.6,5.6666667
2011,FO19D,FO19D,1EP48302,-0.110394213,110014,1ER02421,experimental nests,0,F,9.9,10.7,11,17,5.9666667
2011,FO19D,FO19D,1EP48302,-0.110394213,110014,1ER02423,experimental nests,0,M,9.7,11,11.8,16.7,6.1666667
2011,AN15C,FO19D,1EP48302,-0.110394213,110014,1ER02436,control nest,0,M,10.4,11.4,11.5,17.5,7.5
2011,FO19D,FO19D,1EP48302,-0.110394213,110014,11NO0003,experimental nests,0,NA,NA,NA,NA,NA,NA
2011,AN15C,FO19D,1EP48302,-0.110394213,110014,1ER02430,control nest,1,M,10.7,11.1,11.8,17.6,4.2333333
2011,FO19D,FO19D,1EP48302,-0.110394213,110014,1ER02420,experimental nests,1,M,10.5,11.5,11.7,16.6,6.6
2009,FO72,FO59B,1EP48317,-0.138023327,90007,1EP47476,experimental nests,0,M,7.3,7.4,9.3,15.4,2.0666667
2009,FO72,FO59B,1EP48317,-0.138023327,90007,1EP47483,experimental nests,0,M,7.2,7.1,8.1,15.3,2.4666667
2009,FO72,FO59B,1EP48317,-0.138023327,90007,1EP47480,experimental nests,0,M,7.7,7.8,11,16.2,3.8333333
2009,FO59B,FO59B,1EP48317,-0.138023327,90007,1EP47495,control nest,0,F,9.9,10.5,10.9,16.1,4.2
2009,FO59B,FO59B,1EP48317,-0.138023327,90007,1EP47492,control nest,0,M,9.4,10.1,10.9,16.9,5.1
2009,FO59B,FO59B,1EP48317,-0.138023327,90007,1EP47494,control nest,0,M,10.3,11.4,11.8,17.1,5.2
2009,FO59B,FO59B,1EP48317,-0.138023327,90007,1EP47490,control nest,0,F,10.1,10.4,10.6,16.6,6.5333333
2009,FO59B,FO59B,1EP48317,-0.138023327,90007,1EP47493,control nest,0,F,9,9.1,10.1,16.7,7.0666667
2009,FO72,FO59B,1EP48317,-0.138023327,90007,1EP47477,experimental nests,0,M,5.3,NA,NA,NA,NA
2009,FO61,FO61,1EP47400,-0.009604796,90001,1EP47428,experimental nests,0,NA,7.9,NA,10.2,15.7,0.5666667
2009,FO61,FO61,1EP47400,-0.009604796,90001,1EP47425,experimental nests,0,M,9.1,NA,11.1,16.2,4.4
2009,FO61,FO61,1EP47400,-0.009604796,90001,1EP47432,experimental nests,0,M,8.3,NA,10.5,16.2,4.7666667
2009,FO61,FO61,1EP47400,-0.009604796,90001,1EP47426,experimental nests,0,M,9,NA,11.2,15.7,5.4666667
2009,FO61,FO61,1EP47400,-0.009604796,90001,09NO0014,experimental nests,0,F,NA,NA,NA,NA,NA
2009,FO61,FO61,1EP47400,-0.009604796,90001,09NO0015,experimental nests,0,NA,NA,NA,NA,NA,NA
2009,FO10B,FO61,1EP47400,-0.009604796,90001,09NO0008,control nest,0,F,NA,NA,NA,NA,NA
2009,FO10B,FO61,1EP47400,-0.009604796,90001,09NO0009,control nest,0,F,NA,NA,NA,NA,NA
2009,FO10B,FO61,1EP47400,-0.009604796,90001,09NO0010,control nest,0,NA,NA,NA,NA,NA,NA
2009,FO10B,FO61,1EP47400,-0.009604796,90001,09NO0007,control nest,0,NA,NA,NA,NA,NA,NA
2010,FO63,FO63,1EP47399,0.013505437,100013,1EP48081,experimental nests,0,NA,10.4,11.4,11.4,16.4,3.0666667
2010,BS22,FO63,1EP47399,0.013505437,100013,1EP48051,control nest,0,NA,10.2,11.2,11.6,15.5,4.1
2010,FO63,FO63,1EP47399,0.013505437,100013,1EP48073,experimental nests,0,NA,9.3,10.6,10.5,15.8,4.5666667
