YEAR,BOXR,BOXOR,FID,GS,PAIR ID,RING,EXP,EPP,SEX,MASS11,MASS12,MASS14,RTARS14,PHA
2010,BS22,FO63,1EP47399,0.013505437,100013,1EP48055,control nest,0,NA,10.4,11.2,11.3,16.8,5.3
2010,FO63,FO63,1EP47399,0.013505437,100013,1EP48077,experimental nests,0,NA,10.4,11.6,10.9,16.6,5.4
2010,FO63,FO63,1EP47399,0.013505437,100013,1EP48080,experimental nests,0,NA,10.2,11.1,11.3,15.8,6.8333333
2010,BS22,FO63,1EP47399,0.013505437,100013,1EP48057,control nest,0,NA,10,10.9,11.3,15.2,6.9666667
2010,FO63,FO63,1EP47399,0.013505437,100013,1EP48075,experimental nests,0,NA,11.3,9.9,12.2,16.6,7.0333333
2010,BS22,FO63,1EP47399,0.013505437,100013,1EP48056,control nest,0,NA,9.9,11.1,11.1,15.8,7.0666667
2010,FO63,FO63,1EP47399,0.013505437,100013,1EP48076,experimental nests,0,NA,10.5,11.4,11.7,16.9,8.1
2010,BS22,FO63,1EP47399,0.013505437,100013,NONE0131,control nest,0,NA,NA,NA,NA,NA,NA
2009,FO9D,FO64,NA,NA,90004,1EP47502,experimental nests,NA,F,7.3,8.2,10.3,16.7,2.1666667
2009,FO9D,FO64,NA,NA,90004,1EP47507,experimental nests,NA,F,5.5,6.7,7.6,NA,4.1666667
2009,FO64,FO64,NA,NA,90004,1EP47519,control nest,NA,F,10.9,11,11.2,16.5,4.2
2009,FO9D,FO64,NA,NA,90004,1EP47505,experimental nests,NA,F,5.9,6.9,8.7,15.2,4.2666667
2009,FO64,FO64,NA,NA,90004,1EP47520,control nest,NA,F,9.3,10.1,10.5,16.5,4.6333333
2009,FO9D,FO64,NA,NA,90004,1EP47510,experimental nests,NA,M,7.4,8.1,9.1,15.7,4.7
2009,FO9D,FO64,NA,NA,90004,1EP47506,experimental nests,NA,M,8.5,8.7,NA,NA,5.1
2009,FO64,FO64,NA,NA,90004,1EP47514,control nest,NA,F,10.5,11,11.4,16.3,5.6333333
2009,FO64,FO64,NA,NA,90004,1EP47515,control nest,NA,F,10.1,10.7,10.9,15.9,5.8
2009,FO64,FO64,NA,NA,90004,1EP47516,control nest,NA,M,10.7,11.5,12,16.4,9.8666667
2009,FO9D,FO64,NA,NA,90004,09NO0056,experimental nests,NA,F,NA,NA,NA,NA,NA
2009,FO68B,FO68B,NA,NA,90008,1EP48818,control nest,NA,F,8.8,8.8,10.3,16.3,4.5333333
2009,FO68B,FO68B,NA,NA,90008,1EP48824,control nest,NA,M,10.9,11.9,12.6,18.5,4.5666667
2009,FP6,FO68B,NA,NA,90008,1EP48812,experimental nests,NA,F,8.5,9.2,10,15.6,5.0666667
2009,FP6,FO68B,NA,NA,90008,1EP48811,experimental nests,NA,M,7.4,8.4,9.9,16.7,5.1333333
2009,FO68B,FO68B,NA,NA,90008,1EP48820,control nest,NA,F,10,10.8,11.2,16.5,5.1333333
2009,FO68B,FO68B,NA,NA,90008,1EP48819,control nest,NA,M,11.7,12.1,13,17.4,5.7333333
2009,FO68B,FO68B,NA,NA,90008,1EP48816,control nest,NA,M,11.2,11.3,11.9,17.3,5.8666667
2009,FP6,FO68B,NA,NA,90008,1EP48810,experimental nests,NA,M,6.9,7.7,8.8,14.9,6.0666667
2009,FP6,FO68B,NA,NA,90008,1EP48808,experimental nests,NA,M,8,8.5,9.6,17.2,6.3333333
2009,FP6,FO68B,NA,NA,90008,1EP48809,experimental nests,NA,M,8.8,9.8,10.2,15.8,7.8666667
2009,FO68B,FO68B,NA,NA,90008,1EP48815,control nest,NA,F,11.3,11.8,12.3,17.1,8.4
2009,FP6,FO68B,NA,NA,90008,09NO0058,experimental nests,NA,F,NA,NA,NA,NA,NA
2009,FO72,FO72,1EP48309,-0.138023327,90007,1EP47487,experimental nests,0,F,5.9,6.1,7.3,13.6,3.1
2009,FO72,FO72,1EP48309,-0.138023327,90007,1EP47486,experimental nests,0,NA,6.7,7.4,9,14,4.3333333
2009,FO72,FO72,1EP48309,-0.138023327,90007,1EP47478,experimental nests,0,M,6.3,6.9,8.9,14.1,4.4
2009,FO72,FO72,1EP48309,-0.138023327,90007,1EP47482,experimental nests,0,M,8,8.5,10.4,15.3,4.9333333
2009,FO72,FO72,1EP48309,-0.138023327,90007,1EP47485,experimental nests,0,M,6.3,6.4,7.6,13.8,5.1333333
2009,FO59B,FO72,1EP48309,-0.138023327,90007,1EP47497,control nest,0,F,10.6,10.5,NA,NA,6.2333333
2009,FO59B,FO72,1EP48309,-0.138023327,90007,1EP47498,control nest,0,F,9.9,10.3,10.8,16.5,6.3333333
2009,FO59B,FO72,1EP48309,-0.138023327,90007,1EP47491,control nest,0,F,9.4,10.5,10.8,16,8.4333333
2009,FO59B,FO72,1EP48309,-0.138023327,90007,1EP47488,control nest,0,F,9.6,12.1,12.6,16.8,8.9666667
2009,FO72,FO72,1EP48309,-0.138023327,90007,09NO0055,experimental nests,0,M,NA,NA,NA,NA,NA
2009,FO72,FO72,1EP48309,-0.138023327,90007,09NO0054,experimental nests,0,F,NA,NA,NA,NA,NA
2009,FO59B,FO72,1EP48309,-0.138023327,90007,1EP47496,control nest,0,NA,7.9,8.8,9.6,16.5,NA
2010,RW16D,FO81,1EP46481,0.068678317,100011,1ER03058,experimental nests,0,NA,7.3,7.7,7.6,14.6,3.2333333
2010,RW16D,FO81,1EP46481,0.068678317,100011,1ER03062,experimental nests,0,NA,9.3,9.9,10.7,15.9,3.6666667
2010,FO81,FO81,1EP46481,0.068678317,100011,1EP48013,control nest,0,NA,11.4,11.6,11.8,16.6,4.4333333
2010,FO81,FO81,1EP46481,0.068678317,100011,1EP48014,control nest,0,NA,11.2,11.6,12,17,4.6666667
2010,FO81,FO81,1EP46481,0.068678317,100011,1EP48018,control nest,0,NA,11.3,11.5,11.5,16.3,4.7
2010,RW16D,FO81,1EP46481,0.068678317,100011,1ER03061,experimental nests,0,NA,9.5,10.1,11.1,15.5,NA
2010,RW16D,FO81,1EP46481,0.068678317,100011,NONE0126,experimental nests,0,NA,NA,NA,NA,NA,NA
2010,FO81,FO81,1EP46481,0.068678317,100011,NONE0127,control nest,0,NA,NA,NA,NA,NA,NA
2009,FO9D,FO9D,1EP48314,NA,90004,1EP47509,experimental nests,0,F,8.9,9.9,11,16.1,3.2333333
2009,FO9D,FO9D,1EP48314,NA,90004,1EP47499,experimental nests,0,F,9.6,8.5,10.9,16.3,3.3333333
2009,FO64,FO9D,1EP48314,NA,90004,1EP47518,control nest,0,F,9.6,10.1,12.1,15.6,4.0666667
2009,FO64,FO9D,1EP48314,NA,90004,1EP47512,control nest,0,F,9.9,11,11.1,16.1,4.3666667
2009,FO64,FO9D,1EP48314,NA,90004,1EP47513,control nest,0,F,8.5,9.7,11.1,16.9,4.4666667
2009,FO9D,FO9D,1EP48314,NA,90004,1EP47503,experimental nests,0,M,9.3,9.9,11.6,16.5,5.0666667
2009,FO64,FO9D,1EP48314,NA,90004,1EP47511,control nest,0,F,9.5,10.6,11.5,15.7,6.0333333
2009,FO64,FO9D,1EP48314,NA,90004,1EP47517,control nest,0,F,9.8,10.2,11.1,16.5,6.6666667
2009,FO9D,FO9D,1EP48314,NA,90004,1EP47504,experimental nests,0,M,10.3,11.5,12.4,16.1,7.7666667
2009,FO9D,FO9D,1EP48314,NA,90004,09NO0057,experimental nests,0,M,NA,NA,NA,NA,NA
2011,BS28B,FP12,NA,0.047567854,111013,1ER02505,experimental nests,0,M,NA,10.9,10.8,16.6,3.7333333
2011,BS28B,FP12,NA,0.047567854,111013,1ER02508,experimental nests,0,F,9,9.6,10.8,15.1,3.9666667
2011,BS28B,FP12,NA,0.047567854,111013,1ER02513,experimental nests,0,M,7.9,8.8,10.3,15.7,6.1
2011,BS28B,FP12,NA,0.047567854,111013,1ER02510,experimental nests,0,M,8.5,9.2,10.5,16.7,7.5666667
2011,BS28B,FP12,NA,0.047567854,111013,1ER02507,experimental nests,0,M,9.5,10.2,11,17.1,8.2333333
2011,FP12,FP12,NA,0.047567854,111013,11NO0064,control nest,0,NA,NA,NA,NA,NA,NA
2011,FP12,FP12,NA,0.047567854,111013,11NO0065,control nest,0,NA,NA,NA,NA,NA,NA
2011,FP12,FP12,NA,0.047567854,111013,11NO0061,control nest,0,NA,NA,NA,NA,NA,NA
2011,FP12,FP12,NA,0.047567854,111013,11NO0062,control nest,0,NA,NA,NA,NA,NA,NA
2011,FP12,FP12,NA,0.047567854,111013,11NO0063,control nest,0,NA,NA,NA,NA,NA,NA
2011,BS28B,FP12,NA,0.047567854,111013,11NO0060,experimental nests,0,NA,NA,NA,NA,NA,NA
2010,PS2,FP1B,NA,NA,100004,1ER02235,control nest,NA,NA,9.8,10.3,10.2,16.4,3.7
2010,FP1B,FP1B,NA,NA,100004,1ER02255,experimental nests,NA,NA,8.7,9,9.6,16.1,3.9666667
2010,FP1B,FP1B,NA,NA,100004,1ER02246,experimental nests,NA,NA,8.4,9.1,9.6,16.5,4.1333333
2010,FP1B,FP1B,NA,NA,100004,1ER02256,experimental nests,NA,NA,10,10.6,10.5,16.9,4.2666667
2010,FP1B,FP1B,NA,NA,100004,1ER02245,experimental nests,NA,NA,10.7,11.3,11.5,16.9,5.4
2010,PS2,FP1B,NA,NA,100004,1ER02241,control nest,NA,NA,10.4,10.6,10.6,16.8,5.5
2010,FP1B,FP1B,NA,NA,100004,1ER02258,experimental nests,NA,NA,9.7,10.1,9.9,16.5,5.5
2010,FP1B,FP1B,NA,NA,100004,1ER02253,experimental nests,NA,NA,9.2,9.9,9.9,16.7,5.6
2010,PS2,FP1B,NA,NA,100004,1ER02239,control nest,NA,NA,11,11.5,11.6,16.6,5.8666667
2010,PS2,FP1B,NA,NA,100004,1ER02237,control nest,NA,NA,9.7,10,10.3,16.9,5.9333333
2010,PS2,FP1B,NA,NA,100004,1ER02236,control nest,NA,NA,11.8,11.8,11.8,17.4,8
2010,FP1B,FP1B,NA,NA,100004,NONE0113,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,FP2,FP2,1ER03642,-0.127485215,110012,1ER02026,control nest,0,M,9.3,10.5,11.2,17.4,5.3
2011,AN3,FP2,1ER03642,-0.127485215,110012,1ER02033,experimental nests,0,F,10.4,11.3,12,16.9,5.7666667
2011,FP2,FP2,1ER03642,-0.127485215,110012,1ER02021,control nest,0,F,10.8,11.5,11.5,17.1,5.8
2011,FP2,FP2,1ER03642,-0.127485215,110012,1ER02027,control nest,0,M,11.8,12.5,12.8,17.6,7.0333333
2011,AN3,FP2,1ER03642,-0.127485215,110012,1ER0231,experimental nests,0,F,10.7,11.3,11.3,17,8.2333333
2011,AN3,FP2,1ER03642,-0.127485215,110012,1ER02038,experimental nests,0,M,11.5,12.1,12.7,17.6,8.8333333
2011,FP2,FP2,1ER03642,-0.127485215,110012,11NO0002,control nest,0,M,NA,NA,NA,NA,NA
2011,AN3,FP2,1ER03642,-0.127485215,110012,1ER02032,experimental nests,1,M,11.2,12.2,12,18.2,6.7
2011,AN3,FP2,1ER03642,-0.127485215,110012,1ER02037,experimental nests,1,M,11.8,12.6,12.7,17.6,7
2011,FP55,FP55,NA,NA,110019,1ER02535,control nest,NA,NA,10.6,10.3,10.8,15.4,1.8333333
2011,FP55,FP55,NA,NA,110019,1ER02530,control nest,NA,NA,10.5,10.3,11.1,15.8,3
2011,FP55,FP55,NA,NA,110019,1ER02531,control nest,NA,NA,10.7,10.2,11,15,3.2
2011,FP55,FP55,NA,NA,110019,1ER02527,control nest,NA,NA,10.5,11.4,11.5,16.6,3.8666667
2011,FO1,FP55,NA,NA,110019,1ER02545,experimental nests,NA,NA,11.1,10.7,10.6,16.9,4.1
2011,FO1,FP55,NA,NA,110019,1ER02537,experimental nests,NA,NA,10.7,11.1,10.3,16.1,4.2666667
2011,FP55,FP55,NA,NA,110019,1ER02533,control nest,NA,NA,10.7,11.4,11.3,16.3,4.4333333
2011,FO1,FP55,NA,NA,110019,1ER02536,experimental nests,NA,NA,10.6,10.6,10.4,16.1,5.4
2011,FP55,FP55,NA,NA,110019,1ER02534,control nest,NA,NA,11.2,11.5,11.6,16.8,5.5333333
2011,FO1,FP55,NA,NA,110019,1ER02543,experimental nests,NA,NA,10.7,10.3,10.5,15.9,5.6
2011,FO1,FP55,NA,NA,110019,1ER02547,experimental nests,NA,NA,10.4,10.5,10.4,16.1,5.6333333
2011,FO1,FP55,NA,NA,110019,1ER02542,experimental nests,NA,NA,11.6,11.4,11.6,16.4,7
2011,FP55,FP55,NA,NA,110019,11NO0050,control nest,NA,NA,NA,NA,NA,NA,NA
2011,FP55,FP55,NA,NA,110019,1ER02525,control nest,NA,NA,10.8,NA,NA,NA,NA
2009,FP6,FP6,1EP48367,-0.017573973,90008,1EP48802,experimental nests,0,F,10.7,11.1,11.2,16.9,4.7333333
2009,FP6,FP6,1EP48367,-0.017573973,90008,1EP48813,experimental nests,0,M,10,10.6,11.6,16.8,5.8333333
2009,FO68B,FP6,1EP48367,-0.017573973,90008,1EP48821,control nest,0,M,11.2,12.1,12.1,17.1,6.1
2009,FO68B,FP6,1EP48367,-0.017573973,90008,1EP48822,control nest,0,M,11.2,12.4,12.7,17,6.7666667
2009,FO68B,FP6,1EP48367,-0.017573973,90008,1EP48825,control nest,0,NA,11.2,12,12.6,17.6,6.8
2009,FP6,FP6,1EP48367,-0.017573973,90008,1EP48814,experimental nests,0,M,11.1,11,11.5,16.5,7.2666667
2009,FP6,FP6,1EP48367,-0.017573973,90008,1EP48806,experimental nests,0,F,9.8,10.3,11.1,16.9,7.6
2009,FP6,FP6,1EP48367,-0.017573973,90008,1EP48809,experimental nests,0,M,10.3,10.7,11.2,16.9,7.7333333
2009,FO68B,FP6,1EP48367,-0.017573973,90008,1EP48823,control nest,0,M,11.4,12.3,12.5,17,8
2009,FO68B,FP6,1EP48367,-0.017573973,90008,1EP48817,control nest,0,M,12.1,12.8,12.5,17.6,10.0333333
2009,FP6,FP6,1EP48367,-0.017573973,90008,1EP48803,experimental nests,1,F,9.4,10,10.3,16,8.1
2009,FO68B,FP6,1EP48367,-0.017573973,90008,1EP48826,control nest,1,M,11.2,11.6,11.5,16.6,8.5666667
2009,FP6,FP6,1EP48367,-0.017573973,90008,09NO0059,experimental nests,NA,F,NA,NA,NA,NA,NA
2010,FP76,FP76,1EP47404,0.162645464,100005,1ER02220,control nest,0,M,10.3,10.6,11.7,17.7,3.2333333
2010,RO7,FP76,1EP47404,0.162645464,100005,1ER02392,experimental nests,0,F,9.9,10,10.5,15.8,4.3
2010,FP76,FP76,1EP47404,0.162645464,100005,1ER02219,control nest,0,M,11,11.7,12.1,17.4,4.4333333
2010,FP76,FP76,1EP47404,0.162645464,100005,1ER02216,control nest,0,F,11.5,11.6,11.9,17.3,4.9666667
2010,RO7,FP76,1EP47404,0.162645464,100005,1ER02385,experimental nests,0,F,11.1,11.3,10.9,16.6,5
2010,RO7,FP76,1EP47404,0.162645464,100005,1ER02391,experimental nests,0,M,12.1,11.9,11.9,16.8,5.1
2010,FP76,FP76,1EP47404,0.162645464,100005,1ER02218,control nest,0,M,11.5,12.1,12.5,17.3,5.3
2010,RO7,FP76,1EP47404,0.162645464,100005,1ER02388,experimental nests,1,F,10.1,10.2,10.2,16.2,4.6666667
2009,RO4C,FP80,NA,NA,90002,1EP47442,control nest,NA,NA,8.8,NA,10.3,15.2,2.4333333
2009,RO4C,FP80,NA,NA,90002,1EP47446,control nest,NA,NA,8.4,NA,11.8,16.2,4.2666667
2009,RO4C,FP80,NA,NA,90002,1EP47444,control nest,NA,NA,9.4,NA,11.5,15.9,7.9
2009,RO4C,FP80,NA,NA,90002,1EP47445,control nest,NA,NA,9.6,NA,11.7,16.3,8.3333333
2009,FP80,FP80,NA,NA,90002,09NO0020,experimental nests,NA,NA,NA,NA,NA,NA,NA
2009,FP80,FP80,NA,NA,90002,09NO0023,experimental nests,NA,NA,NA,NA,NA,NA,NA
2009,FP80,FP80,NA,NA,90002,09NO0024,experimental nests,NA,NA,NA,NA,NA,NA,NA
2009,FP80,FP80,NA,NA,90002,09NO0021,experimental nests,NA,NA,NA,NA,NA,NA,NA
2009,FP80,FP80,NA,NA,90002,09NO0022,experimental nests,NA,NA,NA,NA,NA,NA,NA
2010,GR1,GR1,NA,NA,100001,1EP48644,control nest,NA,NA,9.7,10.2,10.6,16.2,5.5666667
2010,GR1,GR1,NA,NA,100001,NONE0103,control nest,NA,NA,NA,NA,NA,NA,NA
2010,GR1,GR1,NA,NA,100001,NONE0104,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,GR19,GR19,1ER03644,-0.006874233,111017,1ER02051,experimental nests,0,F,9,9.3,10,15.8,3.5666667
2011,GR19,GR19,1ER03644,-0.006874233,111017,1ER02044,experimental nests,0,M,10.9,10.2,11.1,16.9,4.5333333
2011,GR19,GR19,1ER03644,-0.006874233,111017,1ER02047,experimental nests,0,F,9.7,9.8,10.4,16.6,4.5666667
2011,GR19,GR19,1ER03644,-0.006874233,111017,1ER02042,experimental nests,0,M,10.4,10.3,10.9,16.1,4.7
2011,GR19,GR19,1ER03644,-0.006874233,111017,1ER02050,experimental nests,0,M,10.3,10.3,10.9,16.3,4.8
2011,GR19,GR19,1ER03644,-0.006874233,111017,1ER02043,experimental nests,0,F,11,10.8,11.2,16.3,6.4333333
2011,GR49,GR19,1ER03644,-0.006874233,111017,1ER03647,control nest,0,F,9.9,10.1,10.5,16.6,6.8333333
2011,GR49,GR19,1ER03644,-0.006874233,111017,1ER03653,control nest,0,F,9.7,10.3,10.4,16.1,7.3666667
2011,GR49,GR19,1ER03644,-0.006874233,111017,11NO0090,control nest,0,F,NA,NA,NA,NA,NA
2011,GR19,GR19,1ER03644,-0.006874233,111017,1ER02045,experimental nests,0,F,10.4,10.1,10.9,16.4,NA
2011,GR49,GR19,1ER03644,-0.006874233,111017,1ER03651,control nest,1,F,10.5,11.1,1.5,16.4,5.0333333
2011,GR49,GR19,1ER03644,-0.006874233,111017,1ER03645,control nest,1,F,10.5,10.2,10.5,16.1,5.8
2010,GR40,GR40,NA,NA,100010,1EP48025,control nest,NA,NA,10.2,10.8,11.1,15.9,2.2666667
2010,GR40,GR40,NA,NA,100010,1EP48022,control nest,NA,NA,11.7,11.7,12.6,16.4,3.4333333
2010,AN15C,GR40,NA,NA,100010,1EP48003,experimental nests,NA,NA,9.6,9.8,10.7,15.6,3.4666667
2010,AN15C,GR40,NA,NA,100010,1EP48008,experimental nests,NA,NA,10.1,9.8,10.5,16.1,3.6333333
2010,GR40,GR40,NA,NA,100010,1EP48024,control nest,NA,NA,9.9,9.6,10.5,15.3,3.9666667
2010,GR40,GR40,NA,NA,100010,1EP48029,control nest,NA,NA,10.7,11,11.7,16.7,4.1666667
2010,AN15C,GR40,NA,NA,100010,1EP48007,experimental nests,NA,NA,11.4,11.8,12.4,17.2,4.4
2010,GR40,GR40,NA,NA,100010,1EP48027,control nest,NA,NA,10,10.3,10.7,16.1,4.6333333
2010,AN15C,GR40,NA,NA,100010,1EP48006,experimental nests,NA,NA,10.1,11.5,10.8,15.8,5.1
2010,AN15C,GR40,NA,NA,100010,1EP48005,experimental nests,NA,NA,11.2,11.2,11.4,16.9,5.3333333
2010,GR40,GR40,NA,NA,100010,1EP48030,control nest,NA,NA,11.1,11,11.1,16.5,5.4333333
2010,AN15C,GR40,NA,NA,100010,NONE0124,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,GR19,GR49,NA,-0.169163879,111017,1ER02054,experimental nests,0,F,9.5,9.6,10.5,16.2,3.6333333
2011,GR19,GR49,NA,-0.169163879,111017,1ER02046,experimental nests,0,M,11.3,11.4,10.5,17.4,4.1
2011,GR19,GR49,NA,-0.169163879,111017,1ER02049,experimental nests,0,F,10.7,10.6,11.4,16.6,4.2
2011,GR49,GR49,NA,-0.169163879,111017,1ER03648,control nest,0,F,10,10.4,10.8,16.2,4.2666667
2011,GR19,GR49,NA,-0.169163879,111017,1ER02055,experimental nests,0,M,11,10.8,11.6,16.8,5.1
2011,GR49,GR49,NA,-0.169163879,111017,1ER03654,control nest,0,F,10.4,10.1,11.2,16.7,5.2
2011,GR49,GR49,NA,-0.169163879,111017,1ER03649,control nest,0,F,10.1,10.6,11.6,16.5,5.5666667
2011,GR49,GR49,NA,-0.169163879,111017,1ER03652,control nest,0,M,10.7,11.2,13.2,17.2,5.6333333
2011,GR49,GR49,NA,-0.169163879,111017,1ER03646,control nest,0,M,9.7,10.4,11.1,17,5.6666667
2011,GR19,GR49,NA,-0.169163879,111017,1ER02041,experimental nests,1,F,10.1,10.2,11.1,16.1,3.1333333
2011,GR49,GR49,NA,-0.169163879,111017,1ER03650,control nest,1,M,9.2,9.8,10.5,16.9,5.5
2011,OJ207,NA00,NA,NA,110018,1ER03168,control nest,NA,NA,10.7,NA,10.9,15,3.5666667
2010,OJ105,OJ105,1EP48349,0.108776775,100014,1ER02338,experimental nests,0,NA,11.2,12,11.7,16.5,5.3666667
2010,OJ105,OJ105,1EP48349,0.108776775,100014,1ER02332,experimental nests,0,NA,10.6,11.2,10.6,15.7,5.6
2010,BJ31,OJ105,1EP48349,0.108776775,100014,1ER02302,control nest,0,NA,11.4,12.1,12.1,16.3,5.7333333
2010,OJ105,OJ105,1EP48349,0.108776775,100014,1ER02342,experimental nests,0,NA,10,10.8,11,16.2,5.8
2010,OJ105,OJ105,1EP48349,0.108776775,100014,1ER02335,experimental nests,0,NA,9.4,9.8,9.8,15.8,5.8333333
2010,BJ31,OJ105,1EP48349,0.108776775,100014,1ER02307,control nest,0,NA,11.3,12.9,11.9,15.8,6.9666667
2010,BJ31,OJ105,1EP48349,0.108776775,100014,1ER02301,control nest,0,NA,11.9,12.2,12.3,15.9,7.6
2010,OJ105,OJ105,1EP48349,0.108776775,100014,1ER02343,experimental nests,0,NA,11.1,11.9,12,16.4,8.1333333
2010,BJ31,OJ105,1EP48349,0.108776775,100014,1ER02300,control nest,0,NA,11,11.8,11.5,16.5,10.1
2011,OJ128,OJ128,1ER03633,-0.057928022,111016,1ER02018,control nest,0,NA,10.8,11.5,11.2,17.4,0.6666667
2011,BO8,OJ128,1ER03633,-0.057928022,111016,1ER02010,experimental nests,0,M,9.9,11.5,11.5,17,3.1666667
2011,BO8,OJ128,1ER03633,-0.057928022,111016,1ER02003,experimental nests,0,NA,8.4,9.4,10,16.1,3.5333333
2011,BO8,OJ128,1ER03633,-0.057928022,111016,1ER02002,experimental nests,0,F,8.8,10.5,10.4,16.9,4.1333333
2011,OJ128,OJ128,1ER03633,-0.057928022,111016,1ER02013,control nest,0,F,10.2,10.8,NA,NA,4.4
2011,BO8,OJ128,1ER03633,-0.057928022,111016,1ER02001,experimental nests,0,F,9,12.3,10.6,16.9,4.8666667
2011,BO8,OJ128,1ER03633,-0.057928022,111016,1ER02004,experimental nests,0,F,8.8,9.8,NA,16,6.4
2011,OJ128,OJ128,1ER03633,-0.057928022,111016,1ER02014,control nest,0,F,9.7,10.3,9.8,17.1,6.6666667
2011,OJ128,OJ128,1ER03633,-0.057928022,111016,1ER02019,control nest,0,M,10.8,11.6,12.4,17.9,7.1
2011,OJ128,OJ128,1ER03633,-0.057928022,111016,11NO0082,control nest,0,NA,NA,NA,NA,NA,NA
2010,BJ6,OJ133,1EP48123,0.001323534,100016,1ER02313,experimental nests,0,NA,10.8,11.3,12.4,15.7,2.9333333
2010,OJ133,OJ133,1EP48123,0.001323534,100016,1ER02331,control nest,0,NA,11.2,11.5,11.6,15.6,3.3666667
2010,OJ133,OJ133,1EP48123,0.001323534,100016,1ER02327,control nest,0,NA,11.4,11.7,12.1,16.4,3.6
2010,OJ133,OJ133,1EP48123,0.001323534,100016,1ER02323,control nest,0,NA,12.1,12.2,12.3,16.2,4.1333333
2010,BJ6,OJ133,1EP48123,0.001323534,100016,1ER02320,experimental nests,0,NA,10.8,10.8,11.3,17.4,6.2666667
2010,OJ133,OJ133,1EP48123,0.001323534,100016,1ER02322,control nest,0,NA,12.3,13.1,12,16,6.4
2010,BJ6,OJ133,1EP48123,0.001323534,100016,1ER02315,experimental nests,0,NA,9.6,9.5,9.9,15.8,6.4333333
2010,OJ133,OJ133,1EP48123,0.001323534,100016,1ER02330,control nest,0,NA,12,12.8,13,16.9,6.6333333
2010,BJ6,OJ133,1EP48123,0.001323534,100016,1ER02317,experimental nests,0,NA,10,10.6,11.9,15.9,6.7333333
2010,OJ133,OJ133,1EP48123,0.001323534,100016,1ER02325,control nest,0,NA,11.5,12,12,16.4,6.8
2011,OJ97,OJ154B,NA,NA,110017,11NO0039,control nest,NA,NA,NA,NA,NA,NA,NA
2011,OJ97,OJ154B,NA,NA,110017,11NO0040,control nest,NA,NA,NA,NA,NA,NA,NA
2011,OJ97,OJ154B,NA,NA,110017,11NO0041,control nest,NA,NA,NA,NA,NA,NA,NA
2011,OJ97,OJ154B,NA,NA,110017,11NO0037,control nest,NA,NA,NA,NA,NA,NA,NA
2011,OJ97,OJ154B,NA,NA,110017,11NO0038,control nest,NA,NA,NA,NA,NA,NA,NA
2011,OJ154B,OJ154B,NA,NA,110017,11NO0020,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,OJ154B,OJ154B,NA,NA,110017,11NO0024,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,OJ154B,OJ154B,NA,NA,110017,11NO0021,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,OJ154B,OJ154B,NA,NA,110017,11NO0022,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,OJ154B,OJ154B,NA,NA,110017,11NO0023,experimental nests,NA,NA,NA,NA,NA,NA,NA
2010,OJ155B,OJ155B,1EP47410,-0.08657087,100007,1ER02380,experimental nests,0,F,9,9.3,10.3,15.9,4.1666667
2010,OJ155B,OJ155B,1EP47410,-0.08657087,100007,1ER02382,experimental nests,0,F,9.3,10,10.6,15.7,4.5333333
2010,OJ155B,OJ155B,1EP47410,-0.08657087,100007,1ER02379,experimental nests,0,M,9.3,9.7,10.3,15.9,4.8666667
2010,FK46,OJ155B,1EP47410,-0.08657087,100007,1EP48097,control nest,0,F,9,9.4,10.2,15.5,5.6
2010,OJ155B,OJ155B,1EP47410,-0.08657087,100007,1ER02374,experimental nests,0,F,9.7,9.9,10.4,16,6.7666667
2010,FK46,OJ155B,1EP47410,-0.08657087,100007,1EP48098,control nest,0,F,10.4,10.4,9.5,16.1,7.3
2010,OJ155B,OJ155B,1EP47410,-0.08657087,100007,1ER02375,experimental nests,0,F,9.5,9.4,10.3,16,7.3333333
2010,FK46,OJ155B,1EP47410,-0.08657087,100007,1ER02368,control nest,0,F,10.2,10.4,9.8,16,8.7
2010,FK46,OJ155B,1EP47410,-0.08657087,100007,1EP48096,control nest,1,M,10.1,10.2,10.9,15.8,3.9
2010,FK46,OJ155B,1EP47410,-0.08657087,100007,1EP48094,control nest,NA,NA,10.3,9.1,10.6,16.2,4.5333333
2010,OJ155B,OJ155B,1EP47410,-0.08657087,100007,1ER02371,experimental nests,NA,NA,9.7,8.8,9.7,15.9,5.0666667
2010,OJ155B,OJ155B,1EP47410,-0.08657087,100007,1ER02370,experimental nests,NA,NA,10.1,10.7,11.1,16,5.5333333
2010,OJ155B,OJ155B,1EP47410,-0.08657087,100007,NONE0119,experimental nests,NA,NA,NA,NA,NA,NA,NA
2011,OJ180,OJ180,1ER03675,0.114004625,111012,1ER02463,control nest,0,M,11,10.4,12.3,17.2,2.4333333
2011,RO16B,OJ180,1ER03675,0.114004625,111012,1ER02478,experimental nests,0,F,11.2,11.1,12,16,3.9333333
2011,OJ180,OJ180,1ER03675,0.114004625,111012,1ER02462,control nest,0,NA,11.1,10.4,11.6,16,5.5333333
