LOCATION,DATE,SPECIES,RING,AGE,SEX,TARS
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762542,4,M,21.6
CAN FERRIOL,23/5/97,Sylvia atricapilla,2762505,5,M,19.9
CAN FERRIOL,22/9/97,Sylvia melanocephala,885239,3,M,19
CAN FERRIOL,10/9/97,Sylvia melanocephala,885227,3,,19.8
CAN FERRIOL,10/9/97,Sylvia melanocephala,885211,3,,19.9
CAN FERRIOL,10/9/97,Sylvia melanocephala,885216,3,,19.9
CAN FERRIOL,10/9/97,Sylvia melanocephala,885221,3,F,19.9
CAN FERRIOL,20/9/97,Sylvia melanocephala,885233,3,F,19.9
CAN FERRIOL,22/9/97,Sylvia melanocephala,885234,3,F,19.9
CAN FERRIOL,22/9/97,Sylvia melanocephala,885241,3,F,20
CAN FERRIOL,2/8/97,Sylvia melanocephala,885201,3,,20.1
CAN FERRIOL,2/8/97,Sylvia melanocephala,885209,3,,20.1
CAN FERRIOL,10/9/97,Sylvia melanocephala,885213,3,,20.1
CAN FERRIOL,10/9/97,Sylvia melanocephala,885217,3,M,20.1
CAN FERRIOL,2/8/97,Sylvia melanocephala,885202,3,,20.3
CAN FERRIOL,2/8/97,Sylvia melanocephala,885210,3,,20.3
CAN FERRIOL,22/9/97,Sylvia melanocephala,885242,3,M,20.3
CAN FERRIOL,22/9/97,Sylvia melanocephala,885243,3,F,20.3
CAN FERRIOL,10/9/97,Sylvia melanocephala,885212,3,M,20.5
CAN FERRIOL,22/9/97,Sylvia melanocephala,885235,3,M,20.5
CAN FERRIOL,10/9/97,Sylvia melanocephala,885219,3,F,20.6
CAN FERRIOL,20/9/97,Sylvia melanocephala,885232,3,M,20.6
CAN FERRIOL,2/8/97,Sylvia melanocephala,885205,3,,20.7
CAN FERRIOL,10/9/97,Sylvia melanocephala,885222,3,F,20.8
CAN FERRIOL,10/9/97,Sylvia melanocephala,885220,3,F,20.9
CAN FERRIOL,10/9/97,Sylvia melanocephala,885226,3,M,20.9
CAN FERRIOL,2/8/97,Sylvia melanocephala,885204,3,,21
CAN FERRIOL,2/8/97,Sylvia melanocephala,885203,3,,21.1
CAN FERRIOL,2/8/97,Sylvia melanocephala,885206,3,,21.2
CAN FERRIOL,10/9/97,Sylvia melanocephala,885218,3,F,21.2
CAN FERRIOL,20/9/97,Sylvia melanocephala,885228,3,M,21.2
CAN FERRIOL,20/9/97,Sylvia melanocephala,885231,3,M,21.3
CAN FERRIOL,22/9/97,Sylvia melanocephala,885240,3,M,21.6
CAN FERRIOL,20/9/97,Sylvia melanocephala,885229,3,M,21.7
CAN FERRIOL,20/9/97,Sylvia melanocephala,885230,5,F,19.8
CAN FERRIOL,23/5/97,Sylvia melanocephala,848180,5,,20.6
CAN FERRIOL,5/4/97,Sylvia melanocephala,848152,5,F,21.2
CAN FERRIOL,5/4/97,Sylvia melanocephala,724338,6,M,20.4
CAN FERRIOL,22/5/97,Sylvia melanocephala,848176,6,M,20.8
CAN FERRIOL,22/9/97,Sylvia melanocephala,885238,3J,F,20.8
LA MUNTADA,1/10/97,Aegithalos caudatus,885129,2,,16.21
LA MUNTADA,21/9/97,Aegithalos caudatus,885127,2,,16.41
LA MUNTADA,21/9/97,Aegithalos caudatus,885126,2,,16.59
LA MUNTADA,21/9/97,Aegithalos caudatus,847467,2,,16.65
LA MUNTADA,25/8/98,Aegithalos caudatus,849746,2,,16.86
LA MUNTADA,25/8/98,Aegithalos caudatus,849742,2,,16.89
LA MUNTADA,21/9/97,Aegithalos caudatus,885125,2,,16.93
LA MUNTADA,21/9/97,Aegithalos caudatus,847469,2,,17.01
LA MUNTADA,11/10/97,Aegithalos caudatus,847438,2,,17.08
LA MUNTADA,15/11/97,Aegithalos caudatus,885166,2,,17.16
LA MUNTADA,15/11/97,Aegithalos caudatus,885164,2,,17.31
LA MUNTADA,21/9/97,Aegithalos caudatus,847465,2,,17.38
LA MUNTADA,30/12/97,Aegithalos caudatus,849848,2,,17.67
LA MUNTADA,10/8/97,Aegithalos caudatus,885102,3,,16.02
LA MUNTADA,21/7/96,Aegithalos caudatus,784369,3,,16.46
LA MUNTADA,10/8/97,Aegithalos caudatus,885101,3,,16.49
LA MUNTADA,25/8/98,Aegithalos caudatus,849747,3,,17.67
LA MUNTADA,5/5/96,Aegithalos caudatus,784315,4,,16.32
LA MUNTADA,5/5/96,Aegithalos caudatus,784312,4,,16.34
LA MUNTADA,6/7/96,Aegithalos caudatus,784336,4,,16.43
LA MUNTADA,22/3/97,Aegithalos caudatus,784385,4,F,16.43
LA MUNTADA,29/3/98,Aegithalos caudatus,849876,4,,16.43
LA MUNTADA,15/11/97,Aegithalos caudatus,847461,4,,16.45
LA MUNTADA,3/6/97,Aegithalos caudatus,847487,4,,16.45
LA MUNTADA,27/1/98,Aegithalos caudatus,784384,4,,16.59
LA MUNTADA,13/2/98,Aegithalos caudatus,849860,4,,16.68
LA MUNTADA,13/2/98,Aegithalos caudatus,849861,4,,16.68
LA MUNTADA,13/6/98,Aegithalos caudatus,849895,4,,16.76
LA MUNTADA,11/7/98,Aegithalos caudatus,849711,4,,16.86
LA MUNTADA,23/3/96,Aegithalos caudatus,784305,4,,16.99
LA MUNTADA,21/7/96,Aegithalos caudatus,784368,4,,17
LA MUNTADA,5/5/96,Aegithalos caudatus,784313,4,,17.06
LA MUNTADA,11/7/98,Aegithalos caudatus,849724,4,,17.24
LA MUNTADA,29/3/98,Aegithalos caudatus,849875,4,,17.36
LA MUNTADA,11/7/98,Aegithalos caudatus,849734,4,,17.4
LA MUNTADA,2/6/97,Aegithalos caudatus,847480,4,,17.82
LA MUNTADA,3/6/97,Aegithalos caudatus,847485,3J,,16.16
LA MUNTADA,3/6/97,Aegithalos caudatus,847484,3J,,16.83
LA MUNTADA,3/6/97,Aegithalos caudatus,847488,3J,,17.04
LA MUNTADA,11/7/98,Aegithalos caudatus,849723,3J,,17.04
LA MUNTADA,13/6/98,Aegithalos caudatus,849893,3J,,17.18
LA MUNTADA,11/7/98,Aegithalos caudatus,849713,3J,,17.27
LA MUNTADA,11/7/98,Aegithalos caudatus,849719,3J,,17.3
LA MUNTADA,11/7/98,Aegithalos caudatus,849712,3J,,17.32
LA MUNTADA,13/6/98,Aegithalos caudatus,849892,3J,,17.35
LA MUNTADA,11/7/98,Aegithalos caudatus,849710,3J,,17.46
LA MUNTADA,11/7/98,Aegithalos caudatus,849731,3J,,17.48
LA MUNTADA,18/4/98,Aegithalos caudatus,849885,,F,16.34
LA MUNTADA,13/9/98,Aegithalos caudatus,849755,,,16.51
LA MUNTADA,28/12/97,Aegithalos caudatus,849834,,,16.54
LA MUNTADA,28/12/97,Aegithalos caudatus,849835,,,16.58
LA MUNTADA,1/3/98,Aegithalos caudatus,847418,,,16.64
LA MUNTADA,28/12/97,Aegithalos caudatus,885180,,,16.93
LA MUNTADA,25/8/98,Aegithalos caudatus,847413,,,17
LA MUNTADA,15/2/98,Aegithalos caudatus,849462,,,17.13
LA MUNTADA,16/5/98,Aegithalos caudatus,847462,,,17.15
LA MUNTADA,28/12/97,Aegithalos caudatus,849836,,,17.17
LA MUNTADA,16/5/98,Aegithalos caudatus,777882,,,17.42
LA MUNTADA,16/5/98,Aegithalos caudatus,784306,,,17.68
LA MUNTADA,28/12/97,Aegithalos caudatus,849837,,,17.79
LA MUNTADA,10/8/97,Aegithalos caudatus,784387,,,17.93
LA MUNTADA,8/9/96,Erithacus rubecula,L053669,3,,23.55
LA MUNTADA,2/11/97,Erithacus rubecula,L103620,3,F,24.03
LA MUNTADA,22/10/96,Erithacus rubecula,L092346,3,,24.11
LA MUNTADA,7/9/97,Erithacus rubecula,L103512,3,,24.14
LA MUNTADA,2/11/97,Erithacus rubecula,L103625,3,,24.19
LA MUNTADA,29/11/98,Erithacus rubecula,L103780,3,,24.19
LA MUNTADA,12/10/98,Erithacus rubecula,L103765,3,,24.2
LA MUNTADA,29/11/98,Erithacus rubecula,L103781,3,,24.21
LA MUNTADA,2/11/97,Erithacus rubecula,L103626,3,,24.27
LA MUNTADA,11/10/97,Erithacus rubecula,L103603,3,,24.31
LA MUNTADA,15/11/97,Erithacus rubecula,L103635,3,,24.33
LA MUNTADA,1/10/97,Erithacus rubecula,L103571,3,,24.41
LA MUNTADA,21/9/97,Erithacus rubecula,L103585,3,,24.44
LA MUNTADA,8/9/96,Erithacus rubecula,L053688,3,,24.46
LA MUNTADA,13/9/98,Erithacus rubecula,L103744,3,,24.46
LA MUNTADA,21/9/97,Erithacus rubecula,L103569,3,,24.53
LA MUNTADA,20/12/97,Erithacus rubecula,L103649,3,,24.57
LA MUNTADA,21/9/96,Erithacus rubecula,L053666,3,M,24.61
LA MUNTADA,21/9/97,Erithacus rubecula,L103578,3,,24.62
LA MUNTADA,7/9/97,Erithacus rubecula,L103549,3,M,24.64
LA MUNTADA,13/9/98,Erithacus rubecula,L103743,3,,24.65
LA MUNTADA,19/9/97,Erithacus rubecula,L103561,3,,24.68
LA MUNTADA,2/11/97,Erithacus rubecula,L103630,3,,24.68
LA MUNTADA,11/10/96,Erithacus rubecula,L092335,3,,24.72
LA MUNTADA,11/10/96,Erithacus rubecula,L092326,3,,24.74
LA MUNTADA,29/12/97,Erithacus rubecula,L103660,3,,24.75
LA MUNTADA,2/11/96,Erithacus rubecula,L092348,3,,24.78
LA MUNTADA,11/10/97,Erithacus rubecula,L103615,3,,24.82
LA MUNTADA,14/12/97,Erithacus rubecula,L103644,3,,24.82
LA MUNTADA,27/9/98,Erithacus rubecula,L103757,3,,24.91
LA MUNTADA,25/10/98,Erithacus rubecula,L103772,3,,24.91
LA MUNTADA,13/9/98,Erithacus rubecula,L103741,3,,24.92
LA MUNTADA,11/10/96,Erithacus rubecula,L092333,3,,24.94
LA MUNTADA,1/10/97,Erithacus rubecula,L103588,3,,24.96
LA MUNTADA,21/9/96,Erithacus rubecula,L092310,3,,24.98
LA MUNTADA,11/10/96,Erithacus rubecula,L092315,3,,24.99
LA MUNTADA,8/11/98,Erithacus rubecula,L103776,3,,25.01
LA MUNTADA,11/10/96,Erithacus rubecula,L092338,3,,25.07
LA MUNTADA,20/12/97,Erithacus rubecula,L103648,3,,25.08
LA MUNTADA,21/12/97,Erithacus rubecula,L103657,3,,25.08
LA MUNTADA,11/10/96,Erithacus rubecula,L092328,3,,25.09
LA MUNTADA,20/12/97,Erithacus rubecula,L103646,3,,25.09
LA MUNTADA,8/9/96,Erithacus rubecula,L053676,3,,25.1
LA MUNTADA,14/12/97,Erithacus rubecula,L103641,3,,25.1
LA MUNTADA,2/11/97,Erithacus rubecula,L103634,3,,25.14
LA MUNTADA,15/11/97,Erithacus rubecula,L103639,3,,25.14
LA MUNTADA,30/12/97,Erithacus rubecula,L103662,3,,25.14
LA MUNTADA,21/9/97,Erithacus rubecula,L103587,3,,25.15
LA MUNTADA,25/10/98,Erithacus rubecula,L103773,3,,25.15
LA MUNTADA,27/9/98,Erithacus rubecula,L103758,3,,25.17
LA MUNTADA,8/9/96,Erithacus rubecula,L053662,3,,25.18
LA MUNTADA,8/9/96,Erithacus rubecula,L053691,3,,25.18
LA MUNTADA,11/10/96,Erithacus rubecula,L092323,3,,25.18
LA MUNTADA,22/10/96,Erithacus rubecula,L092344,3,,25.18
LA MUNTADA,20/9/97,Erithacus rubecula,L103564,3,,25.19
LA MUNTADA,28/12/97,Erithacus rubecula,L103658,3,,25.24
LA MUNTADA,13/9/98,Erithacus rubecula,L103735,3,,25.24
LA MUNTADA,12/10/98,Erithacus rubecula,L103764,3,,25.24
LA MUNTADA,15/9/96,Erithacus rubecula,L092303,3,M,25.26
LA MUNTADA,8/9/96,Erithacus rubecula,L053665,3,,25.26
LA MUNTADA,2/11/97,Erithacus rubecula,L103628,3,,25.27
LA MUNTADA,20/12/97,Erithacus rubecula,L103653,3,,25.27
LA MUNTADA,15/9/96,Erithacus rubecula,L053698,3,,25.28
LA MUNTADA,1/10/97,Erithacus rubecula,L103545,3,,25.28
LA MUNTADA,11/10/96,Erithacus rubecula,L092320,3,,25.29
LA MUNTADA,15/9/96,Erithacus rubecula,L053596,3,,25.3
LA MUNTADA,13/9/98,Erithacus rubecula,L103745,3,,25.31
LA MUNTADA,1/10/97,Erithacus rubecula,L103593,3,,25.32
LA MUNTADA,13/12/98,Erithacus rubecula,L103785,3,,25.32
LA MUNTADA,15/11/97,Erithacus rubecula,L103636,3,,25.33
LA MUNTADA,11/10/96,Erithacus rubecula,L092317,3,,25.35
LA MUNTADA,24/8/98,Erithacus rubecula,L103728,3,,25.35
LA MUNTADA,21/9/97,Erithacus rubecula,L103581,3,,25.36
LA MUNTADA,1/11/97,Erithacus rubecula,L103554,3,,25.37
LA MUNTADA,11/10/97,Erithacus rubecula,L103610,3,,25.38
LA MUNTADA,7/9/97,Erithacus rubecula,L103552,3,,25.41
LA MUNTADA,2/11/97,Erithacus rubecula,L103627,3,,25.45
LA MUNTADA,11/10/96,Erithacus rubecula,L092313,3,,25.47
LA MUNTADA,21/9/97,Erithacus rubecula,L103533,3,,25.47
LA MUNTADA,7/9/97,Erithacus rubecula,L103544,3,,25.47
LA MUNTADA,20/12/97,Erithacus rubecula,L103647,3,,25.48
LA MUNTADA,27/9/98,Erithacus rubecula,L103762,3,,25.48
LA MUNTADA,13/9/98,Erithacus rubecula,L103748,3,,25.49
LA MUNTADA,2/11/97,Erithacus rubecula,L103623,3,,25.5
LA MUNTADA,8/9/96,Erithacus rubecula,L053664,3,,25.52
LA MUNTADA,11/10/96,Erithacus rubecula,L092318,3,,25.53
LA MUNTADA,27/9/98,Erithacus rubecula,L103755,3,,25.53
LA MUNTADA,13/9/98,Erithacus rubecula,L103739,3,,25.55
LA MUNTADA,27/9/98,Erithacus rubecula,L103756,3,,25.55
LA MUNTADA,15/9/96,Erithacus rubecula,L092301,3,,25.56
LA MUNTADA,21/9/97,Erithacus rubecula,L103567,3,,25.56
LA MUNTADA,2/11/97,Erithacus rubecula,L103599,3,,25.58
LA MUNTADA,11/10/97,Erithacus rubecula,L103609,3,,25.58
LA MUNTADA,28/9/96,Erithacus rubecula,L092312,3,,25.64
LA MUNTADA,16/12/96,Erithacus rubecula,L092353,3,,25.64
LA MUNTADA,8/11/98,Erithacus rubecula,L103775,3,,25.65
LA MUNTADA,29/11/98,Erithacus rubecula,L103782,3,,25.65
LA MUNTADA,11/10/96,Erithacus rubecula,L092314,3,,25.67
LA MUNTADA,20/9/97,Erithacus rubecula,L103565,3,,25.69
LA MUNTADA,15/9/96,Erithacus rubecula,L053643,3,,25.7
LA MUNTADA,27/9/98,Erithacus rubecula,L103760,3,,25.7
LA MUNTADA,6/9/97,Erithacus rubecula,L103541,3,,25.71
LA MUNTADA,7/9/97,Erithacus rubecula,L103548,3,,25.72
LA MUNTADA,15/11/97,Erithacus rubecula,L103638,3,,25.72
LA MUNTADA,15/9/96,Erithacus rubecula,L053695,3,,25.74
LA MUNTADA,7/9/97,Erithacus rubecula,L103546,3,,25.74
LA MUNTADA,13/9/98,Erithacus rubecula,L103737,3,,25.75
LA MUNTADA,2/11/97,Erithacus rubecula,L103584,3,M,25.79
LA MUNTADA,13/9/98,Erithacus rubecula,L103751,3,,25.79
LA MUNTADA,7/9/97,Erithacus rubecula,L103553,3,,25.8
LA MUNTADA,7/9/97,Erithacus rubecula,L103557,3,F,25.81
LA MUNTADA,8/9/96,Erithacus rubecula,L053680,3,,25.83
LA MUNTADA,27/12/96,Erithacus rubecula,L092354,3,,25.84
LA MUNTADA,13/9/98,Erithacus rubecula,L103749,3,,25.85
LA MUNTADA,12/10/98,Erithacus rubecula,L103766,3,,25.85
LA MUNTADA,2/11/97,Erithacus rubecula,L103619,3,,25.87
LA MUNTADA,13/9/98,Erithacus rubecula,L103747,3,,25.87
LA MUNTADA,8/9/96,Erithacus rubecula,L053667,3,,25.88
LA MUNTADA,13/9/98,Erithacus rubecula,L103736,3,,25.88
LA MUNTADA,1/10/97,Erithacus rubecula,L103595,3,,25.9
LA MUNTADA,13/9/98,Erithacus rubecula,L103738,3,,25.91
LA MUNTADA,21/9/97,Erithacus rubecula,L103576,3,,25.96
LA MUNTADA,11/10/97,Erithacus rubecula,L103607,3,,25.96
LA MUNTADA,1/11/97,Erithacus rubecula,L103573,3,,25.97
LA MUNTADA,8/11/98,Erithacus rubecula,L103774,3,,25.99
LA MUNTADA,1/10/97,Erithacus rubecula,L103592,3,,26
LA MUNTADA,12/10/98,Erithacus rubecula,L103768,3,,26
LA MUNTADA,15/9/96,Erithacus rubecula,L092302,3,,26.01
LA MUNTADA,29/11/98,Erithacus rubecula,L103779,3,,26.02
LA MUNTADA,2/11/97,Erithacus rubecula,L103621,3,,26.05
LA MUNTADA,8/9/96,Erithacus rubecula,L053663,3,,26.06
LA MUNTADA,8/9/96,Erithacus rubecula,L053689,3,,26.06
LA MUNTADA,7/9/97,Erithacus rubecula,L103559,3,,26.06
LA MUNTADA,21/9/97,Erithacus rubecula,L103568,3,,26.06
LA MUNTADA,11/10/97,Erithacus rubecula,L103616,3,,26.06
LA MUNTADA,13/9/98,Erithacus rubecula,L103746,3,,26.07
LA MUNTADA,8/9/96,Erithacus rubecula,L053661,3,,26.08
LA MUNTADA,7/9/97,Erithacus rubecula,L103539,3,,26.08
LA MUNTADA,20/9/97,Erithacus rubecula,L103566,3,,26.08
LA MUNTADA,21/9/97,Erithacus rubecula,L103580,3,,26.09
LA MUNTADA,1/10/97,Erithacus rubecula,L103594,3,,26.09
LA MUNTADA,12/10/98,Erithacus rubecula,L103763,3,,26.1
LA MUNTADA,11/10/97,Erithacus rubecula,L103558,3,,26.11
LA MUNTADA,7/9/97,Erithacus rubecula,L103555,3,,26.14
LA MUNTADA,15/9/96,Erithacus rubecula,L053696,3,,26.17
LA MUNTADA,14/12/97,Erithacus rubecula,L103643,3,,26.17
LA MUNTADA,7/9/97,Erithacus rubecula,L103551,3,,26.21
LA MUNTADA,25/10/98,Erithacus rubecula,L103771,3,,26.24
LA MUNTADA,19/9/97,Erithacus rubecula,L103560,3,,26.25
LA MUNTADA,13/9/98,Erithacus rubecula,L103750,3,,26.25
LA MUNTADA,21/9/97,Erithacus rubecula,L103570,3,,26.28
LA MUNTADA,11/10/97,Erithacus rubecula,L103613,3,,26.29
LA MUNTADA,8/9/96,Erithacus rubecula,L053642,3,,26.34
LA MUNTADA,11/10/97,Erithacus rubecula,L103605,3,,26.35
LA MUNTADA,13/9/98,Erithacus rubecula,L103742,3,,26.38
LA MUNTADA,8/9/96,Erithacus rubecula,L053569,3,,26.41
LA MUNTADA,2/11/97,Erithacus rubecula,L103631,3,,26.41
LA MUNTADA,29/12/97,Erithacus rubecula,L103661,3,,26.41
LA MUNTADA,1/10/97,Erithacus rubecula,L103542,3,,26.42
LA MUNTADA,15/11/97,Erithacus rubecula,L103640,3,,26.42
LA MUNTADA,1/10/97,Erithacus rubecula,L103590,3,,26.43
LA MUNTADA,14/12/97,Erithacus rubecula,L103642,3,,26.43
LA MUNTADA,2/11/97,Erithacus rubecula,L103612,3,,26.44
LA MUNTADA,22/10/96,Erithacus rubecula,L092345,3,,26.46
LA MUNTADA,13/9/98,Erithacus rubecula,L103740,3,,26.46
LA MUNTADA,7/9/97,Erithacus rubecula,L103547,3,,26.5
LA MUNTADA,21/9/97,Erithacus rubecula,L103586,3,,26.53
LA MUNTADA,8/9/96,Erithacus rubecula,L053690,3,,26.55
LA MUNTADA,21/9/97,Erithacus rubecula,L103579,3,,26.59
LA MUNTADA,27/9/98,Erithacus rubecula,L103761,3,,26.61
LA MUNTADA,2/11/97,Erithacus rubecula,L103622,3,,26.66
LA MUNTADA,21/9/97,Erithacus rubecula,L103574,3,,26.67
LA MUNTADA,22/10/96,Erithacus rubecula,L092342,3,,26.7
LA MUNTADA,1/11/97,Erithacus rubecula,L103617,3,,26.72
LA MUNTADA,1/10/97,Erithacus rubecula,L103589,3,F,26.74
LA MUNTADA,11/10/97,Erithacus rubecula,L103524,3,F,26.84
LA MUNTADA,11/10/97,Erithacus rubecula,L103602,3,,26.84
LA MUNTADA,2/11/97,Erithacus rubecula,L103535,3,,26.96
LA MUNTADA,21/9/97,Erithacus rubecula,L103582,3,,27.53
LA MUNTADA,7/9/96,Erithacus rubecula,L053659,4,,24.22
LA MUNTADA,29/7/96,Erithacus rubecula,L053625,4,F,24.24
LA MUNTADA,29/7/96,Erithacus rubecula,L053615,4,M,24.39
LA MUNTADA,15/9/96,Erithacus rubecula,L053520,4,M,24.43
LA MUNTADA,9/8/98,Erithacus rubecula,L103725,4,F,24.45
LA MUNTADA,11/10/97,Erithacus rubecula,L103600,4,,24.46
LA MUNTADA,29/11/98,Erithacus rubecula,L103783,4,,24.52
LA MUNTADA,21/7/96,Erithacus rubecula,L053600,4,F,24.66
LA MUNTADA,11/10/97,Erithacus rubecula,L103597,4,,24.66
LA MUNTADA,8/11/98,Erithacus rubecula,L103777,4,,24.75
LA MUNTADA,14/12/97,Erithacus rubecula,L092380,4,M,24.9
LA MUNTADA,12/10/98,Erithacus rubecula,L103767,4,,24.92
LA MUNTADA,20/12/97,Erithacus rubecula,L103656,4,,24.96
LA MUNTADA,2/11/96,Erithacus rubecula,L092347,4,,25.03
LA MUNTADA,21/9/97,Erithacus rubecula,L053598,4,M,25.06
LA MUNTADA,16/12/96,Erithacus rubecula,L092352,4,,25.07
LA MUNTADA,27/9/98,Erithacus rubecula,L103752,4,,25.07
LA MUNTADA,11/10/97,Erithacus rubecula,L103598,4,,25.08
LA MUNTADA,7/9/97,Erithacus rubecula,L092393,4,M,25.1
LA MUNTADA,22/10/96,Erithacus rubecula,L092341,4,,25.1
LA MUNTADA,15/9/96,Erithacus rubecula,L092307,4,M,25.11
LA MUNTADA,2/11/97,Erithacus rubecula,L103633,4,,25.17
LA MUNTADA,6/9/97,Erithacus rubecula,L103507,4,M,25.18
LA MUNTADA,11/10/97,Erithacus rubecula,L103601,4,,25.18
LA MUNTADA,2/11/97,Erithacus rubecula,L103629,4,,25.21
LA MUNTADA,11/10/97,Erithacus rubecula,L103604,4,,25.25
LA MUNTADA,12/10/98,Erithacus rubecula,L103769,4,,25.33
LA MUNTADA,11/10/97,Erithacus rubecula,L092340,4,,25.37
LA MUNTADA,13/9/98,Erithacus rubecula,L103572,4,M,25.4
LA MUNTADA,12/10/98,Erithacus rubecula,L103770,4,,25.43
LA MUNTADA,8/11/98,Erithacus rubecula,L103778,4,,25.46
LA MUNTADA,12/7/97,Erithacus rubecula,L103527,4,F,25.48
LA MUNTADA,21/7/96,Erithacus rubecula,L053597,4,M,25.56
LA MUNTADA,29/11/98,Erithacus rubecula,L103517,4,F,25.57
LA MUNTADA,11/10/97,Erithacus rubecula,L103611,4,,25.59
LA MUNTADA,28/12/97,Erithacus rubecula,L092392,4,F,25.65
LA MUNTADA,27/9/98,Erithacus rubecula,L103753,4,,25.71
LA MUNTADA,6/9/97,Erithacus rubecula,L053677,4,F,25.75
LA MUNTADA,28/9/96,Erithacus rubecula,L092311,4,,25.75
LA MUNTADA,29/12/97,Erithacus rubecula,L103659,4,,25.76
LA MUNTADA,29/7/96,Erithacus rubecula,L053622,4,F,25.8
LA MUNTADA,6/7/96,Erithacus rubecula,L053535,4,F,25.82
LA MUNTADA,4/8/96,Erithacus rubecula,L053585,4,F,25.83
LA MUNTADA,20/12/97,Erithacus rubecula,L103654,4,,25.86
LA MUNTADA,15/9/96,Erithacus rubecula,L092306,4,M,25.87
LA MUNTADA,21/9/97,Erithacus rubecula,L103577,4,,25.87
LA MUNTADA,2/11/97,Erithacus rubecula,L103624,4,,25.88
LA MUNTADA,27/9/98,Erithacus rubecula,L103754,4,,25.91
LA MUNTADA,21/9/97,Erithacus rubecula,L103583,4,,25.92
LA MUNTADA,13/9/98,Erithacus rubecula,L103734,4,,25.93
LA MUNTADA,2/11/97,Erithacus rubecula,L103632,4,,26.06
LA MUNTADA,21/9/96,Erithacus rubecula,L053608,4,,26.08
LA MUNTADA,13/12/98,Erithacus rubecula,L103784,4,,26.12
LA MUNTADA,26/7/98,Erithacus rubecula,L103708,4,F,26.18
LA MUNTADA,6/7/96,Erithacus rubecula,L053553,4,M,26.2
LA MUNTADA,11/10/96,Erithacus rubecula,L092316,4,,26.21
LA MUNTADA,11/10/97,Erithacus rubecula,L103606,4,,26.25
LA MUNTADA,27/9/98,Erithacus rubecula,L103759,4,,26.29
LA MUNTADA,20/9/97,Erithacus rubecula,L103563,4,,26.32
LA MUNTADA,20/9/97,Erithacus rubecula,L053549,4,M,26.35
LA MUNTADA,15/11/97,Erithacus rubecula,L092362,4,,26.38
LA MUNTADA,25/10/98,Erithacus rubecula,L092369,4,,26.39
LA MUNTADA,21/3/97,Erithacus rubecula,L092357,4,,26.4
LA MUNTADA,24/12/95,Erithacus rubecula,L053503,4,,26.48
LA MUNTADA,20/9/97,Erithacus rubecula,L103562,4,,26.49
LA MUNTADA,2/11/97,Erithacus rubecula,L092366,4,M,26.53
LA MUNTADA,29/7/96,Erithacus rubecula,L053624,4,M,26.57
LA MUNTADA,7/9/97,Erithacus rubecula,L053692,4,F,26.6
LA MUNTADA,7/9/97,Erithacus rubecula,L103556,4,,26.61
LA MUNTADA,28/9/96,Erithacus rubecula,L053527,4,F,26.63
LA MUNTADA,29/7/96,Erithacus rubecula,L053584,4,F,26.63
LA MUNTADA,24/12/95,Erithacus rubecula,L053502,4,M,26.9
LA MUNTADA,2/11/97,Erithacus rubecula,L053606,4,,26.98
LA MUNTADA,10/4/99,Erithacus rubecula,L103794,5,,23.98
LA MUNTADA,15/2/98,Erithacus rubecula,L103669,5,,24.07
LA MUNTADA,12/4/97,Erithacus rubecula,L092387,5,F,24.59
LA MUNTADA,6/2/99,Erithacus rubecula,L103786,5,,24.72
LA MUNTADA,19/5/97,Erithacus rubecula,L053563,5,F,24.79
LA MUNTADA,29/3/98,Erithacus rubecula,L103674,5,,24.85
LA MUNTADA,13/6/98,Erithacus rubecula,L103690,5,F,24.93
LA MUNTADA,16/5/98,Erithacus rubecula,L103681,5,M,25.01
LA MUNTADA,15/2/98,Erithacus rubecula,L103670,5,,25.06
LA MUNTADA,16/5/98,Erithacus rubecula,L103686,5,M,25.11
LA MUNTADA,12/4/97,Erithacus rubecula,L092376,5,M,25.17
LA MUNTADA,13/6/98,Erithacus rubecula,L103689,5,F,25.18
LA MUNTADA,12/4/97,Erithacus rubecula,L092358,5,F,25.2
LA MUNTADA,23/6/96,Erithacus rubecula,L053525,5,M,25.24
LA MUNTADA,12/7/99,Erithacus rubecula,L103807,5,M,25.35
LA MUNTADA,3/6/97,Erithacus rubecula,L103514,5,F,25.36
LA MUNTADA,11/4/97,Erithacus rubecula,L092372,5,F,25.45
LA MUNTADA,10/4/99,Erithacus rubecula,L103793,5,,25.45
LA MUNTADA,22/3/97,Erithacus rubecula,L092365,5,,25.46
LA MUNTADA,3/6/97,Erithacus rubecula,L092384,5,F,25.52
LA MUNTADA,10/4/99,Erithacus rubecula,L103796,5,M,25.55
LA MUNTADA,21/3/97,Erithacus rubecula,L092336,5,,25.57
LA MUNTADA,19/5/97,Erithacus rubecula,L103509,5,M,25.6
LA MUNTADA,13/6/98,Erithacus rubecula,L103575,5,M,25.6
LA MUNTADA,16/5/98,Erithacus rubecula,L103687,5,M,25.6
LA MUNTADA,16/5/98,Erithacus rubecula,L103685,5,M,25.64
LA MUNTADA,19/5/97,Erithacus rubecula,L092363,5,F,25.71
LA MUNTADA,13/2/98,Erithacus rubecula,L103667,5,,25.72
LA MUNTADA,12/4/97,Erithacus rubecula,L092386,5,M,25.76
LA MUNTADA,12/4/97,Erithacus rubecula,L092381,5,F,25.76
LA MUNTADA,3/6/97,Erithacus rubecula,L092382,5,F,25.78
