LOCATION,DATE,SPECIES,RING,AGE,SEX,TARS
CAN CALOPA,10/11/96,Erithacus rubecula,L103328,4,,24.72
CAN CALOPA,25/10/96,Erithacus rubecula,L103170,4,,24.73
CAN CALOPA,25/10/96,Erithacus rubecula,L103159,4,,24.74
CAN CALOPA,3/10/96,Erithacus rubecula,L092455,4,,24.76
CAN CALOPA,20/10/96,Erithacus rubecula,L103092,4,,24.78
CAN CALOPA,18/10/96,Erithacus rubecula,L103014,4,,24.8
CAN CALOPA,23/10/96,Erithacus rubecula,L103150,4,,24.8
CAN CALOPA,9/10/96,Erithacus rubecula,L092633,4,,24.84
CAN CALOPA,18/10/96,Erithacus rubecula,L103032,4,,24.86
CAN CALOPA,13/12/96,Erithacus rubecula,L103195,4,,24.86
CAN CALOPA,18/10/96,Erithacus rubecula,L103020,4,,24.88
CAN CALOPA,30/10/96,Erithacus rubecula,L103256,4,,24.9
CAN CALOPA,23/10/96,Erithacus rubecula,A801694,4,,24.93
CAN CALOPA,5/10/96,Erithacus rubecula,L092527,4,,24.97
CAN CALOPA,18/10/96,Erithacus rubecula,L103002,4,,24.99
CAN CALOPA,26/12/96,Erithacus rubecula,L103344,4,,24.99
CAN CALOPA,23/10/96,Erithacus rubecula,L103148,4,,25.03
CAN CALOPA,29/10/96,Erithacus rubecula,L103240,4,,25.07
CAN CALOPA,25/10/96,Erithacus rubecula,L103182,4,,25.08
CAN CALOPA,30/10/96,Erithacus rubecula,L103262,4,,25.12
CAN CALOPA,5/10/96,Erithacus rubecula,L092535,4,,25.14
CAN CALOPA,26/10/96,Erithacus rubecula,L103206,4,,25.14
CAN CALOPA,8/11/96,Erithacus rubecula,L103299,4,,25.14
CAN CALOPA,25/10/96,Erithacus rubecula,L103156,4,,25.17
CAN CALOPA,31/10/96,Erithacus rubecula,L103282,4,,25.18
CAN CALOPA,19/10/96,Erithacus rubecula,L103067,4,,25.26
CAN CALOPA,4/11/96,Erithacus rubecula,L103290,4,,25.28
CAN CALOPA,8/11/96,Erithacus rubecula,L103304,4,,25.28
CAN CALOPA,9/11/96,Erithacus rubecula,L103318,4,,25.34
CAN CALOPA,30/10/96,Erithacus rubecula,L103263,4,,25.35
CAN CALOPA,1/10/96,Erithacus rubecula,L092436,4,,25.38
CAN CALOPA,26/10/96,Erithacus rubecula,L103188,4,,25.39
CAN CALOPA,30/10/96,Erithacus rubecula,L103271,4,,25.4
CAN CALOPA,29/10/96,Erithacus rubecula,L103231,4,,25.42
CAN CALOPA,3/10/96,Erithacus rubecula,L092457,4,,25.43
CAN CALOPA,4/11/96,Erithacus rubecula,L103287,4,,25.43
CAN CALOPA,26/12/96,Erithacus rubecula,L103340,4,,25.45
CAN CALOPA,18/10/96,Erithacus rubecula,L103007,4,,25.51
CAN CALOPA,4/11/96,Erithacus rubecula,L103298,4,,25.57
CAN CALOPA,20/10/96,Erithacus rubecula,L103105,4,,25.6
CAN CALOPA,19/10/96,Erithacus rubecula,L103083,4,,25.62
CAN CALOPA,25/10/96,Erithacus rubecula,L103154,4,,25.64
CAN CALOPA,31/10/96,Erithacus rubecula,L103280,4,,25.76
CAN CALOPA,25/10/96,Erithacus rubecula,L103155,4,,25.91
CAN CALOPA,26/10/96,Erithacus rubecula,L103192,4,,26.08
CAN CALOPA,18/10/96,Erithacus rubecula,L103022,4,,26.14
CAN CALOPA,5/10/96,Erithacus rubecula,L092513,4,,26.25
CAN CALOPA,26/10/96,Erithacus rubecula,L103191,4,,26.59
CAN CALOPA,19/10/96,Erithacus rubecula,L103080,4,,26.66
CAN CALOPA,19/10/96,Erithacus rubecula,L103049,4,,27.07
CAN CALOPA,20/10/96,Sylvia atricapilla,L103101,2,M,19.87
CAN CALOPA,8/10/96,Sylvia atricapilla,L092603,2,F,20.29
CAN CALOPA,5/10/96,Sylvia atricapilla,L092569,2,M,20.35
CAN CALOPA,26/9/96,Sylvia atricapilla,L092404,2,M,20.36
CAN CALOPA,26/9/96,Sylvia atricapilla,L092407,2,M,20.39
CAN CALOPA,19/10/96,Sylvia atricapilla,L103076,2,M,20.51
CAN CALOPA,23/10/96,Sylvia atricapilla,L103139,2,M,20.7
CAN CALOPA,8/10/96,Sylvia atricapilla,L092597,2,F,20.94
CAN CALOPA,25/10/96,Sylvia atricapilla,L103169,2,F,21.19
CAN CALOPA,23/10/96,Sylvia atricapilla,L103137,2,F,21.33
CAN CALOPA,1/10/96,Sylvia atricapilla,L092432,2,M,21.54
CAN CALOPA,8/11/96,Sylvia atricapilla,L103309,2,F,22.09
CAN CALOPA,4/11/96,Sylvia atricapilla,L103289,2,F,22.21
CAN CALOPA,8/10/96,Sylvia atricapilla,L092591,3,F,18.99
CAN CALOPA,5/10/96,Sylvia atricapilla,L092531,3,F,19.08
CAN CALOPA,5/10/96,Sylvia atricapilla,L092520,3,F,19.13
CAN CALOPA,16/10/96,Sylvia atricapilla,L092663,3,F,19.2
CAN CALOPA,19/10/96,Sylvia atricapilla,L103061,3,M,19.2
CAN CALOPA,5/10/96,Sylvia atricapilla,L092541,3,F,19.28
CAN CALOPA,18/10/96,Sylvia atricapilla,L103023,3,M,19.38
CAN CALOPA,8/10/96,Sylvia atricapilla,L092578,3,M,19.45
CAN CALOPA,23/10/96,Sylvia atricapilla,L103122,3,F,19.47
CAN CALOPA,8/10/96,Sylvia atricapilla,L092601,3,F,19.52
CAN CALOPA,5/10/96,Sylvia atricapilla,L092533,3,M,19.57
CAN CALOPA,16/10/96,Sylvia atricapilla,L092657,3,M,19.58
CAN CALOPA,4/10/96,Sylvia atricapilla,L092482,3,M,19.6
CAN CALOPA,5/10/96,Sylvia atricapilla,L092510,3,M,19.65
CAN CALOPA,30/10/96,Sylvia atricapilla,L103261,3,M,19.65
CAN CALOPA,3/10/96,Sylvia atricapilla,L092462,3,M,19.68
CAN CALOPA,19/10/96,Sylvia atricapilla,L103060,3,F,19.73
CAN CALOPA,4/10/96,Sylvia atricapilla,L092481,3,M,19.74
CAN CALOPA,20/10/96,Sylvia atricapilla,L103107,3,F,19.75
CAN CALOPA,8/10/96,Sylvia atricapilla,L092611,3,M,19.76
CAN CALOPA,8/10/96,Sylvia atricapilla,L092616,3,M,19.82
CAN CALOPA,5/10/96,Sylvia atricapilla,L092556,3,M,19.84
CAN CALOPA,20/10/96,Sylvia atricapilla,L103099,3,F,19.85
CAN CALOPA,1/10/96,Sylvia atricapilla,L092423,3,M,19.91
CAN CALOPA,4/11/96,Sylvia atricapilla,L103296,3,M,19.91
CAN CALOPA,3/10/96,Sylvia atricapilla,L092472,3,M,19.92
CAN CALOPA,4/10/96,Sylvia atricapilla,L092490,3,M,19.92
CAN CALOPA,23/10/96,Sylvia atricapilla,L103136,3,M,19.93
CAN CALOPA,8/10/96,Sylvia atricapilla,L092602,3,F,19.94
CAN CALOPA,29/10/96,Sylvia atricapilla,L103237,3,F,19.94
CAN CALOPA,1/10/96,Sylvia atricapilla,L092422,3,M,19.96
CAN CALOPA,4/10/96,Sylvia atricapilla,L092475,3,M,19.97
CAN CALOPA,26/9/96,Sylvia atricapilla,L092420,3,M,19.99
CAN CALOPA,8/10/96,Sylvia atricapilla,L092604,3,M,20.01
CAN CALOPA,8/10/96,Sylvia atricapilla,L092581,3,M,20.02
CAN CALOPA,25/10/96,Sylvia atricapilla,L103167,3,M,20.02
CAN CALOPA,4/10/96,Sylvia atricapilla,L092493,3,F,20.04
CAN CALOPA,5/10/96,Sylvia atricapilla,L092526,3,F,20.04
CAN CALOPA,16/10/96,Sylvia atricapilla,L092652,3,F,20.06
CAN CALOPA,4/11/96,Sylvia atricapilla,L103291,3,F,20.07
CAN CALOPA,5/10/96,Sylvia atricapilla,L092564,3,F,20.08
CAN CALOPA,5/10/96,Sylvia atricapilla,L092570,3,M,20.08
CAN CALOPA,1/10/96,Sylvia atricapilla,L092443,3,M,20.09
CAN CALOPA,1/10/96,Sylvia atricapilla,L092448,3,M,20.11
CAN CALOPA,5/10/96,Sylvia atricapilla,L092546,3,M,20.11
CAN CALOPA,23/10/96,Sylvia atricapilla,L103133,3,F,20.13
CAN CALOPA,25/10/96,Sylvia atricapilla,L103177,3,F,20.13
CAN CALOPA,3/10/96,Sylvia atricapilla,L092456,3,M,20.14
CAN CALOPA,23/10/96,Sylvia atricapilla,L103147,3,M,20.14
CAN CALOPA,26/10/96,Sylvia atricapilla,L103210,3,F,20.16
CAN CALOPA,16/10/96,Sylvia atricapilla,L092651,3,F,20.17
CAN CALOPA,29/10/96,Sylvia atricapilla,L103238,3,M,20.19
CAN CALOPA,3/10/96,Sylvia atricapilla,L092469,3,M,20.2
CAN CALOPA,16/10/96,Sylvia atricapilla,L092653,3,M,20.2
CAN CALOPA,30/10/96,Sylvia atricapilla,L103260,3,M,20.21
CAN CALOPA,3/10/96,Sylvia atricapilla,L092450,3,M,20.22
CAN CALOPA,5/10/96,Sylvia atricapilla,L092530,3,M,20.22
CAN CALOPA,5/10/96,Sylvia atricapilla,L092528,3,F,20.23
CAN CALOPA,8/10/96,Sylvia atricapilla,L092607,3,M,20.23
CAN CALOPA,4/10/96,Sylvia atricapilla,L092488,3,M,20.24
CAN CALOPA,5/10/96,Sylvia atricapilla,L092524,3,M,20.25
CAN CALOPA,18/10/96,Sylvia atricapilla,L103027,3,F,20.26
CAN CALOPA,26/9/96,Sylvia atricapilla,L092414,3,M,20.28
CAN CALOPA,5/10/96,Sylvia atricapilla,L092509,3,M,20.28
CAN CALOPA,1/10/96,Sylvia atricapilla,L092431,3,M,20.3
CAN CALOPA,4/10/96,Sylvia atricapilla,L092502,3,M,20.3
CAN CALOPA,23/10/96,Sylvia atricapilla,L103138,3,M,20.3
CAN CALOPA,5/10/96,Sylvia atricapilla,L092539,3,M,20.31
CAN CALOPA,23/10/96,Sylvia atricapilla,L103121,3,F,20.31
CAN CALOPA,4/10/96,Sylvia atricapilla,L092492,3,F,20.32
CAN CALOPA,5/10/96,Sylvia atricapilla,L092568,3,M,20.33
CAN CALOPA,8/10/96,Sylvia atricapilla,L092609,3,M,20.33
CAN CALOPA,16/10/96,Sylvia atricapilla,L092671,3,F,20.33
CAN CALOPA,19/10/96,Sylvia atricapilla,L103082,3,M,20.33
CAN CALOPA,16/10/96,Sylvia atricapilla,L092674,3,M,20.34
CAN CALOPA,30/10/96,Sylvia atricapilla,L103272,3,F,20.34
CAN CALOPA,5/10/96,Sylvia atricapilla,L092507,3,M,20.36
CAN CALOPA,10/11/96,Sylvia atricapilla,L103324,3,M,20.36
CAN CALOPA,3/10/96,Sylvia atricapilla,L092470,3,M,20.37
CAN CALOPA,5/10/96,Sylvia atricapilla,L092543,3,M,20.38
CAN CALOPA,9/10/96,Sylvia atricapilla,L092639,3,F,20.38
CAN CALOPA,16/10/96,Sylvia atricapilla,L092664,3,M,20.38
CAN CALOPA,1/10/96,Sylvia atricapilla,L092441,3,M,20.39
CAN CALOPA,4/10/96,Sylvia atricapilla,L092479,3,M,20.39
CAN CALOPA,26/10/96,Sylvia atricapilla,L103199,3,F,20.39
CAN CALOPA,1/10/96,Sylvia atricapilla,L092430,3,M,20.41
CAN CALOPA,20/10/96,Sylvia atricapilla,L103110,3,M,20.41
CAN CALOPA,26/10/96,Sylvia atricapilla,L103208,3,M,20.42
CAN CALOPA,4/10/96,Sylvia atricapilla,L092505,3,M,20.44
CAN CALOPA,23/10/96,Sylvia atricapilla,L103144,3,F,20.44
CAN CALOPA,4/10/96,Sylvia atricapilla,L092486,3,M,20.45
CAN CALOPA,29/10/96,Sylvia atricapilla,L103232,3,M,20.45
CAN CALOPA,13/12/96,Sylvia atricapilla,L103339,3,F,20.45
CAN CALOPA,4/10/96,Sylvia atricapilla,L092497,3,M,20.46
CAN CALOPA,16/10/96,Sylvia atricapilla,L092661,3,M,20.46
CAN CALOPA,8/11/96,Sylvia atricapilla,L103308,3,M,20.47
CAN CALOPA,5/10/96,Sylvia atricapilla,L092554,3,M,20.48
CAN CALOPA,5/10/96,Sylvia atricapilla,L092562,3,M,20.48
CAN CALOPA,20/10/96,Sylvia atricapilla,L103088,3,M,20.49
CAN CALOPA,1/10/96,Sylvia atricapilla,L092429,3,F,20.5
CAN CALOPA,8/10/96,Sylvia atricapilla,L092598,3,M,20.5
CAN CALOPA,18/10/96,Sylvia atricapilla,L103024,3,F,20.51
CAN CALOPA,26/10/96,Sylvia atricapilla,L103196,3,M,20.51
CAN CALOPA,26/10/96,Sylvia atricapilla,L103209,3,M,20.51
CAN CALOPA,26/9/96,Sylvia atricapilla,L092415,3,M,20.52
CAN CALOPA,8/10/96,Sylvia atricapilla,L092583,3,M,20.52
CAN CALOPA,19/10/96,Sylvia atricapilla,L103072,3,F,20.53
CAN CALOPA,1/10/96,Sylvia atricapilla,L092447,3,M,20.54
CAN CALOPA,4/10/96,Sylvia atricapilla,L092495,3,F,20.54
CAN CALOPA,5/10/96,Sylvia atricapilla,L092517,3,F,20.55
CAN CALOPA,5/10/96,Sylvia atricapilla,L092563,3,M,20.55
CAN CALOPA,1/10/96,Sylvia atricapilla,L092446,3,F,20.56
CAN CALOPA,3/10/96,Sylvia atricapilla,L092464,3,F,20.56
CAN CALOPA,4/10/96,Sylvia atricapilla,L092489,3,M,20.56
CAN CALOPA,3/10/96,Sylvia atricapilla,L092467,3,F,20.57
CAN CALOPA,23/10/96,Sylvia atricapilla,L103141,3,M,20.57
CAN CALOPA,26/9/96,Sylvia atricapilla,L092413,3,M,20.61
CAN CALOPA,5/10/96,Sylvia atricapilla,L092558,3,F,20.61
CAN CALOPA,16/10/96,Sylvia atricapilla,L092675,3,F,20.61
CAN CALOPA,19/10/96,Sylvia atricapilla,L103059,3,F,20.61
CAN CALOPA,25/10/96,Sylvia atricapilla,L103168,3,M,20.61
CAN CALOPA,5/10/96,Sylvia atricapilla,L092545,3,M,20.62
CAN CALOPA,5/10/96,Sylvia atricapilla,L092567,3,F,20.62
CAN CALOPA,4/10/96,Sylvia atricapilla,L092476,3,M,20.63
CAN CALOPA,4/10/96,Sylvia atricapilla,L092494,3,M,20.63
CAN CALOPA,4/10/96,Sylvia atricapilla,L092498,3,M,20.63
CAN CALOPA,1/10/96,Sylvia atricapilla,L092424,3,M,20.64
CAN CALOPA,3/10/96,Sylvia atricapilla,L092468,3,M,20.64
CAN CALOPA,26/9/96,Sylvia atricapilla,L092408,3,F,20.65
CAN CALOPA,5/10/96,Sylvia atricapilla,L092523,3,M,20.65
CAN CALOPA,23/10/96,Sylvia atricapilla,L103124,3,M,20.66
CAN CALOPA,3/10/96,Sylvia atricapilla,L092458,3,M,20.68
CAN CALOPA,8/10/96,Sylvia atricapilla,L092587,3,M,20.68
CAN CALOPA,8/11/96,Sylvia atricapilla,L103312,3,F,20.68
CAN CALOPA,26/9/96,Sylvia atricapilla,L092409,3,M,20.69
CAN CALOPA,18/10/96,Sylvia atricapilla,L103028,3,M,20.69
CAN CALOPA,1/10/96,Sylvia atricapilla,L092444,3,M,20.7
CAN CALOPA,8/10/96,Sylvia atricapilla,L092595,3,F,20.7
CAN CALOPA,8/10/96,Sylvia atricapilla,L092610,3,M,20.71
CAN CALOPA,16/10/96,Sylvia atricapilla,L092681,3,M,20.72
CAN CALOPA,4/10/96,Sylvia atricapilla,L092484,3,F,20.73
CAN CALOPA,19/10/96,Sylvia atricapilla,L103071,3,M,20.73
CAN CALOPA,8/10/96,Sylvia atricapilla,L092577,3,M,20.74
CAN CALOPA,4/11/96,Sylvia atricapilla,L103293,3,F,20.76
CAN CALOPA,26/9/96,Sylvia atricapilla,L092416,3,F,20.77
CAN CALOPA,5/10/96,Sylvia atricapilla,L092542,3,M,20.77
CAN CALOPA,20/10/96,Sylvia atricapilla,L103090,3,F,20.77
CAN CALOPA,3/10/96,Sylvia atricapilla,L092471,3,F,20.78
CAN CALOPA,4/10/96,Sylvia atricapilla,L092480,3,F,20.79
CAN CALOPA,26/9/96,Sylvia atricapilla,L092418,3,F,20.8
CAN CALOPA,4/10/96,Sylvia atricapilla,L092503,3,M,20.8
CAN CALOPA,25/10/96,Sylvia atricapilla,L103178,3,F,20.8
CAN CALOPA,16/10/96,Sylvia atricapilla,L092656,3,F,20.81
CAN CALOPA,19/10/96,Sylvia atricapilla,L103073,3,M,20.81
CAN CALOPA,5/10/96,Sylvia atricapilla,L092511,3,M,20.82
CAN CALOPA,5/10/96,Sylvia atricapilla,L092555,3,F,20.82
CAN CALOPA,16/10/96,Sylvia atricapilla,L092659,3,F,20.82
CAN CALOPA,3/10/96,Sylvia atricapilla,L092463,3,M,20.83
CAN CALOPA,8/10/96,Sylvia atricapilla,L092615,3,M,20.87
CAN CALOPA,19/10/96,Sylvia atricapilla,L103074,3,F,20.87
CAN CALOPA,5/10/96,Sylvia atricapilla,L092548,3,M,20.88
CAN CALOPA,20/10/96,Sylvia atricapilla,L103109,3,M,20.89
CAN CALOPA,19/10/96,Sylvia atricapilla,L103064,3,M,20.9
CAN CALOPA,20/10/96,Sylvia atricapilla,L103052,3,M,20.93
CAN CALOPA,5/10/96,Sylvia atricapilla,L092522,3,F,20.94
CAN CALOPA,19/10/96,Sylvia atricapilla,L103065,3,M,20.94
CAN CALOPA,8/10/96,Sylvia atricapilla,L092621,3,M,20.95
CAN CALOPA,26/10/96,Sylvia atricapilla,L103219,3,M,20.96
CAN CALOPA,18/10/96,Sylvia atricapilla,L103033,3,M,20.97
CAN CALOPA,1/10/96,Sylvia atricapilla,L092442,3,F,20.98
CAN CALOPA,4/10/96,Sylvia atricapilla,L092474,3,M,20.98
CAN CALOPA,23/10/96,Sylvia atricapilla,L103143,3,M,20.98
CAN CALOPA,31/10/96,Sylvia atricapilla,L103278,3,M,20.98
CAN CALOPA,5/10/96,Sylvia atricapilla,L092521,3,M,21.01
CAN CALOPA,8/10/96,Sylvia atricapilla,L092573,3,F,21.03
CAN CALOPA,8/10/96,Sylvia atricapilla,L092592,3,M,21.03
CAN CALOPA,9/10/96,Sylvia atricapilla,L092637,3,F,21.03
CAN CALOPA,26/9/96,Sylvia atricapilla,L092411,3,F,21.04
CAN CALOPA,1/10/96,Sylvia atricapilla,L092426,3,F,21.05
CAN CALOPA,16/10/96,Sylvia atricapilla,L092662,3,M,21.05
CAN CALOPA,23/10/96,Sylvia atricapilla,L103140,3,F,21.06
CAN CALOPA,8/10/96,Sylvia atricapilla,L092580,3,M,21.07
CAN CALOPA,3/10/96,Sylvia atricapilla,L092454,3,M,21.09
CAN CALOPA,5/10/96,Sylvia atricapilla,L092560,3,M,21.12
CAN CALOPA,3/10/96,Sylvia atricapilla,L092452,3,F,21.14
CAN CALOPA,3/10/96,Sylvia atricapilla,L092453,3,M,21.15
CAN CALOPA,5/10/96,Sylvia atricapilla,L092565,3,F,21.15
CAN CALOPA,1/10/96,Sylvia atricapilla,L092445,3,M,21.16
CAN CALOPA,4/10/96,Sylvia atricapilla,L092499,3,M,21.16
CAN CALOPA,4/10/96,Sylvia atricapilla,L092477,3,M,21.17
CAN CALOPA,26/9/96,Sylvia atricapilla,L092406,3,M,21.18
CAN CALOPA,16/10/96,Sylvia atricapilla,L092677,3,M,21.18
CAN CALOPA,9/10/96,Sylvia atricapilla,L092642,3,F,21.2
CAN CALOPA,4/10/96,Sylvia atricapilla,L092473,3,F,21.21
CAN CALOPA,26/9/96,Sylvia atricapilla,L092402,3,F,21.23
CAN CALOPA,26/9/96,Sylvia atricapilla,L092410,3,F,21.25
CAN CALOPA,8/10/96,Sylvia atricapilla,L092606,3,F,21.26
CAN CALOPA,5/10/96,Sylvia atricapilla,L092540,3,F,21.27
CAN CALOPA,8/10/96,Sylvia atricapilla,L092608,3,M,21.28
CAN CALOPA,23/10/96,Sylvia atricapilla,L103146,3,F,21.28
CAN CALOPA,4/10/96,Sylvia atricapilla,L092487,3,F,21.29
CAN CALOPA,4/10/96,Sylvia atricapilla,L092501,3,M,21.3
CAN CALOPA,5/10/96,Sylvia atricapilla,L092559,3,M,21.3
CAN CALOPA,8/10/96,Sylvia atricapilla,L092593,3,M,21.31
CAN CALOPA,5/10/96,Sylvia atricapilla,L092525,3,F,21.32
CAN CALOPA,9/10/96,Sylvia atricapilla,L092636,3,M,21.33
CAN CALOPA,29/10/96,Sylvia atricapilla,L103244,3,F,21.33
CAN CALOPA,4/10/96,Sylvia atricapilla,L092504,3,M,21.34
CAN CALOPA,25/10/96,Sylvia atricapilla,L103173,3,F,21.34
CAN CALOPA,8/10/96,Sylvia atricapilla,L092605,3,F,21.36
CAN CALOPA,20/10/96,Sylvia atricapilla,L103112,3,M,21.36
CAN CALOPA,5/10/96,Sylvia atricapilla,L092547,3,F,21.37
CAN CALOPA,8/10/96,Sylvia atricapilla,L092585,3,F,21.37
CAN CALOPA,8/10/96,Sylvia atricapilla,L092596,3,M,21.41
CAN CALOPA,8/10/96,Sylvia atricapilla,L092586,3,F,21.43
CAN CALOPA,5/10/96,Sylvia atricapilla,L092508,3,M,21.44
CAN CALOPA,16/10/96,Sylvia atricapilla,L092660,3,F,21.44
CAN CALOPA,9/10/96,Sylvia atricapilla,L092635,3,M,21.57
CAN CALOPA,23/10/96,Sylvia atricapilla,L103123,3,F,21.57
CAN CALOPA,26/9/96,Sylvia atricapilla,L092403,3,F,21.58
CAN CALOPA,5/10/96,Sylvia atricapilla,L092552,3,F,21.59
CAN CALOPA,5/10/96,Sylvia atricapilla,L092544,3,F,21.6
CAN CALOPA,8/10/96,Sylvia atricapilla,L092618,3,F,21.61
CAN CALOPA,5/10/96,Sylvia atricapilla,L092551,3,M,21.63
CAN CALOPA,30/10/96,Sylvia atricapilla,L103264,3,F,21.69
CAN CALOPA,1/10/96,Sylvia atricapilla,L092427,3,M,21.75
CAN CALOPA,8/11/96,Sylvia atricapilla,L103310,3,F,21.96
CAN CALOPA,16/10/96,Sylvia atricapilla,L092650,3,F,22.12
CAN CALOPA,23/10/96,Sylvia atricapilla,L103125,4,F,18.3
CAN CALOPA,29/10/96,Sylvia atricapilla,L103225,4,M,20.34
CAN CALOPA,5/10/96,Sylvia atricapilla,L092561,4,M,20.43
CAN CALOPA,26/9/96,Sylvia atricapilla,L092405,4,M,20.49
CAN CALOPA,16/10/96,Sylvia atricapilla,L092654,4,F,21
CAN CALOPA,4/10/96,Sylvia atricapilla,L092483,4,F,21.28
CAN CALOPA,19/10/96,Sylvia atricapilla,L103079,4,M,21.74
CAN CALOPA,21/2/97,Sylvia atricapilla,L103347,5,F,20.49
CAN CALOPA,21/2/97,Sylvia atricapilla,L103348,5,M,20.68
CAN CALOPA,21/2/97,Sylvia atricapilla,L103349,5,M,21.11
CAN CALOPA,25/10/96,Sylvia melanocephala,L103176,2,F,19.67
CAN CALOPA,25/10/96,Sylvia melanocephala,L103181,2,F,20.26
CAN CALOPA,9/10/96,Sylvia melanocephala,L092638,3,M,19.6
CAN CALOPA,18/10/96,Sylvia melanocephala,L103025,3,F,19.7
CAN CALOPA,23/10/96,Sylvia melanocephala,L103151,3,F,19.84
CAN CALOPA,18/10/96,Sylvia melanocephala,L103026,3,M,20.02
CAN CALOPA,26/10/96,Sylvia melanocephala,L103213,3,M,20.12
CAN CALOPA,26/10/96,Sylvia melanocephala,L103201,3,M,20.16
CAN CALOPA,26/9/96,Sylvia melanocephala,847505,3,F,20.32
CAN CALOPA,4/10/96,Sylvia melanocephala,847541,3,M,20.43
CAN CALOPA,4/10/96,Sylvia melanocephala,847540,3,F,20.44
CAN CALOPA,16/10/96,Sylvia melanocephala,L092676,3,M,20.54
CAN CALOPA,1/10/96,Sylvia melanocephala,847517,3,F,20.59
CAN CALOPA,8/10/96,Sylvia melanocephala,L092617,3,M,20.68
CAN CALOPA,25/10/96,Sylvia melanocephala,L103172,3,F,21.03
CAN CALOPA,26/9/96,Sylvia melanocephala,847504,3,M,21.05
CAN CALOPA,4/10/96,Sylvia melanocephala,847539,3,M,21.11
CAN CALOPA,26/10/96,Sylvia melanocephala,L103205,3,M,21.21
CAN CALOPA,18/10/96,Sylvia melanocephala,L103029,3,F,21.27
CAN CALOPA,26/9/96,Sylvia melanocephala,847508,3,M,21.59
CAN CALOPA,26/9/96,Sylvia melanocephala,847506,3,F,22.23
CAN CALOPA,26/12/96,Sylvia melanocephala,L103342,4,F,19.62
CAN CALOPA,26/12/96,Sylvia melanocephala,L103343,4,F,19.72
CAN CALOPA,26/9/96,Sylvia melanocephala,847507,4,M,20.49
CAN CALOPA,21/2/97,Sylvia melanocephala,L103346,6,M,20.43
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762555,2,M,19.6
CAN FERRIOL,10/9/97,Sylvia atricapilla,2762517,2,F,19.7
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762522,2,F,20.9
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762521,3,M,19.4
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762546,3,F,19.4
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762528,3,F,19.9
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762537,3,M,19.9
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762553,3,M,19.9
CAN FERRIOL,10/9/97,Sylvia atricapilla,2762512,3,M,20
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762543,3,F,20
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762551,3,F,20
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762540,3,M,20.2
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762545,3,F,20.3
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762531,3,F,20.5
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762541,3,F,20.5
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762525,3,M,20.6
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762535,3,M,20.6
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762548,3,F,20.6
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762550,3,F,20.6
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762549,3,M,20.7
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762529,3,M,20.8
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762552,3,F,20.8
CAN FERRIOL,10/9/97,Sylvia atricapilla,2762519,3,F,21
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762520,3,F,21
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762532,3,F,21
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762539,3,M,21.1
CAN FERRIOL,2/8/97,Sylvia atricapilla,2768507,3,M,21.1
CAN FERRIOL,10/9/97,Sylvia atricapilla,2762514,3,M,21.2
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762526,3,M,21.3
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762536,3,F,21.3
CAN FERRIOL,10/9/97,Sylvia atricapilla,2762516,3,M,21.4
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762538,3,M,21.4
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762556,3,F,21.4
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762533,3,F,21.5
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762524,3,M,21.7
CAN FERRIOL,2/8/97,Sylvia atricapilla,2768508,3,M,21.8
CAN FERRIOL,20/9/97,Sylvia atricapilla,2762530,3,M,21.9
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762544,4,M,20.2
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762554,4,M,20.2
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762547,4,F,20.5
CAN FERRIOL,22/9/97,Sylvia atricapilla,2762557,4,M,21.1
CAN FERRIOL,22/5/97,Sylvia atricapilla,2686182,4,M,21.2
CAN FERRIOL,22/5/97,Sylvia atricapilla,2768500,4,F,21.3
