"RearingBrood","ChickID","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","GenPairID","ResMassTarsus_perChick","MeanLogAdev","MeanLogSdev","MeanLogAdevAgeCat6","MeanLogSdevAgeCat6","MeanLogAdevAgeCat10","MeanLogSdevAgeCat10","MeanTotalProRateAgeCat6","MeanTotalProRateAgeCat10"
96,2362,95,1,14,15,12,1,206,2018,2,9,0.18,8.82,9.75081289010964,1,-0.22,1.22,1386,591,"5911386",2005,53,1,4,FALSE,"2018206",-1.64667554007323,0.0191291699089954,-0.136859182717197,0.0191291699089954,-0.136859182717197,NA,NA,9.75081289010964,NA
98,2374,98,0,18,15.1000003814697,12,1,1048,356,1,2,0,2,16.3313615365605,1,0.18,0.82,1048,591,"5911048",2005,61,1,2,FALSE,"3561048",2.1214773141745,0,0.127833371509885,NA,NA,0,0.127833371509885,NA,16.3313615365605
100,2388,101,1,21.2000007629395,17.2999992370605,12,1,1507,1500,2,26.5,5,21.5,30.8896312622923,17.5,3.48,14.02,560,4230,"4230560",2005,63,2,3,FALSE,"15001507",0.220862981145397,0.209927400071731,0.220644258009039,0.125357101156621,0.137089839947161,0.294497698986841,0.304198676070917,33.7662332086236,28.0130293159609
100,2389,101,1,20.5,16.7000007629395,12,1,1507,1500,2,26.5,5,21.5,30.8896312622923,17.5,3.48,14.02,560,4230,"4230560",2005,63,2,3,FALSE,"15001507",0.911936248486637,0.209927400071731,0.220644258009039,0.125357101156621,0.137089839947161,0.294497698986841,0.304198676070917,33.7662332086236,28.0130293159609
101,2383,100,1,24.6000003814697,19,12,1,560,4230,4,22.5,0.600000000000001,21.9,30.0985749491053,14,0.300000000000001,13.7,1507,1500,"15001507",2005,63,2,4,TRUE,"4230560",-0.320525611764531,0.0320966472454969,0.0441187988793457,0.0657015904028786,0.106530790806017,-0.00150829591188485,-0.0182931930473254,20.327868852459,39.8692810457516
101,2384,100,1,24.2000007629395,18,12,1,560,4230,4,22.5,0.600000000000001,21.9,30.0985749491053,14,0.300000000000001,13.7,1507,1500,"15001507",2005,63,2,4,TRUE,"4230560",1.59793738299552,0.0320966472454969,0.0441187988793457,0.0657015904028786,0.106530790806017,-0.00150829591188485,-0.0182931930473254,20.327868852459,39.8692810457516
101,2385,100,1,12.8000001907349,15.8000001907349,12,1,560,4230,4,22.5,0.600000000000001,21.9,30.0985749491053,14,0.300000000000001,13.7,1507,1500,"15001507",2005,63,2,4,TRUE,"4230560",-4.70144588218227,0.0320966472454969,0.0441187988793457,0.0657015904028786,0.106530790806017,-0.00150829591188485,-0.0182931930473254,20.327868852459,39.8692810457516
101,2390,101,0,16.2000007629395,16.7999992370605,12,1,1507,1500,4,22.5,0.600000000000001,21.9,30.0985749491053,14,0.300000000000001,13.7,1507,1500,"15001507",2005,63,2,4,TRUE,"15001507",-3.61990571220948,0.0320966472454969,0.0441187988793457,0.0657015904028786,0.106530790806017,-0.00150829591188485,-0.0182931930473254,20.327868852459,39.8692810457516
102,2414,107,1,25.2000007629395,19,12,1,1718,1738,1,14,0.24,13.76,21.1835764266864,8.5,0.984999999999999,7.515,416,4418,"4418416",2005,64,7,2,FALSE,"17381718",0.279474769705267,0.0310499847905931,0.155594094603402,0.0792493716541407,0.2484613592985,-0.0171494020729545,0.0627268299083051,16.9875424688562,25.3796103845165
105,2408,106,1,21.5,16.8999996185303,12,1,471,661,2,20,0.399999999999999,19.6,21.152703305137,11.5,1.275,10.225,604,4304,"4304604",2005,64,5,5,TRUE,"661471",1.44824637909853,0.0376841304741817,0.039106957052944,0.103212287119537,-0.111703989580001,-0.0278440261711732,0.189917903685889,15.0326802383017,27.2727263719723
105,2409,106,1,18,18,12,1,471,661,2,20,0.399999999999999,19.6,21.152703305137,11.5,1.275,10.225,604,4304,"4304604",2005,64,5,5,TRUE,"661471",-4.60206337994398,0.0376841304741817,0.039106957052944,0.103212287119537,-0.111703989580001,-0.0278440261711732,0.189917903685889,15.0326802383017,27.2727263719723
106,2391,102,1,26.2999992370605,19.5,12,1,416,4418,2,13.5,0.780000000000001,12.72,21.9542624186038,5.5,-0.695,6.195,471,661,"661471",2005,64,7,4,TRUE,"4418416",0.220241937181143,0.0619896123535163,-0.199837916765168,0.024821653173814,-0.542324290825362,0.0991575715332186,0.142648457295026,16.2162162162162,27.6923086209914
106,2392,102,1,27.2999992370605,19,12,1,416,4413,2,13.5,0.780000000000001,12.72,21.9542624186038,5.5,-0.695,6.195,471,661,"661471",2005,64,7,4,TRUE,"4413416",2.37947324382627,0.0619896123535163,-0.199837916765168,0.024821653173814,-0.542324290825362,0.0991575715332186,0.142648457295026,16.2162162162162,27.6923086209914
107,2403,105,1,24.2999992370605,19,12,1,604,4304,3,34.5,7.98,26.52,30.7756119435353,25.5,5.625,19.875,1718,1738,"17381718",2005,64,2,3,FALSE,"4304604",-0.620526756173732,0.264144806010242,0.254956879469682,0.145109548701754,0.173101038828312,0.383180063318729,0.336812720111053,34.541576701359,27.0096471857117
107,2404,105,1,21.2999992370605,18.2999992370605,12,1,604,4304,3,34.5,7.98,26.52,30.7756119435353,25.5,5.625,19.875,1718,1738,"17381718",2005,64,2,3,FALSE,"4304604",-1.99760115802385,0.264144806010242,0.254956879469682,0.145109548701754,0.173101038828312,0.383180063318729,0.336812720111053,34.541576701359,27.0096471857117
107,2405,105,1,21,18.2999992370605,12,1,604,4304,3,34.5,7.98,26.52,30.7756119435353,25.5,5.625,19.875,1718,1738,"17381718",2005,64,2,3,FALSE,"4304604",-2.29760039508435,0.264144806010242,0.254956879469682,0.145109548701754,0.173101038828312,0.383180063318729,0.336812720111053,34.541576701359,27.0096471857117
108,2394,103,1,23.1000003814697,18.3999996185303,12,1,521,1038,3,17,2.87,14.13,19.7402912062356,9,1.885,7.115,2007,2012,"20122007",2005,64,1,3,FALSE,"1038521",-0.42944715936714,0.155342261529922,0.193441567504773,0.254748890729541,0.296790091482508,0.0559356323303033,0.0900930435270379,21.5005599104143,17.980022502057
108,2395,103,1,23.3999996185303,19.2000007629395,12,1,521,1038,3,17,2.87,14.13,19.7402912062356,9,1.885,7.115,2007,2012,"20122007",2005,64,1,3,FALSE,"1038521",-1.98422066620869,0.155342261529922,0.193441567504773,0.254748890729541,0.296790091482508,0.0559356323303033,0.0900930435270379,21.5005599104143,17.980022502057
108,2396,103,1,20.6000003814697,18.2000007629395,12,1,521,1038,3,17,2.87,14.13,19.7402912062356,9,1.885,7.115,2007,2012,"20122007",2005,64,1,3,FALSE,"1038521",-2.46575728997904,0.155342261529922,0.193441567504773,0.254748890729541,0.296790091482508,0.0559356323303033,0.0900930435270379,21.5005599104143,17.980022502057
109,2423,109,0,19.2000007629395,18.2000007629395,12,1,1558,902,3,20,3.1,16.9,23.4864868823903,13.5,4.54,8.96,1558,902,"9021558",2005,65,1,4,FALSE,"9021558",-3.86575690850924,0.162829557419902,0.401634417546237,0.22314355131421,0.581050781299207,0.102515563525595,0.222218053793267,22.972972972973,24.0000007918075
109,2424,109,0,20.5,17.6000003814697,12,1,1558,4304,3,20,3.1,16.9,23.4864868823903,13.5,4.54,8.96,1558,902,"9021558",2005,65,1,4,FALSE,"43041558",-1.17467921905112,0.162829557419902,0.401634417546237,0.22314355131421,0.581050781299207,0.102515563525595,0.222218053793267,22.972972972973,24.0000007918075
109,2426,109,0,13.3999996185303,15.8000001907349,12,1,1558,902,3,20,3.1,16.9,23.4864868823903,13.5,4.54,8.96,1558,902,"9021558",2005,65,1,4,FALSE,"9021558",-4.10144645438687,0.162829557419902,0.401634417546237,0.22314355131421,0.581050781299207,0.102515563525595,0.222218053793267,22.972972972973,24.0000007918075
112,2435,112,0,19,17.2000007629395,12,1,4425,962,1,9,2.22,6.78,9.2713896055724,2,0.51,1.49,4425,962,"9624425",2005,67,1,3,FALSE,"9624425",-1.74729505815849,0.261814023925871,-0.220587696704445,0.106668560317842,-0.963174317773006,0.416959487533899,0.521998924364116,7.407407661118,11.1353715500268
114,2447,115,1,28.8999996185303,20.5,12,1,4424,4304,3,35,5.01,29.99,32.5174819757503,23.5,2.32,21.18,338,466,"466338",2005,69,3,5,FALSE,"43044424",0.50177970536069,0.152185624821754,0.102490291211953,0.162353243141667,0.16902262579323,0.142018006501841,0.0359579566306756,32.7272727272727,32.307691224228
114,2448,115,1,26,19.5,12,1,4424,537,3,35,5.01,29.99,32.5174819757503,23.5,2.32,21.18,338,466,"466338",2005,69,3,5,FALSE,"5374424",-0.0797572998793574,0.152185624821754,0.102490291211953,0.162353243141667,0.16902262579323,0.142018006501841,0.0359579566306756,32.7272727272727,32.307691224228
114,2446,115,1,24.3999996185303,18.6000003814697,12,1,4424,537,3,35,5.01,29.99,32.5174819757503,23.5,2.32,21.18,338,466,"466338",2005,69,3,5,FALSE,"5374424",0.406857786188924,0.152185624821754,0.102490291211953,0.162353243141667,0.16902262579323,0.142018006501841,0.0359579566306756,32.7272727272727,32.307691224228
115,2441,114,1,22,16.7000007629395,12,1,338,466,2,8,0.7,7.3,15.3846159080281,4,0.97,3.03,4424,537,"5374424",2005,69,1,4,FALSE,"466338",2.41193624848664,0.0859424298007248,0.242779525831069,0.0859424298007248,0.242779525831069,NA,NA,15.3846159080281,NA
115,2442,114,1,18.7999992370605,16,12,1,338,466,2,8,0.7,7.3,15.3846159080281,4,0.97,3.03,4424,537,"5374424",2005,69,1,4,FALSE,"466338",0.834861083697018,0.0859424298007248,0.242779525831069,0.0859424298007248,0.242779525831069,NA,NA,15.3846159080281,NA
116,2437,113,1,24.5,18.5,13,1,524,2018,4,36,4.74,31.26,36.4934112762485,29.5,6.675,22.825,533,417,"417533",2005,70,4,5,TRUE,"2018524",0.738705313410892,0.138919757401197,0.250163453166411,0.0919917482318811,0.236439093795454,0.185847766570513,0.263887812537368,31.7241379310345,41.2626846214625
116,2438,113,1,19.3999996185303,17.5,13,1,524,2018,4,36,4.74,31.26,36.4934112762485,29.5,6.675,22.825,533,417,"417533",2005,70,4,5,TRUE,"2018524",-2.04283245476856,0.138919757401197,0.250163453166411,0.0919917482318811,0.236439093795454,0.185847766570513,0.263887812537368,31.7241379310345,41.2626846214625
116,2453,116,0,22,18.2000007629395,12,1,533,417,4,36,4.74,31.26,36.4934112762485,29.5,6.675,22.825,533,417,"417533",2005,70,4,5,TRUE,"417533",-1.06575767144874,0.138919757401197,0.250163453166411,0.0919917482318811,0.236439093795454,0.185847766570513,0.263887812537368,31.7241379310345,41.2626846214625
116,2454,116,0,15.3999996185303,16,12,1,533,417,4,36,4.74,31.26,36.4934112762485,29.5,6.675,22.825,533,417,"417533",2005,70,4,5,TRUE,"417533",-2.56513853483318,0.138919757401197,0.250163453166411,0.0919917482318811,0.236439093795454,0.185847766570513,0.263887812537368,31.7241379310345,41.2626846214625
118,2461,118,0,28.8999996185303,20,12,1,832,1464,3,22.5,1.45,21.05,29.6093469600781,16,1.61,14.39,832,1464,"1464832",2005,72,2,5,TRUE,"1464832",1.66101101200582,0.0651845717513942,0.10274360728066,0.0623281997412188,0.114832846293189,0.0680409437615695,0.0906543682681308,30.3030303030303,28.915663617126
118,2462,118,0,27.2000007629395,19.6000003814697,12,1,832,1464,3,22.5,1.45,21.05,29.6093469600781,16,1.61,14.39,832,1464,"1464832",2005,72,2,5,TRUE,"1464832",0.888396317307875,0.0651845717513942,0.10274360728066,0.0623281997412188,0.114832846293189,0.0680409437615695,0.0906543682681308,30.3030303030303,28.915663617126
118,2464,118,0,26.5,20.2000007629395,12,1,832,1464,3,22.5,1.45,21.05,29.6093469600781,16,1.61,14.39,832,1464,"1464832",2005,72,2,5,TRUE,"1464832",-1.20268289802924,0.0651845717513942,0.10274360728066,0.0623281997412188,0.114832846293189,0.0680409437615695,0.0906543682681308,30.3030303030303,28.915663617126
120,2475,121,1,28.3999996185303,18.3999996185303,12,1,1940,1970,2,21,4.57,16.43,20.5680604424483,10.5,2.645,7.855,1514,1929,"19291514",2005,73,1,3,FALSE,"19701940",4.87055207769346,0.248817299513439,0.294511851505142,0.147211846347196,0.13676643339536,0.350422752679682,0.452257269614923,21.5921475911232,19.5439732937734
120,2482,122,1,26,18.8999996185303,12,1,1100,959,2,21,4.57,16.43,20.5680604424483,10.5,2.645,7.855,1514,1929,"19291514",2005,73,1,3,FALSE,"9591100",1.31132115251803,0.248817299513439,0.294511851505142,0.147211846347196,0.13676643339536,0.350422752679682,0.452257269614923,21.5921475911232,19.5439732937734
122,2488,124,1,30.2000007629395,19.7000007629395,12,1,442,457,3,23.5,1.22,22.28,23.5915241879728,13.5,1.04,12.46,1100,959,"9591100",2005,73,2,4,TRUE,"457442",3.65654917155539,0.0485541865156868,0.0720806872037523,0.00466201310581137,0.0507921668401051,0.0924463599255622,0.0933692075673994,19.6721318036566,27.510916572289
122,2492,125,1,27.7000007629395,19,12,1,985,409,3,23.5,1.22,22.28,23.5915241879728,13.5,1.04,12.46,1100,959,"9591100",2005,73,2,4,TRUE,"409985",2.77947476970527,0.0485541865156868,0.0720806872037523,0.00466201310581137,0.0507921668401051,0.0924463599255622,0.0933692075673994,19.6721318036566,27.510916572289
122,2493,125,1,26.7999992370605,18.3999996185303,12,1,985,409,3,23.5,1.22,22.28,23.5915241879728,13.5,1.04,12.46,1100,959,"9591100",2005,73,2,4,TRUE,"409985",3.27055169622366,0.0485541865156868,0.0720806872037523,0.00466201310581137,0.0507921668401051,0.0924463599255622,0.0933692075673994,19.6721318036566,27.510916572289
125,2479,122,1,25.3999996185303,18.5,12,1,1100,959,3,12.5,2.46,10.04,29.629675640086,8.5,1.98,6.52,985,409,"409985",2005,73,6,3,FALSE,"9591100",1.63870493194119,0.11745734388221,0.275279750411706,0.234914687764421,0.238584735802588,0,0.311974765020825,25.5959849435383,33.6633663366337
125,2480,122,1,23.7999992370605,18.1000003814697,12,1,1100,959,3,12.5,2.46,10.04,29.629675640086,8.5,1.98,6.52,985,409,"409985",2005,73,6,3,FALSE,"9591100",0.966088711364251,0.11745734388221,0.275279750411706,0.234914687764421,0.238584735802588,0,0.311974765020825,25.5959849435383,33.6633663366337
125,2481,122,1,24,18.2999992370605,12,1,1100,959,3,12.5,2.46,10.04,29.629675640086,8.5,1.98,6.52,985,409,"409985",2005,73,6,3,FALSE,"9591100",0.702399604915647,0.11745734388221,0.275279750411706,0.234914687764421,0.238584735802588,0,0.311974765020825,25.5959849435383,33.6633663366337
128,2495,126,1,29.2000007629395,19.2000007629395,12,1,784,1095,2,20.5,1.58,18.92,20.3559549827428,10,0.77,9.23,512,765,"765512",2005,74,4,2,TRUE,"1095784",3.81578047820051,0.0740396758884747,0.0720938844858407,0.101287190270191,0.0947503365458109,0.0467921615067589,0.0494374324258704,21.6530857518041,19.0588242136814
128,2497,126,1,27.5,18.7999992370605,12,1,784,1095,2,20.5,1.58,18.92,20.3559549827428,10,0.77,9.23,512,765,"765512",2005,74,4,2,TRUE,"1095784",3.04316829827052,0.0740396758884747,0.0720938844858407,0.101287190270191,0.0947503365458109,0.0467921615067589,0.0494374324258704,21.6530857518041,19.0588242136814
129,2517,130,1,17.7999992370605,17.7999992370605,12,1,892,4435,3,20,-0.34,20.34,22.0514432416941,11.5,-0.835000000000001,12.335,2004,823,"8232004",2005,75,2,4,TRUE,"4435892",-4.33836985137873,0.026307015748414,-0.313688508770938,0.136286507220943,-0.658555735790326,-0.0836724757241151,0.031178718248451,13.9689573987819,30.1339290846063
129,2515,130,1,24.5,19.1000003814697,12,1,892,4435,3,20,-0.34,20.34,22.0514432416941,11.5,-0.835000000000001,12.335,2004,823,"8232004",2005,75,2,4,TRUE,"4435892",-0.652373138986499,0.026307015748414,-0.313688508770938,0.136286507220943,-0.658555735790326,-0.0836724757241151,0.031178718248451,13.9689573987819,30.1339290846063
129,2516,130,1,23.7999992370605,18.3999996185303,12,1,892,4435,3,20,-0.34,20.34,22.0514432416941,11.5,-0.835000000000001,12.335,2004,823,"8232004",2005,75,2,4,TRUE,"4435892",0.270551696223659,0.026307015748414,-0.313688508770938,0.136286507220943,-0.658555735790326,-0.0836724757241151,0.031178718248451,13.9689573987819,30.1339290846063
130,2509,129,1,19,17.5,12,1,2004,823,5,22,-0.890000000000001,22.89,29.0302545601549,16,-1.675,17.675,892,4435,"4435892",2005,75,6,5,TRUE,"8232004",-2.44283207329886,-0.0210575355898229,0.00977978415165137,0.011494379425735,0.172523560467702,-0.0536094506053808,-0.152963992164399,15.6692061786575,42.3913029416523
130,2511,129,1,16.2999992370605,16.7999992370605,12,1,2004,823,5,22,-0.890000000000001,22.89,29.0302545601549,16,-1.675,17.675,892,4435,"4435892",2005,75,6,5,TRUE,"8232004",-3.51990723808848,-0.0210575355898229,0.00977978415165137,0.011494379425735,0.172523560467702,-0.0536094506053808,-0.152963992164399,15.6692061786575,42.3913029416523
130,2519,131,1,24.7000007629395,17.3999996185303,12,1,980,4421,5,22,-0.890000000000001,22.89,29.0302545601549,16,-1.675,17.675,892,4435,"4435892",2005,75,6,5,TRUE,"4421980",3.48901583539291,-0.0210575355898229,0.00977978415165137,0.011494379425735,0.172523560467702,-0.0536094506053808,-0.152963992164399,15.6692061786575,42.3913029416523
130,2523,132,1,21.2000007629395,18.1000003814697,12,1,1739,46,5,22,-0.890000000000001,22.89,29.0302545601549,16,-1.675,17.675,892,4435,"4435892",2005,75,6,5,TRUE,"461739",-1.63390976275675,-0.0210575355898229,0.00977978415165137,0.011494379425735,0.172523560467702,-0.0536094506053808,-0.152963992164399,15.6692061786575,42.3913029416523
130,2524,132,1,13.6000003814697,14.1999998092651,12,1,1739,46,5,22,-0.890000000000001,22.89,29.0302545601549,16,-1.675,17.675,892,4435,"4435892",2005,75,6,5,TRUE,"461739",-0.191904625759597,-0.0210575355898229,0.00977978415165137,0.011494379425735,0.172523560467702,-0.0536094506053808,-0.152963992164399,15.6692061786575,42.3913029416523
132,2513,130,1,26.2999992370605,19.5,12,1,892,4435,2,17,0.329999999999998,16.67,18.0814554172618,9.5,2.015,7.485,1739,46,"461739",2005,75,2,2,FALSE,"4435892",0.220241937181143,0.00971050733479165,0.201725568754554,0.0770390929625806,0.322963886596421,-0.0576180782929973,0.0804872509126865,18.8552182094101,17.3076926251135
132,2514,130,1,27.7000007629395,19.7000007629395,12,1,892,4435,2,17,0.329999999999998,16.67,18.0814554172618,9.5,2.015,7.485,1739,46,"461739",2005,75,2,2,FALSE,"4435892",1.15654917155539,0.00971050733479165,0.201725568754554,0.0770390929625806,0.322963886596421,-0.0576180782929973,0.0804872509126865,18.8552182094101,17.3076926251135
133,2527,133,0,23.5,18.5,12,1,1364,504,4,21,0.98,20.02,26.0032632743026,14.5,1.815,12.685,1364,504,"5041364",2005,76,1,4,FALSE,"5041364",-0.261294686589108,0.0455719772982328,0.101474652333515,0.0940665090390674,0.307700939342273,-0.00292255444260185,-0.104751634675244,24.9438193694102,27.062707179195
133,2528,133,0,24.2000007629395,19.1000003814697,12,1,1364,494,4,21,0.98,20.02,26.0032632743026,14.5,1.815,12.685,1364,504,"5041364",2005,76,1,4,FALSE,"4941364",-0.952372376047,0.0455719772982328,0.101474652333515,0.0940665090390674,0.307700939342273,-0.00292255444260185,-0.104751634675244,24.9438193694102,27.062707179195
133,2529,133,0,23,18.1000003814697,12,1,1364,504,4,21,0.98,20.02,26.0032632743026,14.5,1.815,12.685,1364,504,"5041364",2005,76,1,4,FALSE,"5041364",0.166089474303751,0.0455719772982328,0.101474652333515,0.0940665090390674,0.307700939342273,-0.00292255444260185,-0.104751634675244,24.9438193694102,27.062707179195
133,2530,133,0,22.7999992370605,19,12,1,1364,504,4,21,0.98,20.02,26.0032632743026,14.5,1.815,12.685,1364,504,"5041364",2005,76,1,4,FALSE,"5041364",-2.12052675617373,0.0455719772982328,0.101474652333515,0.0940665090390674,0.307700939342273,-0.00292255444260185,-0.104751634675244,24.9438193694102,27.062707179195
134,2541,136,1,24.2999992370605,18.7000007629395,12,1,929,500,3,31.5,2.64,28.86,31.9039321995529,19,0.0199999999999996,18.98,542,251,"251542",2005,77,2,4,TRUE,"500929",0.0750102589666376,0.0888187311729838,0.0139086116626849,0.0483126662494127,-0.0743737175711774,0.129324796096555,0.102190940896547,36.8932026689415,26.9146617301644
134,2542,136,1,23.1000003814697,18,12,1,929,500,3,31.5,2.64,28.86,31.9039321995529,19,0.0199999999999996,18.98,542,251,"251542",2005,77,2,4,TRUE,"500929",0.497937001525719,0.0888187311729838,0.0139086116626849,0.0483126662494127,-0.0743737175711774,0.129324796096555,0.102190940896547,36.8932026689415,26.9146617301644
134,2543,136,1,22.7999992370605,19,12,1,929,500,3,31.5,2.64,28.86,31.9039321995529,19,0.0199999999999996,18.98,542,251,"251542",2005,77,2,4,TRUE,"500929",-2.12052675617373,0.0888187311729838,0.0139086116626849,0.0483126662494127,-0.0743737175711774,0.129324796096555,0.102190940896547,36.8932026689415,26.9146617301644
136,2532,134,1,26.2000007629395,19.2999992370605,12,1,542,251,4,25,2.12,22.88,21.1686886946164,12,1.6,10.4,929,500,"500929",2005,77,1,5,FALSE,"251542",0.583937754564897,0.0867974961204581,0.136965855073157,0.0867974961204581,0.136965855073157,NA,NA,21.1686886946164,NA
136,2533,134,1,26,19.2999992370605,12,1,542,251,4,25,2.12,22.88,21.1686886946164,12,1.6,10.4,929,500,"500929",2005,77,1,5,FALSE,"251542",0.383936991625398,0.0867974961204581,0.136965855073157,0.0867974961204581,0.136965855073157,NA,NA,21.1686886946164,NA
