Year,Survival,Age,Tarsus,Tail,Wing,Mass,Catchdate,Hatchdate
1990,0,2,19.5,52.5,81,16.7,46,50
1990,0,1,18.7,50,79.5,12.9,54,50
1990,1,2,19.7,52,80,13.6,54,50
1990,1,2.5,20.4,50.5,80.5,16,38,51
1990,1,1,19.5,51,81,14.3,48,51
1990,0,1,18.6,49,77,15.5,46,52
1990,0,2.5,19.5,52.5,82,16.1,46,52
1990,1,1.5,19.3,52,82,12.7,61,52
1990,0,1,18.9,55,79,11.2,62,52
1990,0,1.5,18.7,52,80,11.9,62,52
1990,0,2.5,19.7,51,78.5,15.4,46,53
1990,1,2.5,20,51.5,81,15.8,48,53
1990,0,2.5,19,49,79,16.6,50,53
1990,0,1.5,19.3,50,76,13,62,53
1990,1,2,19,53,81,13.3,59,54
1990,0,1,19.4,51,78,15.2,46,55
1990,0,1,18.6,49,74,13.2,55,55
1990,0,1,19.4,54,82,13.5,59,55
1990,0,1.5,19.5,52,80,12.8,65,55
1990,0,1,19.2,51.5,79,16.2,51,56
1990,1,1,17.4,50,78,13.4,64,60
1991,0,3,19.6,53,84,13.7,48,36
1991,0,3,19.5,51,82,12,50,36
1991,1,3.5,19.9,53,84,13.4,50,36
1991,1,1.5,19.1,46.5,77.5,13.5,43,37
1991,0,1,19.9,51,80,12.4,50,37
1991,1,2.5,18.9,51,82,15.4,35,38
1991,0,2,19.5,50,79,15.8,35,38
1991,0,1,19.6,47,77,16.5,35,38
1991,0,3,20.6,52,85,16.2,39,38
1991,0,2.5,18.7,49,78.5,13.6,43,38
1991,0,3,19.9,51,81,14.5,43,38
1991,0,3.5,18.9,52,84,11.7,50,38
1991,0,3,19.6,51.5,82,16.8,35,39
1991,0,2,18.6,51,80,13.8,43,39
1991,0,3,19.3,52,80.5,14.4,43,39
1991,0,3,20,51,82,13.2,48,39
1991,1,3,19.7,52,83.5,13.8,48,39
1991,1,1.5,19.3,52,81.5,12.2,50,39
1991,1,2,18.7,55,83.5,12.2,50,39
1991,1,2.5,19,50,81.5,12.7,50,39
1991,0,3,19.7,53,85,12.8,51,39
1991,0,3.5,19.2,52,83,12.9,52,39
1991,0,1,19,50,80,16.1,35,40
1991,0,3,19.5,52,83,16.5,35,40
1991,1,4,18.4,51,81,13.6,47,40
1991,0,1.5,19.5,52.5,83,13,48,40
1991,1,3,18.8,52,84,13,48,40
1991,0,3,19.7,53,83,13.2,50,40
1991,0,2.5,19.6,51,83.5,12.7,51,40
1991,0,1.5,18.7,52.5,83,12.9,51,40
1991,0,2,19,53,83,12.6,61,40
1991,1,6,19.2,49,80.5,15,35,41
1991,0,2.5,18.5,50,81,15.6,35,41
1991,0,2,19.9,49.5,80,16.8,35,41
1991,1,2.5,19.6,51,80.5,17,35,41
1991,0,4,20.1,50,80,15.5,39,41
1991,0,4,19,53,81,15.8,39,41
1991,0,1.5,19.4,50,80,14.4,42,41
1991,0,1.5,19.1,50,80,13.7,45,41
1991,1,1.5,19.5,49.5,83,15.7,45,41
1991,0,1.5,19.4,51,82,13,48,41
1991,0,2.5,19.3,50.5,80,13.1,48,41
1991,1,3.5,19,54,85,13.4,48,41
1991,0,2.5,19.7,51,82,12.1,50,41
1991,0,2.5,19.8,53,81,13.8,53,41
1991,1,3,20.2,51,82,15.5,35,42
1991,0,4.5,19.1,50,80,17.6,35,42
1991,1,2,19.7,50,82,13.4,40,42
1991,0,4,18.5,50,81,14.4,43,42
1991,0,4,19.2,49.5,81,14.7,45,42
1991,1,2,18.8,51.5,81.5,12.5,48,42
1991,1,2.5,19.6,53,83,12.5,48,42
1991,0,3,19.4,54,83.5,12.6,48,42
1991,1,1,19.5,52,80.5,12.7,48,42
1991,1,3,19.4,51,83,12.7,48,42
1991,0,2.5,19.4,51,83,13.3,48,42
1991,0,3,19.1,51.5,79,13.5,48,42
1991,1,3,19.8,53,84,14,48,42
1991,0,2,19,50,80.5,12.1,50,42
1991,1,3,18.9,53,84,12.6,50,42
1991,1,1,19.6,50.5,81,13.4,50,42
1991,1,2.5,19,52,81,12.1,51,42
1991,0,1,18.8,53,81.5,12.4,51,42
1991,0,2.5,18.2,53,82,12.6,51,42
1991,0,1,18.7,52,78,12.8,51,42
1991,0,2.5,19.3,52,85,13.5,52,42
1991,0,1.5,19,52,80,15.5,39,43
1991,0,2,19,52,82,15.8,39,43
1991,1,2.5,19.4,50,81,14.1,40,43
1991,0,4,19.6,51.5,80.5,15.3,40,43
1991,1,3,19,50,80.5,13.7,42,43
1991,0,2,19.7,50,82,16.3,42,43
1991,0,1,18.3,46.5,76,13,48,43
1991,0,5.5,19.3,50,79,13.6,48,43
1991,0,2,19.7,53.5,84,14.4,48,43
1991,0,3,19.2,50.5,81,14.6,48,43
1991,0,2.5,19.3,52,83,12.3,50,43
1991,1,2.5,19.3,53,83,12.5,50,43
1991,0,1,18.4,51,82,12.6,50,43
1991,1,3,19.6,50,81,12.8,50,43
1991,1,1.5,20.1,53.5,83,13.4,50,43
1991,1,1,18.6,51,81,14.9,50,43
1991,0,2.5,18.7,52.5,83,12.5,51,43
1991,1,1.5,20,52,80,13.9,51,43
1991,1,1.5,19.2,52,82.5,14.4,51,43
1991,0,1,18.5,51.5,81,12.7,52,43
1991,1,1,19.9,51,83.5,12.7,52,43
1991,1,3,18.9,52,83,12.5,54,43
1991,0,1,19.7,50,82.5,13.7,54,43
1991,1,1.5,19.1,49,79.5,12.5,56,43
1991,1,3,19.6,51,81.5,16.5,60,43
1991,0,2,18.9,52,80,14.8,39,44
1991,0,4,19.4,50,81,15.2,39,44
1991,0,3,19.1,49.5,80,14,40,44
1991,1,4,19.9,50,80.5,14.6,42,44
1991,0,1,19.6,50,79,15.1,42,44
1991,0,1.5,19,48.5,80,14.6,43,44
1991,0,6.5,19.9,51.5,82,13.1,48,44
1991,0,4,19.7,51,81,13.3,48,44
1991,0,3.5,18.6,51,82,13.3,48,44
1991,0,2.5,19.6,52.5,82,13.3,48,44
1991,1,2,18.9,52,83,13.3,48,44
1991,0,1.5,19,53,82,13.4,48,44
1991,1,1.5,19,53.5,84,13.7,48,44
1991,0,6,20,52,84,14.7,48,44
1991,0,3,19.4,52,82,15.6,48,44
1991,0,1.5,18,52,80,13.1,50,44
1991,0,1,19,53,82.5,12.5,52,44
1991,1,1,18.9,50,79,13.4,55,44
1991,1,1,19.9,52,81,14,58,44
1991,0,1,20,52,81,15.5,35,45
1991,0,2,19.2,51,81.5,15.5,40,45
1991,1,1.5,19.3,48.5,79,15.7,40,45
1991,1,2,19.8,50.5,79,16.8,42,45
1991,1,3,19.3,51,79.5,15.6,44,45
1991,1,1,18.7,51.5,80,12.9,48,45
1991,0,2.5,17.9,51,81,13,48,45
1991,0,4,19.1,49,81,13.4,48,45
1991,1,1.5,19.6,52,82,14.5,48,45
1991,0,1.5,18,51.5,79.5,15,48,45
1991,1,1.5,18.7,51,80,12.3,50,45
1991,1,2.5,19.2,51,84,13,50,45
1991,0,2.5,19.2,53,83,13.6,50,45
1991,0,3.5,18.9,51,82,12.2,51,45
1991,1,1.5,19.5,52,82,12.5,51,45
1991,1,2,20.1,53.5,84,13.4,51,45
1991,1,3,19.9,54,83.5,14,51,45
1991,0,1,20.2,53,85.5,13,55,45
1991,1,4,19,51.5,80.5,13,60,45
1991,0,3.5,18.7,51,81,15,35,46
1991,1,1,19,50,79,15.2,35,46
1991,1,2.5,18.7,51.5,81,15.3,39,46
1991,1,1,19.6,51,80,15.8,39,46
1991,0,3,19.6,52,82,14.2,40,46
1991,0,3.5,20.2,50,81,15.4,40,46
1991,0,3,20,51,81,15.6,42,46
1991,1,1.5,18.9,50.5,81,16,42,46
1991,0,5.5,19.2,51,80,17.1,42,46
1991,1,2,19.1,50,82,12.8,46,46
1991,1,3,18.1,50,80,12.2,48,46
1991,1,2.5,19.7,50,82,14.9,51,46
1991,1,1.5,19.4,52,80,12.8,53,46
1991,1,2,19.3,50,79.5,11.8,54,46
1991,0,2,19.5,49.5,80,12.3,54,46
1991,0,4,19.1,50,78,12.6,54,46
1991,1,1.5,19.6,52,82,12.7,54,46
1991,0,2,18.5,51.5,82.5,12.2,55,46
1991,1,3.5,19.2,54,87.5,13.7,55,46
1991,0,2.5,19,49.5,83,13.4,60,46
1991,1,2.5,19.1,53.5,86,13.1,61,46
1991,0,4,19.1,50.5,82,15.5,40,47
1991,0,1.5,19.2,51,80.5,16.1,40,47
1991,1,2,19.3,49.5,79,15.2,42,47
1991,0,2.5,19.3,50,81,16.1,42,47
1991,1,3,19,53,82.5,15.4,44,47
1991,0,4,18.9,49,78.5,14.4,50,47
1991,1,2.5,19.4,49.5,82,15.2,50,47
1991,1,2.5,19.6,52.5,85,13.1,51,47
1991,1,6,19,49,79,13.2,51,47
1991,1,2,19,51.5,81,14.4,51,47
1991,0,2,19,51,83.5,14.4,51,47
1991,1,2,19.6,54,84,14.5,51,47
1991,0,5,20,54,82,15,51,47
1991,0,2.5,20,53,81,13.4,54,47
1991,0,2,18.8,49,81,11.8,55,47
1991,1,1.5,19.4,50,80,12.6,55,47
1991,0,1.5,20,51,81,14.2,55,47
1991,0,2.5,18.7,53.5,82,12.7,56,47
1991,1,1.5,19.4,51.5,80,13.4,56,47
1991,0,1,18.8,52,80,12,59,47
1991,1,1,19.6,51,81.5,16.4,39,48
1991,0,4,19.2,51,81.5,14.9,40,48
1991,1,4,19.4,48,80,16.3,43,48
1991,0,3,20.2,50,82,16.5,44,48
1991,1,1.5,19.3,51,83,17.3,46,48
1991,1,2.5,19.4,50,83,15,50,48
1991,1,2.5,20,51,82.5,14.8,54,48
1991,0,3.5,18.9,53,84,12.5,55,48
1991,1,2,18.6,50,80,12.6,55,48
1991,0,2,19,51,81.5,12.7,55,48
1991,0,2,19.3,51.5,81,13.2,55,48
1991,0,2.5,19.4,50,82.5,13.9,55,48
1991,0,1.5,19,51.5,79,12.7,56,48
1991,1,1.5,20.1,53,83.5,12.9,56,48
1991,1,1.5,20.2,51,82,13.2,60,48
1991,0,0,19,52,82,12.5,61,48
1991,0,3.5,19.2,50,80.5,14.6,35,49
1991,1,1,18.7,49,76,16.2,35,49
1991,0,3.5,20.2,50,84,14.8,43,49
1991,1,1.5,18.6,49,80,13.8,45,49
1991,0,1,19.1,50,82,12.8,55,49
1991,0,2.5,19.1,51.5,83,13.4,55,49
1991,0,1,19.4,51,77,13.6,55,49
1991,0,2.5,20,50,82,14.4,55,49
1991,1,2.5,19.3,53,83,13,56,49
1991,0,1,19.4,51,81,13.2,56,49
1991,0,1,19.1,50,81,11.6,60,49
1991,0,1.5,19.9,51,81,12,60,49
1991,1,1.5,20,50,85,12.4,60,49
1991,1,2.5,19.1,50,83,14,60,49
1991,0,2,19.1,53,83.5,15.6,42,50
1991,0,3,19.9,50.5,79,17.2,42,50
1991,0,3,19.6,53,81,16.1,43,50
1991,1,2,19.2,51,81,16.5,43,50
1991,0,1,19,50,79.5,15.6,44,50
1991,0,4,19.5,52,81,16.3,46,50
1991,0,6,19.6,48,80,15.6,47,50
1991,1,2,19.2,52,81,13.7,50,50
1991,0,1,19.6,49,81,13,52,50
1991,1,3,18.8,49,79,13.7,53,50
1991,0,4,18.7,49,79,13.9,53,50
1991,0,1,19.2,50,79,13,54,50
1991,0,1.5,18.9,48.5,80,13.6,54,50
1991,1,2.5,19.8,52,82,13,55,50
1991,1,1,19.5,52,81,13.4,55,50
1991,1,2.5,20,50,81,13.5,56,50
1991,0,1.5,19.6,49,80,13.6,56,50
1991,1,1.5,19.5,52,83,13.6,56,50
1991,1,2,19,53,83,13.7,56,50
1991,0,2.5,19.6,54,85.5,13.7,56,50
1991,0,1,19.2,51,80,14,56,50
1991,1,3.5,19.4,51,82,14.1,56,50
1991,0,1,19.1,51,82.5,12.9,58,50
1991,0,1,19.3,51,78,12.2,61,50
1991,1,1,19.5,51.5,80.5,15.4,35,51
1991,0,2.5,19,49.5,80,14.3,42,51
1991,1,3,19.6,50.5,81,15.4,42,51
1991,1,2,19.4,50,81,18.4,43,51
1991,0,2,18.9,54,84.5,13.5,48,51
1991,0,7.5,20,50,80,14.8,53,51
1991,1,1.5,19.1,52,83,14.9,54,51
1991,0,1.5,19,51.5,83,13.4,58,51
1991,0,2.5,19,52,84,13,59,51
1991,0,1,19.2,50,80,12.6,60,51
1991,0,1.5,17.7,50,77,12.8,60,51
1991,0,4.5,19.4,50,81.5,15,42,52
1991,0,1.5,19.6,51,82,16.8,42,52
1991,0,1,18.8,51,80,14.7,45,52
1991,0,2,18.5,49,80,15.6,47,52
1991,1,3,19.2,49.5,80,15.9,52,52
1991,1,1,19.4,51,84,14.7,58,52
1991,0,3,19.5,50,80,12.7,59,52
1991,0,4,18.9,51,79,15.1,45,53
1991,0,2,19.4,50,80,15.3,45,53
1991,1,1.5,19.3,48.5,78.5,15.4,45,53
1991,1,2,19.6,51,81.5,12.6,56,53
1991,1,2.5,19.7,51,83,12.6,60,53
1991,0,1,19.1,50.5,79.5,12.7,60,53
1991,1,1.5,19.3,50,80.5,11.5,61,53
1991,0,3,18.9,51,81,13,62,53
1991,0,1,19.4,50.5,79,11.5,30,54
1991,1,3,19.5,52.5,81.5,16.8,39,54
1991,0,2.5,18.9,51,81.5,15.1,42,54
1991,0,1,19.6,53,82,13.5,62,54
1991,0,3,19.3,53,82,13.6,56,55
1991,0,2,19.2,52,82,13.5,60,55
1991,0,2.5,18.6,52,82,13.3,61,55
1991,0,1.5,19.5,54,80,12.8,64,56
1991,1,4,19.7,52,80,14.1,64,56
1991,1,3.5,19.3,49,81,15.3,50,57
1991,1,1.5,18.4,52,83,13.5,61,57
1991,0,1.5,18.5,51,78,13.9,62,57
1991,0,1.5,18.6,51,80,15.4,54,58
1991,1,2.5,19,52,83,14.1,62,58
1991,1,1,19.9,51,85,14.4,65,58
1991,1,2.5,18.9,53.5,84,15.2,60,59
1991,0,4.5,19.6,51,80,12.5,61,59
1991,0,2.5,19,52,82,13.2,61,59
1991,0,1,19.2,51,82,14,63,59
1991,1,3,18.8,50,83,14.2,63,59
1991,0,1,19.5,52,81,12.1,66,59
1991,1,1,18.6,49,79,15.9,54,62
1991,0,1,17.9,50,78,12.8,66,63
1991,1,2,19.3,51,81.5,13.7,61,65
1991,0,5,19.6,52,83,15.2,64,65
1992,0,2.5,19.7,51,82,14.3,38,29
1992,1,4.5,19.9,54,82,15.3,40,33
1992,1,2,19.8,50.5,80.5,13.9,46,34
1992,0,2.5,19.1,50,79,12.7,41,35
1992,1,3,18.7,50,81,12.7,41,35
1992,1,1,19.4,53,79,13.6,41,35
1992,1,1,18.2,50,80,13.6,41,35
1992,0,2,18.7,52,82,13.1,43,35
1992,0,3.5,18.7,52,83,13.3,43,35
1992,0,2.5,18.1,50.5,80,13.7,40,36
1992,0,4,19.1,50,79,14.3,40,36
1992,1,3,19.5,52.5,82,12.6,41,36
1992,0,2.5,19.2,49,77,13.3,41,36
1992,0,4,19,50.5,79,11.4,42,36
1992,0,1,19.6,53,82,14.5,42,36
1992,0,2,19.5,50,79.5,15,42,36
1992,1,2.5,19.9,51,79,13.4,45,36
1992,0,2.5,20.1,53,82,13.1,46,36
1992,1,3,18.9,52,80.5,13.3,41,37
1992,1,5,19.2,49,78,14,41,37
1992,1,4,19.1,54.5,81,14.6,41,37
1992,1,3,19.5,51,81,15.1,41,37
1992,1,2,19.5,52,82,13,42,37
1992,1,3,17.6,50,80,13.1,42,37
1992,0,2.5,18.8,50.5,81,13.7,42,37
1992,0,4,19.8,51,82.5,14.2,42,37
1992,1,4.5,19.7,50,79,15.3,42,37
1992,1,3.5,19.2,51.5,82.5,13.5,43,37
1992,0,2.5,18.9,52,82,13.8,44,37
1992,1,2.5,18.8,53,81.5,12.6,45,37
1992,0,2.5,20.2,53,83,12.9,45,37
1992,0,2.5,19.7,52,82,13.6,45,37
1992,1,2.5,18.4,51,80,12.3,46,37
1992,0,2.5,20.4,51.5,82,13.4,47,37
1992,1,2,18.5,50,80,14.3,33,38
1992,0,5,19.9,52,81,14.5,41,38
1992,1,2.5,18.7,50,81,12.5,42,38
1992,1,3,19.2,50.5,81,12.7,42,38
1992,1,1,18.9,49.5,78,13.8,42,38
1992,1,7,19.4,48,80,12.9,43,38
1992,1,3,18.8,50.5,79.5,13.6,43,38
1992,1,2.5,20.3,53,81,13.6,43,38
1992,0,2,18.2,50.5,79,13.8,43,38
1992,1,2.5,19.1,51,81.5,12.4,45,38
1992,1,2.5,18.2,53,81,12.7,45,38
1992,0,2.5,19.2,50,80.5,12.7,46,38
1992,0,2.5,20,52,82,12.8,46,38
1992,0,2.5,19.2,51,82,13.2,46,38
1992,1,3.5,20.4,52,82.5,13.4,46,38
1992,0,3.5,19.1,50,79,14,46,38
1992,1,2,18.5,52,83,13.8,47,38
1992,0,2.5,19.6,49,79,14.3,39,39
1992,0,1,18.6,49.5,80,13.4,43,39
1992,1,3,19,50,80,13.4,43,39
1992,1,4,17.6,51,79,12.5,44,39
1992,0,3,19.3,52,83,13.7,44,39
1992,1,1,19.4,52,79,13.8,44,39
1992,0,1,19.1,53.5,80,14.2,44,39
1992,1,4,19.2,52,82.5,15.1,44,39
1992,0,2.5,18.7,52,80,12.3,45,39
1992,0,2.5,19.1,52,82.5,12.5,45,39
1992,0,1,19.3,49,80,13.1,45,39
1992,0,2.5,19.5,52,83,13.3,45,39
1992,0,1.5,18.9,51,81.5,14.2,45,39
1992,1,4,19.5,50.5,82,14.6,45,39
1992,0,2.5,18.7,50.5,79.5,12.3,46,39
1992,0,1,19.3,51.5,78,12.5,46,39
1992,1,1,19.2,51.5,79,12.5,46,39
1992,1,2.5,19.6,51,80,12.5,46,39
1992,1,2.5,19.4,49.5,80,12.7,46,39
1992,1,2,20,51,81,12.7,46,39
1992,0,2.5,19.5,52,81.5,13.4,46,39
1992,0,1,19.5,50,80.5,13.5,46,39
1992,1,2.5,18.9,51,82,13.8,46,39
1992,0,2.5,19.2,53.5,82,11.6,47,39
1992,0,1,19.6,50.5,80.5,11.7,47,39
1992,1,2.5,19.7,51,79,12,47,39
1992,0,2,19.1,49.5,79,12.8,48,39
1992,1,2.5,19.6,52,82.5,13.5,50,39
1992,0,1,20.3,52,80,14,57,39
1992,1,2.5,19.6,51.5,82,14.7,40,40
1992,1,1,18.4,51,78,12.7,44,40
1992,0,3,19,53,82,13.4,44,40
1992,0,2.5,19.7,51,81,13.6,44,40
1992,0,2.5,19.3,51.5,81.5,13.9,44,40
1992,1,2.5,18.9,49.5,80,14.1,44,40
1992,1,2.5,19.8,52,81,14.1,44,40
1992,0,5,19.7,50,79,14.6,44,40
1992,0,2.5,19,48,79,15.2,44,40
1992,0,2.5,19.7,49,78.5,15.9,44,40
1992,0,1,20.5,51,79.5,13,45,40
1992,0,3.5,19.6,52,81,13.9,45,40
1992,0,2.5,19.1,52,82,14.1,45,40
1992,0,1,20.3,50,78,14.2,45,40
1992,0,2.5,20.2,53,82.5,14.3,45,40
1992,0,2.5,19.5,52,82,14.8,45,40
1992,0,2.5,19.2,51,80,13.4,46,40
1992,1,2,19.9,52,83,13.6,46,40
1992,1,2.5,19.7,50,82,14.2,46,40
1992,0,2.5,19.6,51.5,81.5,12.6,47,40
1992,0,1,18.6,51,81,12,48,40
1992,1,3,18.9,52,81,13.2,58,40
1992,0,1,18.7,52,81,15.4,41,41
1992,0,3.5,19.4,50,81,15.1,42,41
1992,1,1,18.1,51,78,13,45,41
1992,1,1,19,52,81.5,14,45,41
1992,0,2.5,19.9,52.5,81,14.1,45,41
1992,0,2.5,19.9,52,82,14.4,45,41
1992,0,2.5,19.4,53,82.5,12.6,46,41
1992,1,1,19.5,50,80,13.2,46,41
1992,0,2,18.7,49,81,13.2,46,41
1992,0,1,19.3,51.5,79,13.3,46,41
1992,0,2.5,19.6,51.5,82.5,13.5,46,41
1992,0,2.5,19.7,50.5,79.5,13.7,46,41
1992,0,3.5,19.9,52,80,13.8,46,41
1992,1,2,19.6,51,81,13.8,46,41
1992,0,4.5,18.4,51.5,82,13.8,46,41
1992,0,5.5,19.3,52,82,13.9,46,41
1992,0,1,20.2,53,79.5,14,46,41
1992,0,3.5,19.2,51.5,82.5,14,46,41
1992,0,2.5,19.6,53.5,83,14.4,46,41
1992,1,2,19.3,51,82,15.4,46,41
1992,0,5,18.7,49,80,12.3,47,41
1992,0,2.5,18.8,49,79,12.8,47,41
1992,1,4.5,20.6,50.5,79,13.5,47,41
1992,0,2.5,20.1,52,81,12.9,49,41
1992,0,2.5,19.3,52,85,14.7,42,42
1992,0,1,19.3,52,79,13,45,42
1992,0,3,20.3,52,82,16.6,46,42
1992,1,2,18.8,50,80,12,47,42
1992,0,2.5,19.2,50.5,80,12.4,47,42
1992,1,1,18.4,51.5,78,13.3,47,42
1992,0,2.5,19.5,50,80.5,13.5,47,42
1992,0,1,19.7,52,81,13.8,47,42
1992,1,2.5,19.3,50,81,14.8,47,42
1992,0,2.5,19.4,51,82,13.2,48,42
1992,0,3,18.7,52,81,13.4,48,42
1992,1,1,20.2,52,81,13.5,48,42
1992,0,1,18.8,52,80.5,13.6,50,42
1992,1,2,19.5,49,80,12.8,51,42
1992,1,2.5,19.4,50.5,81,11.9,52,42
1992,1,2.5,19.8,49.5,79,12.5,52,42
1992,1,1,19.8,51,79,13.3,40,43
1992,0,2.5,19.3,52,81.5,15.1,41,43
1992,0,4,19.4,50.5,82,12.6,47,43
1992,0,2,18.4,49.5,79,13.4,47,43
1992,1,1,19.4,49,77,13.1,48,43
1992,0,5,19.7,50,81,13.3,48,43
1992,0,2,19.5,52,82,13.7,48,43
1992,0,2.5,20,50,82,13.3,49,43
1992,0,1,19.3,51,80,12,50,43
1992,1,1,19,52.5,77.5,11.9,52,43
1992,0,1,19.5,53,79.5,12,53,43
1992,1,1,19.1,52,78,13.4,53,43
1992,0,3,18.9,52,82,13.6,58,43
1992,1,1,19.2,49,79,12.6,48,44
1992,0,2,19.2,49.5,78,13,48,44
1992,0,3,19.3,50.5,80,13.4,48,44
1992,0,1,18.7,50,79,12.9,49,44
1992,1,1,19.9,51,81,13,49,44
1992,1,4,19.7,50,79,15.3,49,44
1992,0,2.5,20.6,51.5,81.5,13.9,50,44
1992,0,3.5,19,54,84,12,54,44
1992,1,2.5,19,50,81,15.1,39,45
1992,0,5,18.8,49.5,80,15.3,45,45
1992,0,1,18.2,52,79,13.4,49,45
1992,0,3,20.3,51,81,13.5,49,45
1992,0,2.5,19.2,49.5,80,13.4,50,45
1992,0,3.5,20,49,80,14,50,45
1992,0,2.5,19.4,50,80,12.5,52,45
1992,1,2.5,19,50.5,81,12.5,52,45
1992,0,3,19.5,51,79,13.1,52,45
1992,1,3,19.7,52,83,13.5,52,45
1992,0,2.5,19.4,52,81,13.7,52,45
1992,1,2,19.9,52,80,11.9,54,45
1992,0,3,19.6,51,80,13.3,54,45
1992,0,5,19.7,51,79,14,51,46
1992,0,1,18,50,78,12,52,46
1992,0,4.5,19.7,53,81,12.7,52,46
1992,0,2.5,18.4,48.5,78,11.7,53,46
1992,0,2.5,19.5,50,80,11.9,54,46
1992,0,2.5,20,53,83,12.3,54,46
1992,0,2.5,19.7,51.5,82,12.6,56,46
1992,1,2.5,18.4,48,79,11.5,52,47
1992,1,3.5,18.9,50,81,13.5,52,47
1992,0,3,19.3,50.5,80,13.7,52,47
1992,0,2.5,20.3,51.5,80.5,13.4,53,47
1992,0,2,18.8,54,82,12.9,53,48
1992,1,2.5,19.2,52,82,12.9,54,48
1992,1,2,18.7,51,81,13.3,54,48
1992,0,2.5,20.1,52,83,12,57,48
1992,1,1,17.3,51.5,81,12.9,60,48
1992,0,4,20.1,52,84,14.5,54,49
1992,0,1,18,53,78.5,12.1,55,49
1992,1,1,19.8,52,81,11.8,58,49
1992,0,1,19.2,52.5,79,13.3,53,50
1992,0,2,18.8,50,80,13.5,54,50
1992,0,2,20.2,52,80,13.9,56,50
1992,1,2.5,19,53,81,13.3,57,50
1992,1,2.5,19.9,52,81,15.6,46,51
1992,1,2.5,19.8,51.5,80,13,59,52
1992,0,2.5,19.3,50,80,12.7,48,53
1992,0,1,18.9,50,79,15.9,55,53
1992,0,2.5,19.2,51,84,15.1,58,53
1992,0,1,19.4,53,82,12.5,60,54
1992,0,3,18.6,53,83,13.9,60,55
1992,1,1,19.1,50,80,13.4,63,55
1992,0,1,17.6,51.5,80,13.3,60,56
1992,0,1,20,53,80,13.1,61,56
1992,1,3,19.3,52,82,14.4,61,57
1992,0,2,18.8,49.5,80,14.5,67,63
1992,0,1,18.6,49.5,79,13,70,67
1993,1,2,19.4,50.5,79.5,13.3,34,25
1993,0,1,19.2,50,76.5,13.1,36,26
1993,0,1,19.9,50,78,13.7,37,26
1993,1,2,18.4,50,81,12.7,34,27
1993,0,2,18.6,52.5,78,13.1,34,27
1993,0,1,20.3,49.5,80,13.8,39,27
1993,1,5,19.6,53.5,82.5,14.1,39,27
1993,0,1,19.9,53,84,12.7,40,27
1993,0,2,18.5,53,83,16.6,22,28
1993,0,5,20.2,51,81,13.4,34,28
1993,0,1,19.6,53,82,12.7,36,28
1993,0,3.5,19.9,51,82,13.3,36,28
1993,0,1,19.1,52,78,12.5,37,28
1993,0,1.5,19.3,51.5,81.5,13.4,37,28
1993,0,3.5,19,53,82,13.7,37,28
1993,1,5.5,19.9,51,82,14.4,37,28
1993,0,2,19.2,53,84,13,39,28
1993,1,1,19.7,50,81,12.2,40,28
1993,1,2,18.8,53,83,13.1,40,28
1993,1,1,19.7,48,77.5,15.9,28,29
1993,0,4,19.1,50,79,14.7,34,29
1993,1,1,19.6,51,81,13,36,29
1993,1,3,19.8,50,81,15.5,36,29
1993,1,2.5,19.6,51,81,13.6,37,29
1993,1,2.5,19.8,51.5,82,13.9,38,29
1993,1,1,18.7,49,78,11.6,40,29
1993,0,1,19.2,51.5,80,12.2,40,29
1993,0,1,19.4,50,81,12.2,40,29
1993,0,2.5,18.7,50,81.5,12.3,40,29
1993,1,3.5,19,53,83,12.6,40,29
1993,0,3.5,19.3,50,84,12.9,40,29
1993,0,4.5,18.2,50,82,13.2,40,29
1993,0,2,19,54,83,13.6,40,29
1993,1,2,19.1,50,82,14.1,40,29
1993,1,4.5,19.5,49.5,80,13.1,41,29
1993,0,1.5,19.2,52,82,13.5,42,29
1993,1,3.5,18.8,52,83,17.4,22,30
1993,0,2.5,19.9,49,79.5,13.1,37,30
1993,1,1,18.7,51,79.5,13.7,37,30
1993,1,2,20.2,51,81,14.3,38,30
1993,1,1.5,20,51,81,13.9,40,30
1993,1,1,19.4,49.5,80,12.5,41,30
1993,1,2,19,53,84,13,41,30
1993,1,2.5,19,51,82,13.9,41,30
1993,0,1.5,18.6,51,79,11.8,42,30
1993,1,1,19,50,79,12.5,42,30
1993,0,2,19.4,50,81,13.1,42,30
1993,1,5.5,18.8,50,82.5,13.2,42,30
1993,1,1,19.4,52,83,13.4,42,30
1993,1,6,19.4,50,79,13.7,42,30
1993,0,1,19.8,54,84,14,42,30
1993,1,3.5,19.5,49,80,12.7,43,30
1993,1,1,19.3,49.5,78.5,13.2,36,31
1993,0,2,19.6,52,83.5,13.5,36,31
1993,1,3.5,18.6,51,81.5,13.6,36,31
1993,1,2.5,19.3,51,81,13.8,36,31
1993,0,1,20,50,80,13.9,36,31
1993,0,1,19.7,50.5,77,14,36,31
1993,1,2.5,19.1,51,82.5,14.1,36,31
1993,1,1.5,19.8,51.5,82,14.3,36,31
1993,1,2,19.8,49.5,79,14.7,36,31
1993,0,2.5,18,51.5,82.5,12.9,37,31
1993,0,1.5,19.2,51.5,82,14.2,37,31
1993,1,1,20.1,52,78,14.4,37,31
1993,0,2.5,20.2,51.5,81,16,37,31
1993,0,6,18.7,50,78,12.8,39,31
1993,0,1.5,19,49,79,12.9,40,31
