Year,Survival,Age,Tarsus,Tail,Wing,Mass
1992,0,3.5,18.7,50.5,83,12.4
1992,0,2.5,20,50.5,84,12.5
1992,0,2.5,19.6,52.5,82,12.2
1992,1,2.5,19.6,52.5,84,14.6
1992,0,3,19.1,52.5,83,12.4
1992,0,3.5,18.6,52.5,83.5,13.2
1992,0,2.5,19.9,52.5,83.5,12.6
1992,1,2.5,20,52.5,83.5,13.4
1992,1,2.5,19.6,52.5,82.5,13.3
1992,1,5,19.8,52.5,82,13.1
1992,1,2.5,19.1,52.5,84,13.2
1992,0,3.5,19.9,52.5,83.5,12.8
1992,1,2,19.2,52.5,82,13.5
1992,0,1,18.7,51.5,80.5,12.7
1992,0,4,20.4,51.5,86,13.9
1992,0,3.5,19.8,51.5,83.5,12.6
1992,0,2,19.4,51.5,82,14
1992,0,2.5,18.8,51.5,82,12.4
1992,1,2.5,18.3,51.5,79,12.2
1992,0,3,19.6,51.5,84,13.5
1992,0,4,18.8,51.5,80,12.3
1992,1,2.5,18.8,51.5,82,13.1
1992,1,3,19.2,51.5,81,13.6
1992,1,2.5,18.5,51.5,82,12.6
1992,1,2,18.7,51.5,80.5,12.4
1992,1,3.5,19.2,51.5,84,13.4
1992,1,4,19.9,51.5,82,14.3
1992,0,2.5,20,53.5,82.5,12
1992,1,3,18.3,53.5,83,12.4
1992,0,2.5,19.3,53.5,84,13.4
1992,0,2,17.8,53.5,84.5,12.2
1992,0,2.5,19.2,53.5,84,12.2
1992,0,5,19.8,53.5,82.5,13.5
1992,1,2.5,19.2,53.5,85,12.5
1992,1,3.5,19.9,53.5,84.5,13.7
1992,1,4,19.2,53.5,82,13.3
1992,1,1,19.8,53.5,80,13.7
1992,0,4,19.6,53.5,83,13.1
1992,1,2.5,18.6,53.5,82,11.9
1992,1,3,19.7,49.5,86,13.1
1992,0,2,18.8,54.5,84,12
1992,0,2.5,19.3,54.5,86,14.1
1992,1,6,19.1,54.5,83,13.7
1992,1,6,19.8,54.5,84,14.1
1993,0,1,18.7,48,77,12.2
1993,1,1,18.8,49,80,13.3
1993,1,1,19,49,82,12.6
1993,0,2,17.9,49,79,13.5
1993,0,2,18.7,49,78,12.4
1993,0,4,19.3,49,80,12.7
1993,0,2.5,18.5,49,81,12.6
1993,1,3.5,18.3,49,77.5,12
1993,0,1,19.4,50,79,13.1
1993,0,1,18.9,50,80,13.8
1993,1,1,18.2,50,81,11.8
1993,0,1,19.7,50,80.5,12.5
1993,1,1,18.3,50,76.5,11.8
1993,0,1,19.6,50,79,12.4
1993,0,2,19.8,50,84,12.7
1993,0,2,19,50,80,12.1
1993,1,2,18,50,79.5,12.6
1993,1,3,19.1,50,80,13.2
1993,1,5,19.1,50,77,12.6
1993,0,2.5,19.3,51,84,13.6
1993,0,2.5,19.3,51,82,12.7
1993,1,3.5,18.7,51,80,13.2
1993,0,3.5,19.5,51,83,12.5
1993,0,4.5,18.8,51,81,12.5
1993,1,5.5,19.1,51,82,12.2
1993,1,1,19.6,52,80.5,11.7
1993,1,1,19.9,52,81.5,12.4
1993,0,1,18.8,52,82.5,12.6
1993,0,1,20,52,83,12.9
1993,1,1,19.5,52,81.5,11.7
1993,0,1,19.7,52,89,12.8
1993,0,1,20.1,52,84,13
1993,0,1,19.5,52,82,13
1993,0,1,19,52,80,11.5
1993,1,1,19.3,52,83,12.6
1993,1,1,18.9,52,82,12.7
1993,0,1,17.8,52,83,11.9
1993,0,1,19.4,52,81,12.6
1993,0,1,19.8,52,79.5,12.2
1993,0,2,18.5,52,81.5,11.6
1993,1,2,18.4,52,83,12
1993,1,2,18.9,52,82,11.9
1993,0,2,19.3,52,82.5,13
1993,0,2,18.6,52,82,11.8
1993,0,3,18.7,52,81,12.5
1993,0,3,20.1,52,84,13.7
1993,1,4,18.6,52,80,12.9
1993,0,4,19.2,52,82,13.1
1993,1,4,19.3,52,82,12.7
1993,1,5,20.2,52,81,14.8
1993,1,5,19.6,52,81.5,13.9
1993,0,7,18.9,52,82,13.3
1993,1,2.5,19.3,52,84,12.2
1993,1,2.5,18.6,52,84,12.4
1993,0,2.5,18.8,52,83,13
1993,1,2.5,18.9,52,81,13.5
1993,0,2.5,18.2,52,85,14.1
1993,1,2.5,19.5,52,86.5,13
1993,0,2.5,18.4,52,84,12.2
1993,1,3.5,19.3,52,85,11.7
1993,1,3.5,19.8,52,83,13.2
1993,0,3.5,18.8,52,79,13.2
1993,0,3.5,18.7,52,82.5,12.4
1993,1,4.5,19.4,52,85,13
1993,0,4.5,20,52,84,11.4
1993,1,1,19.1,53,82,13
1993,0,1,19,53,83,13.4
1993,0,1,19.2,53,82,12.5
1993,1,1,19.4,53,84,13.4
1993,1,1,19.4,53,83,12.5
1993,1,1,19.2,53,84,13
1993,0,1,19.2,53,83,12.5
1993,1,1,20.1,53,85,13.9
1993,1,1,19.1,53,83,12.5
1993,0,1,19.1,53,83,12.5
1993,0,2,18.9,53,83,12.9
1993,0,2,18.4,53,87,13.2
1993,0,2,18.7,53,84,12.9
1993,0,2,18.4,53,82,12.7
1993,0,2,18.4,53,84,12.2
1993,0,3,18.5,53,85,12.9
1993,1,3,19.1,53,86,13.4
1993,0,3,19.3,53,83,13.1
1993,1,3,18.5,53,85,13.7
1993,0,5,19.1,53,87,14.2
1993,0,5,19.2,53,87,13.8
1993,1,2.5,19.2,53,85.5,12.5
1993,1,2.5,19.3,53,84.5,13.1
1993,0,2.5,19.5,53,83.5,12.2
1993,1,2.5,19.9,53,83,13.1
1993,0,2.5,19.1,53,81.5,11.8
1993,0,2.5,19.5,53,81,13.2
1993,0,2.5,19.4,53,84,12.9
1993,0,2.5,20.3,53,86.5,13.3
1993,1,2.5,18.9,53,85,12.5
1993,0,2.5,19.2,53,83,13.2
1993,0,2.5,19.9,53,84.5,12.2
1993,1,2.5,19,53,82,12.2
1993,1,2.5,18.7,53,83,12.5
1993,1,2.5,19.3,53,84.5,12.6
1993,0,2.5,19.4,53,82.5,12.2
1993,0,2.5,19.2,53,85,12.6
1993,1,2.5,18.5,53,84,13.2
1993,0,3.5,19.5,53,82.5,11.7
1993,0,3.5,20.2,53,83,12.8
1993,0,3.5,19.1,53,86,13
1993,0,3.5,19.1,53,84,13.5
1993,0,3.5,19.3,53,85,13.2
1993,0,3.5,19.7,53,85,12.9
1993,0,4.5,18.8,53,81,13.2
1993,0,5.5,20,53,83,12.2
1993,0,1.5,18.9,53,80,11.8
1993,1,1,17.9,54,84,12.5
1993,0,1,18.9,54,83,12.9
1993,1,1,18.8,54,82.5,12
1993,0,1,19.3,54,84,13.5
1993,1,1,19.2,54,81,12.1
1993,0,2,19.9,54,86,13.4
1993,1,2,19.9,54,84,12.4
1993,0,2,18.3,54,86.5,13
1993,1,3,19.5,54,85,11.9
1993,0,4,18.2,54,83,13.2
1993,1,4,19.2,54,84,12.7
1993,0,4,19.2,54,87,13.5
1993,0,5,18.7,54,83,13.6
1993,0,5,19.7,54,85.5,12.4
1993,0,5,19.1,54,83.5,12.6
1993,0,2.5,18,54,84,11.5
1993,0,2.5,18.8,54,85,12
1993,1,2.5,20.4,54,83,13.2
1993,0,2.5,19.2,54,85,13.3
1993,0,3.5,19.7,54,85,13.8
1993,1,1,19.4,55,84,12.2
1993,0,4,19.7,55,85,14
1993,0,5,18.7,55,85,13
1993,1,2.5,18.5,55,85,12.5
1993,1,2.5,19.2,55,83,12.5
1993,1,2.5,19.1,55,86,13.3
1993,0,2.5,20,55,86,13
1993,0,2.5,20,55,86.5,15
1993,1,3.5,18.7,55,85.5,12.6
1993,0,2,19,56,86,12.5
1993,0,3.5,19.7,56,84,13.5
1993,0,7.5,18.6,57,86,13.4
1993,0,1,18.5,50.5,79,12.1
1993,0,1,19.3,50.5,80,12.1
1993,0,2,18.2,50.5,79,11.6
1993,0,2.5,20.4,50.5,80.5,13.1
1993,1,2.5,19.8,50.5,83,13.5
1993,0,2.5,18.4,50.5,81,12.4
1993,1,4.5,19.1,50.5,81,12.6
1993,1,4.5,19.1,50.5,82,13.3
1993,1,1,18.8,52.5,80,13.8
1993,0,5,19.1,52.5,82,13.6
1993,0,5,19,52.5,83,13
1993,0,2.5,19.8,52.5,83,12
1993,1,2.5,19.9,52.5,85,12.1
1993,0,2.5,18.9,52.5,85.5,12.7
1993,0,3.5,20,52.5,84,13.9
1993,1,3.5,18.5,52.5,83,12
1993,1,1,19.9,51.5,83.5,13.2
1993,0,1,20.2,51.5,81,14.4
1993,0,1,19.1,51.5,83,12.8
1993,0,1,20.2,51.5,81,14
1993,1,6,19,51.5,82,13.2
1993,1,2.5,19.4,51.5,83,12.7
1993,0,4.5,19.5,51.5,83.5,12.8
1993,1,1,19.3,53.5,82,13.2
1993,1,2,17.9,49.5,81.5,12
1993,0,5,19.3,49.5,81,13.3
1993,0,1,18.6,55.5,85,12.7
1993,1,1,18.6,55.5,84,12.4
1993,0,2,17.9,55.5,85,11.9
1993,1,2.5,20.1,55.5,86,14
1993,1,1,19.4,54.5,85,12.7
1993,0,2,18.2,54.5,84,12
1993,0,2.5,19.8,54.5,88,14.5
1993,0,2.5,20,54.5,84.5,13.8
1993,1,1,19.6,48.5,79,12.9
1994,0,2.5,19,54,82,11.8
1994,0,1,19.4,50,82,12.4
1994,0,1,18.9,54,80,12.9
1994,0,3.5,19.2,55,86,13
1994,0,4.5,19.2,57,89,13.9
1994,0,5,19.5,54.5,86,14.4
1994,0,2,19.5,51,83,13.4
1994,0,2.5,18.4,51,81,11
1994,0,1,20,52.5,85,13.5
1994,0,2,19.5,52.5,83,11.8
1994,0,1,19.2,54,83,12
1994,0,2.5,18.7,55,83.5,12
1994,0,2.5,19.5,53,82,12.2
1994,0,2,18.8,50,81,13.1
1994,0,3,19.6,53,79,13.2
1994,0,3,19,52,86,13.3
1994,0,1,19.7,53,83,13.4
1994,0,2.5,19.4,54,82,13.5
1994,0,3.5,18.9,55,85,14.6
1994,0,3.5,20,53,84,12
1994,0,3.5,19,56,81,12.1
1994,0,5,18.6,51.5,82,12.3
1994,0,4,18.7,47,81,12.4
1994,0,1,18.8,49,81.5,12.8
1994,0,2,19.3,54,82,13
1994,0,2.5,19.6,55,86,13.1
1994,0,4.5,18.6,51,82,13.1
1994,0,1,19.4,53,84,13.1
1994,0,2.5,19.9,54,81,13.1
1994,0,1,19.1,53,84,13.2
1994,0,2,19.7,54,84,13.4
1994,0,1,19.8,52,82,13.8
1994,0,3,19.8,53,79,13.8
1994,0,1,19.5,54,82,14.1
1994,0,2,18.6,52,84,11.3
1994,0,3,18.6,51,82,11.7
1994,0,1,19.3,51.5,83,12
1994,0,6,19.4,50,78,12.3
1994,0,1,19,54,85,12.4
1994,0,2,19.4,53,84,12.5
1994,0,4,18.5,51.5,81,12.5
1994,0,2,18.7,51,78.5,12.6
1994,0,3.5,18.5,54,83,12.6
1994,0,1,19.2,52,83,12.6
1994,0,1,19.5,53,82,12.6
1994,0,1,19.3,52,83,12.7
1994,0,1,18.5,50.5,78,12.8
1994,0,5,18.5,53,80.5,13
1994,0,2.5,18.6,51,79,13
1994,0,3.5,18.1,51,82,13
1994,0,3.5,18.6,53,81,13
1994,0,2.5,18.9,51,81,13.2
1994,0,2.5,20,55,81,13.2
1994,0,4,19.6,51.5,82,13.2
1994,0,4.5,18.7,53,82,13.2
1994,0,3.5,19.6,53,85,13.3
1994,0,1,20,52.5,81,13.3
1994,0,1,19.4,55,86,13.3
1994,0,2.5,19.3,53,83,13.3
1994,0,2,19.2,53,83,13.3
1994,0,6.5,19.2,52,81,13.4
1994,0,2,19,53,79.5,13.6
1994,0,2.5,19,53,83,13.6
1994,0,5,19.2,53,81,13.7
1994,0,3.5,19.3,53,82,13.7
1994,0,3.5,18.8,52,80,13.9
1994,0,2,19,53.5,85.5,14.9
1994,0,2.5,19.8,52,82,14.9
1994,0,2.5,18.4,51.5,83,11.5
1994,0,1,18.8,53,81.5,11.7
1994,0,2.5,18.4,50.5,82,11.8
1994,0,2.5,18.9,51,82,11.8
1994,0,3.5,19,53,83,11.9
1994,0,1,19.4,52.5,82,12.1
1994,0,1,18.9,54,83,12.2
1994,0,2,19.5,53,81,12.2
1994,0,2.5,19.7,54,81,12.2
1994,0,2,17.9,54,80.5,12.3
1994,0,2.5,18.9,54,84.5,12.3
1994,0,5.5,19.8,57,83,12.3
1994,0,1,19.3,52,82,12.3
1994,0,1,19.8,53.5,82,12.3
1994,0,2,19.5,53,80,12.3
1994,0,2,18.4,54,86,12.4
1994,0,1,18.8,55,83,12.4
1994,0,2.5,18.6,55,86.5,12.5
1994,0,3.5,18.5,54,84,12.6
1994,0,1,19.8,53,83,12.7
1994,0,2.5,19.5,55,86,12.7
1994,0,2,18.9,55,82,12.7
1994,0,5.5,19.6,52,82,12.7
1994,0,2,19.9,55,85.5,12.7
1994,0,1,19.8,51.5,80,12.8
1994,0,2,19.6,55.5,84.5,12.9
1994,0,1,19.4,55,83,12.9
1994,0,2.5,18.8,54.5,86,12.9
1994,0,2.5,19,54.5,83,13
1994,0,1,19.3,52,78,13
1994,0,2.5,19.1,54,84,13
1994,0,1,19.5,53.5,80,13.1
1994,0,1,18.9,48,83.5,13.1
1994,0,3,18.9,55,87.5,13.2
1994,0,1,18.8,52,82,13.2
1994,0,2,19.9,54,86,13.2
1994,0,4.5,18.1,54,80,13.2
1994,0,2.5,19.6,51,84,13.3
1994,0,6,19.5,53,85,13.3
1994,0,3.5,19.5,51,80.5,13.7
1994,0,3,19,55,84,13.8
1994,0,2,19.7,53,82,13.9
1994,0,1,19.7,55,87,14
1994,0,5,19.5,55,81,14
1994,0,7,19.3,53,85,14.1
1994,0,2,19.9,55,85.5,14.1
1994,0,3.5,19.4,51,82,14.4
1994,0,6,20.3,54,81,15.2
1994,0,1,18.3,54,84,11.8
1994,0,1,20.2,57,85,12.1
1994,0,2.5,19.1,54,84,12.2
1994,0,2,18.8,53,86,12.5
1994,0,2.5,19.5,53,81,12.6
1994,0,1,18.9,52,84,12.6
1994,0,1,20,53,79,12.9
1994,0,5,19.1,53,86,13.5
1994,0,5,19.2,55,87,13.6
1994,0,1,19,52,80.5,14
1994,0,2.5,20.6,55.5,85,14.2
1994,0,4,18.5,54,84,12.1
1994,1,1,18.8,53,82,12.6
1994,1,1,18.4,53,85,12.7
1994,1,2.5,19.7,52,82,12.7
1994,1,1,19.8,53,84,12.9
1994,1,1,19.3,56,82,13
1994,1,1,19.3,53,80,13.2
1994,1,1,19.7,50.5,82,13.6
1994,1,1,19.5,53,84,13.6
1994,1,2,19.9,54,84,13.7
1994,1,1,19.4,54,82,14
1994,1,3.5,19.4,53,85,12.4
1994,1,2,19.5,56,84,12.6
1994,1,2,20.2,52,83,12.9
1994,1,1,18.7,53.5,79,11.8
1994,1,1,19.7,55.5,81.5,12.3
1994,1,2,18.8,51,79,12.4
1994,1,1,18.7,53,84,12.7
1994,1,2,19.1,53,83,13.3
1994,1,2.5,19.3,54,86,13.4
1994,1,2,19.3,54,82,12.2
1994,1,1,19.2,52,81,12.3
1994,1,2.5,18.5,56,87,12.5
1994,1,2,18.6,53,85,12.7
1994,1,7,19.7,54,84,12.8
1994,1,1,19.5,52,81,13
1994,1,4.5,19.4,53,84,13.1
1994,1,2,18.6,56,88,13.4
1994,1,3,18.3,50,81,13.4
1994,1,1,19.1,52,84,13.5
1994,1,4,19.2,54,85,13.9
1994,1,1,19.4,53,80,11.6
1994,1,2,18.7,52,81,12
1994,1,3,18.8,54,83,12.2
1994,1,3.5,18.8,53,83,12.4
1994,1,1,18.9,48,80,12.4
1994,1,2.5,17.9,51.5,80.5,12.5
1994,1,3.5,20.2,52,82,12.5
1994,1,1,19.3,54,77.5,12.5
1994,1,2.5,19.8,51,83,12.6
1994,1,1,18.8,53,82.5,12.6
1994,1,1,19.7,54,84,12.7
1994,1,2,18.6,53,83,13.2
1994,1,1,19.7,53,82,13.3
1994,1,4,19.3,53,82,13.4
1994,1,2,18.6,55,86,13.5
1994,1,2,19.4,55,83,13.7
1994,1,2,20,53.5,85.5,13.7
1994,1,1,19.9,52,82,13.9
1994,1,2,19.5,50,84,14.2
1994,1,1,19,53,83,12.2
1994,1,2.5,17.6,53,82,12.3
1994,1,1,19.2,54,81,12.3
1994,1,4.5,18.4,50,78,12.4
1994,1,7.5,19.1,54,85,12.4
1994,1,4,19.5,56,87,12.5
1994,1,3.5,19,53,82,12.5
1994,1,2.5,19.6,54,82,12.8
1994,1,1,18.9,53,83,12.8
1994,1,1,19.2,52.5,83,13
1994,1,1,19.4,53,83,13
1994,1,2,19.3,55,83,13
1994,1,3,19.6,53,83,13.1
1994,1,1,20.2,52.5,80,13.2
1994,1,5,18.8,52,78.5,13.2
1994,1,2.5,19.3,51,85,13.2
1994,1,3,18,52,79,13.3
1994,1,1,20.1,52,84,13.3
1994,1,1,18.8,56,82,13.3
1994,1,2.5,19,53,81,13.3
1994,1,2,19.9,49,82,13.3
1994,1,2.5,19.2,56,83,13.5
1994,1,2,19.8,54,84,13.7
1994,1,1,19.4,51,81,13.7
1994,1,1,19.5,50,77,13.9
1994,1,1,19.4,53.5,81,14
1994,1,2,20.2,54,83,14
1994,1,1,19,53,83.5,14.6
1994,1,1,18.8,52,83,11.7
1994,1,3.5,18.6,54,83,11.7
1994,1,1,17.9,52.5,84,12
1994,1,1,19.2,52.5,82,12.1
1994,1,1,18.9,50,80,12.3
1994,1,2.5,18.8,53,83,12.7
1994,1,3,19.3,55.5,84,12.7
1994,1,1,19.8,51.5,79,12.8
1994,1,2,18.7,54,85,12.9
1994,1,1,19.9,53,84,13
1994,1,1,19.6,51,85,13.1
1994,1,1,19.7,51.5,81,13.3
1994,1,1,19.6,54,85,13.4
1994,1,3.5,18.9,52.5,81.5,14.5
1994,1,2,19.8,52,82.5,13.4
1995,0,4,18.2,53,81,11.4
1995,1,1,18.6,52,80,11.5
1995,0,2.5,18.6,51,81,11.6
1995,0,2.5,18.6,51.5,82,11.7
1995,0,1,18.5,50,77,11.7
1995,1,5.5,18.5,50.5,79,11.7
1995,0,3,19,51.5,78.5,11.7
1995,1,1,18.6,52,79,11.7
1995,0,1,19.3,51,78,11.8
1995,0,3,18.2,52,81,11.9
1995,0,1,19.5,52,79,11.9
1995,0,1,19.8,49,84,12
1995,0,1,19,49,77,12
1995,0,4,18.4,51,81,12
1995,0,2,19.3,51,81,12
1995,0,1,19.7,52,81,12
1995,0,2,19.7,49,84,12
1995,0,2,19.7,50,82,12
1995,0,2.5,18.9,54,83.5,12
1995,1,1,19.1,51,82,12
1995,0,2,19.1,51,81,12
1995,0,2,20,50,81,12
1995,0,1,18.6,52,80,12.1
1995,0,1,18.8,51,79,12.1
1995,0,1,18.6,51,79,12.1
1995,0,4,18.2,51.5,83,12.1
1995,1,1,18.8,51,78,12.1
1995,0,1,18.7,52,83,12.1
1995,0,1,19.4,53,80,12.1
1995,0,1,19.1,50,79.5,12.1
1995,0,1,19.7,53,81,12.1
1995,1,1,18.3,52,81,12.2
1995,0,1,20.1,52,78,12.2
1995,1,2,18.9,52,80,12.2
1995,0,1,18,53.5,80,12.2
1995,0,1,19.1,51.5,81.5,12.2
1995,0,2,19.6,53,83,12.2
1995,1,1,18.6,50.5,79,12.3
1995,1,1,19.4,52,81,12.3
1995,0,2.5,19.1,51,79,12.3
1995,0,1,19.6,54,81,12.3
1995,1,1,18.4,50,78,12.3
1995,1,1,20.4,50.5,79,12.3
1995,0,1,19.3,51,79,12.3
1995,0,4.5,19,51,81,12.3
1995,0,2,19.4,53,82,12.4
1995,0,2,18.8,49.5,79,12.4
1995,0,1,20.1,52,81,12.4
1995,0,6,19,51,80,12.4
1995,0,3,19,50.5,79,12.4
1995,0,1,20.2,52,82,12.4
1995,1,4,18.9,52,82.5,12.4
1995,0,1,20.1,50,79.5,12.4
1995,0,1,19.5,52.5,80,12.4
1995,0,1,19.3,51,79,12.4
1995,0,1,19.6,51,81,12.4
1995,0,4,19.2,52,81,12.4
1995,0,2,18.8,51.5,80.5,12.5
1995,0,3,19,53,82.5,12.5
1995,0,6,18.4,52,85,12.5
1995,0,8,19.9,52,83,12.5
1995,1,3,19.1,51,83,12.5
1995,0,2.5,19.6,49,82,12.5
1995,1,2,19.1,51,82,12.5
1995,0,1,19.5,50,80.5,12.5
1995,1,1,18.8,52,79,12.5
1995,0,1,18.9,51,80,12.5
1995,0,1,19.9,51,81,12.5
1995,1,1,19.4,52,83,12.5
1995,0,2,19.3,51,82,12.5
1995,0,1,19.5,52,82,12.5
1995,0,2,19.6,52,83,12.5
1995,0,2,18.1,53,83,12.5
1995,0,8.5,19.2,52,81,12.5
1995,1,3.5,17.9,50.5,81,12.6
1995,0,2.5,19.9,49,79.5,12.6
1995,1,1,18.7,56,78,12.6
1995,1,2.5,19.3,51,79,12.6
1995,0,2,19.5,53,81.5,12.6
1995,0,2.5,19.7,50.5,80.5,12.6
1995,0,1,19.9,53.5,80,12.6
1995,1,2,19.7,55,85,12.6
1995,1,2,18.7,52,80.5,12.6
1995,0,1,19.2,52.5,82,12.6
1995,1,4,18.1,52,79.5,12.6
1995,0,3,18.7,50,80,12.6
1995,0,2,18.3,54,83,12.7
1995,1,2,19.4,52,82.5,12.7
1995,0,2.5,19.1,52,82,12.7
1995,1,2,19.5,55,86,12.7
1995,0,3,19.5,56,84,12.7
1995,0,1,19.4,52,81,12.7
1995,1,3,19.4,50,81,12.7
1995,1,1,20.1,53,84,12.7
1995,0,1,19,51,79,12.7
1995,1,1,19.9,52,80,12.7
1995,0,1,19.7,52.5,82,12.7
1995,0,8,19,52,82,12.7
1995,0,4.5,18.6,53.5,83,12.8
1995,0,6,19,52.5,85.5,12.8
1995,0,4.5,19,49.5,80,12.8
1995,0,3,19.4,55.5,82,12.8
1995,0,1,18.5,51.5,79,12.8
1995,0,1,19.6,54.5,77,12.8
1995,0,1,20.2,53,82.5,12.8
1995,0,2,19.7,55,84,12.8
1995,1,3,19.5,50.5,81,12.8
1995,0,1,19.7,52,82,12.8
1995,0,1,19.5,54,81,12.8
1995,1,2,20.1,54,83.5,12.9
1995,1,1,20,51,82,12.9
1995,0,3.5,18.7,50.5,82,12.9
1995,0,7,19,52,81,12.9
1995,0,2,19.5,51,80,12.9
1995,0,2,19.4,50,82.5,12.9
1995,0,3.5,19.6,51,82,12.9
1995,1,2,19.4,52,82,12.9
1995,0,4,19.6,56,85,12.9
1995,0,2,19.7,54,83.5,12.9
1995,0,2,19,51,81,12.9
1995,0,1,19.7,50,79,12.9
1995,1,2.5,19.8,52,80,12.9
1995,0,1,19.8,53,81,12.9
1995,0,2.5,19.7,52,81,12.9
1995,0,1,19.3,50.5,79,12.9
1995,1,4,18.2,52,82,13
1995,0,1,19.5,52,82,13
1995,0,2.5,19.8,53,85,13
1995,0,5.5,19.7,51,81,13
1995,1,1,18.1,51,80,13
1995,1,1,19.9,50,80,13
1995,1,2.5,19.8,49,80,13
1995,0,2,19.1,52,80,13
1995,1,4.5,19.3,49,85,13
1995,1,1,19.6,49,80,13
1995,1,2,20.6,53,83,13
1995,0,2,18.6,48,78,13
1995,0,1,19.3,49,80,13
1995,0,2,19.6,52,83,13
1995,0,2,19.6,52,84,13
1995,0,1,19.3,52,80,13.1
1995,1,1,20.1,51.5,80.5,13.1
1995,0,2.5,19.5,54.5,82,13.1
1995,0,1,19.5,52,80.5,13.1
1995,1,4,18.4,50.5,80.5,13.1
1995,1,2,20.3,54,82.5,13.1
1995,0,1,19.7,51.5,82,13.1
1995,0,1,19.5,52.5,80.5,13.1
1995,0,1,19.9,52,80,13.1
1995,1,1,19.9,51,80,13.1
1995,0,1,17.9,53,81,13.1
1995,0,4,19.6,53,82,13.1
1995,0,2,19.6,50,80,13.2
1995,0,5,19.4,51.5,84,13.2
1995,0,4,19.4,56,84,13.2
1995,0,2.5,20.3,54,83,13.2
1995,0,2,19.8,52,82.5,13.2
1995,0,3,19.7,51,82,13.2
1995,0,1,19.9,52,81,13.2
1995,0,1,19.2,51.5,78,13.2
1995,0,6.5,19.2,51,83,13.2
1995,0,2.5,19.2,52,81,13.2
1995,1,2,19.6,53,83,13.2
1995,1,2,20.4,51,80.5,13.2
1995,1,1,19.3,54,81,13.2
1995,1,5,19.2,51,82,13.2
1995,1,4,19.5,51,80,13.2
1995,0,4.5,19.1,52,82.5,13.2
1995,0,2.5,19.5,53,82.5,13.2
1995,0,2,19.8,53,82,13.2
1995,1,2,20,49.5,80,13.2
1995,0,1,19.5,52,79.5,13.2
1995,1,2,19.5,56,85,13.2
1995,0,1,19,51,80,13.2
1995,0,3.5,19,51,81,13.3
1995,0,5.5,18.9,52,81.5,13.3
1995,1,2,19.5,50.5,82.5,13.3
1995,0,1,20,50,80,13.3
1995,0,2.5,19.3,55,86,13.3
1995,0,2.5,19.7,52,82,13.3
1995,0,4.5,19.2,49.5,81,13.3
1995,1,2,19.6,53,80,13.3
1995,0,2.5,19.1,56,84,13.3
1995,0,1,19.9,50.5,81,13.3
1995,0,3.5,19.4,54,81.5,13.4
1995,0,1,18.3,51,79,13.4
1995,0,4,19.1,52,80,13.4
1995,1,2,19.9,51,80.5,13.4
1995,0,3.5,19,51.5,81,13.4
1995,1,2,19.4,53,82,13.4
1995,0,1,19.3,54,81,13.4
1995,0,1,19.4,54,81,13.4
1995,0,3,19.9,52,81,13.4
1995,0,3.5,19,51.5,81,13.5
1995,0,3,18.1,53,86,13.5
1995,0,5,19.6,52,84,13.5
1995,0,8,19,52.5,82.5,13.5
1995,0,2.5,19.5,54.5,82.5,13.5
1995,0,2,19.7,48,82,13.5
1995,1,3,19.2,50,81,13.5
1995,0,2,19.7,52,85,13.5
1995,0,1,19.7,49,81,13.5
1995,0,3.5,19,49,81,13.5
1995,0,3,19.2,51,84,13.5
1995,0,2,19.4,51,82,13.5
1995,1,1,20.3,52,80,13.5
1995,0,2.5,20.4,54,82,13.5
1995,1,4.5,18.9,54,81,13.6
1995,0,3.5,20.4,54,79.5,13.6
1995,0,2,18.9,56.5,83,13.6
1995,0,2,18.9,56,84,13.6
1995,0,3,19.1,53.5,82,13.6
1995,0,1,20.6,50,79.5,13.6
1995,1,2,19.9,51,81,13.7
1995,1,2,19.6,52,80,13.7
1995,0,2,20,55,86.5,13.7
1995,1,3,19.5,52,83,13.7
1995,0,3,20,51.5,84,13.8
1995,0,3,19.4,53,82,13.8
1995,1,3,20.2,54,86,13.8
1995,0,2,19.6,50,81,13.8
1995,1,5,19.6,53,83.5,13.9
1995,0,2,19.2,53,83,14
1995,0,2,19.6,51,83,14
1995,0,3,19,50,81,14
1995,0,2,20.3,52,80,14
1995,1,2,19.2,50,83,14
1995,0,4,20.2,50,82,14
1995,0,2.5,20.1,50,85,14
1995,0,2,19.6,49,81,14
1995,0,2,19.2,51,81,14
1995,0,2,20.1,50,82,14
1995,0,3,20.4,50,83,14
1995,1,4.5,19,51.5,82,14.1
1995,1,5,19.5,53,83.5,14.1
1995,0,2.5,19.4,51,81.5,14.2
1995,1,1,20.4,51,81,14.2
1995,0,2.5,20.6,56.5,83,14.2
1995,1,2,20.1,52.5,81,14.3
1995,0,2,19.8,53,82,14.4
1995,0,1,19.8,50,79.5,14.4
1995,0,2.5,20,53,83,14.5
1995,0,3,20.6,51,82,14.5
1995,0,1,19.7,51,80,14.5
1995,0,2.5,19.2,53.5,83.5,14.6
1995,0,2,19.3,52,82,14.8
1996,0,5.5,19.3,52,83,13.3
1996,1,2,18.3,52,81,12.4
1996,0,2,18.4,52,83,12.6
1996,0,2,19.9,50,80,13.4
1996,1,1,19.2,53,81,13
1996,0,2,17.7,53,83,13.2
1996,1,3,20.1,53,83,13.6
1996,1,1,19.6,50,83,14.5
1996,1,2.5,19.8,50,81,13.7
1996,1,1,19.2,53,81,13.5
1996,0,1,19.1,54,81,12.2
