Year,Survival,Age,Tarsus,Tail,Wing,Mass
1981,0,2.5,19.3,50.5,81,13.1
1981,0,2.5,20.3,50.5,81,14
1981,0,2.5,19.6,52,84,13.4
1981,1,2.5,19.1,54,85,13.3
1981,0,2,19.5,51,83.5,13.2
1981,0,2.5,19.4,53,84,13.8
1981,1,1,19.6,52,78,13.8
1981,1,1,19.1,53,80,13.1
1981,1,1,19.1,52,81,12.4
1981,0,1,19.5,52.5,82,12.7
1981,1,3.5,19.2,54,83,13.2
1981,1,2,20,50.5,82,13.1
1981,0,2,19.5,53,82,14.2
1981,1,2,19.8,52,81,13.3
1981,0,1,19.2,51.5,78,13.2
1981,1,2,20.6,52,81,13.5
1981,1,2.5,21,53,85,14.8
1981,0,2.5,20.1,54,83.5,13.6
1981,1,2.5,19.8,52,84,12.6
1981,0,2,19.8,53,82.5,14.1
1981,1,1,19.2,50,80,12.5
1981,0,1,19.5,51,78,14.3
1981,0,1,19.1,52,77,13.3
1981,1,2,20.5,56,88,13.9
1981,0,2.5,19.6,53.5,81,13.5
1981,0,2,19.8,52,82.5,14.9
1981,1,2.5,20,52,81,14.2
1981,1,2,19.2,55,81.5,13.3
1981,1,2.5,19.7,54,85,13.5
1981,0,1,19.6,52,83,13.2
1981,0,2.5,20.4,52,85,12.8
1981,0,1,18.9,51.5,84,13.5
1981,1,1,19,51,81,13
1981,0,2.5,20.2,53,85,14
1981,0,3.5,19.1,53,87.5,14
1981,0,2.5,19.2,53,84,13.1
1981,0,1,19.7,52,84.5,13.3
1981,1,1,19.5,50,82,12.3
1981,1,1,19.2,53,81,13.2
1981,0,2,19.4,53,85,13.6
1981,0,1,19.9,53,86,14.1
1981,0,1,19.6,51,81,13.9
1981,0,1,18.4,52,81.5,13
1981,1,2,19.6,52,84,13.4
1981,1,1,19.6,51.5,82,12.5
1981,0,1,19,52,82,12.8
1981,1,1,19.9,53,83.5,13.2
1981,1,2,18,53,82.5,12.8
1981,0,2,18.9,52,83,12.8
1981,0,2,19.8,52,84,13.1
1981,0,2,18.7,52,82,14.2
1981,0,2,19.4,51.5,83,13.2
1981,0,2.5,19.8,53,85,14.8
1981,1,2.5,19.6,52.5,84,12.2
1981,0,2,19.8,53,84,13.8
1981,0,2,19.7,52,84,13
1981,0,2,20.1,53,83.5,13.6
1981,0,1,20.1,51.5,81.5,13.9
1981,0,2.5,20.1,53,84,12.9
1981,0,1,19.6,53,81,12.7
1981,0,1,19.2,52,83,12.9
1981,0,2.5,19.6,52.5,85,12
1981,0,1,20.5,53.5,84,13.7
1981,0,2.5,19.6,51.5,83.5,12.6
1981,0,1,19.6,50.5,81,12.5
1981,0,2.5,19.9,53,85,13
1981,0,2.5,19.8,54,83.5,13
1981,0,1,19.3,50.5,80,11.9
1981,0,1,19.1,47,81,12.8
1981,0,1,18.6,52,81,13.1
1981,0,1,19.1,52.5,80,12.5
1981,0,1,19.1,52,80,12.8
1981,0,2.5,20.7,51,84,12.9
1981,0,1,20.7,51,83,12
1981,0,2.5,18.8,52,82,12.1
1981,0,1,18.2,53,82,12.3
1981,0,1,18.9,52,80,12.3
1981,0,2.5,20.1,51,84.5,13
1981,0,1,18.8,52.5,81,13.3
1981,0,1,18.9,52,80,12.3
1981,0,1,19.4,53,84,13.3
1981,0,2.5,19.7,50,83,13.5
1981,0,1,19,50.5,81,12.9
1981,0,1,19.9,50,82,13.4
1981,0,3.5,19.9,53,83,14
1981,1,1,20.3,52,83,14
1981,0,1,20.1,51.5,81.5,13.9
1981,1,1,20,54,81.5,13.3
1981,1,1,20.4,54,81,13.6
1981,0,2.5,19.8,52,83,14.7
1981,0,1,20.2,51.5,81.5,13.4
1981,1,1,19.3,51.5,83,13.5
1981,0,2.5,20,52.5,84,13.3
1981,1,2.5,18.7,51.5,81,12.8
1981,1,2.5,18.5,50,79.5,12.9
1981,0,2.5,20,50.5,81.5,13.7
1981,1,1,19.9,50,80,11.2
1981,1,2.5,19,52.5,82.5,13.3
1981,1,2.5,20.3,51.5,85.5,12.8
1981,0,2.5,19.5,51,82.5,13
1981,1,1,19.8,52,83.5,14.5
1981,0,1,19.7,51,81,12.8
1981,0,1,18.8,53,81.5,12.9
1981,0,3.5,19.3,51.5,82.5,13.2
1981,1,1,19.4,51,80,12.1
1981,0,3.5,19.7,52.5,84.5,14
1981,0,1,19.4,50.5,81.5,12.8
1981,1,1,19.2,50,79,12.1
1981,0,1,19.5,52,81.5,12.6
1981,1,2.5,20.2,51.5,82,12.6
1981,0,2.5,20.5,52,84.5,13.5
1981,0,3.5,19.7,54,83,13.2
1981,0,1,19.6,52,80,12.9
1981,0,2.5,20.1,53,85,13.2
1981,0,2.5,19.5,52,86,12.3
1981,0,2,20.3,52,83.5,14.1
1981,0,1,19.2,52,82,13.4
1981,0,2.5,19.5,51,80,11.3
1981,0,2,19.9,51,85,13.4
1981,1,1,19.9,51.5,81,13.8
1981,0,1,19.6,51.5,79.5,13.2
1981,0,2,19.7,52,83,13.3
1981,0,2,20.3,53,86,13.7
1981,0,2,19.4,53.5,83,13
1981,0,3.5,19.8,50,83.5,13.7
1981,1,1,19.4,50,81,12.9
1981,1,2.5,19.2,51,84,13.5
1981,0,1,19,52,81,12.8
1981,1,1,19.1,54,82.5,13.3
1981,1,2.5,19.3,52,83,13.1
1981,0,2,19.8,52,85,13.9
1981,0,1,18.8,51,81,12.5
1981,0,1,20.7,51,84.5,13.2
1981,0,2.5,19.7,51.5,84,13.7
1981,0,1,19.9,51,83,13.2
1981,1,2.5,19.3,51,83,13.1
1981,0,3.5,19.6,50.5,83.5,12.5
1981,0,1,20,52.5,85.5,14.4
1981,0,2.5,19.1,51,81.5,11.8
1981,0,1,19.7,52,82,13.4
1981,1,2,19.7,54,83.5,13.3
1981,1,1,19.8,51,82.5,12.8
1981,0,2.5,20.7,51,85.5,15.1
1981,1,2,20.1,51.5,82.5,13.8
1981,0,3.5,19,51.5,83,13.5
1981,1,1,19.7,52,81,13.5
1981,1,3.5,20.2,52,85,13
1981,0,2.5,19.7,49,84,13.3
1981,1,1,20.2,53,81.5,12.9
1981,1,2.5,19.9,51,84,13.8
1981,1,2.5,19.6,52,83.5,13.5
1981,1,1,19.8,52,81.5,13.6
1981,1,2,19.5,55,84,13.3
1981,0,1,19.6,51.5,80,13.2
1981,0,1,20.3,51.5,82,13.1
1981,0,1,20.2,48,81,13.1
1981,0,2.5,19.3,51.5,83.5,14.1
1981,1,2,19.8,53,84,14.9
1981,0,3.5,19.3,53,84,12.8
1981,0,1,19.1,50,80.5,12.6
1981,1,2.5,19.6,52,84,12.8
1981,1,1,20.1,49.5,81,12.6
1981,1,1,20.1,51,82,12.8
1981,0,1,19.3,52,80.5,12.4
1981,1,2,19.8,53,83.5,14.3
1981,0,1,20,52,82,12.6
1981,0,2.5,19.4,53,84,13.2
1981,1,1,19.4,52,83,13.1
1981,0,1,20.3,52,80,13.8
1981,1,3.5,19.2,51.5,81.5,13.9
1981,0,2.5,19.4,53,84,13.2
1981,1,1,18.8,52,80,12.3
1981,0,2,20.1,53,85.5,12.9
1981,0,2,19.9,52,80,12.9
1981,1,1,20,52,84,14.3
1981,1,1,19.7,52,84,13.6
1981,0,2,19.5,51,81.5,12.3
1981,1,1,19.7,56,80,13.5
1981,0,1,19.8,51,80,13.3
1981,0,3.5,19.5,52.5,83,13.7
1981,1,2,20.3,54,85.5,13.4
1981,1,1,19,53,81,11.9
1981,0,1,20.1,50.5,80.5,13.2
1981,1,1,18.9,52,84,12.1
1981,1,3.5,20,53.5,85,13.2
1981,0,2,20.1,54,85,13.8
1981,0,1,19.5,50.5,81,13
1981,0,1,19.8,54,83,13.4
1981,1,3.5,20,53.5,85,13.2
1981,1,1,20.2,52,85,13
1981,1,2,19.9,56,83,14.2
1981,1,1,18.9,49,81,12.7
1981,1,2,19.6,53,84.5,12
1981,0,2,19.4,50.5,81,13
1982,0,1,19.7,53,82,14
1982,0,1,19.9,52,82,13.3
1982,0,1,18.6,53,83,13.4
1982,1,2,20,54,87,13.8
1982,1,4.5,19.7,53,86,12.3
1982,1,2.5,20.4,52.5,86,14
1982,0,2.5,20.1,51,82.5,13.1
1982,0,2,20.1,52,82,13.2
1982,0,2,19.7,53,83.5,13
1982,0,2.5,18.9,54,86.5,12.9
1982,1,3.5,19,53.5,84,13.7
1982,1,2.5,20.3,51.5,84,14.7
1982,0,1,18.8,52,81,13.6
1982,0,3,19.1,53,84,13.2
1982,0,2,20.5,53,84.5,14.5
1982,1,1,20,52,82,13.2
1982,0,3,19.6,54,84,12.7
1982,1,2.5,19.2,52,83,13
1982,0,1,19.5,53.5,83,12.5
1982,0,3.5,20.4,52,85,12.6
1982,1,1,19.3,52.5,80.5,12.4
1982,1,1,19.3,51,81,12.5
1982,0,1,20,52.5,82,12.7
1982,0,1,19.5,51,80.5,11.8
1982,1,2,20.2,53.5,85,13.4
1982,0,2.5,19.6,52,82,12.5
1982,1,2.5,19.4,52,84.5,12.2
1982,0,1,20.3,53,80,12.2
1982,0,2.5,19.7,52,82,13.3
1982,1,1,19,53,83,13.2
1982,0,2.5,19.7,52.5,83,13.5
1982,1,2.5,19.8,54,83.5,13.3
1982,0,1,18.5,51,80,12.1
1982,1,2,19.5,51,82,13.3
1982,1,2.5,19.3,51,82.5,13.1
1982,0,2.5,18.9,52.5,84,13.7
1982,1,3,18,51.5,81,12.2
1982,0,2.5,19.5,53,83.5,13
1982,0,2.5,19.5,53,83.5,12.8
1982,0,3.5,21.1,54,85.5,14.2
1982,0,2,19.3,55,83.5,12.2
1982,1,2.5,19.7,53,84,12.3
1982,0,1,19.6,53.5,83,12.8
1982,0,2,19.8,54,85,13.8
1982,0,2.5,19.1,51,84.5,12.5
1982,1,1,19.3,52,80.5,12.5
1982,0,1,20.5,52.5,82,13.1
1982,0,1,19,51,80.5,12.6
1982,0,2.5,19.6,54,81,13.3
1982,0,2.5,19.3,51,81.5,12.9
1982,1,1,19,52,81,12.9
1982,1,2.5,18.7,52,84,13.9
1982,1,1,19.3,50.5,80,13
1982,0,1,19.7,53,80.5,13.5
1982,0,4.5,19.8,53,83.5,13.1
1982,0,1,18.8,52,80,12.6
1982,1,4.5,19,52,84,13
1982,0,2,18.9,54,84,12.8
1982,1,1,19,49.5,79,11.8
1982,1,1,19.1,53,82,13
1982,0,3,20,50,83,13.4
1982,1,2,19.7,51,79,12.1
1982,1,2,20.1,51.5,83.5,13.5
1982,0,2.5,19.1,54,85.5,13
1982,1,3,20.5,55.5,87.5,13.3
1982,0,2.5,19.2,53,84.5,12.4
1982,1,3.5,19.7,53,83.5,12.6
1982,1,2,19,52.5,82.5,13.2
1982,0,2.5,19.2,53,82,13
1982,0,1,19.3,52,79.5,12.3
1982,1,1,19.3,52,82,13.2
1982,0,3,20.7,54,84,13
1982,0,3,19.1,53.5,83,12.3
1982,0,2.5,20.1,52,85.5,14.1
1982,1,2.5,19.3,51,82.5,12.7
1982,0,1,18,52,79.5,12.4
1982,1,2,19,55,86,12.8
1982,1,2,19,51,83.5,12.8
1982,0,2,19.5,51,83.5,12.4
1982,1,1,18.7,50,78.5,12.1
1982,0,3.5,20,51.5,82.5,14
1982,0,2.5,19.8,53,84,12.7
1982,0,3.5,19.5,53,83,12.8
1982,1,1,19,51,81.5,12.5
1982,0,1,19.1,52,81.5,12.3
1982,0,1,19.4,53,82.5,11.9
1982,0,1,20,53.5,82.5,12.5
1982,0,1,20.1,52,82,12.7
1982,0,2,19.5,50.5,83.5,12.7
1982,0,3.5,19.6,52,84,12
1982,1,2,20.2,54,86.5,13.7
1982,0,2.5,19.4,52,84,13.5
1982,0,3,19.6,54,86,12.6
1982,0,2,19.4,52,85,12.1
1982,0,2.5,20,51.5,83,12.9
1982,0,1,19.8,50.5,79,13
1982,1,1,19.6,53,85,13.9
1982,0,2,19.4,53,85,12.9
1982,1,2,19.8,55.5,85.5,13
1982,0,2.5,19.1,52,84,12
1982,0,1,20.1,51,81.5,13.6
1982,1,2,19.7,53,84.5,14.1
1982,0,3.5,19,51,81.5,12.3
1982,1,1,19.8,53,82.5,13.5
1982,1,1,18.8,51,80,12.8
1982,0,2,19.1,51.5,84,12.3
1982,1,1,19.1,51.5,81,13.1
1982,1,2.5,20.7,50.5,82,14
1982,0,1,19.2,52,80,12.3
1982,1,1,20.3,53,82.5,14
1982,1,1,19.1,51,80.5,12.3
1982,0,1,20.3,51.5,80.5,13.8
1982,1,2,20.2,52,83.5,13.5
1982,0,2.5,19.6,52,82,12.4
1982,1,2.5,19,52,83,13.1
1982,1,2.5,19.5,56,83.5,13.7
1982,0,2,19.8,53,83.5,13.3
1982,0,2,19.2,52.5,85,13.1
1982,0,3.5,18.3,51,81,12.9
1982,1,3.5,20.3,52.5,82.5,13
1982,0,2.5,19.2,53,82,13.1
1982,1,2,19.3,52,83.5,13.2
1982,1,1,19.5,51.5,82,13
1982,0,2.5,19.4,52,84,12.5
1982,0,1,19.7,52,81,13.5
1982,1,1,19.5,51.5,82,12.6
1982,0,1,19.6,50.5,82,12.3
1982,0,2,19.2,52.5,82,12.3
1982,1,2.5,19.6,52.5,84,13.9
1982,0,3.5,19.2,53,85,13.1
1982,1,2,19.2,51,81,11.9
1982,1,2,19.9,52,82,14
1982,1,2,20.4,53,81.5,12.7
1982,1,3,20.2,51,82,13
1982,0,2,20,52,82.5,12.5
1982,1,3.5,19.5,52,83.5,13.3
1982,0,2,19.6,52,83,11.5
1982,0,2,19.8,52.5,82.5,12
1982,1,2,19.9,53,82,13.5
1982,1,3,19.3,54,86,13.3
1982,1,1,19.3,53,80,12.5
1982,0,4.5,19.2,52,81,13.7
1982,1,2,19.8,52,81,14
1982,0,2,19.1,54,83.5,12.3
1982,0,2,19.5,53,86,13.8
1982,0,4.5,20.3,53.5,85.5,13.5
1982,1,1,20.2,52,81,12.7
1982,1,3.5,20,51,83.5,13.5
1982,1,2.5,20,51,84,12.5
1982,0,2,19,52,82.5,13.1
1982,1,3,19.7,52,82.5,14
1982,1,1,18.8,52.5,79.5,12.4
1982,1,3,19.4,53,81.5,13.8
1982,0,2.5,18.4,50,80,13.2
1982,0,2.5,19.7,51,84,13.9
1982,0,1,19.9,52.5,81.5,12.7
1982,0,2.5,20.2,54.5,84.5,12.9
1982,0,2,19.2,54.5,86,12.3
1982,0,3,20.1,53,84,12.8
1982,1,1,19.3,51,81.5,11.7
1982,0,2.5,19.9,51.5,83,13.5
1982,1,2,20,53,86,13.8
1982,0,3,20.5,52,85,13.6
1982,1,1,19.4,51,80,12.5
1982,0,1,19.4,52.5,81.5,12.8
1982,1,1,19.5,53,81.5,11.8
1982,0,2,19.1,50,82.5,12.3
1982,0,3,20.3,53,87,13.3
1982,1,2,18.9,53,84,12.7
1982,0,2.5,19.4,55,85,14.3
1982,0,2.5,19.5,53.5,85,13.8
1982,0,2,19.2,52,83.5,12
1982,0,1,19.5,54,84,12.8
1982,0,4.5,19.9,54,85,12.8
1982,1,2,19.7,51,81,13.9
1982,0,2.5,19.4,52,82.5,13.8
1982,0,3,19.1,51,82.5,12.5
1982,0,1,19.2,53,81.5,11.9
1982,0,2,18.7,52,80.5,12.5
1982,1,1,18.9,51,80,12.3
1982,0,1,19.4,53,81.5,13.1
1982,0,1,19.6,54,83,12.8
1982,0,2.5,19.5,53.5,84,13.4
1982,0,1,19.2,52,83,13.3
1982,0,1,19.3,51.5,82,12.5
1982,0,2,19.8,52.5,83,12.3
1983,0,2.5,19.6,48,80,12.5
1983,1,2,18.8,49,81,12.4
1983,0,2.5,19.5,50,81,12.5
1983,1,1,20.5,50,79,13.6
1983,0,3,19.7,50,80.5,12.7
1983,0,1,19.8,50,80,13
1983,1,1,18.5,50,78,12.6
1983,0,1,19,50,79,11.7
1983,1,2,19.5,50,82,11.9
1983,0,2,18.9,50,81,11.2
1983,0,1,19.5,50,79,12.4
1983,0,1,18.8,51,80,11.7
1983,0,2.5,19,51,82,13.3
1983,0,1,19.1,51,80,12.2
1983,0,2,18.8,51,82,12.9
1983,0,2.5,19.2,51,83,12.3
1983,1,2,20,51,82.5,12.6
1983,0,1,19.4,51,79,12.1
1983,0,2,18.9,51,82,12.4
1983,0,1,19.6,51,81,13.7
1983,1,2.5,18.9,51,82,12.5
1983,0,2,18.7,51,81,12.4
1983,0,2,18.9,51,81,12.3
1983,0,3.5,20.4,52,83,13.8
1983,1,1,20.3,52,81,13.5
1983,0,2.5,19.4,52,81,12.8
1983,1,2.5,19.5,52,81.5,13.5
1983,1,2.5,20,52,82,12.8
1983,1,3.5,19.3,52,83,12.5
1983,1,2.5,20.1,52,83,12.5
1983,1,2.5,18.2,52,82,12.8
1983,1,2,19.8,52,82,11.7
1983,0,2.5,19.8,52,83.5,13.5
1983,0,2,19.5,52,82,12.9
1983,1,1,19.3,52,80,12.5
1983,1,1,19.3,52,74,11.6
1983,0,2,19.4,52,82.5,13.1
1983,1,3,19.2,52,83,12.7
1983,0,4,18,52,83,12
1983,1,1,19.1,52,82,12.5
1983,0,4,19.7,52,82,13
1983,1,3,19.7,52,82.5,12.2
1983,1,3,19.7,52,83,13
1983,1,1,19.9,52,81.5,12.7
1983,1,2.5,19.9,52,81,12.5
1983,0,3,19.4,52,84,14.2
1983,0,1,19.2,52,79,12.2
1983,0,3.5,20.7,52,81,13.2
1983,0,1,20,52,79,12.5
1983,0,2,19.2,52,83,12.5
1983,1,2.5,19.2,52,82,12.5
1983,1,2,20.2,52,84,13.3
1983,0,2,19.7,52,82.5,12.4
1983,0,1,19.4,52,79.5,13
1983,1,1,18.9,52,81,11.5
1983,1,2.5,19.4,52,79,12.5
1983,1,2.5,19.5,52,85,13.5
1983,0,1,19,52,81,12.5
1983,0,1,19.4,53,82,13.4
1983,0,2.5,19.8,53,84,13
1983,0,4.5,19,53,85,12
1983,1,2.5,19.5,53,85,13.3
1983,0,1,19.6,53,83,13.3
1983,0,3.5,20.3,53,84,12.9
1983,0,2.5,19,53,81.5,12
1983,1,2,19.9,53,84,13.4
1983,0,1,19.6,53,82,12.4
1983,0,1,19.3,53,80,12.5
1983,1,3.5,19.9,53,85,12.7
1983,1,2.5,19,53,83,12.1
1983,0,2.5,18.1,53,81.5,11.2
1983,0,2.5,19.7,53,84,12.8
1983,0,1,20.1,53,80,12.6
1983,1,3.5,19.9,53,85,14
1983,1,1,18.8,53,80,12.7
1983,0,1,19.4,53,81,13
1983,1,2.5,19.4,53,82.5,13.8
1983,0,2.5,19.2,53,82,12.7
1983,0,3.5,19.4,53,85,12.8
1983,0,2,19.4,53,83,13.5
1983,0,1,18.9,53,81,12.6
1983,0,2,18.2,53,83,11.9
1983,0,5.5,19.1,53,85,13
1983,1,2,18.9,53,84,13.8
1983,1,3.5,19,53,80.5,11.8
1983,0,2,19.3,53,83,13.3
1983,1,2.5,19.5,53,84,12
1983,0,5.5,19.6,53,85,12.5
1983,1,1,19.2,53,79.5,12.6
1983,0,1,19.4,53,81,13.6
1983,1,4.5,19.8,53,84,12.5
1983,1,1,19.4,53,83,13.2
1983,1,2,18.8,53,85,12.6
1983,0,1,19.8,53,82.5,13.2
1983,0,2.5,19.9,53,82,12.2
1983,0,3.5,19.8,53,85,12.8
1983,0,2.5,19,53,83.5,13
1983,1,3.5,18.9,53,83.5,12.6
1983,0,2,19,53,84,12.8
1983,1,3,20.5,53,83,13.2
1983,0,2,19.4,53,83,11.6
1983,1,3,19.8,53,82,13.4
1983,1,3,19.7,53,80.5,13.8
1983,1,2,20.2,53,83,13.2
1983,0,2,19.8,53,84,12.4
1983,1,4,19.7,53,83.5,13.3
1983,1,3,19,53,83,12.9
1983,0,2,19.2,53,84.5,12.6
1983,0,1,19.2,53,79,12.5
1983,0,1,18.9,53,82,12.2
1983,0,2.5,18.7,54,83,14.5
1983,0,3,19.7,54,85.5,12.9
1983,1,3.5,19.9,54,86,13.8
1983,1,2.5,18.9,54,85,13.2
1983,0,3.5,19.6,54,83.5,12.1
1983,0,2.5,19.7,54,84.5,13.4
1983,0,1,19.3,54,83,12.5
1983,1,1,19.5,54,83.5,14.9
1983,1,1,19.2,54,81,11.7
1983,1,3.5,18.5,54,84,12.7
1983,0,4.5,19.6,54,85,13.5
1983,1,2,20,54,85,12.9
1983,1,3,20.4,54,85.5,13.6
1983,0,2,19.6,54,84,13.7
1983,1,3,20.2,54,84,14
1983,1,3.5,19.6,54,83,13.2
1983,1,2.5,19.9,54,83.5,12.8
1983,0,2,18.9,54,81.5,11.3
1983,1,2.5,20.5,55,86.5,14
1983,0,2.5,18.7,55,84.5,13.5
1983,1,2.5,19,55,85,12.7
1983,0,2,19.8,55,83.5,13.3
1983,1,2.5,20.1,55,84.5,13.3
1983,1,1,19.2,50.5,79.5,12.1
1983,0,4,19.2,50.5,83.5,13
1983,1,2.5,20.2,52.5,84,13
1983,0,2,19.2,52.5,83.5,11.8
1983,0,2.5,19.5,52.5,81.5,12.7
1983,0,2.5,19.9,52.5,86,14.8
1983,0,2.5,20.2,52.5,84,13
1983,0,1,19.6,52.5,82,13.6
1983,1,3,19.3,52.5,83,13.3
1983,0,2,19.3,52.5,83,12.5
1983,1,3,19.6,52.5,85.5,12.5
1983,1,2,19.3,52.5,82,12.7
1983,0,2.5,19.3,51.5,81.5,12.6
1983,1,2.5,19.3,51.5,83.5,12.5
1983,1,3,19.5,51.5,82,12.8
1983,0,2.5,18.8,51.5,81,12.8
1983,1,3.5,19.1,51.5,82.5,12.2
1983,0,3,20.2,51.5,83,12.9
1983,1,3,18.8,51.5,81.5,12.4
1983,0,3,19.2,51.5,80,12.7
1983,1,4,20,51.5,83,14.3
1983,0,2,19.1,51.5,82,12
1983,1,2.5,18.6,51.5,85,12.5
1983,1,2,19,51.5,83,12.2
1983,1,2,19.4,51.5,82,11.2
1983,1,2.5,18.6,51.5,83,12.5
1983,1,1,19.2,51.5,82,12.6
1983,1,4,20.3,53.5,84,12.5
1983,1,2,19.1,53.5,84,12.6
1983,1,1,19.5,53.5,83,12.7
1983,0,1,19.2,53.5,81.5,13
1983,0,1,19.1,53.5,82,12.5
1983,0,2.5,19.6,53.5,82.5,13.4
1983,1,2,19.3,53.5,85.5,14.2
1983,1,3,20,53.5,84,13.3
1983,1,2,19,53.5,83,12
1983,0,2,20.4,53.5,85,13.2
1983,0,2,18.6,53.5,82.5,13
1983,1,3,20,53.5,85,13.7
1983,0,2.5,19,49.5,80.5,11.6
1983,0,2.5,19.6,49.5,82.5,13.5
1983,1,2.5,19.8,49.5,82,12.4
1983,0,2.5,19.5,49.5,84,13.2
1983,0,4,20.3,55.5,87,13.5
1983,0,4,20.1,55.5,86,13
1983,1,3,19.6,55.5,84.5,13
1983,1,2,20.1,54.5,85,12.8
1983,1,3,19.9,54.5,81.5,15
1983,1,3,18.9,56.5,85,12.7
1984,0,1,19.2,52,82.5,13.1
1984,1,1,20.3,51.5,80.5,13
1984,1,1,19,52.5,82.5,13.6
1984,1,2.5,19,53,83,13.3
1984,0,1,20.2,51.5,80,13.3
1984,1,1,20,52,82.5,13.4
1984,1,2,19.2,53,83,13.5
1984,1,1,19.5,49,78.5,12
1984,0,1,19.3,51,82,13.6
1984,0,2.5,19.3,52,82.5,13.2
1984,0,1,20,53.5,81.5,13
1984,0,3,19.8,54,86.5,14
1984,0,4,20,54,85,12.5
1984,1,1,19,53,81.5,12.2
1984,0,1,19.5,53.5,82,12.7
1984,1,2.5,18.9,52,85,11.2
1984,0,3,19.5,49,81.5,13.5
1984,0,2.5,19.7,52,82.5,12.4
1984,0,4.5,19.3,49.5,83.5,12.8
1984,0,5,20.3,54,83,13.2
1984,0,3.5,19.5,51,81,13.5
1984,1,2.5,19.6,53,83,13
1984,1,3,19.9,53,83,13.3
1984,0,3.5,20.3,53,82.5,12.6
1984,0,1,20.1,51,81.5,12.6
1984,0,2.5,20.5,52.5,86.5,14.4
1984,1,2.5,19.5,50.5,82.5,12
1984,1,2,20,53,85,12.7
1984,0,1,19.4,49,80,12.2
1984,0,2.5,18.8,53.5,83.5,12.6
1984,0,3,19.8,51,81.5,12.3
1984,0,1,18.6,52.5,80.5,12.3
1984,0,1,19.6,53,80,13.2
1984,1,2.5,20.1,51.5,85,13.2
1984,0,1,20.3,53,83,13.1
1984,0,2,19.6,54,84,12.7
1984,0,2.5,19.2,51.5,82.5,12.6
1984,0,2.5,19.6,51,83.5,13.1
1984,1,1,19.2,52,80.5,12.2
1984,0,3.5,19.4,51.5,82.5,12.6
1984,1,2,19.5,51,81,12.7
1984,1,2.5,20,53,83,13.3
1984,0,2,19.5,54.5,85.5,12.5
1984,1,3.5,19.2,53,83,12.6
1984,1,3,18.9,52,82,12.8
1984,0,4,19.5,52,82,12.5
1984,0,2.5,19.5,50,83,12.4
1984,0,4.5,19.2,50.5,81.5,12.7
1984,0,2,19.6,55,83.5,12.5
1984,1,2.5,18.7,52,83,12.4
1984,0,1,19,52.5,82.5,12.9
1984,1,1,19.1,52,80,12.8
1984,1,2,18.8,53,80,12.2
1984,1,2,18.6,51.5,81.5,11.3
1984,1,2,19.2,52,82,13
1984,0,3.5,20.2,52,84,13.2
1984,0,1,19.8,49.5,79,13
1984,0,4.5,20,53,84,13.8
1984,0,2,19.3,51,80,12
1984,1,3.5,18.8,54,85,13.2
1984,1,1,20,53,83,13.5
1984,0,1,19,53,82,13.5
1984,1,3.5,18.9,54,85,13.5
1984,0,1,19.9,49.5,81,12.1
1984,0,2,19.4,53,81,12.8
1984,0,2,19.2,50,82,12.3
1984,0,1,19,52,82,11.7
1984,0,1,19.7,51.5,81,13.7
1984,0,2.5,19.7,51,82,12
1984,0,2,19.5,52.5,83,11.9
1984,0,1,19.5,50.5,82,12.9
1984,1,1,19.4,53,81.5,12.6
1984,1,2.5,19.8,51,82.5,13.4
1984,0,2,19.5,53,82,11.7
1984,1,2,20.4,50,80.5,13.8
1984,0,1,19.6,52.5,81.5,13.4
1984,1,3.5,19.5,54,83,11.7
1984,1,1,19.7,50,81,12.7
1984,1,4,20.2,53.5,86,13.8
1984,1,4,19.7,55,85,12.5
1984,1,1,19.2,51.5,83,12.8
1984,0,4,18.9,51.5,83.5,11.8
1984,1,3.5,19,54,85,12.4
1984,1,3,19,51,84,12.6
1984,1,3,18.8,52,84.5,11.9
1984,1,1,19.6,50,81.5,12.7
1984,0,3,19.2,50,82,12.8
1984,1,1,19.2,52,80.5,13.6
1984,1,1,19.2,52.5,81.5,12.1
1984,0,1,19.6,50,81,13
1984,0,3,19,52,85,14.2
1984,1,1,19.3,53,83,14.2
1984,0,1,18.8,53.5,83,13.5
1984,1,1,19.6,49.5,80,13
1984,1,1,19,51.5,80,12.3
1984,0,3,19.1,50,80,12.3
1984,1,1,18.8,50.5,81,13
1984,0,2,19.5,53.5,84,14.1
1984,1,1,20,53,84,13.6
1984,0,4.5,18.9,53,84.5,13.5
1984,1,4.5,18.5,53,84,12.7
1984,0,2.5,19.2,51,82,12
1984,1,3.5,19.3,50,81,12.8
1984,0,4,18.9,55.5,83,12.7
1984,0,1,19.5,52,82,12.8
1984,1,3,18.5,52,84,13.6
1984,1,2.5,20.1,52,86,14.1
1984,0,1,19.7,52,81,13.6
1984,0,1,19.4,52.5,82.5,13
1984,1,1,19.6,53,83,12.2
1984,0,3,20,50.5,82,12.6
1984,0,4.5,19.2,51,80.5,12.8
1984,0,4.5,19.3,53,80.5,12.4
1984,0,2,19.5,50.5,81.5,13
1984,0,2,19.2,50,80,12
1984,0,2,19.2,54,83.5,12
1984,0,1,19.3,51.5,81,12.4
1984,0,2,19.8,54,84.5,12.8
1984,0,4,19,53,82,12.7
1984,0,3,18.8,49,81,12.5
1984,0,1,19.6,52,78.5,14.3
1984,0,2,19.3,53,83,12.6
1984,0,2,19.9,52.5,83.5,13.6
1984,1,1,19.4,50.5,79.5,12.5
