ringnr;year;age;sex;birth_year;group;stay;recruits;survival;tars;wing;bill_d;bill_l;mass;cond;selected;selection_status;selection_status_cat2;selected_mother;selected_father
8M72549;2011;1;m;2010;Large;1;0;0;18.6;83;8;13.2;28.5;-0.0433;0;0.0625;other;0;0
8M72550;2011;1;m;2010;Large;1;0;0;19.9;82;8.1;12.6;30;-0.034447;0;0.375;other;0;0
8M72551;2011;1;f;2010;Large;1;0;1;19.9;78;8.1;13;29.9;-0.032731;0;0.0625;other;0;0
8M72552;2011;1;m;2010;Large;1;1;0;19.4;80;7.3;12.4;28.4;-0.073269;0;0.1875;other;0;0
8M72553;2011;1;f;2010;Large;1;1;0;19.4;78;8.3;13.5;30.6;0.006505;0;0.8594;other;0;0
8M72554;2011;1;m;2010;Large;1;0;0;19.8;80;7.8;12.9;32;0.033257;0;0.9375;other;0;0
8M72555;2011;1;m;2010;Large;1;0;0;20;82;7.9;13.3;29.2;-0.064624;0;0.125;other;0;0
8M72556;2011;1;m;2010;Large;1;0;0;18.1;80;7.8;13.2;28.9;-0.012244;0;0;unselected;0;0
8M72557;2011;1;f;2010;Large;1;2;1;19.5;77;8.2;12.9;30.6;0.003253;0;0;unselected;0;0
8M72558;2011;1;m;2010;Large;1;0;0;21.4;83;8.3;13.6;33;0.015211;0;0.4922;other;0;0
8M72559;2011;1;m;2010;Large;1;1;0;18.4;80;8;13.6;30.1;0.018113;0;0.25;other;0;0
8M72560;2011;1;f;2010;Large;1;1;0;19.7;78;8;12.9;30.4;-0.009758;0;0.5;other;0;0
8M72561;2011;1;f;2010;Large;1;1;0;20.4;80;7.8;12.8;29.1;-0.075546;0;0.5;other;0;0
8M72562;2011;1;f;2010;Large;1;3;1;19.5;81;8;13.6;31;0.01624;0;0;unselected;0;0
8M72563;2011;1;f;2010;Large;1;1;0;19.4;79;8.4;13.4;30;-0.013298;0;0.8594;other;0;0
8M72564;2011;1;m;2010;Large;1;0;0;20.4;78;7.7;14.1;29.1;-0.080495;0;0.4375;other;0;0
8M72565;2011;1;m;2010;Large;1;2;1;19.7;81;8;13.6;28.8;-0.068923;0;0;unselected;0;0
8M72566;2011;1;m;2010;Large;1;1;1;20.3;83;8.1;13.8;29;-0.08085;0;0.2812;other;0;0
8L30641;2011;2;f;2006;Large;1;1;0;19.7;78;7.8;13.7;29.1;-0.053462;0;1;other;0;1
8L64489;2011;2;f;2008;Large;1;0;0;20.1;80;7.9;13.1;29.1;-0.066176;0;0.75;other;0;0
8L64493;2011;2;f;2008;Large;1;0;0;20.4;77;8.1;14;31.4;0.000524;0;0.875;intermediate;1;0
8L64499;2011;2;m;2008;Large;1;0;1;20.2;82;7.9;13.4;30.7;-0.020781;0;0.75;other;0;0
8L64871;2011;2;f;2008;Large;1;0;0;17.6;76;7.5;13.5;26.8;-0.064507;0;0.25;other;0;0
8L64873;2011;2;m;2008;Large;1;1;1;20.4;83;8.1;14.5;29.6;-0.063459;0;0;unselected;0;0
8M31147;2011;2;m;2009;Large;1;0;0;18.4;81;7.9;13.3;29.9;0.011446;0;0.375;other;0;0
8M31653;2011;2;f;2009;Large;1;1;1;19.2;80;8;14.3;29.1;-0.037203;0;0;unselected;0;0
8M31768;2011;2;m;2009;Large;1;1;0;17.8;80;7.7;13.6;27.5;-0.0514;0;1;other;0;1
8M72567;2011;1;m;2010;Large;1;0;0;20;82;7.6;13;32.8;0.051636;0;0.3125;other;0;0
8M72568;2011;1;f;2010;Large;1;3;1;20.4;82;8.5;14.2;32.5;0.034956;0;0.3125;other;0;0
8M72569;2011;1;f;2010;Large;1;0;0;20.1;80;7.7;13.6;31.9;0.025692;0;0;unselected;0;0
8M72570;2011;1;f;2010;Large;1;2;1;18.9;77;7.6;13.7;30.1;0.006545;0;0;unselected;0;0
8M72571;2011;1;f;2010;Large;1;0;1;19;79;7.9;13.4;29.3;-0.02373;0;0.1875;other;0;0
8M72572;2011;1;f;2010;Large;1;0;0;19.9;78;7.7;13.4;30;-0.029392;0;0.5;other;0;0
8M72573;2011;1;m;2010;Large;1;0;0;17.8;79;8;14.1;29.1;0.005152;0;0.4375;other;0;0
8M72574;2011;1;f;2010;Large;1;1;1;21;79;8.2;14.1;31;-0.030631;0;0.5312;other;0;0
8M72575;2011;1;f;2010;Large;1;2;1;19.6;79;8.2;13.6;30.2;-0.01314;0;0;unselected;0;0
8981220;2011;2;f;2005;Large;1;0;1;19.4;79;8.3;14.1;30.3;-0.003347;0;1;selected;1;1
8981360;2011;2;m;2005;Large;1;0;0;20.7;81;8.1;14;31;-0.026417;0;0.5;intermediate;0;1
8L48761;2011;2;f;2006;Large;1;0;0;20.4;79;8.3;13.8;32;0.019452;0;1;selected;1;1
8L52371;2011;2;f;2006;Large;1;3;0;19.6;77;8.1;13.9;30;-0.019785;0;0.75;intermediate;1;0
8L52372;2011;2;m;2006;Large;1;0;1;20.9;79;8.2;13.7;31.5;-0.016457;0;1;selected;1;1
8L64030;2011;2;m;2007;Large;1;0;0;20.3;80;8.3;12.7;30.9;-0.01739;0;1;other;0;1
8L64055;2011;2;m;2007;Large;1;4;1;20.2;82;8.1;14;33.6;0.069482;0;0.25;other;0;0
8L64058;2011;2;m;2007;Large;1;2;1;20.3;82;8.3;14.1;32.6;0.036166;0;0.5;other;0;0
8L89476;2011;2;m;2008;Large;1;0;0;19.2;81;8;13.3;29.6;-0.025374;0;0.5;other;0;0
8L89479;2011;2;f;2008;Large;1;6;0;20;80;7.7;13.4;31;0.000228;0;0;unselected;0;0
8M31210;2011;2;m;2009;Large;1;6;1;19.9;80;8;13.9;31.6;0.017513;0;0.4375;other;0;0
8M31212;2011;2;m;2009;Large;1;5;1;21.2;81;8.1;13.5;32.8;0.015031;0;0.2812;other;0;0
8M31791;2011;2;m;2009;Large;1;0;0;19.9;82;8;13.4;30.3;-0.024496;0;0.375;other;0;0
8M31792;2011;2;m;2009;Large;1;1;0;20.2;80;8.1;13.3;31.1;-0.007836;0;0.625;other;0;0
8M71323;2011;1;m;2010;Large;1;1;1;20.4;82;8.4;13.8;31.9;0.011373;0;0.875;other;0;0
8M72576;2011;1;m;2010;Large;1;2;1;20.1;81;7.6;13.1;31.9;0.02068;0;0;unselected;0;0
8M72577;2011;1;m;2010;Large;1;1;1;18.1;80;7.9;12.8;29.9;0.021773;0;0;unselected;0;0
8M72578;2011;1;f;2010;Large;1;1;0;19.9;79;7.8;13.5;28.5;-0.080685;0;0.125;other;0;0
8M72579;2011;1;m;2010;Large;1;0;0;20.3;82;8;13.3;31.9;0.01446;0;0;unselected;0;0
8M72580;2011;1;m;2010;Large;1;0;1;18.2;80;8;14;27;-0.08371;0;0.625;other;0;0
8M72586;2011;1;f;2010;Large;1;1;0;19.3;80;7.5;13.9;29.2;-0.037058;0;0.3125;other;0;0
8M72587;2011;1;f;2010;Large;1;0;0;21;80;8.1;13.4;34;0.061743;0;0.3125;other;0;0
8981336;2011;2;f;2005;Large;1;0;1;20.6;77;7.7;12.8;31.9;0.010151;0;1;selected;1;1
8L64872;2011;2;f;2008;Large;1;2;1;19.9;80;7.6;13.2;32.4;0.047569;0;0.5;other;0;0
8M31647;2011;2;m;2009;Large;1;2;0;20;80;8.2;13.8;31.1;-0.001585;0;0.5;other;0;0
8M31764;2011;2;f;2009;Large;1;0;1;18.7;80;7.5;13.5;27.8;-0.066216;0;0;unselected;0;0
8M31770;2011;2;f;2009;Large;1;5;0;19.6;79;7.9;13.2;32;0.044754;0;0.5;other;0;0
8M31781;2011;2;f;2009;Large;1;1;1;18.9;78;8.3;13.7;28.7;-0.041083;0;0.1875;other;0;0
8M31797;2011;2;f;2009;Large;1;0;0;19.2;78;7.5;12.9;26.7;-0.123277;0;0;unselected;0;0
8M71324;2011;1;m;2010;Large;1;0;1;19.3;83;8.2;14;28.9;-0.05257;0;0.1875;other;0;0
8M71325;2011;1;m;2010;Large;1;1;1;20.5;82;8.2;14.4;31.3;-0.010687;0;0.1562;other;0;0
8M71326;2011;1;m;2010;Large;1;0;0;19.4;83;7.9;13.1;30;-0.018461;0;0.25;other;0;0
8M71327;2011;1;m;2010;Large;1;0;1;20.3;82;7.8;13.5;29.8;-0.053638;0;0.75;other;0;0
8M71328;2011;1;f;2010;Large;1;1;1;19.7;79;7.8;13.4;33.2;0.078349;0;0.25;other;0;0
8M72588;2011;1;f;2010;Large;1;1;0;20.1;82;8.1;14;35.3;0.126969;0;0;unselected;0;0
8M72589;2011;1;m;2010;Large;1;1;0;18.6;81;7.5;13.4;27;-0.097367;0;0;unselected;0;0
8M72590;2011;1;m;2010;Large;1;2;0;19.3;81;7.7;13.3;29.6;-0.028637;0;0.1875;other;0;0
8M72591;2011;1;f;2010;Large;1;1;1;18.9;80;8.3;12.7;30.1;0.006545;0;0.5;other;0;0
8M72592;2011;1;f;2010;Large;1;0;0;19.4;79;7.6;13.3;30;-0.013298;0;0.1875;other;0;0
8M72593;2011;1;f;2010;Large;1;1;1;20.2;80;7.9;14.1;31;-0.006066;0;0.1875;other;0;0
8M72594;2011;1;m;2010;Large;1;1;1;20.4;84;8.2;14.2;31.4;-0.004425;0;0.5;other;0;0
8L64497;2011;2;f;2008;Large;1;0;0;18.4;77;7.5;13.8;30;0.020174;0;0;unselected;0;0
8M31214;2011;2;m;2009;Large;1;0;0;18.8;81;7.7;13.5;29.7;-0.008775;0;0;unselected;0;0
8M31219;2011;2;f;2009;Large;1;2;1;19;77;7.8;13.7;29.4;-0.020323;0;0;unselected;0;0
8M31778;2011;2;f;2009;Large;1;0;1;19.4;80;7.8;12.7;30.4;-5.2e-05;0;0.375;other;0;0
8M72595;2011;1;m;2010;Large;1;1;0;20.1;79;8.2;14.2;29.3;-0.064339;0;0;unselected;0;0
8M72596;2011;1;f;2010;Large;1;2;0;19.2;80;8.2;13.8;27.7;-0.086508;0;0.6641;other;0;0
8M72597;2011;1;f;2010;Large;1;0;1;19;79;7.6;13;29.9;-0.00346;0;0.1875;other;0;0
8M72598;2011;1;m;2010;Large;1;1;1;20;80;7.9;13.2;30.3;-0.027645;0;0.5;other;0;0
8M72599;2011;1;m;2010;Large;1;2;0;19.9;80;7.4;13.2;33.2;0.066906;0;0.1562;other;0;0
8L64093;2011;2;f;2007;Small;1;1;1;19.5;79;8.2;13.5;31.5;0.019711;0;0.625;other;0;0
8L64127;2011;2;f;2007;Small;1;4;1;19.5;80;8.2;13.4;28.9;-0.066435;0;1;other;0;0
8L64567;2011;2;f;2008;Small;1;0;0;19.7;80;7.8;13.7;30.6;-0.013963;0;0;unselected;0;0
8L89549;2011;2;m;2008;Small;1;3;0;19.9;82;8.5;13.6;29.9;-0.051711;0;0;unselected;0;0
8L89552;2011;2;f;2008;Small;1;0;1;19.7;78;8.1;13.4;29.8;-0.040454;0;0;unselected;0;0
8M31229;2011;2;f;2009;Small;1;2;0;19.8;81;8.4;13.6;31.9;0.025318;0;0.8438;other;0;0
8M31656;2011;2;m;2009;Small;1;0;0;20.3;81;7.8;13.7;31.5;-0.010596;0;0.1875;other;0;0
8M31905;2011;2;m;2009;Small;1;4;0;18.9;80;7.8;14.1;29.2;-0.046867;0;0.25;other;0;0
8M31906;2011;2;m;2009;Small;1;1;0;20;81;8.1;15.4;28.8;-0.091968;0;0.1562;other;0;0
8M31911;2011;2;m;2009;Small;1;0;0;18.8;81;7.9;13.8;30.1;-0.013574;0;0.25;other;0;0
8M31915;2011;2;m;2009;Small;1;0;0;18.3;85;8;13.4;33.2;0.099369;0;0.3516;other;0;0
8M31921;2011;2;f;2009;Small;1;1;1;18.9;80;8;14;30.8;0.011591;0;0.25;other;0;0
8M71330;2011;1;f;2010;Small;1;1;0;19.3;78;8.1;13.4;30.1;-0.021017;0;0.5938;other;0;0
8M71331;2011;1;f;2010;Small;1;0;0;18.9;80;8;13.7;31.6;0.037233;0;0;unselected;0;0
8M71333;2011;1;m;2010;Small;1;0;0;18.9;83;8.1;13.3;27.9;-0.092409;0;0.0625;other;0;0
8M71334;2011;1;f;2010;Small;1;2;0;20.4;80;8;13.7;32.3;0.02407;0;0.2656;other;0;0
8M71335;2011;1;f;2010;Small;1;1;1;18.7;79;7.7;12.8;30.6;0.009962;0;0.3125;other;0;0
8M71336;2011;1;f;2010;Small;1;1;1;19.1;80;8.1;14.1;29.5;-0.036368;0;0.125;other;0;0
8L89003;2011;2;f;2008;Small;1;0;1;19.4;80;8;13.5;31.4;0.018893;0;0.3125;other;0;0
8L89018;2011;2;m;2008;Small;1;4;0;18.9;82;7.8;13.9;31.3;0.022583;0;0.75;intermediate;1;0
8M31908;2011;2;f;2009;Small;1;2;1;19.2;79;8.4;13.8;28.4;-0.076767;0;0;unselected;0;0
8M71337;2011;1;m;2010;Small;1;4;0;18.7;85;7.7;13.2;29.9;-0.017289;0;0.2969;other;0;0
8M71343;2011;1;f;2010;Small;1;1;0;18.4;76;8.4;14.3;36.3;0.188206;0;0.4688;other;0;0
8939796;2011;2;f;2004;Small;1;0;0;19.3;79;7.8;13.3;31.4;0.021266;0;1;other;0;1
8L52334;2011;2;f;2006;Small;1;3;1;19.5;78;8.2;14.2;31;0.003711;0;0.5;other;0;0
8L64195;2011;2;m;2008;Small;1;1;0;18.5;82;7.9;13.3;30.6;0.011803;0;0.5;other;0;0
8L64540;2011;2;m;2008;Small;1;2;1;19.8;81;8.3;13.7;32.8;0.043647;0;0.75;other;0;0
8L64595;2011;2;f;2008;Small;1;0;0;19.1;77;7.6;13.6;28.4;-0.074369;0;0.5312;other;0;0
8L64598;2011;2;f;2008;Small;1;10;1;17.7;78;7.6;13.2;28.4;-0.03941;0;0.1875;other;0;0
8L64600;2011;2;m;2008;Small;1;4;1;17.9;81;8;13.6;30.4;0.023493;0;0.625;other;0;0
8L89005;2011;2;m;2008;Small;1;0;0;20.5;84;8.4;14.2;31.9;-0.003404;0;0.5;other;0;0
8L89010;2011;2;f;2008;Small;1;0;0;20.1;81;7.9;13.5;30;-0.042997;0;1;other;0;1
8L89563;2011;2;m;2008;Small;1;1;0;19.5;83;7.9;13.1;30.9;-0.007576;0;0.3125;other;0;0
8M31700;2011;2;m;2009;Small;1;2;0;20.7;80;7.8;13.3;32;-0.005647;0;0;unselected;0;0
8M31907;2011;2;m;2009;Small;1;0;0;19.3;81;8.5;13.6;32.8;0.057802;0;0.5;other;0;0
8M31909;2011;2;f;2009;Small;1;2;0;18.6;79;7.6;13.1;29.5;-0.024186;0;0;unselected;0;0
8M31913;2011;2;f;2009;Small;1;2;0;18.5;77;7.6;13.3;27.4;-0.095557;0;0.625;other;0;0
8M71344;2011;1;f;2010;Small;1;1;1;17.7;78;7.8;13.2;27.4;-0.075256;0;0.4062;other;0;0
8M71345;2011;1;m;2010;Small;1;0;1;17.8;84;8;13.6;30.2;0.019993;0;0.6758;other;0;0
8M71346;2011;1;m;2010;Small;1;1;0;17.7;82;7.6;12.3;31.5;0.065256;0;0.2188;other;0;0
8M71347;2011;1;f;2010;Small;1;1;0;19.9;80;8.3;13.6;32.3;0.035466;0;0;unselected;0;0
8M71348;2011;1;m;2010;Small;1;1;1;18.2;80;8.1;13.9;28.4;-0.053759;0;0.4062;other;0;0
8M71349;2011;1;f;2010;Small;1;0;0;18.1;77;7.4;12.9;28.3;-0.0532;0;0.6758;other;0;0
8M71350;2011;1;m;2010;Small;1;2;0;18.3;80;7.5;12.5;28.2;-0.063859;0;0.3594;other;0;0
8M71351;2011;1;m;2010;Small;1;2;1;19.9;82;8.6;14.2;32.6;0.034743;0;0.2812;other;0;0
8M71352;2011;1;f;2010;Small;1;3;1;19;80;8;13.8;31.5;0.03164;0;0.25;other;0;0
8M71353;2011;1;m;2010;Small;1;0;1;19.8;82;8.3;14.3;31;-0.012794;0;0.5312;other;0;0
8M71354;2011;1;m;2010;Small;1;1;0;18.6;83;8;12.9;30.6;0.00882;0;0.2734;other;0;0
8M71355;2011;1;m;2010;Small;1;2;1;18;81;7.5;13.1;30.1;0.010492;0;0.375;other;0;0
8M71356;2011;1;f;2010;Small;1;0;0;21.2;79;8.4;14.2;33.5;0.042883;0;0.25;other;0;0
8M71358;2011;1;m;2010;Small;1;2;1;20.3;84;8.2;13.9;32.8;0.029845;0;0.0938;other;0;0
8M71359;2011;1;m;2010;Small;1;2;0;17;81;7.7;12.7;26.7;-0.077735;0;0;unselected;0;0
8M71361;2011;1;m;2010;Small;1;1;1;20.2;82;8.2;13.8;31.6;-0.004694;0;0.25;other;0;0
8M71363;2011;1;f;2010;Small;1;1;1;18.8;78;8;12.9;30.4;0.000955;0;0.2891;other;0;0
8M71365;2011;1;m;2010;Small;1;0;0;20.6;81;7.7;13.4;33.8;0.051758;0;0;unselected;0;0
8M71366;2011;1;m;2010;Small;1;0;0;21;83;8.2;13.9;35.3;0.084537;0;0.3594;other;0;0
8M71367;2011;1;m;2010;Small;1;2;1;19;80;7.8;12.9;31.2;0.016462;0;0;unselected;0;0
8M71368;2011;1;f;2010;Small;1;0;0;19.5;81;8.1;13.8;30.4;-0.015834;0;0.2656;other;0;0
8M71369;2011;1;f;2010;Small;1;0;0;19.6;81;8.1;13.3;32.6;0.051687;0;0.2344;other;0;0
8M71370;2011;1;m;2010;Small;1;1;0;19.2;82;7.9;13.8;30.9;0.001005;0;0.2812;other;0;0
8M71371;2011;1;f;2010;Small;1;1;0;19.5;79;7.9;13.5;29.2;-0.056108;0;0.2188;other;0;0
8M71372;2011;1;m;2010;Small;1;2;1;19.5;83;8.2;12.8;34.1;0.090966;0;0.75;other;0;0
8M71373;2011;1;m;2010;Small;1;0;0;19.3;83;7.9;13.2;31.7;0.02369;0;0.75;other;0;0
8M71374;2011;1;f;2010;Small;1;0;0;18.4;80;7.6;13.6;29.8;-0.009103;0;0.2188;other;0;0
8M71375;2011;1;f;2010;Small;1;1;0;17.9;78;7.2;12.6;26.9;-0.098833;0;0.1875;other;0;0
8M71376;2011;1;f;2010;Small;1;1;0;20.1;78;7.9;13.8;30.2;-0.036352;0;0.25;other;0;0
8M71377;2011;1;f;2010;Small;1;1;1;19.1;81;8.1;14;30.5;-0.003032;0;0.4219;other;0;0
8939666;2011;2;f;2004;Small;1;1;0;19.3;78;7.8;13.3;29.7;-0.034395;1;0.25;other;0;0
8L30763;2011;2;f;2006;Small;1;1;0;20.1;78;8.3;14.6;29.7;-0.053047;0;0;unselected;0;0
8L64529;2011;2;m;2008;Small;1;2;1;20.8;83;8.3;13.6;31.2;-0.033632;0;0;unselected;0;0
8L64560;2011;2;f;2008;Small;1;1;1;20.7;81;8.3;13.9;33.5;0.053844;0;0.5312;other;0;0
8L64587;2011;2;m;2008;Small;1;0;1;18.9;79;7.7;13.4;25.9;-0.166792;0;0;unselected;0;0
8L89179;2011;2;f;2008;Small;1;2;1;19.2;80;8.3;14;31.3;0.020462;0;0.5;other;0;0
8L89181;2011;2;m;2008;Small;1;0;0;19.1;73;7.3;12.9;27.8;-0.101825;0;0;unselected;0;0
8M31821;2011;2;m;2009;Small;1;1;0;20.1;84;7.8;13.8;31.9;0.007502;0;0.0625;other;0;0
8M31822;2011;2;m;2009;Small;1;1;0;19.4;84;7.8;13.6;29.7;-0.044339;0;0.1875;other;0;0
8M31824;2011;2;m;2009;Small;1;0;1;20.3;81;8.2;14.3;27.8;-0.135548;0;1;other;0;1
8M31825;2011;2;m;2009;Small;1;2;1;19;80;7.9;13.3;32.2;0.048011;0;0;unselected;0;0
8M31826;2011;2;m;2009;Small;1;2;1;18.9;81;7.8;13.4;32;0.0447;0;0;unselected;0;0
8M71378;2011;1;m;2010;Small;1;2;1;20.4;84;8.6;13.9;31.3;-0.019685;0;0;unselected;0;0
8M71379;2011;1;m;2010;Small;1;0;0;19.4;82;7.3;13.4;32;0.030249;0;0.4688;other;0;0
8M71380;2011;1;f;2010;Small;1;2;1;18.6;80;7.9;13.8;32.9;0.084897;0;0;unselected;0;0
8M71381;2011;1;f;2010;Small;1;2;0;19.4;80;8;15;33;0.068592;0;0;unselected;0;0
8M71382;2011;1;m;2010;Small;1;3;0;19.7;81;8.5;14.1;32.6;0.040333;0;0.125;other;0;0
8M71383;2011;1;m;2010;Small;1;0;0;18.4;82;7.9;13.3;27.6;-0.088381;0;0.3594;other;0;0
8M71384;2011;1;f;2010;Small;1;0;1;19.4;78;8.3;13.2;32.7;0.05946;0;0.3125;other;0;0
8M31828;2011;2;m;2009;Small;1;3;1;18.5;80;7.8;13.6;28.9;-0.045355;0;0.4062;other;0;0
8M71385;2011;1;m;2010;Small;1;2;0;17.9;82;8.1;13.5;29.9;0.006909;0;0;unselected;0;0
8M71386;2011;1;f;2010;Small;1;0;0;18.5;77;8.1;13.1;30;-0.004903;0;0;unselected;0;0
8M71387;2011;1;f;2010;Small;1;1;0;20.2;79;8.4;14.5;31.7;0.009844;0;0.3438;other;0;0
8M71388;2011;1;m;2010;Small;1;0;0;19.5;80;7.9;13.4;29.6;-0.050558;0;0.2891;other;0;0
8M71389;2011;1;m;2010;Small;1;1;1;18.6;79;8.2;13.3;30.1;-0.007655;0;0.2891;other;0;0
8M71390;2011;1;m;2010;Small;1;0;0;18.6;83;8.3;14.2;31;0.021807;0;0.4375;other;0;0
8M31674;2011;2;m;2009;Small;1;0;0;19.3;77;8;13.2;28.1;-0.096857;0;0.75;other;0;0
8M31815;2011;2;m;2009;Small;1;3;1;19.8;81;7.9;13.9;30.4;-0.032339;0;0.25;other;0;0
8M71391;2011;1;f;2010;Small;1;1;1;18.4;80;8;13;28.4;-0.057222;0;0.5;other;0;0
8M71392;2011;1;m;2010;Small;1;1;0;19;81;8.1;13.7;31.6;0.029201;0;0.375;other;0;0
8M71393;2011;1;m;2010;Small;1;0;0;18.6;80;7.7;13.2;27.4;-0.101637;0;0.2891;other;0;0
8M71394;2011;1;f;2010;Small;1;0;0;18.8;79;8.1;13.9;33.3;0.09207;0;0.5508;other;0;0
8M71395;2011;1;f;2010;Small;1;1;0;18.4;79;8.1;14.3;29.6;-0.015837;0;0.375;other;0;0
8M71396;2011;1;m;2010;Small;1;2;1;19;80;8.2;13.4;30.8;0.003559;0;0.125;other;0;0
8M71397;2011;1;f;2010;Small;1;2;0;19.4;81;7.9;14.5;29;-0.060619;0;0.375;other;0;0
8M71398;2011;1;f;2010;Small;1;3;1;18.9;78;8.1;13.5;29.9;-0.018066;0;0.4062;other;0;0
8M71400;2011;1;m;2010;Small;1;2;0;18.8;82;8.6;12.8;31.2;0.022319;0;0.1875;other;0;0
8L64555;2011;2;f;2008;Small;1;1;0;19.6;78;7.8;13.2;29.2;-0.058457;0;0.75;other;0;0
8L30697;2011;2;f;2006;Small;1;0;0;20.6;81;8.1;14.1;31.1;-0.01827;0;0.5;intermediate;1;0
8L64096;2011;2;f;2007;Small;1;1;0;18.7;80;8.1;13.8;33.6;0.103488;0;0.75;other;0;0
8L64542;2011;2;f;2008;Small;1;1;0;18.1;77;7.9;12.9;28.7;-0.039165;0;0.5;other;0;0
8L64556;2011;2;m;2008;Small;1;1;0;19.6;80;8.2;13.2;31;-0.007176;0;0;unselected;0;0
8L64604;2011;2;f;2007;Small;1;3;0;18.6;75;8.1;13.4;32;0.05716;0;0.875;other;0;0
8L64628;2011;2;f;2007;Small;1;0;0;19;80;8.3;13.2;34.2;0.113878;0;0.75;other;0;0
8L89765;2011;2;f;2008;Small;1;1;0;20;78;8.2;13.8;33.1;0.05763;0;0;unselected;0;0
8M31232;2011;2;m;2009;Small;1;1;0;20.3;83;8.5;13.5;34.3;0.074562;0;0.4688;other;0;0
8M31237;2011;2;f;2009;Small;1;3;0;18.9;78;8.4;13.6;31.3;0.027694;0;0;unselected;0;0
8M31657;2011;2;m;2009;Small;1;0;0;19.3;78;8.1;13.1;32.8;0.057802;0;0.4375;other;0;0
8M31669;2011;2;m;2009;Small;1;2;0;20.4;82;8.6;13.6;35.1;0.094898;0;0.6875;other;0;0
8M31685;2011;2;m;2009;Small;1;1;0;19.5;80;8.3;13.7;30.4;-0.023889;0;0;unselected;0;0
8M71399;2011;1;f;2010;Small;1;0;0;18.7;83;8.3;13.9;35;0.14431;0;0.2344;other;0;0
8M71434;2011;1;f;2010;Small;1;0;0;19.4;79;8.6;12.9;34;0.098445;0;0.0625;other;0;0
8M71435;2011;1;m;2010;Small;1;0;0;18.8;83;8.6;13.5;36;0.16542;0;0.75;other;0;0
8M71436;2011;1;m;2010;Small;1;0;0;17.7;85;8;13.5;30.6;0.036269;0;0.2734;other;0;0
8M71437;2011;1;m;2010;Small;1;0;0;19.3;81;8.1;13.9;34.2;0.099599;0;0.25;other;0;0
8M71438;2011;1;m;2010;Small;1;0;0;17.6;82;7.8;13;31.6;0.071562;0;0.5;other;0;0
8M71439;2011;1;m;2010;Small;1;1;0;19.6;83;8.7;14.8;33.6;0.073363;0;0.7188;other;0;0
8M71440;2011;1;f;2010;Small;1;1;0;17.9;76;8.3;13.7;31.2;0.049459;0;0.5;other;0;0
8M71441;2011;1;f;2010;Small;1;0;0;19.6;82;8.6;13.8;31.7;0.023691;0;0.7031;other;0;0
8M71442;2011;1;f;2010;Small;1;0;1;19;80;8.1;13.5;33.4;0.090208;0;0.2188;other;0;0
8M71443;2011;1;f;2010;Small;1;1;0;20.3;80;8.3;13.3;29.4;-0.067746;0;0.25;other;0;0
8L64092;2011;2;m;2007;Small;1;2;1;19.8;81;8.2;13.9;32.3;0.028286;0;0.25;other;0;0
8L89562;2011;2;f;2008;Small;1;1;1;19.4;80;8.6;14;32;0.037821;0;0.4375;other;0;0
8L89691;2011;2;m;2009;Control;1;0;0;19.2;80;8.1;13.8;30.4;-0.023581;0;0;unselected;0;0
8L89692;2011;2;f;2009;Control;1;0;0;20;78;8.5;14.1;33.1;0.018872;0;0;unselected;0;0
8M31328;2011;2;m;2009;Control;1;0;0;20.3;82;8.2;14.3;34.5;0.063307;0;0;unselected;0;0
8M31331;2011;2;f;2009;Control;1;0;0;20.3;77;7.8;14.1;33;0.008483;0;0;unselected;0;0
8M31468;2011;2;m;2009;Control;1;0;0;20;78;8.4;14.1;32.7;0.020313;0;0;unselected;0;0
8M31581;2011;2;m;2009;Control;1;0;0;19.9;81;7.9;13.5;30.2;-0.055654;0;0;unselected;0;0
8M31869;2011;1;f;2010;Control;1;1;1;19.9;78;8.5;14.3;34.8;0.071435;0;0;unselected;0;0
8M71204;2011;1;m;2010;Control;1;0;1;19.1;78;8;12.9;30.6;-0.013309;0;0;unselected;0;0
8M71210;2011;1;f;2010;Control;1;0;1;19.1;76;7.9;13.8;28.9;-0.094049;0;0;unselected;0;0
8M71268;2011;2;f;2009;Control;1;0;0;20.6;80;8.5;14.6;33;0.001228;0;0;unselected;0;0
8M71086;2011;1;f;2010;Control;1;1;0;19.7;78;7.9;14.3;31.5;-0.023199;0;0;unselected;0;0
8M71254;2011;1;m;2010;Control;1;0;1;17.6;81;8.4;14;29.9;0.021729;0;0;unselected;0;0
8L19936;2011;2;m;2007;Control;1;4;1;20.3;81;8.5;14;32.3;-0.002585;0;0;unselected;0;0
8L89387;2011;2;f;2008;Control;1;3;1;19.1;81;8.2;13.7;34.5;0.083069;0;0;unselected;0;0
8L89514;2011;2;m;2007;Control;1;0;0;21.1;85;8.8;14.1;36.2;0.083912;0;0;unselected;0;0
8M31452;2011;2;m;2009;Control;1;0;1;19.8;80;8.1;13.7;31.5;-0.009925;0;0;unselected;0;0
8M71098;2011;1;m;2010;Control;1;3;1;17.7;83;8.2;14;28.9;-0.016318;0;0;unselected;0;0
8M71258;2011;1;m;2010;Control;1;0;0;18.4;80;7.9;13.9;29.2;-0.033581;0;0;unselected;0;0
8M72818;2011;1;m;2010;Control;1;3;1;18.5;80;8.5;15.1;31.5;0.038382;0;0;unselected;0;0
8M72928;2011;1;m;2010;Control;1;1;0;20.5;81;8.1;13.8;30.8;-0.057112;0;0;unselected;0;0
