"id" "sex" "hatchisland" "hatchyear" "year" "month" "day" "island" "age" "tarsus" "wing" "billD" "billL" "mass" "totalbadge" "visiblebadge"
956 1 60 2005 2007 2 14 60 2 19.72 79 8.1 14.11 35.5 NA NA
956 1 60 2005 2006 2 14 60 1 NA NA NA NA 32.5 NA NA
956 1 60 2005 2008 2 12 60 3 19.79 78 8.37 13.88 31.7 NA NA
956 1 60 2005 2006 2 7 60 1 19.82 76.61 8.1 12.29 35 NA NA
957 1 61 2005 2006 2 16 61 1 17.83 77 7.8 13.31 30.6 NA NA
957 1 61 2005 2006 2 25 61 1 17.74 78 7.9 13.81 30.8 NA NA
957 1 61 2005 2006 2 25 61 1 17.67 77.62 7.9 13.43 30.8 NA NA
958 0 61 2005 2006 2 22 61 1 19.4 78.85 8 13.22 31.7 19.00184202 14.18872792
959 1 61 2005 2006 2 25 61 1 18.76 78.62 8.6 14.63 26.9 NA NA
959 1 61 2005 2006 2 16 61 1 18.8 78.61 8.7 14.39 31.3 NA NA
959 1 61 2005 2006 2 25 61 1 18.76 78 8.5 14.01 26.9 NA NA
960 1 60 2005 2006 2 7 60 1 20.86 79.7 8.06 14.59 32 NA NA
960 1 60 2005 2007 2 15 60 2 20.85 79 8 14.91 30.2 NA NA
960 1 60 2005 2006 2 14 60 1 NA NA NA NA 30.8 NA NA
961 1 60 2005 2006 2 14 60 1 20.05 80 8.1 13.21 31.6 NA NA
961 1 60 2005 2006 2 10 60 1 19.77 81.04 7.5 13.84 36.5 NA NA
961 1 60 2005 2007 2 14 60 2 20.01 81 8 13.71 33.7 NA NA
962 1 60 2005 2006 2 14 60 1 NA NA NA NA 30.4 NA NA
962 1 60 2005 2006 2 8 60 1 19.38 78.89 7.82 13.45 30.8 NA NA
962 1 60 2005 2006 2 8 60 1 19.67 79 7.7 13.11 30.8 NA NA
963 0 60 2005 2006 2 7 60 1 21.44 82 8 14.51 35.3 20.68018375 14.70272084
963 0 60 2005 2006 2 14 60 1 NA NA NA NA 34.1 NA NA
964 0 61 2005 2006 2 20 61 1 19.01 80.43 7.95 13.91 28.7 18.42471167 14.67208233
965 0 61 2005 2006 2 20 61 1 19.99 81.43 7.95 13.51 36.1 18.7155016 14.80945644
967 0 60 2005 2007 2 15 60 2 20.29 83 7.9 13.41 31.2 19.42343945 16.31318485
968 0 60 2005 2007 2 15 60 2 20.63 82 8.2 14.11 33.4 19.42343945 14.10921685
968 0 60 2005 2006 2 11 60 1 20.55 82.61 8.3 13.99 33.9 20.62571211 15.1548672
969 0 60 2005 2006 2 7 60 1 20.63 81 7.8 13.61 34.2 21.12155297 14.53340979
969 0 60 2005 2006 2 14 60 1 NA NA NA NA 33.2 NA NA
970 1 61 2005 2006 2 18 61 1 18.21 78.7 8.16 13.79 34 NA NA
971 1 61 2005 2006 2 21 61 1 19.19 77 8.3 13.61 31.8 NA NA
972 0 61 2005 2006 2 21 61 1 20.67 79 8.4 14.31 35 19.72232238 15.19934209
974 1 61 2005 2006 2 18 61 1 18.69 76.7 7.56 13.39 32.2 NA NA
975 0 61 2005 2006 2 20 61 1 19.41 80 7.7 13.41 33.2 19.31890266 14.53340979
976 1 61 2005 2006 2 22 61 1 19.7 77.85 8 14.12 34.4 NA NA
977 0 61 2005 2009 2 27 61 4 19.77 81.85 8.04 13.63 32.7 20.7670412 14.87010424
977 0 61 2005 2008 2 21 61 3 19.83 80.85 8.23 13.79 31.9 20.24030632 15.03562436
978 0 61 2005 2008 2 25 61 3 19.58 81.85 8.45 14.06 29.6 19.21379713 14.36210291
978 0 61 2005 2009 2 28 61 4 19.25 83.29 8.69 13.89 32.1 20.01674299 14.48689063
978 0 61 2005 2006 2 20 61 1 19.53 80.85 8.3 13.62 32.1 19.63084308 14.53340979
979 0 61 2005 2006 2 20 61 1 18.14 78.85 7.9 13.52 32.4 19.83607824 14.8549655
980 0 60 2004 2007 2 14 60 3 20.34 81 7.6 14.71 31.4 19.28393113 15.0056656
981 0 60 2004 2007 2 14 60 3 19.78 81 7.7 13.61 31.1 19.21379713 14.53340979
981 0 60 2004 2008 2 12 60 4 19.78 81 7.84 13.33 27.7 19.31890266 15.36131505
981 0 60 2004 2006 2 14 60 2 NA NA NA NA 29.9 NA NA
981 0 60 2004 2006 2 7 60 2 19.87 81.61 8 13.39 28.6 18.60698793 14.67208233
983 1 61 2005 2006 2 16 61 1 19.15 79 7.9 13.61 32.9 NA NA
984 1 61 2005 2006 2 19 61 1 19.83 76 8.3 14.71 33.5 NA NA
985 0 61 2005 2006 2 16 61 1 20.14 81 8.4 14.21 36.7 19.9379036 15.21413816
986 0 61 2005 2008 2 21 61 3 19.89 82.85 8.51 14.5 30.4 20.30689538 14.53340979
986 0 61 2005 2006 2 19 61 1 19.64 81 8.3 14.11 33 20.53825699 13.91653693
987 1 61 2005 2006 2 25 61 1 19.08 80 7.8 13.41 26 NA NA
987 1 61 2005 2006 2 25 61 1 18.99 78.62 8 13.43 26 NA NA
987 1 61 2005 2008 2 25 61 3 19.26 79.03 8.04 13.55 29 NA NA
987 1 61 2005 2006 2 19 61 1 19.24 78.85 8 13.12 27.8 NA NA
988 0 61 2005 2006 2 21 61 1 18.61 81 8.2 14.21 32.5 20.01674299 15.19934209
988 0 61 2005 2006 2 25 61 1 18.59 81 8.3 14.21 28.4 20.01674299 14.67208233
988 0 61 2005 2006 2 25 61 1 18.55 80.62 8.1 14.53 28.4 17.94212919 14.29930068
989 1 61 2005 2006 2 19 61 1 18.42 78.43 7.95 13.81 28.4 NA NA
990 1 60 2005 2014 2 13 60 9 19.5 82.92 8.04 13.48 27.8 NA NA
990 1 60 2005 2008 2 15 60 3 19.41 79 8.15 14.1 29 NA NA
990 1 60 2005 2011 2 7 60 6 NA NA 8.11 14.27 29.8 NA NA
990 1 60 2005 2009 2 11 60 4 19.45 80 8.27 13.98 31.8 NA NA
990 1 60 2005 2006 2 14 60 1 NA NA NA NA 30.4 NA NA
990 1 60 2005 2006 2 8 60 1 19.3 78.61 8.3 14.29 30.1 NA NA
990 1 60 2005 2007 2 15 60 2 19.39 80 8.3 14.21 31.6 NA NA
990 1 60 2005 2013 2 8 60 8 19.17 80.86 8.24 14.16 29 NA NA
990 1 60 2005 2012 2 18 60 7 19.43 80 8.28 14.27 29.4 NA NA
991 1 60 2005 2006 2 11 60 1 20.03 79.61 8 13.49 32.6 NA NA
991 1 60 2005 2006 2 14 60 1 NA NA NA NA 31.7 NA NA
992 0 60 2005 2006 2 14 60 1 19.85 80 7.9 13.51 28.2 19.42343945 14.8549655
992 0 60 2005 2006 2 14 60 1 NA NA NA NA 28.2 NA NA
992 0 60 2005 2006 2 9 60 1 19.91 82.04 7.8 14.24 28.1 20.87510479 14.23622141
993 1 60 2004 2007 2 14 60 3 21.1 80.86 8.41 13.63 31.5 NA NA
994 0 60 2005 2006 2 14 60 1 NA 81 7.9 13.41 33.4 19.72232238 14.23622141
994 0 60 2005 2006 2 9 60 1 19.41 82.04 7.7 13.14 32 20.03921156 14.36210291
995 1 27 2005 2006 6 25 27 1 20.43 80.48 8.22 14.53 35.5 NA NA
996 1 27 2005 2006 7 24 27 1 19.81 75.7 8.16 13.99 33 NA NA
996 1 27 2005 2006 6 26 27 1 19.86 76.48 8.03 13.58 35 NA NA
997 0 27 2005 2007 7 12 27 2 19.78 81.86 8.82 14.48 33.4 20.15117863 18.12925812
998 1 27 2005 2006 6 12 27 1 19.08 75.92 8.43 14.31 31.7 NA NA
999 1 27 2005 2007 7 12 27 2 20.05 80.86 8.49 13.9 31 NA NA
999 1 27 2005 2006 5 15 27 1 20.19 79.92 7.99 13.28 36 NA NA
999 1 27 2005 2006 6 26 27 1 20.34 78.85 8.22 13.56 30.2 NA NA
999 1 27 2005 2006 6 25 27 1 20.32 80.48 8.37 13.66 33 NA NA
999 1 27 2005 2006 5 15 27 1 20.09 79.48 8.25 13 36 NA NA
999 1 27 2005 2006 5 15 27 1 20.05 79 8 13.23 36 NA NA
1000 0 27 2005 2006 7 12 27 1 19.71 81.92 8.91 14.43 34.5 19.72232238 17.56189056
1000 0 27 2005 2007 8 1 27 2 19.9 80.85 8.02 13.91 32.1 20.7670412 16.36826197
1000 0 27 2005 2007 6 12 27 2 19.62 82 8.47 13.63 34.3 20.68018375 18.85921525
1001 0 27 2005 2010 6 22 27 5 19.36 81.86 8.4 14.16 33.1 20.36221992 16.35451008
1001 0 27 2005 2010 6 22 27 5 19.3 81 8.32 14.04 NA 20.57109623 16.77557749
1001 0 27 2005 2007 7 5 27 2 19.6 79.85 8.35 13.93 32.2 19.50435849 16.78898448
1001 0 27 2005 2008 7 23 27 3 19.48 82.43 8.56 14.01 32.5 19.83607824 18.7155016
1002 0 27 2005 2006 7 17 27 1 19.71 82.59 8.03 13.56 34.9 19.31890266 18.02969772
1002 0 27 2005 2006 7 12 27 1 19.68 83 8.23 13.79 32.5 21.30187785 18.3757993
1003 1 27 2005 2009 7 21 27 4 20.1 80.43 8.46 14.32 37.8 NA NA
1003 1 27 2005 2011 8 12 27 6 19.98 81.71 8.91 14.36 34.6 NA NA
1003 1 27 2005 2010 7 14 27 5 20.06 79.35 8.83 13.59 33.2 NA NA
1003 1 27 2005 2006 8 7 27 1 20.1 80.7 8.46 13.99 34.3 NA NA
1004 1 27 2005 2006 8 7 27 1 20.25 76.7 8.16 14.29 33.8 NA NA
1004 1 27 2005 2008 7 25 27 3 20.27 79.43 8.25 14.66 30.6 NA NA
1004 1 27 2005 2006 7 23 27 1 20.24 78.7 8.16 14.99 30 NA NA
1004 1 27 2005 2009 6 17 27 4 20.36 80.43 7.9 14.58 33.2 NA NA
1004 1 27 2005 2006 7 17 27 1 20.2 77.59 7.72 14.16 29.8 NA NA
1004 1 27 2005 2009 6 20 27 4 20.18 80.43 8.05 14.24 34.4 NA NA
1004 1 27 2005 2009 7 7 27 4 20.22 78.03 8.33 14.14 30.6 NA NA
1005 1 27 2005 2007 6 19 27 2 17.85 77.03 8.19 13.73 28.2 NA NA
1005 1 27 2005 2006 7 12 27 1 17.65 76 8.29 13.81 31.2 NA NA
1005 1 27 2005 2007 6 19 27 2 17.71 76 8.1 13.47 NA NA NA
1005 1 27 2005 2010 7 14 27 5 17.47 75.35 8.23 13.35 31.3 NA NA
1005 1 27 2005 2010 6 22 27 5 17.83 73.86 8.16 13.6 28.3 NA NA
1005 1 27 2005 2006 8 7 27 1 17.81 76.7 8.16 13.39 33.9 NA NA
1005 1 27 2005 2007 6 12 27 2 17.79 78 8.16 13.15 28.8 NA NA
1005 1 27 2005 2007 6 19 27 2 17.92 76.07 8.21 13.42 28.2 NA NA
1005 1 27 2005 2009 6 27 27 4 17.79 78.43 8.16 13.22 33.4 NA NA
1006 0 27 2005 2007 8 5 27 2 18.7 79 8.52 14.23 29.7 19.00184202 17.82890911
1007 1 27 2005 2007 7 29 27 2 20 79.85 8.32 14.36 32.2 NA NA
1007 1 27 2005 2008 7 25 27 3 19.64 82.43 8.54 14.2 32.7 NA NA
1007 1 27 2005 2009 7 7 27 4 19.68 81.03 8.65 14.85 38.5 NA NA
1008 1 27 2005 2006 7 13 27 1 18.94 79 8.48 15.09 28 NA NA
1008 1 27 2005 2006 5 15 27 1 18.86 80.92 7.94 14.23 NA NA NA
1008 1 27 2005 2006 5 15 27 1 18.72 80.48 8.08 14.18 34.7 NA NA
1008 1 27 2005 2006 5 15 27 1 18.82 79 8.17 14.5 NA NA NA
1012 1 27 2005 2006 7 13 27 1 19.71 76 7.97 14.17 30.7 NA NA
1012 1 27 2005 2007 7 18 27 2 19.65 75.59 8 14.5 31 NA NA
1013 0 27 2005 2006 8 7 27 1 19.52 80.7 7.96 14.59 32.8 19.83607824 15.03562436
1014 1 27 2005 2006 6 25 27 1 19.11 78.48 7.86 13.79 34.3 NA NA
1015 1 27 2005 2006 5 25 27 1 19.79 80.43 8.15 14.21 35.4 NA NA
1016 0 60 2005 2008 2 12 60 3 20.54 82.86 7.87 13.23 28.7 20.7670412 14.61061258
1016 0 60 2005 2006 2 10 60 1 20.7 82.61 8.4 13.89 33.6 21.42825238 15.21413816
1016 0 60 2005 2006 2 10 60 1 20.67 80.89 8.12 13.25 33.6 21.42825238 15.30261416
1016 0 60 2005 2006 2 14 60 1 NA NA NA NA 32.7 NA NA
1017 0 60 2005 2006 2 14 60 1 NA NA NA NA 32.1 NA NA
1017 0 60 2005 2006 2 7 60 1 21.08 80 7.8 14.31 33.4 21.12155297 15.03562436
1017 0 60 2005 2008 2 14 60 3 21.09 80 8.18 14.02 30 19.9379036 16.77557749
1017 0 60 2005 2007 2 13 60 2 20.8 81 8.1 14.41 31.8 20.24030632 15.19934209
1017 0 60 2005 2010 2 11 60 5 21.29 81.85 8.06 13.48 33.5 20.53825699 15.5650249
1017 0 60 2005 2009 2 8 60 4 21.24 80.85 7.48 13.82 31.3 21.30187785 14.39340127
1018 1 60 2005 2009 2 10 60 4 20.88 78.85 7.43 11.51 31.2 NA NA
1018 1 60 2005 2010 2 12 60 5 20.79 77.85 7.78 12.7 34 NA NA
1018 1 60 2005 2012 2 7 60 7 20.16 78.86 7.69 11.89 33.7 NA NA
1018 1 60 2005 2011 2 8 60 6 NA NA 8.03 11.91 31.5 NA NA
1018 1 60 2005 2007 2 13 60 2 20.4 78 8 13.91 32.1 NA NA
1018 1 60 2005 2008 2 15 60 3 20.36 77 7.77 13.08 32.3 NA NA
1018 1 60 2005 2011 2 8 60 6 NA NA 7.68 12.88 32.7 NA NA
1019 1 60 2005 2006 2 14 60 1 NA NA NA NA 29.8 NA NA
1019 1 60 2005 2006 2 10 60 1 19.97 78.89 7.42 13.55 30.6 NA NA
1019 1 60 2005 2006 2 10 60 1 20.09 79.61 7.2 12.19 30.6 NA NA
1020 0 60 2005 2006 2 14 60 1 NA NA NA NA 30.6 NA NA
1020 0 60 2005 2006 2 11 60 1 19.96 79.61 8.1 12.69 32.1 20.24030632 15.19934209
1021 1 60 2005 2006 2 14 60 1 NA NA NA NA 35.5 NA NA
1021 1 60 2005 2006 2 11 60 1 21.42 80.61 8.4 14.09 35.8 NA NA
1022 1 60 2005 2006 2 7 60 1 20.78 78 8 13.71 29.2 NA NA
1022 1 60 2005 2006 2 14 60 1 NA NA NA NA 30.5 NA NA
1023 1 60 2005 2008 2 13 60 3 21 79 7.62 14.43 27.2 NA NA
1023 1 60 2005 2006 2 11 60 1 21.07 79 7.7 14.61 29.8 NA NA
1023 1 60 2005 2006 2 11 60 1 20.96 80.89 7.62 15.45 29.8 NA NA
1023 1 60 2005 2006 2 8 60 1 21.09 79.04 7.7 14.04 30.5 NA NA
1023 1 60 2005 2006 2 8 60 1 21.02 78.7 7.76 13.89 30.5 NA NA
1023 1 60 2005 2007 2 16 60 2 20.86 80 7.78 14.35 33.1 NA NA
1023 1 60 2005 2006 2 11 60 1 20.94 80.04 7.8 14.74 29.8 NA NA
1024 1 60 2005 2007 2 14 60 2 20.2 79 7.8 13.91 32.5 NA NA
1024 1 60 2005 2006 2 7 60 1 20.28 78 7.7 14.01 31.8 NA NA
1024 1 60 2005 2006 2 14 60 1 NA NA NA NA 30.9 NA NA
1025 1 60 2005 2006 2 8 60 1 20.46 80.7 8.06 13.89 30.4 NA NA
1025 1 60 2005 2006 2 14 60 1 NA NA NA NA 31.2 NA NA
1025 1 60 2005 2006 2 8 60 1 20.25 79.04 7.2 13.14 30.4 NA NA
1026 0 60 2005 2007 2 16 60 2 19.65 82 7.9 13.56 31.7 19.83607824 14.39340127
1027 0 60 2005 2007 2 14 60 2 20.75 82 8.1 14.31 33 20.35116704 15.5650249
1027 0 60 2005 2006 2 10 60 1 20.67 79.04 8 14.14 38 20.46142713 14.9455679
1027 0 60 2005 2006 2 14 60 1 20.54 80.7 8.06 13.89 33 19.51589096 15.44894818
1027 0 60 2005 2006 2 14 60 1 NA NA NA NA 32.7 NA NA
1028 0 60 2005 2006 2 8 60 1 18.23 79.61 7.8 13.59 31.5 18.83533913 14.80945644
1028 0 60 2005 2006 2 14 60 1 NA NA NA NA 29.5 NA NA
1029 0 60 2005 2010 2 13 60 5 20.81 82.85 7.89 13.57 31.5 18.81143269 14.18872792
1029 0 60 2005 2007 2 15 60 2 20.33 82 7.9 14.51 31.9 17.94212919 13.91653693
1030 0 60 2005 2009 2 15 60 4 20.88 81.85 8.37 13.7 32.3 19.9379036 15.21413816
1030 0 60 2005 2006 2 8 60 1 20.3 81.89 8.02 13.95 30.7 19.9379036 14.9455679
1030 0 60 2005 2008 2 13 60 3 20.39 82.86 8.44 14.39 30 20.46142713 14.8549655
1030 0 60 2005 2010 2 13 60 5 20.93 81.85 7.92 13.99 29.6 19.9379036 15.0056656
1030 0 60 2005 2006 2 8 60 1 20.66 81 7.9 13.81 30.7 20.7670412 15.0056656
1030 0 60 2005 2006 2 14 60 1 NA NA NA NA 32.5 NA NA
1030 0 60 2005 2011 2 7 60 6 NA NA 8.18 13.41 30.1 19.50435849 14.53340979
1031 1 61 2005 2006 2 18 61 1 19.95 79 8.2 13.91 32.1 NA NA
1032 0 61 2005 2006 2 18 61 1 19.1 80 8 13.61 33.2 18.49783771 14.39340127
1032 0 61 2005 2006 2 25 61 1 18.98 78.62 8.2 13.73 28.8 19.63084308 13.96495614
1032 0 61 2005 2006 2 25 61 1 19.14 79 8.1 13.71 28.8 19.00184202 14.54888312
1033 0 61 2005 2006 2 15 61 1 18.98 82 7.5 13.71 34 20.01674299 15.03562436
1033 0 61 2005 2006 2 25 61 1 18.96 82 7.5 13.21 31.3 20.30689538 15.36131505
1033 0 61 2005 2006 2 25 61 1 18.7 82.62 7.4 13.03 31.3 20.07286726 14.80945644
1035 1 61 2005 2006 2 16 61 1 18.94 77.61 8.2 13.79 30.6 NA NA
1036 1 61 2005 2006 2 25 61 1 19.97 78.62 7.7 13.63 27 NA NA
1036 1 61 2005 2006 2 16 61 1 19.84 79.61 7.7 13.09 32.3 NA NA
1036 1 61 2005 2006 2 25 61 1 19.93 80 7.4 13.91 27 NA NA
1037 0 61 2005 2006 2 16 61 1 19.61 81.7 8.06 13.69 33.9 20.36221992 14.8549655
1038 0 61 2005 2006 2 16 61 1 19.26 81 7.5 13.51 31.3 19.50435849 14.07728667
1039 1 61 2005 2006 2 25 61 1 19.07 77 7.8 13.11 29.2 NA NA
1039 1 61 2005 2006 2 25 61 1 19.13 76.62 7.6 12.73 29.2 NA NA
1039 1 61 2005 2006 2 16 61 1 19.01 77.61 8.2 14.19 32 NA NA
1040 0 61 2005 2006 2 24 61 1 19.9 80.62 7.8 14.33 33.8 18.42471167 15.03562436
1040 0 61 2005 2006 2 24 61 1 20.04 79.7 7.96 13.79 33.8 19.83607824 15.39058154
1041 0 61 2005 2008 2 20 61 3 19.78 81.85 8.24 14.01 33.5 19.21379713 14.39340127
1042 1 61 2005 2006 2 25 61 1 18.97 78 8 13.91 27.3 NA NA
1042 1 61 2005 2006 2 24 61 1 18.92 75.62 7.9 14.13 30.1 NA NA
1042 1 61 2005 2006 2 24 61 1 18.87 76.7 8.26 14.09 30.1 NA NA
1042 1 61 2005 2006 2 25 61 1 18.94 75.62 7.9 13.83 27.3 NA NA
1043 0 61 2005 2006 2 18 61 1 19.46 81.7 8.46 13.79 35.4 20.7670412 15.76610288
1044 0 61 2005 2006 2 20 61 1 19.53 81.43 8.15 13.51 34.9 16.7487313 13.75390854
1045 1 61 2005 2009 2 26 61 4 20.72 79.85 7.84 13.38 31 NA NA
1045 1 61 2005 2006 2 22 61 1 20.67 80.43 8.05 13.61 32.9 NA NA
1046 1 61 2005 2006 2 19 61 1 16.72 78 7.7 13.01 29.4 NA NA
1047 1 61 2005 2006 2 20 61 1 18.37 78 8 13.41 31.7 NA NA
1048 0 61 2005 2006 2 16 61 1 18.55 80 8.1 13.61 35.5 20.7670412 14.70272084
1049 1 61 2005 2006 2 20 61 1 19.14 76 8.2 13.71 31.6 NA NA
1050 0 38 2004 2005 5 12 38 1 NA 80.86 8.06 12.89 33.8 19.11988494 14.36210291
1050 0 38 2004 2005 7 28 38 1 20.07 84.57 8.2 13.7 31.1 19.63084308 16.4094485
1051 0 38 2004 2006 5 23 40 2 20.6 82.43 8.13 13.92 31.2 19.71091068 15.5650249
1051 0 38 2004 2005 5 12 38 1 20.23 83.86 8.36 13.49 32.1 19.9379036 15.03562436
1051 0 38 2004 2005 6 6 38 1 20.2 82.59 8.33 13.36 33 19.21379713 14.8549655
1052 0 38 2004 2007 8 13 38 3 18.32 80 7.85 13.49 31.5 20.24030632 15.39058154
1052 0 38 2004 2007 5 26 38 3 18.33 81.86 7.55 13.57 30.3 19.79065436 17.90446872
1052 0 38 2004 2008 6 12 38 4 18.28 82.86 7.92 13.09 30.5 20.24030632 16.13288567
1052 0 38 2004 2005 5 12 38 1 18.21 82.86 7.96 13.69 28 20.99333227 16.73529205
1052 0 38 2004 2006 5 6 38 2 18.3 80.86 7.66 13.49 26.3 20.83194662 16.54599649
1052 0 38 2004 2007 5 10 38 3 18.31 81.86 7.71 13.53 29.9 20.83194662 17.62583331
1053 1 38 2004 2005 5 12 38 1 19.22 80 8.1 12.8 29.5 NA NA
1054 1 38 2004 2005 5 12 38 1 20.18 77 8.4 14.1 32 NA NA
1055 1 38 2004 2005 5 12 38 1 19.15 77 8 13.5 29.7 NA NA
1056 0 38 2004 2007 5 26 38 3 20.48 81.86 8.35 14.67 32.3 20.15117863 16.36826197
1056 0 38 2004 2008 5 15 38 4 20.36 81.86 8.36 14.36 34.2 21.06822252 15.57947368
1056 0 38 2004 2005 5 12 38 1 20.38 79 8.3 14.6 33 19.51589096 15.76610288
1057 1 27 2004 2005 6 19 27 1 18.17 77.43 8.15 13.91 36.5 NA NA
1057 1 27 2004 2005 5 13 27 1 18.1 77 8 13.3 31 NA NA
1060 1 38 2004 2005 6 6 38 1 20.57 80.59 8.03 13.76 35 NA NA
1061 0 38 2004 2005 6 6 38 1 20.02 77.59 8.13 13.16 32 21.16412058 14.54888312
1061 0 38 2004 2005 7 28 38 1 20.36 79.57 8.4 14 33.2 18.35129423 15.5650249
1062 0 27 2004 2005 6 12 27 1 19.65 80 8.4 13.8 34.6 18.49783771 15.68024235
1062 0 27 2004 2005 6 12 27 1 19.68 80.59 8.53 13.86 34.6 18.31447515 16.07700221
1063 1 27 2004 2005 6 18 27 1 20.17 82.43 8.15 14.01 34.2 NA NA
1064 1 38 2004 2006 5 20 38 2 19.48 79.92 8.83 13.68 29.8 NA NA
1064 1 38 2004 2005 6 20 38 1 19.66 78.57 8.5 14.4 32.8 NA NA
1065 1 27 2004 2005 6 7 27 1 20.42 77 8.2 13.6 36 NA NA
1066 0 27 2004 2006 5 14 27 2 19.52 81.48 8.16 13.98 34 21.94698157 17.82890911
1066 0 27 2004 2006 5 14 27 2 19.51 82.92 7.9 13.83 34 22.20180173 19.60790657
1066 0 27 2004 2005 6 11 27 1 19.46 NA 8.25 13.91 31.8 21.36515855 19.06095486
1066 0 27 2004 2005 6 11 27 1 19.45 81.57 8.1 14.2 31.8 21.76166354 20.53825699
1066 0 27 2004 2005 6 11 27 1 19.35 81 8 13.8 31.8 20.99333227 18.78749584
1066 0 27 2004 2007 5 30 27 3 19.54 82.86 8.14 13.63 31.5 20.7670412 16.16075493
1066 0 27 2004 2006 5 14 27 2 19.55 82 8.01 13.81 34 20.68018375 17.67682098
1066 0 27 2004 2008 7 29 27 4 19.76 81.03 8.41 13.81 32.9 22.94929193 20.30689538
1067 1 27 2005 2007 6 19 27 2 NA 77.07 8.34 14.27 NA NA NA
1067 1 27 2005 2007 6 19 27 2 19.4 77 8.58 13.98 30.2 NA NA
1067 1 27 2005 2006 8 7 27 1 19.91 76.7 8.56 13.59 34.8 NA NA
1067 1 27 2005 2007 6 19 27 2 NA 77.03 8.56 14 30.2 NA NA
1067 1 27 2005 2006 7 12 27 1 NA 76 8.43 13.48 29.8 NA NA
1068 0 27 2004 2007 6 20 27 3 17.99 79 8.8 13.89 NA 19.00184202 16.35451008
1068 0 27 2004 2007 6 20 27 3 NA NA 8.75 13.57 NA 18.22827474 14.87010424
1068 0 27 2004 2005 6 13 27 1 18.3 80.59 8.23 13.26 29.1 17.75302791 14.23622141
1068 0 27 2004 2006 6 26 27 2 18.07 80.48 8.51 13.48 29.2 18.81143269 16.54599649
1068 0 27 2004 2007 6 20 27 3 18.19 NA 8.9 13.8 33.5 18.91877374 15.19934209
1068 0 27 2004 2006 7 26 27 2 18.19 78 8.7 14.31 30 19.28393113 15.95054858
1068 0 27 2004 2006 7 24 27 2 18.32 80 8.5 14.81 30.7 19.31890266 15.39058154
1068 0 27 2004 2007 7 12 27 3 17.62 79.86 8.71 13.89 28.2 19.9379036 16.16075493
1069 0 27 2004 2005 6 13 27 1 20.32 81.59 8.53 13.86 34.2 20.53825699 18.7155016
1070 1 27 2004 2005 6 18 27 1 20.56 75.43 8.15 15.31 37 NA NA
1072 0 27 2006 2007 6 15 27 1 18.86 81.86 8.22 13.96 31.7 19.11988494 15.39058154
1072 0 27 2006 2009 7 1 27 3 18.8 82.43 8.61 13.96 30.5 19.50435849 16.54599649
1072 0 27 2006 2009 6 17 27 3 18.89 82.43 8.35 13.8 31.2 20.83194662 17.62583331
1072 0 27 2006 2009 7 7 27 3 18.74 NA 8.38 14.15 NA NA NA
1072 0 27 2006 2009 7 24 27 3 18.61 79.03 8.24 13.8 32.5 18.85921525 16.13288567
1072 0 27 2006 2008 7 25 27 2 19.02 82.43 8.67 13.98 32.7 20.89665045 18.78749584
1072 0 27 2006 2007 6 15 27 1 18.84 79.07 8.31 13.79 31.7 19.28393113 15.39058154
1072 0 27 2006 2007 6 15 27 1 19.02 80.03 7.89 13.88 31.7 16.49151297 15.5650249
1072 0 27 2006 2007 7 11 27 1 18.7 80.86 8.43 14.32 32 20.68018375 18.14166475
1073 0 27 2007 2008 7 23 27 1 19.03 80.38 8.95 14.29 32.4 21.12155297 19.28393113
1074 0 27 2007 2010 6 20 27 3 20.16 80 8.21 13.94 32.2 20.53825699 18.09198718
1074 0 27 2007 2010 7 26 27 3 20.3 78.43 8.45 13.86 32 20.15117863 16.77557749
1074 0 27 2007 2010 6 20 27 3 20.11 80 8.3 13.84 32.2 21.21721 18.3757993
1074 0 27 2007 2011 5 13 27 4 20.15 80.71 8.52 14.12 32.4 20.83194662 15.39058154
1074 0 27 2007 2008 8 14 27 1 20.23 79.43 8.21 13.87 35.8 20.59295996 15.36131505
1074 0 27 2007 2010 6 20 27 3 20.25 79 8.11 14.03 32.2 20.01674299 16.97557068
1074 0 27 2007 2012 8 3 27 5 20.15 78.03 8.44 13.87 31.1 NA NA
1076 1 27 2007 2008 8 5 27 1 18.79 80.38 8.59 13.75 31.5 NA NA
1077 0 38 2007 2008 6 25 38 1 19.2 81.86 8.75 14.5 29.4 19.83607824 17.21249546
1077 0 38 2007 2008 6 25 38 1 19.64 82.43 8.49 14.67 29.3 19.63084308 16.07700221
1079 0 38 2007 2008 7 9 38 1 20.45 81.38 8.57 14.54 30.2 20.7670412 16.36826197
1079 0 38 2007 2009 7 7 38 2 20.46 83.43 8.56 14.69 32.4 20.24030632 18.09198718
1079 0 38 2007 2009 5 26 38 2 20.5 82.03 8.76 14.35 32.2 20.83194662 17.87931766
1079 0 38 2007 2008 6 21 38 1 20.5 82.43 8.41 15.65 31.3 19.51589096 14.73329563
1084 1 27 2006 2009 5 21 27 3 19.87 77.03 8.09 14.08 39.3 NA NA
1084 1 27 2006 2009 5 5 27 3 19.32 78.22 8.13 13.95 NA NA NA
1084 1 27 2006 2009 7 24 27 3 20 77.03 8.51 14.4 31.2 NA NA
1084 1 27 2006 2010 8 1 27 4 19.94 78 8.33 14.41 31.5 NA NA
1084 1 27 2006 2010 6 17 27 4 19.75 78 8.01 14.26 32.5 NA NA
