"id" "sex" "hatchisland" "hatchyear" "year" "month" "day" "island" "age" "tarsus" "wing" "billD" "billL" "mass" "totalbadge" "visiblebadge"
437 1 60 2002 2005 2 14 60 3 20.6 78 8 13.81 31 NA NA
437 1 60 2002 2003 2 18 60 1 20.58 78.7 7.96 12.79 29.3 NA NA
438 0 60 2002 2005 2 7 60 3 20.62 81 8.2 14.11 36.6 20.99333227 15.95054858
438 0 60 2002 2004 1 30 60 2 20.43 80 8 13.7 33.6 20.7670412 14.8549655
438 0 60 2002 2003 2 12 60 1 20.3 79.86 8.06 13.99 32.7 21.65802392 14.36210291
438 0 60 2002 2003 2 12 60 1 20.5 79.7 8.06 13.59 32.8 19.21379713 14.18872792
438 0 60 2002 2004 1 30 60 2 20.5 80.61 8.13 13.9 33.6 21.6891678 15.0056656
439 0 60 2002 2005 2 1 60 3 19.59 81.7 7.96 14.09 32.1 21.30187785 15.39058154
440 0 60 2002 2004 1 28 60 2 18.9 79.7 7.56 13.69 30.9 19.00184202 15.03562436
441 0 60 2002 2005 2 13 60 3 18.53 79.7 8.26 14.19 33.3 20.15117863 15.0056656
442 1 61 2002 2003 2 22 61 1 18.45 79.82 7.73 12.77 32.6 NA NA
442 1 61 2002 2004 2 16 61 2 18.4 80.86 7.76 13.19 33.7 NA NA
443 0 61 2002 2005 2 20 61 3 18.09 85 7.7 12.81 33.5 19.72232238 15.39058154
443 0 61 2002 2006 2 25 61 4 18.19 84 7.6 12.61 29.3 19.50435849 14.39340127
443 0 61 2002 2004 2 19 61 2 18.1 80.61 7.83 12.2 30.3 20.24030632 15.0056656
443 0 61 2002 2006 2 25 61 4 18.35 85.62 8 13.03 29.3 20.07286726 14.53340979
443 0 61 2002 2006 2 18 61 4 18.07 82.7 7.76 13.19 33.8 18.67940042 15.5650249
444 0 61 2002 2003 2 22 61 1 18.3 82.82 8.13 12.97 34.5 21.06822252 15.5650249
445 1 61 2002 2005 2 20 61 3 18.35 79 7.6 13.51 28.5 NA NA
446 0 61 2002 2004 2 9 61 2 17.79 81.61 8.23 13.7 30.7 21.96747596 14.53340979
446 0 61 2002 2003 2 21 61 1 17.59 80.7 8.56 14.09 30.3 19.72232238 14.36210291
447 0 61 2002 2003 2 21 61 1 18.93 81 7.9 12.81 29.2 19.31890266 14.10921685
448 0 60 2002 2005 2 12 60 3 20.19 84 8.4 14.31 32 19.63084308 14.23622141
448 0 60 2002 2003 2 11 60 1 20.11 83.82 8.43 14.37 31.2 21.42825238 15.95054858
449 1 60 2002 2004 1 29 60 2 19.9 80.7 8.06 13.99 28.7 NA NA
449 1 60 2002 2005 2 2 60 3 19.95 79.7 8.16 13.59 31.9 NA NA
449 1 60 2002 2003 2 11 60 1 19.81 80 7.9 14.21 29.7 NA NA
450 0 60 2002 2005 2 7 60 3 21.05 85 8 14.21 33.5 20.68018375 15.19934209
450 0 60 2002 2004 2 1 60 2 20.95 82.7 8.26 14.39 31.3 18.67940042 14.53340979
450 0 60 2002 2003 2 11 60 1 20.9 82 8.2 14.31 33.5 18.67940042 14.53340979
451 1 60 2002 2005 2 7 60 3 20.79 81 8.2 13.61 33.9 NA NA
451 1 60 2002 2004 2 1 60 2 20.78 76.85 8 13.42 31.2 NA NA
451 1 60 2002 2003 2 11 60 1 20.85 78.7 8.26 13.19 31.4 NA NA
452 1 60 2002 2003 2 11 60 1 20.09 77 8 14.31 33.2 NA NA
452 1 60 2002 2004 1 28 60 2 20.05 78.7 8.86 14.29 32.1 NA NA
453 1 60 2002 2005 2 13 60 3 20.31 80 8 12.7 28.3 NA NA
453 1 60 2002 2003 2 11 60 1 20.4 79.82 8.23 12.97 29.8 NA NA
454 1 60 2002 2004 2 1 60 2 20.51 77.61 8.23 13.7 31.5 NA NA
454 1 60 2002 2003 2 11 60 1 20.44 78.7 8.26 13.69 29.7 NA NA
455 1 60 2002 2003 2 11 60 1 20.62 80.82 8.23 13.67 34.4 NA NA
455 1 60 2002 2004 2 1 60 2 20.61 79.7 8.16 13.59 34.2 NA NA
456 1 60 2002 2004 1 30 60 2 20.91 76.61 8.03 13.7 31.4 NA NA
456 1 60 2002 2007 2 16 60 5 20.79 79 8.25 14.15 31.6 NA NA
456 1 60 2002 2003 2 12 60 1 20.7 75 8.2 13.61 31.4 NA NA
456 1 60 2002 2006 2 9 60 4 20.77 78.04 8 14.34 29.9 NA NA
456 1 60 2002 2006 2 14 60 4 21.04 78 8.2 14.01 30.5 NA NA
456 1 60 2002 2005 2 14 60 3 21 80 8.2 14.11 30.6 NA NA
456 1 60 2002 2004 1 30 60 2 20.75 77 7.6 13.5 31.4 NA NA
457 1 60 2002 2003 2 12 60 1 20.35 83.82 8.53 13.17 32.4 NA NA
457 1 60 2002 2004 1 29 60 2 20.2 81 8 13.5 30.5 NA NA
457 1 60 2002 2005 2 2 60 3 20.29 81.7 8.36 13.49 34.9 NA NA
457 1 60 2002 2004 1 29 60 2 20.19 80.7 8.16 13.69 30.5 NA NA
458 1 60 2002 2004 1 30 60 2 20.15 75.61 7.93 13 32.4 NA NA
458 1 60 2002 2005 2 7 60 3 20.29 79 8.1 13.71 36.1 NA NA
458 1 60 2002 2003 2 12 60 1 20.08 78 7.9 13.11 31.8 NA NA
458 1 60 2002 2004 1 30 60 2 20.06 75 7.9 13.3 32.4 NA NA
459 0 60 2002 2004 1 31 60 2 21.12 80.85 8.3 13.62 34.2 20.7670412 15.03562436
459 0 60 2002 2004 1 31 60 2 21.26 83 8.2 13.5 34.2 19.9379036 15.03562436
459 0 60 2002 2003 2 12 60 1 21.2 81.86 8.36 13.99 33.4 19.00184202 14.39340127
460 0 60 2002 2006 2 14 60 4 NA NA NA NA 32.6 NA NA
460 0 60 2002 2003 2 12 60 1 20.49 83 7.9 12.91 31.8 21.94698157 15.19934209
460 0 60 2002 2006 2 10 60 4 20.7 81.89 8.12 13.65 33.8 21.15348671 14.8549655
460 0 60 2002 2005 2 2 60 3 20.6 81.7 8.16 13.29 34 21.06822252 15.03562436
460 0 60 2002 2006 2 10 60 4 20.51 82 7.9 13.71 33.8 19.72232238 15.1548672
460 0 60 2002 2006 2 10 60 4 20.59 81.04 7.9 13.44 33.8 20.7670412 14.48689063
460 0 60 2002 2008 2 15 60 6 20.85 81.85 7.98 13.07 31.5 20.30689538 15.76610288
461 1 60 2002 2005 2 12 60 3 20.69 79 8 14 33.7 NA NA
461 1 60 2002 2004 1 29 60 2 20.48 77.7 8.16 14.09 35.4 NA NA
461 1 60 2002 2003 2 12 60 1 20.62 78.82 8.43 13.67 34.1 NA NA
462 0 60 2002 2005 2 5 60 3 21 85 8.4 14.11 35.2 20.99333227 16.57317109
462 0 60 2002 2006 2 14 60 4 20.89 84.7 8.06 14.29 34.3 20.36221992 14.8549655
462 0 60 2002 2006 2 14 60 4 NA NA NA NA 34.4 NA NA
462 0 60 2002 2004 1 28 60 2 20.87 83 8.5 14.1 32 19.31890266 15.5650249
462 0 60 2002 2006 2 10 60 4 20.77 85.04 8.1 14.54 36 19.51589096 14.53340979
462 0 60 2002 2003 2 13 60 1 20.89 83.82 8.53 14.17 34 21.60601768 15.908174
463 0 60 2002 2003 2 13 60 1 20.59 80.7 8.06 13.69 31.3 19.31890266 14.36210291
464 1 60 2002 2004 1 28 60 2 20.52 80.7 8.16 14.29 29.6 NA NA
464 1 60 2002 2003 2 13 60 1 20.6 79 8.3 13.31 30.1 NA NA
464 1 60 2002 2005 2 12 60 3 20.71 80 8.4 14.6 32.5 NA NA
464 1 60 2002 2004 1 28 60 2 20.68 80 8.1 13.6 29.6 NA NA
465 1 60 2002 2003 2 13 60 1 20.2 78 8.2 13.31 28.9 NA NA
465 1 60 2002 2007 2 16 60 5 20.3 79 8.06 13.93 33.4 NA NA
465 1 60 2002 2005 2 1 60 3 20.44 79 7.9 13.41 32.8 NA NA
465 1 60 2002 2006 2 14 60 4 NA NA NA NA 32.6 NA NA
465 1 60 2002 2008 2 13 60 6 20.17 77.86 8.07 13.72 32 NA NA
465 1 60 2002 2006 2 14 60 4 20.31 79 8 13.21 32.7 NA NA
465 1 60 2002 2004 1 28 60 2 20.25 77.7 8.16 13.59 32 NA NA
465 1 60 2002 2006 2 9 60 4 20.32 77.04 8.1 13.74 31.6 NA NA
466 1 60 2002 2004 1 31 60 2 20.09 81.61 8.33 13.6 30.4 NA NA
466 1 60 2002 2003 2 17 60 1 19.96 81 8 13.81 30.5 NA NA
466 1 60 2002 2004 1 31 60 2 20.02 81 8.2 13.4 30.4 NA NA
467 1 60 2002 2003 2 17 60 1 20.54 80 7.9 13.81 29.2 NA NA
468 0 61 2002 2003 2 20 61 1 20.78 83.82 8.33 13.97 32.5 20.30689538 15.39058154
468 0 61 2002 2004 2 12 61 2 21.33 82.7 8.26 14.59 30.3 21.65802392 15.0056656
469 1 61 2002 2003 2 21 61 1 18.9 79.82 8.13 13.97 28.8 NA NA
470 0 60 2002 2003 2 15 60 1 20.36 80.82 8.13 14.37 29.6 20.53825699 16.13288567
471 1 60 2002 2006 2 8 60 4 19.78 79.89 8.12 14.65 33.1 NA NA
471 1 60 2002 2006 2 8 60 4 19.96 80.61 8.1 14.59 33.1 NA NA
471 1 60 2002 2006 2 14 60 4 NA NA NA NA 30 NA NA
471 1 60 2002 2006 2 11 60 4 20.06 80 7.7 14.51 31.4 NA NA
471 1 60 2002 2006 2 11 60 4 20.14 81.04 7.7 14.24 31.4 NA NA
471 1 60 2002 2007 2 15 60 5 20.15 80 8 15.01 31.4 NA NA
471 1 60 2002 2006 2 11 60 4 19.95 80.89 7.72 14.25 31.4 NA NA
472 0 60 2002 2004 1 30 60 2 18.64 81.61 7.43 12.4 28.7 21.40724177 15.73753475
472 0 60 2002 2004 1 30 60 2 18.73 82 7.5 12.6 28.7 20.7670412 15.76610288
473 0 60 2002 2005 2 8 60 3 20.08 78.7 8.16 13.79 28.4 19.71091068 15.0056656
474 1 60 2002 2009 2 9 60 7 20.54 79.85 8.02 14.44 31.6 NA NA
474 1 60 2002 2003 2 12 60 1 20.19 77.86 8.26 14.39 29.5 NA NA
474 1 60 2002 2006 2 7 60 4 20.38 79 8.1 15.11 33.6 NA NA
474 1 60 2002 2008 2 15 60 6 20.69 78.85 8.39 14.46 31.6 NA NA
474 1 60 2002 2005 2 2 60 3 20.26 78.7 8.26 14.09 34 NA NA
475 1 61 2002 2003 2 21 61 1 17.77 77.7 8.26 12.99 27.6 NA NA
475 1 61 2002 2006 2 21 61 4 17.88 78 8.1 13.71 30.2 NA NA
476 1 61 2002 2003 2 22 61 1 19.06 79.82 8.23 13.57 33.2 NA NA
476 1 61 2002 2004 2 19 61 2 19.06 78.7 7.86 13.09 30.7 NA NA
477 0 61 2002 2004 2 8 61 2 19.26 83.7 7.86 13.39 32.2 20.46142713 15.57947368
478 1 61 2002 2004 2 8 61 2 19.81 78 8.2 13.21 30 NA NA
479 0 61 2002 2003 2 27 61 1 18.56 77.86 8.26 12.59 30.7 19.21379713 13.83546168
479 0 61 2002 2003 2 27 61 1 18.59 78.7 7.76 12.99 30.6 19.50435849 14.36210291
479 0 61 2002 2003 2 27 61 1 18.36 78 7.93 12.45 30.5 20.24030632 13.67186893
480 0 61 2002 2004 2 10 61 2 19.16 81.7 8.06 13.29 31.9 19.31890266 14.80945644
482 1 61 2002 2004 2 17 61 2 18.36 78.86 8.26 13.49 28.7 NA NA
485 0 61 2002 2004 2 17 61 2 18.76 82.86 8.46 13.29 27.6 19.9379036 14.61061258
486 1 61 2002 2004 2 17 61 2 18.48 78.86 8.46 13.89 31.2 NA NA
487 0 61 2002 2009 2 26 61 7 19.16 82.85 7.88 13.57 31.6 19.72232238 15.0056656
487 0 61 2002 2008 2 25 61 6 18.7 82.86 7.75 13.6 31.6 20.15117863 14.70272084
488 1 61 2002 2005 2 23 61 3 18.47 79 8.1 13.61 33.8 NA NA
488 1 61 2002 2004 2 10 61 2 18.54 78.61 8.03 12.5 31.4 NA NA
489 1 61 2002 2004 2 18 61 2 19.04 79.02 7.9 14.14 30.2 NA NA
489 1 61 2002 2004 2 18 61 2 19.2 80.86 7.76 13.89 30.2 NA NA
491 1 61 2003 2004 2 11 61 1 18.77 78.7 8.36 13.59 31.4 NA NA
492 1 61 2003 2008 2 24 61 5 19.78 82.03 8.4 14.26 29.5 NA NA
494 0 61 2003 2006 2 18 61 3 17.69 81.7 8.36 13.89 32.3 20.03921156 15.76610288
494 0 61 2003 2005 2 20 61 2 18.27 81.7 8.16 13.79 31.4 21.06822252 15.21413816
494 0 61 2003 2004 2 18 61 1 18.14 80.86 7.76 13.79 31.1 19.11988494 14.54888312
494 0 61 2003 2004 2 18 61 1 18.12 81.02 7.9 14.04 31.2 19.56195287 14.36210291
495 0 60 2003 2005 2 14 60 2 20.42 81 8.2 13.91 30.9 20.36221992 15.76610288
495 0 60 2003 2004 2 2 60 1 20.29 79.85 8.7 13.62 34.8 19.9379036 15.03562436
496 1 60 2003 2004 1 31 60 1 18.99 75 8.5 13.5 29.3 NA NA
496 1 60 2003 2004 1 31 60 1 18.93 75.85 8.4 13.42 29.3 NA NA
497 1 60 2003 2006 2 14 60 3 NA NA NA NA 30.8 NA NA
497 1 60 2003 2007 2 18 60 4 20.4 81 8.39 14.52 31.5 NA NA
497 1 60 2003 2006 2 7 60 3 20.46 79.7 8.46 14.59 32.9 NA NA
497 1 60 2003 2004 1 31 60 1 20.35 77.61 8.13 13.7 31 NA NA
497 1 60 2003 2004 1 31 60 1 20.4 77 8.1 13.9 31 NA NA
498 0 27 2003 2004 8 3 27 1 19.88 74 7.8 14.1 28 20.15117863 18.35129423
499 0 27 2003 2004 8 3 27 1 19.75 79 9 14.8 26.2 20.01674299 18.35129423
500 1 27 2003 2005 6 18 27 2 19.05 76.43 7.85 14.51 31.5 NA NA
501 1 27 2003 2006 7 27 27 3 19.86 78 7.9 14.21 31.3 NA NA
501 1 27 2003 2007 6 19 27 4 19.74 79.03 8.1 14.3 28.9 NA NA
501 1 27 2003 2007 6 19 27 4 19.88 79.07 7.95 14.01 NA NA NA
501 1 27 2003 2006 7 12 27 3 19.79 79.92 8.07 15.31 32 NA NA
501 1 27 2003 2008 6 7 27 5 19.69 79.86 8.13 13.2 30 NA NA
503 1 27 2003 2004 8 3 27 1 20 75 8 15.2 25.7 NA NA
505 1 27 2003 2004 8 3 27 1 19.71 75 8 14.3 26.8 NA NA
506 0 27 2003 2004 7 29 30 1 18.68 77.59 8.23 13.36 30 19.00184202 14.10921685
508 1 61 2003 2004 2 16 61 1 19.01 78.86 7.86 13.89 30.9 NA NA
510 0 61 2003 2004 2 15 61 1 20.57 80.61 8.53 14.2 33.4 19.21379713 13.96495614
511 0 60 2003 2004 2 1 60 1 20.64 78.61 7.93 14 29.6 20.01674299 14.10921685
511 0 60 2003 2005 2 7 60 2 20.83 82 8 13.91 33.6 19.83607824 15.21413816
512 0 60 2003 2004 1 28 60 1 20.63 79 8.1 14 32.9 20.01674299 14.70272084
512 0 60 2003 2004 1 28 60 1 20.59 79.7 8.06 13.79 32.9 19.51589096 14.70272084
514 1 61 2003 2004 2 8 61 1 19.85 79.7 7.96 14.19 33.4 NA NA
515 1 61 2002 2004 2 10 61 2 19.53 79.61 7.83 13.1 32.9 NA NA
516 0 61 2003 2004 2 17 61 1 18.95 80.61 8.23 13 27.8 21.94698157 15.21413816
517 1 61 2003 2004 2 17 61 1 19.46 79.61 7.93 14.5 28.7 NA NA
518 1 61 2003 2004 2 13 61 1 17.16 76.61 7.53 12.6 30.9 NA NA
519 0 61 2003 2004 2 17 61 1 17.11 79.86 7.86 13.79 27.1 20.01674299 14.53340979
520 0 61 2003 2004 2 22 61 1 20.19 80.61 7.83 13.7 31.3 19.42343945 14.53340979
522 0 60 2003 2004 1 28 60 1 20.41 80.7 7.86 13.29 31 19.83607824 14.10921685
523 1 60 2003 2005 2 8 60 2 21.45 81 8.5 14.21 32.5 NA NA
523 1 60 2003 2004 1 29 60 1 21.28 77.61 8.23 13.6 29.5 NA NA
523 1 60 2003 2004 1 29 60 1 21.42 77 8.4 13.8 29.5 NA NA
524 1 61 2003 2004 2 11 61 1 17.92 78.7 7.86 12.89 30.9 NA NA
524 1 61 2003 2005 2 20 61 2 17.91 78.7 8.06 13.99 33.3 NA NA
525 1 61 2003 2005 2 25 61 2 17.97 80.7 8.06 13.59 31.8 NA NA
525 1 61 2003 2006 2 22 61 3 18.44 78.85 7.8 13.52 31.4 NA NA
527 1 61 2003 2004 2 17 61 1 20.81 77.61 7.93 14.1 34.7 NA NA
528 1 61 2003 2006 2 18 61 3 18 80 7.9 14.11 31.8 NA NA
529 0 60 2003 2005 2 14 60 2 19.2 82 8.3 14.61 31.1 20.15117863 15.03562436
530 0 60 2003 2005 2 8 60 2 20.05 83 8.2 14.71 33.1 19.9379036 15.03562436
531 1 61 2003 2004 2 17 61 1 20.17 77.61 8.13 13 30.1 NA NA
534 0 61 2003 2004 2 20 61 1 19.33 83.02 8.7 12.34 31.5 NA NA
534 0 61 2003 2004 2 20 61 1 19.5 79.7 8.56 12.89 31.5 20.7670412 14.23622141
535 0 61 2003 2005 2 20 61 2 19.99 82 8.4 14.51 32.4 20.68018375 15.03562436
536 1 61 2003 2004 2 8 61 1 19.7 78.7 8.36 13.89 30.4 NA NA
537 0 38 2003 2004 5 22 38 1 20.22 79 8.5 13.2 29.3 18.85921525 15.19934209
537 0 38 2003 2004 7 14 38 1 20.18 79.86 7.96 13.59 30.3 20.01674299 14.87010424
537 0 38 2003 2004 5 22 38 1 20.23 78.59 8.33 13.16 29.3 19.83607824 15.08045092
538 0 38 2003 2004 7 14 38 1 20.21 79.86 8.26 12.99 30 20.83194662 18.09198718
538 0 38 2003 2004 5 22 38 1 20.07 78.59 8.03 13.16 31.6 21.60601768 17.62583331
538 0 38 2003 2004 7 6 38 1 20.12 76.59 8.13 12.96 31 20.01674299 16.07700221
538 0 38 2003 2004 5 22 38 1 20.17 78 8.1 13 31.6 20.15117863 18.60698793
541 1 60 2003 2004 1 28 60 1 20.04 79 7.9 14 29.7 NA NA
541 1 60 2003 2004 1 28 60 1 19.63 79.7 8.06 14.09 29.7 NA NA
542 1 60 2003 2004 1 28 60 1 20.31 76.7 7.86 13.49 30.2 NA NA
542 1 60 2003 2004 1 28 60 1 20.4 75 7.8 12.8 30.2 NA NA
543 1 27 2003 2008 7 3 27 5 18.96 80.38 8.7 14.63 31.2 NA NA
543 1 27 2003 2005 6 13 27 2 19 78.43 8.15 14.71 32.9 NA NA
543 1 27 2003 2005 6 19 27 2 19.15 78.57 8.3 14.8 31.9 NA NA
543 1 27 2003 2008 7 25 27 5 18.96 78.03 8.58 14.98 31.8 NA NA
544 0 28 2003 2006 5 15 27 3 20.25 80.48 8.55 14.15 34 20.83194662 17.62583331
544 0 28 2003 2006 5 15 27 3 20.25 82.92 8.19 14.27 NA 19.00184202 16.77557749
544 0 28 2003 2006 5 15 27 3 20.18 81 8.25 14.19 34 20.15117863 17.21249546
544 0 28 2003 2005 7 23 27 2 20.37 80.57 8.6 15.1 35.8 18.7155016 18.7155016
547 0 38 2003 2004 5 22 38 1 19.71 80 8.3 13.2 32.6 20.36221992 17.10760065
547 0 38 2003 2006 6 7 38 3 19.82 82.92 8.32 12.77 30.2 19.11988494 17.10760065
547 0 38 2003 2004 5 22 38 1 19.86 79.59 8.43 13.26 32.6 20.7670412 17.66408786
547 0 38 2003 2004 7 6 38 1 19.91 80.59 8.13 13.16 30 19.63084308 15.95054858
547 0 38 2003 2006 5 20 38 3 19.72 84.86 8.25 12.57 NA 19.63084308 16.13288567
547 0 38 2003 2006 7 28 38 3 19.84 82.92 8.48 13.54 31 19.9379036 18.02969772
548 0 38 2003 2009 6 4 38 6 20.45 84 8.57 13.23 34.5 20.53825699 19.83607824
548 0 38 2003 2004 8 7 38 1 20.24 82.61 8.5 13.79 30 19.35381099 15.95054858
548 0 38 2003 2006 8 3 38 3 20.12 85 8.57 12.8 31.5 21.06822252 17.75302791
548 0 38 2003 2008 8 7 38 5 20.1 85.38 8.76 12.53 36.1 22.24230204 17.01528724
548 0 38 2003 2006 6 7 38 3 20.48 85.92 8.71 12.66 32.7 21.60601768 18.12925812
548 0 38 2003 2005 5 12 38 2 20.06 83.86 8.66 13.09 32.6 20.03921156 15.76610288
552 0 38 2003 2004 8 7 38 1 19.58 81.61 8.2 14.19 27.6 21.16412058 18.85921525
553 1 27 2003 2005 6 14 332 2 19.95 79.57 8.3 13.7 34.5 NA NA
555 0 27 2003 2005 6 19 27 2 18.89 81.57 7.6 14.2 31.6 19.72232238 18.09198718
556 0 27 2003 2004 8 5 27 1 19.96 81.85 7.7 13.82 31.5 19.42343945 17.44620303
557 1 27 2002 2004 8 11 27 2 20.8 81 8.3 14.6 30 NA NA
557 1 27 2002 2003 7 21 27 1 20.75 80 8.1 14.6 30.5 NA NA
558 1 27 2003 2007 7 19 27 4 20.04 79.59 8.38 14.29 34.6 NA NA
558 1 27 2003 2004 7 18 27 1 20.08 80.86 8.86 14.19 36.7 NA NA
559 0 27 2003 2004 6 10 23 1 19.83 81.59 8.13 13.06 31.7 22.49377692 18.14166475
560 0 38 2003 2004 7 6 38 1 19 80.59 8.53 13.56 30 19.11988494 15.68024235
560 0 38 2003 2005 5 12 38 2 18.85 82.86 8.36 13.59 31.2 19.50435849 18.12925812
562 1 38 2003 2004 7 6 38 1 20.45 77.59 8.23 13.96 32.2 NA NA
564 0 38 2003 2004 5 22 38 1 19.65 80 8.1 14.2 30.6 20.57109623 15.39058154
564 0 38 2003 2004 5 22 38 1 19.64 80.59 8.53 13.66 30.6 21.53299793 16.54599649
564 0 38 2003 2007 5 10 38 4 19.63 84.86 8.93 14.38 32 20.99333227 16.36826197
565 0 27 2003 2007 7 13 27 4 19.81 78.86 8.63 14.19 30.5 20.15117863 17.56189056
565 0 27 2003 2004 8 11 27 1 20.12 77.61 8.03 13.5 30.1 20.10646662 15.5650249
565 0 27 2003 2006 6 17 27 3 20.07 78.85 8.12 13.98 31.8 19.71091068 15.03562436
566 1 27 2003 2004 8 5 27 1 19.94 77.85 7.7 13.52 32.2 NA NA
567 0 38 2003 2004 7 6 38 1 19.71 80.59 8.03 13.16 29.8 19.83607824 16.6003012
567 0 38 2003 2004 5 22 38 1 19.75 80.59 8.43 13.16 30.2 22.51377356 16.54599649
567 0 38 2003 2004 5 22 38 1 19.9 79 8.3 13.1 30.2 20.24030632 15.39058154
570 0 63 2003 2010 2 12 60 7 19.8 83.85 7.77 12.61 29.2 19.42343945 14.70272084
570 0 63 2003 2008 2 12 60 5 19.36 82.86 7.99 13.14 29.3 20.46142713 14.61061258
570 0 63 2003 2008 2 12 60 5 19.44 83.18 8.23 13.52 29.2 20.15117863 14.36210291
572 0 61 2003 2004 2 9 61 1 20.19 81.61 8.13 13 32.1 21.06822252 15.19934209
573 0 61 2003 2004 2 22 61 1 18.05 80.61 7.93 12.9 28.6 21.06822252 14.39340127
574 0 61 2003 2004 2 9 61 1 19.98 80.7 7.66 13.59 32.9 21.30187785 14.9455679
575 0 61 2003 2004 2 14 61 1 18.83 80.7 8.06 13.59 33.1 20.36221992 14.36210291
576 0 61 2003 2004 2 8 61 1 19.71 79.61 8.23 13.8 28.7 19.42343945 14.36210291
577 1 61 2003 2004 2 14 61 1 19 79.7 8.06 13.19 33.2 NA NA
578 1 61 2003 2004 2 8 61 1 18.86 77 7.7 13.51 28 NA NA
579 0 61 2003 2004 2 19 61 1 17.87 80.7 7.86 13.59 28.4 19.9379036 14.8549655
579 0 61 2003 2005 2 21 61 2 17.88 81 7.7 13.61 28 19.9379036 15.03562436
579 0 61 2003 2004 2 19 61 1 17.85 81.02 7.7 13.54 28.4 19.28393113 14.70272084
580 1 61 2003 2004 2 17 61 1 18 75.86 NA NA 27.3 NA NA
580 1 61 2003 2004 2 17 61 1 17.79 77.02 NA NA 27.2 NA NA
581 1 61 2003 2004 2 19 61 1 19.69 79.02 8.5 13.44 29.4 NA NA
581 1 61 2003 2004 2 19 61 1 19.58 78.7 8.46 13.29 29.2 NA NA
582 0 61 2003 2004 2 17 61 1 19.5 79.61 8.13 13.2 31.1 19.28393113 14.36210291
583 0 61 2004 2006 2 16 61 2 18.4 82 7.8 13.21 31.8 20.24030632 15.03562436
584 0 60 2003 2005 2 11 60 2 20.1 79.7 8.36 14.29 29.2 19.63084308 14.8549655
585 0 60 2004 2005 2 14 60 1 20.44 82 8.1 14.01 30.5 19.51589096 15.39058154
586 1 60 2004 2005 2 15 60 1 19.67 78.7 8.06 13.89 31.3 NA NA
587 1 60 2004 2005 2 4 60 1 19.89 76.7 7.96 13.39 31.8 NA NA
588 0 60 2004 2005 2 8 60 1 18.6 77.7 7.96 13.19 31.5 19.19036216 14.67208233
589 1 60 2003 2005 2 7 60 2 18.51 77.7 8.16 13.39 32.1 NA NA
590 0 61 2004 2005 2 25 61 1 18.42 78 7.9 12.41 31.5 20.24030632 15.39058154
590 0 61 2004 2006 2 20 61 2 18.5 79 7.9 13.51 31.2 20.30689538 14.8549655
590 0 61 2004 2008 2 23 61 4 18.45 79.03 8.2 13.29 30.6 20.62571211 15.21413816
591 1 27 2003 2004 8 6 27 1 20.34 76.85 8.1 13.72 29.9 NA NA
592 1 27 2004 2007 6 19 27 3 19.38 77.03 8.21 14.24 29.4 NA NA
592 1 27 2004 2007 6 19 27 3 19.18 77 8.08 14.51 NA NA NA
592 1 27 2004 2007 6 19 27 3 19.1 77.07 7.96 14.69 NA NA NA
592 1 27 2004 2007 6 19 27 3 19.27 76 8.1 14.56 29.4 NA NA
592 1 27 2004 2006 7 12 27 2 19.21 75.92 8.22 14.99 29.7 NA NA
593 1 27 2003 2004 8 11 27 1 20.52 76.61 8.23 13.9 33.6 NA NA
593 1 27 2003 2006 5 15 27 3 20.37 79.48 8.34 14.26 38 NA NA
593 1 27 2003 2006 5 15 27 3 20.38 80.92 8.47 14.15 37 NA NA
593 1 27 2003 2006 5 15 27 3 20.43 80 8.82 14.2 NA NA NA
594 0 27 2004 2005 6 18 27 1 19.65 79.57 8 14.5 32.4 18.81143269 15.76610288
595 0 27 2004 2006 7 17 27 2 20.39 77.59 8.47 13.35 30.6 19.83607824 17.52341291
595 0 27 2004 2006 8 7 27 2 20.39 79.7 8.46 14.19 33.4 20.03921156 15.96464845
596 1 27 2004 2005 6 10 27 1 20.05 77 8.1 13.6 31.1 NA NA
596 1 27 2004 2006 5 15 27 2 20.16 78.92 8.15 12.68 31 NA NA
596 1 27 2004 2006 6 26 27 2 20.31 77.48 8.09 13.3 32 NA NA
596 1 27 2004 2006 5 15 27 2 20.33 78 8.34 13.35 30.8 NA NA
596 1 27 2004 2005 6 10 27 1 20.02 77.43 8.25 13.81 31.1 NA NA
596 1 27 2004 2007 7 13 27 3 20.2 77.86 8.31 13.06 31.4 NA NA
596 1 27 2004 2006 5 15 27 2 20.16 78.48 8.3 13.37 30.7 NA NA
596 1 27 2004 2005 6 10 27 1 20.11 78.57 8.2 13.9 31.1 NA NA
598 0 38 2004 2005 7 28 38 1 21.2 80.57 8.8 14.5 35.4 18.81143269 16.31318485
600 1 38 2004 2006 5 6 38 2 19.25 77 8.19 13.12 27.5 NA NA
600 1 38 2004 2005 5 12 38 1 19.23 77 8.1 13.3 31.5 NA NA
602 1 38 2004 2006 5 20 38 2 18.98 78.92 8.21 14.02 30.6 NA NA
602 1 38 2004 2006 5 6 38 2 18.76 78 8.4 13.92 28.6 NA NA
602 1 38 2004 2005 5 12 38 1 18.65 79 8.1 13.5 29.5 NA NA
602 1 38 2004 2007 5 10 38 3 18.6 79.86 7.85 13.9 36.4 NA NA
612 1 38 2003 2004 8 7 38 1 19.8 78.61 8.3 13.69 28.5 NA NA
