dryad_id	sex	sex_cat	area	tarsus	wing.length	body.mass	wing.white
464	1	f	AVI	19.44999981	81.75	14.67499995	28.52499992
465	1	f	HOR	18.89999962	81	15	33.4000001
466	1	f	HOR	19	81	16.10000038	14.5999999
467	0	m	HAL	19.22499943	80.75	12.67499972	42.95000005
468	1	f	HAL	20.69999981	78.5	16.85000038	21.35000039
469	0	m	KOL	19.71428599	83.71428571	13.2	60.37142822
470	0	m	KOL	19.70000076	86	13.69999981	37.19999981
471	0	m	HOR	20.89999962	83	13.60000038	27.79999971
472	1	f	HOR	19.5	80	14.35000038	22.85000003
473	1	f	HOR	19.96666654	83	15.73333327	22.89999982
474	0	m	KOL	19.84999943	84	13.35000038	40.00000018
475	0	m	HOR	19.73333359	84	12.70000013	31.06666629
476	0	m	HOR	20.10000038	86	13.60000038	53.70000029
477	1	f	HOR	18.25999947	81.4	15.90000019	33.61999998
478	0	m	SKO	19.72500038	81.75	12.4000001	47.50000024
479	1	f	HAL	19.75	81	15.95000029	16.35000027
480	1	f	EKE	20.47499991	83.25	15.5875001	18.97500003
481	1	f	AVI	19.76666641	80.66666667	16.53333283	29.60000038
482	1	f	RAP	19.20000076	81	15.60000038	20.70000076
483	0	m	EKE	20.74000015	83.6	14.3	51.42000017
484	0	m	HAL	19.69999981	83.5	13.75	55.19999981
485	1	f	EKE	20.20000076	84	16	30.79999924
486	0	m	HAL	19.86666679	81.16666667	12.68000011	40.16666659
487	1	f	EKE	19.67499972	81.5	14.22500014	26.82500005
488	0	m	EKE	19.72999992	84.6	13.01999989	50.00000024
489	1	f	KOL	19.45000029	80.75	15.03333346	31.2000002
490	1	f	HOR	19.35000038	81.5	15.04999972	16.69999993
491	0	m	WAT	19.1199997	86.2	13.47999992	65.85999966
492	0	m	VIC	18.83333397	84	13.4333334	62.96666749
493	1	f	KOL	20.03333346	82.66666667	16.29999987	33.26666717
494	1	f	SKO	19.73333359	80.83333333	15.60000006	31.1000003
495	1	f	KOL	19.10000038	83	15	44.4000001
496	0	m	KOL	19.89999962	86	12.19999981	65.70000029
497	1	f	NIL	19.44999981	85	16.34999943	19.6500001
498	0	m	KOL	20	86	12.89999962	63.39999915
499	0	m	RAL	19.88333321	86	13.18000011	73.6666673
500	0	m	ALU	18.84999943	85	13.94999981	59.45000029
501	1	f	KOL	20.02500057	85.25	15.875	17.09999994
502	1	f	LOT	19.10000038	83.66666667	15.0666666	32.90000025
503	1	f	HOR	20.10000038	83	16	16.30000019
504	1	f	LHO	20.03333346	80.66666667	15.73333359	24.96666646
505	1	f	SKO	19.43999977	80.6	14.94000015	30.81999984
506	1	f	HOR	19.79999924	81	13.10000038	15.5
507	1	f	KOL	19.875	80.25	15.64999986	26.82500029
508	1	f	KOL	19.79999924	81	15.30000019	27.79999971
509	0	m	HOR	19.97499991	83.25	12.2750001	50.05000025
510	0	m	HOR	20	82.75	12.57500029	56.77500033
511	1	f	KOL	19.53333283	81.66666667	15.4000001	27.78333346
512	0	m	KOL	19.76666705	84	13.5	76.33333238
513	1	f	HOR	19.89999962	83	14.69999981	42.59999967
514	1	f	HOR	20.10000038	84.5	15.75000048	29.90000034
515	0	m	HOR	20.03333346	84.33333333	13.16666698	49.79999988
516	1	f	RAL	19.26666705	81	15.16666667	15.33333337
517	1	f	HOR	19.4000001	82.5	15.72500014	30.72499979
518	1	f	KOL	19.94999981	83	16	25.95000029
519	1	f	HOR	19.89999962	82	16.39999962	26.90000022
520	1	f	KOL	19.46666654	82.33333333	17.53333346	31.9000001
521	0	m	ISA	20.10000038	84	13.10000038	39.89999962
522	0	m	HOR	19.66666635	85.16666667	13.53333362	46.43333364
523	1	f	KOL	19.5250001	80.75	15.03333346	14.07499999
524	1	f	HOR	18.97500038	81.25	15.20000005	14.14999995
525	1	f	ISA	19.30000019	83.5	15.54999972	22.79999978
526	1	f	HOR	19.6500001	83	16.5250001	9.649999975
527	1	f	LOT	19.72499991	80.5	16.42500019	23.0999999
528	0	m	HOR	19.80000019	86.5	12.25	47.34999991
529	0	m	HOR	19.75	84	13.19999981	29.25000048
530	0	m	ALU	19.73333359	83.66666667	12.66666667	56.86666664
531	1	f	HAL	19.29999924	79	16	17.39999962
532	0	m	KOL	19.60000038	84	13.5	36.80000043
533	0	m	KOL	18.75	84	14.34999991	45.45000017
534	1	f	HOR	19.30000019	81	15.6500001	18.19999993
535	1	f	KOL	19.60000038	81	15	25.4000001
536	1	f	KOL	20.20000076	82	16.39999962	16.79999995
537	1	f	KOL	17.79999924	82	15.5	22.39999998
538	1	f	LOT	20.39999962	83	17	30.69999981
539	1	f	NIL	19.34999943	83	16.34999991	39.24999988
540	1	f	LOT	19.79999924	81	17	47.5
541	1	f	LOT	20.00000063	83.66666667	16.30000051	17.66666635
542	1	f	HOR	19.19999981	81	16.05000019	27.50000024
543	1	f	HOG	19	82	15.60000038	25.80000043
544	0	m	SKO	19.29999977	84	12.71999989	49.76000036
545	1	f	HOR	19.25	83	16.44999981	18.84999991
546	0	m	KOL	18.70000013	85	13.79999972	48.76666657
547	0	m	SKO	19.19999981	86	13.80000019	39.10000062
548	0	m	KOL	18.25	83	12.25	50.29999972
549	0	m	HOR	19.69999981	81.5	12.5	45.65000081
550	1	f	HOR	19.7750001	80.75	15.65000033	23.80000031
551	1	f	KOL	19.09999943	82.5	16.30000019	18.99999989
552	1	f	NIL	19.60000038	83	17.39999962	20.10000038
553	1	f	KOL	19	79.5	14.64999962	24.59999991
554	1	f	KOL	20.04999972	85.25	16.09999991	16.87500024
555	1	f	HOR	19.66000023	83	15.6	16.32000015
556	0	m	KOL	19.60000038	82	11.80000019	29.80000019
557	1	f	NIL	19.30000019	81	16.20000029	18.79999972
558	0	m	KOL	19.20000076	86	13	55
559	0	m	HOR	19.07499981	81.5	13.05000019	45.02499962
560	1	f	KOL	19.44999981	81.5	14.6500001	17.89999974
561	0	m	KOL	19.80000033	85.71428571	13.29999992	50.61428608
562	1	f	HOG	19.44999981	81.5	15.5	28.15000022
563	0	m	KOL	19.86666616	84.66666667	13.79999972	67.99999968
564	0	m	HOR	19.5	82.5	13.55000019	45.94999981
565	1	f	KOL	19.5	83	17.70000076	24.5
566	1	f	HOR	18.86666616	82.33333333	15.86666679	28.83333317
567	1	f	HOG	19.79999924	83	16.89999962	20.50000024
568	1	f	HOR	20.10000038	83	16.125	24.55000007
569	0	m	KOL	19.29999924	85	13.89999962	38.99999905
570	0	m	HOR	19.76666679	83.25	13.54999991	65.175
571	0	m	HOR	19.76666692	82.66666667	12.9166667	54.96666662
572	0	m	KOL	18.66666667	85.33333333	13.23333327	55.23333359
573	0	m	HOR	18.89999962	86	14	57.60000038
574	0	m	ALU	20.04999975	85.5	13.00000006	54.98333372
575	0	m	SKO	19.36666679	84.66666667	14.20000013	44.69999981
576	0	m	SKO	19.07142835	82.71428571	13.32000008	50.82857116
577	0	m	HOR	18.86666692	83.33333333	12.36666667	57.0666666
578	1	f	HOR	19.5	80	14	10.19999981
579	1	f	HOR	19.59999943	82	15.80000019	34.14999998
580	0	m	KOL	19.75	85.5	13.25	43.57499981
581	0	m	RAL	18.82857181	85	14.52857167	47.87142905
582	0	m	HOR	19.39999962	84	13.5	60.60000038
583	0	m	KOL	19.32499981	87.75	13.30000019	53.50000054
584	0	m	KOL	19.32499981	83.5	13	50.29999995
585	1	f	KOL	19.70000076	80	15.80000019	4.900000095
586	0	m	HOG	19.67500019	84	13.57499981	53.02500027
587	0	m	HOR	19.40000025	83	12.96666686	55.46666638
588	0	m	HOR	17.70000076	80	13.19999981	53.19999981
589	1	f	HOG	18.59999943	82.5	16.25	22.20000041
590	1	f	KOL	18.84999943	83.5	16.34999991	17.95000017
591	0	m	RAL	19.64999962	86	13.84999991	50.34999943
592	1	f	R_L	20.30000019	82	15.19999981	17.20000005
593	1	f	WAT	19.19999981	79	14.30000019	27.50000048
594	1	f	BOR	19.64999962	80.5	15.25	30.85000014
595	1	f	R_L	19.36666616	82.33333333	15	20.13333329
596	1	f	R_L	20.55000019	83	15.95000029	26.94999951
597	1	f	EKE	20.46666654	83.33333333	14.76666673	24.6333336
598	0	m	VIC	19.10000038	81.33333333	13.60000006	50.20000076
599	0	m	R_L	19.40000057	85	12.75	71.34999991
600	0	m	BOR	20.60000038	86	14.625	43.50000012
601	0	m	HOR	19.5	83.6	12.89999981	44.36000004
602	0	m	KOL	19.9199997	84.6	13.07999973	56.8000001
603	1	f	AVI	19.60000038	82	15.39999994	23.63333312
604	0	m	KOL	18.90000057	83	12.19999981	56.25000024
605	1	f	AVI	19.70000076	82.5	15.99999953	20.15000004
606	1	f	KOL	18.39999962	81.33333333	15.5	23.06666676
607	1	f	KOL	19.79999987	83.66666667	16.03333346	18.8333333
608	1	f	LOT	19.56666629	83	16.66666667	34.50000024
609	1	f	HOR	18.8333327	83.66666667	15.05000019	35.53333322
610	1	f	NIL	18.54999924	80.5	16.75	35.00000001
611	0	m	HOR	19.26666667	81.66666667	12.86666679	46.96666714
612	1	f	HOG	20.70000076	86	17.39999962	21
613	1	f	HOR	19.25	83.5	16.30000019	29.00000018
614	0	m	LHO	19.60000038	83.5	12.19999981	47.19999981
615	0	m	HOR	20.20000076	86	13	50.60000038
616	0	m	KOL	19.16666667	82	12.29999972	32
617	1	f	KOL	18.79999924	82	16.70000076	20.89999962
618	1	f	WAT	19.5	83.5	14.75	47.64999939
619	0	m	HAL	20.10000038	84.5	12.69999981	27.09999985
620	1	f	R_L	20.44999981	81	15.25	17.5
621	1	f	VIC	19.33333333	80.33333333	14.69999981	27.56666684
622	1	f	RAL	18.35000038	80	16.50000048	20.45000005
623	0	m	BOR	20.09999987	83.5	13.54999995	41.96666633
624	0	m	RAP	20.73333295	85	13.80000019	49.5333333
625	0	m	VIC	18.90000025	84.66666667	12.90000025	76.86666679
626	1	f	WAT	20.05000019	82	16.4000001	17.95000017
627	0	m	R_L	20.15000057	83	12.75	60.34999979
628	0	m	WAT	20.65000057	82	12.5	69.4000001
629	0	m	R_P	19.60000038	84.66666667	14.10000006	50.66666643
630	0	m	HAL	18.79999924	83	13.19999981	39.19999981
631	0	m	WAT	19.25	82.25	12.92499995	58.62499976
632	0	m	RAL	19.25999947	82	12.86000004	51.41999984
633	1	f	HOR	19.04999924	80	15.30000019	17.05000025
634	0	m	HOR	19	83.66666667	13.53333346	46.30000003
635	0	m	HOR	19.5	83	14.19999981	10.70000017
636	1	f	HOR	20	83	17.20000076	17.60000014
637	0	m	HOR	18.39999962	85	13.34999991	41.14999986
638	0	m	LHO	18.95000076	81.5	13.34999991	30.30000013
639	1	f	KOL	20	81.5	15.1500001	13.00000012
640	0	m	HOR	20.39999962	84	12.69999981	18.90000022
641	0	m	KOL	20.25	86	14.34999991	25.89999986
642	0	m	KOL	19.55000019	82	13.59999991	33.54999972
643	1	f	KOL	18.70000076	79	15.19999981	7
644	1	f	NIL	20.60000038	82	14	11.20000029
645	0	m	KOL	19.4	79	13.65	30.80000007
646	0	m	HOR	18.76666641	81.33333333	13.30000006	25.36666664
647	0	m	KOL	19	81.33333333	13.26666667	38.00000003
648	0	m	LOT	19.20000076	82	13.5	37.39999914
649	0	m	HOR	19.79999924	82	12.39999962	15.9000001
650	0	m	NIL	19.60000038	80	13.39999962	23
651	0	m	HOR	19.44999981	81	12.85000038	32.35000009
652	1	f	HOR	19.5	80	14.39999962	11.29999995
653	1	f	KOL	19.89999962	80	14.39999962	15.70000005
654	1	f	KOL	20.5	81	15.5	25.00000048
655	1	f	HOR	18.29999924	80	14.60000038	12.00000018
656	1	f	KOL	19.39999962	82	16.10000038	15.59999991
657	1	f	NIL	20.20000076	82	12.30000019	17.79999971
658	1	f	HOR	18.05000019	82	17.60000038	20.35000027
659	0	m	SKO	19.43333371	82.66666667	13.5	32.59999999
660	1	f	KOL	19.79999924	82	16	14.59999985
661	0	m	KOL	19	86.33333333	13	32.3666668
662	0	m	YVO	19.37500048	84	13.625	39.80000031
663	0	m	RAL	20.32499981	87	13.375	47.0249998
664	1	f	KOL	18.39999962	82	15.69999981	15.10000014
665	1	f	YVO	20	79	14.60000038	12.0999999
666	0	m	KOL	19.60000038	83.33333333	14.03333346	21.93333373
667	0	m	YVO	18.5	82	17.60000038	45.5
668	0	m	HOR	19.70000025	83	13.26666673	40.5333339
669	0	m	R_L	19.26666641	82.33333333	13.10000006	34.86666719
670	1	f	HOR	18.94999981	80	15.74999953	18.55000007
671	1	f	KOL	19.35000038	81.5	17.75	18.20000005
672	1	f	KOL	19.39999962	84	17	24.49999952
673	1	f	HOR	19.20000076	83	16.29999924	5
674	1	f	LHO	19.29999924	83	17.79999924	37.49999905
675	0	m	LOT	19	83	13.10000038	43.10000038
676	0	m	LOT	18.79999924	85	NA	55.69999981
677	0	m	NIL	19.39999962	85	12.5	56.79999924
678	0	m	KOL	19.3799997	83	13.75000019	36.7200001
679	0	m	SKO	19.69999975	83.5	13.32500014	50.56666694
680	0	m	NIL	19.60000038	86	12.60000038	55.80000019
681	0	m	HOG	19.75000019	83.25	12.25000005	37.37499991
682	1	f	HOG	18.89999962	78	15.5	15.89999986
683	1	f	KOL	19.29999924	81	15.5	20.10000002
684	1	f	KOL	20.29999924	82	15	8.700000047
685	1	f	SKO	19.60000038	80	16.10000038	9.399999857
686	1	f	HOG	18.70000076	79	15.80000019	25.10000014
687	0	m	HOR	19.26666667	80.66666667	13.33333333	50.26666651
688	1	f	HAL	19.20000076	80	14.60000038	12.10000014
689	0	m	SKO	20	78	12	36.80000005
690	1	f	RAL	19.20000076	80	15.69999981	25.39999962
691	0	m	KOL	19.69999975	85	12.73333352	37.86666676
692	1	f	HOR	18.20000076	81	14.30000019	13.30000019
693	1	f	HOG	18.70000076	80	14.5	23.70000029
694	0	m	EKE	19.39999962	85	13.19999981	21.39999962
695	0	m	VIC	19.89999962	83	12.69999981	74.40000057
696	0	m	BOR	18.79999924	84	12.69999981	66.80000019
697	0	m	WAT	19.29999924	84	12.80000019	75.20000076
698	0	m	VIC	20.94999981	85	13.44999981	64
699	0	m	BOR	19.6666673	84.66666667	13.13333321	55.20000044
700	0	m	RYD	20.97499943	82.75	13.87499986	40.34999992
701	1	f	RAL	20.10000038	86	15.5	32.5999999
702	1	f	RAL	19.39999962	82	15.5	23.4000001
703	1	f	BOR	19.79999924	82	15.80000019	19.69999981
704	1	f	BOR	19.10000038	84	15.80000019	20.4000001
705	1	f	EKE	19.79999924	86	17	26.30000019
706	1	f	EKE	10.89999962	81	15	20.69999981
707	0	m	EKE	19.39999962	87	13.80000019	62.29999972
708	0	m	BOR	19.14999962	87.5	13.75	38.29999972
709	0	m	VIC	18.89999962	83	13.19999981	38.79999924
710	0	m	RAP	19.60000038	88	11.89999962	45.49999952
711	0	m	BOR	20.10000038	88	13.5	53.89999962
712	0	m	HAL	20.10000038	82	14.30000019	13.10000014
713	0	m	RAL	20	83.66666667	13.19999981	35.03333394
714	1	f	HAL	19.59999943	83	16.95000076	28.79999984
715	1	f	LHU	18.79999924	83	14.69999981	45.00000024
716	1	f	RAP	19.70000076	81	15.5	25.70000029
717	1	f	RAP	19.79999924	83	15.5	43.90000057
718	1	f	BOR	19.30000019	83.5	16.35000038	23.85000003
719	1	f	VIC	18.70000076	83	14.25	23.20000029
720	1	f	BOR	19.29999924	83	16	33.0999999
721	1	f	BOR	18.79999924	80	15	43.59999943
722	1	f	RAL	18.70000076	81	15	59.70000029
723	1	f	RAL	19.79999924	83	14.19999981	35.19999933
724	1	f	RAL	19.79999924	82	15.69999981	33.79999972
725	1	f	RAL	18.79999924	82	17.10000038	42.64999962
726	1	f	RAL	20.70000013	81.33333333	14.9333334	21.50000008
727	1	f	RAL	18.89999962	80	16	31
728	1	f	LHU	19.70000076	83	16.20000076	38.59999991
729	0	m	RAP	19.29999924	84	14	79.70000076
730	0	m	RAL	20.10000038	83.5	12.59999991	74.29999924
731	0	m	RAL	19.89999962	86	13.5	68.99999905
732	0	m	RAL	19.79999924	85	13	67
733	0	m	RAP	19	81	14	58.34999955
734	0	m	HAL	19.29999924	87	13	80.19999981
735	0	m	LHU	19.86666616	84.33333333	13.79999987	58.0666674
736	0	m	WAT	19.14999962	82.5	12.54999972	74.30000019
737	0	m	VIC	19.60000038	83	12.69999981	72.00000095
738	0	m	VIC	18.66666667	83.33333333	13.5666666	54.23333311
739	0	m	RAP	19	83	13.5	82.5
740	1	f	EKE	20.5	83	16.60000038	41.20000029
741	1	f	RAP	18.85000038	81	15.85000038	21.45000041
742	1	f	RAL	19.70000076	80	14.30000019	23.69999981
743	1	f	RAL	19.66666667	81.66666667	15.73333359	26.83333334
744	1	f	BOR	20	81	16.5	15.90000033
745	1	f	WAT	19.60000038	84	17.60000038	22.59999991
746	1	f	WAT	19.29999924	82	15.60000038	18.5
747	1	f	RAL	19.09999943	83.5	17.60000038	27.20000005
748	1	f	RAL	19.5	83	16.20000076	25.00000024
749	1	f	RAL	19.60000038	81	15.60000038	15.89999962
750	1	f	BOR	20.10000038	82	16.5	11.50000048
751	1	f	VIC	19.79999924	80	16.10000038	16
752	1	f	VIC	19.84999943	82	15.34999991	13.54999984
753	1	f	VIC	19.19999981	81.5	15.34999991	19
754	1	f	WAT	19.89999962	81	17	27.69999933
755	1	f	WAT	22.89999962	84	16.79999924	22.0000006
756	1	f	WAT	20.79999924	80	16.70000076	17.30000007
757	1	f	WAT	19.5	79	15.69999981	22.29999948
758	1	f	WAT	23	83	16.20000076	24.4000001
759	0	m	WAT	20.94999981	85	13.54999972	50.39999891
760	0	m	WAT	19.60000038	82	NA	41.69999969
761	0	m	RAL	19.10000038	85	12.89999962	59.39999962
762	0	m	BOR	20.39999962	80	NA	46.40000057
763	0	m	EKE	18.29999924	83	12.5	63.20000076
764	0	m	VIC	20.03333346	87	12.63333352	34.73333311
765	0	m	RAL	21.20000076	86	13.60000038	44.49999929
766	0	m	WAT	19.39999962	82	12.5	16.20000029
767	0	m	RAL	20.44999981	83.5	14.5	64.34999943
768	0	m	RAL	19.69999981	85.5	13	56.05000043
769	0	m	HOG	19	83	13.34999991	38.80000007
770	0	m	ISA	19	85	12.80000019	47.55000043
771	0	m	RAL	19.29999924	85	14	16.00000024
772	0	m	KOL	19.39999962	83	12.60000038	8.799999833
773	0	m	KOL	19.3	81.5	11.85000019	27.94999999
774	0	m	KOL	19.5	81	13.89999962	8.800000071
775	0	m	KOL	17	79	12.30000019	46.39999914
776	0	m	KOL	19.84999981	83	13.10000019	30.05000017
777	0	m	KOL	20.5	81	12.60000038	18.30000019
778	0	m	RYD	19.09999981	85.5	12.64999981	33.8000001
779	0	m	KOL	19.10000038	80	12.30000019	12.89999986
780	0	m	HOR	19.56666641	82.66666667	13.20000013	35.53333335
781	1	f	KOL	19.89999962	81	16.89999962	16.50000024
782	1	f	HOR	18.5	82	15.10000038	18.09999967
783	1	f	HOR	19.29999924	81	15.30000019	20.79999971
784	1	f	HOG	19.10000038	80	15.19999981	16
785	1	f	HOG	19.79999924	79	14.5	9
786	0	m	HOR	18.80000013	79.66666667	13.30000019	44.66666657
787	0	m	KOL	19.16666654	84	12.73333327	46.09999981
788	0	m	HOR	19.36666641	84.33333333	12.93333346	51.66666724
789	0	m	HOR	19.4	83	13.43333314	57.36666676
790	0	m	KOL	19.10000038	81	12.69999981	7.800000191
791	0	m	HAL	19.80000019	84.5	13.30000019	34.80000019
792	0	m	AVI	19	83	13	36.40000057
793	0	m	RYD	19.5	86	12.5	30.69999957
794	0	m	KOL	19.94999981	84	14.55000019	39.22500002
795	0	m	KOL	20.03333346	83.66666667	14.4333334	21.99999968
796	1	f	ISA	19.10000038	81	14.80000019	5.200000047
797	0	m	KOL	19.54999981	82	12.4	45.94999962
798	0	m	KOL	20.14999962	85	14.30000019	9.400000095
799	0	m	NIL	18.99999981	83.5	12.65	44.4500001
800	0	m	ISA	19.60000038	83	12.19999981	49.5999999
801	0	m	HOR	20.10000038	85	NA	27.0999999
802	0	m	KOL	19.10000038	80	14.19999981	19.60000038
803	0	m	DUN	19.60000038	83.5	6.650000095	30.0000001
804	0	m	KOL	18.20000076	85	13.80000019	63.69999981
805	0	m	KOL	18.89999962	81	13.30000019	47.90000057
806	0	m	NIL	18.89999962	83	12.39999962	59.40000057
807	0	m	HOG	19.25	84	13.45000029	33.14999986
808	0	m	HOR	NA	82	NA	NA
809	0	m	HOR	19.25000038	82.5	13.35000019	52.20000057
810	0	m	HOR	20.5	83	13.89999962	13.59999991
811	0	m	WAT	19.39999962	87	13.19999981	60.69999981
812	0	m	VIC	19.10000038	85	12.5	40.59999895
813	0	m	EKE	19.19999975	85.66666667	13.06666654	64.69999994
814	0	m	EKE	19.66666667	84.66666667	13.6333334	37.46666669
815	0	m	EKE	19.29999975	83	13.26666654	45.9666666
816	0	m	RYD	19.89999962	81	13.30000019	16.5
817	0	m	BOD	19.79999924	82	12.5	25.5
818	0	m	SKO	18.39999981	81.75	12.97499981	57.72499953
819	0	m	KOL	20.10000038	82	13	18.20000005
820	0	m	HOG	20.09999962	86	13.8	35.84999988
821	0	m	BOR	19	82	12	47.69999981
822	0	m	NIL	18.45000019	82.5	12.8	52.0000001
823	0	m	LOT	19.89999962	79	13.5	16.60000038
824	1	f	NIL	19.60000038	82	13	12.70000029
825	0	m	HOR	17.39999962	86	13.10000038	44.20000029
