country,year,ring,age,sex,ltarsus,lwing,tail,brightness.belly,laying.date
RO,2016,R008005,1,2,11.28,124,97,NA,39
RO,2016,R008789,1,1,10.68,125,120.5,NA,39
RO,2016,X053367,0,1,10.9,127,101,NA,38
RO,2016,X053201,1,2,11.19,124,84,NA,42
RO,2016,X053373,0,1,10.83,124,111,NA,42
RO,2016,X053374,0,1,11,126,108,NA,44
RO,2016,X053196,1,2,10.99,124,87.5,NA,44
RO,2016,X053381,0,2,10.49,125,94,NA,44
RO,2016,R008503,1,1,11.17,123,119,NA,44
RO,2016,X053394,0,1,10.98,126,103,NA,51
RO,2016,X053395,0,2,11.61,126,87.5,NA,51
RO,2016,X053396,0,2,11.18,126,96,NA,46
RO,2016,X053397,0,1,10.57,126,95.5,NA,46
RO,2016,X053404,0,2,11.2,121,82.5,NA,46
RO,2016,R008284,1,1,10.99,125,100.5,NA,46
RO,2016,X053405,0,1,10.94,121,106.5,NA,47
RO,2016,X052783,1,2,10.53,126,101,NA,47
RO,2016,X053406,0,2,10.87,131,94.5,NA,53
RO,2016,X053407,0,1,11.03,123,101,NA,53
RO,2016,X053421,0,1,11.49,130,94.5,NA,57
RO,2016,X053422,0,2,10.68,126,93.5,NA,57
RO,2016,X053423,0,2,11.39,129,93.5,NA,54
RO,2016,X052590,1,1,11.08,127,112.5,NA,54
RO,2016,X053424,0,2,11.69,123,85,NA,57
RO,2016,X052535,0,1,11.02,126,107.5,NA,57
RO,2016,X053103,1,1,10.68,125,110,NA,63
RO,2016,X053448,0,2,11.13,125,87,NA,63
RO,2016,X053449,0,2,11.08,123,85,NA,61
RO,2016,X053451,0,1,11.59,123,95,NA,63
RO,2016,X053450,0,2,11.26,126,98,NA,63
RO,2016,X053460,0,1,11.06,127,115,NA,61
RO,2016,R008192,1,2,11.56,124,100.5,NA,61
RO,2016,X053461,0,1,11.7,130,103,NA,40
RO,2016,X053462,0,2,10.83,122,89.5,NA,40
RO,2016,X053463,0,1,11.25,121,105.5,NA,61
RO,2016,X053467,0,2,11.93,122,80.5,NA,63
RO,2016,X053468,0,1,11.14,126,99,NA,63
RO,2016,X053469,0,2,11.09,121,93,NA,68
RO,2016,X053470,0,1,11.02,126,105.5,NA,68
RO,2016,X053474,0,1,10.97,122,105.5,NA,69
RO,2016,R008501,1,2,10.61,122,92,NA,69
RO,2017,R008292,1,1,10.5,127,108,48.25,35
RO,2017,X052835,1,1,10.48,123,109.5,41.48,41
RO,2017,X053361,1,2,10.92,121,85,53.55,41
RO,2017,R008760,1,1,10.68,126,115.5,57.66,37
RO,2017,X053271,0,1,11.28,125,114,33.45,40
RO,2017,X053328,1,1,10.67,126,123,45.89,50
RO,2017,X053465,1,1,11.3,125,99,44.44,56
RO,2017,X053327,1,1,11.49,128,115.5,22.33,55
RO,2017,X053422,1,2,10.5,124,97,52.8,38
RO,2017,X052558,1,2,10.97,128,90,37.36,42
RO,2017,X052978,1,1,11.17,122,104.5,32.74,42
RO,2017,X053179,1,2,11.16,122,93,42.89,41
RO,2017,R008611,1,1,10.36,127,120,55.15,37
RO,2017,X053544,0,1,10.66,129,122.5,54.14,57
RO,2017,X053545,0,2,11.26,120,82,54.68,57
RO,2017,R008995,1,1,11.14,125,113,76.04,50
RO,2017,X053593,0,1,11.05,126,105,34.44,59
RO,2017,X053594,0,2,11.21,123,96,48.57,59
RO,2017,X053595,0,2,11.7,124,95,57.84,63
RO,2017,X053596,0,2,11.08,129,97,68.68,56
RO,2017,X053597,0,1,10.72,123,106.5,60.08,63
RO,2017,X053598,0,1,11.87,126,96.5,52.59,76
RO,2017,X053599,0,2,10.08,121,87,39.54,57
RO,2017,X053600,0,1,11.2,120,107.5,NA,65
RO,2017,X053601,0,2,10.62,120,85,33.69,76
RO,2017,X053602,0,2,10.54,126,79.5,57.37,55
RO,2017,X053603,0,1,11.01,125,98,38.77,55
RO,2017,X053611,0,2,11.04,117,78,NA,58
RO,2017,X053612,0,1,10.65,127,106.5,NA,58
RO,2017,X052969,1,2,11.57,125,99,36.16,35
RO,2017,R008978,1,1,10.54,127,113,42.05,35
RO,2017,X052579,1,2,11.36,120,89,59.63,34
RO,2017,X053474,1,1,11.33,122,111,62.08,34
RO,2017,X053641,0,1,11.21,128,104,46.42,38
RO,2017,X053196,1,2,10.89,123,91,51.44,38
RO,2017,X053278,1,1,10.24,125,102.5,38.79,41
RO,2017,X053664,0,2,10.54,122,85,62.23,41
RO,2017,X053449,1,2,11.06,122,90.5,52.96,40
RO,2017,X053161,1,2,12.09,125,86,58.67,37
RO,2017,X053730,0,1,11.38,121,92.5,26.81,37
RO,2017,X053450,1,2,11.43,126,99.5,45.84,43
RO,2017,X053407,1,1,11.23,122,97.3,40.22,45
RO,2017,X053463,1,1,11.38,122,107.3,45.96,43
RO,2017,X053772,0,1,10.54,126,119,38.55,41
RO,2017,X053394,1,1,10.87,127,110.5,35.7,54
RO,2017,X053423,1,2,11.03,127,99,41.24,45
RO,2017,X053783,0,2,11.72,121,83,41.58,54
RO,2017,X053808,0,1,10.86,125,112,42.66,49
RO,2017,X052584,1,2,10.64,120,88.5,49.33,49
RO,2017,X053396,1,2,11.01,127,101.5,36.62,48
RO,2017,X053813,0,1,10.78,123,101,47.94,48
RO,2017,R008848,1,2,11.06,120,90,44.48,50
RO,2017,X053404,1,2,11.4,123,77,48.21,50
RO,2017,X053288,0,1,11.78,127,99,48.86,50
RO,2017,X053354,1,1,11.91,131,125.5,53.06,48
RO,2017,X053858,0,2,10.6,122,90.5,71.15,48
RO,2017,X053291,0,1,11.16,123,98,61.91,53
RO,2017,X053246,1,2,11.38,127,95.5,46.44,53
RO,2017,X053888,0,2,11.39,126,88,57.88,55
RO,2017,X053894,0,2,11.28,123,88,NA,57
RO,2017,X053414,0,1,11.17,127,107.5,33.81,57
RO,2017,X053918,0,1,11.5,124,98,49.14,57
RO,2017,X053945,0,1,11.06,123,101.5,63.85,57
RO,2017,X053946,0,2,11.07,122,82,62.73,57
RO,2017,X053977,0,2,11.4,118,88,50.47,62
RO,2017,X053978,0,1,10.95,134,105,72.81,62
RO,2017,X053397,1,1,10.57,125,80,44.82,64
RO,2017,X053989,0,2,10.84,117,85,61.06,64
RO,2017,RA06502,0,2,10.41,123,94,NA,65
CZ,2011,S240969,1,1,11.6,126,128,64.91,48
CZ,2011,S241280,1,1,12,125,133,61.81,49
CZ,2011,S241286,1,1,11.71,126,111,44.49,32
CZ,2011,S284298,1,2,12.16,126,100,51.56,36
CZ,2011,S415841,1,2,11.77,122,94,58.76,27
CZ,2011,S415855,1,1,12.16,125,115,48.38,46
CZ,2011,S417385,1,1,11.2,129,109,57.45,71
CZ,2011,S417399,1,1,11.31,128,124.5,55.52,41
CZ,2011,S528408,1,2,11.1,120,86,66.52,54
CZ,2011,S528410,1,2,11.15,122,94,54.55,32
CZ,2011,S528413,1,1,12.36,127,118.5,67.48,54
CZ,2011,S528440,1,2,12.45,125,99.5,50.31,41
CZ,2011,S528445,1,2,11.8,121,102,64.85,54
CZ,2011,S528446,1,2,11.47,122,84,58.41,54
CZ,2011,S528472,0,1,10.95,122,121.5,56.91,45
CZ,2011,S528846,0,1,11.7,123,103.5,79.95,54
CZ,2011,S528877,0,1,11.28,129,107.5,64.58,62
CZ,2011,S528998,1,2,12.17,124,90,57.91,53
CZ,2011,S529304,0,1,11.33,125,107,59.69,52
CZ,2011,S529478,1,2,10.94,127,103.5,42.21,48
CZ,2011,S529479,1,2,10.3,121,92,59.77,62
CZ,2011,S529480,1,2,12.12,130,96,64.45,29
CZ,2011,S529492,1,1,11.1,127,129,51.63,49
CZ,2011,S529495,1,1,11.18,119,96,56.47,49
CZ,2011,S529910,0,2,11.03,123,88.5,62.57,49
CZ,2011,S529911,0,2,11.57,122,95,50.11,56
CZ,2011,S529913,0,2,11.85,129,91,51.97,49
CZ,2011,S529914,0,1,12.15,122,112.5,65.43,56
CZ,2011,S529917,0,2,11.17,121,92.5,49.12,61
CZ,2011,S529918,0,2,11.54,128,100.5,62.21,48
CZ,2011,S529920,0,1,11.42,126,128,54.49,61
CZ,2011,S529922,0,2,11.79,125,96.5,54.42,61
CZ,2011,S529923,0,2,11.13,124,89,59.53,65
CZ,2011,S529930,0,1,11.57,124,112.5,73.06,58
CZ,2011,S529931,0,2,12.1,122,90,50.25,55
CZ,2011,S529932,0,2,11.71,123,96,67.19,63
CZ,2011,S529936,0,1,11.1,125,115,48.85,60
CZ,2011,S529954,0,2,10.91,128,101.5,55.38,49
CZ,2011,S529955,0,2,10.77,124,102,58.35,32
CZ,2011,S529956,0,2,11.92,124,98,64.39,49
CZ,2011,S529958,0,2,11.26,119,95,60.12,66
CZ,2011,S529959,0,2,11.87,123,95,48.69,51
CZ,2011,S529971,0,1,11.04,127,111.5,36.61,51
CZ,2011,S529978,0,2,11.1,123,100,53.34,46
CZ,2011,S529979,0,1,11.15,123,114,38.47,49
CZ,2011,S529981,0,2,12.15,129,93.5,59.65,48
CZ,2011,S539469,0,1,11.62,126,124,55.36,46
CZ,2011,S539470,0,1,11.02,124,104,71.81,51
CZ,2011,S539478,0,1,11.02,126,118,56.73,58
CZ,2011,S539481,0,2,11.66,121,91,37.84,44
CZ,2011,S539482,0,2,11.2,126,101,65.74,45
CZ,2011,S539484,0,2,12.38,127,97.5,48.59,46
CZ,2011,S539485,0,2,12.43,123,89.5,58.13,46
CZ,2011,S539492,0,1,11.48,122,94,41.63,54
CZ,2011,S539493,0,1,11.62,120,99.5,55.85,47
CZ,2011,S539494,0,2,11.89,124,93,57.24,50
CZ,2011,S539495,0,2,11.54,127,88,74.91,54
CZ,2011,S539496,0,2,11.76,125,99.5,57.28,52
CZ,2011,S539498,0,2,11.49,121,88,37.7,36
CZ,2011,S539499,0,1,11.53,122,109.5,76.44,62
CZ,2011,S539500,0,2,11.34,123,97,55.91,34
CZ,2011,S540459,0,2,11.31,123,88,61.53,58
CZ,2011,S540460,0,2,11.98,128,95,72.57,58
CZ,2011,S540461,0,1,11.33,125,133,50.88,55
CZ,2011,S540737,0,2,11.57,123,86.5,53.84,46
CZ,2011,S540973,0,2,11.36,121,94.5,56.77,48
CZ,2011,U92672,1,1,11.3,126,123,59.11,27
CZ,2012,S240969,1,1,12.62,126,128,37.77,44
CZ,2012,S241286,1,1,11.07,126,114.5,62.61,29
CZ,2012,S241293,1,1,11.1,130,126,80.77,35
CZ,2012,S284298,1,2,11.25,127,96,60.98,46
CZ,2012,S503634,1,2,11.05,121,88,53.95,51
CZ,2012,S503699,1,1,10.91,128,111,52.99,90
CZ,2012,S528402,1,2,11.35,129,105,56.34,35
CZ,2012,S528406,1,2,10.64,123,96.5,74.41,42
CZ,2012,S528855,1,1,11.05,122,109,50.79,41
CZ,2012,S529336,1,2,10.87,126,101.5,58.71,36
CZ,2012,S529369,1,1,10.33,128,118,56.61,36
CZ,2012,S529489,1,1,11.74,125,112,57.51,54
CZ,2012,S529492,1,1,10.8,129,129,57.88,36
CZ,2012,S529911,1,2,10.38,127,100.5,36.8,64
CZ,2012,S529919,1,2,11.52,121,94,63.03,41
CZ,2012,S529922,1,2,11.14,128,98.5,60.36,53
CZ,2012,S529923,1,2,11.33,124,89.5,60.23,64
CZ,2012,S529951,0,2,11.77,129,100,54.17,90
CZ,2012,S529954,1,2,10.66,127,101.5,66.06,30
CZ,2012,S529956,1,2,11.72,128,98.5,72.68,32
CZ,2012,S529958,1,2,11.5,121,94,60.61,36
CZ,2012,S529961,1,1,10.79,125,115.5,43.02,41
CZ,2012,S529962,1,2,11.74,125,92,54.62,32
CZ,2012,S529968,1,1,11.4,131,133,66.64,50
CZ,2012,S529970,1,2,12.04,125,93.5,50.55,41
CZ,2012,S529972,1,1,11,126,112,57.3,32
CZ,2012,S529976,1,2,11.31,125,92,64.22,36
CZ,2012,S539470,1,1,11.39,125,111,26.02,40
CZ,2012,S539480,1,2,11.25,127,108,53.62,36
CZ,2012,S539481,1,2,11.7,121,95.5,40.62,31
CZ,2012,S539486,1,1,10.12,122,102.5,68.29,48
CZ,2012,S539488,1,1,10.71,129,111,45.86,37
CZ,2012,S539500,1,2,10.96,123,98.5,45.45,29
CZ,2012,S540416,0,1,10.86,129,107,45.5,42
CZ,2012,S540429,0,1,11.45,121,116,40.27,64
CZ,2012,S540436,0,1,10.27,128,103,55.34,41
CZ,2012,S540441,0,1,11.07,123,98,60.78,77
CZ,2012,S540459,1,2,11.33,124,83.5,27.21,35
CZ,2012,S540499,1,2,10.53,126,98,39.37,71
CZ,2012,S540586,0,1,10.86,129,114,68.31,60
CZ,2012,S540616,0,1,10.64,126,112,69.37,51
CZ,2012,S540658,0,2,12.62,128,96,68.8,53
CZ,2012,S540672,1,2,11.65,126,95.5,45.39,54
CZ,2012,S540700,0,2,11.26,126,96.5,41.48,35
CZ,2012,S540733,1,2,11.08,125,98.5,68.85,36
CZ,2012,S540743,1,2,10.6,123,95,57.62,48
CZ,2012,S540814,0,1,11.22,125,109,56.42,75
CZ,2012,S540849,0,2,11.26,127,92,57.69,49
CZ,2012,S540854,0,1,11.66,124,101.5,67.98,79
CZ,2012,S540855,0,1,11.66,128,106,54.76,44
CZ,2012,S540889,0,2,11.11,126,84.5,80.48,36
CZ,2012,S540890,0,2,10.5,129,93,58.31,41
CZ,2012,S540891,0,1,10.83,126,117,58.73,71
CZ,2012,S540894,0,2,11.62,121,90.5,65.23,79
CZ,2012,S540896,0,1,11.66,127,97,53.36,66
CZ,2012,S540900,0,2,10.95,125,87.5,74.33,60
CZ,2012,S540936,0,1,10.4,122,100.5,63.34,66
CZ,2012,S540946,0,2,11.26,124,86.5,74.03,66
CZ,2012,S540960,0,1,11.33,126,116.5,56.02,68
CZ,2012,S540974,0,1,10.88,126,110.5,59.09,44
CZ,2012,S540977,0,2,11.1,124,95.5,63.38,54
CZ,2012,S540983,1,2,10.48,125,101,54.94,45
CZ,2012,S541000,0,1,11,124,118.5,44.08,67
CZ,2012,S590536,0,2,12.06,119,92.5,55.64,44
CZ,2012,S590538,0,1,11.88,124,110,30.58,45
CZ,2012,S590539,0,2,11.39,124,90,56.9,44
CZ,2012,S590540,0,2,10.9,125,93,43.19,75
CZ,2012,S590541,0,2,12.15,124,87,69.58,41
CZ,2012,S590542,0,1,10.77,121,107,45.46,44
CZ,2012,S590544,0,2,11.28,123,93.5,67.25,40
CZ,2012,S590545,0,1,10.95,127,104,70.75,79
CZ,2012,S590546,0,1,12.08,124,114,72.89,64
CZ,2012,S590551,0,1,11.6,124,96,52.5,52
CZ,2012,S590552,0,1,11.8,122,111,69.44,41
CZ,2012,S590553,0,2,11.42,122,90.5,55.35,45
CZ,2012,S590555,0,1,11.4,122,121,47.15,39
CZ,2012,S590557,0,2,11.05,127,96,69.46,52
CZ,2012,S590564,0,2,11.26,124,80.5,56.99,79
CZ,2012,S590565,0,1,11.47,122,94.5,72.14,81
CZ,2012,S590566,0,2,11.14,120,79.5,68.89,67
CZ,2012,S590567,0,2,11.76,133,99.5,58.88,50
CZ,2012,S590569,0,1,10.64,128,103.5,50.01,50
CZ,2012,S590576,0,2,11.21,121,86,71.13,66
CZ,2012,S590578,0,1,11.17,127,90,47.19,63
CZ,2012,S590581,0,2,11.4,127,92,53.6,68
CZ,2012,S590582,0,2,11.67,124,92.5,74.97,64
CZ,2012,S590591,0,1,11.55,129,122,42.8,36
CZ,2012,S590657,0,2,11.47,124,99,50.72,81
CZ,2012,S590658,0,2,11.54,127,91.5,48.51,64
CZ,2012,S590659,0,2,11.72,122,87,66.33,64
CZ,2012,S590664,0,2,11.83,119,80.5,50.33,63
CZ,2012,S590665,0,2,11.05,121,87.5,57.52,34
CZ,2012,S590668,0,2,11.86,126,93.5,78.96,79
CZ,2012,S590669,0,2,11.13,126,93.5,65.79,44
CZ,2012,TE25984,1,2,11.15,126,95,51.63,44
CZ,2012,U92670,1,1,11.15,125,126.5,52.8,40
CZ,2013,S241286,1,1,11.89,125,110.5,44.43,33
CZ,2013,S241293,1,1,11.88,129,125.9,53.75,22
CZ,2013,S241294,1,1,11.75,122,113.5,61.02,25
CZ,2013,S284298,1,2,11.84,126,98,34.98,23
CZ,2013,S503634,1,2,12.6,120,89.5,76.59,75
CZ,2013,S503651,1,1,11.1,124,112.5,60.68,24
CZ,2013,S528403,1,2,11.7,124,94.5,70.47,39
CZ,2013,S528406,1,2,11.46,123,96.2,80.74,22
CZ,2013,S528410,1,2,11.2,123,94.3,52.08,22
CZ,2013,S529336,1,2,11.44,124,101.6,43.26,25
CZ,2013,S529489,1,1,11.8,120,113.7,46.85,23
CZ,2013,S529491,1,1,10.37,128,121.7,52.1,27
CZ,2013,S529911,1,2,12,125,101.9,51.91,24
CZ,2013,S529931,1,2,11.78,123,98.5,62.91,27
CZ,2013,S529935,1,1,11.33,124,114.5,68.05,25
CZ,2013,S529961,1,1,11.42,125,121.3,50.34,74
CZ,2013,S529968,1,1,12.11,128,135,69.74,39
CZ,2013,S529969,1,1,11.2,127,121.9,44.04,28
CZ,2013,S529976,1,2,11.5,126,95.3,65.91,25
CZ,2013,S529986,1,1,11.01,122,108,43.79,46
CZ,2013,S539481,1,2,11.14,119,97.1,57.44,26
CZ,2013,S539494,1,2,12.2,124,96.4,49.56,23
CZ,2013,S539495,1,2,12.25,127,96.7,62.49,25
CZ,2013,S539500,1,2,11.93,123,100.5,62.22,23
CZ,2013,S540408,1,1,11.3,125,104.5,55.88,50
CZ,2013,S540499,1,2,12.35,124,103,68.75,33
CZ,2013,S540587,1,1,11.25,125,116.2,67.91,39
CZ,2013,S540616,1,1,11.43,124,120.2,57.45,39
CZ,2013,S540672,1,2,10.99,125,96.3,57.21,31
CZ,2013,S540700,1,2,11.8,127,100.5,43.63,26
CZ,2013,S540737,1,2,11.58,120,89.5,61.18,24
CZ,2013,S540743,1,2,12.74,122,95,52.68,88
CZ,2013,S540749,1,1,11.31,128,128.7,52.15,75
CZ,2013,S540854,1,1,13,122,107.7,58.98,78
CZ,2013,S540889,1,2,11.6,121,81.6,58.95,43
CZ,2013,S540890,1,2,11.43,126,94.1,47.09,27
CZ,2013,S540894,1,2,11.8,119,98.6,61.71,39
CZ,2013,S540960,1,1,11.28,125,127.5,73.68,27
CZ,2013,S540966,1,1,10.9,126,129.8,58.81,43
CZ,2013,S540977,1,2,12.37,122,94.5,73.72,33
CZ,2013,S540987,1,2,11.19,125,102.5,58.32,55
CZ,2013,S590536,1,2,12.19,118,93.9,75.13,33
CZ,2013,S590537,1,2,11.56,123,87.2,56.34,77
CZ,2013,S590540,1,2,11.01,124,98.3,52.57,43
CZ,2013,S590544,1,2,11.61,122,95.3,55.9,23
CZ,2013,S590545,1,1,11.96,122,89.9,54.92,27
CZ,2013,S590551,1,1,11.14,124,101.5,47.32,44
CZ,2013,S590552,1,1,11.13,124,115.2,62.7,45
CZ,2013,S590553,1,2,11.27,121,93.4,82.9,27
CZ,2013,S590558,1,1,10.9,122,110.3,58.92,53
CZ,2013,S590560,1,1,11.87,123,102.4,40.8,25
CZ,2013,S590578,1,1,11.1,124,120.6,59.58,73
CZ,2013,S590584,1,1,10.24,119,100,52.13,51
CZ,2013,S590659,1,2,11.59,122,91,79.65,36
CZ,2013,S590664,1,2,12.46,120,86.3,62.13,74
CZ,2013,S590683,0,1,11.66,121,125.1,41.78,41
CZ,2013,S590698,0,2,11.7,122,92.8,60.54,56
CZ,2013,S644611,0,1,10.93,125,107.6,43.92,22
CZ,2013,S644627,0,1,11.62,130,116.5,60.08,50
CZ,2013,S644662,0,1,11.53,124,105,79.96,64
CZ,2013,S644664,0,1,11.63,125,100,64.2,70
CZ,2013,S644683,0,2,11.68,122,96,67.98,53
CZ,2013,S644687,0,1,11.17,124,103.3,64.75,73
CZ,2013,S644715,0,1,10.67,127,106.4,58.83,51
CZ,2013,S644766,0,1,11.28,126,109.5,52.36,58
CZ,2013,S644808,0,1,11.1,128,116.8,74.59,70
CZ,2013,S644883,0,1,11.2,122,114,62.14,60
CZ,2013,S645103,0,2,11.42,124,93,54.11,52
CZ,2013,S645150,0,1,11.8,129,102.4,59.8,91
CZ,2013,S645192,0,1,12.3,125,109,48.06,82
CZ,2013,S645205,0,1,12.2,125,101.2,44.45,54
CZ,2013,S645221,0,1,11.42,121,112.2,44.31,56
CZ,2013,S645282,1,1,10.31,128,105,66.44,25
CZ,2013,S645284,0,1,11.81,127,117.8,52.01,74
CZ,2013,S645286,0,1,11.26,123,107.8,65.87,71
CZ,2013,S678042,0,2,10.81,119,83.5,62.29,51
CZ,2013,S678043,0,2,11.77,126,92.2,54.42,50
CZ,2013,S678044,0,2,11.22,122,86.9,56.7,43
CZ,2013,S678046,0,2,10.79,123,90.9,63.26,74
CZ,2013,S678050,0,2,10.2,123,86.9,55.36,76
CZ,2013,S678051,0,2,11.43,120,94.8,49.88,25
CZ,2013,S678058,0,2,12.08,123,94.5,51.53,44
CZ,2013,S678065,0,2,12.22,122,91,70.11,64
CZ,2013,S678066,0,2,12.11,122,90.3,60.49,73
CZ,2013,S678068,0,2,11.4,121,89.9,52.62,50
CZ,2013,S678069,0,2,12.13,118,90.3,57.15,41
CZ,2013,S678070,0,1,11.1,123,135.5,33.01,53
CZ,2013,S678071,0,1,11.96,126,118.6,38.85,24
CZ,2013,S678072,0,2,12.04,120,94,64.76,46
CZ,2013,S678073,0,2,11.78,121,91.5,49.22,58
CZ,2013,S678078,0,1,11.14,128,120.5,46.9,27
CZ,2013,S679213,0,2,11.25,123,90.9,57.5,73
CZ,2013,S679218,0,1,11.32,129,121.5,37.1,83
CZ,2013,S679275,0,1,11.98,122,97,59.4,73
CZ,2013,S679309,0,2,10.8,121,91.3,55.89,74
CZ,2013,S679513,0,1,11.2,122,116.2,51.5,80
CZ,2013,S679514,0,2,11.3,122,94,43.05,50
CZ,2013,S679515,0,2,11.7,127,88.5,59.09,70
CZ,2013,S679516,0,2,11.1,124,92.5,40.65,73
CZ,2013,S679517,0,2,11.7,123,88,59.46,32
CZ,2013,S679522,0,2,11.7,122,88.6,75.73,70
CZ,2013,S679523,0,2,11.1,118,84.4,64.47,54
CZ,2013,S679532,0,2,11.5,119,86.1,69.77,78
CZ,2013,S679534,0,1,11.1,124,103.5,51.6,32
CZ,2013,S679537,0,1,11,125,99.5,61.24,74
CZ,2013,S679538,0,2,11,126,95.8,57.41,74
CZ,2013,S679539,0,2,11.7,127,82.1,53.55,74
CZ,2013,S679540,0,2,11.8,125,90.8,71.65,51
CZ,2013,S679546,0,2,11.1,120,85.5,35.31,54
CZ,2013,S679550,0,2,11.2,126,93.5,78.16,51
CZ,2013,S679551,0,2,11.4,121,90.5,53.59,82
CZ,2013,S679553,0,2,11.5,121,90.9,67.21,60
CZ,2013,S679554,0,2,11.6,125,92,56.97,83
CZ,2013,S679556,0,2,11.7,118,86,53.42,63
CZ,2013,TE25984,1,2,11.63,123,91.2,51.98,39
CZ,2013,TJ03761,1,1,10.92,123,89.8,55.12,52
CZ,2014,S241286,1,1,11.36,127,114.7,45.91,31
CZ,2014,S241293,1,1,11.95,127,124.9,53.93,22
CZ,2014,S417399,1,1,10.77,125,127.5,44.24,69
CZ,2014,S503651,1,1,10.57,124,113.4,45.75,31
CZ,2014,S528403,1,2,11.03,123,94.4,72.63,59
CZ,2014,S528406,1,2,11.72,124,95.7,56.05,31
CZ,2014,S528410,1,2,10.88,123,93,60.75,22
CZ,2014,S529472,1,1,10.81,122,130,64.27,20
CZ,2014,S529911,1,2,11.48,127,103.5,49.86,18
CZ,2014,S529937,1,2,11.39,124,93.5,44.86,31
CZ,2014,S529956,1,2,11.14,128,102.9,67.48,15
CZ,2014,S529961,1,1,10.63,125,122.7,50.97,18
CZ,2014,S529969,1,1,10.8,129,126.2,46.6,30
CZ,2014,S539488,1,1,10.18,127,113.1,35.34,42
CZ,2014,S539494,1,2,11.33,128,96.9,45.27,25
CZ,2014,S540558,1,1,11.63,128,131.5,51.91,55
CZ,2014,S540743,1,2,11.27,125,97.3,52.51,30
CZ,2014,S540814,1,1,11.33,126,113.3,65.37,43
CZ,2014,S540854,1,1,11.47,122,111.4,62.15,30
CZ,2014,S540915,1,1,11.03,122,113.7,66.25,28
CZ,2014,S540946,1,2,11.74,129,90.7,54.55,44
CZ,2014,S540977,1,2,10.64,121,93.2,63.19,28
CZ,2014,S541000,1,1,11.09,125,123,48.43,22
CZ,2014,S590536,1,2,12.79,118,98.3,62,20
CZ,2014,S590561,1,1,11.06,126,117,62.39,31
CZ,2014,S590564,1,2,11.37,124,84.7,68.01,24
CZ,2014,S590567,1,2,11.59,134,99,57.17,42
CZ,2014,S590578,1,1,11.1,125,121.9,57.82,42
CZ,2014,S590599,1,2,11.67,127,98.3,44.58,30
CZ,2014,S590665,1,2,10.71,125,91.5,70.6,55
CZ,2014,S590699,1,1,11.96,126,122.7,40.02,33
CZ,2014,S644683,1,2,12.13,123,92.9,60.07,31
CZ,2014,S644687,1,1,10.91,123,102.9,49.12,33
CZ,2014,S644766,1,1,11.24,128,114.4,43.87,89
CZ,2014,S645103,1,2,11.91,124,95,61.48,72
CZ,2014,S645205,1,1,11.69,126,108,57.78,29
CZ,2014,S645282,1,1,10.48,129,101.5,61.66,27
CZ,2014,S645284,1,1,11.58,129,124.4,46.05,43
CZ,2014,S645286,1,1,10.68,125,113.4,62.24,74
CZ,2014,S677676,0,1,11.3,125,112.5,69.71,72
CZ,2014,S677677,0,1,11.33,125,111.8,50.04,66
CZ,2014,S677678,0,1,10.82,125,126,39.18,43
CZ,2014,S677679,0,2,11.68,124,81.4,53.08,66
CZ,2014,S677684,0,1,11.19,125,113.3,55.15,72
CZ,2014,S677685,0,1,10.44,126,112.2,36.79,40
CZ,2014,S677686,0,2,11.41,126,90.2,74.34,40
CZ,2014,S677688,0,2,10.92,125,90.4,60.29,43
CZ,2014,S677691,0,2,11.07,119,85.9,62.82,89
CZ,2014,S677692,0,2,10.53,125,88.5,48.04,58
CZ,2014,S677693,0,1,12.2,125,103.5,53.85,82
CZ,2014,S677694,0,2,10.8,121,86.7,45.04,92
CZ,2014,S678042,1,2,11.21,118,87.9,47.09,41
CZ,2014,S678044,1,2,11.41,120,88,61.19,43
CZ,2014,S678050,1,2,11.43,123,90,55.63,43
CZ,2014,S678051,1,2,11.31,122,95,66.86,27
CZ,2014,S678057,1,2,12.41,125,96.3,52.53,31
CZ,2014,S678065,1,2,11.59,122,94.9,53.28,29
CZ,2014,S678067,1,1,11.02,125,94.5,62.12,25
CZ,2014,S678068,1,2,11.03,120,90.8,54.59,40
CZ,2014,S678114,0,1,11.28,127,111,57.85,66
CZ,2014,S679201,1,1,10.78,127,119.4,57.7,31
CZ,2014,S679206,0,1,10.74,118,89,66.31,65
CZ,2014,S679217,1,1,12.19,126,109.5,43.72,73
CZ,2014,S679219,0,1,11.34,127,105.2,54.98,60
CZ,2014,S679220,1,2,11.6,124,84,46.49,33
CZ,2014,S679261,0,1,11.74,131,110.4,43.95,58
CZ,2014,S679264,0,1,10.72,122,102.2,54.87,92
CZ,2014,S679267,0,2,11.06,121,85,70.53,72
CZ,2014,S679328,0,1,10.8,130,102.5,50.45,91
CZ,2014,S679358,0,1,11.43,127,109.7,55.51,58
CZ,2014,S679537,1,1,10.59,124,101.3,39.69,41
CZ,2014,S679545,1,1,10.58,126,114.2,36.42,42
CZ,2014,S679548,1,1,11.74,129,116.7,39.31,56
CZ,2014,S679549,1,2,11.19,128,88.9,44.73,69
CZ,2014,S679550,1,2,11.29,127,96.7,65.32,43
CZ,2014,S679554,1,2,11.27,131,95.2,53.25,91
CZ,2014,S679619,0,1,11.54,125,106.2,54.28,57
CZ,2014,S679628,0,1,12.3,125,107,61.1,59
CZ,2014,S679630,0,1,11.62,123,97,62.85,67
CZ,2014,S704212,0,1,11.57,125,104,70.22,72
