BANDNO,NESTNO,YEAR,SEX,PATERNITY,TARSUS,HEMATOCRIT,PHA,MASS
237034745,87,2004,FEMALE,WITHIN,18.6,.,0.803,9.3
237034746,87,2004,MALE,WITHIN,17.7,.,0.720,9.9
237034747,87,2004,FEMALE,WITHIN,18.0,.,0.893,9.7
237034748,87,2004,FEMALE,WITHIN,18.6,.,0.823,10.2
237034749,87,2004,MALE,WITHIN,18.9,.,1.057,10.0
237034750,87,2004,FEMALE,WITHIN,18.6,.,0.750,10.7
237035040,88,2004,MALE,WITHIN,18.8,.,0.573,10.8
237035041,88,2004,MALE,WITHIN,19.8,.,0.403,11.3
237035042,88,2004,MALE,WITHIN,17.8,.,0.800,9.1
237035043,88,2004,FEMALE,WITHIN,18.2,.,0.687,10.3
237035044,88,2004,FEMALE,WITHIN,19.2,.,1.270,9.7
237035361,89,2005,FEMALE,WITHIN,17.5,50.3,0.230,10.4
237035362,89,2005,FEMALE,EXTRA,17.9,.,0.453,10.0
237035363,89,2005,MALE,WITHIN,18.1,56.3,0.193,9.1
237035364,89,2005,FEMALE,WITHIN,18.3,44.0,0.420,9.6
237035365,89,2005,FEMALE,EXTRA,17.9,41.0,0.150,10.3
237035366,89,2005,.,EXTRA,17.8,42.0,0.210,9.1
243011941,91,2005,MALE,WITHIN,.,46.4,.,9.4
243011942,91,2005,.,WITHIN,.,37.1,.,9.8
243011943,91,2005,.,WITHIN,.,41.4,.,10.6
243011944,91,2005,FEMALE,WITHIN,.,34.7,.,9.5
243011945,91,2005,FEMALE,WITHIN,.,35.9,.,9.8
237035779,92,2005,FEMALE,WITHIN,16.9,42.7,0.263,10.0
237035780,92,2005,MALE,WITHIN,.,40.0,0.560,7.0
237035732,93,2005,MALE,WITHIN,18.3,38.7,0.783,10.2
237035733,93,2005,FEMALE,WITHIN,19.2,37.4,1.120,10.9
237035734,93,2005,MALE,WITHIN,18.9,44.5,0.823,10.7
237035735,93,2005,FEMALE,WITHIN,18.9,41.1,0.830,10.3
237035736,93,2005,FEMALE,WITHIN,19.4,40.7,0.620,10.6
237035737,93,2005,FEMALE,WITHIN,18.9,44.7,0.690,10.9
237035738,93,2005,MALE,WITHIN,18.5,48.7,0.823,9.9
243011235,94,2005,MALE,.,.,43.0,.,9.6
243011236,94,2005,FEMALE,WITHIN,.,44.1,.,10.2
243011508,95,2005,MALE,WITHIN,18.7,37.8,0.247,9.1
243011509,95,2005,FEMALE,WITHIN,18.6,29.5,0.140,9.6
243011510,95,2005,FEMALE,WITHIN,18.2,30.1,0.360,8.4
243011511,95,2005,FEMALE,EXTRA,18.6,32.8,0.057,9.1
243011512,95,2005,FEMALE,EXTRA,17.3,34.3,0.253,8.1
243011284,99,2005,FEMALE,WITHIN,.,41.1,.,9.3
243011285,99,2005,FEMALE,EXTRA,.,48.8,.,9.4
243011286,99,2005,FEMALE,WITHIN,.,41.7,.,10.2
243010414,100,2005,.,.,18.9,27.7,0.790,9.0
243010415,100,2005,.,.,19.0,30.5,0.647,9.1
243010416,100,2005,.,.,18.7,35.2,0.747,9.2
243010417,100,2005,.,.,17.9,34.9,0.503,9.1
243010418,100,2005,.,.,19.4,49.0,0.510,9.2
243010419,100,2005,MALE,.,19.3,32.8,0.747,9.4
243011273,102,2005,FEMALE,WITHIN,.,40.9,.,10.8
243011274,102,2005,MALE,EXTRA,.,42.1,.,11.5
243011275,102,2005,FEMALE,EXTRA,.,38.0,.,10.5
243011001,103,2005,FEMALE,WITHIN,18.0,38.9,0.643,9.6
243011002,103,2005,MALE,WITHIN,.,46.1,0.347,11.2
243011003,103,2005,FEMALE,WITHIN,18.9,41.4,0.163,11.0
243011004,103,2005,MALE,WITHIN,18.2,39.7,0.357,10.7
243011005,103,2005,MALE,WITHIN,18.6,38.0,0.593,11.0
243011006,103,2005,FEMALE,WITHIN,18.8,34.8,0.657,10.7
243011007,103,2005,FEMALE,WITHIN,16.8,34.7,0.710,9.1
237034990,104,2005,MALE,WITHIN,.,35.9,0.290,9.1
237034991,104,2005,MALE,WITHIN,.,39.2,0.153,8.2
237034992,104,2005,FEMALE,WITHIN,.,32.0,0.290,10.2
243010901,105,2005,FEMALE,WITHIN,17.4,47.9,0.513,9.2
243010902,105,2005,FEMALE,WITHIN,17.8,46.9,0.410,9.1
243010903,105,2005,MALE,WITHIN,17.8,41.8,0.420,9.0
243010904,105,2005,MALE,WITHIN,17.9,45.9,0.613,8.7
243010905,105,2005,MALE,WITHIN,18.2,47.1,0.560,8.7
243010906,105,2005,MALE,WITHIN,18.3,41.0,0.473,9.4
243010907,105,2005,MALE,WITHIN,17.1,45.2,0.343,9.7
237035739,106,2005,FEMALE,WITHIN,18.5,47.3,0.757,8.8
237035740,106,2005,FEMALE,WITHIN,18.4,43.9,0.500,8.3
237035741,106,2005,MALE,WITHIN,19.5,43.1,0.660,8.6
237035742,106,2005,MALE,WITHIN,18.1,41.2,0.257,10.2
237035743,106,2005,FEMALE,WITHIN,18.2,38.4,0.580,9.3
237035744,106,2005,MALE,WITHIN,18.2,34.8,0.757,9.6
237035745,106,2005,FEMALE,WITHIN,18.0,44.1,0.690,9.2
237035391,107,2005,FEMALE,WITHIN,18.5,41.0,0.590,8.6
237035392,107,2005,MALE,WITHIN,18.3,42.1,0.370,9.4
237035393,107,2005,MALE,WITHIN,18.9,40.9,0.617,8.6
237035394,107,2005,MALE,WITHIN,18.7,40.4,0.277,9.7
237035395,107,2005,MALE,WITHIN,18.9,44.0,0.300,9.2
237035396,107,2005,FEMALE,WITHIN,18.6,36.4,0.250,9.0
237035397,107,2005,MALE,WITHIN,18.5,41.2,0.287,8.9
237035776,109,2005,.,.,17.9,37.0,0.633,9.8
237035777,109,2005,.,.,17.5,45.4,0.773,8.1
237035778,109,2005,.,.,18.0,41.1,0.720,8.9
243010233,110,2005,MALE,WITHIN,18.9,40.5,0.883,10.5
243010234,110,2005,FEMALE,WITHIN,18.7,41.7,0.330,10.4
243010235,110,2005,FEMALE,WITHIN,18.5,44.2,0.817,10.6
243010236,110,2005,MALE,WITHIN,18.2,42.5,0.363,10.0
243010237,110,2005,FEMALE,WITHIN,18.2,45.1,0.657,11.1
243010238,110,2005,MALE,WITHIN,18.7,43.1,0.950,10.6
243010239,110,2005,MALE,WITHIN,18.7,42.3,0.883,9.7
237035695,111,2005,MALE,EXTRA,.,40.0,0.653,10.2
237035696,111,2005,FEMALE,EXTRA,.,31.8,0.460,9.7
237035697,111,2005,MALE,EXTRA,.,29.2,0.563,10.6
237035698,111,2005,FEMALE,EXTRA,.,40.7,.,10.2
237035699,111,2005,FEMALE,EXTRA,.,46.7,.,10.2
243010588,113,2005,.,.,14.7,40.0,0.313,7.9
237035728,114,2005,FEMALE,WITHIN,17.8,39.2,0.693,10.0
237035729,114,2005,FEMALE,WITHIN,.,48.4,.,10.2
237035730,114,2005,MALE,WITHIN,18.5,35.1,0.737,10.7
237035731,114,2005,FEMALE,WITHIN,18.8,44.2,0.487,10.3
243010240,115,2005,MALE,WITHIN,18.6,38.0,0.523,10.2
243010241,115,2005,FEMALE,WITHIN,17.8,35.2,0.943,10.2
243010242,115,2005,MALE,WITHIN,18.6,39.8,1.160,10.5
243010243,115,2005,MALE,WITHIN,18.5,46.8,0.843,10.7
243010244,115,2005,MALE,WITHIN,19.2,36.6,1.117,11.1
243010245,115,2005,FEMALE,WITHIN,18.5,43.5,1.220,10.7
243010772,116,2005,FEMALE,WITHIN,.,43.7,.,9.6
243010773,116,2005,MALE,WITHIN,.,45.2,.,10.8
243010774,116,2005,FEMALE,WITHIN,.,45.8,.,10.4
243010775,116,2005,FEMALE,EXTRA,.,40.5,.,10.7
243010776,116,2005,FEMALE,WITHIN,.,40.4,.,9.4
243010410,117,2005,.,.,18.6,38.8,0.803,9.6
243010411,117,2005,.,.,17.1,36.3,0.533,8.5
243010412,117,2005,.,.,18.3,35.5,0.707,10.2
243010413,117,2005,.,.,18.6,36.2,0.613,10.5
243010246,119,2005,FEMALE,WITHIN,18.5,36.5,0.623,9.8
243010247,119,2005,MALE,.,19.3,47.3,0.723,10.0
243010248,119,2005,FEMALE,WITHIN,19.2,45.7,0.623,9.9
243010249,119,2005,FEMALE,WITHIN,18.8,33.8,0.600,10.0
243010250,119,2005,FEMALE,WITHIN,18.6,38.0,0.860,9.8
243010251,119,2005,FEMALE,WITHIN,19.0,40.1,0.580,9.9
243010252,119,2005,FEMALE,WITHIN,19.2,47.9,0.533,10.3
237035687,121,2005,FEMALE,WITHIN,.,32.5,0.283,11.8
237035688,121,2005,MALE,WITHIN,.,33.7,0.227,11.0
237035689,121,2005,FEMALE,WITHIN,.,37.6,0.053,11.0
237035690,121,2005,FEMALE,WITHIN,.,38.8,0.217,9.9
237035691,121,2005,FEMALE,WITHIN,.,25.0,0.000,10.0
237035692,121,2005,MALE,WITHIN,.,29.7,0.167,9.9
237035693,121,2005,FEMALE,WITHIN,.,40.7,0.000,10.7
243011266,122,2005,FEMALE,WITHIN,.,38.0,.,9.6
243011267,122,2005,FEMALE,.,.,32.8,.,8.3
243011268,122,2005,FEMALE,WITHIN,.,37.1,.,9.8
243011269,122,2005,MALE,WITHIN,.,30.3,.,9.0
243011270,122,2005,MALE,WITHIN,.,43.6,.,7.5
243011271,122,2005,MALE,WITHIN,.,39.5,.,8.0
243011272,122,2005,FEMALE,WITHIN,.,36.4,.,9.2
243010944,124,2005,MALE,WITHIN,.,32.1,.,7.6
243010945,124,2005,FEMALE,EXTRA,.,28.7,.,6.6
237035387,125,2005,FEMALE,WITHIN,18.7,56.8,0.640,10.9
237035388,125,2005,FEMALE,WITHIN,18.7,53.8,0.423,11.1
237035389,125,2005,MALE,WITHIN,18.6,48.3,0.637,11.7
237035390,125,2005,MALE,WITHIN,18.3,52.2,0.433,11.2
243011388,126,2005,MALE,WITHIN,.,38.0,0.517,9.1
243011389,126,2005,FEMALE,WITHIN,.,33.5,0.563,8.1
243011390,126,2005,MALE,WITHIN,.,32.7,0.587,8.9
243011391,126,2005,MALE,EXTRA,.,34.5,0.340,8.3
243011392,126,2005,MALE,WITHIN,.,37.2,0.590,9.0
243011554,127,2005,MALE,WITHIN,.,52.7,.,11.2
243011555,127,2005,MALE,WITHIN,.,54.5,.,10.0
243011556,127,2005,MALE,WITHIN,.,66.1,.,10.3
243011557,127,2005,MALE,WITHIN,.,62.8,.,10.4
237035367,128,2005,FEMALE,WITHIN,18.1,48.6,0.377,10.4
237035368,128,2005,MALE,WITHIN,18.7,47.2,0.507,9.9
237035369,128,2005,FEMALE,WITHIN,18.5,41.7,0.470,11.1
243011238,129,2005,MALE,WITHIN,.,44.7,.,9.0
243011239,129,2005,FEMALE,EXTRA,.,39.4,.,9.2
243011240,129,2005,FEMALE,EXTRA,.,41.3,.,9.9
243011241,129,2005,FEMALE,EXTRA,.,46.4,.,10.5
243011242,129,2005,MALE,WITHIN,.,43.3,.,10.0
243011501,130,2005,MALE,WITHIN,.,46.4,0.550,9.3
243011502,130,2005,FEMALE,.,.,47.3,0.143,10.0
243011503,130,2005,MALE,WITHIN,.,50.9,0.277,10.6
243011504,130,2005,FEMALE,.,.,48.4,0.260,9.3
243011505,130,2005,MALE,WITHIN,.,44.0,0.207,9.6
243011506,130,2005,MALE,WITHIN,.,47.0,0.277,9.0
243011507,130,2005,MALE,.,.,40.4,0.267,9.7
243010420,131,2005,MALE,WITHIN,18.7,51.3,0.690,9.6
243010421,131,2005,FEMALE,.,18.5,51.7,0.540,9.4
243010422,131,2005,FEMALE,WITHIN,18.2,47.2,1.030,9.3
243010423,131,2005,MALE,EXTRA,20.2,42.2,0.350,9.7
243010424,131,2005,MALE,.,18.0,48.2,0.403,9.4
243010425,131,2005,MALE,WITHIN,18.8,39.8,1.077,9.5
243010624,132,2005,MALE,WITHIN,.,45.8,0.060,10.4
243010625,132,2005,MALE,.,.,41.2,0.103,9.4
243010626,132,2005,FEMALE,EXTRA,.,39.3,0.150,9.7
243010627,132,2005,FEMALE,EXTRA,.,.,0.103,9.0
243010628,132,2005,FEMALE,EXTRA,.,45.0,0.023,9.8
237035769,133,2005,MALE,WITHIN,18.8,40.4,0.117,9.4
237035770,133,2005,MALE,WITHIN,18.7,50.3,0.113,9.7
237035771,133,2005,MALE,WITHIN,18.4,36.5,0.123,8.2
237035772,133,2005,MALE,WITHIN,18.3,49.2,0.367,9.0
237035773,133,2005,FEMALE,WITHIN,18.9,31.0,0.070,9.4
237035774,133,2005,MALE,WITHIN,18.6,38.1,0.113,9.3
243011224,134,2005,MALE,WITHIN,.,40.1,.,9.6
243011225,134,2005,FEMALE,WITHIN,.,41.0,.,10.1
243011226,134,2005,FEMALE,WITHIN,.,44.9,.,9.0
243011227,134,2005,FEMALE,WITHIN,.,45.8,.,9.1
243011228,134,2005,MALE,WITHIN,.,47.5,.,9.5
243011229,134,2005,FEMALE,WITHIN,.,42.0,.,7.6
237035781,135,2005,MALE,WITHIN,17.9,42.6,.,7.7
237035782,135,2005,FEMALE,WITHIN,18.9,42.4,0.097,9.5
237035784,135,2005,FEMALE,WITHIN,18.1,44.6,0.070,9.4
237035785,135,2005,MALE,WITHIN,18.3,39.8,0.083,10.4
237034985,137,2005,MALE,WITHIN,.,43.5,0.307,9.8
237034986,137,2005,MALE,WITHIN,.,37.6,0.387,8.8
237034987,137,2005,MALE,EXTRA,.,39.2,0.057,8.8
237034988,137,2005,FEMALE,EXTRA,.,45.3,.,9.6
237034989,137,2005,FEMALE,WITHIN,.,36.2,0.300,9.6
237035788,139,2005,.,.,.,.,0.220,9.2
237035789,139,2005,MALE,EXTRA,.,40.3,0.133,9.8
237035790,139,2005,FEMALE,WITHIN,.,52.1,0.097,8.0
237035791,139,2005,MALE,WITHIN,.,46.2,0.177,9.8
237035792,139,2005,FEMALE,WITHIN,.,46.8,0.293,9.2
237035793,139,2005,MALE,WITHIN,.,53.8,0.177,10.2
243011523,141,2005,FEMALE,WITHIN,.,43.6,.,9.6
243011524,141,2005,FEMALE,WITHIN,.,.,.,9.6
243011525,141,2005,MALE,WITHIN,.,46.2,.,10.4
243011526,141,2005,MALE,WITHIN,.,42.9,.,9.4
243011527,141,2005,FEMALE,WITHIN,.,47.3,.,9.8
243011528,141,2005,FEMALE,.,.,45.7,.,9.7
243010229,142,2005,FEMALE,WITHIN,.,39.0,0.393,10.1
243010230,142,2005,MALE,WITHIN,.,43.6,0.423,10.9
243010231,142,2005,MALE,EXTRA,.,38.6,0.313,11.2
243010232,142,2005,FEMALE,EXTRA,.,35.6,.,9.0
243010750,143,2005,MALE,WITHIN,.,37.6,.,9.2
243010752,143,2005,FEMALE,WITHIN,.,34.2,.,10.1
243010753,143,2005,FEMALE,WITHIN,.,42.5,.,9.4
243010754,143,2005,MALE,WITHIN,.,37.2,.,9.8
243011260,143,2005,FEMALE,WITHIN,.,39.0,.,10.3
243011354,143,2005,MALE,WITHIN,.,32.3,.,5.0
237035370,144,2005,FEMALE,WITHIN,18.3,40.4,0.303,8.2
237035371,144,2005,FEMALE,WITHIN,18.4,49.3,.,8.3
237035372,144,2005,MALE,EXTRA,18.6,.,0.267,8.8
237035373,144,2005,FEMALE,WITHIN,18.3,36.7,0.503,8.1
237035374,144,2005,MALE,WITHIN,18.3,61.6,0.440,8.5
237035375,144,2005,FEMALE,WITHIN,18.2,41.8,0.447,8.2
237035376,144,2005,MALE,EXTRA,17.8,44.5,0.333,7.6
237035947,145,2005,FEMALE,EXTRA,18.8,37.3,0.603,10.3
237035948,145,2005,MALE,EXTRA,18.9,40.5,0.373,10.0
237035949,145,2005,FEMALE,WITHIN,18.3,44.7,0.650,9.9
237035950,145,2005,MALE,WITHIN,18.9,42.3,0.260,9.4
237035951,145,2005,FEMALE,WITHIN,18.1,42.4,.,9.5
237035952,145,2005,FEMALE,WITHIN,19.2,40.3,0.313,9.7
237035953,145,2005,FEMALE,WITHIN,18.1,44.8,0.197,9.4
243011292,146,2005,MALE,EXTRA,.,39.3,.,9.9
243011293,146,2005,FEMALE,EXTRA,.,44.5,.,9.4
243011294,146,2005,MALE,.,.,43.1,.,9.6
243011295,146,2005,MALE,EXTRA,.,42.2,.,9.3
243011296,146,2005,MALE,EXTRA,.,39.8,.,10.0
243011933,149,2005,FEMALE,WITHIN,.,39.4,.,10.8
243011934,149,2005,MALE,WITHIN,.,40.2,.,10.1
243011935,149,2005,FEMALE,WITHIN,.,39.5,.,10.0
243011936,149,2005,FEMALE,WITHIN,.,33.9,.,9.7
243011937,149,2005,MALE,WITHIN,.,35.1,.,10.1
243010908,150,2005,.,WITHIN,18.6,41.7,0.210,8.9
243010909,150,2005,MALE,WITHIN,19.1,36.4,0.110,10.6
243010910,150,2005,MALE,WITHIN,18.2,39.9,0.260,9.8
243010911,150,2005,MALE,WITHIN,19.0,40.4,0.287,9.9
243010912,150,2005,FEMALE,WITHIN,18.4,40.0,0.360,9.1
243010913,150,2005,MALE,WITHIN,19.0,44.1,0.293,9.3
243010226,151,2005,MALE,WITHIN,.,32.4,0.123,10.3
243010227,151,2005,FEMALE,WITHIN,.,45.8,0.277,10.4
243010228,151,2005,MALE,WITHIN,.,33.3,0.263,11.2
237035164,153,2005,MALE,WITHIN,.,42.0,0.623,10.0
237035165,153,2005,FEMALE,WITHIN,.,39.2,0.473,10.2
237035166,153,2005,FEMALE,WITHIN,.,46.7,0.453,10.2
237035167,153,2005,MALE,WITHIN,.,42.5,0.460,9.8
237035168,153,2005,MALE,WITHIN,.,41.4,0.213,10.1
237035169,153,2005,MALE,WITHIN,.,37.0,0.493,9.3
243011243,154,2005,FEMALE,WITHIN,.,32.4,.,8.2
243011244,154,2005,MALE,WITHIN,.,33.7,.,8.7
243011245,154,2005,FEMALE,WITHIN,.,27.6,.,8.1
243011008,155,2005,.,.,18.2,38.6,0.343,9.3
243011009,155,2005,.,.,17.5,34.8,0.247,9.2
243011010,155,2005,.,.,17.3,42.3,0.113,9.0
243011011,155,2005,.,.,18.2,41.6,0.257,8.5
243011012,155,2005,.,.,17.8,37.0,0.610,9.3
243011013,155,2005,.,.,17.2,35.6,0.173,7.2
243011014,155,2005,.,.,19.0,41.0,0.190,9.3
243011088,156,2005,FEMALE,EXTRA,18.5,38.9,0.000,9.7
243011089,156,2005,.,WITHIN,18.4,38.4,0.070,9.7
243011090,156,2005,.,WITHIN,18.5,34.1,0.083,10.0
243011091,156,2005,.,EXTRA,18.3,41.6,0.107,9.6
243011083,157,2005,FEMALE,WITHIN,19.1,40.1,0.300,9.8
243011084,157,2005,FEMALE,WITHIN,18.9,41.6,0.087,10.4
243011085,157,2005,MALE,WITHIN,18.1,36.7,0.183,9.6
243011086,157,2005,MALE,WITHIN,18.1,46.9,0.160,9.9
243011087,157,2005,MALE,WITHIN,18.8,44.9,0.067,9.6
237035746,158,2005,MALE,WITHIN,.,35.5,0.243,10.0
237035747,158,2005,MALE,WITHIN,.,40.5,.,11.2
237035748,158,2005,FEMALE,WITHIN,.,34.5,0.423,10.2
237035749,158,2005,FEMALE,WITHIN,.,39.0,0.233,9.5
237035750,158,2005,FEMALE,WITHIN,.,37.3,0.427,9.4
243010520,160,2005,MALE,WITHIN,18.9,29.0,0.667,9.1
243010521,160,2005,FEMALE,WITHIN,17.6,35.2,0.887,9.5
243010522,160,2005,MALE,WITHIN,18.6,29.3,0.600,9.3
243010523,160,2005,FEMALE,WITHIN,18.3,36.5,0.700,8.6
243010524,160,2005,FEMALE,WITHIN,18.6,36.7,0.687,8.9
243010525,160,2005,MALE,WITHIN,17.9,31.7,0.557,8.6
243011543,161,2005,FEMALE,WITHIN,.,42.6,.,10.3
243011544,161,2005,MALE,WITHIN,.,37.4,.,11.0
243011545,161,2005,FEMALE,WITHIN,.,38.5,.,10.9
243011546,161,2005,MALE,WITHIN,.,43.6,.,11.6
243011547,161,2005,FEMALE,WITHIN,.,40.5,.,9.9
243011548,161,2005,MALE,WITHIN,.,41.1,.,11.1
243011538,163,2005,FEMALE,WITHIN,18.5,38.7,0.100,10.7
243011539,163,2005,MALE,WITHIN,18.4,36.6,0.100,10.3
243011540,163,2005,FEMALE,WITHIN,19.2,41.3,0.090,10.7
243011541,163,2005,FEMALE,WITHIN,18.0,39.8,0.040,10.5
243011542,163,2005,MALE,WITHIN,17.9,40.1,0.087,11.0
243011063,164,2005,FEMALE,WITHIN,.,49.2,0.137,10.3
243011064,164,2005,FEMALE,WITHIN,.,47.7,0.090,9.9
243011065,164,2005,FEMALE,WITHIN,.,41.2,0.163,9.6
243011066,164,2005,FEMALE,WITHIN,.,50.8,0.183,9.4
243011067,164,2005,FEMALE,WITHIN,.,40.3,0.160,9.2
243011068,164,2005,MALE,WITHIN,.,49.1,0.117,10.4
243010288,166,2005,MALE,.,19.5,35.6,0.350,9.7
243010289,166,2005,MALE,EXTRA,19.4,41.1,0.307,10.6
243010290,166,2005,MALE,WITHIN,18.8,40.2,0.303,9.4
243010291,166,2005,MALE,WITHIN,18.7,34.7,0.357,9.7
243010292,166,2005,FEMALE,WITHIN,18.7,33.0,0.600,9.6
243011603,167,2005,FEMALE,WITHIN,17.8,38.0,0.200,8.4
243011604,167,2005,MALE,WITHIN,18.2,40.2,0.157,9.6
243011605,167,2005,MALE,WITHIN,18.5,42.1,0.170,9.2
243011606,167,2005,MALE,WITHIN,18.7,44.5,0.240,8.4
243011607,167,2005,MALE,WITHIN,18.2,35.5,0.123,8.5
243011549,170,2005,.,.,.,43.6,.,10.6
243011550,170,2005,.,.,.,37.7,.,9.6
243011551,170,2005,.,.,.,42.3,.,11.2
243011553,170,2005,.,.,.,45.0,.,9.9
243011276,173,2005,MALE,WITHIN,.,35.6,.,8.5
243011277,173,2005,FEMALE,WITHIN,.,32.6,.,8.4
243011278,173,2005,MALE,WITHIN,.,36.0,.,9.1
243011279,173,2005,.,.,.,.,.,5.9
243011280,173,2005,FEMALE,WITHIN,.,32.5,.,7.2
243011288,174,2005,FEMALE,WITHIN,.,31.4,.,10.6
243011289,174,2005,MALE,WITHIN,.,41.8,.,10.3
243011290,174,2005,MALE,EXTRA,.,48.2,.,8.1
243011291,174,2005,FEMALE,WITHIN,.,32.2,.,9.6
243011019,175,2005,FEMALE,WITHIN,17.7,43.3,0.263,10.8
243011020,175,2005,MALE,WITHIN,18.9,42.8,0.400,11.6
243011021,175,2005,FEMALE,WITHIN,18.7,49.2,0.147,11.2
243011022,175,2005,.,WITHIN,18.1,47.4,0.147,11.1
243011023,175,2005,MALE,WITHIN,19.3,45.8,0.220,10.7
237035758,176,2005,FEMALE,EXTRA,18.2,50.6,0.240,10.8
237035759,176,2005,MALE,WITHIN,18.9,48.6,0.223,10.2
237035760,176,2005,MALE,EXTRA,19.1,44.7,0.183,11.0
243011261,178,2005,.,.,.,37.4,.,10.5
243011262,178,2005,.,.,.,40.9,.,9.2
243011263,178,2005,.,.,.,31.4,.,9.8
243011264,178,2005,.,.,.,38.9,.,10.3
243011265,178,2005,.,.,.,33.1,.,10.2
237035379,179,2005,.,.,18.0,55.5,0.623,12.2
237035380,179,2005,.,.,18.1,43.3,0.570,10.5
237035381,179,2005,.,.,18.2,59.5,1.057,10.4
237035382,179,2005,.,.,18.7,38.4,0.997,10.8
237035383,179,2005,.,.,17.9,50.4,0.200,9.8
243010839,181,2005,MALE,WITHIN,18.6,33.0,0.223,10.7
243010840,181,2005,FEMALE,EXTRA,17.6,39.2,0.233,9.4
243010841,181,2005,FEMALE,WITHIN,17.7,33.5,0.250,9.1
243010842,181,2005,MALE,WITHIN,18.1,35.8,0.373,10.0
243010843,181,2005,FEMALE,EXTRA,17.4,34.2,0.143,8.4
243010844,181,2005,FEMALE,WITHIN,16.2,35.8,0.110,5.8
243010787,183,2005,FEMALE,WITHIN,.,39.7,0.573,10.1
243010788,183,2005,MALE,EXTRA,.,46.5,0.717,10.4
243010789,183,2005,FEMALE,WITHIN,.,44.4,0.477,10.2
243010790,183,2005,MALE,WITHIN,.,38.2,0.643,10.8
243010791,183,2005,MALE,.,.,46.0,0.650,10.0
243011340,186,2005,MALE,WITHIN,19.0,35.8,0.217,11.0
243011341,186,2005,MALE,WITHIN,17.9,37.8,0.383,9.4
243011342,186,2005,FEMALE,WITHIN,18.4,36.3,0.243,10.3
243011343,186,2005,MALE,WITHIN,18.2,32.3,0.310,9.9
243011256,189,2005,MALE,.,.,47.5,.,9.8
243011257,189,2005,FEMALE,WITHIN,.,49.3,.,10.5
243011258,189,2005,FEMALE,WITHIN,.,48.8,.,10.1
243011259,189,2005,FEMALE,WITHIN,.,50.1,.,9.4
243010526,190,2005,FEMALE,EXTRA,18.4,53.9,0.507,10.0
243010527,190,2005,MALE,EXTRA,17.0,48.0,0.407,10.6
243010528,190,2005,FEMALE,EXTRA,18.4,35.2,0.437,10.2
243010529,190,2005,FEMALE,EXTRA,18.0,35.2,0.663,9.2
243010530,190,2005,FEMALE,EXTRA,17.9,50.0,0.490,9.4
243010531,190,2005,MALE,EXTRA,18.7,34.1,0.617,10.6
243011529,191,2005,MALE,EXTRA,.,49.9,0.130,7.8
243011530,191,2005,MALE,WITHIN,.,37.1,0.240,8.8
243011531,191,2005,FEMALE,WITHIN,.,35.9,0.230,10.1
237034982,192,2005,MALE,WITHIN,.,41.2,0.273,9.2
243011350,193,2005,.,.,.,26.9,.,7.6
243011351,193,2005,.,.,.,35.2,.,9.5
243011352,193,2005,.,.,.,32.9,.,10.2
243011353,193,2005,.,.,.,34.9,.,10.0
243010532,195,2005,MALE,WITHIN,18.9,55.1,0.943,10.0
243010533,195,2005,MALE,WITHIN,18.9,57.2,0.657,10.7
243010534,195,2005,MALE,EXTRA,19.0,51.7,0.660,10.0
243010535,195,2005,FEMALE,WITHIN,19.3,62.9,0.723,9.4
243010634,196,2005,MALE,WITHIN,.,42.4,.,8.8
243010635,196,2005,MALE,WITHIN,.,38.9,.,9.5
243010636,196,2005,FEMALE,EXTRA,.,41.5,.,9.3
243010536,197,2005,MALE,WITHIN,18.7,35.7,0.843,9.6
243010537,197,2005,FEMALE,WITHIN,18.7,39.0,1.050,9.6
243010538,197,2005,MALE,WITHIN,19.1,39.6,0.630,9.8
243010539,197,2005,FEMALE,EXTRA,18.3,38.4,0.903,9.1
243010540,197,2005,FEMALE,WITHIN,18.4,30.0,0.487,9.1
243010629,198,2005,.,EXTRA,.,.,.,
243010630,198,2005,.,WITHIN,.,38.5,.,9.8
243010631,198,2005,FEMALE,EXTRA,.,41.2,.,10.2
243010632,198,2005,MALE,EXTRA,.,40.8,.,10.2
243010633,198,2005,FEMALE,WITHIN,.,34.7,.,9.8
237035752,199,2005,FEMALE,WITHIN,18.0,56.3,0.113,9.9
237035753,199,2005,MALE,WITHIN,17.2,58.9,0.023,10.7
237035754,199,2005,FEMALE,WITHIN,18.3,57.6,0.337,10.5
237035755,199,2005,MALE,WITHIN,19.2,63.2,0.130,9.7
237035756,199,2005,FEMALE,WITHIN,17.7,54.1,0.277,10.6
237035757,199,2005,FEMALE,WITHIN,18.5,52.8,0.310,10.5
243011532,200,2005,FEMALE,EXTRA,16.3,44.6,0.397,6.8
243011533,200,2005,FEMALE,WITHIN,18.3,57.0,0.143,10.1
243011534,200,2005,MALE,WITHIN,18.2,36.7,0.107,9.9
243011535,200,2005,FEMALE,EXTRA,18.4,53.4,0.103,10.1
243011536,200,2005,MALE,WITHIN,18.6,49.8,0.200,10.3
243011537,200,2005,FEMALE,.,17.5,48.6,0.100,8.8
243011072,201,2005,MALE,WITHIN,.,45.4,0.187,10.4
243011073,201,2005,MALE,WITHIN,.,51.3,0.313,10.3
243011074,201,2005,FEMALE,WITHIN,.,45.2,0.187,10.6
243011075,201,2005,FEMALE,WITHIN,.,40.5,0.293,11.4
243011076,201,2005,FEMALE,WITHIN,.,46.1,0.220,10.1
