BANDNO,NESTNO,YEAR,SEX,PATERNITY,TARSUS,HEMATOCRIT,PHA,MASS
243012166,305,2006,MALE,WITHIN,19.1,42.3,1.100,10.7
243012167,305,2006,FEMALE,WITHIN,18.4,44.3,1.277,10.1
246090008,307,2006,FEMALE,WITHIN,17.4,57.3,0.723,8.6
246090009,307,2006,MALE,WITHIN,18.5,47.3,0.603,9.1
246090010,307,2006,MALE,WITHIN,18.0,62.5,0.373,10.0
246090011,307,2006,FEMALE,WITHIN,17.7,57.3,0.470,9.4
246090012,307,2006,FEMALE,WITHIN,16.4,52.9,0.527,7.8
243012677,308,2006,FEMALE,WITHIN,18.2,46.0,0.310,9.4
243012678,308,2006,FEMALE,WITHIN,17.6,50.8,0.433,9.4
243012679,308,2006,MALE,EXTRA,19.2,56.8,0.400,9.6
243012680,308,2006,FEMALE,EXTRA,17.2,47.8,0.270,8.2
243012681,308,2006,MALE,.,19.1,48.1,0.177,10.2
243012682,308,2006,FEMALE,EXTRA,18.9,51.4,0.490,10.2
243011952,309,2006,MALE,EXTRA,19.1,37.2,0.470,10.8
243011953,309,2006,MALE,EXTRA,18.3,42.3,0.580,10.8
243011954,309,2006,MALE,.,19.1,42.3,0.373,11.5
243011955,309,2006,FEMALE,WITHIN,18.0,39.9,0.520,11.1
243011956,309,2006,MALE,EXTRA,18.1,38.3,0.440,10.8
243012168,311,2006,FEMALE,EXTRA,18.4,45.0,0.067,10.3
243012169,311,2006,FEMALE,EXTRA,18.3,36.9,0.143,9.9
243012170,311,2006,FEMALE,EXTRA,18.5,39.5,0.110,9.2
243012171,311,2006,MALE,EXTRA,18.3,42.7,0.160,10.3
243012172,311,2006,MALE,EXTRA,18.5,42.3,0.193,10.0
243012173,311,2006,MALE,EXTRA,18.8,36.8,0.123,9.8
243012174,311,2006,FEMALE,WITHIN,18.6,33.2,0.307,10.6
243012951,313,2006,FEMALE,WITHIN,.,20.5,0.660,7.6
243012952,313,2006,MALE,WITHIN,.,29.8,0.653,8.8
243012953,313,2006,FEMALE,WITHIN,.,25.0,0.503,7.7
243012954,313,2006,FEMALE,WITHIN,.,28.5,0.133,6.3
243013550,314,2006,FEMALE,WITHIN,19.2,37.4,0.453,10.6
243013551,314,2006,FEMALE,WITHIN,19.3,28.3,0.503,10.2
243013552,314,2006,FEMALE,WITHIN,19.1,37.1,0.370,9.7
243013553,314,2006,MALE,WITHIN,18.4,33.8,0.430,10.0
243013554,314,2006,FEMALE,WITHIN,18.4,39.1,0.310,9.4
243013555,314,2006,FEMALE,WITHIN,18.8,30.0,0.127,10.3
243012785,315,2006,.,.,18.3,33.2,0.227,10.0
243012786,315,2006,.,.,18.7,40.0,0.580,9.8
243012787,315,2006,.,.,18.3,39.8,0.480,9.5
243012788,315,2006,.,.,18.7,41.2,0.187,10.1
243012789,315,2006,.,.,18.8,40.8,0.557,10.1
243013942,317,2006,MALE,EXTRA,17.7,49.0,1.180,9.0
243013943,317,2006,MALE,WITHIN,19.0,43.1,0.717,10.4
243013944,317,2006,MALE,EXTRA,18.4,45.8,0.783,10.0
243013945,317,2006,MALE,EXTRA,17.8,47.9,0.473,10.5
243013946,317,2006,MALE,WITHIN,18.8,41.1,0.693,9.0
243012941,318,2006,.,.,18.7,43.6,0.410,9.0
243012942,318,2006,.,.,18.9,52.4,0.893,9.9
243012943,318,2006,.,.,18.6,50.4,0.740,8.8
243012944,318,2006,.,.,18.3,50.8,.,9.3
243012945,318,2006,.,.,18.8,36.8,0.600,9.2
243013907,319,2006,MALE,EXTRA,19.3,42.3,1.023,11.6
243013908,319,2006,FEMALE,WITHIN,18.6,46.5,0.823,10.4
243013909,319,2006,FEMALE,WITHIN,18.0,45.3,1.390,10.2
243013910,319,2006,MALE,EXTRA,19.4,43.1,0.953,11.4
246090230,320,2006,.,.,18.2,50.3,0.610,8.5
246090231,320,2006,.,.,18.7,46.6,0.533,8.8
246090232,320,2006,.,.,18.5,47.3,0.560,8.7
246090233,320,2006,.,.,18.2,42.0,0.887,8.6
246090413,322,2006,.,.,.,43.4,0.813,9.9
246090414,322,2006,.,.,.,47.4,0.533,10.1
246090415,322,2006,.,.,.,43.7,0.803,9.7
246090416,322,2006,.,.,.,41.2,0.480,8.3
246090417,322,2006,.,.,.,46.3,0.683,9.6
243011879,323,2006,MALE,.,.,47.1,0.720,9.3
243011880,323,2006,MALE,.,.,48.4,0.530,9.0
243011881,323,2006,MALE,.,.,44.7,0.813,9.4
243011882,323,2006,FEMALE,.,.,41.8,0.673,9.0
246090032,324,2006,.,.,17.9,43.9,0.827,9.2
246090033,324,2006,MALE,.,18.4,47.4,1.087,9.3
246090034,324,2006,MALE,.,18.9,55.7,0.967,10.4
246090035,324,2006,FEMALE,.,19.2,47.5,0.813,10.1
243011960,327,2006,MALE,WITHIN,.,45.1,0.773,10.0
243011961,327,2006,FEMALE,WITHIN,.,52.9,0.580,10.0
243011962,327,2006,MALE,WITHIN,.,52.0,0.880,11.2
243011963,327,2006,FEMALE,WITHIN,.,43.4,0.640,10.6
243011964,327,2006,FEMALE,WITHIN,.,34.0,0.787,10.0
243011965,327,2006,FEMALE,WITHIN,.,39.9,0.600,9.4
243013259,328,2006,FEMALE,WITHIN,17.8,32.6,1.633,9.8
243013260,328,2006,MALE,WITHIN,18.3,40.0,0.717,10.6
243013261,328,2006,MALE,WITHIN,18.2,38.1,0.557,9.1
246090206,330,2006,FEMALE,WITHIN,.,55.5,0.910,9.5
246090207,330,2006,MALE,WITHIN,.,40.7,0.593,9.5
246090208,330,2006,FEMALE,WITHIN,.,45.7,1.097,8.6
246090210,330,2006,FEMALE,EXTRA,.,44.2,0.837,9.5
246090211,330,2006,FEMALE,WITHIN,.,45.4,0.640,9.5
246090212,330,2006,FEMALE,WITHIN,.,42.1,0.957,9.9
243011657,331,2006,FEMALE,WITHIN,18.1,41.3,0.640,10.5
243011658,331,2006,MALE,WITHIN,18.6,27.2,0.410,9.4
243011659,331,2006,MALE,WITHIN,17.7,31.3,0.777,8.1
243011660,331,2006,MALE,WITHIN,18.7,34.3,0.467,8.6
243011661,331,2006,FEMALE,WITHIN,18.2,34.0,0.523,9.4
243011662,331,2006,MALE,WITHIN,18.3,30.5,0.477,9.1
243011650,332,2006,MALE,WITHIN,19.1,38.5,0.677,9.4
243011651,332,2006,MALE,WITHIN,18.8,39.3,0.807,10.4
243011652,332,2006,FEMALE,WITHIN,18.7,40.3,0.900,9.7
243011653,332,2006,MALE,WITHIN,19.2,39.9,0.257,8.6
243011654,332,2006,MALE,WITHIN,19.1,41.1,0.280,9.0
243011655,332,2006,MALE,WITHIN,19.3,31.5,0.387,10.7
243011656,332,2006,MALE,WITHIN,19.3,34.9,0.380,9.9
243011974,335,2006,MALE,WITHIN,.,36.5,0.550,10.0
243011975,335,2006,FEMALE,WITHIN,.,46.7,0.957,10.7
243011976,335,2006,FEMALE,WITHIN,.,41.2,0.570,9.7
243011977,335,2006,MALE,WITHIN,.,44.6,0.577,11.0
243011978,335,2006,MALE,WITHIN,.,46.7,0.793,9.5
243012866,336,2006,MALE,WITHIN,.,43.0,0.303,10.3
243012867,336,2006,MALE,WITHIN,.,48.5,0.553,9.2
243012868,336,2006,FEMALE,EXTRA,.,37.8,0.633,10.0
243012869,336,2006,MALE,WITHIN,.,46.0,0.247,10.5
243012870,336,2006,MALE,WITHIN,.,50.8,0.537,9.5
243012871,336,2006,FEMALE,WITHIN,.,41.9,0.337,9.6
243012872,336,2006,FEMALE,WITHIN,.,49.8,0.393,9.3
246090418,337,2006,MALE,WITHIN,.,37.6,0.487,9.5
246090419,337,2006,FEMALE,WITHIN,.,49.3,0.633,9.8
246090420,337,2006,FEMALE,WITHIN,.,34.5,0.543,8.8
237035192,338,2006,MALE,WITHIN,.,38.6,0.573,8.5
237035193,338,2006,MALE,WITHIN,.,48.2,0.490,8.9
237035194,338,2006,FEMALE,WITHIN,.,38.9,0.313,9.7
237035195,338,2006,FEMALE,WITHIN,.,41.6,0.443,9.3
237035196,338,2006,MALE,WITHIN,.,.,0.400,9.0
237035197,338,2006,FEMALE,EXTRA,.,40.3,0.510,8.9
237035198,338,2006,FEMALE,WITHIN,.,41.9,0.557,8.0
246090108,339,2006,FEMALE,EXTRA,.,39.1,0.790,11.5
246090109,339,2006,FEMALE,WITHIN,.,35.9,0.430,10.0
246090110,339,2006,MALE,WITHIN,.,37.0,0.457,10.3
246090111,339,2006,FEMALE,WITHIN,.,47.0,0.690,10.6
246090112,339,2006,MALE,EXTRA,.,39.7,1.270,11.2
243011884,340,2006,MALE,WITHIN,.,38.4,0.627,10.7
243011885,340,2006,FEMALE,WITHIN,.,41.1,0.660,10.7
243011886,340,2006,FEMALE,WITHIN,.,39.3,0.600,10.9
243011887,340,2006,FEMALE,WITHIN,.,33.4,0.683,11.2
243011888,340,2006,MALE,WITHIN,.,29.7,0.857,11.2
243011889,340,2006,FEMALE,WITHIN,.,40.7,0.737,11.6
246090242,342,2006,.,.,.,36.5,0.440,10.2
246090243,342,2006,.,.,18.2,52.1,0.497,10.8
246090244,342,2006,.,.,19.1,43.1,0.740,9.6
246090245,342,2006,.,.,19.3,36.8,0.333,10.0
246090238,346,2006,.,.,19.4,41.1,1.053,10.1
246090239,346,2006,.,.,18.9,30.3,0.703,9.7
246090240,346,2006,.,.,18.9,40.7,1.250,9.4
246090241,346,2006,.,.,18.9,35.8,1.070,9.6
243011890,347,2006,MALE,EXTRA,.,23.9,0.700,9.6
243011891,347,2006,FEMALE,EXTRA,.,40.7,.,9.3
243011892,347,2006,MALE,EXTRA,.,40.6,0.343,10.6
243011893,347,2006,FEMALE,EXTRA,.,44.4,0.923,9.8
243011894,347,2006,MALE,EXTRA,.,36.6,0.853,10.1
243011895,347,2006,FEMALE,EXTRA,.,40.9,0.980,10.0
243011896,347,2006,FEMALE,EXTRA,.,31.0,0.607,9.7
243010690,349,2006,MALE,EXTRA,18.4,52.7,1.080,8.8
243010691,349,2006,FEMALE,WITHIN,19.0,49.1,0.403,9.1
243010692,349,2006,MALE,EXTRA,19.2,38.6,1.003,10.3
243010693,349,2006,MALE,EXTRA,18.4,43.9,0.687,8.6
246090013,351,2006,MALE,EXTRA,17.2,47.9,0.597,8.7
246090014,351,2006,MALE,WITHIN,15.5,46.2,0.460,6.3
246090015,351,2006,MALE,EXTRA,18.3,51.3,0.773,10.4
243011468,353,2006,FEMALE,EXTRA,.,39.5,0.150,8.8
243011469,353,2006,FEMALE,EXTRA,.,33.3,0.693,9.1
243011470,353,2006,FEMALE,EXTRA,.,38.3,0.457,8.1
243011471,353,2006,FEMALE,EXTRA,.,34.4,0.347,8.9
243011472,353,2006,MALE,EXTRA,.,39.2,0.170,9.9
243011473,353,2006,MALE,EXTRA,.,33.2,0.377,10.1
246090533,357,2006,.,.,.,54.8,1.207,9.8
246090534,357,2006,.,.,.,45.9,1.300,10.4
246090535,357,2006,.,.,.,44.7,0.567,9.4
246090536,357,2006,.,.,.,37.3,0.707,10.8
246090537,357,2006,.,.,.,.,0.793,
243012548,358,2006,MALE,WITHIN,18.7,37.3,0.193,8.9
243012550,358,2006,FEMALE,WITHIN,18.5,30.3,0.083,8.5
243012551,358,2006,FEMALE,WITHIN,18.6,36.9,0.253,8.9
243012552,358,2006,MALE,WITHIN,18.2,43.4,0.177,8.3
243013074,359,2006,FEMALE,WITHIN,18.2,56.6,0.837,8.3
243013075,359,2006,MALE,WITHIN,.,46.6,.,10.2
243013076,359,2006,FEMALE,WITHIN,18.4,45.5,0.677,8.6
243013077,359,2006,MALE,WITHIN,19.1,43.3,0.503,8.0
243011830,360,2006,MALE,WITHIN,19.3,34.7,0.713,10.8
243011831,360,2006,MALE,WITHIN,18.6,39.5,0.327,9.6
243011832,360,2006,FEMALE,WITHIN,18.0,40.4,0.563,10.0
243011833,360,2006,FEMALE,WITHIN,18.3,37.2,0.550,10.0
243011834,360,2006,FEMALE,WITHIN,17.7,35.2,0.330,9.2
243011835,360,2006,MALE,WITHIN,17.0,41.0,0.520,10.1
243011836,360,2006,MALE,WITHIN,18.4,36.7,0.420,9.2
243012175,361,2006,MALE,.,19.0,44.4,0.497,9.9
243012176,361,2006,MALE,.,19.9,49.0,0.783,10.1
243012177,361,2006,FEMALE,.,19.0,34.9,0.990,9.8
243012178,361,2006,MALE,.,19.2,43.6,0.970,10.5
243012179,361,2006,MALE,.,19.6,46.6,0.800,11.2
246090213,362,2006,MALE,WITHIN,.,40.0,0.613,11.2
246090214,362,2006,MALE,WITHIN,.,41.8,0.837,11.4
246090215,362,2006,MALE,EXTRA,.,44.4,0.950,10.1
246090216,362,2006,MALE,WITHIN,.,34.5,0.990,10.8
243012553,363,2006,FEMALE,EXTRA,18.0,23.8,.,9.2
243012554,363,2006,FEMALE,EXTRA,18.2,32.1,.,8.4
243012555,363,2006,MALE,EXTRA,19.4,50.2,.,9.9
246090531,364,2006,MALE,WITHIN,20.0,.,0.877,10.5
246090532,364,2006,MALE,WITHIN,19.9,.,0.787,10.0
243013506,365,2006,.,.,19.2,62.0,0.560,10.5
243013507,365,2006,FEMALE,WITHIN,18.3,53.9,0.147,9.8
243013508,365,2006,FEMALE,WITHIN,18.9,54.8,0.497,10.4
243013509,365,2006,MALE,WITHIN,19.2,55.3,0.787,11.5
243013510,365,2006,FEMALE,WITHIN,19.8,54.5,0.277,10.8
243013511,365,2006,FEMALE,WITHIN,19.0,58.7,0.587,10.5
243011642,366,2006,MALE,EXTRA,.,30.8,0.380,9.0
243011643,366,2006,MALE,EXTRA,.,33.9,0.357,9.3
243011644,366,2006,FEMALE,EXTRA,.,31.1,0.633,8.6
243011645,366,2006,MALE,WITHIN,.,40.6,0.513,8.7
243011646,366,2006,FEMALE,WITHIN,.,35.2,0.603,9.7
243011647,366,2006,MALE,WITHIN,.,36.4,0.473,8.9
243011648,366,2006,FEMALE,WITHIN,.,42.6,0.467,8.5
243011649,366,2006,MALE,EXTRA,.,27.0,0.410,8.8
246090526,373,2006,FEMALE,WITHIN,18.2,40.5,0.763,10.3
246090527,373,2006,MALE,WITHIN,18.4,43.2,0.637,8.9
246090528,373,2006,FEMALE,WITHIN,18.1,43.5,0.660,9.4
246090529,373,2006,MALE,WITHIN,18.2,53.1,0.970,9.8
246090530,373,2006,MALE,WITHIN,18.7,38.7,0.537,9.4
243012605,374,2006,MALE,WITHIN,.,50.1,0.800,9.1
243012606,374,2006,MALE,WITHIN,.,47.8,0.633,8.5
243012607,374,2006,FEMALE,WITHIN,.,40.7,0.360,8.8
243012608,374,2006,MALE,WITHIN,.,43.6,0.490,9.3
243012609,374,2006,MALE,WITHIN,.,51.2,0.417,9.0
243012610,374,2006,MALE,WITHIN,.,44.4,0.513,8.9
243012611,374,2006,FEMALE,WITHIN,.,45.4,0.667,9.3
246090522,375,2006,FEMALE,WITHIN,.,41.5,0.923,10.6
246090523,375,2006,MALE,WITHIN,.,50.2,0.593,10.0
246090524,375,2006,MALE,WITHIN,.,47.5,0.703,9.8
246090525,375,2006,MALE,WITHIN,.,62.6,0.627,9.8
243012590,376,2006,MALE,EXTRA,18.3,44.6,0.910,10.5
243012591,376,2006,FEMALE,WITHIN,18.2,40.9,1.160,10.2
243012592,376,2006,FEMALE,WITHIN,18.2,50.5,0.660,10.1
243012593,376,2006,FEMALE,WITHIN,18.6,38.9,0.563,9.0
243012594,376,2006,MALE,WITHIN,19.1,39.1,0.817,9.7
243012595,376,2006,FEMALE,EXTRA,18.9,44.1,0.987,10.7
246090428,379,2006,MALE,EXTRA,.,34.7,0.497,10.1
246090429,379,2006,FEMALE,EXTRA,.,42.2,0.243,9.2
246090430,379,2006,FEMALE,WITHIN,.,44.7,0.780,9.4
246090431,379,2006,MALE,EXTRA,.,35.5,0.510,10.2
243013518,381,2006,MALE,WITHIN,.,48.6,0.260,10.8
243013519,381,2006,FEMALE,WITHIN,.,45.6,1.043,10.1
243013520,381,2006,MALE,WITHIN,.,49.4,.,10.0
243013521,381,2006,MALE,WITHIN,.,46.0,0.703,10.5
243013522,381,2006,MALE,WITHIN,.,51.2,0.680,10.6
243012557,383,2006,FEMALE,WITHIN,18.9,51.8,0.103,10.4
243012558,383,2006,MALE,WITHIN,18.4,37.9,0.063,9.7
243012559,383,2006,FEMALE,WITHIN,18.8,49.8,0.120,10.1
243012560,383,2006,MALE,WITHIN,18.6,44.9,0.050,9.5
243012561,383,2006,MALE,WITHIN,18.7,46.1,0.063,10.1
243012562,383,2006,MALE,WITHIN,18.9,38.5,0.000,9.9
246090268,384,2006,.,.,18.0,35.9,.,9.2
243012755,386,2006,MALE,WITHIN,.,56.2,.,10.1
243012756,386,2006,FEMALE,WITHIN,18.3,49.3,0.827,9.6
243012757,386,2006,FEMALE,WITHIN,19.0,49.3,0.600,9.8
243012758,386,2006,FEMALE,WITHIN,18.5,55.3,0.803,9.9
243012759,386,2006,FEMALE,WITHIN,18.8,50.2,0.740,9.8
246090260,387,2006,.,.,17.3,43.3,0.883,9.0
246090261,387,2006,.,.,19.0,43.9,0.807,10.7
246090262,387,2006,.,.,19.5,53.4,1.090,10.4
246090263,387,2006,.,.,.,54.6,0.830,9.2
246090264,387,2006,.,.,18.2,55.7,0.883,9.5
243013036,388,2006,MALE,WITHIN,19.3,51.0,0.270,8.5
243013037,388,2006,FEMALE,WITHIN,19.2,48.5,0.323,9.3
243013038,388,2006,MALE,WITHIN,18.8,44.1,0.507,10.2
243013039,388,2006,MALE,WITHIN,18.5,48.1,0.167,9.8
243013040,388,2006,MALE,WITHIN,19.2,58.9,0.240,10.0
243013041,388,2006,MALE,WITHIN,19.0,52.5,0.703,11.4
243011841,389,2006,MALE,WITHIN,.,36.2,0.540,10.2
243011842,389,2006,MALE,WITHIN,.,36.6,0.577,8.8
243011843,389,2006,MALE,WITHIN,.,31.8,0.433,10.0
243011844,389,2006,FEMALE,WITHIN,.,33.2,0.363,9.9
243011845,389,2006,MALE,WITHIN,.,33.5,0.833,9.3
243011846,389,2006,MALE,WITHIN,.,31.5,0.643,9.2
243011848,389,2006,FEMALE,WITHIN,.,35.0,1.097,9.7
243013013,391,2006,.,.,18.7,35.6,0.670,7.5
243013014,391,2006,.,.,18.1,44.0,.,8.7
243013016,391,2006,.,.,17.3,34.9,0.260,9.6
243012596,393,2006,FEMALE,WITHIN,.,36.2,0.170,10.1
243012597,393,2006,MALE,WITHIN,.,39.8,0.593,9.8
243012598,393,2006,FEMALE,WITHIN,.,41.4,0.683,10.0
243012599,393,2006,FEMALE,WITHIN,.,39.1,0.507,
243012600,393,2006,FEMALE,WITHIN,.,37.8,0.433,
243012612,394,2006,MALE,WITHIN,.,48.4,0.983,9.2
243012613,394,2006,.,.,.,47.3,.,9.2
243012614,394,2006,FEMALE,WITHIN,.,43.0,0.493,9.3
243012615,394,2006,MALE,WITHIN,.,54.4,0.763,10.1
243012616,394,2006,FEMALE,WITHIN,.,46.9,0.877,9.7
243012617,394,2006,FEMALE,WITHIN,.,38.2,1.107,9.0
243012654,396,2006,MALE,.,19.4,48.3,0.900,11.7
243012655,396,2006,MALE,.,17.9,51.7,0.833,11.7
243012656,396,2006,MALE,.,18.5,56.4,0.373,7.2
243012657,396,2006,MALE,.,18.8,37.4,0.637,9.2
243012658,396,2006,FEMALE,.,18.5,46.3,0.743,9.5
243012659,396,2006,MALE,.,18.7,45.5,0.923,10.3
243013078,398,2006,FEMALE,WITHIN,18.8,43.4,0.903,9.5
243013079,398,2006,MALE,WITHIN,18.9,37.6,1.473,9.0
243013080,398,2006,FEMALE,WITHIN,19.0,35.8,0.517,9.5
243013081,398,2006,FEMALE,WITHIN,18.1,29.2,1.440,9.0
243013082,398,2006,MALE,WITHIN,19.3,41.3,0.600,9.4
243013083,398,2006,MALE,WITHIN,20.0,41.6,0.927,9.8
243012618,399,2006,MALE,WITHIN,.,45.6,0.310,10.0
243012619,399,2006,FEMALE,WITHIN,.,51.5,0.570,9.5
243012620,399,2006,FEMALE,WITHIN,.,50.1,0.530,10.6
243012621,399,2006,MALE,WITHIN,.,43.0,0.460,11.6
243012622,399,2006,.,.,.,50.5,.,.
243012623,399,2006,MALE,WITHIN,.,43.1,0.330,10.1
243012624,399,2006,FEMALE,WITHIN,.,.,0.463,9.9
243012634,400,2006,.,.,18.3,32.0,0.390,9.6
243013512,400,2006,.,.,18.3,37.2,0.580,10.1
243013513,400,2006,.,.,19.0,35.5,0.547,10.5
243013514,400,2006,.,.,19.0,36.7,0.370,11.0
246090202,401,2006,FEMALE,WITHIN,19.3,43.2,0.943,9.9
246090203,401,2006,FEMALE,WITHIN,18.8,38.9,0.610,9.8
246090204,401,2006,FEMALE,.,18.8,42.0,0.523,9.9
246090205,401,2006,FEMALE,WITHIN,18.8,43.0,0.477,10.0
243013931,404,2006,MALE,WITHIN,.,43.6,0.763,9.0
243013932,404,2006,MALE,WITHIN,.,53.0,0.550,8.9
243013933,404,2006,FEMALE,WITHIN,.,54.3,0.607,9.6
243013934,404,2006,MALE,WITHIN,.,52.7,0.613,9.5
243013935,404,2006,MALE,WITHIN,.,54.7,0.623,9.0
243013936,404,2006,MALE,WITHIN,.,53.9,0.630,9.4
243013911,405,2006,MALE,WITHIN,19.1,49.5,0.720,9.8
243013912,405,2006,MALE,EXTRA,19.7,49.4,0.703,10.1
243013913,405,2006,FEMALE,WITHIN,18.6,43.6,0.697,10.7
243013914,405,2006,FEMALE,EXTRA,18.6,44.6,0.653,10.4
243013915,405,2006,FEMALE,WITHIN,18.4,48.4,0.730,9.6
243013916,405,2006,FEMALE,WITHIN,16.9,37.2,0.683,8.5
243012180,406,2006,FEMALE,WITHIN,19.1,47.2,0.383,10.0
243012181,406,2006,FEMALE,WITHIN,18.8,53.6,0.280,9.8
243012182,406,2006,FEMALE,WITHIN,19.6,48.0,0.287,9.9
243012183,406,2006,FEMALE,WITHIN,19.1,49.5,0.413,10.1
243012184,406,2006,MALE,WITHIN,19.2,49.8,0.157,10.3
243012185,406,2006,FEMALE,EXTRA,19.5,44.4,0.320,10.4
243013084,409,2006,MALE,WITHIN,19.3,36.7,0.600,9.7
243013085,409,2006,FEMALE,WITHIN,18.7,33.2,0.903,9.3
243013086,409,2006,MALE,WITHIN,18.8,33.6,0.577,9.0
243013087,409,2006,MALE,WITHIN,18.3,39.1,0.670,8.3
243012780,410,2006,MALE,WITHIN,18.8,45.5,0.560,9.4
243012781,410,2006,MALE,WITHIN,18.6,41.2,0.480,12.0
243012782,410,2006,MALE,.,18.0,46.8,0.550,9.9
243012783,410,2006,FEMALE,WITHIN,19.2,40.4,0.553,9.7
243012784,410,2006,FEMALE,WITHIN,18.0,49.8,0.417,8.9
246090021,414,2006,.,.,18.8,38.7,0.250,10.2
246090022,414,2006,.,.,17.8,39.8,.,7.8
246090023,414,2006,.,.,19.1,40.7,0.433,10.1
246090024,414,2006,.,.,18.9,29.2,0.393,9.0
246090025,414,2006,.,.,18.8,37.7,0.313,9.8
243012477,415,2006,FEMALE,WITHIN,.,39.5,0.267,7.8
243012478,415,2006,FEMALE,WITHIN,.,33.9,0.453,6.3
243012479,415,2006,FEMALE,WITHIN,.,36.4,0.353,7.6
243012480,415,2006,MALE,WITHIN,.,45.7,0.877,9.7
243013937,416,2006,FEMALE,WITHIN,19.1,36.0,0.680,10.5
243013938,416,2006,MALE,WITHIN,18.8,34.6,0.803,10.7
243013939,416,2006,MALE,WITHIN,18.7,33.6,1.557,10.0
243013940,416,2006,FEMALE,WITHIN,19.3,32.0,0.853,10.0
243013941,416,2006,MALE,WITHIN,18.7,36.6,0.947,10.2
243012721,417,2006,MALE,WITHIN,18.3,38.4,0.070,10.3
243012722,417,2006,FEMALE,WITHIN,18.8,35.2,0.587,10.0
243012723,417,2006,FEMALE,WITHIN,17.9,34.1,0.253,8.8
243012724,417,2006,FEMALE,EXTRA,18.8,49.5,0.987,9.0
243013901,418,2006,MALE,WITHIN,19.8,33.4,1.093,10.9
243013902,418,2006,FEMALE,WITHIN,19.0,58.8,0.910,11.3
243013903,418,2006,FEMALE,WITHIN,19.4,37.2,0.483,11.1
243013904,418,2006,MALE,WITHIN,19.1,40.8,1.093,11.2
243013905,418,2006,FEMALE,WITHIN,19.2,42.3,0.707,10.7
243013906,418,2006,MALE,WITHIN,19.6,52.7,0.863,11.2
243012625,419,2006,MALE,WITHIN,.,40.9,0.603,10.6
243012626,419,2006,MALE,WITHIN,.,38.3,0.517,10.0
243012627,419,2006,MALE,WITHIN,.,36.5,0.470,10.0
243012628,419,2006,FEMALE,WITHIN,.,36.8,0.713,10.0
243012629,419,2006,FEMALE,WITHIN,.,40.4,0.650,10.4
243012630,419,2006,FEMALE,WITHIN,.,39.1,0.740,10.6
243012631,419,2006,MALE,WITHIN,.,50.9,0.683,9.7
246090265,420,2006,.,.,.,41.2,0.617,10.2
246090266,420,2006,.,.,.,37.6,0.537,8.8
246090267,420,2006,.,.,.,36.5,0.713,9.5
243013089,421,2006,FEMALE,WITHIN,18.5,40.5,0.377,9.6
243013090,421,2006,MALE,WITHIN,18.9,45.2,0.493,9.6
243013091,421,2006,MALE,WITHIN,18.5,44.1,0.653,9.8
243013092,421,2006,FEMALE,EXTRA,19.4,41.8,0.680,9.5
243013269,422,2006,.,.,18.6,45.3,0.510,9.7
243013270,422,2006,.,.,18.5,47.7,0.413,9.9
243013271,422,2006,.,.,18.8,41.2,0.327,9.5
243013272,422,2006,.,.,18.8,45.3,0.423,9.9
243013273,422,2006,.,.,18.9,50.6,0.273,8.6
243013274,422,2006,.,.,19.3,43.1,0.313,10.2
237035180,423,2006,MALE,WITHIN,.,40.5,0.430,9.9
237035181,423,2006,FEMALE,WITHIN,.,39.9,0.503,9.6
237035182,423,2006,MALE,WITHIN,.,37.8,0.423,10.0
237035183,423,2006,MALE,WITHIN,.,52.7,0.890,10.4
237035184,423,2006,FEMALE,WITHIN,.,39.9,0.530,10.6
237035185,423,2006,FEMALE,.,.,40.0,0.457,10.4
243012187,424,2006,MALE,WITHIN,18.9,40.2,0.450,10.6
243012188,424,2006,MALE,WITHIN,19.2,47.1,1.193,10.1
243012189,424,2006,FEMALE,WITHIN,18.3,45.7,0.633,10.2
243012190,424,2006,.,.,19.9,41.6,0.730,10.7
243012191,424,2006,MALE,EXTRA,18.3,44.2,0.607,10.7
243012192,424,2006,FEMALE,EXTRA,19.2,44.0,0.807,10.7
243012193,424,2006,MALE,WITHIN,18.8,50.6,0.667,10.0
243012194,424,2006,MALE,EXTRA,19.6,51.6,0.593,9.9
243012472,425,2006,FEMALE,WITHIN,.,37.7,0.707,9.4
243012473,425,2006,MALE,WITHIN,.,37.1,0.887,10.0
243012474,425,2006,FEMALE,WITHIN,.,44.2,0.487,7.6
243012475,425,2006,MALE,EXTRA,.,40.8,0.740,9.0
243012476,425,2006,MALE,WITHIN,.,37.4,0.917,9.7
246090026,426,2006,.,.,19.2,46.2,1.037,8.5
246090027,426,2006,.,.,19.1,49.4,0.993,9.6
246090028,426,2006,.,.,19.0,41.1,0.723,9.1
246090029,426,2006,.,.,19.4,43.6,0.953,9.8
246090030,426,2006,.,.,18.9,43.4,0.733,8.6
243012059,427,2006,FEMALE,WITHIN,.,39.1,0.767,8.5
243012060,427,2006,MALE,WITHIN,.,42.0,0.673,9.7
243012061,427,2006,MALE,WITHIN,.,40.8,0.810,9.4
243012062,427,2006,MALE,WITHIN,.,39.8,0.620,9.0
243012063,427,2006,FEMALE,WITHIN,.,39.7,0.973,9.2
243012064,427,2006,MALE,WITHIN,.,31.8,0.643,9.6
243012936,428,2006,.,.,18.0,.,0.317,8.4
243012937,428,2006,.,.,18.1,.,0.577,9.2
243012938,428,2006,.,.,18.5,.,0.623,9.4
243012939,428,2006,.,.,18.9,.,0.583,9.8
243012940,428,2006,.,.,18.8,.,0.610,8.8
