NEST,CS,E1D,BD0,NY4,NY11,BANDNUM,RECRUIT,MASS11,TARSUS11,HCT11,BLEED_TIME,BLEED_TIME2,SAMPLE_TIME_SEC,PLASMA_VOL_uL,PLASMA_CORT_ngml,LOG_CORT_NGML,CHANGE_IN_CORT_ngml,LOG_CHANGE_ngml,EIA_PLATE,NFATE,TDAY,FEM_TREAT,MWS_INITIATED,MW_DAYS,SWAP_NEST,NESTLING_TREAT,BIOL_MOTHER,BIOL_MOTHER_MASS,BIOL_MOTHER_TARSUS,FBAND,FEM_MASS_DAY,FEM_MASS_HR,FEM_MASS,FEM_TARSUS,NOTES
T 18-1,6,145,162,6,6,197037084,0,10.1,18.3,39,30,3,.,34,16.92793024,1.253530154,14.2356865,1.384455326,2,success,178,EXP,144,1,Z  6-1,NAT,197035854,12.7,19.1,197035878,159,7,12.1,19.1,.
T 18-1,6,145,162,6,6,197037083,0,10.2,19,39,0,1,135,32,2.692243746,0.567290364,0,1,2,success,178,EXP,144,1,Z  6-1,NAT,197035854,12.7,19.1,197035878,159,7,12.1,19.1,.
S 29-1,7,136,155,6,6,197036593,0,10,19,.,.,.,.,.,.,.,.,.,.,success,169,EXP,133,3,S 19-1,NAT,270046538,12.8,19.5,197036119,149,10,12,19.6,.
S 29-1,7,136,155,6,6,197036592,0,10.5,19.2,.,.,.,.,.,.,.,.,.,.,success,169,EXP,133,3,S 19-1,NAT,270046538,12.8,19.5,197036119,149,10,12,19.6,.
S 29-1,7,136,155,6,6,197036591,0,9.8,19.5,.,.,.,.,.,.,.,.,.,.,success,169,EXP,133,3,S 19-1,NAT,270046538,12.8,19.5,197036119,149,10,12,19.6,.
S 29-1,7,136,155,6,6,197036590,0,10,18.5,42,15,2,.,22,20.68656551,1.336190778,20.68656551,1.486948284,5,success,169,EXP,133,3,S 19-1,NAT,270046538,12.8,19.5,197036119,149,10,12,19.6,.
S 29-1,7,136,155,6,6,197036589,0,9.7,18.7,38,30,3,.,26,14.2272573,1.182621686,11.15861376,1.325487211,6,success,169,EXP,133,3,S 19-1,NAT,270046538,12.8,19.5,197036119,149,10,12,19.6,.
S 29-1,7,136,155,6,6,197036588,0,10,19.3,41,0,1,95,19,3.068643541,0.609449642,0,1,6,success,169,EXP,133,3,S 19-1,NAT,270046538,12.8,19.5,197036119,149,10,12,19.6,.
S 26-1,6,141,158,6,6,197036944,0,10,17.8,.,.,.,.,.,.,.,.,.,.,success,171,EXP,134,7,N 10-1,NAT,197035726,11.2,18.8,197035851,153,9,11.4,18.1,.
S 26-1,6,141,158,6,6,197036943,0,10.4,17.5,.,.,.,.,.,.,.,.,.,.,success,171,EXP,134,7,N 10-1,NAT,197035726,11.2,18.8,197035851,153,9,11.4,18.1,.
S 26-1,6,141,158,6,6,197036942,0,8.9,16.6,.,.,.,.,.,.,.,.,.,.,success,171,EXP,134,7,N 10-1,NAT,197035726,11.2,18.8,197035851,153,9,11.4,18.1,.
S 26-1,6,141,158,6,6,197036941,0,9.4,18,27,15,2,.,19,10.58222554,1.063792018,10.58222554,1.313492333,3,success,171,EXP,134,7,N 10-1,NAT,197035726,11.2,18.8,197035851,153,9,11.4,18.1,.
S 26-1,6,141,158,6,6,197036940,0,10.5,18.5,40,30,3,.,30,7.171857513,0.912320786,6.390702649,1.214597572,3,success,171,EXP,134,7,N 10-1,NAT,197035726,11.2,18.8,197035851,153,9,11.4,18.1,.
S 26-1,6,141,158,6,6,197036939,0,9.8,18.2,39,0,1,150,20,0.781154864,0.250701681,0,1,3,success,171,EXP,134,7,N 10-1,NAT,197035726,11.2,18.8,197035851,153,9,11.4,18.1,.
S 24-1,7,135,154,7,7,197035889,0,10.3,18.8,.,.,.,.,.,.,.,.,.,.,success,169,EXP,130,5,Q 33-1,NAT,197036118,13.1,19.9,270047009,202,7,10.9,18.8,.
S 24-1,7,135,154,7,7,197035888,0,10.8,18.6,.,.,.,.,.,.,.,.,.,.,success,169,EXP,130,5,Q 33-1,NAT,197036118,13.1,19.9,270047009,202,7,10.9,18.8,.
S 24-1,7,135,154,7,7,197035887,0,10.4,17.8,.,.,.,.,.,.,.,.,.,.,success,169,EXP,130,5,Q 33-1,NAT,197036118,13.1,19.9,270047009,202,7,10.9,18.8,.
S 24-1,7,135,154,7,7,197035886,0,10.7,18.3,50,30,3,.,8,24.74352315,1.410667982,21.05295601,1.492102948,3,success,169,EXP,130,5,Q 33-1,NAT,197036118,13.1,19.9,270047009,202,7,10.9,18.8,.
S 24-1,7,135,154,7,7,197035885,0,10.1,18.6,46,15,2,.,24,17.78216003,1.273745536,17.78216003,1.443766009,3,success,169,EXP,130,5,Q 33-1,NAT,197036118,13.1,19.9,270047009,202,7,10.9,18.8,.
S 24-1,7,135,154,7,7,197035884,0,10.8,18.8,.,.,.,.,.,.,.,.,.,.,success,169,EXP,130,5,Q 33-1,NAT,197036118,13.1,19.9,270047009,202,7,10.9,18.8,.
S 24-1,7,135,154,7,7,197035883,0,10.6,18.8,48.3,0,1,271,7,3.690567138,0.671225357,0,1,3,success,169,EXP,130,5,Q 33-1,NAT,197036118,13.1,19.9,270047009,202,7,10.9,18.8,.
R 30-1,7,136,155,7,7,197036600,0,9.6,18.5,.,.,.,.,.,.,.,.,.,.,success,169,EXP,129,7,T 12-1,NAT,270046652,11.5,19.1,197036114,149,7,11.4,19.2,.
R 30-1,7,136,155,7,7,197036599,0,10.5,19,.,.,.,.,.,.,.,.,.,.,success,169,EXP,129,7,T 12-1,NAT,270046652,11.5,19.1,197036114,149,7,11.4,19.2,.
R 30-1,7,136,155,7,7,197036598,0,10.2,18.6,.,.,.,.,.,.,.,.,.,.,success,169,EXP,129,7,T 12-1,NAT,270046652,11.5,19.1,197036114,149,7,11.4,19.2,.
R 30-1,7,136,155,7,7,197036597,0,9.7,19,.,.,.,.,.,.,.,.,.,.,success,169,EXP,129,7,T 12-1,NAT,270046652,11.5,19.1,197036114,149,7,11.4,19.2,.
R 30-1,7,136,155,7,7,197036596,0,10.6,18.7,53.7,30,3,.,12,6.027375025,0.846793131,5.225168438,1.182562106,5,success,169,EXP,129,7,T 12-1,NAT,270046652,11.5,19.1,197036114,149,7,11.4,19.2,.
R 30-1,7,136,155,7,7,197036595,0,10,18.9,50,15,2,.,26,10.49610859,1.060550858,10.49610859,1.311671413,5,success,169,EXP,129,7,T 12-1,NAT,270046652,11.5,19.1,197036114,149,7,11.4,19.2,.
R 30-1,7,136,155,7,7,197036594,0,10.2,18.5,51.3,0,1,110,21,0.802206587,0.255804573,0,1,5,success,169,EXP,129,7,T 12-1,NAT,270046652,11.5,19.1,197036114,149,7,11.4,19.2,.
Q 31-1,7,137,156,7,7,197036741,0,9.6,18,46,30,3,.,13,20.16992694,1.325719359,17.2310713,1.435064727,2,success,172,EXP,129,8,Q 30-1,NAT,197035852,12.2,18.8,197036117,149,9,13.2,19.8,.
Q 31-1,7,137,156,7,7,197036740,0,9.8,18.6,48,15,2,.,12,19.47630866,1.311251667,19.47630866,1.469473096,2,success,172,EXP,129,8,Q 30-1,NAT,197035852,12.2,18.8,197036117,149,9,13.2,19.8,.
Q 31-1,7,137,156,7,7,197036739,0,9.2,17,.,.,.,.,.,.,.,.,.,.,success,172,EXP,129,8,Q 30-1,NAT,197035852,12.2,18.8,197036117,149,9,13.2,19.8,.
Q 31-1,7,137,156,7,7,197036738,0,9.2,18.4,.,.,.,.,.,.,.,.,.,.,success,172,EXP,129,8,Q 30-1,NAT,197035852,12.2,18.8,197036117,149,9,13.2,19.8,.
Q 31-1,7,137,156,7,7,197036737,0,9.4,18,.,.,.,.,.,.,.,.,.,.,success,172,EXP,129,8,Q 30-1,NAT,197035852,12.2,18.8,197036117,149,9,13.2,19.8,.
Q 31-1,7,137,156,7,7,197036736,0,10,18.2,.,.,.,.,.,.,.,.,.,.,success,172,EXP,129,8,Q 30-1,NAT,197035852,12.2,18.8,197036117,149,9,13.2,19.8,.
Q 31-1,7,137,156,7,7,197036735,0,10.3,18.2,47,0,1,180,15,2.938855638,0.595370064,0,1,2,success,172,EXP,129,8,Q 30-1,NAT,197035852,12.2,18.8,197036117,149,9,13.2,19.8,.
Q 29-1,7,142,158,5,5,197036938,0,10.3,17.5,.,.,.,.,.,.,.,.,.,.,success,172,EXP,137,5,Z  4-1,NAT,270047997,11.9,19.4,197035569,154,8,11.8,18.6,.
Q 29-1,7,142,158,5,5,197036937,0,9.7,18.1,40,30,3,.,20,25.40686955,1.42171692,24.48637342,1.537647526,6,success,172,EXP,137,5,Z  4-1,NAT,270047997,11.9,19.4,197035569,154,8,11.8,18.6,.
Q 29-1,7,142,158,5,5,197036936,0,10.1,18,39,15,2,.,13,19.49319024,1.311609572,19.49319024,1.469721752,6,success,172,EXP,137,5,Z  4-1,NAT,270047997,11.9,19.4,197035569,154,8,11.8,18.6,.
Q 29-1,7,142,158,5,5,197036935,0,9.8,18.1,.,.,.,.,.,.,.,.,.,.,success,172,EXP,137,5,Z  4-1,NAT,270047997,11.9,19.4,197035569,154,8,11.8,18.6,.
Q 29-1,7,142,158,5,5,197036934,0,9.3,17,29.3,0,1,70,18,0.920496133,0.283413437,0,1,6,success,172,EXP,137,5,Z  4-1,NAT,270047997,11.9,19.4,197035569,154,8,11.8,18.6,.
Q 29-1,7,142,158,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,172,EXP,137,5,Z  4-1,NAT,270047997,11.9,19.4,197035569,154,8,11.8,18.6,.
P  6-1,7,133,154,5,5,197036568,1,10.7,18.7,42,0,1,90,29,1.560136467,0.408263116,0,1,3,success,169,EXP,129,4,O  4-1,NAT,275085686,12.1,19.3,275085688,145,10,13,18.3,Fem laid an egg on morning after flood in wet nest. Egg gone the next day and replaced w/ fresh egg
P  6-1,7,133,154,5,5,197036572,0,10.1,19,46,15,2,.,24,14.03539033,1.177114707,14.03539033,1.380851179,3,success,169,EXP,129,4,O  4-1,NAT,275085686,12.1,19.3,275085688,145,10,13,18.3,Fem laid an egg on morning after flood in wet nest. Egg gone the next day and replaced w/ fresh egg
P  6-1,7,133,154,5,5,197036571,0,10.8,19,.,.,.,.,.,.,.,.,.,.,success,169,EXP,129,4,O  4-1,NAT,275085686,12.1,19.3,275085688,145,10,13,18.3,Fem laid an egg on morning after flood in wet nest. Egg gone the next day and replaced w/ fresh egg
P  6-1,7,133,154,5,5,197036570,0,10.6,19.6,.,.,.,.,.,.,.,.,.,.,success,169,EXP,129,4,O  4-1,NAT,275085686,12.1,19.3,275085688,145,10,13,18.3,Fem laid an egg on morning after flood in wet nest. Egg gone the next day and replaced w/ fresh egg
P  6-1,7,133,154,5,5,197036569,0,10.8,19.7,42,30,3,.,31,38.02555571,1.591349096,36.46541924,1.66712986,3,success,169,EXP,129,4,O  4-1,NAT,275085686,12.1,19.3,275085688,145,10,13,18.3,Fem laid an egg on morning after flood in wet nest. Egg gone the next day and replaced w/ fresh egg
O  7-1,7,138,157,4,4,197037038,0,10,18.3,31,15,2,.,13,22.79989873,1.376575109,22.79989873,1.515872503,2,success,171,EXP,133,5,O  3-1,NAT,197036110,11.9,19.4,197036113,149,6,12.2,19.9,.
O  7-1,7,138,157,4,4,197037037,0,9.6,17.8,.,.,.,.,.,.,.,.,.,.,success,171,EXP,133,5,O  3-1,NAT,197036110,11.9,19.4,197036113,149,6,12.2,19.9,.
O  7-1,7,138,157,4,4,197037036,0,11.1,18.2,43,30,3,.,10,29.0685367,1.478112294,28.40648459,1.584404557,2,success,171,EXP,133,5,O  3-1,NAT,197036110,11.9,19.4,197036113,149,6,12.2,19.9,.
O  7-1,7,138,157,4,4,197037035,0,10.5,18,42,0,1,150,20,0.662052113,0.220644637,0,1,2,success,171,EXP,133,5,O  3-1,NAT,197036110,11.9,19.4,197036113,149,6,12.2,19.9,.
YF 5-1,7,131,151,4,4,197036509,0,10.6,18.7,38.7,30,3,.,27,40.95814338,1.622816263,37.94756062,1.680766517,2,success,163,NAT,.,.,YA 4-1,CON,197036102,12.3,19.2,197035840,145,6,12.3,18.6,.
YF 5-1,7,131,151,4,4,197036508,0,10.5,19.3,39,15,2,.,33,25.90120096,1.429771669,25.90120096,1.555108977,2,success,163,NAT,.,.,YA 4-1,CON,197036102,12.3,19.2,197035840,145,6,12.3,18.6,.
YF 5-1,7,131,151,4,4,197036507,0,10.2,19.4,.,.,.,.,.,.,.,.,.,.,success,163,NAT,.,.,YA 4-1,CON,197036102,12.3,19.2,197035840,145,6,12.3,18.6,.
YF 5-1,7,131,151,4,4,197036506,0,10.3,18.4,31,0,1,80,28,3.010582758,0.603207482,0,1,3,success,163,NAT,.,.,YA 4-1,CON,197036102,12.3,19.2,197035840,145,6,12.3,18.6,.
YF 5-1,7,131,151,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,163,NAT,.,.,YA 4-1,CON,197036102,12.3,19.2,197035840,145,6,12.3,18.6,.
YF 5-1,7,131,151,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,163,NAT,.,.,YA 4-1,CON,197036102,12.3,19.2,197035840,145,6,12.3,18.6,.
YF 5-1,7,131,151,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,163,NAT,.,.,YA 4-1,CON,197036102,12.3,19.2,197035840,145,6,12.3,18.6,.
YA 6-2,7,141,163,6,4,197037099,.,10.7,18.9,.,.,.,.,.,.,.,.,.,.,success,182,NAT,.,.,YB 7-1,CON,197035745,11.9,18.5,275085483,152,7,13.3,19,.
YA 6-2,7,141,163,6,4,197037098,0,10.2,18,49,15,2,.,25,4.684306824,0.754677512,4.684306824,1.16685345,1,success,182,NAT,.,.,YB 7-1,CON,197035745,11.9,18.5,275085483,152,7,13.3,19,.
YA 6-2,7,141,163,6,4,197037097,0,10.4,18.3,47,30,3,.,22,13.02324365,1.14684848,11.90287234,1.340501072,5,success,182,NAT,.,.,YB 7-1,CON,197035745,11.9,18.5,275085483,152,7,13.3,19,.
YA 6-2,7,141,163,6,4,197037096,0,9.8,18.6,46,0,1,125,30,1.12037131,0.326411919,0,1,1,success,182,NAT,.,.,YB 7-1,CON,197035745,11.9,18.5,275085483,152,7,13.3,19,.
YA 6-2,7,141,163,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,182,NAT,.,.,YB 7-1,CON,197035745,11.9,18.5,275085483,152,7,13.3,19,.
YA 6-2,7,141,163,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,182,NAT,.,.,YB 7-1,CON,197035745,11.9,18.5,275085483,152,7,13.3,19,.
YA 6-2,7,141,163,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,182,NAT,.,.,YB 7-1,CON,197035745,11.9,18.5,275085483,152,7,13.3,19,.
V 16-1,7,142,158,6,6,197036955,0,10,17.6,.,.,.,.,.,.,.,.,.,.,success,172,NAT,.,.,U 16-1,CON,197035850,12.2,18.2,270046677,155,8,14.5,20.3,.
V 16-1,7,142,158,6,6,197036954,0,9.6,18.5,41,15,2,.,15,27.53074004,1.455313037,27.53074004,1.574387128,6,success,172,NAT,.,.,U 16-1,CON,197035850,12.2,18.2,270046677,155,8,14.5,20.3,.
V 16-1,7,142,158,6,6,197036953,0,9.8,17.7,.,.,.,.,.,.,.,.,.,.,success,172,NAT,.,.,U 16-1,CON,197035850,12.2,18.2,270046677,155,8,14.5,20.3,.
V 16-1,7,142,158,6,6,197036952,0,9.4,18.2,38,30,3,.,4,34.72455729,1.552966856,32.75755687,1.631012882,6,success,172,NAT,.,.,U 16-1,CON,197035850,12.2,18.2,270046677,155,8,14.5,20.3,.
V 16-1,7,142,158,6,6,197036951,0,9.4,17.8,.,.,.,.,.,.,.,.,.,.,success,172,NAT,.,.,U 16-1,CON,197035850,12.2,18.2,270046677,155,8,14.5,20.3,.
V 16-1,7,142,158,6,6,197036950,0,9.8,18,38,0,1,160,10,1.967000419,0.472317608,0,1,6,success,172,NAT,.,.,U 16-1,CON,197035850,12.2,18.2,270046677,155,8,14.5,20.3,.
V 14-1,7,136,155,7,7,197036733,0,10.4,18.4,44,30,3,.,31,13.53930639,1.162543689,10.98776964,1.321966289,3,success,171,NAT,.,.,V 11-1,CON,275085206,13.5,19.4,197035844,148,9,12.1,19.2,.
V 14-1,7,136,155,7,7,197036732,0,10.9,18.5,46,15,2,.,19,11.49749264,1.09682289,11.49749264,1.332387809,3,success,171,NAT,.,.,V 11-1,CON,275085206,13.5,19.4,197035844,148,9,12.1,19.2,.
V 14-1,7,136,155,7,7,197036731,0,10.2,18.4,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,V 11-1,CON,275085206,13.5,19.4,197035844,148,9,12.1,19.2,.
V 14-1,7,136,155,7,7,197036730,0,10.6,18.8,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,V 11-1,CON,275085206,13.5,19.4,197035844,148,9,12.1,19.2,.
V 14-1,7,136,155,7,7,197036729,0,10.5,18.5,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,V 11-1,CON,275085206,13.5,19.4,197035844,148,9,12.1,19.2,.
V 14-1,7,136,155,7,7,197036728,0,9.9,18.8,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,V 11-1,CON,275085206,13.5,19.4,197035844,148,9,12.1,19.2,.
V 14-1,7,136,155,7,7,197036727,0,10.8,18.8,38,0,1,180,16,2.551536749,0.550416313,0,1,3,success,171,NAT,.,.,V 11-1,CON,275085206,13.5,19.4,197035844,148,9,12.1,19.2,.
T 15-1,8,132,153,6,5,197036717,1,9.8,18.1,.,.,.,.,.,.,.,.,.,.,success,167,NAT,.,.,R 24-1,CON,270046645,12.1,19.6,266056759,146,9,12.6,19.4,.
T 15-1,8,132,153,6,5,197036719,0,9.9,18.9,42,30,3,.,18,10.424151,1.057823935,3.493621449,1.130128522,1,success,167,NAT,.,.,R 24-1,CON,270046645,12.1,19.6,266056759,146,9,12.6,19.4,.
T 15-1,8,132,153,6,5,197036718,0,10.6,18.5,45,15,2,.,20,18.43153332,1.288507072,18.43153332,1.453800282,1,success,167,NAT,.,.,R 24-1,CON,270046645,12.1,19.6,266056759,146,9,12.6,19.4,.
T 15-1,8,132,153,6,5,197036716,0,10.3,18.9,.,.,.,.,.,.,.,.,.,.,success,167,NAT,.,.,R 24-1,CON,270046645,12.1,19.6,266056759,146,9,12.6,19.4,.
T 15-1,8,132,153,6,5,197036715,0,10.4,19.5,47,0,1,180,12,6.93052955,0.899302188,0,1,5,success,167,NAT,.,.,R 24-1,CON,270046645,12.1,19.6,266056759,146,9,12.6,19.4,.
T 15-1,8,132,153,6,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,167,NAT,.,.,R 24-1,CON,270046645,12.1,19.6,266056759,146,9,12.6,19.4,.
T 14-1,7,138,158,7,7,197037059,0,10.2,19.1,.,.,.,.,.,.,.,.,.,.,success,173,NAT,.,.,Z 13-1,CON,270047100,13,19.8,270047136,146,8,10.8,18.8,.
T 14-1,7,138,158,7,7,197037058,0,10.6,18.9,.,.,.,.,.,.,.,.,.,.,success,173,NAT,.,.,Z 13-1,CON,270047100,13,19.8,270047136,146,8,10.8,18.8,.
T 14-1,7,138,158,7,7,197037057,0,10.8,18.7,.,.,.,.,.,.,.,.,.,.,success,173,NAT,.,.,Z 13-1,CON,270047100,13,19.8,270047136,146,8,10.8,18.8,.
T 14-1,7,138,158,7,7,197037056,0,10.5,19.2,.,.,.,.,.,.,.,.,.,.,success,173,NAT,.,.,Z 13-1,CON,270047100,13,19.8,270047136,146,8,10.8,18.8,.
T 14-1,7,138,158,7,7,197037055,0,10,19.4,41,15,2,.,29,7.723702986,0.940700871,7.723702986,1.248554464,1,success,173,NAT,.,.,Z 13-1,CON,270047100,13,19.8,270047136,146,8,10.8,18.8,.
T 14-1,7,138,158,7,7,197037054,0,10.7,19.1,43,30,3,.,18,10.52543979,1.061657506,10.04376246,1.301979247,1,success,173,NAT,.,.,Z 13-1,CON,270047100,13,19.8,270047136,146,8,10.8,18.8,.
T 14-1,7,138,158,7,7,197037053,0,10.1,19,40.3,0,1,90,26,0.481677336,0.170753638,0,1,1,success,173,NAT,.,.,Z 13-1,CON,270047100,13,19.8,270047136,146,8,10.8,18.8,.
S 21-1,6,133,152,7,7,197036531,0,10,18.6,.,.,.,.,.,.,.,.,.,.,success,168,NAT,.,.,R 26-1,CON,197036115,12,19.6,197035558,145,10,.,19.3,.
S 21-1,6,133,152,7,7,197036530,0,10.6,19.4,.,.,.,.,.,.,.,.,.,.,success,168,NAT,.,.,R 26-1,CON,197036115,12,19.6,197035558,145,10,.,19.3,.
S 21-1,6,133,152,7,7,197036529,0,10.3,18.7,.,.,.,.,.,.,.,.,.,.,success,168,NAT,.,.,R 26-1,CON,197036115,12,19.6,197035558,145,10,.,19.3,.
S 21-1,6,133,152,7,7,197036528,0,9.9,18.5,45,15,2,.,16,5.118550013,0.786648514,5.118550013,1.179510141,2,success,168,NAT,.,.,R 26-1,CON,197036115,12,19.6,197035558,145,10,.,19.3,.
S 21-1,6,133,152,7,7,197036527,0,10.1,18.5,33,30,3,.,18,18.39907588,1.287781042,17.84357526,1.444725,2,success,168,NAT,.,.,R 26-1,CON,197036115,12,19.6,197035558,145,10,.,19.3,.
S 21-1,6,133,152,7,7,197036526,0,9.9,19.5,.,.,.,.,.,.,.,.,.,.,success,168,NAT,.,.,R 26-1,CON,197036115,12,19.6,197035558,145,10,.,19.3,.
S 21-1,6,133,152,7,7,197036525,0,9.6,19.1,40,0,1,80,27,0.555500619,0.191870188,0,1,2,success,168,NAT,.,.,R 26-1,CON,197036115,12,19.6,197035558,145,10,.,19.3,.
R 32-1,7,132,150,7,7,197035768,0,9.1,18,47,30,3,.,14,27.58229112,1.456097038,25.92760586,1.555428278,3,success,165,NAT,.,.,U 20-1,CON,270046697,12.1,18.6,197035721,144,7,13.3,19.6,.
R 32-1,7,132,150,7,7,197035767,0,10.1,18.9,46.7,15,2,.,16,18.84071953,1.297557418,18.84071953,1.460006091,3,success,165,NAT,.,.,U 20-1,CON,270046697,12.1,18.6,197035721,144,7,13.3,19.6,.
R 32-1,7,132,150,7,7,197035766,0,10.5,18.5,.,.,.,.,.,.,.,.,.,.,success,165,NAT,.,.,U 20-1,CON,270046697,12.1,18.6,197035721,144,7,13.3,19.6,.
R 32-1,7,132,150,7,7,197035765,0,10.1,18.7,.,.,.,.,.,.,.,.,.,.,success,165,NAT,.,.,U 20-1,CON,270046697,12.1,18.6,197035721,144,7,13.3,19.6,.
R 32-1,7,132,150,7,7,197035764,0,10,18.6,.,.,.,.,.,.,.,.,.,.,success,165,NAT,.,.,U 20-1,CON,270046697,12.1,18.6,197035721,144,7,13.3,19.6,.
R 32-1,7,132,150,7,7,197035763,0,10.5,19.5,.,.,.,.,.,.,.,.,.,.,success,165,NAT,.,.,U 20-1,CON,270046697,12.1,18.6,197035721,144,7,13.3,19.6,.
R 32-1,7,132,150,7,7,197035762,0,10,18.1,.,0,1,150,15,1.654685263,0.424013039,0,1,3,success,165,NAT,.,.,U 20-1,CON,270046697,12.1,18.6,197035721,144,7,13.3,19.6,.
R 23-1,6,144,160,6,5,197036976,0,10.1,19.4,39,15,2,.,13,11.40847878,1.093718542,11.40847878,1.330585809,6,success,175,NAT,.,.,R 29-1,CON,197035879,13.7,19.3,197035858,155,8,12.4,18.5,.
R 23-1,6,144,160,6,5,197036975,0,10.8,18.5,.,.,.,.,.,.,.,.,.,.,success,175,NAT,.,.,R 29-1,CON,197035879,13.7,19.3,197035858,155,8,12.4,18.5,.
R 23-1,6,144,160,6,5,197036974,0,10.9,19,.,.,.,.,.,.,.,.,.,.,success,175,NAT,.,.,R 29-1,CON,197035879,13.7,19.3,197035858,155,8,12.4,18.5,.
R 23-1,6,144,160,6,5,197036973,0,10.7,18.7,36,30,3,.,35,17.34171973,1.263440053,11.37282983,1.329862028,5,success,175,NAT,.,.,R 29-1,CON,197035879,13.7,19.3,197035858,155,8,12.4,18.5,.
R 23-1,6,144,160,6,5,197036972,0,11.1,18.9,37,0,1,174,31,5.968889901,0.843163603,0,1,6,success,175,NAT,.,.,R 29-1,CON,197035879,13.7,19.3,197035858,155,8,12.4,18.5,.
R 23-1,6,144,160,6,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,175,NAT,.,.,R 29-1,CON,197035879,13.7,19.3,197035858,155,8,12.4,18.5,.
Q 23-1,7,131,151,7,7,197036517,0,9.5,17.9,36,15,2,.,33,14.57960288,1.192556384,14.57960288,1.390574862,1,success,166,NAT,.,.,Z  2-1,CON,197035720,11.3,18.3,270046650,147,9,11.8,19,.
Q 23-1,7,131,151,7,7,197036516,0,9.8,18,38,30,3,.,18,31.35322354,1.509917558,28.85246942,1.589418627,5,success,166,NAT,.,.,Z  2-1,CON,197035720,11.3,18.3,270046650,147,9,11.8,19,.
Q 23-1,7,131,151,7,7,197036515,0,9.6,18.1,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,Z  2-1,CON,197035720,11.3,18.3,270046650,147,9,11.8,19,.
Q 23-1,7,131,151,7,7,197036514,0,10.1,17.9,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,Z  2-1,CON,197035720,11.3,18.3,270046650,147,9,11.8,19,.
Q 23-1,7,131,151,7,7,197036513,0,9.5,18.5,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,Z  2-1,CON,197035720,11.3,18.3,270046650,147,9,11.8,19,.
Q 23-1,7,131,151,7,7,197036512,0,9.6,18.2,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,Z  2-1,CON,197035720,11.3,18.3,270046650,147,9,11.8,19,.
Q 23-1,7,131,151,7,7,197036511,0,10,17.5,33,0,1,150,15,2.500754119,0.544161609,0,1,1,success,166,NAT,.,.,Z  2-1,CON,197035720,11.3,18.3,270046650,147,9,11.8,19,.
Q 15-1,6,145,163,5,5,197037405,0,9.6,18.8,.,.,.,.,.,.,.,.,.,.,success,178,NAT,.,.,S 27-1,CON,275085106,12.1,18.2,197035853,155,6,11,18.6,.
Q 15-1,6,145,163,5,5,197037404,0,9.8,19,.,.,.,.,.,.,.,.,.,.,success,178,NAT,.,.,S 27-1,CON,275085106,12.1,18.2,197035853,155,6,11,18.6,.
Q 15-1,6,145,163,5,5,197037403,0,10.1,19.4,46,15,2,.,12,10.80423945,1.072038011,10.80423945,1.318151844,2,success,178,NAT,.,.,S 27-1,CON,275085106,12.1,18.2,197035853,155,6,11,18.6,.
Q 15-1,6,145,163,5,5,197037402,0,10.8,19.4,60,30,3,.,15,7.913588936,0.950052602,-1.468521677,0.931024292,2,success,178,NAT,.,.,S 27-1,CON,275085106,12.1,18.2,197035853,155,6,11,18.6,.
Q 15-1,6,145,163,5,5,197037401,0,10.6,18.8,42,0,1,146,15,9.382110613,1.016285652,0,1,3,success,178,NAT,.,.,S 27-1,CON,275085106,12.1,18.2,197035853,155,6,11,18.6,.
Q 15-1,6,145,163,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,178,NAT,.,.,S 27-1,CON,275085106,12.1,18.2,197035853,155,6,11,18.6,.
Q 13-1,6,138,156,6,6,197036914,0,10.6,18.3,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,YC 8-1,CON,270044824,13,19.7,197036109,148,8,12.1,19,.
Q 13-1,6,138,156,6,6,197036913,0,10.4,18.2,41,15,2,.,26,18.64624109,1.293279469,18.64624109,1.457067643,6,success,171,NAT,.,.,YC 8-1,CON,270044824,13,19.7,197036109,148,8,12.1,19,.
Q 13-1,6,138,156,6,6,197036912,0,10.1,18.7,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,YC 8-1,CON,270044824,13,19.7,197036109,148,8,12.1,19,.
