NEST,CS,E1D,BD0,NY4,NY11,BANDNUM,RECRUIT,MASS11,TARSUS11,HCT11,BLEED_TIME,BLEED_TIME2,SAMPLE_TIME_SEC,PLASMA_VOL_uL,PLASMA_CORT_ngml,LOG_CORT_NGML,CHANGE_IN_CORT_ngml,LOG_CHANGE_ngml,EIA_PLATE,NFATE,TDAY,FEM_TREAT,MWS_INITIATED,MW_DAYS,SWAP_NEST,NESTLING_TREAT,BIOL_MOTHER,BIOL_MOTHER_MASS,BIOL_MOTHER_TARSUS,FBAND,FEM_MASS_DAY,FEM_MASS_HR,FEM_MASS,FEM_TARSUS,NOTES
Q 13-1,6,138,156,6,6,197036911,0,10.6,18.6,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,YC 8-1,CON,270044824,13,19.7,197036109,148,8,12.1,19,.
Q 13-1,6,138,156,6,6,197036910,0,10.8,19.8,47,30,3,.,19,28.08988099,1.463741944,25.06037523,1.54481656,6,success,171,NAT,.,.,YC 8-1,CON,270044824,13,19.7,197036109,148,8,12.1,19,.
Q 13-1,6,138,156,6,6,197036909,0,10.6,18.9,46,0,1,150,12,3.029505759,0.605251781,0,1,6,success,171,NAT,.,.,YC 8-1,CON,270044824,13,19.7,197036109,148,8,12.1,19,.
Z  6-1,7,145,163,6,6,197036990,1,9.7,18.6,37.7,0,1,180,5,2.19326986,0.504235622,0,1,6,success,178,NAT,.,.,T 18-1,EXP,197035878,12.1,19.1,197035854,155,6,12.7,19.1,.
Z  6-1,7,145,163,6,6,197036995,0,10.1,18.4,45,30,3,.,10,6.691627078,0.88601822,4.498357218,1.161318796,6,success,178,NAT,.,.,T 18-1,EXP,197035878,12.1,19.1,197035854,155,6,12.7,19.1,.
Z  6-1,7,145,163,6,6,197036994,0,10.8,18.4,.,.,.,.,.,.,.,.,.,.,success,178,NAT,.,.,T 18-1,EXP,197035878,12.1,19.1,197035854,155,6,12.7,19.1,.
Z  6-1,7,145,163,6,6,197036993,0,10.2,17.9,46,15,2,.,16,18.05188733,1.279938005,18.05188733,1.447962086,6,success,178,NAT,.,.,T 18-1,EXP,197035878,12.1,19.1,197035854,155,6,12.7,19.1,.
Z  6-1,7,145,163,6,6,197036992,0,10.1,18.5,.,.,.,.,.,.,.,.,.,.,success,178,NAT,.,.,T 18-1,EXP,197035878,12.1,19.1,197035854,155,6,12.7,19.1,.
Z  6-1,7,145,163,6,6,197036991,0,10.7,18,.,.,.,.,.,.,.,.,.,.,success,178,NAT,.,.,T 18-1,EXP,197035878,12.1,19.1,197035854,155,6,12.7,19.1,.
Z  4-1,6,141,161,5,5,197037076,0,10.4,18.5,.,.,.,.,.,.,.,.,.,.,success,173,NAT,.,.,Q 29-1,EXP,197035569,11.8,18.6,270047997,148,8,11.9,19.4,.
Z  4-1,6,141,161,5,5,197037075,0,10.4,18.3,.,.,.,.,.,.,.,.,.,.,success,173,NAT,.,.,Q 29-1,EXP,197035569,11.8,18.6,270047997,148,8,11.9,19.4,.
Z  4-1,6,141,161,5,5,197037074,0,10.7,19,35.7,15,2,.,33,22.30576485,1.36746336,22.30576485,1.509280028,2,success,173,NAT,.,.,Q 29-1,EXP,197035569,11.8,18.6,270047997,148,8,11.9,19.4,.
Z  4-1,6,141,161,5,5,197037073,0,10.4,18.6,39,30,3,.,25,12.4521273,1.128790968,1.726920345,1.069183975,2,success,173,NAT,.,.,Q 29-1,EXP,197035569,11.8,18.6,270047997,148,8,11.9,19.4,.
Z  4-1,6,141,161,5,5,197037072,0,10.3,18.2,42.7,0,1,95,15,10.72520695,1.069120517,0,1,3,success,173,NAT,.,.,Q 29-1,EXP,197035569,11.8,18.6,270047997,148,8,11.9,19.4,.
Z  4-1,6,141,161,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,173,NAT,.,.,Q 29-1,EXP,197035569,11.8,18.6,270047997,148,8,11.9,19.4,.
Z  4-1,6,141,161,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,173,NAT,.,.,Q 29-1,EXP,197035569,11.8,18.6,270047997,148,8,11.9,19.4,.
X 11-1,7,137,157,7,7,197037020,0,10.8,18.6,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,Y  6-1,EXP,197035845,12.3,17.6,270046998,.,.,.,.,.
X 11-1,7,137,157,7,7,197037019,0,9.9,17.5,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,Y  6-1,EXP,197035845,12.3,17.6,270046998,.,.,.,.,.
X 11-1,7,137,157,7,7,197037018,0,10,18.1,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,Y  6-1,EXP,197035845,12.3,17.6,270046998,.,.,.,.,.
X 11-1,7,137,157,7,7,197037017,0,10.4,18.7,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,Y  6-1,EXP,197035845,12.3,17.6,270046998,.,.,.,.,.
X 11-1,7,137,157,7,7,197037016,0,10.1,17.7,35.7,15,2,.,31,14.8776643,1.200786616,14.8776643,1.395809603,3,success,171,NAT,.,.,Y  6-1,EXP,197035845,12.3,17.6,270046998,.,.,.,.,.
X 11-1,7,137,157,7,7,197037015,0,11.2,18.4,38,30,3,.,29,33.69202736,1.54022968,33.18568214,1.635339784,6,success,171,NAT,.,.,Y  6-1,EXP,197035845,12.3,17.6,270046998,.,.,.,.,.
X 11-1,7,137,157,7,7,197037014,0,10.3,17.5,40.3,0,1,110,17,0.506345216,0.177924513,0,1,3,success,171,NAT,.,.,Y  6-1,EXP,197035845,12.3,17.6,270046998,.,.,.,.,.
W  6-1,7,144,165,6,6,197037415,0,9.8,17.4,47,30,3,.,9,19.25870522,1.306611685,17.00650474,1.43146838,6,success,178,NAT,.,.,V  5-1,EXP,197035755,12.5,18.3,197035856,155,8,12,18.9,.
W  6-1,7,144,165,6,6,197037414,0,10.1,18.9,45.7,15,2,.,12,16.70904577,1.24819516,16.70904577,1.426658372,6,success,178,NAT,.,.,V  5-1,EXP,197035755,12.5,18.3,197035856,155,8,12,18.9,.
W  6-1,7,144,165,6,6,197037413,0,10.5,18.8,.,.,.,.,.,.,.,.,.,.,success,178,NAT,.,.,V  5-1,EXP,197035755,12.5,18.3,197035856,155,8,12,18.9,.
W  6-1,7,144,165,6,6,197037412,0,9.7,18.8,.,.,.,.,.,.,.,.,.,.,success,178,NAT,.,.,V  5-1,EXP,197035755,12.5,18.3,197035856,155,8,12,18.9,.
W  6-1,7,144,165,6,6,197037411,0,9.5,16.5,.,.,.,.,.,.,.,.,.,.,success,178,NAT,.,.,V  5-1,EXP,197035755,12.5,18.3,197035856,155,8,12,18.9,.
W  6-1,7,144,165,6,6,197037410,0,10.6,18.3,46.3,0,1,130,15,2.252200478,0.512177309,0,1,6,success,178,NAT,.,.,V  5-1,EXP,197035755,12.5,18.3,197035856,155,8,12,18.9,.
V 19-1,7,145,162,7,7,197037094,1,9.9,19,.,.,.,.,.,.,.,.,.,.,success,175,NAT,.,.,V 24-1,EXP,197036312,11.4,18.6,197035875,156,8,12.4,17.6,.
V 19-1,7,145,162,7,7,197037095,0,10.3,19.2,.,.,.,.,.,.,.,.,.,.,success,175,NAT,.,.,V 24-1,EXP,197036312,11.4,18.6,197035875,156,8,12.4,17.6,.
V 19-1,7,145,162,7,7,197037093,0,10,18,.,.,.,.,.,.,.,.,.,.,success,175,NAT,.,.,V 24-1,EXP,197036312,11.4,18.6,197035875,156,8,12.4,17.6,.
V 19-1,7,145,162,7,7,197037092,0,9.5,17.6,.,.,.,.,.,.,.,.,.,.,success,175,NAT,.,.,V 24-1,EXP,197036312,11.4,18.6,197035875,156,8,12.4,17.6,.
V 19-1,7,145,162,7,7,197037091,.,9.9,18.5,35,15,2,.,23,13.19316168,1.15207915,13.19316168,1.365359956,6,success,175,NAT,.,.,V 24-1,EXP,197036312,11.4,18.6,197035875,156,8,12.4,17.6,.
V 19-1,7,145,162,7,7,197037090,0,9.8,18.4,41,30,3,.,28,30.08197513,1.492508609,24.42171221,1.536832469,6,success,175,NAT,.,.,V 24-1,EXP,197036312,11.4,18.6,197035875,156,8,12.4,17.6,.
V 19-1,7,145,162,7,7,197037089,0,10.5,18.8,33.7,0,1,70,36,5.66026292,0.823491374,0,1,5,success,175,NAT,.,.,V 24-1,EXP,197036312,11.4,18.6,197035875,156,8,12.4,17.6,.
U 17-1,7,135,152,6,6,197036524,0,10.6,18.6,48,30,3,.,27,28.75032295,1.473491685,19.20865889,1.465511617,5,success,166,NAT,.,.,U 19-1,EXP,197036112,12.7,19,270047004,146,8,11.4,18.7,.
U 17-1,7,135,152,6,6,197036523,0,10.1,18,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,U 19-1,EXP,197036112,12.7,19,270047004,146,8,11.4,18.7,.
U 17-1,7,135,152,6,6,197036522,0,10.1,18.1,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,U 19-1,EXP,197036112,12.7,19,270047004,146,8,11.4,18.7,.
U 17-1,7,135,152,6,6,197036521,0,10.7,19,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,U 19-1,EXP,197036112,12.7,19,270047004,146,8,11.4,18.7,.
U 17-1,7,135,152,6,6,197036520,0,10.6,17.9,49,15,2,.,27,14.07849849,1.178358097,14.07849849,1.381629401,5,success,166,NAT,.,.,U 19-1,EXP,197036112,12.7,19,270047004,146,8,11.4,18.7,.
U 17-1,7,135,152,6,6,197036519,0,10.3,18.2,44,0,1,95,31,9.541664063,1.022909172,0,1,5,success,166,NAT,.,.,U 19-1,EXP,197036112,12.7,19,270047004,146,8,11.4,18.7,.
U 17-1,7,135,152,6,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,U 19-1,EXP,197036112,12.7,19,270047004,146,8,11.4,18.7,.
T 12-1,7,136,154,6,6,197036560,0,10.5,18.6,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,R 30-1,EXP,197036114,11.4,19.2,270046652,148,9,11.5,19.1,.
T 12-1,7,136,154,6,6,197036559,0,10.4,18.8,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,R 30-1,EXP,197036114,11.4,19.2,270046652,148,9,11.5,19.1,.
T 12-1,7,136,154,6,6,197036558,0,10.9,18.1,49,15,2,.,15,10.88713801,1.075077305,10.88713801,1.319878936,1,success,171,NAT,.,.,R 30-1,EXP,197036114,11.4,19.2,270046652,148,9,11.5,19.1,.
T 12-1,7,136,154,6,6,197036557,0,10.6,18.6,47,30,3,.,24,5.430988837,0.808277756,4.332440041,1.156320134,1,success,171,NAT,.,.,R 30-1,EXP,197036114,11.4,19.2,270046652,148,9,11.5,19.1,.
T 12-1,7,136,154,6,6,197036556,0,10.2,17.9,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,R 30-1,EXP,197036114,11.4,19.2,270046652,148,9,11.5,19.1,.
T 12-1,7,136,154,6,6,197036555,0,9.9,18.7,31,0,1,105,39,1.098548796,0.321919072,0,1,1,success,171,NAT,.,.,R 30-1,EXP,197036114,11.4,19.2,270046652,148,9,11.5,19.1,.
S 19-1,7,135,154,7,7,197036567,0,10.8,18.8,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,S 29-1,EXP,197036119,12,19.6,270046538,148,9,12.8,19.5,.
S 19-1,7,135,154,7,7,197036566,0,10.9,18.8,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,S 29-1,EXP,197036119,12,19.6,270046538,148,9,12.8,19.5,.
S 19-1,7,135,154,7,7,197036565,0,10.6,18.9,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,S 29-1,EXP,197036119,12,19.6,270046538,148,9,12.8,19.5,.
S 19-1,7,135,154,7,7,197036564,0,10.8,18.9,55,30,3,.,20,8.233109256,0.965347975,-3.437689866,0.817056751,3,success,171,NAT,.,.,S 29-1,EXP,197036119,12,19.6,270046538,148,9,12.8,19.5,.
S 19-1,7,135,154,7,7,197036563,0,10.4,18.1,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,S 29-1,EXP,197036119,12,19.6,270046538,148,9,12.8,19.5,.
S 19-1,7,135,154,7,7,197036562,0,10.8,18.9,58,15,2,.,18,11.03168281,1.080326374,11.03168281,1.322874023,3,success,171,NAT,.,.,S 29-1,EXP,197036119,12,19.6,270046538,148,9,12.8,19.5,.
S 19-1,7,135,154,7,7,197036561,0,10.6,18.3,45,0,1,115,20,11.67079912,1.102804006,0,1,5,success,171,NAT,.,.,S 29-1,EXP,197036119,12,19.6,270046538,148,9,12.8,19.5,.
Q 33-1,7,135,154,3,2,197035798,0,8.5,17,41,15,2,.,3,19.17898527,1.304899323,19.17898527,1.465070185,3,success,166,NAT,.,.,S 24-1,EXP,270037009,11.7,19.2,197036118,149,10,13.1,19.9,.
Q 33-1,7,135,154,3,2,197035797,0,9.7,17.8,.,0,1,165,11,1.912600478,0.464280917,0,1,3,success,166,NAT,.,.,S 24-1,EXP,270037009,11.7,19.2,197036118,149,10,13.1,19.9,.
Q 33-1,7,135,154,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,S 24-1,EXP,270037009,11.7,19.2,197036118,149,10,13.1,19.9,.
Q 32-1,6,137,160,7,5,197036964,0,9.9,18,.,.,.,.,.,.,.,.,.,.,success,174,NAT,.,.,T 21-1,EXP,270046919,13,18.9,197036116,149,9,13,18.4,.
Q 32-1,6,137,160,7,5,197036963,0,9.2,18.2,44,30,3,.,15,2.860658643,0.586661403,1.013714631,1.04193382,6,success,174,NAT,.,.,T 21-1,EXP,270046919,13,18.9,197036116,149,9,13,18.4,.
Q 32-1,6,137,160,7,5,197036962,0,8.8,17,38.7,15,2,.,13,13.53060723,1.162283764,13.53060723,1.371633135,6,success,174,NAT,.,.,T 21-1,EXP,270046919,13,18.9,197036116,149,9,13,18.4,.
Q 32-1,6,137,160,7,5,197036961,0,9.8,16.9,.,.,.,.,.,.,.,.,.,.,success,174,NAT,.,.,T 21-1,EXP,270046919,13,18.9,197036116,149,9,13,18.4,.
Q 32-1,6,137,160,7,5,197036960,0,8.9,18,43,0,1,125,26,1.846944012,0.454378926,0,1,6,success,174,NAT,.,.,T 21-1,EXP,270046919,13,18.9,197036116,149,9,13,18.4,.
Q 30-1,6,137,156,5,5,197036746,0,9.9,17.5,47.7,30,3,.,9,11.47894601,1.096177906,8.315820116,1.26282637,1,success,171,NAT,.,.,Q 31-1,EXP,197036117,13.2,19.8,197035852,153,9,12.2,18.8,.
Q 30-1,6,137,156,5,5,197036745,0,10.8,18.8,55,15,2,.,10,10.99257505,1.078912445,10.99257505,1.322065715,1,success,171,NAT,.,.,Q 31-1,EXP,197036117,13.2,19.8,197035852,153,9,12.2,18.8,.
Q 30-1,6,137,156,5,5,197036744,0,9.9,18,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,Q 31-1,EXP,197036117,13.2,19.8,197035852,153,9,12.2,18.8,.
Q 30-1,6,137,156,5,5,197036743,0,10.3,18.7,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,Q 31-1,EXP,197036117,13.2,19.8,197035852,153,9,12.2,18.8,.
Q 30-1,6,137,156,5,5,197036742,0,10.4,18.1,62.3,0,1,180,8,3.163125892,0.619419544,0,1,1,success,171,NAT,.,.,Q 31-1,EXP,197036117,13.2,19.8,197035852,153,9,12.2,18.8,.
Q 30-1,6,137,156,5,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,Q 31-1,EXP,197036117,13.2,19.8,197035852,153,9,12.2,18.8,.
O  4-1,7,135,152,5,5,197036536,0,10.9,18.8,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,P  6-1,EXP,275085688,13,18.3,275085686,145,10,12.1,19.3,.
O  4-1,7,135,152,5,5,197036535,0,10.9,18.9,48,15,2,.,17,27.92661906,1.461297676,27.92661906,1.57894413,2,success,166,NAT,.,.,P  6-1,EXP,275085688,13,18.3,275085686,145,10,12.1,19.3,.
O  4-1,7,135,152,5,5,197036534,0,11.6,18.9,.,.,.,.,.,.,.,.,.,.,success,166,NAT,.,.,P  6-1,EXP,275085688,13,18.3,275085686,145,10,12.1,19.3,.
O  4-1,7,135,152,5,5,197036533,0,10.7,18.2,50,30,3,.,22,34.82012487,1.554127095,32.5101465,1.628492602,2,success,166,NAT,.,.,P  6-1,EXP,275085688,13,18.3,275085686,145,10,12.1,19.3,.
O  4-1,7,135,152,5,5,197036532,0,11.3,18.9,44.7,0,1,100,26,2.309978369,0.519825156,0,1,2,success,166,NAT,.,.,P  6-1,EXP,275085688,13,18.3,275085686,145,10,12.1,19.3,.
O  3-1,7,136,157,6,6,197037031,1,11.5,18.8,39.7,30,3,.,19,6.056771183,0.848606036,5.615257156,1.193549141,5,success,171,NAT,.,.,O  7-1,EXP,197036113,12.2,19.9,197036110,148,8,11.9,19.4,.
O  3-1,7,136,157,6,6,197037034,0,10.9,18.4,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,O  7-1,EXP,197036113,12.2,19.9,197036110,148,8,11.9,19.4,.
O  3-1,7,136,157,6,6,197037033,0,9.8,18,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,O  7-1,EXP,197036113,12.2,19.9,197036110,148,8,11.9,19.4,.
O  3-1,7,136,157,6,6,197037032,0,10.4,18.6,.,.,.,.,.,.,.,.,.,.,success,171,NAT,.,.,O  7-1,EXP,197036113,12.2,19.9,197036110,148,8,11.9,19.4,.
O  3-1,7,136,157,6,6,197037030,0,10.4,18.7,35,15,2,.,11,17.09015689,1.257442333,17.09015689,1.43281152,5,success,171,NAT,.,.,O  7-1,EXP,197036113,12.2,19.9,197036110,148,8,11.9,19.4,.
O  3-1,7,136,157,6,6,197037029,0,10.5,19,39.3,0,1,50,23,0.441514027,0.158818873,0,1,5,success,171,NAT,.,.,O  7-1,EXP,197036113,12.2,19.9,197036110,148,8,11.9,19.4,.
N 10-1,6,140,161,6,6,197036982,0,11.4,19,.,.,.,.,.,.,.,.,.,.,success,175,NAT,.,.,S 26-1,EXP,197035851,11.4,18.1,197035726,152,10,11.2,18.8,.
N 10-1,6,140,161,6,6,197036981,0,10.4,19.1,41,30,3,.,9,14.32731303,1.185466027,14.24601114,1.3846403,5,success,175,NAT,.,.,S 26-1,EXP,197035851,11.4,18.1,197035726,152,10,11.2,18.8,.
N 10-1,6,140,161,6,6,197036980,0,10.2,18.4,.,.,.,.,.,.,.,.,.,.,success,175,NAT,.,.,S 26-1,EXP,197035851,11.4,18.1,197035726,152,10,11.2,18.8,.
N 10-1,6,140,161,6,6,197036979,0,11.9,19,42,15,2,.,9,6.789998706,0.891537386,6.789998706,1.225050663,6,success,175,NAT,.,.,S 26-1,EXP,197035851,11.4,18.1,197035726,152,10,11.2,18.8,.
N 10-1,6,140,161,6,6,197036978,0,10.6,18.8,.,.,.,.,.,.,.,.,.,.,success,175,NAT,.,.,S 26-1,EXP,197035851,11.4,18.1,197035726,152,10,11.2,18.8,.
N 10-1,6,140,161,6,6,197036977,0,10.5,18.9,35.7,0,1,62,14,0.08130189,0.033946962,0,1,5,success,175,NAT,.,.,S 26-1,EXP,197035851,11.4,18.1,197035726,152,10,11.2,18.8,.
T 16-1,5,136,155,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,169,NAT,.,.,.,.,.,.,.,197035723,146,7,11.2,17.7,.
T 16-1,5,136,155,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,169,NAT,.,.,.,.,.,.,.,197035723,146,7,11.2,17.7,.
T 16-1,5,136,155,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,169,NAT,.,.,.,.,.,.,.,197035723,146,7,11.2,17.7,.
T 16-1,5,136,155,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,169,NAT,.,.,.,.,.,.,.,197035723,146,7,11.2,17.7,.
T 16-1,5,136,155,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,169,NAT,.,.,.,.,.,.,.,197035723,146,7,11.2,17.7,.
T 16-1,5,136,155,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,169,NAT,.,.,.,.,.,.,.,197035723,146,7,11.2,17.7,.
T 16-1,5,136,155,3,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,success,169,NAT,.,.,.,.,.,.,.,197035723,146,7,11.2,17.7,.
R 12-1,4,130,152,4,4,197063537,.,.,.,.,.,.,.,.,.,.,.,.,.,success,167,NAT,.,.,.,.,.,.,.,275085690,146,7,11.1,18.3,Odd things happening here since flood. Not used in EXPT
R 12-1,4,130,152,4,4,197036540,.,.,.,.,.,.,.,.,.,.,.,.,.,success,167,NAT,.,.,.,.,.,.,.,275085690,146,7,11.1,18.3,Odd things happening here since flood. Not used in EXPT
R 12-1,4,130,152,4,4,197036539,.,.,.,.,.,.,.,.,.,.,.,.,.,success,167,NAT,.,.,.,.,.,.,.,275085690,146,7,11.1,18.3,Odd things happening here since flood. Not used in EXPT
R 12-1,4,130,152,4,4,197036538,.,.,.,.,.,.,.,.,.,.,.,.,.,success,167,NAT,.,.,.,.,.,.,.,275085690,146,7,11.1,18.3,Odd things happening here since flood. Not used in EXPT
YB 7-1,5,142,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,160,CON,140,2,YA 6-2,NAT,275085483,12.9,19.4,197035745,159,7,11.9,18.5,.
YB 7-1,5,142,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,160,CON,140,2,YA 6-2,NAT,275085483,12.9,19.4,197035745,159,7,11.9,18.5,.
YB 7-1,5,142,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,160,CON,140,2,YA 6-2,NAT,275085483,12.9,19.4,197035745,159,7,11.9,18.5,.
YB 7-1,5,142,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,160,CON,140,2,YA 6-2,NAT,275085483,12.9,19.4,197035745,159,7,11.9,18.5,.
YB 7-1,5,142,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,160,CON,140,2,YA 6-2,NAT,275085483,12.9,19.4,197035745,159,7,11.9,18.5,.
YB 7-1,5,142,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,160,CON,140,2,YA 6-2,NAT,275085483,12.9,19.4,197035745,159,7,11.9,18.5,.
YB 7-1,5,142,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,160,CON,140,2,YA 6-2,NAT,275085483,12.9,19.4,197035745,159,7,11.9,18.5,.
Y  5-1,6,144,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,158,CON,137,7,Y  4-1,NAT,197035746,12.2,18.4,197035855,155,7,12.4,19.6,.
Y  5-1,6,144,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,158,CON,137,7,Y  4-1,NAT,197035746,12.2,18.4,197035855,155,7,12.4,19.6,.
Y  5-1,6,144,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,158,CON,137,7,Y  4-1,NAT,197035746,12.2,18.4,197035855,155,7,12.4,19.6,.
Y  5-1,6,144,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,158,CON,137,7,Y  4-1,NAT,197035746,12.2,18.4,197035855,155,7,12.4,19.6,.
Y  5-1,6,144,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,158,CON,137,7,Y  4-1,NAT,197035746,12.2,18.4,197035855,155,7,12.4,19.6,.
Y  5-1,6,144,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,158,CON,137,7,Y  4-1,NAT,197035746,12.2,18.4,197035855,155,7,12.4,19.6,.
Y  5-1,6,144,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,158,CON,137,7,Y  4-1,NAT,197035746,12.2,18.4,197035855,155,7,12.4,19.6,.
X  6-1,.,133,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,139,CON,131,2,.,.,.,.,.,.,.,.,.,.,.
X  6-1,.,133,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,139,CON,131,2,.,.,.,.,.,.,.,.,.,.,.
X  6-1,.,133,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,139,CON,131,2,.,.,.,.,.,.,.,.,.,.,.
X  6-1,.,133,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,139,CON,131,2,.,.,.,.,.,.,.,.,.,.,.
X  6-1,.,133,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,139,CON,131,2,.,.,.,.,.,.,.,.,.,.,.
X  6-1,.,133,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,139,CON,131,2,.,.,.,.,.,.,.,.,.,.,.
X  6-1,.,133,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,139,CON,131,2,.,.,.,.,.,.,.,.,.,.,.
YD 1-1,7,132,152,7,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,161,EXP,129,3,YD 5-1,NAT,197035841,12.3,18.6,270046679,145,7,13,19.5,.
YD 1-1,7,132,152,7,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,161,EXP,129,3,YD 5-1,NAT,197035841,12.3,18.6,270046679,145,7,13,19.5,.
YD 1-1,7,132,152,7,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,161,EXP,129,3,YD 5-1,NAT,197035841,12.3,18.6,270046679,145,7,13,19.5,.
YD 1-1,7,132,152,7,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,161,EXP,129,3,YD 5-1,NAT,197035841,12.3,18.6,270046679,145,7,13,19.5,.
YD 1-1,7,132,152,7,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,161,EXP,129,3,YD 5-1,NAT,197035841,12.3,18.6,270046679,145,7,13,19.5,.
YD 1-1,7,132,152,7,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,161,EXP,129,3,YD 5-1,NAT,197035841,12.3,18.6,270046679,145,7,13,19.5,.
YD 1-1,7,132,152,7,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,161,EXP,129,3,YD 5-1,NAT,197035841,12.3,18.6,270046679,145,7,13,19.5,.
W  5-1,.,134,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,142,EXP,131,3,.,.,.,.,.,.,.,.,.,.,.
W  5-1,.,134,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,142,EXP,131,3,.,.,.,.,.,.,.,.,.,.,.
W  5-1,.,134,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,142,EXP,131,3,.,.,.,.,.,.,.,.,.,.,.
W  5-1,.,134,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,142,EXP,131,3,.,.,.,.,.,.,.,.,.,.,.
W  5-1,.,134,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,142,EXP,131,3,.,.,.,.,.,.,.,.,.,.,.
W  5-1,.,134,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,142,EXP,131,3,.,.,.,.,.,.,.,.,.,.,.
W  5-1,.,134,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,142,EXP,131,3,.,.,.,.,.,.,.,.,.,.,.
YD 3-1,6,144,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,fail,.,NAT,.,.,YA 5-2,CON,197035859,11.5,18.8,.,.,.,.,.,.
