maleID = individual ID,,,,,,,,,,,
farm = farm number,,,,,,,,,,,
nestbox = nestbox number,,,,,,,,,,,
year = year of capture (1st year of study is 2005 = 1),,,,,,,,,,,
AI5km = proportion of intensive cultures within 5 km radius (in %),,,,,,,,,,,
date = julian date,,,,,,,,,,,
days = number of days since laying,,,,,,,,,,,
time = time of day (0.5 = noon),,,,,,,,,,,
wing = wing length (mm),,,,,,,,,,,
mass = body mass (g),,,,,,,,,,,
tarsus = tarsus length (mm),,,,,,,,,,,
eggs = clutch size (number of eggs),,,,,,,,,,,
,,,,,,,,,,,
maleID,farm,nestbox,year,AI5km,date,days,time,wing,mass,tarsus,eggs
2175,9,4,1,3.068709821,169,22,0.4743,119,21.01,NA,6
2394,9,4,4,3.068709821,162,25,0.4583,117,19.32,11.66,6
2117,9,5,1,3.075074788,165,31,0.4931,117,20.07,NA,5
2099,9,5,2,3.075074788,162,26,0.75,120,22.14,12.17,6
2351,9,5,3,3.075074788,164,27,0.4215,116,21.18,12.73,6
2351,9,5,4,3.075074788,160,23,0.3958,119.5,22.04,12.44,6
2535,9,5,7,3.075074788,164,29,0.6875,117,18.77,11.47,8
2351,9,6,3,3.087009102,172,22,0.3729,117,21.15,12.75,5
2411,9,6,4,3.087009102,172,22,0.4167,120,21.52,12.62,4
2010,9,7,0,3.09416969,146,12,0.4076,122,21.87,NA,5
2115,9,7,1,3.09416969,165,28,0.4194,115,21.53,NA,6
2065,9,7,2,3.09416969,158,24,0.5292,122,20.63,11.59,6
2411,9,7,4,3.09416969,152,15,0.4375,121,22.31,12.7,6
2520,9,7,7,3.09416969,172,29,0.4896,116,20.03,12.02,6
2253,9,8,1,3.105308383,171,35,0.4924,119,18.27,NA,6
2216,9,8,2,3.105308383,160,23,0.4146,123,21.71,12.43,6
2397,9,8,4,3.105308383,168,24,0.4167,124.5,20.07,11.19,5
2002,9,8,5,3.105308383,162,22,0.6597,124,22.43,11.97,6
2465,9,8,7,3.105308383,160,24,0.6875,116,21.27,11.99,6
2066,9,9,0,3.108490866,171,31,0.4771,114,19,NA,6
2116,9,10,1,3.106104004,165,27,0.4979,118,21.97,NA,5
2116,9,10,2,3.106104004,162,21,0.7486,124,21.92,12.11,6
2116,9,10,3,3.106104004,168,26,0.3986,118,21.35,12.23,6
2002,9,10,4,3.106104004,168,23,0.4167,127,21.75,12.02,6
2452,10,4,7,62.57558399,178,24,0.5,114,19.07,12.35,5
2249,10,6,2,62.7625549,173,26,0.6021,122,19.21,12.76,5
2114,10,7,1,62.86121189,164,28,0.7132,119,21.35,NA,7
2551,10,7,5,62.86121189,167,29,0.4167,121,19.28,11.91,5
2144,10,9,2,63.13490548,163,26,0.4868,119,21.95,12.57,4
2069,10,10,0,63.01317548,171,27,0.8389,116,21.65,NA,5
2531,10,10,7,63.01317548,176,27,0.5417,124,19.92,12.19,5
2331,11,2,3,4.944783909,162,26,0.6493,117,21.37,11.85,6
2230,11,3,2,4.929667112,166,21,0.6722,118.5,20.48,12.53,6
2230,11,3,3,4.929667112,150,11,0.459,120.5,21.27,12.85,5
2230,11,3,4,4.929667112,166,29,0.3958,121,20.3,12.91,6
2543,11,4,5,4.916937178,189,25,0.6215,115,19.7,11.19,5
2543,11,4,7,4.916937178,168,24,0.3958,120,19.87,11.65,6
2243,11,5,2,4.908185348,170,20,0.7743,121.5,21.26,12.71,5
2502,11,5,5,4.908185348,165,28,0.4271,126,21.15,11.93,5
2288,11,6,2,4.877156133,168,24,0.4639,120.5,21.96,12.3,6
2288,11,6,3,4.877156133,164,28,0.4694,124.5,22.49,11.95,6
2502,11,6,7,4.877156133,174,25,0.375,124,21.06,12.33,5
2289,11,7,2,4.861243715,168,32,0.4625,124.5,21.01,12.79,5
2289,11,7,4,4.861243715,166,30,0.375,124,21.59,12.56,3
2136,11,8,1,4.85726561,164,27,0.5813,122,19.89,NA,6
2137,11,8,2,4.85726561,166,22,0.6326,121,22.69,12.45,6
2137,11,8,3,4.85726561,162,25,0.6465,121,22.41,12.34,6
2137,11,8,4,4.85726561,156,25,0.3854,121.5,22.1,12.46,6
2137,11,8,5,4.85726561,161,23,0.3681,122,21.96,12.54,6
2137,11,8,7,4.85726561,174,23,0.4028,123,21.86,12.45,6
2137,11,9,1,4.85726561,164,29,0.5806,120,21.99,NA,5
2210,11,10,2,4.856469989,170,23,0.7972,118,19.92,11.98,6
2210,11,10,3,4.856469989,168,31,0.4729,119.5,19.18,12.09,6
2138,12,1,1,2.312869964,165,26,0.5896,117,19.6,NA,6
2255,12,2,1,2.289001337,172,34,0.7257,119,19.73,NA,6
2138,12,2,2,2.289001337,172,28,0.45,119.5,18.48,11.83,7
2138,12,2,3,2.289001337,166,25,0.5479,119.5,20.61,11.76,6
2418,12,2,4,2.289001337,162,26,0.375,125,21.02,12.45,5
2139,12,3,1,2.276271402,164,29,0.5917,117,20.9,NA,5
2139,12,3,2,2.276271402,166,31,0.7111,119,22.18,12.71,7
2139,12,3,3,2.276271402,168,30,0.5361,119,20.73,12.74,7
2148,12,4,2,2.246833429,166,24,0.709,121,20.59,12.51,6
2148,12,4,2,2.246833429,170,28,0.4424,120,20.36,12.37,6
2399,12,4,4,2.246833429,146,11,0.5417,122,20.9,12.06,6
2354,12,5,3,2.23887722,160,16,0.4396,114,20.54,12.56,5
2438,12,5,7,2.23887722,188,25,0.4514,117,19.48,12.12,4
2201,12,7,2,2.224556044,166,28,0.7132,121,20.42,12.61,6
2147,12,7,3,2.224556044,164,24,0.5069,120,20.67,12.68,6
2213,12,8,2,2.214212972,164,21,0.4681,121,20.91,12.21,6
2200,12,9,2,2.176818789,166,21,0.7104,118,20.63,12.04,6
2306,12,9,3,2.176818789,168,28,0.5403,117,20.22,12.1,6
2202,12,10,2,2.153745783,166,22,0.7146,124,20.63,12.22,6
2202,12,10,3,2.153745783,174,35,0.4785,124,20.07,12.11,5
2439,12,10,5,2.153745783,174,35,0.6007,114.5,19.99,11.44,6
2382,13,1,3,0.350073197,170,26,0.6451,118,19.27,12.58,6
2382,13,1,4,0.350073197,168,31,0.5833,122,20.96,12.66,5
2045,13,2,0,0.350073197,171,29,0.725,116,20.2,NA,4
2045,13,2,2,0.350073197,166,23,0.8326,119.5,22.39,12.53,5
2045,13,2,3,0.350073197,160,23,0.7153,120,22.55,12.25,5
2435,13,2,4,0.350073197,162,25,0.6285,122,19,12.12,5
2533,13,2,7,0.350073197,160,24,0.5625,121,21.37,12.74,5
2204,13,3,2,0.349277576,166,20,0.8299,118,20.09,11.31,5
2356,13,3,3,0.349277576,160,25,0.7264,117,20.3,12.2,7
2356,13,3,4,0.349277576,170,34,0.6806,127,20.07,12,6
2476,13,3,5,0.349277576,163,26,0.625,125,20.47,12.15,6
2466,13,3,7,0.349277576,164,23,0.6146,125,20.26,12.46,6
2304,13,4,3,0.346890714,161,24,0.5563,120,22,12.31,5
2434,13,4,4,0.346890714,162,24,0.6076,117,19.29,12.56,5
2476,13,4,7,0.346890714,160,24,0.5417,119,21.22,12.38,6
2121,13,5,1,0.346890714,166,33,0.8486,117,20.48,NA,5
2158,13,5,2,0.346890714,164,28,0.7917,123,21.46,11.36,7
2045,13,5,3,0.346890714,161,28,0.5583,119,22,12.38,6
2414,13,5,4,0.346890714,156,26,0.5104,115,19.39,11.73,7
2414,13,5,5,0.346890714,167,31,0.625,119,18.17,11.59,7
2414,13,5,7,0.346890714,164,30,0.6042,117,18.05,11.59,7
2121,13,6,1,0.346890714,172,31,0.4285,118,20.5,NA,6
2355,13,6,3,0.346890714,160,26,0.7194,113,19.8,11.69,6
2304,13,6,4,0.346890714,162,26,0.625,120,21.61,12.15,5
2304,13,6,5,0.346890714,161,22,0.5313,122,20.7,12.38,6
2304,13,6,7,0.346890714,170,26,0.7917,120,20.24,12.4,5
2158,13,7,1,0.346095093,170,29,0.4625,120,20.14,NA,5
2385,13,8,3,0.346095093,180,29,0.7438,112.5,18.55,11.6,5
2385,13,8,3,0.346095093,176,25,0.7153,114,18.7,11.63,5
2293,13,8,4,0.346095093,180,33,0.5972,117,19.83,12.34,6
2293,13,8,5,0.346095093,159,23,0.5903,120,19.54,12.38,5
2293,13,9,2,0.341321367,174,26,0.7917,118,19.72,12.45,5
2293,13,9,4,0.341321367,162,26,0.625,120,20.5,12.33,6
2366,14,1,3,10.77111578,162,27,0.484,117,20.14,12.6,5
2209,14,1,4,10.77111578,169,32,0.6181,120,20.2,11.69,6
2209,14,2,4,10.87136401,159,30,0.6042,119.5,20.87,11.98,6
2052,14,3,0,11.05196996,170,27,0.9007,115,20.2,NA,4
2442,14,3,4,11.05196996,171,26,0.5903,120,20.7,12.14,6
2426,14,4,4,11.21905035,161,25,0.6319,122,18.94,11.34,6
2051,14,5,0,11.31372923,170,30,0.9007,115,20.13,NA,6
2364,14,5,3,11.31372923,164,28,0.7194,116.5,19.95,11.99,6
2154,14,6,1,11.47285341,168,30,0.6014,115,18.98,NA,4
2048,14,6,2,11.47285341,170,32,0.4715,125,19.48,11.94,7
2402,14,7,4,11.60890459,159,25,0.5938,119.5,20.1,12.2,6
2048,14,8,0,11.67732799,170,30,0.8979,119,18.66,NA,6
2049,14,9,0,11.81656164,170,30,0.8993,118,19.17,NA,5
2313,14,9,3,11.81656164,160,24,0.4542,117.5,21.58,12.84,6
2400,14,9,4,11.81656164,147,11,0.4514,118,19.5,11.81,6
2050,14,10,0,11.91680988,170,28,0.9,119,20.68,NA,6
2050,14,10,1,11.91680988,168,29,0.7868,122,20.64,NA,3
2050,14,10,2,11.91680988,170,28,0.4708,128,20.54,12.82,6
2050,14,10,3,11.91680988,168,34,0.4333,124.5,20.57,12.38,6
2053,15,1,0,12.78085418,170,33,0.9014,114,19.36,NA,6
2353,15,1,3,12.78085418,166,26,0.7264,116,21.32,12.05,7
2406,15,1,4,12.78085418,163,26,0.566,123,20.88,12.62,5
2459,15,1,5,12.78085418,164,25,0.4826,122,20.49,12.03,7
2527,15,1,7,12.78085418,169,26,0.5764,115,19.69,11.16,7
2026,15,2,0,12.71402202,164,27,0.35,120,21.47,NA,7
2026,15,2,1,12.71402202,146,13,0.6222,120,22.05,NA,7
2096,15,2,5,12.71402202,164,25,0.4757,121,19.7,11.85,6
2096,15,2,7,12.71402202,167,23,0.6146,121,19.42,12.21,6
2095,15,3,1,12.70208771,166,20,0.516,113,20.14,NA,6
2095,15,3,2,12.70208771,168,24,0.6465,114,20.14,NA,6
2095,15,3,3,12.70208771,162,26,0.4125,115.5,20.43,11.88,6
2441,15,3,4,12.70208771,171,30,0.5208,123.5,20.47,12.43,5
2499,15,3,5,12.70208771,158,23,0.4688,125,19.48,11.93,6
2541,15,3,7,12.70208771,181,32,0.3854,117,17.69,12.25,6
2339,15,4,4,12.68140157,167,24,0.5208,125,20.11,11.03,5
2245,15,5,3,12.72436509,172,22,0.7618,113,20.39,12.39,4
2437,15,5,4,12.72436509,165,25,0.5625,120,21.06,12.23,6
2155,15,6,1,12.70686143,168,31,0.5451,120,20.25,NA,5
2155,15,6,2,12.70686143,162,24,0.5389,120.5,22.13,12.65,4
2337,15,6,3,12.70686143,166,29,0.725,116.5,22.09,12.71,4
2337,15,6,4,12.70686143,165,29,0.5625,122,22.26,12.89,6
2373,15,6,5,12.70686143,162,25,0.5104,122,18.67,11.95,6
2373,15,6,7,12.70686143,163,22,0.4792,121,19.54,11.94,6
2005,15,7,0,12.68935777,145,12,0.4632,120,20.78,NA,5
2272,15,7,2,12.68935777,156,13,0.6007,123,21.32,12.38,6
2515,15,7,5,12.68935777,180,32,0.4722,115,18.51,12.75,6
2515,15,7,7,12.68935777,171,28,0.4167,120,19.55,12.36,6
2156,15,8,1,12.68219719,168,32,0.7896,123,21.37,NA,6
2101,15,9,1,12.6750366,134,-4,0.6285,111,18.86,NA,7
2101,15,9,1,12.6750366,166,28,0.516,116,19.54,NA,7
2101,15,9,2,12.6750366,166,22,0.6521,117,20.26,12.32,6
2101,15,9,3,12.6750366,164,31,0.425,118,19.7,12.22,6
2496,15,9,5,12.6750366,158,24,0.4931,126,20.01,12.69,6
2496,15,9,7,12.6750366,181,22,0.4063,118,19.75,12.85,5
2233,15,10,2,12.67344536,164,24,0.4889,121,21.65,12.09,8
2233,15,10,5,12.67344536,158,23,0.4306,125,20.81,12,6
2548,15,10,7,12.67344536,163,28,0.4583,119,19.36,12.1,7
2025,16,1,0,13.5048692,164,28,0.3035,120,21.65,NA,4
2286,16,1,3,13.5048692,162,27,0.6528,122,21.47,12.48,5
2286,16,1,7,13.5048692,165,19,0.3229,122,20.57,12.32,6
2553,16,2,5,13.62580358,172,34,0.3125,121,18.11,11.92,5
2474,16,2,5,13.62580358,160,22,0.4201,119,20.45,12.78,5
2013,16,5,0,13.87085482,156,15,0.6424,115,20.74,NA,5
2456,16,5,7,13.87085482,167,23,0.4063,122,19.44,12.37,6
2047,16,6,0,14.00133664,170,24,0.8972,116,19.19,NA,6
2170,16,6,1,14.00133664,170,24,0.4264,115,19.78,NA,5
2244,16,6,2,14.00133664,172,34,0.7736,123,19.48,11.89,7
