femaleID = individual ID,,,,,,,,,,,,
farm = farm number,,,,,,,,,,,,
nestbox = nestbox number,,,,,,,,,,,,
year = year of capture (1st year of study is 2005 = 1),,,,,,,,,,,,
AI5km = proportion of intensive cultures within 5 km radius (in %),,,,,,,,,,,,
date = julian date,,,,,,,,,,,,
days = number of days since laying,,,,,,,,,,,,
time = time of day (0.5 = noon),,,,,,,,,,,,
wing = wing length (mm),,,,,,,,,,,,
mass = body mass (g),,,,,,,,,,,,
tarsus = tarsus length (mm),,,,,,,,,,,,
age = either second-year (SY) of after-second-year (ASY),,,,,,,,,,,,
eggs = clutch size (number of eggs),,,,,,,,,,,,
,,,,,,,,,,,,
femaleID,farm,nestbox,year,AI5km,date,days,time,wing,mass,tarsus,age,eggs
627,1,1,4,40.99198014,143,9,0.5285,116,20.53,12.03,ASY,6
824,1,1,5,40.99198014,146,11,0.5417,118,24.71,13.01,SY,5
824,1,1,5,40.99198014,160,25,0.5104,118,21.36,NA,SY,5
824,1,1,5,40.99198014,158,23,0.5347,118,23.69,NA,SY,5
824,1,1,6,40.99198014,149,11,0.4618,119,26.8,12.37,ASY,5
874,1,1,7,40.99198014,158,11,0.5521,114,22.08,12.6,SY,6
874,1,1,7,40.99198014,176,29,0.6667,114,18.63,NA,SY,6
124,1,2,1,40.90366622,157,13,0.6215,107,20.95,NA,ASY,6
510,1,2,3,40.90366622,147,12,0.4806,113,23.71,12.82,ASY,5
628,1,2,4,40.90366622,143,11,0.5465,110,17.69,11.96,ASY,6
592,1,2,5,40.90366622,148,17,0.4688,121,24.5,12.18,ASY,6
592,1,2,5,40.90366622,156,25,0.5625,119,23.84,12.79,ASY,6
790,1,2,5,40.90366622,156,25,0.5625,114,23.05,12.13,ASY,6
790,1,2,6,40.90366622,147,12,0.5,115,26.21,12.28,ASY,6
104,1,3,1,39.06657756,155,14,0.409,111,24.03,NA,ASY,6
417,1,3,2,39.06657756,136,5,0.4715,117,22.29,NA,ASY,5
417,1,3,3,39.06657756,147,12,0.4833,119,24.46,NA,ASY,5
417,1,3,4,39.06657756,143,9,0.5486,116,20.45,12.84,ASY,6
417,1,3,5,39.06657756,152,18,0.5417,118,20.85,12.38,ASY,5
417,1,3,6,39.06657756,141,13,0.5417,120,25.31,13.01,ASY,5
417,1,3,6,39.06657756,151,23,0.5313,120,21.53,NA,ASY,5
417,1,3,7,39.06657756,146,12,0.5313,120,22.54,12.56,ASY,3
312,1,4,2,38.94166508,144,11,0.5236,116,21.85,NA,SY,2
512,1,4,3,38.94166508,151,13,0.4951,114,21.28,11.78,ASY,6
445,1,4,4,38.94166508,145,11,0.5993,115,20.5,12.56,ASY,6
857,1,4,5,38.94166508,170,39,0.6354,114,19.57,12.71,SY,8
857,1,4,5,38.94166508,172,41,0.5139,114,19.84,NA,SY,8
912,1,4,6,38.94166508,147,11,0.5,115,23.35,12.66,ASY,6
912,1,4,6,38.94166508,159,23,0.5347,115,18.88,NA,ASY,6
869,1,4,7,38.94166508,168,26,0.5833,114,17.82,NA,ASY,5
869,1,4,7,38.94166508,166,24,0.6181,114,18.71,NA,ASY,5
869,1,4,7,38.94166508,154,12,0.5313,114,17.9,11.81,ASY,5
103,1,5,1,38.95916874,155,14,0.4076,116,23.6,NA,ASY,6
103,1,5,2,38.95916874,148,11,0.6472,115,23.82,NA,ASY,5
103,1,5,2,38.95916874,130,-7,0.5375,116,23.84,NA,ASY,5
103,1,5,3,38.95916874,155,13,0.4958,117.5,23.33,13.86,ASY,6
599,1,5,4,38.95916874,145,9,0.6007,114,22.31,12.45,ASY,6
823,1,5,5,38.95916874,146,10,0.5417,120,21,11.71,ASY,5
913,1,5,6,38.95916874,159,23,0.5139,124,17.72,NA,ASY,7
913,1,5,6,38.95916874,147,11,0.5104,124,22.8,11.61,ASY,7
867,1,5,7,38.95916874,154,12,0.5104,119,20.2,12.64,ASY,6
140,1,6,2,38.87642416,146,12,0.5722,116,20.76,NA,ASY,6
140,1,6,2,38.87642416,130,-4,0.5361,116,22.86,NA,ASY,6
675,1,6,4,38.87642416,149,12,0.5458,111,20.6,12.36,ASY,7
918,1,6,6,38.87642416,161,22,0.5625,122,20.97,NA,ASY,6
918,1,6,6,38.87642416,149,10,0.4583,122,26.03,12.76,ASY,6
868,1,6,7,38.87642416,170,28,0.5833,115,19.3,NA,ASY,7
868,1,6,7,38.87642416,168,26,0.6146,115,20.21,NA,ASY,7
868,1,6,7,38.87642416,166,24,0.6042,115,21.13,NA,ASY,7
868,1,6,7,38.87642416,154,12,0.5208,115,21.2,11.79,ASY,7
62,1,7,1,38.88278913,161,14,0.5639,112,22.04,NA,ASY,5
344,1,7,2,38.88278913,130,-7,0.5396,116,22.54,NA,ASY,5
344,1,7,2,38.88278913,148,11,0.4604,114,22.07,NA,ASY,5
346,1,7,4,38.88278913,145,10,0.6014,114,19.61,12.18,ASY,6
914,1,7,6,38.88278913,161,26,0.5625,120,18.14,NA,ASY,6
914,1,7,6,38.88278913,147,12,0.5,120,23.88,11.92,ASY,6
140,1,8,1,38.81913946,146,12,0.5264,113,20.42,NA,ASY,6
345,1,8,2,38.81913946,146,12,0.5722,116,21.38,NA,ASY,6
345,1,8,2,38.81913946,130,-4,0.5403,116,22.88,NA,ASY,6
345,1,8,3,38.81913946,149,12,0.5069,116,21.84,12.35,ASY,5
654,1,8,4,38.81913946,153,13,0.4931,116.5,20.31,11.51,ASY,7
346,1,8,5,38.81913946,158,27,0.5347,115,22.28,NA,ASY,6
346,1,8,5,38.81913946,146,15,0.5417,115,20.48,12.24,ASY,6
346,1,8,5,38.81913946,160,29,0.5104,115,18.74,NA,ASY,6
907,1,8,6,38.81913946,157,28,0.5,114,17.89,NA,ASY,6
907,1,8,6,38.81913946,159,30,0.5347,114,17.29,NA,ASY,6
907,1,8,6,38.81913946,145,16,0.5104,114,22.38,11.94,ASY,6
907,1,8,6,38.81913946,143,14,0.5313,121,23.62,11.93,ASY,6
907,1,8,7,38.81913946,144,11,0.5,115,21.02,11.73,ASY,6
141,1,9,1,38.84698619,146,13,0.5278,110,20.76,NA,ASY,6
346,1,9,2,38.84698619,150,11,0.5063,115,21.43,NA,ASY,5
346,1,9,2,38.84698619,130,-9,0.5382,114,22.11,NA,ASY,5
445,1,9,3,38.84698619,147,12,0.491,115,22.12,12.4,ASY,5
345,1,9,4,38.84698619,153,15,0.4972,114.5,19.42,12.22,ASY,6
752,1,9,5,38.84698619,154,25,0.4688,114,18.95,NA,ASY,7
