BirdID,BloodID,LayYear,Ageclass,CatchDate,SexEstimate,FieldPeriodID,BreedGroupID,LastOfStatus,BodyMass,DeathDate,TerritoryID,Hz,Homozygosity,RTL,CatchYear,CatchMonth,DeathYear,Age,Agemonths,RemainingLife,RemainingLifeFig,SurvivedNext,SurvivedNextFig,Lifespan,Sex,Tarsus,TQcorrected,LogTQ,BirdID,LayYear,CatchYear,SpaceTQ,Food,MeanAdultFood,AllYears?,PropCovered,SumFood,SumFood2
1871,3884,2003,A,16/01/2008,1,85,4384,BrM,16.4,03/03/2009,94,1.1102,0.8898,0.753563615,2008,1,2009,5,24,1,1,1,Yes,6,Males,25.7,20201.64,9.913519068,1871,2003,2008,17117.23,11.5,11.3,YES,1,11.5,11.5
1831,609,2003,A,06/08/2005,1,37,687,BrM,17.5,21/02/2008,57,1.0408,0.9592,0.756898597,2005,8,2008,2,24,3,3,1,Yes,5,Males,25.3,9132.445,9.119588736,1831,2003,2005,19264.4,14,11.5,YES,1,23,23
4876,3781,2006,A,26/07/2007,0,82,4216,ABX,13.5,21/02/2008,39,1.1102,0.8898,0.758230244,2007,7,2008,1,12,1,1,1,Yes,2,Females,23.1,4577.11,8.428823074,4876,2006,2007,10178.43,9,9,YES,1,20.5,20.5
4881,3821,2005,A,22/08/2007,1,82,4246,BrM,16.9,03/03/2009,76,0.7633,1.2367,0.758363396,2007,8,2009,2,24,2,2,1,Yes,4,Males,25.9,6304.25,8.748979288,4881,2005,2007,38650.745,9,11,YES,1,20.5,20.5
3464,4244,2004,A,14/08/2008,1,87,4526,BrM,16.2,07/09/2008,45,1.0408,0.9592,0.760365248,2008,8,2008,4,24,0,0,0,No,4,Males,24.9,6045.67,8.707097592,3464,2004,2008,18216.17,11.5,11.875,YES,1,11.5,11.5
1800,3765,2002,A,21/07/2007,0,82,4228,H,14.9,16/09/2007,55,1.1796,0.8204,0.763058399,2007,7,2007,5,24,0,0,0,No,5,Females,24.6,7772.08,8.958293104,1800,2002,2007,12446.96,9,19.5,YES,1,37.5,37.5
1787,3929,2002,A,02/02/2008,1,85,4339,BrM,15.2,21/02/2008,36,1.0408,0.9592,0.763175807,2008,2,2008,6,24,0,0,0,No,6,Males,25.2,10553.82,9.264243159,1787,2002,2008,12955.9,11.5,13.875,YES,1,24.5,24.5
3019,3769,2004,A,22/07/2007,1,82,4308,BrM,16.3,03/03/2009,474,0.9714,1.0286,0.766673847,2007,7,2009,3,24,2,2,1,Yes,5,Males,25.3,7693.93,8.948186985,3019,2004,2007,7714.22,9,12,YES,1,9,9
5071,4087,2007,A,05/02/2009,1,90,4064,H,15.9,10/09/2010,4,0.6939,1.3061,0.768399832,2009,2,2010,2,24,1,1,1,Yes,3,Males,26.6,13203.39,9.488228894,5071,2007,2009,14217.22,17,14.25,YES,1,34,34
1409,240,1998,A,15/12/2003,0,31,2602,BrF,15.2,29/07/2006,16,0.7633,1.2367,0.7700889,2003,12,2006,5,24,3,3,1,Yes,8,Females,24.5,14886.81,9.608230865,1409,1998,2003,15366.17,19.5,17.25,NO,0.4,19.5,
1419,86,1999,A,24/06/2003,0,30,460,BrF,13.8,07/09/2008,22,0.9714,1.0286,0.739061362,2003,6,2008,4,24,5,4+,1,Yes,9,Females,23.8,8818.12,9.084563974,1419,1999,2003,22254.205,19.5,19.5,NO,0.25,32.5,13
1543,3838,1999,A,29/08/2007,1,82,4218,BrM,16.2,18/09/2009,42,0.7633,1.2367,0.856431253,2007,8,2009,8,24,2,2,1,Yes,10,Males,24.6,11173.94,9.32133956,1543,1999,2007,22051.43,9,12.9,NO,0.625,56.5,37
1752,3234,2002,A,01/09/2006,1,75,3794,BrM,16.9,10/09/2010,47,0.7633,1.2367,0.774227389,2006,9,2010,4,24,4,4+,1,Yes,8,Males,25.6,13127.33,9.482451596,1752,2002,2006,24063.4,13,13.875,YES,1,79,79
3021,3829,2004,A,23/08/2007,1,82,4236,BrM,16.8,07/09/2008,66,1.0408,0.9592,0.775979994,2007,8,2008,3,24,1,1,1,Yes,4,Males,24.5,3472.76,8.152704946,3021,2004,2007,6568.17,9,14,YES,1,23,23
1384,3759,1998,A,20/07/2007,0,82,4221,BrF,14.9,18/09/2009,46,1.3878,0.6122,0.772955486,2007,7,2009,9,24,2,2,1,Yes,11,Females,23,5885.05,8.680170516,1384,1998,2007,24250.015,9,13.25,NO,0.666666667,47.5,47.5
44,2659,1986,A,04/07/1998,1,25,191,BrM,16.4,29/01/1999,5,0.9714,1.0286,0.776477473,1998,7,1999,12,24,1,1,1,Yes,13,Males,26.5,321.1,1.31592861,44,1986,1998,31606.99,20,22.33333333,NO,0.25,20,
2966,3748,2004,A,18/07/2007,1,82,4205,BrM,16.1,04/10/2014,24,0.7633,1.2367,0.777163064,2007,7,2014,3,24,7,4+,1,Yes,10,Males,25.7,3964.35,8.285097186,2966,2004,2007,14415.37,9,13.5,YES,1,45,45
1542,4135,1999,A,25/02/2009,1,90,4087,BrM,15.1,27/02/2013,34,0.6939,1.3061,0.777974621,2009,2,2013,10,24,4,4+,1,Yes,14,Males,25.6,9520.03,9.161153279,1542,1999,2009,13168.07,17,13.28571429,NO,0.7,31,31
3462,3965,2005,A,16/07/2008,0,87,4523,BrF,14.5,04/10/2014,40,0.9714,1.0286,0.778346729,2008,7,2014,3,24,6,4+,1,Yes,9,Females,24.7,13584.07,9.516653062,3462,2005,2008,14591.88,11.5,13,YES,1,36,36
1045,726,1996,A,30/04/1999,1,27,336,BrM,16.5,26/07/2001,89,1.0408,0.9592,0.778789646,1999,4,2001,3,24,2,2,1,Yes,5,Males,24.6,130031.38,11.77553108,1045,1996,1999,44601.11,15,18.66666667,YES,1,15,15
3449,3964,2005,A,16/07/2008,0,87,4513,BrF,14.4,18/09/2009,25,0.9714,1.0286,0.779526787,2008,7,2009,3,24,1,1,1,Yes,4,Females,24.1,2989.42,8.002834668,3449,2005,2008,14698.2,11.5,11.16666667,YES,1,45.5,45.5
1707,3827,2001,A,22/08/2007,0,82,4247,BrF,17.1,04/10/2014,77,0.7633,1.2367,0.779670202,2007,8,2014,6,24,7,4+,1,Yes,13,Females,24.3,19386.15,9.872314173,1707,2001,2007,29921.32,9,12.9,NO,0.833333333,9,9
1750,4044,2002,A,03/01/2009,1,90,4061,BrM,17.1,04/10/2014,1,1.4572,0.5428,0.78303461,2009,1,2014,7,24,5,4+,1,Yes,12,Males,25.9,19717.98,9.889286189,1750,2002,2009,15983.72,17,19.5,YES,1,62,62
1570,394,1999,A,31/07/2004,1,34,635,BrM,16.9,12/01/2005,169,0.7633,1.2367,0.786395107,2004,7,2005,5,24,1,1,1,Yes,6,Males,26,37833.32,10.54094547,1570,1999,2004,18493.87,9,14.25,NO,0.4,28.5,
849,1061,1994,A,16/08/2002,1,41,3274,BrM,18,14/01/2004,101,0.902,1.098,0.786850783,2002,8,2004,8,24,2,2,1,Yes,10,Males,27.1,9518.95,9.161039828,849,1994,2002,12526.34,,20.5,NO,0.5,15,15
3507,577,2004,A,30/07/2005,0,37,742,BrF,13.2,30/09/2013,144,0.6939,1.3061,0.787027344,2005,7,2013,1,12,8,4+,1,Yes,9,Females,23.4,7711.805,8.950507551,3507,2004,2005,13264.95,14,14,YES,1,37,37
1781,623,2002,A,18/08/2005,0,37,752,BrF,16.5,11/12/2005,174,0.9714,1.0286,0.789099096,2005,8,2005,3,24,0,0,0,No,3,Females,24.1,12351.465,9.421529959,1781,2002,2005,21463.3,14,14.16666667,YES,1,14,14
1499,995,1999,A,18/07/2002,1,41,790,BrM,16.7,30/09/2013,22,1.1102,0.8898,0.789438548,2002,7,2013,3,24,11,4+,1,Yes,14,Males,25.1,8818.12,9.084563974,1499,1999,2002,22254.205,,,NO,0,34.5,34.5
4870,3806,2006,A,15/08/2007,0,82,4214,ABX,14.4,21/02/2008,36,0.8327,1.1673,0.791187902,2007,8,2008,1,12,1,1,1,Yes,2,Females,24.3,6133.11,8.721457241,4870,2006,2007,12955.9,9,9,YES,1,18,18
1773,414,2002,A,11/08/2004,1,34,582,BrM,17.2,11/12/2005,27,0.6939,1.3061,0.791527174,2004,8,2005,2,24,1,1,1,Yes,3,Males,25.6,12780.02,9.455638293,1773,2002,2004,22224.98,9,14.25,YES,1,48,48
4894,4159,2006,A,24/07/2008,1,87,4574,BrM,17.8,07/09/2008,110,0.902,1.098,0.791941733,2008,7,2008,2,24,0,0,0,No,2,Males,25.7,23437.17,10.0620785,4894,2006,2008,21312.76,11.5,10.25,YES,1,23,23
1709,650,2001,A,29/08/2005,1,37,709,BrM,15.4,11/12/2005,86,0.6245,1.3755,0.794346357,2005,8,2005,4,24,0,0,0,No,4,Males,25,5820.9,8.669210168,1709,2001,2005,7239.03,14,14.16666667,NO,0.75,14,14
632,729,1993,A,27/04/1999,1,27,337,BrM,15.5,13/08/2000,90,0.5551,1.4449,0.794509184,1999,4,2000,6,24,1,1,1,Yes,7,Males,24.7,59653.47,10.9963076,632,1993,1999,14840.38,15,20.5,NO,0.666666667,15,15
1501,233,1998,A,14/12/2003,0,31,2611,BrF,14.6,18/09/2009,28,0.2776,1.7224,0.795209708,2003,12,2009,5,24,6,4+,1,Yes,11,Females,24.4,12253.02,9.413527716,1501,1998,2003,12253.02,19.5,17.25,NO,0.4,73.5,54
3507,578,2004,A,30/07/2005,0,37,742,BrF,13.2,30/09/2013,144,0.6939,1.3061,0.797099091,2005,7,2013,1,12,8,4+,1,Yes,9,Females,23.4,7711.805,8.950507551,3507,2004,2005,13264.95,14,14,YES,1,37,37
5168,4297,2007,A,08/07/2009,0,92,4750,BrF,14.8,10/09/2010,74,0.5551,1.4449,0.797161336,2009,7,2010,2,24,1,1,1,Yes,3,Females,24.2,15176.07,9.627475124,5168,2007,2009,19657.21,17,14.25,YES,1,17,17
1729,1095,2001,A,01/09/2002,1,41,789,BrM,16,04/10/2014,20,0.9714,1.0286,0.798010338,2002,9,2014,1,12,12,4+,1,Yes,13,Males,26,13223.98,9.489787127,1729,2001,2002,26574.26,,,NO,0,34.5,34.5
1605,437,2000,A,19/12/2004,0,35,2879,BrF,14.5,04/10/2014,8,1.1796,0.8204,0.798180936,2004,12,2014,4,24,10,4+,1,Yes,14,Females,23.9,7722.06,8.951836447,1605,2000,2004,19626.265,9,14.25,NO,0.5,26,26
1757,3857,2001,A,06/09/2007,0,82,4230,BrF,16.1,10/09/2010,58,1.0408,0.9592,0.798717032,2007,9,2010,6,24,3,3,1,Yes,9,Females,24.6,7165.17,8.876987066,1757,2001,2007,13884.67,9,12.9,NO,0.833333333,50,50
4863,4092,2006,A,09/02/2009,0,90,4073,BrF,14.3,10/09/2010,15,1.3184,0.6816,0.798753781,2009,2,2010,3,24,1,1,1,Yes,4,Females,23.3,43180.74,10.67314984,4863,2006,2009,30557.81,17,12.5,YES,1,34,34
3615,4136,2005,A,25/02/2009,1,90,4086,BrM,16.8,18/09/2009,33,1.1102,0.8898,0.802537506,2009,2,2009,4,24,0,0,0,No,4,Males,26.5,17046.12,9.743677891,3615,2005,2009,17046.12,17,11,YES,1,37.5,37.5
1509,267,1999,A,22/12/2003,1,31,2594,BrM,17,10/09/2010,7,0.6939,1.3061,0.802898566,2003,12,2010,4,24,7,4+,1,Yes,11,Males,26,16811.15,9.729797636,1509,1999,2003,16502.03,19.5,19.5,NO,0.25,81.5,42.5
1897,4175,2003,A,26/07/2008,1,87,4544,BrM,17.9,19/03/2010,68,0.902,1.098,0.884518112,2008,7,2010,5,24,2,2,1,Yes,7,Males,26.7,3843.05,8.254021601,1897,2003,2008,15419.47,11.5,11.25,YES,1,20.5,20.5
1523,526,1999,A,14/07/2005,1,37,688,BrM,18.1,30/09/2013,58,0.8327,1.1673,0.805713582,2005,7,2013,6,24,8,4+,1,Yes,14,Males,25.9,11713.74,9.368517791,1523,1999,2005,13884.67,14,14.16666667,NO,0.5,86,86
1394,132,1998,A,15/07/2003,1,30,518,BrM,16.2,19/03/2010,100,0.8327,1.1673,0.806119641,2003,7,2010,5,24,7,4+,1,Yes,12,Males,25.6,23383.21,10.05977352,1394,1998,2003,14097.02,19.5,17.25,NO,0.4,48,28.5
1695,1123,2001,A,12/09/2002,1,41,802,BrM,16.8,29/07/2006,46,1.0408,0.9592,0.806646656,2002,9,2006,1,12,4,4+,1,Yes,5,Males,26.5,22931.85,10.04028205,1695,2001,2002,24250.015,,,NO,0,,
64,2623,1987,A,12/02/1998,0,23,164,H,14.1,28/03/1998,103,0.9714,1.0286,0.806960502,1998,2,1998,11,24,0,0,0,No,11,Females,24.5,13866.22,9.537210946,64,1987,1998,14124.9,20,22.33333333,NO,0.272727273,20,
3453,4272,2004,A,16/06/2009,0,92,4740,BrF,14.4,30/09/2013,60,1.0408,0.9592,0.807756541,2009,6,2013,5,24,4,4+,1,Yes,9,Females,24.2,8676.17,9.068335466,3453,2004,2009,14001.03,17,14,YES,1,48,48
4887,3984,2006,A,22/07/2008,1,87,4576,H,17.5,10/09/2010,112,1.0408,0.9592,0.808272563,2008,7,2010,2,24,2,2,1,Yes,4,Males,26.1,2195.34,7.694092211,4887,2006,2008,20145.88,11.5,10.25,YES,1,40,40
1754,3825,2001,A,22/08/2007,1,82,4250,BrM,17.7,07/09/2008,81,0.902,1.098,0.811730794,2007,8,2008,6,24,1,1,1,Yes,7,Males,26.1,2018.57,7.610144619,1754,2001,2007,14279.07,9,12.9,NO,0.833333333,20.5,20.5
1501,531,1998,A,13/07/2005,0,37,667,BrF,16.6,18/09/2009,28,0.2776,1.7224,0.813002971,2005,7,2009,7,24,4,4+,1,Yes,11,Females,24.5,10143.62,9.224600215,1501,1998,2005,12253.02,14,14.375,NO,0.571428571,73.5,54
3574,4110,2005,A,14/02/2009,0,90,4155,BrF,13.6,04/10/2014,137,0.902,1.098,0.815578358,2009,2,2014,4,24,5,4+,1,Yes,9,Females,23.5,21153.97,9.959582874,3574,2005,2009,12597.94,17,11.16666667,YES,1,40,40
1305,3362,1998,A,26/01/2007,0,77,3927,BrF,14.8,03/03/2009,67,0.6245,1.3755,0.81971978,2007,1,2009,9,24,2,2,1,Yes,11,Females,24.2,38036.95,10.54631333,1305,1998,2007,22048.23,9,13.25,NO,0.666666667,9,9
1702,467,2002,A,07/06/2005,1,37,662,BrM,17,10/09/2010,23,1.0408,0.9592,0.8221497,2005,6,2010,3,24,5,4+,1,Yes,8,Males,24.1,20662,9.936051543,1702,2002,2005,20546.86,14,14.25,YES,1,54,54
3606,4252,2005,A,19/08/2008,0,87,4569,H,15.1,04/03/2014,100,1.1796,0.8204,0.822180287,2008,8,2014,3,24,6,4+,1,Yes,9,Females,24.2,6763.74,8.81933127,3606,2005,2008,14097.02,11.5,11.16666667,YES,1,11.5,11.5
663,2224,1993,A,26/06/1995,0,19,2168,BrF,16,13/08/2000,164,0.7633,1.2367,0.822693845,1995,6,2000,2,24,5,4+,1,Yes,7,Females,24.4,62231.44,11.03861562,663,1993,1995,28458.18,,,NO,0,,
1685,323,2002,A,09/06/2004,0,34,2862,BrF,15,10/09/2010,116,1.0408,0.9592,0.823199789,2004,6,2010,2,24,6,4+,1,Yes,8,Females,24.2,12300.28,9.417377305,1685,2002,2004,12817.33,9,14.25,YES,1,26,26
1725,493,2001,A,17/06/2005,0,37,744,BrF,16,11/12/2005,155,1.0408,0.9592,0.823579858,2005,6,2005,4,24,0,0,0,No,4,Females,25.1,13844.06,9.535611539,1725,2001,2005,19070.82,14,14.16666667,NO,0.75,23,23
1494,4100,1999,A,11/02/2009,1,90,4158,BrM,16.2,04/10/2014,140,1.3184,0.6816,0.823686734,2009,2,2014,10,24,5,4+,1,Yes,15,Males,24.2,28359.06,10.25270183,1494,1999,2009,10970.67,17,13.28571429,NO,0.7,40,40
3462,3150,2005,A,07/08/2006,0,75,3789,BrF,16.9,04/10/2014,40,0.9714,1.0286,0.826905757,2006,8,2014,1,12,8,4+,1,Yes,9,Females,24.4,14740.49,9.598353408,3462,2005,2006,14591.88,13,13,YES,1,36,36
1606,231,2000,A,13/12/2003,1,31,2611,BrM,16.9,02/09/2006,28,0.8327,1.1673,0.827954485,2003,12,2006,3,24,3,3,1,Yes,6,Males,26.5,12253.02,9.413527716,1606,2000,2003,12253.02,19.5,19.5,NO,0.333333333,47.5,28
1506,1009,1999,A,22/07/2002,0,41,793,BrF,16.9,29/01/2007,25,1.1796,0.8204,1.035735222,2002,7,2007,3,24,5,4+,1,Yes,8,Females,24.6,14698.2,9.595480316,1506,1999,2002,14698.2,,,NO,0,9,
1716,2917,2002,A,29/11/2005,0,54,6398,BrF,15.5,04/10/2014,173,1.1796,0.8204,0.829899776,2005,11,2014,3,24,9,4+,1,Yes,12,Females,25,8632.725,9.063315493,1716,2002,2005,14451.45,14,14.16666667,YES,1,28,28
1698,375,2001,A,02/08/2004,1,34,595,BrM,16.9,10/09/2010,51,1.0408,0.9592,0.829925081,2004,8,2010,3,24,6,4+,1,Yes,9,Males,26.7,12559.49,9.438231834,1698,2001,2004,22021.24,9,14.25,NO,0.666666667,28.5,28.5
1763,3977,2002,A,18/07/2008,0,87,4497,BrF,14.5,04/03/2014,3,1.249,0.751,0.831342301,2008,7,2014,6,24,6,4+,1,Yes,12,Females,23.7,2429.05,7.795255513,1763,2002,2008,24501.73,11.5,12.66666667,YES,1,11.5,11.5
1886,3804,2002,A,12/08/2007,1,82,4283,BrM,15.4,19/03/2010,134,0.7633,1.2367,0.831684162,2007,8,2010,5,24,3,3,1,Yes,8,Males,24.9,4913.74,8.499790642,1886,2002,2007,10799.82,9,14.25,YES,1,41,41
1877,4160,2003,A,24/07/2008,1,87,4582,BrM,17.7,04/10/2014,125,1.0408,0.9592,0.831833111,2008,7,2014,5,24,6,4+,1,Yes,11,Males,26.4,16926.94,9.736661715,1877,2003,2008,25302.74,11.5,11.3,YES,1,11.5,11.5
1356,446,1997,A,30/12/2004,1,35,2932,BrM,17.3,18/09/2009,82,0.7633,1.2367,0.832132114,2004,12,2009,7,24,5,4+,1,Yes,12,Males,26.1,31056.91,10.34357661,1356,1997,2004,20580.15,9,20,YES,1,59,59
1501,627,1998,A,20/08/2005,0,37,667,BrF,16,18/09/2009,28,0.2776,1.7224,0.83251032,2005,8,2009,7,24,4,4+,1,Yes,11,Females,24.5,10143.62,9.224600215,1501,1998,2005,12253.02,14,14.375,NO,0.571428571,73.5,54
5144,4068,2007,A,25/01/2009,1,90,4114,BrM,17.5,29/02/2012,71,1.1102,0.8898,0.832576521,2009,1,2012,2,24,3,3,1,Yes,5,Males,25.9,12791.71,9.456552584,5144,2007,2009,12791.71,17,14.25,YES,1,17,17
1740,3954,2001,A,13/07/2008,0,87,4499,BrF,15,03/03/2009,5,0.9714,1.0286,0.833444497,2008,7,2009,7,24,1,1,1,Yes,8,Females,24.5,2433.87,7.797237862,1740,2001,2008,31606.99,11.5,12.66666667,NO,0.857142857,58,58
1869,4096,2003,A,10/02/2009,1,90,4159,BrM,16.1,04/10/2014,154,1.1796,0.8204,0.837134869,2009,2,2014,6,24,5,4+,1,Yes,11,Males,24.8,17106.9,9.74723717,1869,2003,2009,11940.69,17,11.5,YES,1,31,31
4887,3865,2006,A,10/01/2008,1,85,4396,ABX,16,10/09/2010,112,1.0408,0.9592,0.839331389,2008,1,2010,2,24,2,2,1,Yes,4,Males,26.2,2195.34,7.694092211,4887,2006,2008,20145.88,11.5,10.25,YES,1,40,40
1358,277,1998,A,03/01/2004,1,31,2650,BrM,17.6,11/12/2005,76,0.6939,1.3061,0.840265417,2004,1,2005,6,24,1,1,1,Yes,7,Males,27.4,22900.26,10.03890354,1358,1998,2004,38650.745,9,14.5,NO,0.5,9,9
1419,3151,1999,A,08/08/2006,0,75,3775,BrF,15.1,07/09/2008,22,0.9714,1.0286,0.842497139,2006,8,2008,7,24,2,2,1,Yes,9,Females,23.5,8923.08,9.096396457,1419,1999,2006,22254.205,13,13.875,NO,0.571428571,32.5,13
3608,3832,2005,A,23/08/2007,0,82,4224,BrF,15.9,04/10/2014,50,1.1102,0.8898,0.842979509,2007,8,2014,2,24,7,4+,1,Yes,9,Females,24.5,12099.53,9.400921888,3608,2005,2007,12099.53,9,11,YES,1,18,18
911,3958,1994,A,16/07/2008,1,87,4498,BrM,16.8,10/09/2010,4,1.1796,0.8204,0.843710415,2008,7,2010,14,24,2,2,1,Yes,16,Males,26.8,2644.84,7.880365851,911,1994,2008,14217.22,11.5,15.8,NO,0.714285714,83.5,83.5
4917,4069,2006,A,25/01/2009,0,90,4114,BrF,14.8,04/10/2014,71,1.0408,0.9592,0.844697553,2009,1,2014,3,24,5,4+,1,Yes,8,Females,24.3,12791.71,9.456552584,4917,2006,2009,12791.71,17,12.5,YES,1,17,17
1553,3831,1999,A,23/08/2007,1,82,4224,BrM,16.1,19/03/2010,50,0.8327,1.1673,0.845837683,2007,8,2010,8,24,3,3,1,Yes,11,Males,25.8,12099.53,9.400921888,1553,1999,2007,12099.53,9,12.9,NO,0.625,40,20.5
1244,3890,1997,A,17/01/2008,0,85,4366,ABX,14.9,07/09/2008,71,1.1796,0.8204,0.846159514,2008,1,2008,11,24,0,0,0,No,11,Females,22.9,28020.39,10.24068774,1244,1997,2008,12791.71,11.5,13.875,NO,0.727272727,49,49
1591,276,2000,A,03/01/2004,1,31,2649,BrM,17,11/12/2005,75,1.249,0.751,0.846507514,2004,1,2005,4,24,1,1,1,Yes,5,Males,26,38242.26,10.55169647,1591,2000,2004,14247.11,9,14.25,NO,0.5,9,9
2980,3386,2004,A,14/06/2007,1,82,4190,BrM,15.8,21/02/2008,3,0.7633,1.2367,0.846955885,2007,6,2008,3,24,1,1,1,Yes,4,Males,25.6,7173.59,8.878161506,2980,2004,2007,24501.73,9,13.5,YES,1,22,22
1361,378,1998,A,31/07/2004,0,34,595,BrF,16.4,19/03/2010,51,0.6939,1.3061,0.848183588,2004,7,2010,6,24,6,4+,1,Yes,12,Females,24,12559.49,9.438231834,1361,1998,2004,22021.24,9,14.5,NO,0.5,29.5,29.5
4954,3786,2006,A,27/07/2007,1,82,4264,ABX,16,04/10/2014,99,1.0408,0.9592,0.848681118,2007,7,2014,1,12,7,4+,1,Yes,8,Males,26.2,7952.63,8.981257971,4954,2006,2007,12565.45,9,9,YES,1,9,9
4885,4102,2006,A,12/02/2009,0,90,4160,BrF,16,04/10/2014,155,1.1796,0.8204,0.85152002,2009,2,2014,3,24,5,4+,1,Yes,8,Females,25,70818.69,11.16787823,4885,2006,2009,19070.82,17,12.5,YES,1,17,17
1728,136,2001,A,17/07/2003,1,30,540,BrM,17.2,12/01/2005,154,0.902,1.098,0.854292546,2003,7,2005,2,24,2,2,1,Yes,4,Males,26.1,18899.59,9.846895508,1728,2001,2003,11940.69,19.5,19.5,NO,0.5,19.5,19.5
4896,3896,2006,A,18/01/2008,0,85,4348,BrF,15,04/10/2014,48,1.1102,0.8898,0.856075551,2008,1,2014,2,24,6,4+,1,Yes,8,Females,24.4,11602.54,9.358979319,4896,2006,2008,16692.72,11.5,10.25,YES,1,28.5,28.5
1795,147,2002,A,26/07/2003,1,30,460,BrM,16.2,18/09/2009,22,0.8327,1.1673,0.856898354,2003,7,2009,1,12,6,4+,1,Yes,7,Males,25.4,8818.12,9.084563974,1795,2002,2003,22254.205,19.5,19.5,YES,1,32.5,32.5
1160,2523,1996,A,11/07/1997,0,22,84,BrF,15,26/09/1999,112,0.6939,1.3061,0.857130837,1997,7,1999,1,12,2,2,1,Yes,3,Females,24.5,62570.19,11.04404425,1160,1996,1997,20145.88,21,21,YES,1,21,21
1581,4258,2000,A,20/08/2008,1,87,4588,BrM,17.9,03/03/2009,135,1.1102,0.8898,0.858100085,2008,8,2009,8,24,1,1,1,Yes,9,Males,25.6,8377.24,9.033273784,1581,2000,2008,11446.08,11.5,12.66666667,NO,0.75,53,33.5
1361,4238,1998,A,13/08/2008,0,87,4531,BrF,15.2,19/03/2010,51,0.6939,1.3061,0.698523268,2008,8,2010,10,24,2,2,1,Yes,12,Females,24.2,5366.31,8.5878958,1361,1998,2008,22021.24,11.5,13,NO,0.7,29.5,29.5
4956,4116,2006,A,17/02/2009,0,90,4144,ABX,14.8,02/10/2011,116,0.7633,1.2367,0.859946607,2009,2,2011,3,24,2,2,1,Yes,5,Females,23.3,8337.69,9.028541479,4956,2006,2009,12817.33,17,12.5,YES,1,17,17
1589,3238,2000,A,02/09/2006,0,75,3772,BrF,15.6,07/09/2008,15,1.1796,0.8204,0.860226557,2006,9,2008,6,24,2,2,1,Yes,8,Females,23.4,23112.13,10.04811287,1589,2000,2006,30557.81,13,13.875,NO,0.666666667,40,40
1616,417,2000,A,09/08/2004,1,34,624,BrM,17.8,28/02/2012,127,1.249,0.751,0.860709774,2004,8,2012,4,24,8,4+,1,Yes,12,Males,26,2897.37,7.971558708,1616,2000,2004,13432.58,9,14.25,NO,0.5,31,31
1744,474,2001,A,11/06/2005,1,37,689,BrM,15.1,10/09/2010,60,0.8327,1.1673,0.861793689,2005,6,2010,4,24,5,4+,1,Yes,9,Males,25.1,11099.96,9.314696784,1744,2001,2005,14001.03,14,14.16666667,NO,0.75,71,71
1187,3863,1996,A,09/01/2008,1,85,4316,BrM,15.9,10/09/2010,5,1.0408,0.9592,0.866037838,2008,1,2010,12,24,2,2,1,Yes,14,Males,27.1,2433.87,7.797237862,1187,1996,2008,31606.99,11.5,14.66666667,NO,0.75,100,100
1577,591,2000,A,04/08/2005,1,37,691,BrM,16.4,04/03/2014,63,1.1796,0.8204,0.866233213,2005,8,2014,5,24,9,4+,1,Yes,14,Males,26.2,20530.155,9.92965006,1577,2000,2005,20268.53,14,14.16666667,NO,0.6,57,57
1043,1079,1995,A,23/08/2002,0,41,852,BrF,15,19/03/2010,165,1.3878,0.6122,0.866865678,2002,8,2010,7,24,8,4+,1,Yes,15,Females,24.4,29811.25,10.30264112,1043,1995,2002,29811.25,,20.5,NO,0.571428571,40,40
606,2411,1993,A,26/07/1997,1,22,52,BrM,16.5,28/03/1998,62,0.7633,1.2367,0.867419386,1997,7,1998,4,24,1,1,1,Yes,5,Males,25.5,132225.55,11.79226446,606,1993,1997,16517.61,21,23.5,NO,0.5,21,21
2978,3925,2003,A,31/01/2008,0,85,4378,BrF,15.3,04/03/2014,86,1.1796,0.8204,0.870726342,2008,1,2014,5,24,6,4+,1,Yes,11,Females,24.3,3693.02,8.21419983,2978,2003,2008,7239.03,11.5,12,YES,1,33.5,33.5
3596,3790,2005,A,30/07/2007,0,82,4278,ABX,15.5,04/10/2014,125,1.249,0.751,0.928371187,2007,7,2014,2,24,7,4+,1,Yes,9,Females,24,9631.8,9.172825403,3596,2005,2007,25302.74,9,11,YES,1,20.5,20.5
1553,4199,1999,A,01/08/2008,1,87,4530,BrM,17.5,19/03/2010,50,0.8327,1.1673,0.873378475,2008,8,2010,9,24,2,2,1,Yes,11,Males,26,8440.67,9.040816968,1553,1999,2008,12099.53,11.5,12.66666667,NO,0.666666667,40,20.5
4897,3910,2006,A,22/01/2008,1,85,4331,BrM,16.1,19/03/2010,25,1.3184,0.6816,0.874162094,2008,1,2010,2,24,2,2,1,Yes,4,Males,26.3,2989.42,8.002834668,4897,2006,2008,14698.2,11.5,10.25,YES,1,40,40
1673,87,2001,A,25/06/2003,0,30,457,H,14.4,23/08/2004,16,0.5551,1.4449,0.877556737,2003,6,2004,2,24,1,1,1,Yes,3,Females,24.7,14886.81,9.608230865,1673,2001,2003,15366.17,19.5,19.5,NO,0.5,39,39
1722,482,2001,A,15/06/2005,1,37,710,BrM,17.5,27/02/2013,87,1.1102,0.8898,0.8779799,2005,6,2013,4,24,8,4+,1,Yes,12,Males,26.5,11547.715,9.354242861,1722,2001,2005,13915.73,14,14.16666667,NO,0.75,28,28
