BirdID,BloodID,LayYear,Ageclass,CatchDate,SexEstimate,FieldPeriodID,BreedGroupID,LastOfStatus,BodyMass,DeathDate,TerritoryID,Hz,Homozygosity,RTL,CatchYear,CatchMonth,DeathYear,Age,Agemonths,RemainingLife,RemainingLifeFig,SurvivedNext,SurvivedNextFig,Lifespan,Sex,Tarsus,TQcorrected,LogTQ,BirdID,LayYear,CatchYear,SpaceTQ,Food,MeanAdultFood,AllYears?,PropCovered,SumFood,SumFood2
3444,4305,2004,A,02/07/2009,0,92,4775,BrF,15.9,10/09/2010,112,1.0408,0.9592,0.87449142,2009,7,2010,5,24,1,1,1,Yes,6,Females,25,15024.67,9.617448796,3444,2004,2009,20145.88,17,12.9,YES,1,17,17
1702,3382,2002,A,13/06/2007,1,77,3894,BrM,16.2,10/09/2010,23,1.0408,0.9592,0.744931026,2007,6,2010,5,24,3,3,1,Yes,8,Males,24.5,5340.62,8.58309703,1702,2002,2007,20546.86,9,14.25,YES,1,54,54
1848,3818,2003,A,21/08/2007,1,82,4207,BrM,16.2,19/03/2010,26,1.249,0.751,0.599372655,2007,8,2010,4,24,3,3,1,Yes,7,Males,25.9,8956.46,9.100130339,1848,2003,2007,22774.32,9,12,YES,1,40,40
4860,4186,2006,A,29/07/2008,1,87,4613,BrM,17.8,04/10/2014,480,1.0408,0.9592,0.599995346,2008,7,2014,2,24,6,4+,1,Yes,8,Males,26.3,1386.23,7.234343111,4860,2006,2008,10998.11,11.5,10.25,YES,1,28.5,28.5
1214,127,1997,A,11/07/2003,1,30,469,BrM,15.4,02/09/2006,33,0.9714,1.0286,0.600325732,2003,7,2006,6,24,3,3,1,Yes,9,Males,25.8,9007.01,9.105758442,1214,1997,2003,17046.12,19.5,18.16666667,NO,0.5,19.5,19.5
1031,4027,1996,A,07/01/2009,1,90,4116,BrM,17.6,19/03/2010,74,0.8327,1.1673,0.600426669,2009,1,2010,13,24,1,1,1,Yes,14,Males,26,15176.07,9.627475124,1031,1996,2009,19657.21,17,14.9,NO,0.769230769,59.5,59.5
1787,3124,2002,A,27/07/2006,1,75,3786,BrM,17,21/02/2008,36,1.0408,0.9592,0.60134172,2006,7,2008,4,24,2,2,1,Yes,6,Males,25.6,9666.79,9.176451579,1787,2002,2006,12955.9,13,13.875,YES,1,24.5,24.5
1384,3232,1998,A,01/09/2006,0,75,3793,BrF,15.2,18/09/2009,46,1.3878,0.6122,0.602737977,2006,9,2009,8,24,3,3,1,Yes,11,Females,23.4,13084.27,9.479166024,1384,1998,2006,24250.015,13,14.1,NO,0.625,47.5,47.5
1617,461,2000,A,02/01/2005,0,35,2967,BrF,14.8,02/10/2011,140,0.9714,1.0286,0.604935154,2005,1,2011,5,24,6,4+,1,Yes,11,Females,25.1,6867.87,8.834609293,1617,2000,2005,10970.67,14,14.16666667,NO,0.6,40,40
1384,3916,1998,A,25/01/2008,0,85,4346,BrF,14.8,18/09/2009,46,1.3878,0.6122,0.610928227,2008,1,2009,10,24,1,1,1,Yes,11,Females,23.4,9481.66,9.157114685,1384,1998,2008,24250.015,11.5,13,NO,0.7,47.5,47.5
4957,4128,2006,A,21/02/2009,1,90,4164,BrM,15.8,04/10/2014,165,0.7633,1.2367,0.612577363,2009,2,2014,3,24,5,4+,1,Yes,8,Males,25.5,9085.93,9.114482342,4957,2006,2009,29811.25,17,12.5,YES,1,17,17
1244,1013,1997,A,24/07/2002,0,41,815,BrF,15.9,07/09/2008,71,1.1796,0.8204,0.613396388,2002,7,2008,5,24,6,4+,1,Yes,11,Females,22.5,16804.54,9.729404367,1244,1997,2002,12791.71,,17.5,NO,0.4,49,49
522,2383,1993,A,29/06/1996,0,21,2250,BrF,18.7,02/10/2002,86,1.1102,0.8898,0.715281142,1996,6,2002,3,24,6,4+,1,Yes,9,Females,24.9,35101,10.4659849,522,1993,1996,7239.03,26,26,NO,0.333333333,26,
1702,3121,2002,A,20/07/2006,1,75,3776,BrM,16.5,10/09/2010,23,1.0408,0.9592,0.616091977,2006,7,2010,4,24,4,4+,1,Yes,8,Males,24.3,32280.28,10.3822118,1702,2002,2006,20546.86,13,14.25,YES,1,54,54
5162,3561,2006,A,15/01/2008,0,85,4425,BrF,14.2,04/10/2014,174,0.902,1.098,0.617191403,2008,1,2014,2,24,6,4+,1,Yes,8,Females,23.9,24523.22,10.1073757,5162,2006,2008,21463.3,11.5,10.25,YES,1,23,23
1049,134,1996,A,15/07/2003,0,30,527,H,14.8,14/01/2004,116,1.1102,0.8898,0.621013867,2003,7,2004,7,24,1,1,1,Yes,8,Females,24,36561.03,10.5067382,1049,1996,2003,12817.33,19.5,18.875,NO,0.571428571,19.5,19.5
1607,3834,2001,A,28/08/2007,1,82,4198,BrM,16.9,04/10/2014,13,1.1796,0.8204,0.704409199,2007,8,2014,6,24,7,4+,1,Yes,13,Males,24.6,22433.46,10.01830887,1607,2001,2007,23212.25,9,12.9,NO,0.833333333,33.5,33.5
1539,3919,1999,A,27/01/2008,1,85,4359,BrM,15.9,07/09/2008,62,1.1796,0.8204,0.625423095,2008,1,2008,9,24,0,0,0,No,9,Males,25.4,4355.82,8.379268161,1539,1999,2008,16517.61,11.5,12.66666667,NO,0.666666667,31,11.5
1773,239,2002,A,15/12/2003,1,31,2610,BrM,16.5,11/12/2005,27,0.6939,1.3061,0.625444656,2003,12,2005,1,12,2,2,1,Yes,3,Males,25.9,16055.31,9.683794915,1773,2002,2003,22224.98,19.5,19.5,YES,1,48,48
1783,3767,2003,A,22/07/2007,1,82,4233,BrM,15.9,19/03/2010,61,0.8327,1.1673,0.627982318,2007,7,2010,4,24,3,3,1,Yes,7,Males,24.8,3580.78,8.183335933,1783,2003,2007,15694.275,9,11.25,YES,1,9,9
1854,3842,2003,A,30/08/2007,0,82,4219,BrF,14.6,18/09/2009,43,0.5551,1.4449,0.632641596,2007,8,2009,4,24,2,2,1,Yes,6,Females,24.9,7187.9,8.880154336,1854,2003,2007,9655.045,9,11.25,YES,1,26,26
1742,3211,2002,A,23/08/2006,1,75,3813,BrM,15.8,07/09/2008,71,0.5551,1.4449,0.96204542,2006,8,2008,4,24,2,2,1,Yes,6,Males,25.4,9069.52,9.11267462,1742,2002,2006,12791.71,13,14.25,YES,1,63,63
5155,4071,2007,A,25/01/2009,0,90,4098,H,15.8,10/09/2010,51,0.902,1.098,0.633367725,2009,1,2010,2,24,1,1,1,Yes,3,Females,24.9,19260.53,9.865813203,5155,2007,2009,22021.24,17,14.25,YES,1,17,17
1603,1023,2000,A,28/07/2002,0,41,3281,BrF,15.5,11/12/2005,166,1.0408,0.9592,0.637274955,2002,7,2005,2,24,3,3,1,Yes,5,Females,23.5,12537.51,9.43648023,1603,2000,2002,30208.95,,,NO,0,14,14
3463,3846,2004,A,30/08/2007,1,82,4198,ABX,18,16/09/2007,13,0.9714,1.0286,0.638561667,2007,8,2007,3,24,0,0,0,No,3,Males,25.3,22433.46,10.01830887,3463,2004,2007,23212.25,9,12,YES,1,18,18
1532,1012,1999,A,22/07/2002,0,41,3249,BrF,17.3,10/09/2010,4,0.7633,1.2367,0.63867159,2002,7,2010,3,24,8,4+,1,Yes,11,Females,24.1,14217.22,9.562209185,1532,1999,2002,14217.22,,,NO,0,29.5,20.5
5147,4313,2007,A,12/07/2009,0,92,4815,BrF,14.8,10/09/2010,490,1.1796,0.8204,0.640436316,2009,7,2010,2,24,1,1,1,Yes,3,Females,24.6,31542.85,10.35910222,5147,2007,2009,30036.1,17,14.25,YES,1,34,34
1187,3371,1996,A,13/06/2007,1,77,3882,BrM,16.8,10/09/2010,5,1.0408,0.9592,0.640868339,2007,6,2010,11,24,3,3,1,Yes,14,Males,26.9,7931.91,8.978649143,1187,1996,2007,31606.99,9,15.0625,NO,0.818181818,100,100
1533,3785,1999,A,27/07/2007,1,82,4264,BrM,16.5,04/10/2014,99,0.9714,1.0286,0.644386233,2007,7,2014,8,24,7,4+,1,Yes,15,Males,26.1,7952.63,8.981257971,1533,1999,2007,12565.45,9,12.9,NO,0.625,28.5,9
454,1124,1992,A,12/09/2002,0,41,801,BrF,14.5,14/01/2004,45,1.3878,0.6122,0.64813415,2002,9,2004,10,24,2,2,1,Yes,12,Females,24.2,21668.32,9.983606565,454,1992,2002,18216.17,,20.5,NO,0.4,,
4939,3953,2006,A,13/07/2008,1,87,4501,BrM,16.7,10/09/2010,8,0.6245,1.3755,0.648174712,2008,7,2010,2,24,2,2,1,Yes,4,Males,26,18127.16,9.805166645,4939,2006,2008,19626.265,11.5,9,YES,1,49,49
1569,1077,1998,A,23/08/2002,1,41,852,BrM,16.5,02/10/2002,165,0.7633,1.2367,0.649710429,2002,8,2002,4,24,0,0,0,No,4,Males,25.5,29811.25,10.30264112,1569,1998,2002,29811.25,,15,NO,0.25,15,15
1186,789,1996,A,31/08/1999,0,28,395,BrF,14.7,02/10/2002,72,1.1102,0.8898,0.651235749,1999,8,2002,3,24,3,3,1,Yes,6,Females,24.7,16155.58,9.69002078,1186,1996,1999,18354.98,15,21,YES,1,36,36
494,2276,1990,A,31/05/1995,1,19,2100,BrM,16.2,02/10/2002,40,1.1796,0.8204,1.073233009,1995,5,2002,5,24,7,4+,1,Yes,12,Males,25.4,21995.42,9.998589529,494,1990,1995,14591.88,,,NO,0,15,
1854,4281,2003,A,22/06/2009,0,92,4727,BrF,14.9,18/09/2009,43,0.5551,1.4449,0.635213826,2009,6,2009,6,24,0,0,0,No,6,Females,25.2,17475.69,9.768566051,1854,2003,2009,9655.045,17,11.25,YES,1,26,26
1802,3178,2002,A,13/08/2006,1,75,3819,BrM,15.7,10/09/2010,79,0.6939,1.3061,0.653377047,2006,8,2010,4,24,4,4+,1,Yes,8,Males,25.6,12269.72,9.414889718,1802,2002,2006,12339.485,13,19.5,YES,1,41.5,41.5
1607,3101,2001,A,06/07/2006,1,75,3770,BrM,17.5,04/10/2014,13,1.1796,0.8204,0.6590884,2006,7,2014,5,24,8,4+,1,Yes,13,Males,24.8,20596.49,9.932875952,1607,2001,2006,23212.25,13,13.875,NO,0.8,33.5,33.5
1752,4082,2002,A,04/02/2009,1,90,4095,BrM,16.2,10/09/2010,47,0.7633,1.2367,1.060065058,2009,2,2010,7,24,1,1,1,Yes,8,Males,25,14505.83,9.582305917,1752,2002,2009,24063.4,17,13.875,YES,1,79,79
1509,3950,1999,A,13/07/2008,1,87,4500,BrM,17.5,10/09/2010,7,0.6939,1.3061,0.662934903,2008,7,2010,9,24,2,2,1,Yes,11,Males,26.6,27994.72,10.2397712,1509,1999,2008,16502.03,11.5,12.66666667,NO,0.666666667,81.5,42.5
1589,2935,2000,A,04/12/2005,0,54,5784,BrF,14.6,07/09/2008,15,1.1796,0.8204,0.665299314,2005,12,2008,5,24,3,3,1,Yes,8,Females,23.1,26101.06,10.16973121,1589,2000,2005,30557.81,14,14.16666667,NO,0.6,40,40
1742,4177,2002,A,26/07/2008,1,87,4547,BrM,15.6,07/09/2008,71,0.5551,1.4449,0.66892584,2008,7,2008,6,24,0,0,0,No,6,Males,25.2,28020.39,10.24068774,1742,2002,2008,12791.71,11.5,14.25,YES,1,63,63
3517,3774,2005,A,24/07/2007,0,82,4296,BrF,14.4,30/09/2012,168,0.8327,1.1673,0.770233558,2007,7,2012,2,24,5,4+,1,Yes,7,Females,24,7748.23,8.955219709,3517,2005,2007,39560.78,9,11,YES,1,20.5,20.5
3608,3856,2005,A,06/09/2007,0,82,4224,BrF,14.7,04/10/2014,50,1.1102,0.8898,0.673039369,2007,9,2014,2,24,7,4+,1,Yes,9,Females,24.1,12099.53,9.400921888,3608,2005,2007,12099.53,9,11,YES,1,18,18
4941,4133,2006,A,24/02/2009,0,90,4086,BrF,14.4,04/10/2014,33,0.9714,1.0286,0.673570195,2009,2,2014,3,24,5,4+,1,Yes,8,Females,24.5,17046.12,9.743677891,4941,2006,2009,17046.12,17,12.5,YES,1,17,17
4939,3844,2006,A,30/08/2007,1,82,4191,H,15.1,10/09/2010,4,0.6245,1.3755,0.675124146,2007,8,2010,1,12,3,3,1,Yes,4,Males,24.4,8265.39,9.019832196,4939,2006,2007,14217.22,9,9,YES,1,49,49
1826,3134,2003,A,04/08/2006,0,75,3767,BrF,16.9,04/10/2014,9,0.7633,1.2367,0.675569967,2006,8,2014,3,24,8,4+,1,Yes,11,Females,24.6,5511.48,8.614588469,1826,2003,2006,23258.14,13,12,YES,1,45,45
5071,4091,2007,A,09/02/2009,1,90,4064,H,15.6,10/09/2010,4,0.6939,1.3061,0.676258845,2009,2,2010,2,24,1,1,1,Yes,3,Males,26.7,13203.39,9.488228894,5071,2007,2009,14217.22,17,14.25,YES,1,34,34
3500,3840,2005,A,30/08/2007,0,82,4199,BrF,15.9,18/09/2009,14,1.249,0.751,0.679818263,2007,8,2009,2,24,2,2,1,Yes,4,Females,23.9,3292.03,8.099259675,3500,2005,2007,22787.64,9,11,YES,1,20.5,20.5
1188,112,1996,A,07/07/2003,1,30,498,BrM,17.5,16/08/2010,71,1.0408,0.9592,0.680268495,2003,7,2010,7,24,7,4+,1,Yes,14,Males,25.4,16804.54,9.729404367,1188,1996,2003,12791.71,19.5,18.875,NO,0.571428571,19.5,19.5
1697,149,2002,A,28/07/2003,0,30,2585,BrF,14.6,16/09/2007,93,1.1796,0.8204,0.680847192,2003,7,2007,1,12,4,4+,1,Yes,5,Females,25.7,9393.47,9.147770046,1697,2002,2003,4248.87,19.5,19.5,YES,1,19.5,19.5
1195,152,1996,A,29/07/2003,0,30,513,BrF,16.2,10/09/2010,94,0.902,1.098,0.681165507,2003,7,2010,7,24,7,4+,1,Yes,14,Females,24.2,22914.19,10.03951165,1195,1996,2003,17117.23,19.5,18.875,NO,0.571428571,31,31
1614,3741,2001,A,17/07/2007,0,82,4196,BrF,15,07/09/2008,11,0.902,1.098,0.681719301,2007,7,2008,6,24,1,1,1,Yes,7,Females,24,5252.83,8.566522258,1614,2001,2007,21739.96,9,12.9,NO,0.833333333,9,9
4805,4052,2006,A,20/01/2009,1,90,4180,BrM,16.5,03/03/2009,479,1.1102,0.8898,0.684835038,2009,1,2009,3,24,0,0,0,No,3,Males,26.2,17530.05,9.77167183,4805,2006,2009,20107.65,17,12.5,YES,1,17,17
1533,190,1999,A,18/08/2003,1,30,517,BrM,16.2,04/10/2014,99,0.9714,1.0286,0.689199691,2003,8,2014,4,24,11,4+,1,Yes,15,Males,26.8,24698.57,10.11450063,1533,1999,2003,12565.45,19.5,19.5,NO,0.25,28.5,9
1415,3867,1998,A,11/01/2008,0,85,4341,BrF,14,30/09/2013,39,0.9714,1.0286,0.694023811,2008,1,2013,10,24,5,4+,1,Yes,15,Females,24.2,1629.43,7.395985539,1415,1998,2008,10178.43,11.5,13,NO,0.7,42.5,42.5
832,244,1994,A,19/12/2003,0,31,2656,BrF,15.3,11/12/2005,83,1.0408,0.9592,0.696792021,2003,12,2005,9,24,2,2,1,Yes,11,Females,24.2,7454.73,8.916604009,832,1994,2003,16410.59,19.5,20.3,NO,0.555555556,34.5,34.5
3500,3902,2005,A,21/01/2008,0,85,4324,BrF,15.2,18/09/2009,14,1.249,0.751,0.697268966,2008,1,2009,3,24,1,1,1,Yes,4,Females,24.2,2489.33,7.819768877,3500,2005,2008,22787.64,11.5,11,YES,1,20.5,20.5
3519,3805,2005,A,15/08/2007,1,82,4197,BrM,16.7,10/09/2010,12,1.1102,0.8898,0.699491847,2007,8,2010,2,24,3,3,1,Yes,5,Males,26.7,7934.38,8.978960495,3519,2005,2007,20415.49,9,11,YES,1,29.5,29.5
1742,393,2002,A,28/07/2004,1,34,607,BrM,14.6,07/09/2008,71,0.5551,1.4449,0.700276613,2004,7,2008,2,24,4,4+,1,Yes,6,Males,25.4,4567.96,8.426821995,1742,2002,2004,12791.71,9,14.25,YES,1,63,63
4871,3784,2006,A,26/07/2007,0,82,4243,ABX,16,10/09/2010,72,1.1796,0.8204,0.700625549,2007,7,2010,1,12,3,3,1,Yes,4,Females,24.5,5124.47,8.541782384,4871,2006,2007,18354.98,9,9,YES,1,9,9
1607,994,2001,A,18/07/2002,1,41,798,ABX,15.9,04/10/2014,40,1.1796,0.8204,0.706259661,2002,7,2014,1,12,12,4+,1,Yes,13,Males,25.1,6613.39,8.796851661,1607,2001,2002,14591.88,,,NO,0,33.5,33.5
1394,4249,1998,A,18/08/2008,1,87,4569,BrM,16.7,19/03/2010,100,0.8327,1.1673,0.707434627,2008,8,2010,10,24,2,2,1,Yes,12,Males,25.8,6763.74,8.81933127,1394,1998,2008,14097.02,11.5,13,NO,0.7,48,28.5
1384,883,1998,A,02/08/2000,0,39,3061,BrF,14.6,18/09/2009,52,1.3878,0.6122,0.709377901,2000,8,2009,2,24,9,4+,1,Yes,11,Females,22.9,14576.16,9.587142596,1384,1998,2000,18460.1,,15,NO,0.5,47.5,47.5
1396,1005,1998,A,21/07/2002,1,41,834,BrM,16.7,12/07/2007,112,0.7633,1.2367,0.711338376,2002,7,2007,4,24,5,4+,1,Yes,9,Males,24.7,13562.81,9.515086767,1396,1998,2002,20145.88,,15,NO,0.25,19.5,
1684,52,2000,A,08/06/2003,1,30,472,BrM,17.3,28/09/2013,40,0.9714,1.0286,0.713923127,2003,6,2013,3,24,10,4+,1,Yes,13,Males,25.5,6613.39,8.796851661,1684,2000,2003,14591.88,19.5,19.5,NO,0.333333333,19.5,
3590,4270,2005,A,18/06/2009,0,92,4809,BrF,13.9,10/09/2010,478,0.8327,1.1673,0.716143407,2009,6,2010,4,24,1,1,1,Yes,5,Females,23.7,14710.93,9.596346034,3590,2005,2009,15899.125,17,12.625,YES,1,17,17
2963,3854,2003,A,03/09/2007,0,82,4254,H,14.9,10/09/2010,86,1.0408,0.9592,0.719536426,2007,9,2010,4,24,3,3,1,Yes,7,Females,24.6,2579.74,7.855443898,2963,2003,2007,7239.03,9,12,YES,1,42.5,42.5
1778,533,2002,A,17/07/2005,0,37,656,BrF,14.7,16/09/2007,13,0.9714,1.0286,0.720479963,2005,7,2007,3,24,2,2,1,Yes,5,Females,23.5,15743.425,9.664178097,1778,2002,2005,23212.25,14,14.16666667,YES,1,23,23
176,1020,1988,A,26/07/2002,1,41,813,BrM,17.5,02/09/2003,63,1.1102,0.8898,0.720641268,2002,7,2003,14,24,1,1,1,Yes,15,Males,26,20268.53,9.916824716,176,1988,2002,20268.53,,20.5,NO,0.285714286,,
1437,481,1998,A,15/06/2005,0,37,710,BrF,15.5,21/02/2008,87,0.6245,1.3755,0.721359407,2005,6,2008,7,24,3,3,1,Yes,10,Females,24.2,11547.715,9.354242861,1437,1998,2005,13915.73,14,14.375,NO,0.571428571,14,14
1171,4107,1996,A,14/02/2009,1,90,4157,BrM,17,19/03/2010,139,0.6939,1.3061,0.721690286,2009,2,2010,13,24,1,1,1,Yes,14,Males,25.9,3221.17,8.077499927,1171,1996,2009,5728.63,17,14.66666667,NO,0.846153846,32,32
3486,3689,2005,A,19/06/2007,1,82,4274,BrM,16.8,04/10/2014,116,0.6939,1.3061,0.722654032,2007,6,2014,2,24,7,4+,1,Yes,9,Males,26.2,6885.89,8.837229669,3486,2005,2007,12817.33,9,13,YES,1,22,22
1685,4118,2002,A,17/02/2009,0,90,4144,BrF,15.2,10/09/2010,116,1.0408,0.9592,0.72331366,2009,2,2010,7,24,1,1,1,Yes,8,Females,24.2,8337.69,9.028541479,1685,2002,2009,12817.33,17,14.25,YES,1,26,26
1501,4080,1998,A,03/02/2009,0,90,4083,BrF,15,18/09/2009,28,0.2776,1.7224,0.723583715,2009,2,2009,11,24,0,0,0,No,11,Females,24.3,31485.45,10.35728081,1501,1998,2009,12253.02,17,13.5,NO,0.727272727,73.5,54
4939,3912,2006,A,22/01/2008,1,85,4319,BrM,16.2,10/09/2010,8,0.6245,1.3755,0.726032233,2008,1,2010,2,24,2,2,1,Yes,4,Males,25.7,18127.16,9.805166645,4939,2006,2008,19626.265,11.5,9,YES,1,49,49
2990,3893,2004,A,18/01/2008,1,85,4348,BrM,16.5,10/09/2010,48,0.9714,1.0286,0.727767683,2008,1,2010,4,24,2,2,1,Yes,6,Males,26.7,11602.54,9.358979319,2990,2004,2008,16692.72,11.5,14,YES,1,47.5,47.5
4854,4049,2006,A,03/01/2009,1,90,4177,BrM,16.8,30/09/2013,478,1.0408,0.9592,0.728869245,2009,1,2013,3,24,4,4+,1,Yes,7,Males,26,14710.93,9.596346034,4854,2006,2009,15899.125,17,12.5,YES,1,34,34
2985,3758,2003,A,19/07/2007,0,82,4222,H,15,10/09/2010,47,0.9714,1.0286,0.730341006,2007,7,2010,4,24,3,3,1,Yes,7,Females,24.2,8906.98,9.094590518,2985,2003,2007,24063.4,9,11.25,YES,1,20.5,20.5
503,128,1993,A,11/07/2003,0,30,469,BrF,15,21/02/2008,33,0.6245,1.3755,0.731086639,2003,7,2008,10,24,5,4+,1,Yes,15,Females,24.9,9007.01,9.105758442,503,1993,2003,17046.12,19.5,20.3,NO,0.5,28.5,28.5
3002,4254,2003,A,19/08/2008,0,87,4588,BrF,15.4,04/03/2014,135,0.7633,1.2367,0.731490609,2008,8,2014,5,24,6,4+,1,Yes,11,Females,24.2,8377.24,9.033273784,3002,2003,2008,11446.08,11.5,11.3,YES,1,11.5,11.5
1617,4099,2000,A,11/02/2009,0,90,4158,BrF,16.2,02/10/2011,140,0.9714,1.0286,0.731714361,2009,2,2011,9,24,2,2,1,Yes,11,Females,24.8,28359.06,10.25270183,1617,2000,2009,10970.67,17,13.28571429,NO,0.777777778,40,40
832,730,1994,A,01/05/1999,0,27,2512,BrF,14.5,11/12/2005,83,1.0408,0.9592,0.732209217,1999,5,2005,5,24,6,4+,1,Yes,11,Females,23.9,12328.85,9.419697323,832,1994,1999,16410.59,15,20.5,NO,0.8,34.5,34.5
1826,3861,2003,A,09/01/2008,0,85,4320,BrF,15.8,04/10/2014,9,0.7633,1.2367,0.733194749,2008,1,2014,5,24,6,4+,1,Yes,11,Females,24.4,1948.45,7.574789464,1826,2003,2008,23258.14,11.5,12,YES,1,45,45
3517,4168,2005,A,25/07/2008,0,87,4600,BrF,15,30/09/2012,168,0.8327,1.1673,0.734426506,2008,7,2012,3,24,4,4+,1,Yes,7,Females,23.8,55435.21,10.92297023,3517,2005,2008,39560.78,11.5,11,YES,1,20.5,20.5
4904,4239,2006,A,13/08/2008,0,87,4525,AB,15.6,04/10/2014,43,0.9714,1.0286,0.734724004,2008,8,2014,2,24,6,4+,1,Yes,8,Females,24.7,6424.74,8.767911442,4904,2006,2008,9655.045,11.5,10.25,YES,1,11.5,11.5
1532,313,1999,A,08/06/2004,0,34,568,BrF,14.4,10/09/2010,4,0.7633,1.2367,0.735720847,2004,6,2010,5,24,6,4+,1,Yes,11,Females,24,32298.96,10.38279031,1532,1999,2004,14217.22,9,14.25,NO,0.4,29.5,20.5
1031,996,1996,A,18/07/2002,1,41,817,BrM,17.6,19/03/2010,74,0.8327,1.1673,0.736140086,2002,7,2010,6,24,8,4+,1,Yes,14,Males,26.6,76313.66,11.24260723,1031,1996,2002,19657.21,,18.66666667,NO,0.5,59.5,59.5
3462,3876,2005,A,12/01/2008,0,85,4342,BrF,16,04/10/2014,40,0.9714,1.0286,0.736991142,2008,1,2014,3,24,6,4+,1,Yes,9,Females,24.5,13584.07,9.516653062,3462,2005,2008,14591.88,11.5,13,YES,1,36,36
544,137,1993,A,17/07/2003,1,30,543,BrM,16.2,02/09/2004,159,0.902,1.098,0.739042765,2003,7,2004,10,24,1,1,1,Yes,11,Males,25.7,40479.18,10.60854305,544,1993,2003,15316.44,19.5,20.3,NO,0.5,39,39
3094,3917,2004,A,25/01/2008,0,85,4351,BrF,16,04/10/2014,53,1.1796,0.8204,0.739239194,2008,1,2014,4,24,6,4+,1,Yes,10,Females,24.9,12727.44,9.451515572,3094,2004,2008,24210.09,11.5,13.5,YES,1,24.5,24.5
503,3776,1993,A,24/07/2007,0,82,4212,BrF,14,21/02/2008,33,0.6245,1.3755,0.739979766,2007,7,2008,14,24,1,1,1,Yes,15,Females,24.5,10942.07,9.300370272,503,1993,2007,17046.12,9,16.27777778,NO,0.642857143,28.5,28.5
632,888,1993,A,03/08/2000,1,39,3090,BrM,15.1,13/08/2000,90,0.5551,1.4449,0.740106898,2000,8,2000,7,24,0,0,0,No,7,Males,25.3,59653.47,10.9963076,632,1993,2000,14840.38,,20.5,NO,0.571428571,15,15
4902,3859,2006,A,09/01/2008,1,85,4321,BrM,16.9,29/02/2012,11,1.249,0.751,0.7402048,2008,1,2012,2,24,4,4+,1,Yes,6,Males,26.5,1606.45,7.381782055,4902,2006,2008,21739.96,11.5,10.25,YES,1,11.5,11.5
1543,67,1999,A,15/06/2003,1,30,473,H,16.5,18/09/2009,42,0.7633,1.2367,0.74084072,2003,6,2009,4,24,6,4+,1,Yes,10,Males,25.4,48432.36,10.78792346,1543,1999,2003,22051.43,19.5,19.5,NO,0.25,56.5,37
637,2203,1993,A,16/06/1995,1,19,2134,BrM,16.2,28/03/1998,104,0.9714,1.0286,0.742104136,1995,6,1998,2,24,3,3,1,Yes,5,Males,26.5,13318.2,9.4968868,637,1993,1995,14200.26,,,NO,0,21,21
4897,4287,2006,A,20/06/2009,1,92,4715,BrM,15.9,19/03/2010,25,1.3184,0.6816,0.742230175,2009,6,2010,3,24,1,1,1,Yes,4,Males,26.3,13979.18,9.545324359,4897,2006,2009,14698.2,17,10.25,YES,1,40,40
1886,275,2002,A,02/01/2004,1,31,2687,BrM,15.5,19/03/2010,134,0.7633,1.2367,0.742544907,2004,1,2010,2,24,6,4+,1,Yes,8,Males,25.2,6745.95,8.816697604,1886,2002,2004,10799.82,9,14.25,YES,1,41,41
2963,3195,2003,A,16/08/2006,0,75,3825,H,15.8,10/09/2010,86,1.0408,0.9592,0.743048209,2006,8,2010,3,24,4,4+,1,Yes,7,Females,24.8,2647.3,7.881295532,2963,2003,2006,7239.03,13,12,YES,1,42.5,42.5
3451,4253,2005,A,19/08/2008,0,87,4590,BrF,14.5,04/10/2014,138,0.8327,1.1673,0.743501273,2008,8,2014,3,24,6,4+,1,Yes,9,Females,23.9,956.87,6.863667541,3451,2005,2008,12623.83,11.5,11.16666667,YES,1,11.5,11.5
1597,279,2000,A,02/01/2004,0,31,2690,BrF,15.1,02/09/2004,138,1.1102,0.8898,0.746089013,2004,1,2004,4,24,0,0,0,No,4,Females,25.2,10306.01,9.240482499,1597,2000,2004,12623.83,9,14.25,NO,0.5,9,9
1782,108,2002,A,07/07/2003,0,30,497,BrF,19.3,10/09/2010,70,1.1102,0.8898,0.746320716,2003,7,2010,1,12,7,4+,1,Yes,8,Females,23.7,21300.67,9.966493807,1782,2002,2003,20085.58,19.5,19.5,YES,1,74,74
5079,4198,2005,A,01/08/2008,0,87,4540,BrF,15.5,18/09/2009,62,1.5265,0.4735,0.750521197,2008,8,2009,3,24,1,1,1,Yes,4,Females,24.6,4355.82,8.379268161,5079,2005,2008,16517.61,11.5,11,YES,1,20.5,20.5
4875,4042,2006,A,03/01/2009,0,90,4076,BrF,14.8,18/09/2009,22,1.0408,0.9592,0.750548086,2009,1,2009,3,24,0,0,0,No,3,Females,24.3,24258.41,10.09651864,4875,2006,2009,22254.205,17,10.25,YES,1,40,40
1504,556,1999,A,19/07/2005,1,37,684,BrM,16.5,10/09/2010,54,1.3184,0.6816,0.753248464,2005,7,2010,6,24,5,4+,1,Yes,11,Males,27.4,9247.53,9.132111768,1504,1999,2005,19332.705,14,14.16666667,NO,0.5,61.5,42
1826,3808,2003,A,15/08/2007,0,82,4195,BrF,16,04/10/2014,9,0.7633,1.2367,0.753487473,2007,8,2014,4,24,7,4+,1,Yes,11,Females,24.7,6272.82,8.743981293,1826,2003,2007,23258.14,9,12,YES,1,45,45
