BirdID,BloodID,LayYear,AgeClass,CatchDate,SexEstimate,FieldPeriodID,BreedGroupID,LastOfStatus,BodyMass,DeathDate,TerritoryID,Hz,Homozygosity,RTL,CatchYear,CatchMonth,DeathYear,Age,Agemonths,RemainingLife,RemainingLifeFig,SurvivedNext,SurvivedNextFig,Lifespan,Sex,Tarsus,TQcorrected,LogTQ,YearQuality,Food,FoodFP,SpaceTQ
4876,3394,2006,SA,15/06/2007,0,82,4216,ABX,13.7,21/02/2008,39,1.1102,0.8898,1.335974737,2007,6,2008,1,9,1,1,1,Yes,2,Females,24.8,4577.11,8.428823074,Low food availability,9,8,10178.43
4872,3688,2006,SA,19/06/2007,1,82,4261,BrM,16.5,04/10/2014,95,0.7633,1.2367,1.770631945,2007,6,2014,1,9,7,4+,1,Yes,8,Males,25.8,5096.18,8.536246518,Low food availability,9,8,14297.3
4936,3768,2006,SA,22/07/2007,0,82,4233,ABX,13.8,02/10/2011,61,1.1102,0.8898,,2007,7,2011,1,9,4,4+,1,Yes,5,Females,23.8,3580.78,8.183335933,Low food availability,9,8,15694.275
5080,3477,2007,FL,27/07/2007,0,82,4259,ABX,14.3,19/03/2010,93,1.1102,0.8898,,2007,7,2010,0,3,3,3,1,Yes,3,Females,24.7,2063.07,7.631950444,Low food availability,9,8,4248.87
5116,3513,2006,SA,12/08/2007,1,82,4285,ABX,16.2,29/02/2012,137,1.0408,0.9592,,2007,8,2012,1,9,5,4+,1,Yes,6,Males,26.1,7666.9,8.944667641,Low food availability,9,8,12597.94
5117,4262,2007,SA,20/08/2008,0,87,4588,H,15.9,03/03/2009,135,0.9714,1.0286,0.415177138,2008,8,2009,1,9,1,1,1,Yes,2,Females,24.1,8377.24,9.033273784,Low food availability,11.5,12,11446.08
5169,4183,2007,SA,29/07/2008,1,87,4532,ABX,16.8,10/09/2010,53,1.0408,0.9592,0.52068931,2008,7,2010,1,9,2,2,1,Yes,3,Males,26.8,12727.44,9.451515572,Low food availability,11.5,12,24210.09
3595,4164,2005,SA,24/07/2008,0,87,4562,BrF,15.9,04/10/2014,90,0.8327,1.1673,0.554705357,2008,7,2014,3,9,6,4+,1,Yes,9,Females,23.5,18379.35,9.818983031,Low food availability,11.5,12,14840.38
5077,4165,2007,SA,25/07/2008,1,87,4548,ABX,15.9,04/10/2014,72,0.6939,1.3061,0.571687443,2008,7,2014,1,9,6,4+,1,Yes,7,Males,24.8,18354.98,9.817656206,Low food availability,11.5,12,18354.98
5164,4155,2007,SA,24/07/2008,0,87,4582,SEEN2,16.6,30/09/2012,125,0.902,1.098,0.648605985,2008,7,2012,1,9,4,4+,1,Yes,5,Females,24,16926.94,9.736661715,Low food availability,11.5,12,25302.74
5137,4184,2007,SA,29/07/2008,0,87,4552,ABX,15.9,07/09/2008,77,0.902,1.098,0.676546421,2008,7,2008,1,9,0,0,0,No,1,Females,25,9834.94,9.19369663,Low food availability,11.5,12,29921.32
5268,3665,2007,SA,18/08/2008,0,87,4567,H,13.9,10/09/2010,98,0.6245,1.3755,0.696786123,2008,8,2010,1,9,2,2,1,Yes,3,Females,24.2,5940.41,8.689533434,Low food availability,11.5,12,15141.885
5144,4192,2007,SA,30/07/2008,1,87,4530,ABX,17.1,29/02/2012,50,1.1102,0.8898,0.742332118,2008,7,2012,1,9,4,4+,1,Yes,5,Males,25.9,8440.67,9.040816968,Low food availability,11.5,12,12099.53
5155,4206,2007,SA,07/08/2008,0,87,4531,H,14.9,10/09/2010,51,0.902,1.098,0.871710361,2008,8,2010,1,9,2,2,1,Yes,3,Females,24.9,5366.31,8.5878958,Low food availability,11.5,12,22021.24
5160,4234,2007,SA,12/08/2008,0,87,4576,AB,14.5,30/09/2012,112,1.0408,0.9592,0.938443847,2008,8,2012,1,9,4,4+,1,Yes,5,Females,24.2,2195.34,7.694092211,Low food availability,11.5,12,20145.88
5237,3635,2008,FL,31/07/2008,1,87,4529,OFL,17.1,04/03/2014,48,0.902,1.098,0.990042011,2008,7,2014,0,3,6,4+,1,Yes,6,Males,26.2,11602.54,9.358979319,Low food availability,11.5,12,16692.72
5265,3662,2008,FL,16/08/2008,0,87,4576,OFL,13.9,19/03/2010,112,0.6939,1.3061,1.072762579,2008,8,2010,0,3,2,2,1,Yes,2,Females,24.2,2195.34,7.694092211,Low food availability,11.5,12,20145.88
5173,4214,2007,SA,08/08/2008,0,87,4586,ABX,16.2,04/10/2014,129,0.902,1.098,1.085099577,2008,8,2014,1,9,6,4+,1,Yes,7,Females,24.2,2712.65,7.905681296,Low food availability,11.5,12,16394.41
5147,3983,2007,SA,18/07/2008,0,87,4518,ABX,14.2,10/09/2010,32,1.1796,0.8204,1.126365501,2008,7,2010,1,9,2,2,1,Yes,3,Females,24.5,11313.41,9.333744027,Low food availability,11.5,12,13640.68
5254,3651,2008,FL,08/08/2008,1,87,4586,FL,15.8,30/09/2013,129,1.0408,0.9592,1.276007742,2008,8,2013,0,3,5,4+,1,Yes,5,Males,26.1,2712.65,7.905681296,Low food availability,11.5,12,16394.41
5260,3657,2008,FL,11/08/2008,1,87,4583,OFL,16,03/03/2009,126,0.9714,1.0286,,2008,8,2009,0,3,1,1,1,Yes,1,Males,26.2,6901.47,8.839489711,Low food availability,11.5,12,12410.1
5235,3633,2008,FL,30/07/2008,1,87,4544,FL,16.1,04/10/2014,68,0.902,1.098,,2008,7,2014,0,3,6,4+,1,Yes,6,Males,24.3,3843.05,8.254021601,Low food availability,11.5,12,15419.47
5269,3666,2008,FL,19/08/2008,1,87,4590,FL,15,10/09/2010,138,1.249,0.751,,2008,8,2010,0,3,2,2,1,Yes,2,Males,25.2,956.87,6.863667541,Low food availability,11.5,12,12623.83
5262,3659,2008,FL,11/08/2008,1,87,4542,OFL,16.6,10/09/2010,66,1.4572,0.5428,,2008,8,2010,0,3,2,2,1,Yes,2,Males,26.8,3154.98,8.056737436,Low food availability,11.5,12,6568.17
3612,3210,2005,SA,23/08/2006,1,75,3813,ABX,15.9,19/03/2010,71,0.9714,1.0286,0.815624125,2006,8,2010,1,9,4,4+,1,Yes,5,Males,26,9069.52,9.11267462,Low food availability,13,13,12791.71
3606,3169,2005,SA,12/08/2006,0,75,3874,ABX,15.6,04/03/2014,179,1.1796,0.8204,0.863342098,2006,8,2014,1,9,8,4+,1,Yes,9,Females,24,8456.83,9.042729678,Low food availability,13,13,8656.62
3444,3163,2004,SA,11/08/2006,0,75,3843,H,15,10/09/2010,112,1.0408,0.9592,0.930484022,2006,8,2010,2,9,4,4+,1,Yes,6,Females,24.3,7539.86,8.927958893,Low food availability,13,13,20145.88
3578,3129,2005,SA,28/07/2006,1,75,3845,ABX,17.8,07/09/2008,116,0.8327,1.1673,1.00305865,2006,7,2008,1,9,2,2,1,Yes,3,Males,24.8,13711.51,9.525990905,Low food availability,13,13,12817.33
3573,3207,2005,SA,22/08/2006,1,75,3783,ABX,15.2,02/09/2006,32,0.8327,1.1673,1.008311817,2006,8,2006,1,9,0,0,0,No,1,Males,24.8,8962.94,9.100853577,Low food availability,13,13,13640.68
4871,3224,2006,FL,30/08/2006,0,75,3814,OFL,14.5,10/09/2010,72,1.1796,0.8204,1.163506017,2006,8,2010,0,3,4,4+,1,Yes,4,Females,24.5,10498,9.258940042,Low food availability,13,13,18354.98
3003,3167,2004,SA,12/08/2006,0,75,3874,BrF,15.1,16/09/2007,179,0.7633,1.2367,1.251055888,2006,8,2007,2,9,1,1,1,Yes,3,Females,24,8456.83,9.042729678,Low food availability,13,13,8656.62
4805,3133,2006,SA,03/08/2006,1,75,3790,AB,16.3,03/03/2009,42,1.1102,0.8898,1.251800071,2006,8,2009,0,9,3,3,1,Yes,3,Males,26,23116.2,10.04828895,Low food availability,13,13,22051.43
3594,3092,2005,SA,02/07/2006,0,75,3764,H,16,04/10/2014,5,0.9714,1.0286,1.268566561,2006,7,2014,1,9,8,4+,1,Yes,9,Females,26.4,39476.31,10.58345602,Low food availability,13,13,31606.99
4886,3189,2006,FL,16/08/2006,1,75,3825,OFL,17.2,16/09/2007,86,1.1102,0.8898,1.298882342,2006,8,2007,0,3,1,1,1,Yes,1,Males,26.3,2647.3,7.881295532,Low food availability,13,13,7239.03
3093,3172,2004,SA,12/08/2006,1,75,3817,BrM,17.3,29/02/2012,76,0.9714,1.0286,1.328338939,2006,8,2012,2,9,6,4+,1,Yes,8,Males,26.8,12291.48,9.416661618,Low food availability,13,13,38650.745
4855,3095,2006,FL,02/07/2006,0,75,3766,OFL,17.5,29/01/2007,8,1.249,0.751,,2006,7,2007,0,3,1,1,1,Yes,1,Females,23.1,16147.05,9.689492649,Low food availability,13,13,19626.265
3486,3093,2005,SA,02/07/2006,1,75,3760,ABX,16,04/10/2014,1,0.6939,1.3061,,2006,7,2014,1,9,8,4+,1,Yes,9,Males,26.2,17241.36,9.755066427,Low food availability,13,13,15983.72
4866,3118,2005,SA,20/07/2006,1,75,3855,ABX,15.5,30/09/2013,135,0.8327,1.1673,,2006,7,2013,1,9,7,4+,1,Yes,8,Males,25.9,16481.79,9.710011414,Low food availability,13,13,11446.08
4867,3119,2006,FL,20/07/2006,0,75,3873,OFL,15.5,29/01/2007,178,1.1796,0.8204,,2006,7,2007,0,3,1,1,1,Yes,1,Females,24.9,9605.13,9.17005261,Low food availability,13,13,9605.13
5169,4005,2007,SA,16/01/2009,1,90,4149,ABX,16.9,10/09/2010,126,1.0408,0.9592,0.635484167,2009,1,2010,2,9,1,1,1,Yes,3,Males,26.3,13690.47,9.524455249,High food availability,17,14,12410.1
5220,4122,2008,SA,19/02/2009,1,90,4139,ABX,16.2,02/10/2011,108,1.249,0.751,0.750026162,2009,2,2011,1,9,2,2,1,Yes,3,Males,25.6,25637.09,10.15179541,High food availability,17,14,25637.09
5224,4070,2008,SA,25/01/2009,0,90,4114,ABX,14.5,04/03/2014,71,1.3184,0.6816,0.75821014,2009,1,2014,1,9,5,4+,1,Yes,6,Females,23.4,12791.71,9.456552584,High food availability,17,14,12791.71
5226,4126,2008,SA,20/02/2009,1,90,4155,ABX,15.7,04/10/2014,137,0.7633,1.2367,0.996486633,2009,2,2014,1,9,5,4+,1,Yes,6,Males,24.7,21153.97,9.959582874,High food availability,17,14,12597.94
5237,4063,2008,SA,23/01/2009,1,90,4096,ABX,17,04/03/2014,48,0.902,1.098,,2009,1,2014,1,9,5,4+,1,Yes,6,Males,26.3,10643.27,9.272683047,High food availability,17,14,16692.72
5262,4056,2008,FL,21/01/2009,1,90,4109,ABX,18,10/09/2010,66,1.4572,0.5428,,2009,1,2010,1,3,1,1,1,Yes,2,Males,26.7,3154.98,8.056737436,High food availability,17,14,6568.17
5260,4127,2008,SA,20/02/2009,1,90,4107,ABX,16.8,03/03/2009,62,0.9714,1.0286,,2009,2,2009,1,9,0,0,0,No,1,Males,26.4,9231.92,9.130422323,High food availability,17,14,16517.61
4944,3303,2006,FL,10/01/2007,1,77,3987,OFL,15,03/03/2009,171,0.6939,1.3061,0.90390142,2007,1,2009,1,3,2,2,1,Yes,3,Males,25.7,4822.52,8.481051892,Low food availability,9,15,10950.155
1391,2717,1998,FL,23/08/1998,1,25,193,H,15.1,29/01/1999,8,1.1102,0.8898,0.560053625,1998,8,1999,0,3,1,1,1,Yes,1,Males,26,24633.85,10.11187679,High food availability,20,17,19626.265
1410,2756,1998,FL,10/09/1998,0,25,204,OFL,13.9,26/09/1999,25,0.9714,1.0286,0.854115975,1998,9,1999,0,3,1,1,1,Yes,1,Females,23.5,35936.36,10.48950488,High food availability,20,17,14698.2
1346,2656,1998,FL,23/06/1998,0,25,238,OFL,13.3,11/12/2005,77,0.9714,1.0286,0.963627932,1998,6,2005,0,3,7,4+,1,Yes,7,Females,24.6,58103.04,10.96997327,High food availability,20,17,29921.32
1416,2771,1998,FL,26/09/1998,1,25,257,OFL,15.8,13/08/2000,110,0.8327,1.1673,0.988432159,1998,9,2000,0,3,2,2,1,Yes,2,Males,26.9,39264.8,10.57808372,High food availability,20,17,21312.76
1231,2704,1997,SA,18/08/1998,0,25,2387,SEEN2,15.5,29/01/1999,31,1.0408,0.9592,1.075793776,1998,8,1999,1,9,1,1,1,Yes,2,Females,23.8,5158.1,8.548323574,High food availability,20,17,5158.1
1231,2704,1997,SA,18/08/1998,0,25,2393,U,15.5,29/01/1999,98,1.0408,0.9592,1.075793776,1998,8,1999,1,9,1,1,1,Yes,2,Females,23.8,743.55,6.611436013,High food availability,20,17,15141.885
1286,2768,1997,FL,20/09/1998,1,25,209,OFL,15.6,02/10/2002,32,0.9714,1.0286,1.107131436,1998,9,2002,1,3,4,4+,1,Yes,5,Males,25.9,37689.07,10.53712541,High food availability,20,17,13640.68
1234,2670,1997,SA,26/07/1998,1,25,279,H,16.5,13/08/2000,171,1.1102,0.8898,,1998,7,2000,1,9,2,2,1,Yes,3,Males,26.8,25938.47,10.16348247,High food availability,20,17,10950.155
3020,2804,2004,SA,14/11/2005,1,54,6323,ABX,15,16/09/2007,20,0.9714,1.0286,1.397139134,2005,11,2007,1,9,2,2,1,Yes,3,Males,24.9,24056.845,10.08817485,Low food availability,14,18,26574.26
3460,2893,2005,SA,26/11/2005,1,54,6391,U,15.5,21/02/2008,155,1.0408,0.9592,1.568718904,2005,11,2008,0,9,3,3,1,Yes,3,Males,25.8,13844.06,9.535611539,Low food availability,14,18,19070.82
3511,2905,2005,SA,28/11/2005,1,54,6369,ABX,18.5,11/12/2005,94,1.1102,0.8898,1.716419976,2005,11,2005,0,9,0,0,0,No,0,Males,26.5,10115.41,9.221815283,Low food availability,14,18,17117.23
1217,2586,1996,SA,25/07/1997,1,22,3317,ABX,15.4,27/09/1998,116,0.8327,1.1673,1.063472417,1997,7,1998,1,9,1,1,1,Yes,2,Males,26.4,19293.77,9.867537525,High food availability,21,21,12817.33
1163,2415,1996,SA,05/07/1997,1,22,15,SEEN2,16.1,28/08/1997,1,1.249,0.751,1.092580518,1997,7,1997,1,9,0,0,0,No,1,Males,26.6,21371.3,9.969804179,High food availability,21,21,15983.72
1030,2484,1996,SA,21/08/1997,1,22,47,H,16.6,28/08/1997,55,1.249,0.751,1.153497175,1997,8,1997,1,9,0,0,0,No,1,Males,25.2,94270.67,11.45392539,High food availability,21,21,12446.96
1047,2524,1996,SA,11/07/1997,1,22,65,ABX,15.5,26/09/1999,81,1.0408,0.9592,1.159186621,1997,7,1999,1,9,2,2,1,Yes,3,Males,24.3,119205.54,11.68860451,High food availability,21,21,14279.07
1195,2575,1996,SA,23/07/1997,0,22,72,H,14.5,10/09/2010,94,0.902,1.098,1.419670162,1997,7,2010,1,9,13,4+,1,Yes,14,Females,24.1,32008.87,10.37376833,High food availability,21,21,17117.23
1194,2571,1996,SA,22/07/1997,1,22,114,ABX,15.8,27/09/1998,168,0.9714,1.0286,1.432653723,1997,7,1998,1,9,1,1,1,Yes,2,Males,25.6,54046.45,10.89759914,High food availability,21,21,39560.78
1168,2529,1996,SA,12/07/1997,1,22,102,ABX,15.5,26/07/2001,141,1.0408,0.9592,,1997,7,2001,1,9,4,4+,1,Yes,5,Males,25.3,35589,10.47979188,High food availability,21,21,84303.535
1162,2404,1996,SA,05/07/1997,1,22,36,ABX,15.5,28/03/1998,40,0.8327,1.1673,,1997,7,1998,1,9,1,1,1,Yes,2,Males,26.3,38884.63,10.56835434,High food availability,21,21,14591.88
1180,2520,1996,SA,11/07/1997,0,22,102,ABX,14.1,28/03/1998,141,0.6939,1.3061,,1997,7,1998,1,9,1,1,1,Yes,2,Females,23.7,35589,10.47979188,High food availability,21,21,84303.535
1188,2560,1996,SA,16/07/1997,1,22,56,ABX,15.4,16/08/2010,68,1.0408,0.9592,,1997,7,2010,1,9,13,4+,1,Yes,14,Males,25.4,101837.41,11.5311328,High food availability,21,21,15419.47
1242,2475,1996,SA,18/08/1997,1,22,2307,BrM,16.8,28/03/1998,120,0.6245,1.3755,,1997,8,1998,1,9,1,1,1,Yes,2,Males,25.5,2862.27,7.959370295,High food availability,21,21,3589.75
5332,4312,2009,FL,13/07/2009,0,92,4702,OFL,13.1,18/09/2009,8,1.249,0.751,0.395018392,2009,7,2009,0,3,0,0,0,No,0,Females,24.8,31839.33,10.3684576,High food availability,17,22,19626.265
5289,4271,2009,SA,18/06/2009,0,92,4701,ABX,14.1,18/09/2009,7,1.0408,0.9592,0.731420373,2009,6,2009,0,9,0,0,0,No,0,Females,24.5,17036.55,9.743116315,High food availability,17,22,16502.03
5314,4267,2009,FL,16/06/2009,1,92,4735,OFL,14.9,19/03/2010,54,1.0408,0.9592,0.752621092,2009,6,2010,0,3,1,1,1,Yes,1,Males,26.4,18414.19,9.820876842,High food availability,17,22,19332.705
5447,4464,2009,FL,08/07/2009,1,92,4775,H,15,04/10/2014,112,0.8327,1.1673,0.774393658,2009,7,2014,0,3,5,4+,1,Yes,5,Males,26.7,15024.67,9.617448796,High food availability,17,22,20145.88
5312,4265,2009,FL,22/06/2009,0,92,4727,FL,14.3,18/09/2009,43,1.3184,0.6816,0.775787763,2009,6,2009,0,3,0,0,0,No,0,Females,24.3,17475.69,9.768566051,High food availability,17,22,9655.045
