BirdID,BloodID,LayYear,Ageclass,CatchDate,SexEstimate,FieldPeriodID,BreedGroupID,LastOfStatus,BodyMass,DeathDate,MumHz,MumHomo,DadHz,DadHomo,TerritoryID,RTL,Hz,Homozygosity,CatchYear,CatchMonth,DeathYear,Age,Agemonths,RemainingLife,RemainingLifeFig,SurvivedNext,SurvivedNextFig,Lifespan,Sex,Tarsus,TQcorrected,LogTQ,SpaceTQ,Food,LayYearFood,MeanAdultFood,PropCovered
3457,4167,2005,A,25/07/2008,1,87,4562,BrM,16.9,07/09/2008,0.9714,1.0286,0.7633,1.2367,90,0.582268305,0.6245,1.3755,2008,7,2008,3,24,0,0,0,No,3,Males,26.3,18379.35,9.818983031,14840.38,11.5,9,11.16666667,1
1831,3680,2003,A,17/06/2007,1,82,4229,BrM,17.2,21/02/2008,1.0408,0.9592,0.8327,1.1673,57,0.583736412,1.0408,0.9592,2007,6,2008,4,24,1,1,1,Yes,5,Males,25.6,8373.5,9.032827236,19264.4,9,#N/A,11.5,1
1805,3779,2003,A,26/07/2007,0,82,4243,BrF,14,10/09/2010,1.0408,0.9592,1.0408,0.9592,72,0.740624165,1.0408,0.9592,2007,7,2010,4,24,3,3,1,Yes,7,Females,24.2,5124.47,8.541782384,18354.98,9,#N/A,12,1
4888,4306,2006,A,08/07/2009,1,92,4753,BrM,17.5,02/10/2011,1.0408,0.9592,0.902,1.098,77,0.590167164,0.902,1.098,2009,7,2011,3,24,2,2,1,Yes,5,Males,25.9,70807.8,11.16772444,29921.32,17,13,1.25,1
1778,3835,2002,A,29/08/2007,0,82,4198,BrF,17.9,16/09/2007,0.9714,1.0286,0.8327,1.1673,13,0.59735126,0.9714,1.0286,2007,8,2007,5,24,0,0,0,No,5,Females,24,22433.46,10.01830887,23212.25,9,#N/A,14.16666667,1
4936,4300,2006,A,08/07/2009,0,92,4812,H,14.8,02/10/2011,1.0408,0.9592,0.8327,1.1673,477,0.597818383,1.1102,0.8898,2009,7,2011,3,24,2,2,1,Yes,5,Females,24.1,12199.14,9.409120736,12317.13,17,13,12.5,1
3444,4305,2004,A,02/07/2009,0,92,4775,BrF,15.9,10/09/2010,0.6939,1.3061,1.0408,0.9592,112,0.87449142,1.0408,0.9592,2009,7,2010,5,24,1,1,1,Yes,6,Females,25,15024.67,9.617448796,20145.88,17,#N/A,12.9,1
4860,4186,2006,A,29/07/2008,1,87,4613,BrM,17.8,04/10/2014,1.1102,0.8898,1.3184,0.6816,480,0.599995346,1.0408,0.9592,2008,7,2014,2,24,6,4+,1,Yes,8,Males,26.3,1386.23,7.234343111,10998.11,11.5,13,1.25,1
1214,127,1997,A,11/07/2003,1,30,469,BrM,15.4,02/09/2006,0.6245,1.3755,1.1796,0.8204,33,0.600325732,0.9714,1.0286,2003,7,2006,6,24,3,3,1,Yes,9,Males,25.8,9007.01,9.105758442,17046.12,19.5,26,18.16666667,0.5
1049,134,1996,A,15/07/2003,0,30,527,H,14.8,14/01/2004,0.8327,1.1673,1.1796,0.8204,116,0.621013867,1.1102,0.8898,2003,7,2004,7,24,1,1,1,Yes,8,Females,24,36561.03,10.5067382,12817.33,19.5,#N/A,18.875,0.571428571
1783,3767,2003,A,22/07/2007,1,82,4233,BrM,15.9,19/03/2010,0.6245,1.3755,0.902,1.098,61,0.627982318,0.8327,1.1673,2007,7,2010,4,24,3,3,1,Yes,7,Males,24.8,3580.78,8.183335933,15694.275,9,#N/A,11.25,1
1854,3842,2003,A,30/08/2007,0,82,4219,BrF,14.6,18/09/2009,0.7633,1.2367,1.0408,0.9592,43,0.632641596,0.5551,1.4449,2007,8,2009,4,24,2,2,1,Yes,6,Females,24.9,7187.9,8.880154336,9655.045,9,#N/A,11.25,1
5155,4071,2007,A,25/01/2009,0,90,4098,H,15.8,10/09/2010,0.6939,1.3061,1.0408,0.9592,51,0.633367725,0.902,1.098,2009,1,2010,2,24,1,1,1,Yes,3,Females,24.9,19260.53,9.865813203,22021.24,17,13,14.25,1
3463,3846,2004,A,30/08/2007,1,82,4198,ABX,18,16/09/2007,0.9714,1.0286,1.1796,0.8204,13,0.638561667,0.9714,1.0286,2007,8,2007,3,24,0,0,0,No,3,Males,25.3,22433.46,10.01830887,23212.25,9,#N/A,12,1
5147,4313,2007,A,12/07/2009,0,92,4815,BrF,14.8,10/09/2010,1.0408,0.9592,0.5551,1.4449,490,0.640436316,1.1796,0.8204,2009,7,2010,2,24,1,1,1,Yes,3,Females,24.6,31542.85,10.35910222,30036.1,17,13,14.25,1
1187,3371,1996,A,13/06/2007,1,77,3882,BrM,16.8,10/09/2010,0.8327,1.1673,1.1102,0.8898,5,0.640868339,1.0408,0.9592,2007,6,2010,11,24,3,3,1,Yes,14,Males,26.9,7931.91,8.978649143,31606.99,9,#N/A,15.625,0.818181818
4939,3953,2006,A,13/07/2008,1,87,4501,BrM,16.7,10/09/2010,0.7633,1.2367,1.1796,0.8204,8,0.648174712,0.6245,1.3755,2008,7,2010,2,24,2,2,1,Yes,4,Males,26,18127.16,9.805166645,19626.265,11.5,13,9,1
1854,4281,2003,A,22/06/2009,0,92,4727,BrF,14.9,18/09/2009,0.7633,1.2367,1.0408,0.9592,43,0.635213826,0.5551,1.4449,2009,6,2009,6,24,0,0,0,No,6,Females,25.2,17475.69,9.768566051,9655.045,17,#N/A,11.25,1
1752,4082,2002,A,04/02/2009,1,90,4095,BrM,16.2,10/09/2010,1.3184,0.6816,0.8327,1.1673,47,1.060065058,0.7633,1.2367,2009,2,2010,7,24,1,1,1,Yes,8,Males,25,14505.83,9.582305917,24063.4,17,#N/A,13.875,1
1509,3950,1999,A,13/07/2008,1,87,4500,BrM,17.5,10/09/2010,0.6245,1.3755,1.0408,0.9592,7,0.662934903,0.6939,1.3061,2008,7,2010,9,24,2,2,1,Yes,11,Males,26.6,27994.72,10.2397712,16502.03,11.5,20,12.66666667,0.666666667
3517,3774,2005,A,24/07/2007,0,82,4296,BrF,14.4,30/09/2012,0.9714,1.0286,1.249,0.751,168,0.770233558,0.8327,1.1673,2007,7,2012,2,24,5,4+,1,Yes,7,Females,24,7748.23,8.955219709,39560.78,9,9,11,1
3608,3856,2005,A,06/09/2007,0,82,4224,BrF,14.7,04/10/2014,0.9714,1.0286,1.4572,0.5428,50,0.673039369,1.1102,0.8898,2007,9,2014,2,24,7,4+,1,Yes,9,Females,24.1,12099.53,9.400921888,12099.53,9,9,11,1
4939,3844,2006,A,30/08/2007,1,82,4191,H,15.1,10/09/2010,0.7633,1.2367,1.1796,0.8204,4,0.675124146,0.6245,1.3755,2007,8,2010,1,12,3,3,1,Yes,4,Males,24.4,8265.39,9.019832196,14217.22,9,13,9,1
1826,3134,2003,A,04/08/2006,0,75,3767,BrF,16.9,04/10/2014,0.6939,1.3061,1.0408,0.9592,9,0.675569967,0.7633,1.2367,2006,8,2014,3,24,8,4+,1,Yes,11,Females,24.6,5511.48,8.614588469,23258.14,13,#N/A,12,1
5071,4091,2007,A,09/02/2009,1,90,4064,H,15.6,10/09/2010,0.7633,1.2367,0.8327,1.1673,4,0.676258845,0.6939,1.3061,2009,2,2010,2,24,1,1,1,Yes,3,Males,26.7,13203.39,9.488228894,14217.22,17,13,14.25,1
1188,112,1996,A,07/07/2003,1,30,498,BrM,17.5,16/08/2010,1.1796,0.8204,1.1796,0.8204,71,0.680268495,1.0408,0.9592,2003,7,2010,7,24,7,4+,1,Yes,14,Males,25.4,16804.54,9.729404367,12791.71,19.5,#N/A,18.875,0.571428571
4805,4052,2006,A,20/01/2009,1,90,4180,BrM,16.5,03/03/2009,1.0408,0.9592,0.7633,1.2367,479,0.684835038,1.1102,0.8898,2009,1,2009,3,24,0,0,0,No,3,Males,26.2,17530.05,9.77167183,20107.65,17,13,12.5,1
1415,3867,1998,A,11/01/2008,0,85,4341,BrF,14,30/09/2013,1.5959,0.4041,1.1796,0.8204,39,0.694023811,0.9714,1.0286,2008,1,2013,10,24,5,4+,1,Yes,15,Females,24.2,1629.43,7.395985539,10178.43,11.5,21,13,0.7
4871,3784,2006,A,26/07/2007,0,82,4243,ABX,16,10/09/2010,1.0408,0.9592,1.4572,0.5428,72,0.700625549,1.1796,0.8204,2007,7,2010,1,12,3,3,1,Yes,4,Females,24.5,5124.47,8.541782384,18354.98,9,13,9,1
1396,1005,1998,A,21/07/2002,1,41,834,BrM,16.7,12/07/2007,1.1102,0.8898,0.902,1.098,112,0.711338376,0.7633,1.2367,2002,7,2007,4,24,5,4+,1,Yes,9,Males,24.7,13562.81,9.515086767,20145.88,,21,15,0.25
2963,3854,2003,A,03/09/2007,0,82,4254,H,14.9,10/09/2010,0.8327,1.1673,0.9714,1.0286,86,0.719536426,1.0408,0.9592,2007,9,2010,4,24,3,3,1,Yes,7,Females,24.6,2579.74,7.855443898,7239.03,9,#N/A,12,1
1778,533,2002,A,17/07/2005,0,37,656,BrF,14.7,16/09/2007,0.9714,1.0286,0.8327,1.1673,13,0.720479963,0.9714,1.0286,2005,7,2007,3,24,2,2,1,Yes,5,Females,23.5,15743.425,9.664178097,23212.25,14,#N/A,14.16666667,1
4939,3912,2006,A,22/01/2008,1,85,4319,BrM,16.2,10/09/2010,0.7633,1.2367,1.1796,0.8204,8,0.726032233,0.6245,1.3755,2008,1,2010,2,24,2,2,1,Yes,4,Males,25.7,18127.16,9.805166645,19626.265,11.5,13,9,1
4854,4049,2006,A,03/01/2009,1,90,4177,BrM,16.8,30/09/2013,0.9714,1.0286,1.0408,0.9592,478,0.728869245,1.0408,0.9592,2009,1,2013,3,24,4,4+,1,Yes,7,Males,26,14710.93,9.596346034,15899.125,17,13,12.5,1
2985,3758,2003,A,19/07/2007,0,82,4222,H,15,10/09/2010,0.6245,1.3755,0.902,1.098,47,0.730341006,0.9714,1.0286,2007,7,2010,4,24,3,3,1,Yes,7,Females,24.2,8906.98,9.094590518,24063.4,9,#N/A,11.25,1
3002,4254,2003,A,19/08/2008,0,87,4588,BrF,15.4,04/03/2014,1.1102,0.8898,0.8327,1.1673,135,0.731490609,0.7633,1.2367,2008,8,2014,5,24,6,4+,1,Yes,11,Females,24.2,8377.24,9.033273784,11446.08,11.5,#N/A,11.3,1
1826,3861,2003,A,09/01/2008,0,85,4320,BrF,15.8,04/10/2014,0.6939,1.3061,1.0408,0.9592,9,0.733194749,0.7633,1.2367,2008,1,2014,5,24,6,4+,1,Yes,11,Females,24.4,1948.45,7.574789464,23258.14,11.5,#N/A,12,1
3517,4168,2005,A,25/07/2008,0,87,4600,BrF,15,30/09/2012,0.9714,1.0286,1.249,0.751,168,0.734426506,0.8327,1.1673,2008,7,2012,3,24,4,4+,1,Yes,7,Females,23.8,55435.21,10.92297023,39560.78,11.5,9,11,1
4904,4239,2006,A,13/08/2008,0,87,4525,AB,15.6,04/10/2014,0.5551,1.4449,1.1796,0.8204,43,0.734724004,0.9714,1.0286,2008,8,2014,2,24,6,4+,1,Yes,8,Females,24.7,6424.74,8.767911442,9655.045,11.5,13,1.25,1
1543,67,1999,A,15/06/2003,1,30,473,H,16.5,18/09/2009,0.7633,1.2367,0.902,1.098,42,0.74084072,0.7633,1.2367,2003,6,2009,4,24,6,4+,1,Yes,10,Males,25.4,48432.36,10.78792346,22051.43,19.5,20,19.5,0.25
2963,3195,2003,A,16/08/2006,0,75,3825,H,15.8,10/09/2010,0.8327,1.1673,0.9714,1.0286,86,0.743048209,1.0408,0.9592,2006,8,2010,3,24,4,4+,1,Yes,7,Females,24.8,2647.3,7.881295532,7239.03,13,#N/A,12,1
3451,4253,2005,A,19/08/2008,0,87,4590,BrF,14.5,04/10/2014,1.3184,0.6816,1.249,0.751,138,0.743501273,0.8327,1.1673,2008,8,2014,3,24,6,4+,1,Yes,9,Females,23.9,956.87,6.863667541,12623.83,11.5,9,11.16666667,1
4875,4042,2006,A,03/01/2009,0,90,4076,BrF,14.8,18/09/2009,0.8327,1.1673,0.8327,1.1673,22,0.750548086,1.0408,0.9592,2009,1,2009,3,24,0,0,0,No,3,Females,24.3,24258.41,10.09651864,22254.205,17,13,1.25,1
1826,3808,2003,A,15/08/2007,0,82,4195,BrF,16,04/10/2014,0.6939,1.3061,1.0408,0.9592,9,0.753487473,0.7633,1.2367,2007,8,2014,4,24,7,4+,1,Yes,11,Females,24.7,6272.82,8.743981293,23258.14,9,#N/A,12,1
1831,609,2003,A,06/08/2005,1,37,687,BrM,17.5,21/02/2008,1.0408,0.9592,0.8327,1.1673,57,0.756898597,1.0408,0.9592,2005,8,2008,2,24,3,3,1,Yes,5,Males,25.3,9132.445,9.119588736,19264.4,14,#N/A,11.5,1
3464,4244,2004,A,14/08/2008,1,87,4526,BrM,16.2,07/09/2008,0.9714,1.0286,1.1796,0.8204,45,0.760365248,1.0408,0.9592,2008,8,2008,4,24,0,0,0,No,4,Males,24.9,6045.67,8.707097592,18216.17,11.5,#N/A,11.875,1
5071,4087,2007,A,05/02/2009,1,90,4064,H,15.9,10/09/2010,0.7633,1.2367,0.8327,1.1673,4,0.768399832,0.6939,1.3061,2009,2,2010,2,24,1,1,1,Yes,3,Males,26.6,13203.39,9.488228894,14217.22,17,13,14.25,1
1409,240,1998,A,15/12/2003,0,31,2602,BrF,15.2,29/07/2006,1.1102,0.8898,0.8327,1.1673,16,0.7700889,0.7633,1.2367,2003,12,2006,5,24,3,3,1,Yes,8,Females,24.5,14886.81,9.608230865,15366.17,19.5,21,17.25,0.4
1419,86,1999,A,24/06/2003,0,30,460,BrF,13.8,07/09/2008,1.1102,0.8898,0.8327,1.1673,22,0.739061362,0.9714,1.0286,2003,6,2008,4,24,5,4+,1,Yes,9,Females,23.8,8818.12,9.084563974,22254.205,19.5,20,19.5,0.25
1543,3838,1999,A,29/08/2007,1,82,4218,BrM,16.2,18/09/2009,0.7633,1.2367,0.902,1.098,42,0.856431253,0.7633,1.2367,2007,8,2009,8,24,2,2,1,Yes,10,Males,24.6,11173.94,9.32133956,22051.43,9,20,12.9,0.625
1752,3234,2002,A,01/09/2006,1,75,3794,BrM,16.9,10/09/2010,1.3184,0.6816,0.8327,1.1673,47,0.774227389,0.7633,1.2367,2006,9,2010,4,24,4,4+,1,Yes,8,Males,25.6,13127.33,9.482451596,24063.4,13,#N/A,13.875,1
3021,3829,2004,A,23/08/2007,1,82,4236,BrM,16.8,07/09/2008,0.9714,1.0286,1.0408,0.9592,66,0.775979994,1.0408,0.9592,2007,8,2008,3,24,1,1,1,Yes,4,Males,24.5,3472.76,8.152704946,6568.17,9,#N/A,14,1
2966,3748,2004,A,18/07/2007,1,82,4205,BrM,16.1,04/10/2014,1.1796,0.8204,1.1102,0.8898,24,0.777163064,0.7633,1.2367,2007,7,2014,3,24,7,4+,1,Yes,10,Males,25.7,3964.35,8.285097186,14415.37,9,#N/A,13.5,1
1045,726,1996,A,30/04/1999,1,27,336,BrM,16.5,26/07/2001,0.6245,1.3755,1.1796,0.8204,89,0.778789646,1.0408,0.9592,1999,4,2001,3,24,2,2,1,Yes,5,Males,24.6,130031.38,11.77553108,44601.11,15,#N/A,18.66666667,1
1499,995,1999,A,18/07/2002,1,41,790,BrM,16.7,30/09/2013,1.0408,0.9592,0.7633,1.2367,22,0.789438548,1.1102,0.8898,2002,7,2013,3,24,11,4+,1,Yes,14,Males,25.1,8818.12,9.084563974,22254.205,,20,,0
1709,650,2001,A,29/08/2005,1,37,709,BrM,15.4,11/12/2005,1.1102,0.8898,0.9714,1.0286,86,0.794346357,0.6245,1.3755,2005,8,2005,4,24,0,0,0,No,4,Males,25,5820.9,8.669210168,7239.03,14,#N/A,14.16666667,0.75
5168,4297,2007,A,08/07/2009,0,92,4750,BrF,14.8,10/09/2010,1.249,0.751,1.1102,0.8898,74,0.797161336,0.5551,1.4449,2009,7,2010,2,24,1,1,1,Yes,3,Females,24.2,15176.07,9.627475124,19657.21,17,13,14.25,1
4863,4092,2006,A,09/02/2009,0,90,4073,BrF,14.3,10/09/2010,1.0408,0.9592,0.7633,1.2367,15,0.798753781,1.3184,0.6816,2009,2,2010,3,24,1,1,1,Yes,4,Females,23.3,43180.74,10.67314984,30557.81,17,13,12.5,1
3615,4136,2005,A,25/02/2009,1,90,4086,BrM,16.8,18/09/2009,0.8327,1.1673,0.8327,1.1673,33,0.802537506,1.1102,0.8898,2009,2,2009,4,24,0,0,0,No,4,Males,26.5,17046.12,9.743677891,17046.12,17,9,11,1
1509,267,1999,A,22/12/2003,1,31,2594,BrM,17,10/09/2010,0.6245,1.3755,1.0408,0.9592,7,0.802898566,0.6939,1.3061,2003,12,2010,4,24,7,4+,1,Yes,11,Males,26,16811.15,9.729797636,16502.03,19.5,20,19.5,0.25
1897,4175,2003,A,26/07/2008,1,87,4544,BrM,17.9,19/03/2010,1.0408,0.9592,1.1102,0.8898,68,0.884518112,0.902,1.098,2008,7,2010,5,24,2,2,1,Yes,7,Males,26.7,3843.05,8.254021601,15419.47,11.5,#N/A,11.25,1
1523,526,1999,A,14/07/2005,1,37,688,BrM,18.1,30/09/2013,1.1102,0.8898,0.902,1.098,58,0.805713582,0.8327,1.1673,2005,7,2013,6,24,8,4+,1,Yes,14,Males,25.9,11713.74,9.368517791,13884.67,14,20,14.16666667,0.5
4887,3984,2006,A,22/07/2008,1,87,4576,H,17.5,10/09/2010,1.0408,0.9592,0.6245,1.3755,112,0.808272563,1.0408,0.9592,2008,7,2010,2,24,2,2,1,Yes,4,Males,26.1,2195.34,7.694092211,20145.88,11.5,13,1.25,1
1494,4100,1999,A,11/02/2009,1,90,4158,BrM,16.2,04/10/2014,1.1102,0.8898,0.902,1.098,140,0.823686734,1.3184,0.6816,2009,2,2014,10,24,5,4+,1,Yes,15,Males,24.2,28359.06,10.25270183,10970.67,17,20,13.28571429,0.7
1506,1009,1999,A,22/07/2002,0,41,793,BrF,16.9,29/01/2007,1.3184,0.6816,0.902,1.098,25,1.035735222,1.1796,0.8204,2002,7,2007,3,24,5,4+,1,Yes,8,Females,24.6,14698.2,9.595480316,14698.2,,20,,0
1698,375,2001,A,02/08/2004,1,34,595,BrM,16.9,10/09/2010,1.4572,0.5428,1.3184,0.6816,51,0.829925081,1.0408,0.9592,2004,8,2010,3,24,6,4+,1,Yes,9,Males,26.7,12559.49,9.438231834,22021.24,9,#N/A,14.25,0.666666667
5144,4068,2007,A,25/01/2009,1,90,4114,BrM,17.5,29/02/2012,1.1102,0.8898,0.8327,1.1673,71,0.832576521,1.1102,0.8898,2009,1,2012,2,24,3,3,1,Yes,5,Males,25.9,12791.71,9.456552584,12791.71,17,13,14.25,1
1869,4096,2003,A,10/02/2009,1,90,4159,BrM,16.1,04/10/2014,1.0408,0.9592,0.902,1.098,154,0.837134869,1.1796,0.8204,2009,2,2014,6,24,5,4+,1,Yes,11,Males,24.8,17106.9,9.74723717,11940.69,17,#N/A,11.5,1
4887,3865,2006,A,10/01/2008,1,85,4396,ABX,16,10/09/2010,1.0408,0.9592,0.6245,1.3755,112,0.839331389,1.0408,0.9592,2008,1,2010,2,24,2,2,1,Yes,4,Males,26.2,2195.34,7.694092211,20145.88,11.5,13,1.25,1
1419,3151,1999,A,08/08/2006,0,75,3775,BrF,15.1,07/09/2008,1.1102,0.8898,0.8327,1.1673,22,0.842497139,0.9714,1.0286,2006,8,2008,7,24,2,2,1,Yes,9,Females,23.5,8923.08,9.096396457,22254.205,13,20,13.875,0.571428571
3608,3832,2005,A,23/08/2007,0,82,4224,BrF,15.9,04/10/2014,0.9714,1.0286,1.4572,0.5428,50,0.842979509,1.1102,0.8898,2007,8,2014,2,24,7,4+,1,Yes,9,Females,24.5,12099.53,9.400921888,12099.53,9,9,11,1
4917,4069,2006,A,25/01/2009,0,90,4114,BrF,14.8,04/10/2014,0.7633,1.2367,1.1102,0.8898,71,0.844697553,1.0408,0.9592,2009,1,2014,3,24,5,4+,1,Yes,8,Females,24.3,12791.71,9.456552584,12791.71,17,13,12.5,1
4954,3786,2006,A,27/07/2007,1,82,4264,ABX,16,04/10/2014,0.8327,1.1673,0.9714,1.0286,99,0.848681118,1.0408,0.9592,2007,7,2014,1,12,7,4+,1,Yes,8,Males,26.2,7952.63,8.981257971,12565.45,9,13,9,1
4885,4102,2006,A,12/02/2009,0,90,4160,BrF,16,04/10/2014,1.0408,0.9592,0.9714,1.0286,155,0.85152002,1.1796,0.8204,2009,2,2014,3,24,5,4+,1,Yes,8,Females,25,70818.69,11.16787823,19070.82,17,13,12.5,1
4956,4116,2006,A,17/02/2009,0,90,4144,ABX,14.8,02/10/2011,1.0408,0.9592,0.9714,1.0286,116,0.859946607,0.7633,1.2367,2009,2,2011,3,24,2,2,1,Yes,5,Females,23.3,8337.69,9.028541479,12817.33,17,13,12.5,1
1187,3863,1996,A,09/01/2008,1,85,4316,BrM,15.9,10/09/2010,0.8327,1.1673,1.1102,0.8898,5,0.866037838,1.0408,0.9592,2008,1,2010,12,24,2,2,1,Yes,14,Males,27.1,2433.87,7.797237862,31606.99,11.5,#N/A,14.66666667,0.75
3596,3790,2005,A,30/07/2007,0,82,4278,ABX,15.5,04/10/2014,0.9714,1.0286,1.0408,0.9592,125,0.928371187,1.249,0.751,2007,7,2014,2,24,7,4+,1,Yes,9,Females,24,9631.8,9.172825403,25302.74,9,9,11,1
4860,4074,2006,A,27/01/2009,1,90,4179,BrM,16.8,04/10/2014,1.1102,0.8898,1.3184,0.6816,480,0.878060549,1.0408,0.9592,2009,1,2014,3,24,5,4+,1,Yes,8,Males,26.5,11185.2,9.322346755,10998.11,17,13,1.25,1
1559,3369,1999,A,13/06/2007,0,77,3894,BrF,14.8,18/09/2009,1.1102,0.8898,1.0408,0.9592,23,0.880144886,0.7633,1.2367,2007,6,2009,8,24,2,2,1,Yes,10,Females,24.4,5340.62,8.58309703,20546.86,9,20,12.9,0.625
1804,3909,2003,A,22/01/2008,1,85,4315,ABX,16.3,07/09/2008,0.7633,1.2367,1.1796,0.8204,4,0.886342519,0.8327,1.1673,2008,1,2008,5,24,0,0,0,No,5,Males,26,2644.84,7.880365851,14217.22,11.5,#N/A,11.5,1
1523,2921,1999,A,30/11/2005,1,54,6300,BrM,18,30/09/2013,1.1102,0.8898,0.902,1.098,58,0.890582932,0.8327,1.1673,2005,11,2013,6,24,8,4+,1,Yes,14,Males,25.6,11713.74,9.368517791,13884.67,14,20,14.16666667,0.5
5204,4273,2008,A,20/06/2009,1,92,4808,H,15,10/09/2010,0.9714,1.0286,1.0408,0.9592,407,0.897333086,1.1796,0.8204,2009,6,2010,1,12,1,1,1,Yes,2,Males,26.2,23825.17,10.07849786,19088.81,17,11.5,17,1
1047,732,1996,A,02/05/1999,1,27,2521,BrM,16.6,26/09/1999,1.0408,0.9592,0.8327,1.1673,112,0.900131273,1.0408,0.9592,1999,5,1999,3,24,0,0,0,No,3,Males,23.9,28872.07,10.27062997,20145.88,15,#N/A,18.66666667,1
1536,566,1999,A,26/07/2005,0,37,672,BrF,12.2,07/09/2008,0.6939,1.3061,0.6245,1.3755,36,0.956326159,0.6939,1.3061,2005,7,2008,6,24,3,3,1,Yes,9,Females,23.7,9239.015,9.131190557,12955.9,14,20,14.16666667,0.5
921,2231,1994,A,28/05/1995,1,19,2109,BrM,14.6,14/01/2004,1.4572,0.5428,1.249,0.751,55,0.906701505,0.902,1.098,1995,5,2004,1,12,9,4+,1,Yes,10,Males,25.2,50847.55,10.83658722,12446.96,,#N/A,,0
4887,4299,2006,A,08/07/2009,1,92,4751,BrM,16,10/09/2010,1.0408,0.9592,0.6245,1.3755,75,0.906869235,1.0408,0.9592,2009,7,2010,3,24,1,1,1,Yes,4,Males,26.4,14126.39,9.555799958,14247.11,17,13,1.25,1
4866,4260,2005,A,20/08/2008,1,87,4589,BrM,17.4,30/09/2013,0.7633,1.2367,1.1102,0.8898,137,0.907174412,0.8327,1.1673,2008,8,2013,3,24,5,4+,1,Yes,8,Males,26,12597.94,9.441288588,12597.94,11.5,9,11.16666667,1
1678,4013,2002,A,16/01/2009,0,90,4152,BrF,16,04/03/2014,1.249,0.751,1.1102,0.8898,129,0.908043594,0.8327,1.1673,2009,1,2014,7,24,5,4+,1,Yes,12,Females,22.8,14149.04,9.557402056,16394.41,17,#N/A,12.66666667,1
1523,590,1999,A,01/08/2005,1,37,688,BrM,18,30/09/2013,1.1102,0.8898,0.902,1.098,58,0.91690664,0.8327,1.1673,2005,8,2013,6,24,8,4+,1,Yes,14,Males,26.6,11713.74,9.368517791,13884.67,14,20,14.16666667,0.5
1895,3828,2003,A,22/08/2007,0,82,4250,BrF,18,19/03/2010,1.1102,0.8898,0.9714,1.0286,81,0.927214836,1.0408,0.9592,2007,8,2010,4,24,3,3,1,Yes,7,Females,24.5,2018.57,7.610144619,14279.07,9,#N/A,11.25,1
4970,4236,2006,A,12/08/2008,0,87,4614,BrF,15.9,19/03/2010,1.0408,0.9592,0.7633,1.2367,479,0.928642294,0.6939,1.3061,2008,8,2010,2,24,2,2,1,Yes,4,Females,24.8,4067.16,8.310700246,20107.65,11.5,13,1.25,1
3463,3357,2004,A,29/01/2007,1,77,3888,ABX,16.9,16/09/2007,0.9714,1.0286,1.1796,0.8204,13,0.940820626,0.9714,1.0286,2007,1,2007,3,24,0,0,0,No,3,Males,25.9,22433.46,10.01830887,23212.25,9,#N/A,12,1
2983,322,2003,A,24/06/2004,0,34,2857,ABX,13.1,07/09/2008,0.8327,1.1673,0.9714,1.0286,99,0.942945778,1.3878,0.6122,2004,6,2008,1,12,4,4+,1,Yes,5,Females,24,12565.45,9.438706263,12565.45,9,#N/A,9,1
1897,3349,2003,A,24/01/2007,1,77,3928,BrM,18.2,19/03/2010,1.0408,0.9592,1.1102,0.8898,68,0.94458966,0.902,1.098,2007,1,2010,4,24,3,3,1,Yes,7,Males,26.7,7445.7,8.915391964,15419.47,9,#N/A,11.25,1
5072,4077,2007,A,29/01/2009,1,90,4084,BrM,16.9,04/10/2014,0.9714,1.0286,0.7633,1.2367,30,0.951661862,1.1796,0.8204,2009,1,2014,2,24,5,4+,1,Yes,7,Males,25.8,14380.51,9.573629097,14620.63,17,13,14.25,1
1805,3892,2003,A,18/01/2008,0,85,4367,BrF,14.1,10/09/2010,1.0408,0.9592,1.0408,0.9592,72,0.956510258,1.0408,0.9592,2008,1,2010,5,24,2,2,1,Yes,7,Females,24.7,18354.98,9.817656206,18354.98,11.5,#N/A,12,1
1509,4278,1999,A,18/06/2009,1,92,4701,BrM,15.9,10/09/2010,0.6245,1.3755,1.0408,0.9592,7,0.957103409,0.6939,1.3061,2009,6,2010,10,24,1,1,1,Yes,11,Males,26.1,17036.55,9.743116315,16502.03,17,20,13.28571429,0.7
1804,2803,2003,A,13/11/2005,1,54,6317,H,15.7,07/09/2008,0.7633,1.2367,1.1796,0.8204,4,0.957176355,0.8327,1.1673,2005,11,2008,2,24,3,3,1,Yes,5,Males,25.1,23039.055,10.0449461,14217.22,14,#N/A,11.5,1
1663,992,2001,A,17/07/2002,1,41,817,H,17.4,02/10/2002,1.1102,0.8898,0.8327,1.1673,74,0.960113992,1.1102,0.8898,2002,7,2002,1,12,0,0,0,No,1,Males,26.5,76313.66,11.24260723,19657.21,,#N/A,,0
3612,4083,2005,A,04/02/2009,1,90,4074,BrM,16.5,19/03/2010,1.3184,0.6816,0.5551,1.4449,16,0.966044559,0.9714,1.0286,2009,2,2010,4,24,1,1,1,Yes,5,Males,25.8,20900.58,9.947532189,15366.17,17,9,11.16666667,1
2966,3152,2004,A,08/08/2006,1,75,3777,BrM,15.3,04/10/2014,1.1796,0.8204,1.1102,0.8898,24,0.977813332,0.7633,1.2367,2006,8,2014,2,24,8,4+,1,Yes,10,Males,24.9,6364.29,8.758457957,14415.37,13,#N/A,13.5,1
