Age,bird_id,chick_id,mass,NestID,tarsus,Sex
8,-907,c333.3,13.02,,16.9,Unknown
9,-907,c333.3,14.7,,18.5,Unknown
10,-907,c333.3,16.66,,19.2,Unknown
10,-901,c326.1,16.59,,19.9,
10,-902,c326.2,16.02,,20,Unknown
10,-903,c326.3,10.87,,17,
11,-903,c326.3,11.83,,18,
1,-916,330.2,2.77,,6.7,
1,-917,330.3,3.32,,7.3,
1,-915,330.1,3.27,,8.2,
11,-918,334.1,15.06,,20.6,
11,-919,334.2,17.55,,21.5,
3,-915,330.1,6.93,,10.8,
3,-916,330.2,5.84,,10.4,
3,-917,330.3,6.6,,10.9,
5,-915,330.1,11.67,,16.5,
5,-916,330.2,10.65,,15,
5,-917,330.3,10.74,,16,
6,-915,330.1,13.16,,17.8,
6,-916,330.2,11.85,,16.3,
6,-917,330.3,12.44,,17.1,
7,-915,330.1,14.68,,19.4,
7,-916,330.2,13.97,,17.9,
7,-917,330.3,13.62,,18.5,
8,-915,330.1,15.87,,20.3,
8,-916,330.2,14.69,,19,
8,-917,330.3,14.86,,18.9,
9,-915,330.1,15.4,,20.7,
9,-916,330.2,14.12,,19.6,
9,-917,330.3,15.29,,19.8,
10,-915,330.1,14.36,,21.1,
10,-917,330.3,15.51,,20.1,
0,-937,c335.1,1.72,,6.6,
0,-938,c335.2,1.7,,6.3,
1,-937,c335.1,2.75,,7.6,
1,-938,c335.2,2.62,,7.4,
1,-939,c335.3,2.57,,7.8,
0,-940,c337.1,2.12,,6.1,
1,-940,c337.1,2.89,,7.2,
3,-937,c335.1,5.15,,9.8,
3,-939,c335.3,4.64,,9.2,
3,-941,c359.1,4.77,,8.8,
5,-941,c359.1,6.64,,10.9,
3,-942,c359.2,3.75,,8,
5,-942,c359.2,5.75,,10.4,
3,-943,c359.3,3.99,,7.3,
5,-943,c359.3,4.02,,9.4,
9,-944,c363.1,18.89,,20,
9,-945,c363.2,14.57,,18.5,
5,-937,c335.1,8.28,,14,
,-938,,,,,
,-938,,,,,
5,-939,c335.3,8.01,,13.5,
0,-946,c338.1,2.37,,6.3,
0,-947,c338.2,2.94,,7.2,
6,-937,c335.1,9.78,,15.3,
6,-939,c335.3,10.16,,15.3,
7,-937,c335.1,13.03,,17.2,
7,-939,c335.3,14,,16.5,
1,-946,c338.1,2.82,,7.9,
1,-947,c338.2,4.28,,8.5,
8,-937,c335.1,15.46,,18.5,
8,-939,c335.3,15.64,,18.1,
3,-946,c338.1,4.35,,8.6,
3,-947,c338.2,7.88,,12,
0,-948,c340.1,2.17,,6,
0,-949,c340.2,1.48,,5,
9,-937,c335.1,17.31,,19.1,
9,-939,c335.3,16.74,,19.1,
0,-950,c336.1,1.9,,6.2,
0,-951,c336.2,1.85,,5.7,
0,-952,c336.3,1.75,,5.6,
1,-950,c336.1,2.8,,7.2,
1,-951,c336.2,2.71,,6.5,
1,-952,c336.3,2.19,,6.4,
3,-950,c336.1,4.9,,9.8,
3,-951,c336.2,4.26,,9.2,
3,-952,c336.3,3.99,,9.1,
1,-948,c340.1,2.86,,8.4,
1,-949,c340.2,1.55,,5.9,
10,-937,c335.1,17.25,,20.6,
10,-939,c335.3,17.11,,20,
5,-946,c338.1,6.03,,12,
5,-947,c338.2,12.22,,15,
5,-950,c336.1,9.32,,14.3,
5,-952,c336.3,7.58,,12.3,
6,-946,c338.1,7.58,,12.8,
6,-947,c338.2,14.45,,17.4,
3,-948,c340.1,5.84,,12,
3,-949,c340.2,3.19,,9,
0,-953,c343.1,1.9,,5.6,
0,-954,c343.2,1.73,,5.3,
0,-955,c356.1,1.53,,5.2,
0,-956,c356.2,1.78,,5.8,
0,-957,c356.3,1.68,,5.5,
6,-950,c336.1,10.66,,16.2,
6,-952,c336.3,8.77,,14,
7,-946,c338.1,8.81,,13.8,
7,-947,c338.2,16.52,,18.9,
1,-953,c343.1,2.63,,6.8,
1,-954,c343.2,2.45,,6.6,
1,-958,c343.3,1.95,,6.6,
1,-955,c356.1,2.22,,6,
1,-956,c356.2,2.47,,6.5,
1,-957,c356.3,2.27,,6.5,
7,-950,c336.1,12.47,,17.8,
7,-952,c336.3,10.15,,15.6,
8,-946,c338.1,10.64,,14.7,
8,-947,c338.2,18.1,,20.2,
5,-948,c340.1,9.03,,15,
5,-949,c340.2,4.77,,10.7,
0,-959,c368.1,1.48,,5,
8,-950,c336.1,13.99,,18.1,
8,-952,c336.3,11,,16.4,
9,-946,c338.1,11.99,,16.5,
9,-947,c338.2,17.92,,20.5,
6,-949,c340.2,5.29,,10.9,
3,-953,c343.1,4.74,,9.7,
3,-954,c343.2,4.98,,10.1,
3,-958,c343.3,4,,9.3,
3,-955,c356.1,4.17,,8.3,
3,-956,c356.2,4.8,,9.6,
3,-957,c356.3,4.7,,8.7,
1,-959,c368.1,1.67,,5.2,
9,-950,c336.1,14.87,,20.8,
9,-952,c336.3,11.8,,17.7,
,-947,,,,,
7,-949,c340.2,5.81,,11.5,
0,-960,c341.1,1.81,,5.2,
1,-960,c341.1,2.55,,6.9,
0,-961,c341.2,1.5,,5.6,
0,-962,c345.1,1.61,,5.9,
0,-963,c345.2,1.71,,5.6,
10,-950,c336.1,17.06,,21,
10,-952,c336.3,13.35,,18.8,
1,-961,c341.2,2.29,,6.1,
5,-953,c343.1,7.98,,14.3,
5,-954,c343.2,8.36,,13.9,
5,-958,c343.3,6.38,,11.9,
1,-962,c345.1,1.89,,6.4,
1,-963,c345.2,1.98,,6.3,
,-955,,,,,
5,-957,c356.3,7.84,,13.5,
0,-964,c342.1,1.81,,5.3,
6,-953,c343.1,10.1,,16,
6,-954,c343.2,10.7,,15.8,
6,-958,c343.3,6.78,,13.6,
5,-956,C356.2,8.23,,13.6,
6,-956,c356.2,9.88,,15.5,
6,-957,c356.3,9.56,,15.1,
0,-965,c366.1,1.75,,5.5,
0,-966,c366.2,1.77,,5.9,
0,-967,c366.3,1.66,,6,
1,-964,c342.1,2.31,,7,
7,-953,c343.1,11.6,,17.5,
7,-954,c343.2,12.96,,17.7,
7,-958,c343.3,7.33,,15.4,
3,-963,c345.2,3.66,,9.1,
0,-969,c352.1,1.87,,4.4,
7,-956,c356.2,11.95,,17.4,
7,-957,c356.3,10.97,,17.2,
0,-970,C357.1,1.9,,5.6,
0,-971,c357.2,1.8,,6,
0,-972,c357.3,1.92,,6.2,
1,-965,c366.1,2.82,,7,
1,-966,c366.2,2.63,,6.8,
1,-967,c366.3,2.54,,6.5,
8,-953,c343.1,12.54,,19.4,
8,-954,c343.2,14.82,,19,
8,-958,c343.3,8.3,,15.9,
0,-973,c351.1,2.77,,6.5,
0,-974,c351.2,2.7,,7,
0,-975,c351.3,1.73,,4.5,
0,-976,c351.4,1.92,,6.5,
1,-977,c352.2,2.21,,6,
1,-969,c352.1,2.96,,6.8,
8,-956,c356.2,13.41,,19,
8,-957,c356.3,12.81,,18.1,
1,-970,C357.1,2.38,,6.9,
1,-971,c357.2,2.65,,6.5,
1,-972,c357.3,2.58,,6.9,
3,-964,c342.1,3.91,,8.5,
9,-953,c343.1,14.76,,20.4,
9,-954,c343.2,16.03,,19.4,
9,-958,c343.3,7.82,,16.9,
,-962,,,,,
5,-963,c345.2,5.47,,10.8,
0,-978,c350.1,1.7,,6,
0,-979,c350.2,1.66,,6.5,
1,-973,c351.1,3.79,,8,
1,-974,c351.2,3.59,,7.8,
1,-975,c351.3,2.25,,6,
1,-976,c351.4,2.58,,7.3,
9,-956,c356.2,14.37,,19.6,
9,-957,c356.3,14.44,,19.4,
3,-965,c366.1,5.34,,10.5,
3,-966,c366.2,3.44,,8.8,
10,-953,c343.1,15.72,,20.4,
10,-954,c343.2,16.88,,20.7,
10,-956,c356.2,15.56,,20.9,
10,-957,c356.3,15.88,,20.5,
3,-973,c351.1,5.03,,10.6,
3,-974,c351.2,6.24,,10.3,
3,-975,c351.3,3.2,,7.8,
3,-976,c351.4,2.78,,7.2,
5,-965,c366.1,6.85,,13.2,
5,-966,c366.2,4.17,,10.3,
1,-978,c350.1,2.92,,7.9,
1,-979,c350.2,2.77,,7.6,
1,-980,c350.3,1.99,,7,
,-969,,,,,
3,-977,c352.2,2.56,,6.8,
3,-978,c350.1,4.37,,10.5,
3,-979,c350.2,4.16,,9.8,
3,-980,c350.3,2.87,,7.8,
5,-973,c351.1,9.51,,14.1,
5,-974,c351.2,10.5,,15.5,
5,-975,c351.3,4.66,,11.8,
5,-977,c352.2,2.27,,8.4,
0,-981,c358.1,1.41,,5.6,
1,-981,c358.1,1.86,,6.3,
0,-982,c358.2,1.7,,5.6,
1,-982,c358.2,2.44,,7.4,
6,-965,c366.1,9.39,,15.05,
7,-965,c366.1,10.99,,17.4,
6,-966,c366.2,5.35,,12,
7,-966,c366.2,6.67,,13.5,
10,-946,c338.1,12.38,,17.1,
8,-965,c366.1,12.45,,18.4,
8,-966,c366.2,7.68,,13.9,
5,-978,c350.1,5.61,,10.9,
5,-979,c350.2,5.4,,11.3,
5,-980,c350.3,3.6,,8.8,
6,-973,c351.1,10.43,,15.8,
6,-974,c351.2,10.55,,16,
9,-965,c366.1,14.37,,19.5,
9,-966,c366.2,7.66,,16,
6,-978,c350.1,6.32,,12.2,
,-980,,,,,
7,-973,c351.1,11.35,,17.8,
7,-974,c351.2,11.35,,17.8,
,-981,,,,,
3,-982,c358.2,3.8,,8.8,
7,-978,c350.1,6.33,,13.4,
6,-979,c350.2,6.18,,12.7,
7,-979,c350.2,6.82,,12.8,
8,-973,c351.1,12.84,,18.2,
8,-974,c351.2,12.8,,17.8,
10,-965,c366.1,15.79,,20.2,
10,-966,c366.2,8.5,,16.1,
8,-978,c350.1,5.79,,13,
8,-979,c350.2,6.3,,13.5,
9,-973,c351.1,11.82,,18.8,
9,-974,c351.2,13.35,,18.5,
10,-973,c351.1,12.92,,19.6,
10,-974,c351.2,15.76,,19,
0,-990,C369.1,2.39,,6.4,
0,-991,c369.2,2.01,,6.6,
1,-990,C369.1,3.21,,7.6,
1,-991,c369.2,2.71,,7.3,
3,-990,C369.1,3.58,,8.3,
3,-991,c369.2,3.49,,8.2,
0,-992,c373.1,1.8,,5.3,
0,-993,c373.2,1.95,,5.1,
1,-992,c373.1,2.2,,7,
1,-993,c373.2,2.93,,8.1,
5,-990,C369.1,4.49,,9.7,
5,-991,c369.2,4.11,,9.3,
3,-992,c373.1,5.21,,9.1,
3,-993,c373.2,6.96,,10.6,
5,-992,c373.1,8.24,,12.2,
5,-993,c373.2,10.34,,15,
6,-992,c373.1,10.64,,15,
6,-993,c373.2,12.65,,16.5,
7,-992,c373.1,11.5,,16.1,
7,-993,c373.2,14.39,,17.2,
8,-992,c373.1,11.89,,16.5,
8,-993,c373.2,14.77,,18.5,
9,-992,c373.1,9.76,,17.1,
9,-993,c373.2,14.96,,19.15,
10,-992,c373.1,11.16,,17.2,
10,-993,c373.2,17.19,,20,
0,-998,c376.1,1.7,,6.6,
0,-999,c377.1,1.74,,5.2,
1,-999,c377.1,2.66,,6.7,
0,-1000,c377.2,1.92,,5.3,
0,-1001,c377.3,1.7,,4.7,
1,-1001,c377.3,2.8,,6.9,
1,-1002,c377.4,2.39,,6.4,Male
0,-1003,c380.1,1.63,,5,
1,-1003,c380.1,2.37,,7,
1,-1004,c380.2,2.1,,6.5,
1,-1005,c380.3,2.26,,6.1,
0,-1006,381.1,1.71,,4.8,
1,-1006,381.1,2.41,,6.3,
0,-1007,381.2,1.81,,5.4,
1,-1007,381.2,2.31,,6.5,
0,-1008,381.3,1.83,,5.4,
1,-1008,381.3,2.38,,6.3,
13,-992,c373.1,15.03,,18.9,
13,-993,c373.2,17.63,,19.8,
0,-1009,c374.1,1.89,,6,
1,-998,c376.1,2.44,,6.6,
3,-999,c377.1,5.88,,10,
3,-1001,c377.3,6.06,,10,
3,-1002,c377.4,5.43,,9.6,Male
0,-1012,c379.1,1.8,,5.9,
1,-1012,c379.1,2.99,,7.5,
3,-1003,c380.1,5.84,,10.3,
3,-1004,c380.2,5.02,,9.9,
3,-1005,c380.3,5.57,,10,
3,-1006,381.1,4.33,,8.9,
3,-1007,381.2,5.22,,9.5,
3,-1008,381.3,4.88,,9.5,
1,-1009,c374.1,2.33,,7.2,
3,-998,c376.1,3.48,,8.8,
5,-999,c377.1,10.79,,14.3,
5,-1001,c377.3,10.12,,14.2,
5,-1002,c377.4,10.07,,13.3,Male
3,-1012,c379.1,6,,12.2,
5,-1006,381.1,6.85,,12.2,
5,-1007,381.2,8.21,,13,
5,-1008,381.3,8.49,,13.2,
0,-1013,c382.1,1.81,,6.2,
0,-1014,c382.2,1.86,,5.8,
3,-1009,c374.1,4.04,,8.9,
5,-998,c376.1,4.42,,10.6,
6,-999,c377.1,12.53,,16.7,
6,-1001,c377.3,11.36,,15.7,
6,-1002,c377.4,11.81,,15.5,Male
6,-1006,381.1,6.58,,13.3,
6,-1007,381.2,9.2,,14.8,
6,-1008,381.3,8.81,,14.4,
1,-1013,c382.1,1.94,,6,
6,-998,c376.1,4.52,,10.6,
7,-999,c377.1,14.56,,17.8,
7,-1001,c377.3,13.65,,17.6,
7,-1002,c377.4,13.37,,16.8,Male
5,-1012,c379.1,7.83,,14.3,
7,-1007,381.2,9.53,,14.7,
7,-1008,381.3,9.08,,14.8,
0,-1018,c387.1,1.78,,5.2,
5,-1009,c374.1,4.49,,10.2,
7,-998,c376.1,4.88,,11.1,
,-1006,381.1,,,,
8,-1007,381.2,9.16,,16.2,
8,-1008,381.3,8.56,,15.8,
8,-999,c377.1,15.58,,19.3,
8,-1001,c377.3,15.11,,18.8,
8,-1002,c377.4,15.85,,17.9,Male
6,-1012,c379.1,6.66,,14.3,
1,-1018,c387.1,2.69,,6.6,
1,-1019,c387.2,2.49,,5.9,
9,-999,c377.1,17.54,,19.8,
9,-1001,c377.3,15.75,,20.1,
9,-1002,c377.4,17.89,,20.4,Male
6,-1009,c374.1,4.42,,10.7,
8,-998,c376.1,4.34,,11.8,
7,-1012,c379.1,5.13,,14.8,
10,-999,c377.1,17.69,,20.2,
10,-1001,c377.3,15.87,,20.5,
10,-1002,c377.4,18.07,,20.5,Male
3,-1018,c387.1,5.36,,9,
3,-1019,c387.2,5,,8.8,
5,-1018,c387.1,11.41,,15.5,
6,-1018,c387.1,13.4,,17,
5,-1019,c387.2,9.37,,13.9,
6,-1019,c387.2,12.12,,15.7,
7,-1018,c387.1,16.67,,17.9,
7,-1019,c387.2,15.15,,17.8,
8,-1019,c387.2,16.71,,19,
9,-1019,c387.2,18.01,,21.3,
0,-1023,c391.1,1.84,,5.1,
1,-1023,c391.1,3.03,,7,
1,-1024,c391.2,2.21,,6.6,
1,-1025,c391.3,2.84,,7.2,
10,-1019,c387.2,17.85,,21.3,
0,-1026,c389.1,2.02,,6,
0,-1027,c389.2,1.73,,5.7,Male
1,-1026,c389.1,3.89,,7.3,
1,-1027,c389.2,3.12,,6.3,Male
1,-1028,c389.3,2.91,,6,
3,-1023,c391.1,5.87,,10.1,
3,-1024,c391.2,4.72,,9.2,
3,-1025,c391.3,5.88,,9.8,
1,-1029,c401.1,2.36,,6.1,
1,-1030,c401.2,2.98,,7.1,
3,-1026,c389.1,7.73,,12.2,
3,-1027,c389.2,6.63,,11.2,Male
3,-1028,c389.3,6.29,,9.9,
5,-1026,c389.1,13.2,,17.3,
5,-1027,c389.2,11.12,,15.6,Male
5,-1028,c389.3,11.33,,15.4,
5,-1023,c391.1,10.36,,16,
5,-1024,c391.2,8.59,,13.5,
5,-1025,c391.3,9.98,,15,
6,-1023,c391.1,12.44,,16.7,
6,-1024,c391.2,11.11,,15.6,
6,-1025,c391.3,12.35,,18,
7,-1023,c391.1,15.69,,18.5,
7,-1024,c391.2,12.93,,17.3,
7,-1025,c391.3,15.19,,19.3,
0,-1031,c394.1,2.21,,5.3,
1,-1031,c394.1,3.18,,6.8,
3,-1031,c394.1,6.92,,11.3,
0,-1032,c395.1,1.84,,5.7,
0,-1033,c395.2,2.07,,5.5,
1,-1032,c395.1,3.21,,7.2,
1,-1033,c395.2,3.15,,6.8,
3,-1032,c395.1,6.73,,10.9,
3,-1033,c395.2,6.49,,10.8,
0,-1034,c397.1,2,,5.5,
1,-1034,c397.1,3.26,,7.8,
1,-1035,c397.2,2.44,,5.6,
8,-1023,c391.1,16.63,,19.9,
8,-1024,c391.2,15.16,,18,
8,-1025,c391.3,15.08,,19.5,
6,-1026,c389.1,14.32,,18.5,
6,-1027,c389.2,12.76,,17.1,Male
6,-1028,c389.3,13.75,,17.9,
3,-1034,c397.1,7.34,,10.3,
3,-1035,c397.2,5.57,,9,
0,-1036,c399.1,2.31,,5.6,
0,-1037,c399.2,2.21,,5.5,
1,-1036,c399.1,4.01,,7.5,
1,-1037,c399.2,3.41,,7.4,
3,-1036,c399.1,7.92,,11,
3,-1037,c399.2,7.33,,11,
3,-1029,c401.1,5.23,,9.2,
3,-1030,c401.2,6.35,,11.2,
5,-1029,c401.1,9.63,,14,
5,-1030,c401.2,11.76,,16.5,
6,-1029,c401.1,12.07,,16.3,
6,-1030,c401.2,14.91,,18.4,
7,-1029,c401.1,14.58,,17.7,
7,-1030,c401.2,15.28,,19.3,
7,-1026,c389.1,16.53,,20,
7,-1027,c389.2,15.07,,19,Male
7,-1028,c389.3,15.78,,18.8,
8,-1026,c389.1,17.02,,20.9,
8,-1027,c389.2,15.75,,20.6,Male
8,-1028,c389.3,16.49,,20.6,
9,-1023,c391.1,16.99,,20,
9,-1024,c391.2,16.64,,19.5,
10,-1023,c391.1,15.66,,20,
10,-1024,c391.2,15.29,,20,
5,-1031,c394.1,11.65,,15.3,
6,-1031,c394.1,13.3,,16.8,
5,-1032,c395.1,11.15,,14.5,
6,-1032,c395.1,13.09,,16.8,
5,-1033,c395.2,11.26,,15.2,
6,-1033,c395.2,12.62,,17.1,
5,-1034,c397.1,12.48,,15.8,
5,-1035,c397.2,10.06,,14.1,
0,-1038,c398.1,1.96,,5.5,Male
0,-1039,c398.2,1.98,,5.6,
1,-1038,c398.1,2.92,,6.5,Male
5,-1036,c399.1,13.68,,15.1,
5,-1037,c399.2,12.63,,15.6,
8,-1029,c401.1,16.82,,18.3,
8,-1030,c401.2,17.49,,20.2,
9,-1029,c401.1,18.01,,19.5,
9,-1030,c401.2,17.78,,21.3,
9,-1026,c389.1,17.34,,21.4,
9,-1027,c389.2,16.8,,21,Male
9,-1028,c389.3,17.31,,20.6,
10,-1026,c389.1,16.91,,21.9,
10,-1027,c389.2,16.87,,21.7,Male
10,-1028,c389.3,17.75,,21.7,
7,-1031,c394.1,15.3,,18,
7,-1032,c395.1,14.35,,18.3,
7,-1033,c395.2,14.35,,18.3,
8,-1032,c395.1,17.62,,20.2,
8,-1033,c395.2,16.57,,19.5,
9,-1032,c395.1,17.56,,20.4,
9,-1033,c395.2,17.17,,20,
6,-1034,c397.1,14.45,,17.9,
6,-1035,c397.2,12.47,,16.4,
7,-1034,c397.1,16.43,,18.8,
7,-1035,c397.2,15.56,,17.5,
8,-1034,c397.1,17.73,,19.5,
8,-1035,c397.2,17,,19.3,
3,-1038,c398.1,5.46,,9,Male
6,-1036,c399.1,15.44,,17.4,
6,-1037,c399.2,14.29,,17,
7,-1036,c399.1,17.69,,19.1,
7,-1037,c399.2,16.15,,18.5,
8,-1036,c399.1,18.61,,20.4,
8,-1037,c399.2,16.86,,19.8,
10,-1029,c401.1,18.76,,19.9,
10,-1032,c395.1,18.88,,20.8,
10,-1033,c395.2,17.61,,20.5,
9,-1034,c397.1,16.29,,20.2,
9,-1035,c397.2,18.11,,19.8,
10,-1035,c397.2,18,,21.1,
5,-1038,c398.1,8.72,,13.9,Male
6,-1038,c398.1,11.63,,14.7,Male
7,-1038,c398.1,15.34,,17.5,Male
9,-1036,c399.1,18.94,,21,
9,-1037,c399.2,16.47,,20.4,
10,-1037,c399.2,17.15,,21,
0,-1043,c404.1,1.7,,5.6,
0,-1044,c404.2,1.57,,4.9,
0,-1045,c408.1,1.63,,5.7,
0,-1046,c408.2,1.61,,5,
1,-1045,c408.1,2.57,,5.9,
1,-1046,c408.2,2.41,,6.6,
8,-1038,c398.1,17.37,,19.1,Male
1,-1043,c404.1,2.2,,6.2,
1,-1044,c404.2,2.07,,5.9,
0,-1047,c409.1,2.07,,5.6,
9,-1038,c398.1,18.9,,20.5,Male
0,-1048,c403.1,2.01,,5.3,
0,-1049,c403.2,1.5,,4.8,
0,-1050,c403.3,1.7,,4.8,
3,-1045,c408.1,4.67,,8.2,
3,-1046,c408.2,5.27,,9,
1,-1047,c409.1,2.97,,6.8,
1,-1048,c403.1,2.22,,6.5,
1,-1050,c403.3,1.84,,5.6,
10,-1038,c398.1,19,,20.7,Male
3,-1043,c404.1,3.44,,8.2,
3,-1044,c404.2,3.53,,8.3,
0,-1051,c406.1,1.77,,4.9,
1,-1051,c406.1,2.64,,6.4,
0,-1052,c406.2,1.2,,3.6,
1,-1053,c406.3,1.53,,5.7,
1,-1054,c406.4,2.04,,6.2,
5,-1045,c408.1,7.69,,12,
5,-1046,c408.2,9.46,,14,
3,-1047,c409.1,4.41,,9.8,
12,-1055,c414.1,1.86,,6.4,
12,-1056,c414.2,1.59,,6.5,
3,-1048,c403.1,3.03,,7.7,
5,-1043,c404.1,7.88,,12.5,
6,-1043,c404.1,10.33,,15.4,
5,-1044,c404.2,7.91,,11.8,
6,-1044,c404.2,8.76,,14.4,
3,-1051,c406.1,6.01,,10.1,
3,-1053,c406.3,3.25,,8,
,-1052,,,,,
,-1052,,,,,
6,-1045,c408.1,10.3,,14,
7,-1045,c408.1,12.26,,16.5,
6,-1046,c408.2,11.83,,15.8,
7,-1046,c408.2,13.64,,17.2,
5,-1047,c409.1,5.76,,11.6,
0,-1057,c412.1,1.91,,5.1,
1,-1057,c412.1,3.15,,6.2,
0,-1058,c412.2,2.01,,6.2,
1,-1058,c412.2,3.3,,6.9,
7,-1043,c404.1,12.98,,16.6,
7,-1044,c404.2,12.49,,16.8,
8,-1045,c408.1,14.84,,18.2,
8,-1046,c408.2,15.53,,19,
6,-1047,c409.1,6.34,,12.2,
8,-1043,c404.1,13.86,,18.8,
8,-1044,c404.2,14.32,,18,
9,-1043,c404.1,14.85,,19.7,
9,-1044,c404.2,16.26,,19.8,
5,-1051,c406.1,9.97,,14.3,
5,-1053,c406.3,3.3,,10,
6,-1051,c406.1,12.48,,16.1,
3,-1054,c406.4,4.71,,8.9,
9,-1045,c408.1,17.68,,18.9,
9,-1046,c408.2,16.07,,19.6,
7,-1047,c409.1,7.44,,13,
8,-1047,c409.1,8.78,,14.3,
0,-1060,c413.1,2.28,,6.3,
0,-1061,c413.2,1.57,,6,
1,-1060,c413.1,3.45,,7.7,
1,-1061,c413.2,1.98,,6.3,
10,-1043,c404.1,16.1,,20.5,
10,-1044,c404.2,16.12,,20.4,
7,-1051,c406.1,13.2,,17.4,
8,-1051,c406.1,16.97,,18.8,
9,-1051,c406.1,17.98,,20,
9,-1047,c409.1,8.31,,14.8,
10,-1047,c409.1,8.14,,15.3,
3,-1057,c412.1,6.96,,11.2,
5,-1057,c412.1,10.83,,15.4,
6,-1057,c412.1,13.5,,18,
7,-1057,c412.1,14.45,,18.6,
3,-1058,c412.2,7.04,,11.4,
5,-1058,c412.2,9.9,,14.6,
6,-1058,c412.2,12.45,,16.9,
7,-1058,c412.2,14,,18.3,
10,-1051,c406.1,19.45,,20.4,
0,-1065,c411.3,2.4,,6.2,
1,-1065,c411.3,3.58,,8.3,
0,-1063,c411.1,1.71,,4.2,
1,-1063,c411.1,2.44,,6.3,
0,-1064,c411.2,2.26,,5.6,
1,-1064,c411.2,3.42,,7.5,
8,-1057,c412.1,15.83,,19.9,
9,-1057,c412.1,17.08,,20.8,
8,-1058,c412.2,15.28,,19.7,
9,-1058,c412.2,17.81,,20.3,
3,-1063,c411.1,5.16,,9,
5,-1063,c411.1,8.23,,11.8,
6,-1063,c411.1,11.42,,14.9,
8,-1063,c411.1,14.62,,18.2,
9,-1063,c411.1,16.37,,19.8,
10,-1063,c411.1,17.65,,20.2,
3,-1065,c411.3,6.73,,10.6,
5,-1065,c411.3,8.58,,13.5,
6,-1065,c411.3,11.51,,16.5,
8,-1065,c411.3,15.28,,19.1,
9,-1065,c411.3,16.28,,20,
10,-1065,c411.3,16.4,,21,
0,-1087,c415.1,1.71,,5.8,
0,-1088,416.1,1.96,,7.1,
1,-1088,416.1,3.59,,7.8,
1,-1089,416.2,3.17,,7.7,
1,-1090,416.3,2.25,,6.4,
1,-1091,416.4,2.67,,7.2,
3,-1088,416.1,5.01,,10,
3,-1090,416.3,3.55,,8.1,
0,-1092,417.1,1.74,,5.4,
0,-1093,417.2,1.6,,5.5,
1,-1087,c415.1,2.52,,6.4,
1,-1095,c415.2,2.32,,7.3,
5,-1088,416.1,8.13,,14.3,
5,-1090,416.3,5.06,,11.2,
3,-1091,416.4,4.19,,9.3,
5,-1091,416.4,6.3,,12.5,
1,-1092,417.1,2.55,,7.1,
1,-1093,417.2,2.5,,6.7,
1,-1096,417.3,1.8,,5.5,
1,-1097,417.4,1.54,,5.7,
3,-1087,c415.1,5.06,,10,
3,-1095,c415.2,4.43,,9.8,
6,-1091,416.4,8.33,,15.4,
7,-1091,416.4,8.98,,16.4,
3,-1092,417.1,4.87,,10.3,
3,-1093,417.2,5.01,,9.4,
3,-1096,417.3,3.51,,7.9,
3,-1097,417.4,2.74,,7.4,
8,-1091,416.4,10.28,,17.7,
5,-1087,c415.1,9.08,,13.9,
9,-1091,416.4,13.3,,19.6,
5,-1092,417.1,9.36,,14.5,
5,-1093,417.2,9.36,,14,
5,-1096,417.3,6.82,,11.7,
5,-1097,417.4,5.12,,10.2,
0,-1098,421.1,2.26,,6.3,
0,-1099,421.2,2.23,,6.1,
6,-1087,c415.1,10.88,,15.7,
6,-1092,417.1,12.06,,17,
6,-1093,417.2,11.27,,15.9,
6,-1096,417.3,8.81,,14.3,
6,-1097,417.4,6.84,,12.4,
10,-1091,416.4,15.29,,20,
0,-1100,420.1,1.43,,5,
0,-1101,420.2,1.56,,5.1,
1,-1098,421.1,3.76,,8.3,
1,-1099,421.2,3.6,,7.8,
7,-1087,c415.1,12.57,,17.7,
1,-1100,420.1,2.15,,7.5,
1,-1101,420.2,2.4,,6.8,
1,-1102,420.3,1.85,,6,
,-1088,,,,,
7,-1092,417.1,13.23,,19.5,
7,-1093,417.2,13.49,,18,
7,-1096,417.3,10.02,,16.8,
7,-1097,417.4,7.46,,13.8,
0,-1103,425.1,1.63,,5.2,
0,-1104,425.2,1.67,,6.1,
0,-1105,425.3,1.95,,6.2,
8,-1087,c415.1,15.49,,19.5,
8,-1092,417.1,15.73,,20.6,
8,-1093,417.2,16.47,,20.9,
8,-1096,417.3,12.29,,17,
8,-1097,417.4,9.44,,15.4,
3,-1098,421.1,7.19,,12,
3,-1099,421.2,7.41,,11.9,
1,-1103,425.1,2.62,,7.6,
1,-1104,425.2,2.83,,7,
1,-1105,425.3,3.27,,8,
0,-1106,426.1,1.58,,5.6,
0,-1107,426.2,1.66,,4.8,
9,-1087,c415.1,16.35,,20,
10,-1087,c415.1,16.69,,20.4,
9,-1092,417.1,19.23,,20.2,
9,-1093,417.2,18.76,,20.3,
9,-1096,417.3,16.56,,19.1,
9,-1097,417.4,12.68,,16.3,
10,-1092,417.1,17.7,,20.9,
10,-1093,417.2,16.57,,20.8,
10,-1096,417.3,15.88,,19.8,
10,-1097,417.4,12.19,,17.8,
3,-1100,420.1,4.02,,8.5,
3,-1101,420.2,4.41,,10,
3,-1102,420.3,2.31,,7,
5,-1098,421.1,11.37,,15.3,
5,-1099,421.2,11.55,,15.8,
3,-1103,425.1,4.76,,9.8,
3,-1104,425.2,4.34,,9.9,
3,-1105,425.3,6.14,,10.8,
