"nestlingID","nestID","year","age","hatchdate","hatchsize","fledgedate","fledgesize","mass","tarsus","ninprim","year2"
"1987-HUD4' nestling 3","1987-HUD4'",1987,12,164,3,180,3,20,,,1
"2007-OP4 nestling 4","2007-OP4",2007,10,157,5,,,20.1,12.42,8,3
"2007-OP4 nestling 5","2007-OP4",2007,10,157,5,,,20.4,12.28,15.5,3
"2016-HUA7 nestling 1","2016-HUA7",2016,12,147,6,173,6,20.25,15.1,50,3.9
"1990-NESW6 nestling 1","1990-NESW6",1990,12,,5,,5,23,,41,1.3
"2016-HUA7 nestling 2","2016-HUA7",2016,12,147,6,173,6,20.25,13.8,53,3.9
"1990-NESW6 nestling 2","1990-NESW6",1990,12,,5,,5,23.5,,42,1.3
"2016-HUA7 nestling 3","2016-HUA7",2016,12,147,6,173,6,21,14.9,52,3.9
"1990-NESW6 nestling 3","1990-NESW6",1990,12,,5,,5,23,,43,1.3
"2016-HUA7 nestling 4","2016-HUA7",2016,12,147,6,173,6,21.5,14.7,49,3.9
"1990-NESW6 nestling 4","1990-NESW6",1990,12,,5,,5,20.5,,43,1.3
"2016-HUA7 nestling 5","2016-HUA7",2016,12,147,6,173,6,19.5,13.9,52,3.9
"1990-NESW6 nestling 5","1990-NESW6",1990,12,,5,,5,24,,40,1.3
"2016-HUA7 nestling 6","2016-HUA7",2016,12,147,6,173,6,18,14.1,47,3.9
"1992-NESA9 nestling 1","1992-NESA9",1992,15,154,5,173,6,21.2,,1,1.5
"1998-NESA3 nestling 1","1998-NESA3",1998,15,150,6,,2,23.3,15.61,50.5,2.1
"1986-NESA11 (2) nestling 1","1986-NESA11 (2)",1986,10,186,4,207,4,19.3,,,0.9
"1986-NESA11 (2) nestling 1","1986-NESA11 (2)",1986,13,186,4,207,4,24,,,0.9
"2006-BGH4 nestling 1","2006-BGH4",2006,12,148,6,,0,20.9,11.52,23,2.9
"1992-NESA9 nestling 2","1992-NESA9",1992,15,154,5,173,6,19.1,,1,1.5
"1998-NESA3 nestling 2","1998-NESA3",1998,15,150,6,,2,24.7,15.33,58.5,2.1
"1986-NESA11 (2) nestling 2","1986-NESA11 (2)",1986,10,186,4,207,4,13.6,,,0.9
"1986-NESA11 (2) nestling 2","1986-NESA11 (2)",1986,13,186,4,207,4,17,,,0.9
"2006-BGH4 nestling 2","2006-BGH4",2006,12,148,6,,0,19.4,11.43,22.5,2.9
"1992-NESA9 nestling 3","1992-NESA9",1992,15,154,5,173,6,20.5,,0.5,1.5
"2006-BGH4 nestling 3","2006-BGH4",2006,12,148,6,,0,18,12.14,21.5,2.9
"1992-NESA9 nestling 4","1992-NESA9",1992,15,154,5,173,6,26,,2,1.5
"1986-NESA11 (2) nestling 4","1986-NESA11 (2)",1986,10,186,4,207,4,19.2,,,0.9
"1986-NESA11 (2) nestling 4","1986-NESA11 (2)",1986,12,186,4,207,4,24,,,0.9
"2006-BGH4 nestling 4","2006-BGH4",2006,12,148,6,,0,20.7,12.13,20,2.9
"1992-NESA9 nestling 5","1992-NESA9",1992,15,154,5,173,6,20,,1,1.5
"1986-NESA11 (2) nestling 5","1986-NESA11 (2)",1986,10,186,4,207,4,18.3,,,0.9
"1986-NESA11 (2) nestling 5","1986-NESA11 (2)",1986,12,186,4,207,4,23.5,,,0.9
"2006-BGH4 nestling 5","2006-BGH4",2006,12,148,6,,0,19.7,11.7,19.5,2.9
"1992-NESA9 nestling 6","1992-NESA9",1992,15,154,5,173,6,24.3,,1,1.5
"2006-BGH4 nestling 6","2006-BGH4",2006,12,148,6,,0,19.7,12.25,22.5,2.9
"2017-HUW2 nestling 1","2017-HUW2",2017,10,155,5,170,0,18.75,14.4,32,4
"2017-HUW2 nestling 1","2017-HUW2",2017,12,155,5,170,0,18.8,14.3,43,4
"1984-NES07 nestling 1","1984-NES07",1984,10,162,5,,5,17,,,0.7
"1984-NES07 nestling 1","1984-NES07",1984,14,162,5,,5,21.2,,,0.7
"1998-BLG2 nestling 1","1998-BLG2",1998,15,153,4,172,3,20.8,,24,2.1
"2017-HUW2 nestling 2","2017-HUW2",2017,10,155,5,170,0,20.25,14.7,44,4
"2017-HUW2 nestling 2","2017-HUW2",2017,12,155,5,170,0,18.5,13.8,55,4
"1984-NES07 nestling 2","1984-NES07",1984,11,162,5,,5,20.6,,,0.7
"1984-NES07 nestling 2","1984-NES07",1984,15,162,5,,5,24.2,,,0.7
"1998-BLG2 nestling 2","1998-BLG2",1998,15,153,4,172,3,22.8,,31,2.1
"2017-HUW2 nestling 3","2017-HUW2",2017,10,155,5,170,0,20,14.4,39,4
"2017-HUW2 nestling 3","2017-HUW2",2017,12,155,5,170,0,21,14,49,4
"1984-NES07 nestling 3","1984-NES07",1984,11,162,5,,5,19.9,,,0.7
"1984-NES07 nestling 3","1984-NES07",1984,15,162,5,,5,23.3,,,0.7
"1998-BLG2 nestling 3","1998-BLG2",1998,15,153,4,172,3,21.2,,26,2.1
"2017-HUW2 nestling 4","2017-HUW2",2017,10,155,5,170,0,19.5,14.3,41,4
"2017-HUW2 nestling 4","2017-HUW2",2017,12,155,5,170,0,19,14.2,51,4
"1984-NES07 nestling 4","1984-NES07",1984,11,162,5,,5,19.7,,,0.7
"1984-NES07 nestling 4","1984-NES07",1984,15,162,5,,5,23.2,,,0.7
"2017-HUW2 nestling 5","2017-HUW2",2017,10,155,5,170,0,21,14.2,44,4
"2017-HUW2 nestling 5","2017-HUW2",2017,12,155,5,170,0,21.8,13.7,56,4
"1984-NES07 nestling 5","1984-NES07",1984,10,162,5,,5,19.5,,,0.7
"1984-NES07 nestling 5","1984-NES07",1984,14,162,5,,5,21.8,,,0.7
"1990-HUC3 nestling 1","1990-HUC3",1990,12,153,6,169,5,22.5,,31,1.3
"1989-BGG1 nestling 1","1989-BGG1",1989,12,154,5,175,4,18.5,,21,1.2
"1990-HUC3 nestling 2","1990-HUC3",1990,12,153,6,169,5,24,,30,1.3
"1989-BGG1 nestling 2","1989-BGG1",1989,12,154,5,175,4,20.5,,27,1.2
"1990-HUC3 nestling 3","1990-HUC3",1990,12,153,6,169,5,23,,29,1.3
"1989-BGG1 nestling 3","1989-BGG1",1989,12,154,5,175,4,21,,16,1.2
"1990-HUC3 nestling 4","1990-HUC3",1990,12,153,6,169,5,23,,33,1.3
"1989-BGG1 nestling 4","1989-BGG1",1989,12,154,5,175,4,17,,15,1.2
"1990-HUC3 nestling 5","1990-HUC3",1990,12,153,6,169,5,24.5,,29,1.3
"1989-BGG1 nestling 5","1989-BGG1",1989,12,154,5,175,4,18,,22,1.2
"1990-HUC3 nestling 6","1990-HUC3",1990,12,153,6,169,5,23,,30,1.3
"1994-NBC1 nestling 1","1994-NBC1",1994,12,156,4,179,4,18,,,1.7
"1994-NBC1 nestling 2","1994-NBC1",1994,12,156,4,179,4,21,,,1.7
"1994-NBC1 nestling 3","1994-NBC1",1994,12,156,4,179,4,20.5,,,1.7
"1994-NBC1 nestling 4","1994-NBC1",1994,12,156,4,179,4,19.5,,,1.7
"1985-BGH4 (2) nestling 1","1985-BGH4 (2)",1985,10,162,4,175,0,20,,,0.8
"1991-NESE13 nestling 1","1991-NESE13",1991,12,153,7,171,7,25,,38,1.4
"1991-NESE13 nestling 1","1991-NESE13",1991,16,153,7,171,7,22,,56,1.4
"1982-BMZ7 (2) nestling 1","1982-BMZ7 (2)",1982,10,188,4,207,3,19.5,,,0.5
"1982-BMZ7 (2) nestling 1","1982-BMZ7 (2)",1982,11,188,4,207,3,19.5,,,0.5
"1982-BMZ7 (2) nestling 1","1982-BMZ7 (2)",1982,12,188,4,207,3,19.5,,,0.5
"1982-BMZ7 (2) nestling 1","1982-BMZ7 (2)",1982,13,188,4,207,3,21,,,0.5
"1982-BMZ7 (2) nestling 1","1982-BMZ7 (2)",1982,14,188,4,207,3,21,,,0.5
"1982-BMZ7 (2) nestling 1","1982-BMZ7 (2)",1982,15,188,4,207,3,21.5,,,0.5
"1982-BMZ7 (2) nestling 1","1982-BMZ7 (2)",1982,16,188,4,207,3,21.5,,,0.5
"1985-BGH4 (2) nestling 2","1985-BGH4 (2)",1985,10,162,4,175,0,22,,,0.8
"1991-NESE13 nestling 2","1991-NESE13",1991,12,153,7,171,7,24,,37,1.4
"1991-NESE13 nestling 2","1991-NESE13",1991,16,153,7,171,7,21,,56,1.4
"1982-BMZ7 (2) nestling 2","1982-BMZ7 (2)",1982,10,188,4,207,3,22.5,,,0.5
"1982-BMZ7 (2) nestling 2","1982-BMZ7 (2)",1982,11,188,4,207,3,22,,,0.5
"1982-BMZ7 (2) nestling 2","1982-BMZ7 (2)",1982,12,188,4,207,3,23,,,0.5
"1982-BMZ7 (2) nestling 2","1982-BMZ7 (2)",1982,13,188,4,207,3,23.5,,,0.5
"1982-BMZ7 (2) nestling 2","1982-BMZ7 (2)",1982,14,188,4,207,3,23,,,0.5
"1982-BMZ7 (2) nestling 2","1982-BMZ7 (2)",1982,15,188,4,207,3,22.5,,,0.5
"1982-BMZ7 (2) nestling 2","1982-BMZ7 (2)",1982,16,188,4,207,3,22.5,,,0.5
"1985-BGH4 (2) nestling 3","1985-BGH4 (2)",1985,10,162,4,175,0,22.5,,,0.8
"1991-NESE13 nestling 3","1991-NESE13",1991,12,153,7,171,7,23.5,,35,1.4
"1991-NESE13 nestling 3","1991-NESE13",1991,16,153,7,171,7,21,,54,1.4
"1982-BMZ7 (2) nestling 3","1982-BMZ7 (2)",1982,10,188,4,207,3,20.5,,,0.5
"1982-BMZ7 (2) nestling 3","1982-BMZ7 (2)",1982,11,188,4,207,3,19.5,,,0.5
"1982-BMZ7 (2) nestling 3","1982-BMZ7 (2)",1982,12,188,4,207,3,22,,,0.5
"1982-BMZ7 (2) nestling 3","1982-BMZ7 (2)",1982,13,188,4,207,3,22,,,0.5
"1982-BMZ7 (2) nestling 3","1982-BMZ7 (2)",1982,14,188,4,207,3,22,,,0.5
"1982-BMZ7 (2) nestling 3","1982-BMZ7 (2)",1982,15,188,4,207,3,21.5,,,0.5
"1982-BMZ7 (2) nestling 3","1982-BMZ7 (2)",1982,16,188,4,207,3,22,,,0.5
"1991-NESE13 nestling 4","1991-NESE13",1991,12,153,7,171,7,24,,41,1.4
"1991-NESE13 nestling 4","1991-NESE13",1991,16,153,7,171,7,20.5,,58,1.4
"1991-NESE13 nestling 5","1991-NESE13",1991,12,153,7,171,7,24.5,,40,1.4
"1991-NESE13 nestling 5","1991-NESE13",1991,16,153,7,171,7,22,,59,1.4
"2015-LSJ2 nestling 1","2015-LSJ2",2015,12,147,4,175,4,22.25,11.2,40,3.8
"2002-HUA3 nestling 1","2002-HUA3",2002,15,158,5,179,5,20.5,12.3,21,2.5
"2015-LSJ2 nestling 2","2015-LSJ2",2015,12,147,4,175,4,21.5,11.6,55,3.8
"2002-HUA3 nestling 2","2002-HUA3",2002,15,158,5,179,5,20.7,11.4,19,2.5
"2015-LSJ2 nestling 3","2015-LSJ2",2015,12,147,4,175,4,20.75,11.9,48,3.8
"2002-HUA3 nestling 3","2002-HUA3",2002,15,158,5,179,5,21.7,11.96,25.5,2.5
"2015-LSJ2 nestling 4","2015-LSJ2",2015,12,147,4,175,4,20,12.1,57,3.8
"2002-HUA3 nestling 4","2002-HUA3",2002,15,158,5,179,5,19.9,12.05,17,2.5
"2002-HUA3 nestling 5","2002-HUA3",2002,15,158,5,179,5,22,12.2,24,2.5
"1998-NBC3 nestling 1","1998-NBC3",1998,15,153,5,174,7,14.5,15.32,56,2.1
"2003-BGC7 nestling 1","2003-BGC7",2003,15,154,5,176,5,22,12.65,31,2.6
"1998-NBC3 nestling 2","1998-NBC3",1998,15,153,5,174,7,15.1,14.22,43,2.1
"2003-BGC7 nestling 2","2003-BGC7",2003,15,154,5,176,5,23.5,12.99,38,2.6
"1998-NBC3 nestling 3","1998-NBC3",1998,15,153,5,174,7,12.1,14.56,43,2.1
"2003-BGC7 nestling 3","2003-BGC7",2003,15,154,5,176,5,21.3,12.55,37,2.6
"1998-NBC3 nestling 4","1998-NBC3",1998,15,153,5,174,7,14.1,15.36,45,2.1
"2003-BGC7 nestling 4","2003-BGC7",2003,15,154,5,176,5,20.5,12.8,21,2.6
"1998-NBC3 nestling 5","1998-NBC3",1998,15,153,5,174,7,13.6,14.96,50,2.1
"2003-BGC7 nestling 5","2003-BGC7",2003,15,154,5,176,5,22.2,12.35,35,2.6
"1998-NBC3 nestling 6","1998-NBC3",1998,15,153,5,174,7,12.1,15.09,51,2.1
"1998-NBC3 nestling 7","1998-NBC3",1998,15,153,5,174,7,10.6,13.64,25,2.1
"1987-NBA3 nestling 1","1987-NBA3",1987,12,147,5,165,5,22,,,1
"1987-NBA3 nestling 1","1987-NBA3",1987,15,147,5,165,5,22.5,,,1
"1996-BGD4 nestling 1","1996-BGD4",1996,15,166,4,184,3,21.8,14.57,41,1.9
"1997-HUA7 nestling 1","1997-HUA7",1997,14,156,2,,2,23,13,36,2
"1991-JGD6 nestling 1","1991-JGD6",1991,12,154,5,175,4,25,,28,1.4
"1987-NBA3 nestling 2","1987-NBA3",1987,12,147,5,165,5,22.5,,,1
"1987-NBA3 nestling 2","1987-NBA3",1987,15,147,5,165,5,22.5,,,1
"1996-BGD4 nestling 2","1996-BGD4",1996,15,166,4,184,3,21.9,14.38,45,1.9
"1997-HUA7 nestling 2","1997-HUA7",1997,14,156,2,,2,23,12.56,40,2
"1991-JGD6 nestling 2","1991-JGD6",1991,12,154,5,175,4,24.5,,26,1.4
"1987-NBA3 nestling 3","1987-NBA3",1987,12,147,5,165,5,21.5,,,1
"1987-NBA3 nestling 3","1987-NBA3",1987,15,147,5,165,5,20.5,,,1
"1996-BGD4 nestling 3","1996-BGD4",1996,15,166,4,184,3,21.5,14.6,49,1.9
"1991-JGD6 nestling 3","1991-JGD6",1991,12,154,5,175,4,23.5,,20,1.4
"1987-NBA3 nestling 4","1987-NBA3",1987,12,147,5,165,5,20.5,,,1
"1987-NBA3 nestling 4","1987-NBA3",1987,15,147,5,165,5,19.5,,,1
"1991-JGD6 nestling 4","1991-JGD6",1991,12,154,5,175,4,24.5,,24,1.4
"1987-NBA3 nestling 5","1987-NBA3",1987,12,147,5,165,5,20,,,1
"1987-NBA3 nestling 5","1987-NBA3",1987,15,147,5,165,5,20,,,1
"1991-NESG13 nestling 1","1991-NESG13",1991,12,157,5,175,5,23,,37,1.4
"1991-NESG13 nestling 1","1991-NESG13",1991,16,157,5,175,5,23,,56,1.4
"2006-SRBP11 nestling 1","2006-SRBP11",2006,12,149,6,,5,20.2,12.94,33.5,2.9
"1991-NESG13 nestling 2","1991-NESG13",1991,12,157,5,175,5,22.5,,36,1.4
"1991-NESG13 nestling 2","1991-NESG13",1991,16,157,5,175,5,21.5,,56,1.4
"2006-SRBP11 nestling 2","2006-SRBP11",2006,12,149,6,,5,20.2,12.64,30,2.9
"1991-NESG13 nestling 3","1991-NESG13",1991,12,157,5,175,5,23,,33,1.4
"1991-NESG13 nestling 3","1991-NESG13",1991,16,157,5,175,5,21.5,,56,1.4
"2006-SRBP11 nestling 3","2006-SRBP11",2006,12,149,6,,5,20.9,12.74,32,2.9
"1991-NESG13 nestling 4","1991-NESG13",1991,12,157,5,175,5,19.5,,35,1.4
"1991-NESG13 nestling 4","1991-NESG13",1991,16,157,5,175,5,20,,56,1.4
"2006-SRBP11 nestling 4","2006-SRBP11",2006,12,149,6,,5,20.4,12.27,32,2.9
"1991-NESG13 nestling 5","1991-NESG13",1991,12,157,5,175,5,23.5,,37,1.4
"1991-NESG13 nestling 5","1991-NESG13",1991,16,157,5,175,5,22,,59,1.4
"2006-SRBP11 nestling 5","2006-SRBP11",2006,12,149,6,,5,19.1,11.56,30,2.9
"2016-HUZ1 nestling 1","2016-HUZ1",2016,12,151,6,169,5,18,13.7,53,3.9
"1991-NESA5 nestling 1","1991-NESA5",1991,12,151,5,169,5,19,,31,1.4
"1991-NESA5 nestling 1","1991-NESA5",1991,16,151,5,169,5,18.5,,50,1.4
"1997-NESA7 nestling 1","1997-NESA7",1997,15,156,6,173,3,24.3,15.2,49.5,2
"2016-HUZ1 nestling 2","2016-HUZ1",2016,12,151,6,169,5,20,14.4,49,3.9
"1991-NESA5 nestling 2","1991-NESA5",1991,12,151,5,169,5,24,,32,1.4
"1991-NESA5 nestling 2","1991-NESA5",1991,16,151,5,169,5,23,,52,1.4
"1997-NESA7 nestling 2","1997-NESA7",1997,15,156,6,173,3,24.8,14.5,50,2
"2016-HUZ1 nestling 3","2016-HUZ1",2016,12,151,6,169,5,9.75,12.9,29,3.9
"1991-NESA5 nestling 3","1991-NESA5",1991,12,151,5,169,5,25,,28,1.4
"1991-NESA5 nestling 3","1991-NESA5",1991,16,151,5,169,5,22.5,,49,1.4
"1997-NESA7 nestling 3","1997-NESA7",1997,15,156,6,173,3,18.5,14.8,44.5,2
"2016-HUZ1 nestling 4","2016-HUZ1",2016,12,151,6,169,5,18.25,15.1,50,3.9
"1991-NESA5 nestling 4","1991-NESA5",1991,12,151,5,169,5,23,,30,1.4
"1991-NESA5 nestling 4","1991-NESA5",1991,16,151,5,169,5,23,,52,1.4
"2016-HUZ1 nestling 5","2016-HUZ1",2016,12,151,6,169,5,22.25,14.7,57,3.9
"1991-NESA5 nestling 5","1991-NESA5",1991,12,151,5,169,5,24,,32,1.4
"1991-NESA5 nestling 5","1991-NESA5",1991,16,151,5,169,5,23,,54,1.4
"2016-HUZ1 nestling 6","2016-HUZ1",2016,12,151,6,169,5,19,14.5,,3.9
"1992-BGI5 (2) nestling 1","1992-BGI5 (2)",1992,11,179,5,201,5,17.4,,21,1.5
"1998-BLB4 nestling 1","1998-BLB4",1998,15,153,4,173,4,20.9,,45,2.1
"1992-BGI5 (2) nestling 2","1992-BGI5 (2)",1992,11,179,5,201,5,19.5,,30,1.5
"1998-BLB4 nestling 2","1998-BLB4",1998,15,153,4,173,4,22.4,,46,2.1
"1992-BGI5 (2) nestling 3","1992-BGI5 (2)",1992,11,179,5,201,5,18.3,,28,1.5
"1998-BLB4 nestling 3","1998-BLB4",1998,15,153,4,173,4,23,,40.5,2.1
"1992-BGI5 (2) nestling 4","1992-BGI5 (2)",1992,11,179,5,201,5,19.5,,30,1.5
"1998-BLB4 nestling 4","1998-BLB4",1998,15,153,4,173,4,18,,21.5,2.1
"1992-BGI5 (2) nestling 5","1992-BGI5 (2)",1992,11,179,5,201,5,18.4,,0,1.5
"2015-BGB2 nestling 1","2015-BGB2",2015,12,146,5,168,4,22,11.7,55,3.8
"1984-NES02 nestling 1","1984-NES02",1984,10,155,6,176,6,17.6,,,0.7
"1984-NES02 nestling 1","1984-NES02",1984,14,155,6,176,6,22.5,,,0.7
"1999-BGB4 nestling 1","1999-BGB4",1999,15,150,6,,1,19,,,2.2
"2015-BGB2 nestling 2","2015-BGB2",2015,12,146,5,168,4,23.75,11.7,54,3.8
"1984-NES02 nestling 2","1984-NES02",1984,10,155,6,176,6,22,,,0.7
"1984-NES02 nestling 2","1984-NES02",1984,14,155,6,176,6,23.6,,,0.7
"1999-BGB4 nestling 2","1999-BGB4",1999,15,150,6,,1,18,,,2.2
"2015-BGB2 nestling 3","2015-BGB2",2015,12,146,5,168,4,21,12.3,55,3.8
"1984-NES02 nestling 3","1984-NES02",1984,10,155,6,176,6,19.3,,,0.7
"1984-NES02 nestling 3","1984-NES02",1984,14,155,6,176,6,20.9,,,0.7
"1999-BGB4 nestling 3","1999-BGB4",1999,15,150,6,,1,22,,,2.2
"1984-NES02 nestling 4","1984-NES02",1984,10,155,6,176,6,18.8,,,0.7
"1984-NES02 nestling 4","1984-NES02",1984,14,155,6,176,6,22.5,,,0.7
"1999-BGB4 nestling 4","1999-BGB4",1999,15,150,6,,1,20.5,,,2.2
"2015-BGB2 nestling 5","2015-BGB2",2015,12,146,5,168,4,22,11.2,53,3.8
"1984-NES02 nestling 5","1984-NES02",1984,10,155,6,176,6,19.4,,,0.7
"1984-NES02 nestling 5","1984-NES02",1984,14,155,6,176,6,21.2,,,0.7
"1999-BGB4 nestling 5","1999-BGB4",1999,15,150,6,,1,19.5,,,2.2
"1984-NES02 nestling 6","1984-NES02",1984,10,155,6,176,6,19.4,,,0.7
"1984-NES02 nestling 6","1984-NES02",1984,14,155,6,176,6,22.2,,,0.7
"1992-BT1 nestling 1","1992-BT1",1992,12,161,7,181,1,17.5,,25,1.5
"1992-BT1 nestling 2","1992-BT1",1992,12,161,7,181,1,18,,29,1.5
"1992-BT1 nestling 3","1992-BT1",1992,12,161,7,181,1,15,,24,1.5
"1992-BT1 nestling 4","1992-BT1",1992,12,161,7,181,1,16.5,,26,1.5
"1992-BT1 nestling 5","1992-BT1",1992,12,161,7,181,1,18,,30,1.5
"1992-BT1 nestling 6","1992-BT1",1992,12,161,7,181,1,18.5,,31,1.5
"1992-BT1 nestling 7","1992-BT1",1992,12,161,7,181,1,20,,29,1.5
"2000-BGI5 nestling 1","2000-BGI5",2000,10,151,6,162,0,8.4,,20,2.3
"2002-HUB6 nestling 1","2002-HUB6",2002,15,159,3,181,3,24.5,11.85,42,2.5
"2000-BGI5 nestling 2","2000-BGI5",2000,10,151,6,162,0,11.2,,27,2.3
"2002-HUB6 nestling 2","2002-HUB6",2002,15,159,3,181,3,,12.45,36,2.5
"2000-BGI5 nestling 3","2000-BGI5",2000,10,151,6,162,0,11.1,,21,2.3
"2002-HUB6 nestling 3","2002-HUB6",2002,15,159,3,181,3,23,12.65,39,2.5
"2000-BGI5 nestling 4","2000-BGI5",2000,10,151,6,162,0,10.8,,25,2.3
"2000-BGI5 nestling 5","2000-BGI5",2000,10,151,6,162,0,11.3,,24.5,2.3
"2000-BGI5 nestling 6","2000-BGI5",2000,10,151,6,162,0,10.1,,22,2.3
"2002-HUZ1 nestling 1","2002-HUZ1",2002,15,153,5,174,4,17.5,13.1,27.5,2.5
"2002-HUZ1 nestling 2","2002-HUZ1",2002,15,153,5,174,4,21.7,13.3,38,2.5
"2002-HUZ1 nestling 3","2002-HUZ1",2002,15,153,5,174,4,21,12.3,34.5,2.5
"2002-HUZ1 nestling 4","2002-HUZ1",2002,15,153,5,174,4,18.7,13.35,30.5,2.5
"2002-HUZ1 nestling 5","2002-HUZ1",2002,15,153,5,174,4,21.3,13.2,37,2.5
"1996-BGC5 nestling 1","1996-BGC5",1996,15,169,4,188,4,22.2,14.03,,1.9
"1996-BGC5 nestling 2","1996-BGC5",1996,15,169,4,188,4,22,14.46,,1.9
"1996-BGC5 nestling 3","1996-BGC5",1996,15,169,4,188,4,20.7,14.61,,1.9
"1996-BGC5 nestling 4","1996-BGC5",1996,15,169,4,188,4,22.2,15.21,,1.9
"2000-SC5 nestling 1","2000-SC5",2000,10,156,3,175,3,,,30,2.3
"2006-BGF6 nestling 1","2006-BGF6",2006,12,146,6,,5,20.4,11.67,30,2.9
"2000-SC5 nestling 2","2000-SC5",2000,10,156,3,175,3,,,31,2.3
"2006-BGF6 nestling 2","2006-BGF6",2006,12,146,6,,5,22.2,12.57,31,2.9
"2000-SC5 nestling 3","2000-SC5",2000,10,156,3,175,3,,,25.5,2.3
"2006-BGF6 nestling 4","2006-BGF6",2006,12,146,6,,5,21,12.16,29,2.9
"2006-BGF6 nestling 5","2006-BGF6",2006,12,146,6,,5,20.3,11.6,30,2.9
"2006-BGF6 nestling 6","2006-BGF6",2006,12,146,6,,5,18.1,12.12,27,2.9
"1990-NBF2 nestling 1","1990-NBF2",1990,12,157,4,177,4,21.5,,27,1.3
"1989-NBE1 nestling 1","1989-NBE1",1989,12,153,5,177,3,21,,,1.2
"1990-NBF2 nestling 2","1990-NBF2",1990,12,157,4,177,4,20,,26,1.3
"1989-NBE1 nestling 2","1989-NBE1",1989,12,153,5,177,3,18,,,1.2
"1990-NBF2 nestling 3","1990-NBF2",1990,12,157,4,177,4,22.5,,26,1.3
"1989-NBE1 nestling 3","1989-NBE1",1989,12,153,5,177,3,20.5,,27,1.2
"1990-NBF2 nestling 4","1990-NBF2",1990,12,157,4,177,4,21.5,,27,1.3
"1989-NBE1 nestling 4","1989-NBE1",1989,12,153,5,177,3,22,,17,1.2
"1989-NBE1 nestling 5","1989-NBE1",1989,12,153,5,177,3,18,,18,1.2
"2009-SRBD2 (2) nestling 1","2009-SRBD2 (2)",2009,12,181,4,201,4,23.5,17.1,,3.2
"1999-BGA1 nestling 1","1999-BGA1",1999,15,153,6,,3,20,,,2.2
"2009-SRBD2 (2) nestling 2","2009-SRBD2 (2)",2009,12,181,4,201,4,22,15.5,,3.2
"1999-BGA1 nestling 2","1999-BGA1",1999,15,153,6,,3,18.5,,,2.2
"2009-SRBD2 (2) nestling 3","2009-SRBD2 (2)",2009,12,181,4,201,4,23,15.6,,3.2
"2009-SRBD2 (2) nestling 4","2009-SRBD2 (2)",2009,12,181,4,201,4,24,15.2,,3.2
"1999-BGA1 nestling 4","1999-BGA1",1999,15,153,6,,3,19,,,2.2
"2009-HUD2 nestling 1","2009-HUD2",2009,12,149,5,170,5,22,15.8,,3.2
"2009-HUD2 nestling 2","2009-HUD2",2009,12,149,5,170,5,20,15.1,,3.2
"2009-HUD2 nestling 3","2009-HUD2",2009,12,149,5,170,5,18,14.5,,3.2
"2009-HUD2 nestling 4","2009-HUD2",2009,12,149,5,170,5,19,15.1,,3.2
"2009-HUD2 nestling 5","2009-HUD2",2009,12,149,5,170,5,21.5,16.2,,3.2
"1983-BMA05 nestling 1","1983-BMA05",1983,12,164,5,181,4,20.1,,,0.6
"1983-BMA05 nestling 1","1983-BMA05",1983,15,164,5,181,4,20.4,,,0.6
"1984-BMA04 nestling 1","1984-BMA04",1984,13,159,6,183,5,21.6,,,0.7
"1989-BGF6' nestling 1","1989-BGF6'",1989,12,157,6,181,4,18.5,,50,1.2
"1983-BMA05 nestling 2","1983-BMA05",1983,12,164,5,181,4,21.4,,,0.6
"1983-BMA05 nestling 2","1983-BMA05",1983,15,164,5,181,4,20.7,,,0.6
"1984-BMA04 nestling 2","1984-BMA04",1984,13,159,6,183,5,18.9,,,0.7
"1989-BGF6' nestling 2","1989-BGF6'",1989,12,157,6,181,4,13,,56,1.2
"1983-BMA05 nestling 3","1983-BMA05",1983,11,164,5,181,4,20.1,,,0.6
"1983-BMA05 nestling 3","1983-BMA05",1983,14,164,5,181,4,20,,,0.6
"1984-BMA04 nestling 3","1984-BMA04",1984,13,159,6,183,5,20,,,0.7
"1989-BGF6' nestling 3","1989-BGF6'",1989,12,157,6,181,4,17,,55,1.2
"1983-BMA05 nestling 4","1983-BMA05",1983,12,164,5,181,4,20.2,,,0.6
"1983-BMA05 nestling 4","1983-BMA05",1983,15,164,5,181,4,21.6,,,0.6
"1984-BMA04 nestling 4","1984-BMA04",1984,12,159,6,183,5,19.8,,,0.7
"1984-BMA04 nestling 5","1984-BMA04",1984,12,159,6,183,5,21.4,,,0.7
"1984-BMA04 nestling 6","1984-BMA04",1984,12,159,6,183,5,20.1,,,0.7
"2015-NBD2 nestling 1","2015-NBD2",2015,12,153,5,175,5,21,11.7,47,3.8
"1996-NBB4 nestling 1","1996-NBB4",1996,15,162,6,183,4,22.6,14.96,50.5,1.9
"1980-GCJ5 nestling 1","1980-GCJ5",1980,12,159,5,180,5,19,,,0.3
"1980-GCJ5 nestling 1","1980-GCJ5",1980,15,159,5,180,5,21,,,0.3
"1991-BGA7 nestling 1","1991-BGA7",1991,13,153,4,175,4,23,,16,1.4
"2015-NBD2 nestling 2","2015-NBD2",2015,12,153,5,175,5,22.25,10.7,52,3.8
"1996-NBB4 nestling 2","1996-NBB4",1996,15,162,6,183,4,21.5,14.92,48,1.9
"1980-GCJ5 nestling 2","1980-GCJ5",1980,12,159,5,180,5,20,,,0.3
"1980-GCJ5 nestling 2","1980-GCJ5",1980,15,159,5,180,5,22,,,0.3
