"NestlingID","NestID","HatchSize","HatchDate","FledgeDate","FledgeSuccess","whyFail","Renest","Mass","Tarsus","Wingchord","Date","Age","MaxTemp3day","MeanTemp3day","MeanWindspeed3day","TotalRainFall3day","ThermoReg"
"2017-HUW2 nestling 5","HUW2",5,155,170,0,"PREDATION","First",21,14.2,44,165,10,27.5,22.7,1.46187878766667,0,"Endotherm"
"2017-HUW2 nestling 5","HUW2",5,155,170,0,"PREDATION","First",21.8,13.7,56,167,12,23.6666666666667,19.2,0.885713333333333,12.6,"Endotherm"
"2017-HUW4 nestling 1","HUW4",4,160,182,1,"","First",19,13.8,51,172,12,25.5,21.7,1.29815533966667,6.4,"Endotherm"
"2017-HUW4 nestling 2","HUW4",4,160,182,1,"","First",20.5,14,54,172,12,25.5,21.7,1.29815533966667,6.4,"Endotherm"
"2017-HUW4 nestling 3","HUW4",4,160,182,1,"","First",19.3,14.5,55,172,12,25.5,21.7,1.29815533966667,6.4,"Endotherm"
"2017-HUW4 nestling 4","HUW4",4,160,182,1,"","First",20,14.2,48,172,12,25.5,21.7,1.29815533966667,6.4,"Endotherm"
"2017-BGE1 (2) nestling 1","BGE1",4,176,183,0,"PREDATION","First",13.65,13.5,,180,4,20,14.5333333333333,0.839336569666667,19.4,"Poikilotherm"
"2017-BGE1 (2) nestling 2","BGE1",4,176,183,0,"PREDATION","First",9.24,11.9,,180,4,20,14.5333333333333,0.839336569666667,19.4,"Poikilotherm"
"2017-BGE1 (2) nestling 3","BGE1",4,176,183,0,"PREDATION","First",11.65,13.3,,180,4,20,14.5333333333333,0.839336569666667,19.4,"Poikilotherm"
"2017-BGE1 (2) nestling 4","BGE1",4,176,183,0,"PREDATION","First",14.17,13.2,,180,4,20,14.5333333333333,0.839336569666667,19.4,"Poikilotherm"
"2017-HUZ1 nestling 1","HUZ1",4,156,173,1,"","First",2.82,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-HUZ1 nestling 1","HUZ1",4,156,173,1,"","First",6.7,9.5,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-HUZ1 nestling 1","HUZ1",4,156,173,1,"","First",12.25,13.5,,162,6,25.1666666666667,18.6,0.796727273,1.6,"Poikilotherm"
"2017-HUZ1 nestling 1","HUZ1",4,156,173,1,"","First",17,14.1,,164,8,27.5,21.7666666666667,1.323060606,0,"Intermediate"
"2017-HUZ1 nestling 1","HUZ1",4,156,173,1,"","First",22.2,14.6,45,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-HUZ1 nestling 1","HUZ1",4,156,173,1,"","First",22,14.8,56,168,12,23,18.0333333333333,0.637249079333333,15.4,"Endotherm"
"2017-HUZ1 nestling 2","HUZ1",4,156,173,1,"","First",2.94,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-HUZ1 nestling 2","HUZ1",4,156,173,1,"","First",6.89,9.8,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-HUZ1 nestling 2","HUZ1",4,156,173,1,"","First",12,12.2,,162,6,25.1666666666667,18.6,0.796727273,1.6,"Poikilotherm"
"2017-HUZ1 nestling 2","HUZ1",4,156,173,1,"","First",17,13.8,,164,8,27.5,21.7666666666667,1.323060606,0,"Intermediate"
"2017-HUZ1 nestling 2","HUZ1",4,156,173,1,"","First",23,14.6,44,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-HUZ1 nestling 2","HUZ1",4,156,173,1,"","First",22.5,13.9,55,168,12,23,18.0333333333333,0.637249079333333,15.4,"Endotherm"
"2017-HUZ1 nestling 3","HUZ1",4,156,173,1,"","First",3.29,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-HUZ1 nestling 3","HUZ1",4,156,173,1,"","First",6.69,10.8,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-HUZ1 nestling 3","HUZ1",4,156,173,1,"","First",11.75,13.5,,162,6,25.1666666666667,18.6,0.796727273,1.6,"Poikilotherm"
"2017-HUZ1 nestling 3","HUZ1",4,156,173,1,"","First",17.3,14.4,,164,8,27.5,21.7666666666667,1.323060606,0,"Intermediate"
"2017-HUZ1 nestling 3","HUZ1",4,156,173,1,"","First",23,15.2,43,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-HUZ1 nestling 3","HUZ1",4,156,173,1,"","First",22,15.2,54,168,12,23,18.0333333333333,0.637249079333333,15.4,"Endotherm"
"2017-HUZ1 nestling 4","HUZ1",4,156,173,1,"","First",2.89,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-HUZ1 nestling 4","HUZ1",4,156,173,1,"","First",6.26,10.4,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-HUZ1 nestling 4","HUZ1",4,156,173,1,"","First",12.25,13.1,,162,6,25.1666666666667,18.6,0.796727273,1.6,"Poikilotherm"
"2017-HUZ1 nestling 4","HUZ1",4,156,173,1,"","First",16,14.4,,164,8,27.5,21.7666666666667,1.323060606,0,"Intermediate"
"2017-HUZ1 nestling 4","HUZ1",4,156,173,1,"","First",20.5,15,44,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-HUZ1 nestling 4","HUZ1",4,156,173,1,"","First",20,15.4,52,168,12,23,18.0333333333333,0.637249079333333,15.4,"Endotherm"
"2017-HUY2 nestling 1","HUY2",4,185,197,0,"PREDATION","First",5.63,9.1,,189,4,27,21.1666666666667,0.75775384,0.4,"Poikilotherm"
"2017-HUY2 nestling 2","HUY2",4,185,197,0,"PREDATION","First",7.77,9.9,,189,4,27,21.1666666666667,0.75775384,0.4,"Poikilotherm"
"2017-HUY2 nestling 3","HUY2",4,185,197,0,"PREDATION","First",8.12,10.6,,189,4,27,21.1666666666667,0.75775384,0.4,"Poikilotherm"
"2017-HUY2 nestling 4","HUY2",4,185,197,0,"PREDATION","First",8.19,10.7,,189,4,27,21.1666666666667,0.75775384,0.4,"Poikilotherm"
"2017-TGD2 nestling 1","TGD2",4,155,176,1,"","First",8.09,10.1,,159,4,17.1666666666667,13.3666666666667,0.703121212,20.6,"Poikilotherm"
"2017-TGD2 nestling 1","TGD2",4,155,176,1,"","First",17.75,13.9,,163,8,26,20.2666666666667,0.974272727333333,1.6,"Intermediate"
"2017-TGD2 nestling 1","TGD2",4,155,176,1,"","First",21.75,14.4,45,165,10,27.5,22.7,1.46187878766667,0,"Endotherm"
"2017-TGD2 nestling 1","TGD2",4,155,176,1,"","First",21.25,14.2,56,167,12,23.6666666666667,19.2,0.885713333333333,12.6,"Endotherm"
"2017-TGD2 nestling 2","TGD2",4,155,176,1,"","First",4.8,8.4,,159,4,17.1666666666667,13.3666666666667,0.703121212,20.6,"Poikilotherm"
"2017-TGD2 nestling 2","TGD2",4,155,176,1,"","First",15.25,13,,163,8,26,20.2666666666667,0.974272727333333,1.6,"Intermediate"
"2017-TGD2 nestling 2","TGD2",4,155,176,1,"","First",20.5,14,37,165,10,27.5,22.7,1.46187878766667,0,"Endotherm"
"2017-TGD2 nestling 2","TGD2",4,155,176,1,"","First",20,13.8,50,167,12,23.6666666666667,19.2,0.885713333333333,12.6,"Endotherm"
"2017-TGD2 nestling 3","TGD2",4,155,176,1,"","First",6.91,10,,159,4,17.1666666666667,13.3666666666667,0.703121212,20.6,"Poikilotherm"
"2017-TGD2 nestling 3","TGD2",4,155,176,1,"","First",17.5,13.3,,163,8,26,20.2666666666667,0.974272727333333,1.6,"Intermediate"
"2017-TGD2 nestling 3","TGD2",4,155,176,1,"","First",20.25,13.7,41,165,10,27.5,22.7,1.46187878766667,0,"Endotherm"
"2017-TGD2 nestling 3","TGD2",4,155,176,1,"","First",20,13.7,56,167,12,23.6666666666667,19.2,0.885713333333333,12.6,"Endotherm"
"2017-TGD2 nestling 4","TGD2",4,155,176,1,"","First",6.56,10,,159,4,17.1666666666667,13.3666666666667,0.703121212,20.6,"Poikilotherm"
"2017-TGD2 nestling 4","TGD2",4,155,176,1,"","First",17.75,13.8,,163,8,26,20.2666666666667,0.974272727333333,1.6,"Intermediate"
"2017-TGD2 nestling 4","TGD2",4,155,176,1,"","First",20,15,43,165,10,27.5,22.7,1.46187878766667,0,"Endotherm"
"2017-TGB2 nestling 1","TGB2",1,155,173,1,"","First",6.8,,,157,2,17,12.1333333333333,1.00463636333333,6,"Poikilotherm"
"2017-TGB2 nestling 1","TGB2",1,155,173,1,"","First",16.75,13.7,,161,6,24.3333333333333,16.6,0.839363636666667,1.6,"Poikilotherm"
"2017-TGB2 nestling 1","TGB2",1,155,173,1,"","First",19,14.2,35,165,10,27.5,22.7,1.46187878766667,0,"Endotherm"
"2017-TGB2 nestling 1","TGB2",1,155,173,1,"","First",20,14.5,48,167,12,23.6666666666667,19.2,0.885713333333333,12.6,"Endotherm"
"2017-SRBB6 (1) nestling 1","SRBB6",4,147,155,0,"NESTLINGS DIED","First",3.32,,,150,3,19.6666666666667,15.2,0.718091676,12.4,"Poikilotherm"
"2017-SRBB6 (1) nestling 1","SRBB6",4,147,155,0,"NESTLINGS DIED","First",3.77,8.7,,151,4,19.8333333333333,15.6,1.18151515133333,21.6,"Poikilotherm"
"2017-SRBB6 (1) nestling 1","SRBB6",4,147,155,0,"NESTLINGS DIED","First",2.97,10,,153,6,19.8333333333333,15.4333333333333,1.65,9.6,"Poikilotherm"
"2017-SRBB6 (1) nestling 2","SRBB6",4,147,155,0,"NESTLINGS DIED","First",1.8,,,150,3,19.6666666666667,15.2,0.718091676,12.4,"Poikilotherm"
"2017-SRBB6 (1) nestling 3","SRBB6",4,147,155,0,"NESTLINGS DIED","First",3.49,,,150,3,19.6666666666667,15.2,0.718091676,12.4,"Poikilotherm"
"2017-SRBB6 (1) nestling 3","SRBB6",4,147,155,0,"NESTLINGS DIED","First",4.88,9.6,,151,4,19.8333333333333,15.6,1.18151515133333,21.6,"Poikilotherm"
"2017-SRBB6 (1) nestling 3","SRBB6",4,147,155,0,"NESTLINGS DIED","First",4.01,9.5,,153,6,19.8333333333333,15.4333333333333,1.65,9.6,"Poikilotherm"
"2017-SRBB6 (1) nestling 4","SRBB6",4,147,155,0,"NESTLINGS DIED","First",1.98,,,150,3,19.6666666666667,15.2,0.718091676,12.4,"Poikilotherm"
"2017-SRBB6 (1) nestling 5","SRBB6",4,147,155,0,"NESTLINGS DIED","First",4.32,,,150,3,19.6666666666667,15.2,0.718091676,12.4,"Poikilotherm"
"2017-SRBB6 (1) nestling 5","SRBB6",4,147,155,0,"NESTLINGS DIED","First",6.05,10.3,,151,4,19.8333333333333,15.6,1.18151515133333,21.6,"Poikilotherm"
"2017-SRBB6 (1) nestling 5","SRBB6",4,147,155,0,"NESTLINGS DIED","First",5.32,11.1,,153,6,19.8333333333333,15.4333333333333,1.65,9.6,"Poikilotherm"
"2017-SRBB6 (2) nestling 1","SRBB6",1,186,167,0,"NESTLINGS DIED","First",6.15,9.7,,190,4,26,21.1666666666667,0.876248554666667,1,"Poikilotherm"
"2017-SPC3 nestling 1","SPC3",5,149,173,1,"","First",20.2,12.9,52,161,12,24.3333333333333,16.6,0.839363636666667,1.6,"Endotherm"
"2017-SPC3 nestling 2","SPC3",5,149,173,1,"","First",19.5,13.3,55,161,12,24.3333333333333,16.6,0.839363636666667,1.6,"Endotherm"
"2017-SPC3 nestling 3","SPC3",5,149,173,1,"","First",19,13.4,56,161,12,24.3333333333333,16.6,0.839363636666667,1.6,"Endotherm"
"2017-SPC3 nestling 4","SPC3",5,149,173,1,"","First",22,14.6,53,161,12,24.3333333333333,16.6,0.839363636666667,1.6,"Endotherm"
"2017-SPC3 nestling 5","SPC3",5,149,173,1,"","First",20.2,14.2,61,161,12,24.3333333333333,16.6,0.839363636666667,1.6,"Endotherm"
"2017-LSE7 (2) nestling 1","LSE7",1,178,199,1,"","First",6.39,10.5,,182,4,21.8333333333333,17.6333333333333,0.875,20.4,"Poikilotherm"
"2017-LSE7 (2) nestling 1","LSE7",1,178,199,1,"","First",20.2,14.2,45,190,12,26,21.1666666666667,0.876248554666667,1,"Endotherm"
"2017-SPB4 nestling 1","SPB4",3,156,176,0.333333333,"","First",8.09,11.1,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-SPB4 nestling 1","SPB4",3,156,176,0.333333333,"","First",18.5,14.4,38,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-SPB4 nestling 2","SPB4",3,156,176,0.333333333,"","First",3.41,8.1,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-SPB4 nestling 2","SPB4",3,156,176,0.333333333,"","First",5.33,12.4,,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-SPB4 nestling 3","SPB4",3,156,176,0.333333333,"","First",4.96,9.2,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-SPB4 nestling 3","SPB4",3,156,176,0.333333333,"","First",9.75,12.6,27,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-LSD2 nestling 1","LSD2",6,148,167,0.5,"FLEDGE","First",4.36,,,151,3,19.8333333333333,15.6,1.18151515133333,21.6,"Poikilotherm"
"2017-LSD2 nestling 1","LSD2",6,148,167,0.5,"FLEDGE","First",6.37,6.2,,152,4,19.6666666666667,15.8666666666667,1.55972727266667,17,"Poikilotherm"
"2017-LSD2 nestling 1","LSD2",6,148,167,0.5,"FLEDGE","First",12.29,13,,154,6,18,13.3666666666667,1.899030303,0.4,"Poikilotherm"
"2017-LSD2 nestling 1","LSD2",6,148,167,0.5,"FLEDGE","First",15.75,14.3,26.5,156,8,17,11.1333333333333,1.615363636,2.8,"Intermediate"
"2017-LSD2 nestling 2","LSD2",6,148,167,0.5,"FLEDGE","First",4.49,,,151,3,19.8333333333333,15.6,1.18151515133333,21.6,"Poikilotherm"
"2017-LSD2 nestling 2","LSD2",6,148,167,0.5,"FLEDGE","First",6.34,7.2,,152,4,19.6666666666667,15.8666666666667,1.55972727266667,17,"Poikilotherm"
"2017-LSD2 nestling 2","LSD2",6,148,167,0.5,"FLEDGE","First",11.75,13.1,,154,6,18,13.3666666666667,1.899030303,0.4,"Poikilotherm"
"2017-LSD2 nestling 2","LSD2",6,148,167,0.5,"FLEDGE","First",13.75,12.9,28,156,8,17,11.1333333333333,1.615363636,2.8,"Intermediate"
"2017-LSD2 nestling 3","LSD2",6,148,167,0.5,"FLEDGE","First",3.27,,,151,3,19.8333333333333,15.6,1.18151515133333,21.6,"Poikilotherm"
"2017-LSD2 nestling 3","LSD2",6,148,167,0.5,"FLEDGE","First",4.74,6.2,,152,4,19.6666666666667,15.8666666666667,1.55972727266667,17,"Poikilotherm"
"2017-LSD2 nestling 3","LSD2",6,148,167,0.5,"FLEDGE","First",9.89,10.3,,154,6,18,13.3666666666667,1.899030303,0.4,"Poikilotherm"
"2017-LSD2 nestling 3","LSD2",6,148,167,0.5,"FLEDGE","First",15.75,13.1,25,156,8,17,11.1333333333333,1.615363636,2.8,"Intermediate"
"2017-LSD2 nestling 3","LSD2",6,148,167,0.5,"FLEDGE","First",17.25,13.4,45,160,12,20.5,14.5333333333333,0.660333333333333,17.4,"Endotherm"
"2017-LSD2 nestling 4","LSD2",6,148,167,0.5,"FLEDGE","First",4.22,,,151,3,19.8333333333333,15.6,1.18151515133333,21.6,"Poikilotherm"
"2017-LSD2 nestling 4","LSD2",6,148,167,0.5,"FLEDGE","First",6.12,6.2,,152,4,19.6666666666667,15.8666666666667,1.55972727266667,17,"Poikilotherm"
"2017-LSD2 nestling 4","LSD2",6,148,167,0.5,"FLEDGE","First",11.46,11.5,,154,6,18,13.3666666666667,1.899030303,0.4,"Poikilotherm"
"2017-LSD2 nestling 4","LSD2",6,148,167,0.5,"FLEDGE","First",16,13.5,28,156,8,17,11.1333333333333,1.615363636,2.8,"Intermediate"
"2017-LSD2 nestling 4","LSD2",6,148,167,0.5,"FLEDGE","First",19.5,13.6,,160,12,20.5,14.5333333333333,0.660333333333333,17.4,"Endotherm"
"2017-LSD2 nestling 5","LSD2",6,148,167,0.5,"FLEDGE","First",3.83,,,151,3,19.8333333333333,15.6,1.18151515133333,21.6,"Poikilotherm"
"2017-LSD2 nestling 5","LSD2",6,148,167,0.5,"FLEDGE","First",5.63,7.9,,152,4,19.6666666666667,15.8666666666667,1.55972727266667,17,"Poikilotherm"
"2017-LSD2 nestling 5","LSD2",6,148,167,0.5,"FLEDGE","First",12.28,11.8,,154,6,18,13.3666666666667,1.899030303,0.4,"Poikilotherm"
"2017-LSD2 nestling 5","LSD2",6,148,167,0.5,"FLEDGE","First",15.5,13.1,29,156,8,17,11.1333333333333,1.615363636,2.8,"Intermediate"
"2017-LSD2 nestling 5","LSD2",6,148,167,0.5,"FLEDGE","First",19.75,13.4,,160,12,20.5,14.5333333333333,0.660333333333333,17.4,"Endotherm"
"2017-LSD2 nestling 6","LSD2",6,148,167,0.5,"FLEDGE","First",3.24,,,151,3,19.8333333333333,15.6,1.18151515133333,21.6,"Poikilotherm"
"2017-LSD2 nestling 6","LSD2",6,148,167,0.5,"FLEDGE","First",4.66,6.4,,152,4,19.6666666666667,15.8666666666667,1.55972727266667,17,"Poikilotherm"
"2017-LSD2 nestling 6","LSD2",6,148,167,0.5,"FLEDGE","First",10,11.4,,154,6,18,13.3666666666667,1.899030303,0.4,"Poikilotherm"
"2017-LSD2 nestling 6","LSD2",6,148,167,0.5,"FLEDGE","First",14,12.5,25,156,8,17,11.1333333333333,1.615363636,2.8,"Intermediate"
"2017-LSC3 nestling 1","LSC3",5,151,173,1,"","First",2.46,7.6,,153,2,19.8333333333333,15.4333333333333,1.65,9.6,"Poikilotherm"
"2017-LSC3 nestling 1","LSC3",5,151,173,1,"","First",5.63,9.3,,155,4,17.8333333333333,11.7,1.77299999966667,0,"Poikilotherm"
"2017-LSC3 nestling 1","LSC3",5,151,173,1,"","First",13.5,12.1,,159,8,17.1666666666667,13.3666666666667,0.703121212,20.6,"Intermediate"
"2017-LSC3 nestling 1","LSC3",5,151,173,1,"","First",21.5,14.2,45,163,12,26,20.2666666666667,0.974272727333333,1.6,"Endotherm"
"2017-LSC3 nestling 2","LSC3",5,151,173,1,"","First",3.22,7.7,,153,2,19.8333333333333,15.4333333333333,1.65,9.6,"Poikilotherm"
"2017-LSC3 nestling 2","LSC3",5,151,173,1,"","First",6.77,9.7,,155,4,17.8333333333333,11.7,1.77299999966667,0,"Poikilotherm"
"2017-LSC3 nestling 2","LSC3",5,151,173,1,"","First",14,12.6,,159,8,17.1666666666667,13.3666666666667,0.703121212,20.6,"Intermediate"
"2017-LSC3 nestling 2","LSC3",5,151,173,1,"","First",21,14,54,163,12,26,20.2666666666667,0.974272727333333,1.6,"Endotherm"
"2017-LSC3 nestling 3","LSC3",5,151,173,1,"","First",3.25,7.4,,153,2,19.8333333333333,15.4333333333333,1.65,9.6,"Poikilotherm"
"2017-LSC3 nestling 3","LSC3",5,151,173,1,"","First",7.02,10.5,,155,4,17.8333333333333,11.7,1.77299999966667,0,"Poikilotherm"
"2017-LSC3 nestling 3","LSC3",5,151,173,1,"","First",14.25,12.3,,159,8,17.1666666666667,13.3666666666667,0.703121212,20.6,"Intermediate"
"2017-LSC3 nestling 3","LSC3",5,151,173,1,"","First",21.5,14.5,46,163,12,26,20.2666666666667,0.974272727333333,1.6,"Endotherm"
"2017-LSC3 nestling 4","LSC3",5,151,173,1,"","First",3.62,7.2,,153,2,19.8333333333333,15.4333333333333,1.65,9.6,"Poikilotherm"
"2017-LSC3 nestling 4","LSC3",5,151,173,1,"","First",7.55,9.9,,155,4,17.8333333333333,11.7,1.77299999966667,0,"Poikilotherm"
"2017-LSC3 nestling 4","LSC3",5,151,173,1,"","First",14.5,13.1,,159,8,17.1666666666667,13.3666666666667,0.703121212,20.6,"Intermediate"
"2017-LSC3 nestling 4","LSC3",5,151,173,1,"","First",21.3,13.7,49,163,12,26,20.2666666666667,0.974272727333333,1.6,"Endotherm"
"2017-LSC3 nestling 5","LSC3",5,151,173,1,"","First",3.41,6.4,,153,2,19.8333333333333,15.4333333333333,1.65,9.6,"Poikilotherm"
"2017-LSC3 nestling 5","LSC3",5,151,173,1,"","First",6.78,10.1,,155,4,17.8333333333333,11.7,1.77299999966667,0,"Poikilotherm"
"2017-LSC3 nestling 5","LSC3",5,151,173,1,"","First",15,13,,159,8,17.1666666666667,13.3666666666667,0.703121212,20.6,"Intermediate"
"2017-LSC3 nestling 5","LSC3",5,151,173,1,"","First",21,13,48,163,12,26,20.2666666666667,0.974272727333333,1.6,"Endotherm"
"2017-LSC5 nestling 1","LSC5",5,155,176,0.8,"","First",5.72,,,159,4,17.1666666666667,13.3666666666667,0.703121212,20.6,"Poikilotherm"
"2017-LSC5 nestling 1","LSC5",5,155,176,0.8,"","First",16.75,14,,163,8,26,20.2666666666667,0.974272727333333,1.6,"Intermediate"
"2017-LSC5 nestling 1","LSC5",5,155,176,0.8,"","First",20.25,14.2,,165,10,27.5,22.7,1.46187878766667,0,"Endotherm"
"2017-LSC5 nestling 1","LSC5",5,155,176,0.8,"","First",20,14,51,167,12,23.6666666666667,19.2,0.885713333333333,12.6,"Endotherm"
"2017-LSC5 nestling 2","LSC5",5,155,176,0.8,"","First",4.37,,,159,4,17.1666666666667,13.3666666666667,0.703121212,20.6,"Poikilotherm"
"2017-LSC5 nestling 2","LSC5",5,155,176,0.8,"","First",15,13.8,,163,8,26,20.2666666666667,0.974272727333333,1.6,"Intermediate"
"2017-LSC5 nestling 2","LSC5",5,155,176,0.8,"","First",18.5,14.6,,165,10,27.5,22.7,1.46187878766667,0,"Endotherm"
"2017-LSC5 nestling 2","LSC5",5,155,176,0.8,"","First",18.5,15,47,167,12,23.6666666666667,19.2,0.885713333333333,12.6,"Endotherm"
"2017-LSC5 nestling 3","LSC5",5,155,176,0.8,"","First",7.72,,,159,4,17.1666666666667,13.3666666666667,0.703121212,20.6,"Poikilotherm"
"2017-LSC5 nestling 3","LSC5",5,155,176,0.8,"","First",18.5,14.2,,163,8,26,20.2666666666667,0.974272727333333,1.6,"Intermediate"
"2017-LSC5 nestling 3","LSC5",5,155,176,0.8,"","First",20.25,14.4,,165,10,27.5,22.7,1.46187878766667,0,"Endotherm"
"2017-LSC5 nestling 3","LSC5",5,155,176,0.8,"","First",18,14.5,55,167,12,23.6666666666667,19.2,0.885713333333333,12.6,"Endotherm"
"2017-LSC5 nestling 4","LSC5",5,155,176,0.8,"","First",3.43,,,159,4,17.1666666666667,13.3666666666667,0.703121212,20.6,"Poikilotherm"
"2017-LSC5 nestling 4","LSC5",5,155,176,0.8,"","First",13.75,12.7,,163,8,26,20.2666666666667,0.974272727333333,1.6,"Intermediate"
"2017-LSC5 nestling 4","LSC5",5,155,176,0.8,"","First",17.5,13.1,,165,10,27.5,22.7,1.46187878766667,0,"Endotherm"
"2017-LSC5 nestling 4","LSC5",5,155,176,0.8,"","First",19,14.5,44,167,12,23.6666666666667,19.2,0.885713333333333,12.6,"Endotherm"
"2017-LSC7 nestling 1","LSC7",5,156,158,0,"NESTLINGS DIED","First",2.04,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-LSC7 nestling 2","LSC7",5,156,158,0,"NESTLINGS DIED","First",2.35,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-LSC7 nestling 3","LSC7",5,156,158,0,"NESTLINGS DIED","First",2.71,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-LSC7 nestling 4","LSC7",5,156,158,0,"NESTLINGS DIED","First",1.91,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-LSC7 nestling 5","LSC7",5,156,158,0,"NESTLINGS DIED","First",1.97,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-LSB2 nestling 1","LSB2",6,156,176,1,"","First",3.45,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-LSB2 nestling 1","LSB2",6,156,176,1,"","First",7.05,10.6,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-LSB2 nestling 1","LSB2",6,156,176,1,"","First",12.5,12.8,,162,6,25.1666666666667,18.6,0.796727273,1.6,"Poikilotherm"
"2017-LSB2 nestling 1","LSB2",6,156,176,1,"","First",15,12.9,,164,8,27.5,21.7666666666667,1.323060606,0,"Intermediate"
"2017-LSB2 nestling 1","LSB2",6,156,176,1,"","First",19.8,14.4,42,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-LSB2 nestling 1","LSB2",6,156,176,1,"","First",21.3,14.2,54,168,12,23,18.0333333333333,0.637249079333333,15.4,"Endotherm"
"2017-LSB2 nestling 2","LSB2",6,156,176,1,"","First",2.73,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-LSB2 nestling 2","LSB2",6,156,176,1,"","First",6.99,10.3,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-LSB2 nestling 2","LSB2",6,156,176,1,"","First",13.75,12.2,,162,6,25.1666666666667,18.6,0.796727273,1.6,"Poikilotherm"
"2017-LSB2 nestling 2","LSB2",6,156,176,1,"","First",18,13.5,,164,8,27.5,21.7666666666667,1.323060606,0,"Intermediate"
"2017-LSB2 nestling 2","LSB2",6,156,176,1,"","First",22.5,13.7,44,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-LSB2 nestling 2","LSB2",6,156,176,1,"","First",24,14,55,168,12,23,18.0333333333333,0.637249079333333,15.4,"Endotherm"
"2017-LSB2 nestling 3","LSB2",6,156,176,1,"","First",2.06,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-LSB2 nestling 3","LSB2",6,156,176,1,"","First",5.59,9.8,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-LSB2 nestling 3","LSB2",6,156,176,1,"","First",10.25,11.7,,162,6,25.1666666666667,18.6,0.796727273,1.6,"Poikilotherm"
"2017-LSB2 nestling 3","LSB2",6,156,176,1,"","First",15.75,13.6,,164,8,27.5,21.7666666666667,1.323060606,0,"Intermediate"
"2017-LSB2 nestling 3","LSB2",6,156,176,1,"","First",21,14.7,39,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-LSB2 nestling 3","LSB2",6,156,176,1,"","First",21,14.6,43,168,12,23,18.0333333333333,0.637249079333333,15.4,"Endotherm"
"2017-LSB2 nestling 4","LSB2",6,156,176,1,"","First",3.41,,,158,2,14.5,12.6333333333333,0.67030303,23.4,"Poikilotherm"
"2017-LSB2 nestling 4","LSB2",6,156,176,1,"","First",7.34,10.5,,160,4,20.5,14.5333333333333,0.660333333333333,17.4,"Poikilotherm"
"2017-LSB2 nestling 4","LSB2",6,156,176,1,"","First",13.25,11.9,,162,6,25.1666666666667,18.6,0.796727273,1.6,"Poikilotherm"
"2017-LSB2 nestling 4","LSB2",6,156,176,1,"","First",17.75,13.9,,164,8,27.5,21.7666666666667,1.323060606,0,"Intermediate"
"2017-LSB2 nestling 4","LSB2",6,156,176,1,"","First",23,14,44,166,10,25.6666666666667,21.0333333333333,1.30152769066667,0,"Endotherm"
"2017-LSB2 nestling 4","LSB2",6,156,176,1,"","First",23,14.4,55,168,12,23,18.0333333333333,0.637249079333333,15.4,"Endotherm"
