"Ring","RearID","Year","Agg_d16","handlingorder_d16","obs_d16","Sex","Weight_d16","Wing","Tail","Head","BR","docility","Tarsus","Mother","Ring2"
"1998","355","2009",2,9,"JB","f",11.5,47,25,22.7,1.79640718562874,-0.1,16.75,"8658","1998"
"816","355","2009",1,1,"JB","f",12.8,47,22,22.7,2.41935483870968,0,18.2,"4031","816"
"1457","355","2009",2,5,"JB","f",11,46,25,22.7,1.54639175257732,-0.3,16.55,"8658","1457"
"5453","355","2009",2,4,"JB","f",11.7,48,26,22.8,1.73410404624277,-0.1,17.5,"8658","5453"
"1074","355","2009",1,10,"JB","m",12.1,47,22,23,2.23048327137546,0,17.1,"4031","1074"
"4120","355","2009",2,7,"JB","m",12.9,46,22,23.2,1.74927113702624,-0.2,18.05,"8658","4120"
"1246","355","2009",3,6,"JB","f",11.6,45,21,22.5,1.85758513931889,-0.4,17.25,"4031","1246"
"7459","355","2009",2,3,"JB","m",12.2,45,21,22.7,1.85185185185185,-0.2,17.35,"8658","7459"
"3672","360","2009",1,5,"EK","f",11.2,41,23,21.9,2.8436018957346,-0.1,16.5,"8211","3672"
"3336","360","2009",1,9,"EK","f",10.7,45,25,22.3,2.45901639344262,0,16.55,"8211","3336"
"9327","360","2009",1,4,"EK","m",12.5,47,27,22.4,2.26415094339623,0,17.2,"2560","9327"
"3372","360","2009",1,6,"EK","m",12,46,21,23,2.42914979757085,0,16.9,"8211","3372"
"7116","360","2009",1,1,"EK","f",10.8,46,30,22.4,2.6431718061674,0,16.05,"8211","7116"
"6877","360","2009",2,8,"EK","m",12.1,47,29,22.9,2.14285714285714,-0.3,17.7,"2560","6877"
"8769","360","2009",1,7,"EK","f",10.6,43,27,22,2.14285714285714,0,16.95,"2560","8769"
"3851","360","2009",2,3,"EK","m",12.4,48,31,23.1,2.11267605633803,-0.2,17.15,"2560","3851"
"7086","360","2009",4,2,"EK","m",12.5,48,27,22.7,1.95439739413681,-0.3,18.25,"2560","7086"
"5958","352","2009",1,6,"EK","m",11.5,44,24,22.8,1.97368421052632,0,15.7,"4401","5958"
"8887","352","2009",1,8,"EK","m",11.6,41,20,22.1,1.49253731343284,-0.1,16.7,"4401","8887"
"8143","352","2009",3,10,"EK","m",12,47,25,23.1,1.47783251231527,-0.3,17,"2677","8143"
"8362","352","2009",2,4,"EK","m",12.3,46,27,23.1,1.75953079178886,-0.1,16.8,"4401","8362"
"832","352","2009",5,2,"EK","f",11.4,45,27,23.3,1.35440180586907,-0.5,16.85,"2677","832"
"6027","352","2009",4,3,"EK","f",12,45,25,22.4,1.72910662824207,-0.3,16.1,"4401","6027"
"9894","352","2009",2,1,"EK","m",12.4,46,27,22.6,1.69014084507042,-0.3,17.45,"2677","9894"
"8404","352","2009",4,5,"EK","f",12.5,47,29,23.2,1.80722891566265,-0.4,16.75,"2677","8404"
"252","352","2009",4,9,"EK","m",11.5,48,27,22.9,2.29885057471264,-0.3,16.6,"2677","252"
"2530","352","2009",4,7,"EK","m",12.2,48,31,23,1.44927536231884,-0.5,16.8,"4401","2530"
"1331","354","2009",3,5,"EK","m",11.5,48,27,23.5,1.45985401459854,-0.2,17.2,"4401","1331"
"8158","354","2009",3,2,"EK","m",12.6,46,31,23.5,1.66666666666667,-0.2,17.15,"2677","8158"
"9753","354","2009",3,10,"EK","m",11.5,47,28,23,1.8018018018018,-0.2,16.75,"4401","9753"
"8266","354","2009",3,3,"EK","m",12.7,46,28,23.2,1.875,0,17.2,"2677","8266"
"10039","354","2009",1,4,"EK","f",12.2,42,23,21.9,2.10526315789474,-0.1,16.9,"4401","10039"
"6611","354","2009",3,7,"EK","f",11.7,46,26,22.4,1.88679245283019,-0.2,17.25,"2677","6611"
"5943","354","2009",2,9,"EK","f",11.3,42,23,22.3,1.78571428571429,-0.1,16,"4401","5943"
"1380","354","2009",3,8,"EK","f",11.4,47,27,23.1,1.67130919220056,-0.1,16.9,"2677","1380"
"6805","354","2009",1,1,"EK","m",12.9,46,30,23.3,2.08333333333333,0,17.5,"2677","6805"
"4593","354","2009",4,6,"EK","m",12.2,47,30,23,1.84049079754601,-0.2,17.35,"2677","4593"
"10106","345","2009",3,7,"EK","m",12.4,45,23,23,1.75953079178886,-0.3,16.85,"2398","10106"
"7294","345","2009",1,6,"EK","m",11.2,49,30,23.3,1.54241645244216,-0.1,16.4,"2398","7294"
"5900","345","2009",1,5,"EK","m",12.1,48,30,23.4,1.57068062827225,-0.2,17.05,"2398","5900"
"10273","345","2009",3,1,"EK","f",12,48,30,23,1.49253731343284,-0.3,17.2,"2398","10273"
"7122","345","2009",2,11,"EK","m",11.1,48,29,23.5,2.09059233449477,0,17.75,"2398","7122"
"10512","345","2009",3,3,"EK","f",11.5,48,29,22.9,1.86915887850467,-0.2,16.75,"2398","10512"
"1364","345","2009",1,8,"EK","m",11,47,26,23,1.73410404624277,0,16.9,"2398","1364"
"699","345","2009",5,10,"EK","m",11.5,48,29,23.2,1.54241645244216,-0.3,17.15,"2398","699"
"6532","345","2009",1,9,"EK","m",11.2,48,30,23.1,1.88679245283019,-0.2,16.7,"2398","6532"
"654","345","2009",2,4,"EK","m",11.3,48,29,23.1,1.47783251231527,-0.3,17.5,"2398","654"
"10066","345","2009",3,2,"EK","m",11.4,47,33,23.3,1.78041543026706,-0.2,16.95,"2398","10066"
"8335","346","2009",4,5,"EK","m",12.4,47,31,23.6,1.63487738419619,-0.3,18.1,"5869","8335"
"225","346","2009",4,4,"EK","m",12.5,49,32,23.4,1.39211136890951,-0.3,18.2,"5869","225"
"8042","346","2009",2,6,"EK","f",11.7,50,34,23.3,1.69014084507042,-0.2,17,"9368","8042"
"3410","346","2009",3,2,"EK","m",12.7,48,31,23.1,1.48148148148148,-0.2,17.8,"5869","3410"
"1698","346","2009",4,8,"EK","f",11.7,49,32,22.9,1.88679245283019,-0.3,17.7,"5869","1698"
"4856","346","2009",3,1,"EK","m",13.1,51,35,24,1.4018691588785,-0.2,17.75,"9368","4856"
"315","346","2009",5,7,"EK","f",11.6,49,31,23.3,1.92926045016077,-0.1,16.7,"9368","315"
"9459","346","2009",3,3,"EK","m",12.4,52,32,23.7,1.75953079178886,-0.1,17.55,"9368","9459"
"2830","347","2009",5,8,"EK","m",13.5,45,28,23.3,1.46341463414634,-0.2,17.75,"6958","2830"
"3910","347","2009",3,4,"EK","m",12.1,44,23,22.8,1.60427807486631,-0.2,17.55,"6958","3910"
"1346","347","2009",3,1,"EK","f",12.5,45,30,23,1.77514792899408,-0.3,17.6,"6958","1346"
"4222","347","2009",4,5,"EK","m",12.6,45,27,22.9,1.79640718562874,-0.2,18.1,"6958","4222"
"1277","347","2009",3,2,"EK","f",12.6,45,26,22.9,1.53846153846154,-0.3,17.45,"6958","1277"
"1694","347","2009",4,3,"EK","f",13.6,45,27,22.8,1.41509433962264,-0.2,17.35,"6958","1694"
"5876","347","2009",4,9,"EK","f",12.4,45,27,21.8,1.74418604651163,-0.3,17,"6958","5876"
"2414","347","2009",3,6,"EK","f",11.5,45,30,22.8,1.56657963446475,-0.2,17.75,"6958","2414"
"5754","347","2009",1,7,"EK","f",12.6,43,23,22.1,1.71428571428571,0,16.7,"6958","5754"
"6597","369","2009",3,3,"EK","f",11.5,46,27,22.9,1.35746606334842,-0.3,16.85,"7314","6597"
"1536","369","2009",3,2,"EK","f",11.6,48,29,22.9,1.64835164835165,-0.2,16.5,"2405","1536"
"6261","369","2009",3,1,"EK","f",11.8,49,31,23.7,1.55844155844156,-0.2,17.15,"7314","6261"
"8493","369","2009",4,13,"EK","f",11.6,44,28,22.6,1.63934426229508,0,17.3,"2405","8493"
"8798","369","2009",4,12,"EK","m",12.1,50,34,22.9,1.49625935162095,-0.3,17.75,"2405","8798"
"3577","369","2009",3,5,"EK","m",12.4,51,35,23.9,1.41509433962264,-0.4,16.85,"7314","3577"
"4195","369","2009",5,6,"EK","m",12.4,50,33,23.3,1.51515151515152,-0.4,17.85,"7314","4195"
"142","369","2009",4,10,"EK","m",11.5,50,30,23.6,1.37299771167048,-0.1,17.4,"7314","142"
"619","369","2009",4,14,"EK","m",12.1,48,30,24.1,1.50375939849624,-0.1,17.35,"2405","619"
"2760","369","2009",2,8,"EK","m",13,49,34,24.2,1.5,-0.1,17.45,"7314","2760"
"8659","369","2009",3,4,"EK","f",11.9,47,33,22.8,1.45985401459854,-0.4,17.15,"7314","8659"
"5668","369","2009",3,11,"EK","f",11.6,45,29,23.5,1.61725067385445,-0.3,17.25,"7314","5668"
"8030","369","2009",4,7,"EK","f",12,47,31,23.5,1.60427807486631,-0.4,17,"7314","8030"
"5678","369","2009",3,9,"EK","f",11.7,46,27,22.6,1.7910447761194,-0.3,16.85,"2405","5678"
"2818","366","2009",4,1,"EK","m",11.7,49,35,24.3,1.48514851485148,-0.2,17.65,"7314","2818"
"1999","366","2009",4,9,"EK","f",12.2,46,28,23,1.51515151515152,-0.2,17.7,"2405","1999"
"7370","366","2009",3,5,"EK","m",12.7,49,31,23.4,1.58311345646438,-0.3,18.25,"2405","7370"
"1646","366","2009",3,6,"EK","f",11.4,47,31,23.4,1.52284263959391,-0.3,16.9,"7314","1646"
"10337","366","2009",4,10,"EK","f",11.5,48,33,23,2.24719101123596,0,17.3,"2405","10337"
"2130","366","2009",3,2,"EK","m",12,49,30,23.1,1.55844155844156,-0.4,17.3,"2405","2130"
"4082","366","2009",2,7,"EK","m",12.1,47,31,23.6,1.84049079754601,0,17.85,"7314","4082"
"6443","366","2009",2,4,"EK","f",12.6,46,27,22.9,2.60869565217391,0,17.8,"2405","6443"
"8951","366","2009",4,8,"EK","m",11,46,31,23.9,1.38248847926267,-0.3,17.4,"7314","8951"
"511","366","2009",3,3,"EK","f",12,48,32,23.3,2.01342281879195,0,16.95,"7314","511"
"6873","382","2009",1,4,"EK","f",11.8,48,28,23.2,1.67130919220056,-0.1,17.25,"7153","6873"
"2609","382","2009",3,9,"EK","f",11.8,46,27,23.3,1.99335548172757,0,17.05,"7153","2609"
"18","382","2009",2,5,"EK","m",12.3,47,28,23.7,1.65745856353591,-0.2,17.75,"7153","18"
"2510","382","2009",1,1,"EK","m",12.6,48,25,23.7,1.69971671388102,-0.1,16.95,"7153","2510"
"9189","382","2009",2,3,"EK","f",12.1,46,25,22.9,1.66204986149584,-0.1,17.15,"7153","9189"
"3248","382","2009",3,10,"EK","f",12,46,30,23.1,2.08333333333333,-0.1,16.95,"7153","3248"
"2351","382","2009",1,2,"EK","f",11.3,46,25,23.2,2.02020202020202,-0.2,17.3,"7153","2351"
"2883","382","2009",3,7,"EK","m",11.6,46,26,23.3,2.06185567010309,-0.2,16.7,"7153","2883"
"7977","382","2009",4,6,"EK","f",11.9,47,29,23.3,1.81268882175227,-0.2,17.25,"7153","7977"
"10530","382","2009",3,8,"EK","f",12,47,26,23.3,1.5,0,17.65,"7153","10530"
"9158","383","2009",2,1,"EK","m",11.4,49,26,23.6,1.50375939849624,-0.8,17.8,"6688","9158"
"9030","383","2009",3,9,"EK","f",11.4,46,25,23.5,1.47058823529412,-0.4,17.1,"6688","9030"
"525","383","2009",2,4,"EK","m",12.3,44,21,23.4,1.77514792899408,-0.1,17.3,"6688","525"
"3455","383","2009",3,6,"EK","m",12.5,49,26,23.3,1.53452685421995,-0.5,17.75,"6688","3455"
"4258","383","2009",3,8,"EK","f",11.2,47,24,23.4,1.51133501259446,-0.7,17.35,"6688","4258"
"6311","380","2009",1,9,"JB","f",11.8,49,25,23.5,1.7910447761194,-0.1,17,"8985","6311"
"4505","380","2009",4,3,"JB","m",11.8,49,29,22.9,2.10526315789474,-0.4,17.3,"2919","4505"
"9728","380","2009",4,1,"JB","f",11.4,49,28,23.6,1.98675496688742,-0.3,17.05,"8985","9728"
"1634","380","2009",5,4,"JB","m",12.1,48,25,23.1,1.6260162601626,-0.3,17.65,"8985","1634"
"8482","380","2009",5,5,"JB","f",12.2,48,25,22.9,1.98675496688742,-0.4,16.75,"8985","8482"
"1896","380","2009",3,2,"JB","f",11.8,51,29,22.8,1.89274447949527,-0.4,16.75,"2919","1896"
"5388","380","2009",5,8,"JB","m",11.7,50,27,23.2,1.70454545454545,-0.4,17.25,"2919","5388"
"1107","380","2009",5,7,"JB","m",11.2,51,28,24.1,1.91082802547771,-0.4,17.1,"2919","1107"
"1176","380","2009",5,6,"JB","m",11.7,47,25,23.3,2.02020202020202,-0.4,17.35,"2919","1176"
"5945","386","2009",4,8,"JB","m",12.3,48,25,23,1.8348623853211,-0.3,18.4,"1455","5945"
"10844","386","2009",4,10,"JB","m",12.2,52,30,23.6,1.84049079754601,-0.4,16.95,"7839","10844"
"10130","386","2009",1,3,"JB","m",12.4,51,27,23.5,2.12014134275618,0,16.9,"7839","10130"
"2757","386","2009",2,4,"JB","f",11.8,46,23,22.5,2.2140221402214,-0.5,17.35,"1455","2757"
"2576","386","2009",2,1,"JB","m",12.3,51,28,23.2,1.9672131147541,-0.4,17,"7839","2576"
"9619","386","2009",4,7,"JB","m",12.2,50,28,23.2,1.95439739413681,-0.4,17.75,"7839","9619"
"2021","386","2009",1,2,"JB","f",12.3,46,22,22.9,3.07692307692308,-0.1,17.6,"1455","2021"
"8045","386","2009",4,6,"JB","m",12.9,50,28,23.7,1.80722891566265,-0.7,17.85,"1455","8045"
"10759","386","2009",1,9,"JB","m",12.4,48,25,23.4,2.4896265560166,-0.1,17.85,"1455","10759"
"7905","386","2009",4,5,"JB","m",12.8,51,27,23.4,1.81268882175227,-1,17.8,"7839","7905"
"5136","387","2009",3,7,"JB","m",11.5,49,26,23.5,1.81818181818182,-0.3,17.7,"6688","5136"
"299","387","2009",2,5,"JB","f",10.7,46,22,23.1,1.47783251231527,-0.2,17.25,"6688","299"
"1847","387","2009",4,1,"JB","f",11,48,27,23.4,1.42857142857143,-0.2,17.35,"6688","1847"
"5929","387","2009",3,6,"JB","m",11.6,50,28,24,1.78571428571429,-0.7,17.8,"6688","5929"
"4633","378","2009",4,12,"JB","f",11.6,49,28,22.6,2.01342281879195,-0.4,16.95,"7839","4633"
"4823","378","2009",3,3,"JB","f",10.8,46,23,22.2,2.02020202020202,-0.4,16.95,"1455","4823"
"4831","378","2009",3,2,"JB","f",11.5,50,29,22.9,1.75438596491228,-0.4,15.95,"7839","4831"
"9749","378","2009",3,6,"JB","f",11.2,48,26,23,1.58730158730159,-0.3,17.35,"1455","9749"
"1508","378","2009",3,11,"JB","f",11.1,48,25,23.1,2.36220472440945,-0.3,16.95,"1455","1508"
"9240","378","2009",2,8,"JB","m",13,50,27,23.4,2.37154150197628,-0.1,18.1,"1455","9240"
"5776","378","2009",5,7,"JB","m",12,49,25,23.6,1.88087774294671,-1,17.4,"7839","5776"
"4348","378","2009",4,1,"JB","m",12.1,51,27,23.3,2.06185567010309,-0.7,17.25,"7839","4348"
"7850","378","2009",5,4,"JB","m",11.8,52,27,23.5,1.80722891566265,-0.9,17.2,"7839","7850"
"6724","378","2009",4,10,"JB","f",11.2,51,28,23.1,2.13523131672598,-0.6,17.3,"7839","6724"
"4571","378","2009",4,9,"JB","f",11.8,50,28,23.1,1.94805194805195,-0.8,16.8,"7839","4571"
"6538","378","2009",4,5,"JB","f",11,48,24,22.8,1.875,-0.4,17.25,"1455","6538"
"6060","388","2009",1,5,"EK","f",10.5,48,31,23.2,2.16606498194946,0,16.8,"3675","6060"
"5363","388","2009",1,4,"EK","m",10.5,46,29,23.4,1.88087774294671,-0.2,16.75,"3675","5363"
"4503","388","2009",2,11,"EK","m",12,47,31,23.9,2.57510729613734,-0.1,17,"3675","4503"
"851","388","2009",2,10,"EK","f",11.3,47,28,23.1,2.37154150197628,-0.1,16.6,"3675","851"
"9150","388","2009",1,7,"EK","m",10.5,47,26,23.5,1.67597765363129,0,17.5,"10258","9150"
"9387","388","2009",3,2,"EK","f",10,48,26,23,1.43198090692124,-0.2,16.8,"10258","9387"
"7943","388","2009",1,1,"EK","f",10.1,46,28,23.2,1.9047619047619,0,16.75,"10258","7943"
"10800","388","2009",1,9,"EK","f",11,48,28,23.1,1.59574468085106,-0.1,17.2,"10258","10800"
"1645","388","2009",1,8,"EK","f",10.6,45,28,22.9,2.12014134275618,-0.1,16.9,"3675","1645"
"3390","391","2009",3,4,"JB","f",10.3,40,16,22,1.8018018018018,-0.2,16.85,"6480","3390"
"4123","391","2009",1,1,"JB","f",11.2,41,18,22.1,2.31660231660232,0,16.75,"6480","4123"
"265","391","2009",2,5,"JB","f",10.5,42,17,22.7,1.99335548172757,-0.1,16.75,"1809","265"
"2577","391","2009",5,2,"JB","m",11.4,41,15,22.5,2.33463035019455,-0.1,17.05,"1809","2577"
"7783","391","2009",4,6,"JB","m",10,41,17,21.9,1.84049079754601,-0.4,16.9,"6480","7783"
"2562","391","2009",3,3,"JB","f",10.9,42,28,22.2,1.89873417721519,-0.1,17.05,"6480","2562"
"2009","392","2009",1,1,"EK","f",12.1,41,20,21.7,2.76497695852535,0,16.45,"2077","2009"
"10173","395","2009",4,11,"EK","f",10.3,46,28,22.9,1.88679245283019,-0.1,16.65,"5057","10173"
"5407","395","2009",2,10,"EK","m",9,43,25,22,1.86915887850467,0,17.25,"5057","5407"
"10823","395","2009",2,9,"EK","m",10.5,47,28,21.9,1.96078431372549,-0.1,17.1,"5057","10823"
"3517","395","2009",2,12,"EK","m",10.4,45,26,22.9,2.2140221402214,-0.1,17.3,"5057","3517"
"5412","395","2009",5,7,"EK","f",10.4,48,30,23.2,2.41935483870968,-0.2,17.5,"5057","5412"
"3008","395","2009",2,13,"EK","m",10.5,47,27,22.7,2.03389830508475,0,17.1,"5057","3008"
"7417","395","2009",3,8,"EK","f",10.5,47,30,22.9,1.41509433962264,-0.5,17.45,"4157","7417"
"5144","395","2009",4,3,"EK","f",10.1,49,30,21.7,1.4218009478673,-0.5,16.85,"4157","5144"
"8970","395","2009",1,1,"EK","f",8.8,40,20,22.5,1.79640718562874,-0.1,16.65,"5057","8970"
"5258","395","2009",3,6,"EK","f",11.3,48,30,22.8,1.55038759689922,-0.5,17.65,"4157","5258"
"7764","376","2009",3,8,"EK","f",12.1,49,33,23.5,1.64835164835165,-0.2,17.5,"2538","7764"
"5998","376","2009",1,6,"EK","f",11.9,50,33,23.3,1.55844155844156,-0.2,17.35,"2538","5998"
"5855","376","2009",1,2,"EK","m",13.3,50,34,22.8,1.86915887850467,-0.1,18.5,"2538","5855"
"8078","376","2009",1,1,"EK","m",12.5,46,25,23.1,1.91693290734824,-0.1,17.3,"2538","8078"
"9349","389","2009",1,7,"EK","f",11.1,47,32,22.9,2.7906976744186,0,16.95,"3675","9349"
"9999","389","2009",2,9,"EK","m",11.6,48,28,22.8,1.58730158730159,-0.2,18,"10258","9999"
"8613","389","2009",1,1,"EK","m",12,51,32,23.4,2.23880597014925,-0.1,17.3,"3675","8613"
"228","389","2009",1,4,"EK","m",12.5,50,30,23.7,2.1505376344086,-0.1,17.3,"3675","228"
"8999","389","2009",3,2,"EK","m",12.6,50,31,23.5,1.69971671388102,-0.2,17.75,"10258","8999"
"848","389","2009",1,3,"EK","m",11.5,47,26,23,2.4896265560166,-0.1,17.85,"3675","848"
"7288","389","2009",1,6,"EK","f",11.7,48,33,22.9,2.4,0,17.25,"3675","7288"
"5595","389","2009",3,8,"EK","m",12,49,30,23.4,1.78041543026706,-0.1,18.25,"10258","5595"
"4548","389","2009",2,5,"EK","m",12.5,48,24,22.9,1.98019801980198,-0.1,18.1,"10258","4548"
"7806","388","2009",1,3,"EK","m",10.9,39,18,22,3.63636363636364,0,16.25,"3675","7806"
"7501","404","2009",2,2,"EK","m",11.5,48,29,23.2,2.06185567010309,-0.2,17.75,"4430","7501"
"2415","404","2009",2,5,"EK","m",10.9,40,20,22.4,2.38095238095238,0,17,"4430","2415"
"6188","404","2009",1,4,"EK","f",9.9,47,29,22.7,2.06896551724138,-0.1,16.75,"4430","6188"
"3133","404","2009",2,3,"EK","m",10.7,50,29,23.1,1.89873417721519,-0.1,17.35,"4430","3133"
"6559","404","2009",1,6,"EK","f",10.2,50,31,22.4,1.79640718562874,0,16.5,"4430","6559"
"1484","404","2009",2,7,"EK","m",10.5,44,22,22.1,1.88679245283019,-0.1,16.45,"4430","1484"
"8858","404","2009",1,1,"EK","f",10.6,48,31,22.2,1.88679245283019,0,16.5,"4430","8858"
"2717","524","2011",1,2,"JB","m",10.2,39,14,21.2,2.71493212669683,0,16.25,"2218","2717"
"1071","524","2011",1,5,"JB","m",10.1,35,11,21.5,2.57510729613734,0,16,"2218","1071"
"1639","548","2011",2,6,"EK","m",13.2,48,30,22.9,1.48883374689826,-0.1,17.6,"2065","1639"
"2896","548","2011",1,2,"EK","f",12.5,46,25,22.4,2.40963855421687,0,17,"2065","2896"
"8409","548","2011",1,1,"EK","m",13,48,27,22.7,1.84049079754601,0,17.7,"2065","8409"
"1916","299","2009",1,2,"JB","m",12.4,42,19,22.9,2.7906976744186,-0.1,16.6,"5348","1916"
"8119","299","2009",1,1,"JB","f",12.2,46,23,22.5,1.96078431372549,-0.2,16.45,"5348","8119"
"4798","299","2009",1,6,"JB","m",12.4,46,23,23.2,1.86335403726708,-0.1,17.3,"5348","4798"
"10119","299","2009",1,4,"JB","f",12.4,46,24,22.9,2.33463035019455,0,16.3,"5348","10119"
"9503","299","2009",1,5,"JB","m",12,39,16,22.4,1.98675496688742,0,16.85,"5348","9503"
"8153","299","2009",1,3,"JB","f",11.8,42,20,22.2,2.67857142857143,0,16.25,"5348","8153"
"2534","289","2009",2,3,"JB","f",11.4,46,23,22,2.57510729613734,-0.3,17.05,"4867","2534"
"10746","289","2009",1,5,"JB","m",12.2,41,20,22.7,2.25563909774436,0,17.35,"4867","10746"
"2923","289","2009",1,2,"JB","m",12.3,45,22,23.4,2.23880597014925,0,17.95,"4867","2923"
"7408","289","2009",1,4,"JB","f",11.8,43,21,22.7,2.12765957446809,0,16.8,"4867","7408"
"5660","289","2009",3,6,"JB","m",12.1,44,21,22.5,1.64835164835165,-0.2,17.2,"4867","5660"
"9935","292","2009",4,7,"EK","f",11,47,30,23.3,1.54639175257732,-0.3,16.8,"1278","9935"
"8938","292","2009",4,4,"EK","f",12.6,48,26,23,1.99335548172757,-0.2,16.4,"3250","8938"
"9324","292","2009",5,2,"EK","m",12.5,48,28,23.2,1.84049079754601,-0.2,17.35,"1278","9324"
"2533","292","2009",3,8,"EK","f",13.3,46,28,23.2,2.32558139534884,-0.1,16.9,"3250","2533"
"7137","292","2009",5,5,"EK","m",12.9,50,31,23.8,1.40845070422535,-0.3,17.8,"3250","7137"
"5953","292","2009",5,6,"EK","f",12.2,46,30,23.3,1.51898734177215,-0.3,16.75,"3250","5953"
"4250","292","2009",3,1,"EK","f",11.6,41,22,22.6,2.32558139534884,-0.2,16.5,"1278","4250"
"8694","292","2009",4,3,"EK","f",11.9,47,24,22.2,1.65289256198347,-0.1,17.15,"1278","8694"
"8562","291","2009",3,6,"EK","m",11.6,43,24,22.7,1.70940170940171,-0.2,17.1,"1278","8562"
"65","291","2009",3,2,"EK","unknown",12.7,48,25,23,2.38095238095238,0,17.15,"3250","65"
"10356","291","2009",2,3,"EK","f",12.3,48,28,23.1,2.12014134275618,-0.1,17.75,"3250","10356"
"7212","291","2009",3,1,"EK","f",12.5,45,27,23,2.46913580246914,0,17.2,"1278","7212"
"760","291","2009",1,4,"EK","f",12.4,44,24,22.6,2.08333333333333,0,17.55,"1278","760"
"1923","291","2009",4,5,"EK","m",12.4,47,30,23.4,1.96078431372549,-0.2,17.05,"1278","1923"
"1238","296","2009",2,4,"JB","m",11.8,43,21,22.7,3.1413612565445,-0.2,16.95,"7289","1238"
"2893","296","2009",2,1,"JB","f",12,46,23,22.3,2.04081632653061,-0.1,16.85,"3716","2893"
"10473","296","2009",2,5,"JB","m",12,46,22,23.1,1.93548387096774,-0.4,17.5,"7289","10473"
"2099","296","2009",3,6,"JB","f",11.6,47,26,22.7,1.5625,-0.2,17.45,"3716","2099"
"6520","296","2009",2,7,"JB","f",11.2,43,21,21.9,2.40963855421687,0,16.25,"7289","6520"
"4759","296","2009",1,2,"JB","m",12.3,47,26,23,2.26415094339623,-0.2,17.2,"7289","4759"
"8980","296","2009",3,3,"JB","m",12.9,48,26,22.6,1.84049079754601,-0.2,18.3,"3716","8980"
"8684","298","2009",3,7,"JB","m",11.8,45,21,22.4,1.82926829268293,-0.3,17.3,"7708","8684"
"10789","298","2009",1,5,"JB","f",12.3,48,23,22.5,2.4390243902439,-0.2,17.8,"5045","10789"
"10557","298","2009",2,8,"JB","m",13.4,51,26,23.5,2.80373831775701,-0.1,17.35,"5045","10557"
"6945","298","2009",3,3,"JB","f",12.1,46,23,22.7,2.46913580246914,-0.3,16.8,"7708","6945"
"3798","298","2009",1,2,"JB","f",11.8,48,24,22.6,2.04778156996587,-0.4,16.35,"7708","3798"
"1073","298","2009",2,4,"JB","m",12,47,23,22.6,2.10526315789474,-0.2,16.95,"7708","1073"
"548","298","2009",3,6,"JB","f",12.2,48,24,22.9,2.22222222222222,-0.9,16.6,"5045","548"
"9702","297","2009",4,2,"JB","f",11.4,48,23,22.5,1.37299771167048,-0.5,17.4,"7708","9702"
"409","297","2009",3,6,"JB","f",12,47,24,21.9,2.06185567010309,-0.4,16.8,"5045","409"
"10769","297","2009",1,3,"JB","f",11.4,47,26,21.9,2.67857142857143,-0.1,16.85,"5045","10769"
"5132","297","2009",2,1,"JB","f",12.4,45,22,22.2,3.35195530726257,-0.4,16.3,"5045","5132"
"9612","297","2009",2,5,"JB","m",12.1,44,21,22.4,2.04778156996587,-0.1,17.3,"5045","9612"
"6396","297","2009",2,8,"JB","f",11.4,47,22,22.6,1.34529147982063,-0.3,17,"7708","6396"
"6625","297","2009",1,4,"JB","f",11.6,43,19,22.1,2.25563909774436,0,16.65,"7708","6625"
"8737","303","2009",2,4,"JB","f",11.2,46,23,22.5,2.1505376344086,-0.3,16.1,"780","8737"
"5196","303","2009",4,5,"JB","f",11.5,46,22,22.4,2.29007633587786,-0.3,16.5,"780","5196"
"3158","303","2009",2,3,"JB","m",12,44,19,22.5,2.4,-0.4,16.6,"1029","3158"
"3990","303","2009",3,6,"JB","m",11.6,43,19,21.9,2.18181818181818,-0.5,17.05,"1029","3990"
"852","303","2009",1,1,"JB","f",11.4,41,17,22,3.27868852459016,0,16.3,"780","852"
"9527","303","2009",1,2,"JB","m",11.7,44,20,22.5,2.15827338129496,-0.3,16.55,"1029","9527"
"1404","301","2009",5,3,"JB","m",12.8,44,22,22.8,1.85758513931889,-0.2,17.55,"155","1404"
"7767","301","2009",3,7,"JB","f",11.4,44,21,21.9,1.94805194805195,-0.2,17,"8091","7767"
"9086","301","2009",2,5,"JB","m",12.1,43,21,22.5,2.06185567010309,0,16.85,"155","9086"
"2093","301","2009",4,6,"JB","f",11.6,42,19,22,2.23048327137546,-0.1,16.7,"155","2093"
"179","301","2009",5,2,"JB","m",11.3,45,22,21.9,2.01342281879195,-0.5,16.9,"8091","179"
"2819","301","2009",5,1,"JB","f",10.8,44,21,22.3,1.67597765363129,-0.5,16.15,"8091","2819"
"6350","301","2009",3,4,"JB","f",11.9,44,21,22,2.13523131672598,-0.3,16.4,"8091","6350"
"9798","300","2009",4,3,"JB","f",11.6,44,21,22.6,1.55038759689922,-0.2,17.45,"155","9798"
"239","300","2009",2,5,"JB","f",11.5,42,19,22.6,2.13523131672598,-0.1,16.85,"155","239"
"8107","300","2009",3,6,"JB","m",10.1,44,21,21.8,1.48514851485149,-0.4,17.3,"8091","8107"
"9971","300","2009",4,9,"JB","f",7,40,20,21.2,1.70940170940171,-0.2,16.3,"8091","9971"
"1451","300","2009",2,7,"JB","f",9.8,43,21,22.4,1.55844155844156,0,16.45,"8091","1451"
