"Ring","RearID","Year","Agg_d16","handlingorder_d16","obs_d16","Sex","Weight_d16","Wing","Tail","Head","BR","docility","Tarsus","Mother","Ring2"
"10164","53","2006",2,4,"JB","m",12,50,25,23.2,NA,NA,17.3,"3971","10164"
"8923","53","2006",3,1,"JB","m",12.8,52,28,23.9,NA,NA,17.95,"4311","8923"
"9085","53","2006",3,3,"JB","f",10.9,51,27,22.8,NA,NA,17.35,"3971","9085"
"7599","53","2006",2,2,"JB","f",11,50,27,23.7,NA,NA,17,"3971","7599"
"2866","53","2006",1,5,"JB","m",12.4,51,26,23.9,NA,NA,18.1,"4311","2866"
"2536","53","2006",1,6,"JB","f",11,48,25,23,NA,NA,16.55,"3971","2536"
"9942","53","2006",3,7,"JB","f",11.2,48,27,23.1,NA,NA,17.15,"4311","9942"
"7799","53","2006",1,8,"JB","f",11.5,44,23,22.3,NA,NA,16.45,"3971","7799"
"10752","51","2006",5,7,"JB","f",11.8,48,24,23.2,NA,NA,16.65,"3971","10752"
"2723","51","2006",3,4,"JB","m",12.2,52,28,23.3,NA,NA,17.85,"4311","2723"
"9950","51","2006",4,9,"JB","f",11.4,47,25,21.8,NA,NA,16.9,"3971","9950"
"10921","51","2006",2,3,"JB","f",12.5,47,26,22.7,NA,NA,17.1,"3971","10921"
"8561","51","2006",3,2,"JB","m",13.4,52,28,23.6,NA,NA,17.45,"4311","8561"
"8516","51","2006",4,6,"JB","f",11.8,52,22,23.1,NA,NA,17.3,"4311","8516"
"6934","51","2006",3,10,"JB","m",11.5,52,26,22.9,NA,NA,17.15,"3971","6934"
"6393","51","2006",3,8,"JB","f",12.6,47,23,22.6,NA,NA,16.65,"4311","6393"
"6983","51","2006",1,1,"JB","m",12,49,25,22.7,NA,NA,17.5,"3971","6983"
"4899","51","2006",3,5,"JB","f",11.9,50,24,22.4,NA,NA,16.55,"4311","4899"
"5498","57","2006",5,7,"JB","m",12.6,53,29,24.7,NA,NA,17.95,"8139","5498"
"9677","57","2006",3,5,"JB","f",11.2,50,28,23.3,NA,NA,16.75,"8139","9677"
"8770","57","2006",3,6,"JB","f",11.7,53,28,23.9,NA,NA,16.8,"8139","8770"
"2931","57","2006",4,2,"JB","m",12,53,30,23.5,NA,NA,16.95,"9185","2931"
"1284","57","2006",4,8,"JB","m",11.8,53,26,23.7,NA,NA,17.7,"9185","1284"
"1535","57","2006",3,4,"JB","m",12.8,50,25,23.4,NA,NA,16.95,"9185","1535"
"2641","57","2006",5,9,"JB","f",10.9,52,31,23.5,NA,NA,16.6,"9185","2641"
"10239","57","2006",3,3,"JB","m",12.4,50,26,23.9,NA,NA,17.3,"8139","10239"
"7314","57","2006",5,10,"JB","f",11.8,50,28,23.6,NA,NA,16.55,"9185","7314"
"1115","57","2006",4,1,"JB","m",12.7,53,30,24.4,NA,NA,17.55,"8139","1115"
"6699","56","2006",4,6,"JB","f",11.7,50,26,22.9,NA,NA,17.65,"8250","6699"
"8532","56","2006",2,8,"JB","m",8.6,45,18,22.1,NA,NA,17.1,"8250","8532"
"8441","56","2006",3,7,"JB","f",11,50,24,23.2,NA,NA,16.65,"8602","8441"
"9760","56","2006",5,2,"JB","m",13.1,55,33,24.1,NA,NA,18.25,"8250","9760"
"8863","56","2006",4,1,"JB","m",12.6,55,30,24.1,NA,NA,18.2,"8250","8863"
"7013","56","2006",3,3,"JB","m",11,51,27,22.9,NA,NA,16.5,"8602","7013"
"3196","56","2006",3,9,"JB","f",11.3,48,26,22.8,NA,NA,16.35,"8602","3196"
"5526","56","2006",3,10,"JB","f",12,51,29,23.2,NA,NA,16.55,"8602","5526"
"6130","56","2006",4,5,"JB","f",12,55,30,23.3,NA,NA,17.5,"8250","6130"
"7126","56","2006",3,4,"JB","f",11.8,49,27,23.2,NA,NA,16.9,"8602","7126"
"5744","67","2006",NA,2,"JB","f",7.7,48,21,23.1,NA,NA,17.4,"8139","5744"
"4975","67","2006",NA,NA,"JB","m",NA,NA,NA,NA,NA,NA,16.75,"8139","4975"
"1889","67","2006",NA,4,"JB","f",7,45,20,22.4,NA,NA,16.35,"9185","1889"
"3211","67","2006",NA,1,"JB","m",7.2,45,21,22.4,NA,NA,16.6,"9185","3211"
"863","67","2006",NA,3,"JB","f",8,47,21,22.9,NA,NA,17.05,"8139","863"
"2956","67","2006",NA,NA,"JB","unknown",NA,NA,NA,NA,NA,NA,16.6,"9185","2956"
"6820","67","2006",NA,NA,"JB","m",NA,NA,NA,NA,NA,NA,17.25,"8139","6820"
"7343","67","2006",NA,2,"JB","f",7.6,49,18,23.2,NA,NA,17.1,"8139","7343"
"2582","58","2006",2,5,"JB","unknown",8.1,40,16,21.3,NA,NA,15.55,"8602","2582"
"2445","58","2006",2,7,"JB","f",11.3,50,28,23,NA,NA,17.25,"8250","2445"
"351","58","2006",1,10,"JB","f",11.5,48,26,23.1,NA,NA,16.7,"8602","351"
"5560","58","2006",3,6,"JB","f",10.8,46,23,22.5,NA,NA,16.85,"8602","5560"
"7947","58","2006",4,2,"JB","m",12.4,52,28,23.1,NA,NA,17.4,"8250","7947"
"2744","58","2006",2,3,"JB","f",10.8,49,23,22.9,NA,NA,16.1,"8602","2744"
"2587","58","2006",2,8,"JB","f",10.8,49,26,22.5,NA,NA,16.4,"8602","2587"
"10620","58","2006",2,11,"JB","f",10.8,46,23,23.1,NA,NA,15.9,"8602","10620"
"1022","58","2006",4,9,"JB","m",11,46,23,22.1,NA,NA,16.8,"8250","1022"
"2035","58","2006",3,1,"JB","f",10.6,44,21,22.1,NA,NA,16.55,"8250","2035"
"7516","58","2006",3,4,"JB","f",11.7,52,31,23,NA,NA,17.65,"8250","7516"
"10258","71","2006",2,1,"JB","f",11.7,50,28,23.3,NA,NA,16.5,"2746","10258"
"1671","71","2006",1,3,"JB","f",11.7,52,29,23.1,NA,NA,16.25,"2746","1671"
"4158","71","2006",1,2,"JB","m",12.2,48,22,22.9,NA,NA,17.2,"2746","4158"
"6636","71","2006",1,6,"JB","f",11.3,50,27,23.3,NA,NA,16.7,"2746","6636"
"10776","71","2006",1,7,"JB","f",11.6,49,23,23.3,NA,NA,17.05,"7242","10776"
"1045","71","2006",1,4,"JB","m",12.2,53,27,23.8,NA,NA,17.15,"7242","1045"
"9469","71","2006",1,5,"JB","f",11.6,50,25,22.9,NA,NA,16.65,"7242","9469"
"6971","72","2006",2,1,"JB","f",11.7,40,26,23.1,NA,NA,16.95,"2746","6971"
"320","72","2006",3,6,"JB","f",11.6,47,21,22.6,NA,NA,17.5,"7242","320"
"4210","72","2006",1,5,"JB","m",13,47,22,23.1,NA,NA,17.6,"2746","4210"
"3061","72","2006",3,7,"JB","m",12.5,49,23,23.4,NA,NA,17.7,"7242","3061"
"9826","72","2006",1,3,"JB","f",11.8,50,28,22.7,NA,NA,17.6,"2746","9826"
"1040","72","2006",1,4,"JB","m",12.7,50,25,23.3,NA,NA,17.8,"7242","1040"
"10367","72","2006",4,2,"JB","m",11.7,51,26,23.6,NA,NA,17.75,"7242","10367"
"10211","65","2006",3,7,"JB","m",11.3,47,28,22.9,NA,NA,17.3,"4332","10211"
"10271","65","2006",2,5,"JB","m",11.4,46,21,22.8,NA,NA,16.8,"4332","10271"
"10533","65","2006",2,4,"JB","f",11.3,46,19,23,NA,NA,16.4,"4332","10533"
"2563","65","2006",1,9,"JB","m",11.5,46,21,23.1,NA,NA,16.75,"4332","2563"
"4482","65","2006",2,1,"JB","m",12.1,45,21,23.2,NA,NA,16.65,"4332","4482"
"9261","65","2006",3,8,"JB","f",10.6,45,20,22.5,NA,NA,16.4,"4332","9261"
"6905","65","2006",1,10,"JB","f",9.6,39,14,21.6,NA,NA,16.1,"4332","6905"
"2722","65","2006",1,2,"JB","f",11.1,45,22,22.9,NA,NA,16.9,"1663","2722"
"5750","65","2006",1,12,"JB","f",10.6,44,21,22.4,NA,NA,16.45,"1663","5750"
"4519","65","2006",2,3,"JB","f",8.5,39,15,22,NA,NA,16.4,"1663","4519"
"4743","65","2006",1,11,"JB","f",11.8,46,21,22.5,NA,NA,16.4,"4332","4743"
"3094","65","2006",1,6,"JB","m",11,47,21,23,NA,NA,17.15,"1663","3094"
"1966","73","2006",5,1,"JB","f",11,48,26,23.1,NA,NA,17.5,"2113","1966"
"5283","73","2006",4,5,"JB","f",11.2,46,22,22.3,NA,NA,17.3,"2113","5283"
"6202","73","2006",3,6,"JB","m",11.7,52,25,23.3,NA,NA,18.55,"4031","6202"
"10190","73","2006",5,11,"JB","m",9.7,42,18,22.2,NA,NA,16.1,"2113","10190"
"10693","73","2006",3,4,"JB","m",11,44,26,22.2,NA,NA,17,"4031","10693"
"7413","73","2006",5,10,"JB","f",10.2,47,24,23.1,NA,NA,16.35,"2113","7413"
"6356","73","2006",3,7,"JB","f",10.8,52,25,23.4,NA,NA,17.3,"4031","6356"
"5617","73","2006",2,2,"JB","m",13.3,52,25,23.9,NA,NA,17.2,"4031","5617"
"6848","73","2006",2,9,"JB","m",11.5,59,31,24.3,NA,NA,17.95,"4031","6848"
"2238","73","2006",1,3,"JB","f",10.8,46,18,22.9,NA,NA,16.8,"4031","2238"
"3006","73","2006",4,8,"JB","f",11.1,52,31,23.5,NA,NA,17,"2113","3006"
"6424","68","2006",2,10,"JB","m",10.2,41,20,22.6,NA,NA,17.25,"513","6424"
"492","68","2006",3,6,"JB","f",10.4,46,25,22.5,NA,NA,16.4,"1259","492"
"120","68","2006",3,4,"JB","f",10,45,23,22.5,NA,NA,16.3,"1259","120"
"10816","68","2006",2,1,"JB","f",10.3,47,23,22.9,NA,NA,16.2,"1259","10816"
"2912","68","2006",2,7,"JB","m",11.1,47,23,23.5,NA,NA,17.3,"513","2912"
"6747","68","2006",2,12,"JB","m",11,47,25,22.8,NA,NA,16.8,"1259","6747"
"6089","68","2006",4,2,"JB","m",11.4,47,21,23.3,NA,NA,17.2,"513","6089"
"9393","68","2006",1,3,"JB","m",10.8,49,26,22.6,NA,NA,16.7,"1259","9393"
"5272","68","2006",3,13,"JB","f",11,44,21,23,NA,NA,16.55,"513","5272"
"9585","68","2006",2,5,"JB","f",10.4,47,24,22.8,NA,NA,16.65,"1259","9585"
"5020","68","2006",3,9,"JB","m",10.6,46,21,22.7,NA,NA,17,"513","5020"
"7641","68","2006",3,11,"JB","f",10.5,48,25,23.3,NA,NA,16.9,"513","7641"
"2482","68","2006",2,8,"JB","m",11.8,50,25,23.3,NA,NA,17.2,"513","2482"
"10514","62","2006",5,7,"JB","m",12.3,53,23,23.4,NA,NA,18.2,"4332","10514"
"5064","62","2006",1,2,"JB","f",13,49,23,23.6,NA,NA,17.55,"1663","5064"
"10294","62","2006",3,5,"JB","f",12,51,27,22.9,NA,NA,16.5,"1663","10294"
"6582","62","2006",2,3,"JB","f",11.6,47,25,22.5,NA,NA,16.55,"4332","6582"
"4528","62","2006",2,6,"JB","m",12,51,22,23.4,NA,NA,17.9,"1663","4528"
"1856","62","2006",3,4,"JB","f",11.4,50,25,23.3,NA,NA,17.3,"4332","1856"
"2211","62","2006",3,1,"JB","m",13.4,50,25,23.7,NA,NA,17.6,"4332","2211"
"8594","69","2006",5,8,"JB","m",12.5,51,26,23.8,NA,NA,18.15,"513","8594"
"7293","69","2006",2,11,"JB","m",13.1,48,22,23.9,NA,NA,18.15,"513","7293"
"4704","69","2006",2,12,"JB","f",11,43,19,22.3,NA,NA,16.5,"1259","4704"
"10188","69","2006",2,7,"JB","unknown",10.2,48,26,22.5,NA,NA,16.45,"1259","10188"
"3977","69","2006",2,6,"JB","m",12.1,57,23,22.9,NA,NA,17.25,"1259","3977"
"3901","69","2006",2,4,"JB","m",11,49,25,23.2,NA,NA,17.7,"1259","3901"
"8917","69","2006",2,2,"JB","f",11.8,50,24,23.3,NA,NA,16.75,"513","8917"
"2586","69","2006",3,5,"JB","m",12.4,50,25,24,NA,NA,17.4,"513","2586"
"10431","69","2006",5,9,"JB","f",12,47,21,23.1,NA,NA,17.25,"513","10431"
"8604","69","2006",3,1,"JB","m",11.8,48,24,23.6,NA,NA,16.6,"1259","8604"
"7788","69","2006",4,10,"JB","f",11,49,26,23.2,NA,NA,16.1,"1259","7788"
"8466","69","2006",3,3,"JB","m",12.4,49,24,23.9,NA,NA,17.9,"513","8466"
"4378","64","2006",2,8,"JB","f",10,45,23,22,NA,NA,16.4,"10722","4378"
"1833","64","2006",5,12,"JB","m",10.4,54,30,22.7,NA,NA,17.7,"10722","1833"
"2557","64","2006",5,3,"JB","m",10.5,53,31,23.1,NA,NA,17.15,"7456","2557"
"8312","64","2006",4,4,"JB","f",10,51,31,23.2,NA,NA,16.85,"10722","8312"
"4702","64","2006",3,1,"JB","m",10.8,52,27,23,NA,NA,17.25,"10722","4702"
"9725","64","2006",4,11,"JB","f",10.2,52,28,22.7,NA,NA,16.1,"7456","9725"
"9484","64","2006",2,7,"JB","f",10.8,51,29,23,NA,NA,16.2,"7456","9484"
"5931","64","2006",5,9,"JB","f",10.1,50,29,23,NA,NA,17.2,"10722","5931"
"1264","64","2006",5,6,"JB","m",11.4,53,28,23.2,NA,NA,18.1,"10722","1264"
"1461","64","2006",4,2,"JB","f",10.8,50,27,22.7,NA,NA,17.05,"7456","1461"
"3912","64","2006",5,10,"JB","m",10.9,52,25,23,NA,NA,17.15,"7456","3912"
"9045","64","2006",4,5,"JB","f",10.2,54,30,23.3,NA,NA,16.7,"7456","9045"
"5716","63","2006",4,9,"JB","m",11.5,54,32,23.7,NA,NA,17.4,"7456","5716"
"3409","63","2006",4,1,"JB","m",12,52,29,23.5,NA,NA,17.75,"10722","3409"
"510","63","2006",5,8,"JB","m",11.9,51,26,23.2,NA,NA,16.95,"10722","510"
"2860","63","2006",2,3,"JB","m",12.2,46,23,23.2,NA,NA,16.3,"7456","2860"
"1241","63","2006",2,2,"JB","f",11.4,52,29,23.7,NA,NA,17.4,"10722","1241"
"9255","63","2006",4,7,"JB","m",11.4,51,28,23.3,NA,NA,17.25,"7456","9255"
"963","63","2006",4,5,"JB","m",11.2,53,31,23.5,NA,NA,16.9,"7456","963"
"8399","63","2006",4,10,"JB","f",10.8,50,28,23.3,NA,NA,17.35,"10722","8399"
"7492","63","2006",3,11,"JB","f",10.6,50,26,22.9,NA,NA,16.95,"7456","7492"
"7562","63","2006",3,6,"JB","f",11,52,29,23.2,NA,NA,16.95,"10722","7562"
"6674","63","2006",4,4,"JB","f",10.2,52,30,23.3,NA,NA,16.55,"7456","6674"
"7441","74","2006",1,1,"JB","m",12,53,28,24.2,NA,NA,17.45,"4031","7441"
"4997","74","2006",2,8,"JB","m",11.6,47,22,23.2,NA,NA,17.5,"4031","4997"
"3465","74","2006",1,7,"JB","m",11.6,48,24,23,NA,NA,17.8,"2113","3465"
"9329","74","2006",1,3,"JB","f",11,49,28,23.3,NA,NA,16.45,"2113","9329"
"2708","74","2006",1,10,"JB","f",9.4,42,18,21.2,NA,NA,16.3,"2113","2708"
"4988","74","2006",1,6,"JB","f",11.4,46,22,23.1,NA,NA,16.15,"4031","4988"
"8120","74","2006",1,4,"JB","m",10.3,56,23,22.7,NA,NA,16.35,"2113","8120"
"9389","74","2006",2,9,"JB","m",12.6,53,22,23.9,NA,NA,18.35,"4031","9389"
"3982","74","2006",1,5,"JB","f",11.2,49,24,23.1,NA,NA,17.2,"4031","3982"
"5028","74","2006",2,2,"JB","m",11.8,51,27,23.4,NA,NA,17.45,"2113","5028"
"9616","70","2006",2,4,"JB","f",12.1,49,24,23.5,NA,NA,17.35,"2267","9616"
"3146","70","2006",2,7,"JB","m",11.4,50,25,24,NA,NA,17.15,"2267","3146"
"188","70","2006",2,3,"JB","f",11.8,46,21,23,NA,NA,16.95,"2267","188"
"5962","70","2006",3,1,"JB","f",10.4,46,24,22.8,NA,NA,16.2,"4594","5962"
"10809","70","2006",2,6,"JB","f",10.3,48,23,22.7,NA,NA,16.4,"4594","10809"
"8146","70","2006",3,2,"JB","f",12,51,28,23.2,NA,NA,17.4,"2267","8146"
"9095","70","2006",2,9,"JB","f",10.5,50,26,23,NA,NA,17,"2267","9095"
"2772","70","2006",4,8,"JB","m",11.6,45,20,22.4,NA,NA,17.25,"4594","2772"
"4036","70","2006",1,5,"JB","m",11.5,48,22,22.9,NA,NA,16.75,"4594","4036"
"4722","77","2006",2,8,"JB","m",13,51,27,24,NA,NA,17.4,"9194","4722"
"1845","77","2006",3,1,"JB","f",12.3,51,29,23.9,NA,NA,17,"9194","1845"
"7680","77","2006",4,4,"JB","f",11.9,49,23,23,NA,NA,16.9,"9194","7680"
"7853","77","2006",2,9,"JB","f",11.7,51,28,22.9,NA,NA,16.7,"422","7853"
"955","77","2006",5,5,"JB","m",13,54,31,24,NA,NA,18.2,"9194","955"
"2597","77","2006",4,2,"JB","f",11.6,52,28,23.8,NA,NA,17.5,"422","2597"
"8328","77","2006",4,7,"JB","f",12,51,30,23.5,NA,NA,17,"422","8328"
"3056","77","2006",5,3,"JB","m",12.7,53,30,23.9,NA,NA,17.55,"9194","3056"
"67","77","2006",4,6,"JB","m",12.5,54,30,24.3,NA,NA,18.2,"422","67"
"7926","61","2006",3,3,"JB","m",10.8,47,23,22.3,NA,NA,16.4,"422","7926"
"10488","61","2006",4,4,"JB","m",11.8,54,26,23.1,NA,NA,17.25,"9194","10488"
"2279","61","2006",5,7,"JB","m",10.8,49,24,23.3,NA,NA,17.3,"9194","2279"
"4185","61","2006",3,1,"JB","f",11.5,50,28,22.6,NA,NA,16.6,"9194","4185"
"10928","61","2006",2,6,"JB","unknown",11.7,51,30,23.7,NA,NA,17.9,"422","10928"
"4438","61","2006",5,5,"JB","unknown",11.4,49,28,23.3,NA,NA,16.9,"9194","4438"
"5796","61","2006",4,2,"JB","m",11.4,49,25,23.4,NA,NA,17.4,"422","5796"
"2226","66","2006",3,5,"JB","f",11.2,42,15,21.4,NA,NA,16.4,"7153","2226"
"469","66","2006",3,6,"JB","f",11.2,39,18,21.8,NA,NA,16.3,"2185","469"
"6486","66","2006",2,7,"JB","f",11.2,42,18,21.7,NA,NA,17.3,"7153","6486"
"8031","66","2006",3,3,"JB","m",11.8,44,19,22,NA,NA,16.6,"7153","8031"
"3697","66","2006",4,2,"JB","m",11.2,42,19,22.3,NA,NA,16.55,"2185","3697"
"14","66","2006",1,1,"JB","m",12.2,45,18,21.9,NA,NA,17.55,"7153","14"
"1684","66","2006",3,8,"JB","f",10.6,43,21,21.3,NA,NA,16.1,"2185","1684"
"9675","66","2006",2,4,"JB","f",10.8,40,12,21.6,NA,NA,17.05,"2185","9675"
"8268","76","2006",3,3,"JB","m",12,47,24,22.6,NA,NA,17.25,"2185","8268"
"4485","76","2006",3,5,"JB","m",13.3,49,25,23.1,NA,NA,17.45,"7153","4485"
"205","76","2006",3,4,"JB","m",12,46,22,23.1,NA,NA,16.8,"2185","205"
"2059","76","2006",2,9,"JB","f",11.1,44,21,22.5,NA,NA,16.85,"7153","2059"
"6392","76","2006",3,2,"JB","unknown",11.5,44,23,22.9,NA,NA,16.25,"7153","6392"
"1164","76","2006",5,12,"JB","f",11,44,22,22.7,NA,NA,16.1,"2185","1164"
"2421","76","2006",2,1,"JB","unknown",10.3,45,23,22.8,NA,NA,16.5,"7153","2421"
"1815","76","2006",3,11,"JB","m",11.9,45,23,23,NA,NA,17.45,"7153","1815"
"677","76","2006",2,7,"JB","f",12.2,45,23,22.9,NA,NA,16.4,"7153","677"
"6787","76","2006",4,10,"JB","m",10.8,43,22,22.6,NA,NA,16.25,"2185","6787"
"5279","76","2006",3,8,"JB","f",11.2,42,19,22.4,NA,NA,15.75,"2185","5279"
"5866","76","2006",4,6,"JB","f",11.5,45,24,22.7,NA,NA,15.9,"2185","5866"
"1592","75","2006",2,6,"JB","f",11.4,51,29,22.9,NA,NA,17.1,"2759","1592"
"3867","75","2006",3,9,"JB","m",13.1,51,28,23.3,NA,NA,18.2,"2759","3867"
"8363","75","2006",1,1,"JB","f",11.2,47,25,22.7,NA,NA,17.3,"2759","8363"
"662","75","2006",1,1,"JB","m",12.6,47,21,22.8,NA,NA,17.75,"2759","662"
"8194","75","2006",1,7,"JB","m",12.4,51,26,23.8,NA,NA,18.65,"2759","8194"
"9933","75","2006",2,5,"JB","m",11.8,50,26,23.3,NA,NA,18,"2759","9933"
"3854","75","2006",2,10,"JB","m",12.5,51,27,23.1,NA,NA,18.15,"2759","3854"
"1003","75","2006",4,3,"JB","m",12.8,49,26,23.4,NA,NA,17.5,"2759","1003"
"1498","75","2006",1,8,"JB","unknown",12,49,27,23,NA,NA,17.7,"2759","1498"
"2140","75","2006",2,4,"JB","m",12.2,48,25,23.4,NA,NA,17.55,"2759","2140"
"10667","75","2006",4,2,"JB","m",12.9,50,26,23.3,NA,NA,18.2,"2759","10667"
"7517","78","2006",3,3,"JB","m",12,48,24,23.7,NA,NA,17.85,"3935","7517"
"3004","78","2006",2,1,"JB","m",12.6,47,24,23.4,NA,NA,18.05,"3935","3004"
"2285","78","2006",4,4,"JB","m",13,49,25,23.3,NA,NA,17.7,"3935","2285"
"1713","78","2006",3,2,"JB","f",11.4,49,26,22.4,NA,NA,16.85,"3935","1713"
"6908","78","2006",4,6,"JB","m",12,48,24,23.5,NA,NA,17.75,"3935","6908"
"6680","78","2006",5,8,"JB","m",12.4,50,27,23.5,NA,NA,17.55,"3935","6680"
"5509","78","2006",2,5,"JB","m",12.7,49,26,24,NA,NA,17.55,"3935","5509"
"4384","78","2006",4,7,"JB","f",13,48,25,23.8,NA,NA,17.35,"3935","4384"
"8436","80","2006",3,2,"JB","f",11.6,51,26,23.3,NA,NA,16.5,"4588","8436"
"7642","80","2006",4,3,"JB","f",11.6,50,28,23.3,NA,NA,17.4,"9258","7642"
"6508","80","2006",3,8,"JB","m",11.6,51,28,23.5,NA,NA,17.2,"4588","6508"
"8611","80","2006",2,1,"JB","m",12.1,49,26,23.1,NA,NA,17.25,"4588","8611"
"7573","80","2006",4,7,"JB","unknown",11.7,52,30,23.3,NA,NA,17.2,"4588","7573"
"7827","80","2006",3,5,"JB","f",11.1,51,30,22.6,NA,NA,16.75,"4588","7827"
"3965","80","2006",2,4,"JB","m",12.8,48,25,23,NA,NA,17.6,"9258","3965"
"2333","80","2006",3,6,"JB","f",11.6,47,25,22.5,NA,NA,17,"9258","2333"
"194","80","2006",4,9,"JB","f",12.3,51,28,23.2,NA,NA,17.2,"9258","194"
"4034","82","2006",3,6,"JB","m",12.2,51,27,23.5,NA,NA,16.9,"4588","4034"
"868","82","2006",3,1,"JB","f",12.5,49,25,23.4,NA,NA,17.3,"9258","868"
"761","82","2006",3,9,"JB","m",11.1,49,25,22.8,NA,NA,17.3,"4588","761"
"6993","82","2006",2,2,"JB","m",12.2,50,26,22.9,NA,NA,16.55,"4588","6993"
"1972","82","2006",2,3,"JB","f",10.5,41,28,21.9,NA,NA,15.3,"4588","1972"
"3712","82","2006",3,4,"JB","f",11.2,48,26,22,NA,NA,16.1,"4588","3712"
"638","82","2006",4,8,"JB","f",11.1,48,26,22.9,NA,NA,17,"9258","638"
"9472","82","2006",2,7,"JB","m",13,49,26,22.9,NA,NA,17.05,"9258","9472"
"10940","82","2006",2,10,"JB","m",12.1,49,23,22.4,NA,NA,17.05,"9258","10940"
"7309","82","2006",4,11,"JB","f",11.5,48,25,23.4,NA,NA,16.65,"4588","7309"
"10918","82","2006",2,5,"JB","f",12,43,24,22.4,NA,NA,16.6,"9258","10918"
"10084","83","2006",3,7,"JB","f",11.8,46,23,22.4,NA,NA,16.9,"2301","10084"
"6025","83","2006",5,6,"JB","m",11.5,46,23,22.7,NA,NA,17.05,"2301","6025"
"6801","83","2006",3,4,"JB","f",11.2,46,26,22.5,NA,NA,16.7,"2301","6801"
"5254","83","2006",5,5,"JB","m",12.1,46,26,23,NA,NA,17.7,"2301","5254"
"7076","83","2006",4,8,"JB","m",11.6,49,28,22.8,NA,NA,17.75,"2153","7076"
"10935","83","2006",3,1,"JB","f",11.6,44,21,22.6,NA,NA,16.65,"2301","10935"
"5718","83","2006",4,2,"JB","m",12.8,48,25,23,NA,NA,17.9,"2153","5718"
"1333","83","2006",5,9,"JB","m",11.8,46,25,22.5,NA,NA,17.5,"2153","1333"
"3718","83","2006",2,3,"JB","m",12.7,46,24,23,NA,NA,17.1,"2153","3718"
"9726","83","2006",3,10,"JB","m",11.7,45,23,22.9,NA,NA,16.75,"2301","9726"
"7161","81","2006",2,5,"JB","m",12.8,48,26,23.2,NA,NA,17.15,"2301","7161"
"9388","81","2006",4,6,"JB","m",12.4,46,21,23.2,NA,NA,17.55,"2301","9388"
"3678","81","2006",3,4,"JB","f",11.4,49,26,22.5,NA,NA,16.7,"2153","3678"
"4292","81","2006",3,3,"JB","m",12,46,26,22.7,NA,NA,17,"2301","4292"
"6254","81","2006",2,1,"JB","m",12.2,47,26,22.8,NA,NA,17.8,"2153","6254"
"7624","81","2006",5,7,"JB","m",12.2,46,24,22.4,NA,NA,16.85,"2301","7624"
"4157","81","2006",3,2,"JB","f",11.6,49,25,22.9,NA,NA,17.4,"2153","4157"
"1798","84","2006",1,6,"JB","f",8.4,43,17,21.4,NA,NA,16.7,"6811","1798"
"8952","84","2006",1,1,"JB","m",9.7,43,22,22.2,NA,NA,16.3,"6811","8952"
"4429","84","2006",1,5,"JB","f",8.1,40,17,20.1,NA,NA,15.55,"6811","4429"
"919","84","2006",1,7,"JB","m",8.3,41,18,21.3,NA,NA,16.85,"6811","919"
"5467","84","2006",2,2,"JB","f",8.5,44,23,21.7,NA,NA,16,"6811","5467"
"473","84","2006",2,3,"JB","f",9,44,21,22.2,NA,NA,16.1,"6811","473"
"8526","84","2006",2,4,"JB","f",10.1,45,22,22.1,NA,NA,16.6,"6811","8526"
"2227","79","2006",1,1,"JB","f",11.5,50,27,23.1,NA,NA,16.5,"2416","2227"
"9275","79","2006",2,2,"JB","m",12.3,52,28,23.8,NA,NA,17.55,"2416","9275"
"4124","79","2006",3,3,"JB","f",11.3,51,27,23.5,NA,NA,17,"2416","4124"
"6122","79","2006",2,4,"JB","f",11.8,50,25,23.7,NA,NA,16.95,"2416","6122"
"2621","79","2006",2,5,"JB","m",12,50,25,23.9,NA,NA,17.75,"2416","2621"
"7009","79","2006",3,6,"JB","f",11,51,28,23.4,NA,NA,16.7,"2416","7009"
"8053","79","2006",2,7,"JB","m",12,46,22,23.2,NA,NA,17.45,"2416","8053"
"8834","79","2006",2,8,"JB","m",11.8,50,28,23.7,NA,NA,17.05,"2416","8834"
"1433","79","2006",2,9,"JB","f",11.5,49,26,23.2,NA,NA,17.05,"2416","1433"
"9067","79","2006",3,10,"JB","m",12.4,49,24,23.2,NA,NA,17.6,"2416","9067"
"9875","79","2006",5,11,"JB","f",12.5,51,29,23.4,NA,NA,17.2,"2416","9875"
"5665","79","2006",2,12,"JB","m",11,48,24,23,NA,NA,17.2,"2416","5665"
"5613","86","2007",NA,1,"EK","f",11.4,46,26,22.3,1.96078431372549,NA,16.65,"9296","5613"
"4892","86","2007",NA,8,"EK","m",12.6,45,24,22.8,1.81268882175227,NA,17.35,"9296","4892"
"712","86","2007",NA,5,"EK","m",12.6,46,26,23.2,1.69014084507042,NA,17.45,"9296","712"
"8103","86","2007",NA,2,"EK","f",10.7,45,27,22.6,1.78041543026706,NA,16.85,"3716","8103"
"3162","86","2007",NA,6,"EK","m",12.2,44,26,22.7,1.88679245283019,NA,17.35,"9296","3162"
"3555","86","2007",NA,4,"EK","m",11.5,45,25,22.3,1.81268882175227,NA,16.6,"3716","3555"
"1030","86","2007",NA,9,"EK","f",11.4,46,27,22.2,1.95439739413681,NA,16.2,"3716","1030"
"4198","86","2007",NA,7,"EK","f",11.5,44,26,22.2,1.89873417721519,NA,17.15,"3716","4198"
