NID,FS,ND,LD,PID,NS,SES,AGE,SE,RA,MO,BS,BSM,EC,ECM,BM,TA,FA,FE
M25,0,0,126,M25P1,0,2,3,0,2,,5,5,0,0,39.3,,,
M25,0,0,126,M25P1,0,3,5,0,2,,4,5,0,0,46.2,,,
M25,0,0,126,M25P1,0,4,8,0,2,,3,5,0,0,80.1,24,31,
M25,0,0,126,M25P1,0,5,,,,,,,,,,,,
M25,0,0,126,M25P2,1,1,1,1,3,0,4,5,0,0,14.6,,,
M25,0,0,126,M25P2,0,2,3,1,3,,5,5,0,0,34.8,,,
M25,0,0,126,M25P2,0,3,5,1,3,,4,5,0,0,45.8,,,
M25,0,0,126,M25P2,0,4,8,1,3,,3,5,0,0,75,25.3,32.7,
M25,0,0,126,M25P2,0,5,,,,,,,,,,,,
M25,0,0,126,M25P3,1,1,0,,4,1,4,5,0,0,9.6,,,
M25,0,0,126,M25P3,0,2,2,,4,,5,5,0,0,19.6,,,
M25,0,0,126,M25P3,0,3,,,,,,,,,,,,
M25,0,0,126,M25P3,0,4,,,,,,,,,,,,
M25,0,0,126,M25P3,0,5,,,,,,,,,,,,
M25,0,0,126,M25P4,1,1,1,1,1,0,4,5,0,0,20.4,,,
M25,0,0,126,M25P4,0,2,3,1,1,,5,5,0,0,44.7,,,
M25,0,0,126,M25P4,0,3,5,1,1,,4,5,0,0,56.6,,,
M25,0,0,126,M25P4,0,4,8,1,1,,3,5,0,0,88,,37.4,
M25,0,0,126,M25P4,0,5,,,,,,,,,,,,
M25,0,0,126,M25P5,0,1,,,,,,,,,,,,
M25,0,0,126,M25P5,1,2,0,,5,1,5,5,0,0,8.6,,,
M25,0,0,126,M25P5,0,3,2,,5,,4,5,0,0,7.6,,,
M25,0,0,126,M25P5,0,4,,,,,,,,,,,,
M25,0,0,126,M25P5,0,5,,,,,,,,,,,,
G26,1,0,127,G26P1,1,1,0,1,1,0,1,2,0,1,10.9,,,
G26,1,0,127,G26P1,0,2,2,1,1,,1,2,0.33,1,13.7,,,
G26,1,0,127,G26P1,0,3,5,1,1,,2,2,1,1,37,,,
G26,1,0,127,G26P1,0,4,7,1,1,,2,2,0.33,1,50.8,17.9,22.2,
G26,1,0,127,G26P1,0,5,16,1,1,,1,2,,1,125.1,,,37
G26,1,0,127,G26P2,0,1,,,,,,,,,,,,
G26,1,0,127,G26P2,0,2,,,,,,,,,,,,
G26,1,0,127,G26P2,1,3,0,0,2,1,2,2,2,2.67,16.9,,,
G26,1,0,127,G26P2,0,4,2,0,2,,2,2,2.67,2.67,21.3,11.3,16.1,
G26,1,0,127,G26P2,0,5,,,,,,,,,,,,
G26,1,0,127,G26P3,0,1,,,,,,,,,,,,
G26,1,0,127,G26P3,0,2,,,,,,,,,,,,
G26,1,0,127,G26P3,0,3,,,,,,,,,,,,
G26,1,0,127,G26P3,0,4,,,,,,,,,,,,
G26,1,0,127,G26P3,0,5,,,,,,,,,,,,
G26,1,0,127,G26P4,0,1,,,,,,,,,,,,
G26,1,0,127,G26P4,0,2,,,,,,,,,,,,
G26,1,0,127,G26P4,0,3,,,,,,,,,,,,
G26,1,0,127,G26P4,0,4,,,,,,,,,,,,
G26,1,0,127,G26P4,0,5,,,,,,,,,,,,
G26,1,0,127,G26P5,0,1,,,,,,,,,,,,
G26,1,0,127,G26P5,0,2,,,,,,,,,,,,
G26,1,0,127,G26P5,0,3,,,,,,,,,,,,
G26,1,0,127,G26P5,0,4,,,,,,,,,,,,
G26,1,0,127,G26P5,0,5,,,,,,,,,,,,
P15,1,0,133,P15P1,1,1,1,0,3,0,3,5,0,0,10.9,,,
P15,1,0,133,P15P1,0,2,3,0,3,,4,5,0,0,23.1,,,
P15,1,0,133,P15P1,0,3,5,0,3,,5,5,0,0,34.3,,,
P15,1,0,133,P15P1,0,4,8,0,3,,4,5,0,0,56.7,19.2,27,
P15,1,0,133,P15P1,0,5,15,0,3,,3,5,,0,107.3,,,34
P15,1,0,133,P15P2,1,1,1,0,2,0,3,5,1,1,14.7,,,
P15,1,0,133,P15P2,0,2,3,0,2,,4,5,0,1,30.9,,,
P15,1,0,133,P15P2,0,3,5,0,2,,5,5,0.33,1,43.8,,,
P15,1,0,133,P15P2,0,4,8,0,2,,4,5,0.33,1,77.9,23.7,30.7,
P15,1,0,133,P15P2,0,5,15,0,2,,3,5,,1,113.7,,,39
P15,1,0,133,P15P3,1,1,1,0,1,0,3,5,0,0,15.5,,,
P15,1,0,133,P15P3,0,2,3,0,1,,4,5,0,0,32,,,
P15,1,0,133,P15P3,0,3,5,0,1,,5,5,0,0,43.3,,,
P15,1,0,133,P15P3,0,4,8,0,1,,4,5,0,0,73.3,22.6,30.5,
P15,1,0,133,P15P3,0,5,15,0,1,,3,5,,0,126.3,,,40
P15,1,0,133,P15P4,0,1,,,,,,,,,,,,
P15,1,0,133,P15P4,1,2,0,1,4,1,4,5,0,0,12.2,,,
P15,1,0,133,P15P4,0,3,2,1,4,,5,5,0,0,16.5,,,
P15,1,0,133,P15P4,0,4,5,1,4,,4,5,0,0,17.4,15.5,16.5,
P15,1,0,133,P15P4,0,5,,,,,,,,,,,,
P15,1,0,133,P15P5,0,1,,,,,,,,,,,,
P15,1,0,133,P15P5,0,2,,,,,,,,,,,,
P15,1,0,133,P15P5,1,3,0,,5,1,5,5,0.33,0.33,7.7,,,
P15,1,0,133,P15P5,0,4,,,,,,,,,,,,
P15,1,0,133,P15P5,0,5,,,,,,,,,,,,
M04,0,0,133,M04P1,1,1,1,1,2,0,4,4,0,0.33,13.6,,,
M04,0,0,133,M04P1,0,2,3,1,2,,4,4,0,0.33,31.6,,,
M04,0,0,133,M04P1,0,3,5,1,2,,4,4,0,0.33,47.7,,,
M04,0,0,133,M04P1,0,4,8,1,2,,4,4,0.33,0.33,66.6,20.6,28.4,
M04,0,0,133,M04P1,0,5,15,1,2,,4,4,,0.33,121.6,,,37
M04,0,0,133,M04P2,1,1,1,1,4,0,4,4,0,0,10.8,,,
M04,0,0,133,M04P2,0,2,3,1,4,,4,4,0,0,23.2,,,
M04,0,0,133,M04P2,0,3,5,1,4,,4,4,0,0,37.6,,,
M04,0,0,133,M04P2,0,4,8,1,4,,4,4,0,0,55,21.2,25,
M04,0,0,133,M04P2,0,5,15,1,4,,4,4,,0,110.3,,,27
M04,0,0,133,M04P3,1,1,1,1,3,0,4,4,0.67,0.67,13.3,,,
M04,0,0,133,M04P3,0,2,3,1,3,,4,4,0.67,0.67,30.5,,,
M04,0,0,133,M04P3,0,3,5,1,3,,4,4,0.67,0.67,43.5,,,
M04,0,0,133,M04P3,0,4,8,1,3,,4,4,0,0.67,75.7,22.2,30.2,
M04,0,0,133,M04P3,0,5,15,1,3,,4,4,,0.67,118.4,,,33
M04,0,0,133,M04P4,1,1,1,1,1,0,4,4,0,0,15.9,,,
M04,0,0,133,M04P4,0,2,3,1,1,,4,4,0,0,31.8,,,
M04,0,0,133,M04P4,0,3,5,1,1,,4,4,0,0,43.4,,,
M04,0,0,133,M04P4,0,4,8,1,1,,4,4,0,0,70.4,22.5,27.6,
M04,0,0,133,M04P4,0,5,15,1,1,,4,4,,0,120.4,,,36
M04,0,0,133,M04P5,0,1,,,,,,,,,,,,
M04,0,0,133,M04P5,0,2,,,,,,,,,,,,
M04,0,0,133,M04P5,0,3,,,,,,,,,,,,
M04,0,0,133,M04P5,0,4,,,,,,,,,,,,
M04,0,0,133,M04P5,0,5,,,,,,,,,,,,
M20,1,0,133,M20P1,1,1,0,0,2,0,2,5,0,0.33,10,,,
M20,1,0,133,M20P1,0,2,3,0,2,,4,5,0,0.33,21.3,,,
M20,1,0,133,M20P1,0,3,5,0,2,,5,5,0.33,0.33,42.2,,,
M20,1,0,133,M20P1,0,4,7,0,2,,4,5,0,0.33,59.9,18.6,26.2,
M20,1,0,133,M20P1,0,5,,,,,,,,,,,,
M20,1,0,133,M20P2,1,1,0,1,1,0,2,5,0,0,10,,,
M20,1,0,133,M20P2,0,2,3,1,1,,4,5,0,0,23,,,
M20,1,0,133,M20P2,0,3,5,1,1,,5,5,0,0,44.9,,,
M20,1,0,133,M20P2,0,4,7,1,1,,4,5,0,0,69.6,20.9,27.5,
M20,1,0,133,M20P2,0,5,,,,,,,,,,,,
M20,1,0,133,M20P3,0,1,,,,,,,,,,,,
M20,1,0,133,M20P3,1,2,2,1,3,1,4,5,0.67,0.67,15,,,
M20,1,0,133,M20P3,0,3,4,1,3,,5,5,0,0.67,31.5,,,
M20,1,0,133,M20P3,0,4,6,1,3,,4,5,0,0.67,97.8,,,
M20,1,0,133,M20P3,0,5,,,,,,,,,,,,
M20,1,0,133,M20P4,0,1,,,,,,,,,,,,
M20,1,0,133,M20P4,1,2,1,1,4,1,4,5,0,0,11.4,,,
M20,1,0,133,M20P4,0,3,3,1,4,,5,5,0,0,17.5,,,
M20,1,0,133,M20P4,0,4,5,1,4,,4,5,0,0,29.8,14.1,16.8,
M20,1,0,133,M20P4,0,5,,,,,,,,,,,,
M20,1,0,133,M20P5,0,1,,,,,,,,,,,,
M20,1,0,133,M20P5,0,2,,,,,,,,,,,,
M20,1,0,133,M20P5,1,3,0,,5,1,5,5,0,0,8.5,,,
M20,1,0,133,M20P5,0,4,,,,,,,,,,,,
M20,1,0,133,M20P5,0,5,,,,,,,,,,,,
M39,1,0,133,M39P1,1,1,1,1,4,0,4,5,0,0.33,11.2,,,
M39,1,0,133,M39P1,0,2,3,1,4,,5,5,0,0.33,21.8,,,
M39,1,0,133,M39P1,0,3,5,1,4,,5,5,0.33,0.33,38.2,,,
M39,1,0,133,M39P1,0,4,8,1,4,,5,5,0,0.33,54.3,22.4,28.3,
M39,1,0,133,M39P1,0,5,18,1,4,,4,5,,0.33,109.3,,,44
M39,1,0,133,M39P2,1,1,1,0,2,0,4,5,1.33,1.33,15.9,,,
M39,1,0,133,M39P2,0,2,3,0,2,,5,5,0.33,1.33,32.4,,,
M39,1,0,133,M39P2,0,3,5,0,2,,5,5,0.33,1.33,49.3,,,
M39,1,0,133,M39P2,0,4,8,0,2,,5,5,0,1.33,78.7,26.4,34.5,
M39,1,0,133,M39P2,0,5,18,0,2,,4,5,,1.33,131.2,,,59
M39,1,0,133,M39P3,1,1,1,1,3,0,4,5,0.67,0.67,13.8,,,
M39,1,0,133,M39P3,0,2,3,1,3,,5,5,0,0.67,28.9,,,
M39,1,0,133,M39P3,0,3,5,1,3,,5,5,0,0.67,46.1,,,
M39,1,0,133,M39P3,0,4,8,1,3,,5,5,0,0.67,69.6,26.5,35,
M39,1,0,133,M39P3,0,5,18,1,3,,4,5,,0.67,135.2,,,57
M39,1,0,133,M39P4,1,1,1,0,1,0,4,5,0.67,0.67,16.2,,,
M39,1,0,133,M39P4,0,2,3,0,1,,5,5,0.67,0.67,32.9,,,
M39,1,0,133,M39P4,0,3,5,0,1,,5,5,0,0.67,50.4,,,
M39,1,0,133,M39P4,0,4,8,0,1,,5,5,0,0.67,74.3,26,24.2,
M39,1,0,133,M39P4,0,5,18,0,1,,4,5,,0.67,133.7,,,60
M39,1,0,133,M39P5,0,1,,,,,,,,,,,,
M39,1,0,133,M39P5,1,2,1,1,5,1,5,5,0,0,15.2,,,
M39,1,0,133,M39P5,0,3,3,1,5,,5,5,0,0,18.8,,,
M39,1,0,133,M39P5,0,4,6,1,5,,5,5,0,0,29.9,17.3,20,
M39,1,0,133,M39P5,0,5,,,,,,,,,,,,
G18,0,0,134,G18P1,1,1,1,0,3,0,4,4,0,0.33,12.1,,,
G18,0,0,134,G18P1,0,2,4,0,3,,4,4,0.33,0.33,20.8,,,
G18,0,0,134,G18P1,0,3,6,0,3,,4,4,0,0.33,33.3,,,
G18,0,0,134,G18P1,0,4,8,0,3,,4,4,0,0.33,45.8,17,25,
G18,0,0,134,G18P1,0,5,15,0,3,,4,4,,0.03,69.4,,,20
G18,0,0,134,G18P2,1,1,1,1,4,0,4,4,0,0.33,11,,,
G18,0,0,134,G18P2,0,2,4,1,4,,4,4,0.33,0.33,20.8,,,
G18,0,0,134,G18P2,0,3,6,1,4,,4,4,0,0.33,30.6,,,
G18,0,0,134,G18P2,0,4,8,1,4,,4,4,0,0.33,41.1,18.3,24,
G18,0,0,134,G18P2,0,5,15,1,4,,4,4,,0.33,73.7,,,20
G18,0,0,134,G18P3,1,1,1,0,1,0,4,4,0,0.67,13,,,
G18,0,0,134,G18P3,0,2,4,0,1,,4,4,0.67,0.67,31.8,,,
G18,0,0,134,G18P3,0,3,6,0,1,,4,4,0.67,0.67,49.7,,,
G18,0,0,134,G18P3,0,4,8,0,1,,4,4,0,0.67,66.1,21.8,31,
G18,0,0,134,G18P3,0,5,15,0,1,,4,4,,0.67,96.9,,,29
G18,0,0,134,G18P4,1,1,1,0,2,0,4,4,0,0,12.6,,,
G18,0,0,134,G18P4,0,2,4,0,2,,4,4,0,0,23.4,,,
G18,0,0,134,G18P4,0,3,6,0,2,,4,4,0,0,41.9,,,
G18,0,0,134,G18P4,0,4,8,0,2,,4,4,0,0,59.4,19.2,27,
G18,0,0,134,G18P4,0,5,15,0,2,,4,4,,0,96.7,,,29
G18,0,0,134,G18P5,0,1,,,,,,,,,,,,
G18,0,0,134,G18P5,0,2,,,,,,,,,,,,
G18,0,0,134,G18P5,0,3,,,,,,,,,,,,
G18,0,0,134,G18P5,0,4,,,,,,,,,,,,
G18,0,0,134,G18P5,0,5,,,,,,,,,,,,
P07,1,0,135,P07P1,1,1,1,0,2,0,3,4,0,0,13.3,,,
P07,1,0,135,P07P1,0,2,3,0,2,,4,4,0,0,20.4,,,
P07,1,0,135,P07P1,0,3,6,0,2,,4,4,0,0,46.9,,,
P07,1,0,135,P07P1,0,4,8,0,2,,4,4,0,0,71.2,20.8,28,
P07,1,0,135,P07P1,0,5,16,0,2,,3,4,,0,134.6,,,34
P07,1,0,135,P07P2,1,1,1,1,3,0,3,4,0,0.33,12.6,,,
P07,1,0,135,P07P2,0,2,3,1,3,,4,4,0.33,0.33,17.3,,,
P07,1,0,135,P07P2,0,3,6,1,3,,4,4,0,0.33,38.1,,,
P07,1,0,135,P07P2,0,4,8,1,3,,4,4,0,0.33,61.3,20.2,29,
P07,1,0,135,P07P2,0,5,16,1,3,,3,4,,0.33,127.8,,,36
P07,1,0,135,P07P3,1,1,1,0,1,0,3,4,0,0.67,17.2,,,
P07,1,0,135,P07P3,0,2,3,0,1,,4,4,0.67,0.67,25.4,,,
P07,1,0,135,P07P3,0,3,6,0,1,,4,4,0,0.67,53.6,,,
P07,1,0,135,P07P3,0,4,8,0,1,,4,4,0.33,0.67,73.9,22,33,
P07,1,0,135,P07P3,0,5,16,0,1,,3,4,,0.67,140.3,,,42
P07,1,0,135,P07P4,0,1,,,,,,,,,,,,
P07,1,0,135,P07P4,1,2,1,1,4,1,4,4,0,0,10.8,,,
P07,1,0,135,P07P4,0,3,4,1,4,,4,4,0,0,16.9,,,
P07,1,0,135,P07P4,0,4,6,1,4,,4,4,0,0,27.3,13.5,21,
P07,1,0,135,P07P4,0,5,,,,,,,,,,,,
P07,1,0,135,P07P5,0,1,,,,,,,,,,,,
P07,1,0,135,P07P5,0,2,,,,,,,,,,,,
P07,1,0,135,P07P5,0,3,,,,,,,,,,,,
P07,1,0,135,P07P5,0,4,,,,,,,,,,,,
P07,1,0,135,P07P5,0,5,,,,,,,,,,,,
P13,0,0,135,P13P1,1,1,0,0,1,0,2,2,0,0.67,11.4,,,
P13,0,0,135,P13P1,0,2,2,0,1,,2,2,0.67,0.67,29.3,,,
P13,0,0,135,P13P1,0,3,4,0,1,,2,2,0.67,0.67,41.8,,,
P13,0,0,135,P13P1,0,4,7,0,1,,2,2,0.67,0.67,75.4,20.8,30.6,
P13,0,0,135,P13P1,0,5,17,0,1,,2,2,,0.67,158.6,,,54
P13,0,0,135,P13P2,1,1,0,0,2,0,2,2,0,0,10.1,,,
P13,0,0,135,P13P2,0,2,2,0,2,,2,2,0,0,22.3,,,
P13,0,0,135,P13P2,0,3,4,0,2,,2,2,0,0,34.6,,,
P13,0,0,135,P13P2,0,4,8,0,2,,2,2,0,0,64.6,18.8,27.5,
P13,0,0,135,P13P2,0,5,17,0,2,,2,2,,0,154.7,,,47
P13,0,0,135,P13P3,0,1,,,,,,,,,,,,
P13,0,0,135,P13P3,0,2,,,,,,,,,,,,
P13,0,0,135,P13P3,0,3,,,,,,,,,,,,
P13,0,0,135,P13P3,0,4,,,,,,,,,,,,
P13,0,0,135,P13P3,0,5,,,,,,,,,,,,
P13,0,0,135,P13P4,0,1,,,,,,,,,,,,
P13,0,0,135,P13P4,0,2,,,,,,,,,,,,
P13,0,0,135,P13P4,0,3,,,,,,,,,,,,
P13,0,0,135,P13P4,0,4,,,,,,,,,,,,
P13,0,0,135,P13P4,0,5,,,,,,,,,,,,
P13,0,0,135,P13P5,0,1,,,,,,,,,,,,
P13,0,0,135,P13P5,0,2,,,,,,,,,,,,
P13,0,0,135,P13P5,0,3,,,,,,,,,,,,
P13,0,0,135,P13P5,0,4,,,,,,,,,,,,
P13,0,0,135,P13P5,0,5,,,,,,,,,,,,
P20,1,0,135,P20P1,1,1,0,0,1,0,2,2,0,0.67,9.6,,,
P20,1,0,135,P20P1,0,2,2,0,1,,2,2,0,0.67,15,,,
P20,1,0,135,P20P1,0,3,5,0,1,,2,2,0.67,0.67,43.7,,,
P20,1,0,135,P20P1,0,4,7,0,1,,2,2,0,0.67,59.2,21.2,28,
P20,1,0,135,P20P1,0,5,15,0,1,,2,2,,0.67,110.7,,,35
P20,1,0,135,P20P2,1,1,0,,2,1,2,2,0,0,7,,,
P20,1,0,135,P20P2,0,2,,,,,,,,,,,,
P20,1,0,135,P20P2,0,3,,,,,,,,,,,,
P20,1,0,135,P20P2,0,4,,,,,,,,,,,,
P20,1,0,135,P20P2,0,5,,,,,,,,,,,,
P20,1,0,135,P20P3,0,1,,,,,,,,,,,,
P20,1,0,135,P20P3,1,2,1,1,3,0,2,2,,0.67,13,,,
P20,1,0,135,P20P3,0,3,4,1,3,,2,2,0.67,0.67,35.1,,,
P20,1,0,135,P20P3,0,4,6,1,3,,2,2,0.33,0.67,55,19,26,
P20,1,0,135,P20P3,0,5,14,1,3,,2,2,,0.67,109.7,,,31
P20,1,0,135,P20P4,0,1,,,,,,,,,,,,
P20,1,0,135,P20P4,0,2,,,,,,,,,,,,
P20,1,0,135,P20P4,0,3,,,,,,,,,,,,
P20,1,0,135,P20P4,0,4,,,,,,,,,,,,
P20,1,0,135,P20P4,0,5,,,,,,,,,,,,
P20,1,0,135,P20P5,0,1,,,,,,,,,,,,
P20,1,0,135,P20P5,0,2,,,,,,,,,,,,
P20,1,0,135,P20P5,0,3,,,,,,,,,,,,
P20,1,0,135,P20P5,0,4,,,,,,,,,,,,
P20,1,0,135,P20P5,0,5,,,,,,,,,,,,
P50,0,0,135,P50P1,1,1,0,,1,0,3,4,0.33,0.67,11.4,,,
P50,0,0,135,P50P1,0,2,2,,1,,4,4,0,0.67,19,,,
P50,0,0,135,P50P1,0,3,5,,1,,4,4,0.67,0.67,43.8,,,
P50,0,0,135,P50P1,0,4,7,,1,,3,4,0.33,0.67,65.4,21.5,31,
P50,0,0,135,P50P1,0,5,15,,1,,3,4,,0.67,122.1,,,41
P50,0,0,135,P50P2,1,1,0,,3,1,3,4,0,0.67,9.9,,,
P50,0,0,135,P50P2,0,2,2,,3,,4,4,0.67,0.67,11.8,,,
P50,0,0,135,P50P2,0,3,5,,3,,4,4,0,0.67,12.3,,,
P50,0,0,135,P50P2,0,4,,,,,,,,,,,,
P50,0,0,135,P50P2,0,5,,,,,,,,,,,,
P50,0,0,135,P50P3,1,1,0,,2,0,3,4,0.33,0.67,11.4,,,
P50,0,0,135,P50P3,0,2,2,,2,,4,4,0.67,0.67,18.3,,,
P50,0,0,135,P50P3,0,3,5,,2,,4,4,0,0.67,43.5,,,
P50,0,0,135,P50P3,0,4,7,,2,,3,4,0,0.67,64.5,21.8,28,
P50,0,0,135,P50P3,0,5,15,,2,,3,4,,0.67,122.5,,,38
P50,0,0,135,P50P4,0,1,,,,,,,,,,,,
P50,0,0,135,P50P4,1,2,1,,4,0,4,4,0.67,0.67,12.4,,,
P50,0,0,135,P50P4,0,3,4,,4,,4,4,0,0.67,22.8,,,
P50,0,0,135,P50P4,0,4,6,,4,,3,4,0,0.67,33.1,17.6,21,
P50,0,0,135,P50P4,0,5,14,,4,,3,4,,0.67,92,,,20
P50,0,0,135,P50P5,0,1,,,,,,,,,,,,
P50,0,0,135,P50P5,0,2,,,,,,,,,,,,
P50,0,0,135,P50P5,0,3,,,,,,,,,,,,
P50,0,0,135,P50P5,0,4,,,,,,,,,,,,
P50,0,0,135,P50P5,0,5,,,,,,,,,,,,
M35,0,1,135,M35P1,1,1,0,,2,1,3,3,0,0,8.7,,,
M35,0,1,135,M35P1,0,2,,,,,,,,,,,,
M35,0,1,135,M35P1,0,3,,,,,,,,,,,,
M35,0,1,135,M35P1,0,4,,,,,,,,,,,,
M35,0,1,135,M35P1,0,5,,,,,,,,,,,,
M35,0,1,135,M35P2,1,1,0,,1,1,3,3,0,0,8.8,,,
M35,0,1,135,M35P2,0,2,,,,,,,,,,,,
M35,0,1,135,M35P2,0,3,,,,,,,,,,,,
M35,0,1,135,M35P2,0,4,,,,,,,,,,,,
M35,0,1,135,M35P2,0,5,,,,,,,,,,,,
M35,0,1,135,M35P3,1,1,0,,3,1,3,3,0,0,7.7,,,
M35,0,1,135,M35P3,0,2,,,,,,,,,,,,
M35,0,1,135,M35P3,0,3,,,,,,,,,,,,
M35,0,1,135,M35P3,0,4,,,,,,,,,,,,
M35,0,1,135,M35P3,0,5,,,,,,,,,,,,
M35,0,1,135,M35P4,0,1,,,,,,,,,,,,
M35,0,1,135,M35P4,0,2,,,,,,,,,,,,
M35,0,1,135,M35P4,0,3,,,,,,,,,,,,
M35,0,1,135,M35P4,0,4,,,,,,,,,,,,
M35,0,1,135,M35P4,0,5,,,,,,,,,,,,
M35,0,1,135,M35P5,0,1,,,,,,,,,,,,
M35,0,1,135,M35P5,0,2,,,,,,,,,,,,
M35,0,1,135,M35P5,0,3,,,,,,,,,,,,
M35,0,1,135,M35P5,0,4,,,,,,,,,,,,
M35,0,1,135,M35P5,0,5,,,,,,,,,,,,
G06,0,0,137,G06P1,1,1,0,0,1,0,1,2,0,1,10.4,,,
G06,0,0,137,G06P1,0,2,2,0,1,,2,2,0,1,19.2,,,
G06,0,0,137,G06P1,0,3,4,0,1,,2,2,1,1,33.2,,,
G06,0,0,137,G06P1,0,4,7,0,1,,2,2,0,1,59.9,19.9,27,
G06,0,0,137,G06P1,0,5,14,0,1,,2,2,,1,126.8,,,29
G06,0,0,137,G06P2,0,1,,,,,,,,,,,,
G06,0,0,137,G06P2,1,2,0,0,2,0,2,2,0,0.67,7.5,,,
G06,0,0,137,G06P2,0,3,2,0,2,,2,2,0,0.67,11.6,,,
G06,0,0,137,G06P2,0,4,5,0,2,,2,2,0.67,0.67,21.9,13.1,16,
G06,0,0,137,G06P2,0,5,12,0,2,,2,2,,0.67,79.9,,,
G06,0,0,137,G06P3,0,1,,,,,,,,,,,,
G06,0,0,137,G06P3,0,2,,,,,,,,,,,,
G06,0,0,137,G06P3,0,3,,,,,,,,,,,,
G06,0,0,137,G06P3,0,4,,,,,,,,,,,,
G06,0,0,137,G06P3,0,5,,,,,,,,,,,,
G06,0,0,137,G06P4,0,1,,,,,,,,,,,,
G06,0,0,137,G06P4,0,2,,,,,,,,,,,,
G06,0,0,137,G06P4,0,3,,,,,,,,,,,,
G06,0,0,137,G06P4,0,4,,,,,,,,,,,,
G06,0,0,137,G06P4,0,5,,,,,,,,,,,,
G06,0,0,137,G06P5,0,1,,,,,,,,,,,,
G06,0,0,137,G06P5,0,2,,,,,,,,,,,,
G06,0,0,137,G06P5,0,3,,,,,,,,,,,,
G06,0,0,137,G06P5,0,4,,,,,,,,,,,,
G06,0,0,137,G06P5,0,5,,,,,,,,,,,,
G16,1,0,137,G16P1,1,1,1,0,1,0,4,5,0,0.33,15.6,,,
G16,1,0,137,G16P1,0,2,3,0,1,,4,5,0,0.33,31.8,,,
G16,1,0,137,G16P1,0,3,5,0,1,,5,5,0.33,0.33,54.3,,,
G16,1,0,137,G16P1,0,4,8,0,1,,4,5,0.33,0.33,79.6,21.5,34,
G16,1,0,137,G16P1,0,5,15,0,1,,4,5,,0.33,123.4,,,40
G16,1,0,137,G16P2,1,1,1,1,2,0,4,5,0,0,15.2,,,
G16,1,0,137,G16P2,0,2,3,1,2,,4,5,0,0,28.8,,,
G16,1,0,137,G16P2,0,3,5,1,2,,5,5,0,0,40,,,
G16,1,0,137,G16P2,0,4,8,1,2,,4,5,0,0,74.4,23.3,33,
G16,1,0,137,G16P2,0,5,15,1,2,,4,5,,0,118.4,,,38
G16,1,0,137,G16P3,1,1,1,0,3,0,4,5,0,0.67,13.4,,,
G16,1,0,137,G16P3,0,2,3,0,3,,4,5,0.67,0.67,21.6,,,
G16,1,0,137,G16P3,0,3,5,0,3,,5,5,0,0.67,34.1,,,
G16,1,0,137,G16P3,0,4,8,0,3,,4,5,0.33,0.67,52.3,19.5,27,
G16,1,0,137,G16P3,0,5,15,0,3,,4,5,,0.67,94.4,,,26
G16,1,0,137,G16P4,1,1,0,0,4,0,4,5,0,0,10.6,,,
G16,1,0,137,G16P4,0,2,2,0,4,,4,5,0,0,17.7,,,
G16,1,0,137,G16P4,0,3,4,0,4,,5,5,0,0,32.5,,,
G16,1,0,137,G16P4,0,4,7,0,4,,4,5,0,0,51.2,18.6,26,
G16,1,0,137,G16P4,0,5,14,0,4,,4,5,,0,106.2,,,25
G16,1,0,137,G16P5,0,1,,,,,,,,,,,,
G16,1,0,137,G16P5,0,2,,,,,,,,,,,,
G16,1,0,137,G16P5,1,3,0,,5,1,5,5,0,0,9,,,
G16,1,0,137,G16P5,0,4,,,,,,,,,,,,
G16,1,0,137,G16P5,0,5,,,,,,,,,,,,
G33,0,0,137,G33P1,1,1,2,1,3,0,4,4,0,0,22.1,,,
G33,0,0,137,G33P1,0,2,4,1,3,,4,4,0,0,35.2,,,
G33,0,0,137,G33P1,0,3,6,1,3,,3,4,0,0,55.2,,,
G33,0,0,137,G33P1,0,4,9,1,3,,3,4,0,0,79.9,24.6,37,
G33,0,0,137,G33P1,0,5,16,1,3,,3,4,,0,116.2,,,41
G33,0,0,137,G33P2,1,1,2,,4,1,4,4,0,0,17.2,,,
G33,0,0,137,G33P2,0,2,4,,4,,4,4,0,0,26.2,,,
G33,0,0,137,G33P2,0,3,,,,,,,,,,,,
G33,0,0,137,G33P2,0,4,,,,,,,,,,,,
G33,0,0,137,G33P2,0,5,,,,,,,,,,,,
G33,0,0,137,G33P3,1,1,2,0,1,0,4,4,0,0.33,25.9,,,
G33,0,0,137,G33P3,0,2,4,0,1,,4,4,0,0.33,40.9,,,
G33,0,0,137,G33P3,0,3,6,0,1,,3,4,0,0.33,55.8,,,
G33,0,0,137,G33P3,0,4,9,0,1,,3,4,0.33,0.33,80.5,22.6,37,
G33,0,0,137,G33P3,0,5,16,0,1,,3,4,,0.33,118.2,,,43
G33,0,0,137,G33P4,1,1,2,1,2,0,4,4,0,0,22.8,,,
G33,0,0,137,G33P4,0,2,4,1,2,,4,4,0,0,38.1,,,
G33,0,0,137,G33P4,0,3,6,1,2,,3,4,0,0,54.4,,,
G33,0,0,137,G33P4,0,4,9,1,2,,3,4,0,0,76,23.4,35,
G33,0,0,137,G33P4,0,5,16,1,2,,3,4,,0,109.8,,,38
G33,0,0,137,G33P5,0,1,,,,,,,,,,,,
G33,0,0,137,G33P5,0,2,,,,,,,,,,,,
G33,0,0,137,G33P5,0,3,,,,,,,,,,,,
G33,0,0,137,G33P5,0,4,,,,,,,,,,,,
