NID,FS,ND,LD,PID,NS,SES,AGE,SE,RA,MO,BS,BSM,EC,ECM,BM,TA,FA,FE
G33,0,0,137,G33P5,0,5,,,,,,,,,,,,
G39,1,0,137,G39P1,1,1,0,0,2,0,4,5,0.33,0.33,10.2,,,
G39,1,0,137,G39P1,0,2,3,0,2,,5,5,0,0.33,26.6,,,
G39,1,0,137,G39P1,0,3,5,0,2,,5,5,0,0.33,41.8,,,
G39,1,0,137,G39P1,0,4,7,0,2,,5,5,0,0.33,61.4,20.8,30,
G39,1,0,137,G39P1,0,5,17,0,2,,4,5,,0.33,117.6,,,46
G39,1,0,137,G39P2,1,1,0,1,3,0,4,5,0,0,9.7,,,
G39,1,0,137,G39P2,0,2,3,1,3,,5,5,0,0,23.1,,,
G39,1,0,137,G39P2,0,3,5,1,3,,5,5,0,0,37.9,,,
G39,1,0,137,G39P2,0,4,7,1,3,,5,5,0,0,55.6,21,28,
G39,1,0,137,G39P2,0,5,17,1,3,,4,5,,0,121,,,40
G39,1,0,137,G39P3,1,1,0,1,4,0,4,5,0,0,9.2,,,
G39,1,0,137,G39P3,0,2,3,1,4,,5,5,0,0,22.9,,,
G39,1,0,137,G39P3,0,3,5,1,4,,5,5,0,0,38.4,,,
G39,1,0,137,G39P3,0,4,7,1,4,,5,5,0,0,59.2,21.1,30,
G39,1,0,137,G39P3,0,5,17,1,4,,4,5,,0,113.6,,,45
G39,1,0,137,G39P4,1,1,0,0,1,0,4,5,0,0,11.4,,,
G39,1,0,137,G39P4,0,2,3,0,1,,5,5,0,0,27,,,
G39,1,0,137,G39P4,0,3,5,0,1,,5,5,0,0,43.7,,,
G39,1,0,137,G39P4,0,4,7,0,1,,5,5,0,0,61.2,21.4,30,
G39,1,0,137,G39P4,0,5,17,0,1,,4,5,,0,120.3,,,45
G39,1,0,137,G39P5,0,1,,,,,,,,,,,,
G39,1,0,137,G39P5,1,2,1,1,5,1,5,5,0,0,10,,,
G39,1,0,137,G39P5,0,3,3,1,5,,5,5,0,0,11.8,,,
G39,1,0,137,G39P5,0,4,5,1,5,,5,5,0,0,20.5,14.8,18,
G39,1,0,137,G39P5,0,5,,,,,,,,,,,,
G56,0,0,137,G56P1,1,1,1,1,2,0,3,3,0,0,13.6,,,
G56,0,0,137,G56P1,0,2,3,1,2,,3,3,0,0,26.5,,,
G56,0,0,137,G56P1,0,3,6,1,2,,3,3,0,0,49.4,,,
G56,0,0,137,G56P1,0,4,8,1,2,,3,3,0,0,71.5,21.9,33,
G56,0,0,137,G56P1,0,5,15,1,2,,3,3,,0,109.9,,,39
G56,0,0,137,G56P2,1,1,1,1,1,0,3,3,0.33,0.33,14.3,,,
G56,0,0,137,G56P2,0,2,3,1,1,,3,3,0,0.33,26.2,,,
G56,0,0,137,G56P2,0,3,6,1,1,,3,3,0,0.33,49.5,,,
G56,0,0,137,G56P2,0,4,8,1,1,,3,3,0,0.33,72.6,22.2,34,
G56,0,0,137,G56P2,0,5,15,1,1,,3,3,,0.33,111.3,,,36
G56,0,0,137,G56P3,1,1,0,0,3,0,3,3,0,0,10.6,,,
G56,0,0,137,G56P3,0,2,2,0,3,,3,3,0,0,20,,,
G56,0,0,137,G56P3,0,3,5,0,3,,3,3,0,0,35,,,
G56,0,0,137,G56P3,0,4,7,0,3,,3,3,0,0,59.4,19.3,30,
G56,0,0,137,G56P3,0,5,14,0,3,,3,3,,0,98.6,,,28
G56,0,0,137,G56P4,0,1,,,,,,,,,,,,
G56,0,0,137,G56P4,0,2,,,,,,,,,,,,
G56,0,0,137,G56P4,0,3,,,,,,,,,,,,
G56,0,0,137,G56P4,0,4,,,,,,,,,,,,
G56,0,0,137,G56P4,0,5,,,,,,,,,,,,
G56,0,0,137,G56P5,0,1,,,,,,,,,,,,
G56,0,0,137,G56P5,0,2,,,,,,,,,,,,
G56,0,0,137,G56P5,0,3,,,,,,,,,,,,
G56,0,0,137,G56P5,0,4,,,,,,,,,,,,
G56,0,0,137,G56P5,0,5,,,,,,,,,,,,
G58,1,0,137,G58P1,1,1,1,0,1,0,3,4,1,1.67,12.8,,,
G58,1,0,137,G58P1,0,2,3,0,1,,4,4,1.67,1.67,23,,,
G58,1,0,137,G58P1,0,3,6,0,1,,4,4,0.67,1.67,42,,,
G58,1,0,137,G58P1,0,4,8,0,1,,4,4,0,1.67,68.3,21.9,32,
G58,1,0,137,G58P1,0,5,15,0,1,,3,4,,1.67,115.5,,,38
G58,1,0,137,G58P2,1,1,1,0,2,0,3,4,0.33,1,11.5,,,
G58,1,0,137,G58P2,0,2,3,0,2,,4,4,1,1,20.2,,,
G58,1,0,137,G58P2,0,3,6,0,2,,4,4,0.33,1,41.4,,,
G58,1,0,137,G58P2,0,4,8,0,2,,4,4,0,1,59.6,20.6,31,
G58,1,0,137,G58P2,0,5,15,0,2,,3,4,,1,112.3,,,37
G58,1,0,137,G58P3,1,1,1,0,3,0,3,4,0.33,0.33,10.5,,,
G58,1,0,137,G58P3,0,2,3,0,3,,4,4,0,0.33,18.1,,,
G58,1,0,137,G58P3,0,3,6,0,3,,4,4,0,0.33,38.3,,,
G58,1,0,137,G58P3,0,4,8,0,3,,4,4,0.33,0.33,55.6,20.7,29,
G58,1,0,137,G58P3,0,5,15,0,3,,3,4,,0.33,112.7,,,32
G58,1,0,137,G58P4,0,1,,,,,,,,,,,,
G58,1,0,137,G58P4,1,2,1,1,4,1,4,4,0,0,10.9,,,
G58,1,0,137,G58P4,0,3,4,1,4,,4,4,0,0,20.8,,,
G58,1,0,137,G58P4,0,4,6,1,4,,4,4,0,0,28.6,16.1,23,
G58,1,0,137,G58P4,0,5,,,,,,,,,,,,
G58,1,0,137,G58P5,0,1,,,,,,,,,,,,
G58,1,0,137,G58P5,0,2,,,,,,,,,,,,
G58,1,0,137,G58P5,0,3,,,,,,,,,,,,
G58,1,0,137,G58P5,0,4,,,,,,,,,,,,
G58,1,0,137,G58P5,0,5,,,,,,,,,,,,
P06,1,0,138,P06P1,1,1,1,0,3,0,3,3,0.67,0.67,11.2,,,
P06,1,0,138,P06P1,0,2,3,0,3,,3,3,0,0.67,15.1,,,
P06,1,0,138,P06P1,0,3,5,0,3,,3,3,0,0.67,26.5,,,
P06,1,0,138,P06P1,0,4,8,0,3,,3,3,0.33,0.67,57.5,18.3,24,
P06,1,0,138,P06P1,0,5,16,0,3,,3,3,,0.67,102.4,,,35
P06,1,0,138,P06P2,1,1,1,0,2,0,3,3,0.33,1.67,20,,,
P06,1,0,138,P06P2,0,2,3,0,2,,3,3,0.67,1.67,30.9,,,
P06,1,0,138,P06P2,0,3,5,0,2,,3,3,0.33,1.67,52.1,,,
P06,1,0,138,P06P2,0,4,8,0,2,,3,3,1.67,1.67,88.5,22.4,36,
P06,1,0,138,P06P2,0,5,16,0,2,,3,3,,1.67,132.2,,,50
P06,1,0,138,P06P3,1,1,1,0,1,0,3,3,0.67,0.67,24.3,,,
P06,1,0,138,P06P3,0,2,3,0,1,,3,3,0,0.67,36,,,
P06,1,0,138,P06P3,0,3,5,0,1,,3,3,0,0.67,54.6,,,
P06,1,0,138,P06P3,0,4,8,0,1,,3,3,0,0.67,92.9,24,37,
P06,1,0,138,P06P3,0,5,16,0,1,,3,3,,0.67,129.9,,,55
P06,1,0,138,P06P4,0,1,,,,,,,,,,,,
P06,1,0,138,P06P4,0,2,,,,,,,,,,,,
P06,1,0,138,P06P4,0,3,,,,,,,,,,,,
P06,1,0,138,P06P4,0,4,,,,,,,,,,,,
P06,1,0,138,P06P4,0,5,,,,,,,,,,,,
P06,1,0,138,P06P5,0,1,,,,,,,,,,,,
P06,1,0,138,P06P5,0,2,,,,,,,,,,,,
P06,1,0,138,P06P5,0,3,,,,,,,,,,,,
P06,1,0,138,P06P5,0,4,,,,,,,,,,,,
P06,1,0,138,P06P5,0,5,,,,,,,,,,,,
P01,0,0,138,P01P1,1,1,3,1,2,0,4,4,0,0.33,30.8,,,
P01,0,0,138,P01P1,0,2,5,1,2,,4,4,0,0.33,47.7,,,
P01,0,0,138,P01P1,0,3,7,1,2,,4,4,0,0.33,59.7,,,
P01,0,0,138,P01P1,0,4,10,1,2,,4,4,0.33,0.33,92.1,26,42,
P01,0,0,138,P01P1,0,5,16,1,2,,4,4,,0.33,123.5,,,51
P01,0,0,138,P01P2,1,1,3,0,3,0,4,4,0,0.33,28.6,,,
P01,0,0,138,P01P2,0,2,5,0,3,,4,4,0,0.33,45.7,,,
P01,0,0,138,P01P2,0,3,7,0,3,,4,4,0,0.33,55.5,,,
P01,0,0,138,P01P2,0,4,10,0,3,,4,4,0.33,0.33,93.2,26.2,40,
P01,0,0,138,P01P2,0,5,16,0,3,,4,4,,0.33,120,,,47
P01,0,0,138,P01P3,1,1,2,1,4,0,4,4,0.67,0.67,14.5,,,
P01,0,0,138,P01P3,0,2,4,1,4,,4,4,0,0.67,50.3,,,
P01,0,0,138,P01P3,0,3,6,1,4,,4,4,0,0.67,39.6,,,
P01,0,0,138,P01P3,0,4,9,1,4,,4,4,0,0.67,59.3,23,32,
P01,0,0,138,P01P3,0,5,15,1,4,,4,4,,0.67,106.7,,,28
P01,0,0,138,P01P4,1,1,3,1,1,0,4,4,0,0,31.2,,,
P01,0,0,138,P01P4,0,2,5,1,1,,4,4,0,0,26,,,
P01,0,0,138,P01P4,0,3,7,1,1,,4,4,0,0,61.9,,,
P01,0,0,138,P01P4,0,4,10,1,1,,4,4,0,0,93.7,27.2,42,
P01,0,0,138,P01P4,0,5,16,1,1,,4,4,,0,116.5,,,51
P01,0,0,138,P01P5,0,1,,,,,,,,,,,,
P01,0,0,138,P01P5,0,2,,,,,,,,,,,,
P01,0,0,138,P01P5,0,3,,,,,,,,,,,,
P01,0,0,138,P01P5,0,4,,,,,,,,,,,,
P01,0,0,138,P01P5,0,5,,,,,,,,,,,,
P17,0,1,138,P17P1,1,1,0,,2,1,3,3,0,0,12.4,,,
P17,0,1,138,P17P1,0,2,,,,,,,,,,,,
P17,0,1,138,P17P1,0,3,,,,,,,,,,,,
P17,0,1,138,P17P1,0,4,,,,,,,,,,,,
P17,0,1,138,P17P1,0,5,,,,,,,,,,,,
P17,0,1,138,P17P2,1,1,0,,3,1,3,3,0,0,12,,,
P17,0,1,138,P17P2,0,2,,,,,,,,,,,,
P17,0,1,138,P17P2,0,3,,,,,,,,,,,,
P17,0,1,138,P17P2,0,4,,,,,,,,,,,,
P17,0,1,138,P17P2,0,5,,,,,,,,,,,,
P17,0,1,138,P17P3,1,1,0,,1,1,3,3,0,0,13.4,,,
P17,0,1,138,P17P3,0,2,,,,,,,,,,,,
P17,0,1,138,P17P3,0,3,,,,,,,,,,,,
P17,0,1,138,P17P3,0,4,,,,,,,,,,,,
P17,0,1,138,P17P3,0,5,,,,,,,,,,,,
P17,0,1,138,P17P4,0,1,,,,,,,,,,,,
P17,0,1,138,P17P4,0,2,,,,,,,,,,,,
P17,0,1,138,P17P4,0,3,,,,,,,,,,,,
P17,0,1,138,P17P4,0,4,,,,,,,,,,,,
P17,0,1,138,P17P4,0,5,,,,,,,,,,,,
P17,0,1,138,P17P5,0,1,,,,,,,,,,,,
P17,0,1,138,P17P5,0,2,,,,,,,,,,,,
P17,0,1,138,P17P5,0,3,,,,,,,,,,,,
P17,0,1,138,P17P5,0,4,,,,,,,,,,,,
P17,0,1,138,P17P5,0,5,,,,,,,,,,,,
P19,0,0,138,P19P1,1,1,0,,3,1,3,3,0,0,11.8,,,
P19,0,0,138,P19P1,0,2,2,,3,,3,3,0,0,19.6,,,
P19,0,0,138,P19P1,0,3,,,,,,,,,,,,
P19,0,0,138,P19P1,0,4,,,,,,,,,,,,
P19,0,0,138,P19P1,0,5,,,,,,,,,,,,
P19,0,0,138,P19P2,1,1,0,1,1,0,3,3,0,0.67,13.9,,,
P19,0,0,138,P19P2,0,2,2,1,1,,3,3,0.67,0.67,22.8,,,
P19,0,0,138,P19P2,0,3,5,1,1,,2,3,0.67,0.67,50.3,,,
P19,0,0,138,P19P2,0,4,7,1,1,,2,3,0,0.67,70.1,20.9,33,
P19,0,0,138,P19P2,0,5,15,1,1,,2,3,,0.67,117.4,,,41
P19,0,0,138,P19P3,1,1,0,0,2,0,3,3,0,0.33,12.5,,,
P19,0,0,138,P19P3,0,2,2,0,2,,3,3,0.33,0.33,21.2,,,
P19,0,0,138,P19P3,0,3,5,0,2,,2,3,0,0.33,49.5,,,
P19,0,0,138,P19P3,0,4,7,0,2,,2,3,0,0.33,69.4,22.1,30,
P19,0,0,138,P19P3,0,5,15,0,2,,2,3,,0.33,114.3,,,42
P19,0,0,138,P19P4,0,1,,,,,,,,,,,,
P19,0,0,138,P19P4,0,2,,,,,,,,,,,,
P19,0,0,138,P19P4,0,3,,,,,,,,,,,,
P19,0,0,138,P19P4,0,4,,,,,,,,,,,,
P19,0,0,138,P19P4,0,5,,,,,,,,,,,,
P19,0,0,138,P19P5,0,1,,,,,,,,,,,,
P19,0,0,138,P19P5,0,2,,,,,,,,,,,,
P19,0,0,138,P19P5,0,3,,,,,,,,,,,,
P19,0,0,138,P19P5,0,4,,,,,,,,,,,,
P19,0,0,138,P19P5,0,5,,,,,,,,,,,,
P21,1,0,138,P21P1,1,1,1,1,1,0,2,2,0,0.67,15.8,,,
P21,1,0,138,P21P1,0,2,3,1,1,,2,2,0.67,0.67,24.4,,,
P21,1,0,138,P21P1,0,3,5,1,1,,2,2,0,0.67,37.6,,,
P21,1,0,138,P21P1,0,4,8,1,1,,1,2,0.67,0.67,73.7,19.9,28,
P21,1,0,138,P21P1,0,5,16,1,1,,1,2,,0.67,101.3,,,35
P21,1,0,138,P21P2,1,1,1,,2,1,2,2,0,0.33,10.4,,,
P21,1,0,138,P21P2,0,2,3,,2,,2,2,0,0.33,13.4,,,
P21,1,0,138,P21P2,0,3,5,,2,,2,2,0.33,0.33,20.5,,,
P21,1,0,138,P21P2,0,4,,,,,,,,,,,,
P21,1,0,138,P21P2,0,5,,,,,,,,,,,,
P21,1,0,138,P21P3,0,1,,,,,,,,,,,,
P21,1,0,138,P21P3,0,2,,,,,,,,,,,,
P21,1,0,138,P21P3,0,3,,,,,,,,,,,,
P21,1,0,138,P21P3,0,4,,,,,,,,,,,,
P21,1,0,138,P21P3,0,5,,,,,,,,,,,,
P21,1,0,138,P21P4,0,1,,,,,,,,,,,,
P21,1,0,138,P21P4,0,2,,,,,,,,,,,,
P21,1,0,138,P21P4,0,3,,,,,,,,,,,,
P21,1,0,138,P21P4,0,4,,,,,,,,,,,,
P21,1,0,138,P21P4,0,5,,,,,,,,,,,,
P21,1,0,138,P21P5,0,1,,,,,,,,,,,,
P21,1,0,138,P21P5,0,2,,,,,,,,,,,,
P21,1,0,138,P21P5,0,3,,,,,,,,,,,,
P21,1,0,138,P21P5,0,4,,,,,,,,,,,,
P21,1,0,138,P21P5,0,5,,,,,,,,,,,,
P22,0,0,138,P22P1,1,1,2,1,3,0,4,4,1.33,1.33,20.9,,,
P22,0,0,138,P22P1,0,2,4,1,3,,4,4,0.67,1.33,29.1,,,
P22,0,0,138,P22P1,0,3,6,1,3,,4,4,0.67,1.33,49.4,,,
P22,0,0,138,P22P1,0,4,9,1,3,,4,4,0.67,1.33,81.3,23.8,32,
P22,0,0,138,P22P1,0,5,17,1,3,,4,4,,1.33,99.4,,,44
P22,0,0,138,P22P2,1,1,2,0,1,0,4,4,0.67,0.67,28.6,,,
P22,0,0,138,P22P2,0,2,4,0,1,,4,4,0.33,0.67,42,,,
P22,0,0,138,P22P2,0,3,6,0,1,,4,4,0.33,0.67,61.9,,,
P22,0,0,138,P22P2,0,4,9,0,1,,4,4,0,0.67,99,22.6,40,
P22,0,0,138,P22P2,0,5,17,0,1,,4,4,,0.67,106.7,,,50
P22,0,0,138,P22P3,1,1,1,1,4,0,4,4,0.33,0.33,12.1,,,
P22,0,0,138,P22P3,0,2,3,1,4,,4,4,0,0.33,15.3,,,
P22,0,0,138,P22P3,0,3,5,1,4,,4,4,0.33,0.33,24.1,,,
P22,0,0,138,P22P3,0,4,8,1,4,,4,4,0,0.33,40,18.7,23,
P22,0,0,138,P22P3,0,5,16,1,4,,4,4,,0.33,75.8,,,25
P22,0,0,138,P22P4,1,1,2,1,2,0,4,4,1,1,28.1,,,
P22,0,0,138,P22P4,0,2,4,1,2,,4,4,0.5,1,35.2,,,
P22,0,0,138,P22P4,0,3,6,1,2,,4,4,0,1,50.6,,,
P22,0,0,138,P22P4,0,4,9,1,2,,4,4,0,1,79.4,24.1,34,
P22,0,0,138,P22P4,0,5,17,1,2,,4,4,,1,104.7,,,48
P22,0,0,138,P22P5,0,1,,,,,,,,,,,,
P22,0,0,138,P22P5,0,2,,,,,,,,,,,,
P22,0,0,138,P22P5,0,3,,,,,,,,,,,,
P22,0,0,138,P22P5,0,4,,,,,,,,,,,,
P22,0,0,138,P22P5,0,5,,,,,,,,,,,,
P23,0,0,138,P23P1,1,1,0,0,1,0,1,3,0,1.33,12.2,,,
P23,0,0,138,P23P1,0,2,2,0,1,,3,3,1.33,1.33,17.5,,,
P23,0,0,138,P23P1,0,3,5,0,1,,3,3,0,1.33,46,,,
P23,0,0,138,P23P1,0,4,7,0,1,,3,3,0,1.33,63.4,20.6,30,
P23,0,0,138,P23P1,0,5,15,0,1,,3,3,,1.33,106.3,,,32
P23,0,0,138,P23P2,0,1,,,,,,,,,,,,
P23,0,0,138,P23P2,1,2,2,0,2,0,3,3,0.33,0.67,16.8,,,
P23,0,0,138,P23P2,0,3,5,0,2,,3,3,0.67,0.67,41.8,,,
P23,0,0,138,P23P2,0,4,7,0,2,,3,3,0,0.67,55.3,21,29,
P23,0,0,138,P23P2,0,5,15,0,2,,3,3,,0.67,80,,,32
P23,0,0,138,P23P3,0,1,,,,,,,,,,,,
P23,0,0,138,P23P3,1,2,1,0,3,0,3,3,0.33,0.33,14.1,,,
P23,0,0,138,P23P3,0,3,4,0,3,,3,3,0,0.33,36.5,,,
P23,0,0,138,P23P3,0,4,6,0,3,,3,3,0.33,0.33,46.7,19.6,26,
P23,0,0,138,P23P3,0,5,14,0,3,,3,3,,0.33,85.2,,,23
P23,0,0,138,P23P4,0,1,,,,,,,,,,,,
P23,0,0,138,P23P4,0,2,,,,,,,,,,,,
P23,0,0,138,P23P4,0,3,,,,,,,,,,,,
P23,0,0,138,P23P4,0,4,,,,,,,,,,,,
P23,0,0,138,P23P4,0,5,,,,,,,,,,,,
P23,0,0,138,P23P5,0,1,,,,,,,,,,,,
P23,0,0,138,P23P5,0,2,,,,,,,,,,,,
P23,0,0,138,P23P5,0,3,,,,,,,,,,,,
P23,0,0,138,P23P5,0,4,,,,,,,,,,,,
P23,0,0,138,P23P5,0,5,,,,,,,,,,,,
P40,1,0,138,P40P1,1,1,1,1,3,0,3,3,0.33,1,11.4,,,
P40,1,0,138,P40P1,0,2,3,1,3,,3,3,0.33,1,19.4,,,
P40,1,0,138,P40P1,0,3,5,1,3,,3,3,1,1,31.3,,,
P40,1,0,138,P40P1,0,4,8,1,3,,3,3,1,1,66.1,20.6,30,
P40,1,0,138,P40P1,0,5,16,1,3,,3,3,,1,150,,,45
P40,1,0,138,P40P2,1,1,1,1,1,0,3,3,1.67,1.67,14.1,,,
P40,1,0,138,P40P2,0,2,3,1,1,,3,3,0.33,1.67,24,,,
P40,1,0,138,P40P2,0,3,5,1,1,,3,3,0.67,1.67,37.5,,,
P40,1,0,138,P40P2,0,4,8,1,1,,3,3,0.67,1.67,74.1,21.6,34,
P40,1,0,138,P40P2,0,5,16,1,1,,3,3,,1.67,155.9,,,50
P40,1,0,138,P40P3,1,1,1,1,2,0,3,3,1.67,1.67,13.8,,,
P40,1,0,138,P40P3,0,2,3,1,2,,3,3,0.33,1.67,23.7,,,
P40,1,0,138,P40P3,0,3,5,1,2,,3,3,0.33,1.67,34.6,,,
P40,1,0,138,P40P3,0,4,8,1,2,,3,3,0,1.67,70.3,20.6,31,
P40,1,0,138,P40P3,0,5,16,1,2,,3,3,,1.67,147.4,,,47
P40,1,0,138,P40P4,0,1,,,,,,,,,,,,
P40,1,0,138,P40P4,0,2,,,,,,,,,,,,
P40,1,0,138,P40P4,0,3,,,,,,,,,,,,
P40,1,0,138,P40P4,0,4,,,,,,,,,,,,
P40,1,0,138,P40P4,0,5,,,,,,,,,,,,
P40,1,0,138,P40P5,0,1,,,,,,,,,,,,
P40,1,0,138,P40P5,0,2,,,,,,,,,,,,
P40,1,0,138,P40P5,0,3,,,,,,,,,,,,
P40,1,0,138,P40P5,0,4,,,,,,,,,,,,
P40,1,0,138,P40P5,0,5,,,,,,,,,,,,
P46,1,0,138,P46P1,1,1,0,1,2,0,3,3,0,0,10.3,,,
P46,1,0,138,P46P1,0,2,3,1,2,,3,3,0,0,26.2,,,
P46,1,0,138,P46P1,0,3,5,1,2,,3,3,0,0,39,,,
P46,1,0,138,P46P1,0,4,7,1,2,,3,3,0,0,52,19.8,24,
P46,1,0,138,P46P1,0,5,16,1,2,,3,3,,0,91.3,,,33
P46,1,0,138,P46P2,1,1,0,0,1,0,3,3,0.33,0.33,11,,,
P46,1,0,138,P46P2,0,2,3,0,1,,3,3,0,0.33,26.3,,,
P46,1,0,138,P46P2,0,3,5,0,1,,3,3,0.33,0.33,44.3,,,
P46,1,0,138,P46P2,0,4,7,0,1,,3,3,0,0.33,56.1,20.7,27,
P46,1,0,138,P46P2,0,5,16,0,1,,3,3,,0.33,114.9,,,39
P46,1,0,138,P46P3,1,1,0,0,3,0,3,3,0,0.33,8.9,,,
P46,1,0,138,P46P3,0,2,3,0,3,,3,3,0,0.33,23.4,,,
P46,1,0,138,P46P3,0,3,5,0,3,,3,3,0,0.33,38.1,,,
P46,1,0,138,P46P3,0,4,7,0,3,,3,3,0.33,0.33,51.1,20.2,23,
P46,1,0,138,P46P3,0,5,16,0,3,,3,3,,0.33,102.1,,,37
P46,1,0,138,P46P4,0,1,,,,,,,,,,,,
P46,1,0,138,P46P4,0,2,,,,,,,,,,,,
P46,1,0,138,P46P4,0,3,,,,,,,,,,,,
P46,1,0,138,P46P4,0,4,,,,,,,,,,,,
P46,1,0,138,P46P4,0,5,,,,,,,,,,,,
P46,1,0,138,P46P5,0,1,,,,,,,,,,,,
P46,1,0,138,P46P5,0,2,,,,,,,,,,,,
P46,1,0,138,P46P5,0,3,,,,,,,,,,,,
P46,1,0,138,P46P5,0,4,,,,,,,,,,,,
P46,1,0,138,P46P5,0,5,,,,,,,,,,,,
P47,0,0,138,P47P1,1,1,0,0,1,0,2,3,,1,10.6,,,
P47,0,0,138,P47P1,0,2,2,0,1,,3,3,1,1,20.6,,,
P47,0,0,138,P47P1,0,3,4,0,1,,3,3,0,1,32.6,,,
P47,0,0,138,P47P1,0,4,7,0,1,,3,3,0,1,61.3,18.8,25.6,
P47,0,0,138,P47P1,0,5,14,0,1,,3,3,,1,115.7,,,31
P47,0,0,138,P47P2,1,1,0,0,2,0,2,3,,0,10,,,
P47,0,0,138,P47P2,0,2,2,0,2,,3,3,0,0,17.4,,,
P47,0,0,138,P47P2,0,3,4,0,2,,3,3,0,0,27.8,,,
P47,0,0,138,P47P2,0,4,7,0,2,,3,3,0,0,58.9,20.3,25.5,
P47,0,0,138,P47P2,0,5,14,0,2,,3,3,,0,126.9,,,31
P47,0,0,138,P47P3,0,1,,1,3,0,2,3,,0.33,,,,
P47,0,0,138,P47P3,1,2,0,1,3,,3,3,0.33,0.33,16.9,,,
P47,0,0,138,P47P3,0,3,2,1,3,,3,3,0.33,0.33,27.4,,,
P47,0,0,138,P47P3,0,4,5,1,3,,3,3,0,0.33,57.6,22.2,24.9,
P47,0,0,138,P47P3,0,5,12,1,3,,3,3,,0.33,115.8,,,27
P47,0,0,138,P47P4,0,1,,,,,,,,,,,,
P47,0,0,138,P47P4,0,2,,,,,,,,,,,,
P47,0,0,138,P47P4,0,3,,,,,,,,,,,,
P47,0,0,138,P47P4,0,4,,,,,,,,,,,,
P47,0,0,138,P47P4,0,5,,,,,,,,,,,,
P47,0,0,138,P47P5,0,1,,,,,,,,,,,,
P47,0,0,138,P47P5,0,2,,,,,,,,,,,,
P47,0,0,138,P47P5,0,3,,,,,,,,,,,,
P47,0,0,138,P47P5,0,4,,,,,,,,,,,,
P47,0,0,138,P47P5,0,5,,,,,,,,,,,,
P51,1,0,138,P51P1,1,1,1,0,3,0,3,3,0,0,10.1,,,
P51,1,0,138,P51P1,0,2,4,0,3,,3,3,0,0,27,,,
P51,1,0,138,P51P1,0,3,6,0,3,,3,3,0,0,40.5,,,
P51,1,0,138,P51P1,0,4,8,0,3,,3,3,0,0,55.2,20.2,26,
P51,1,0,138,P51P1,0,5,17,0,3,,3,3,,0,127.3,,,41
P51,1,0,138,P51P2,1,1,1,0,1,0,3,3,0,2,12.2,,,
P51,1,0,138,P51P2,0,2,4,0,1,,3,3,2,2,33.5,,,
P51,1,0,138,P51P2,0,3,6,0,1,,3,3,0.67,2,48.1,,,
P51,1,0,138,P51P2,0,4,8,0,1,,3,3,0.67,2,62.4,22.8,29,
P51,1,0,138,P51P2,0,5,17,0,1,,3,3,,2,144.2,,,48
P51,1,0,138,P51P3,1,1,1,1,2,0,3,3,0,0.33,10.4,,,
P51,1,0,138,P51P3,0,2,4,1,2,,3,3,0.33,0.33,24.6,,,
P51,1,0,138,P51P3,0,3,6,1,2,,3,3,0,0.33,41.9,,,
P51,1,0,138,P51P3,0,4,8,1,2,,3,3,0,0.33,55.5,21,26,
P51,1,0,138,P51P3,0,5,17,1,2,,3,3,,0.33,137.6,,,42
P51,1,0,138,P51P4,0,1,,,,,,,,,,,,
P51,1,0,138,P51P4,0,2,,,,,,,,,,,,
P51,1,0,138,P51P4,0,3,,,,,,,,,,,,
P51,1,0,138,P51P4,0,4,,,,,,,,,,,,
P51,1,0,138,P51P4,0,5,,,,,,,,,,,,
P51,1,0,138,P51P5,0,1,,,,,,,,,,,,
P51,1,0,138,P51P5,0,2,,,,,,,,,,,,
P51,1,0,138,P51P5,0,3,,,,,,,,,,,,
P51,1,0,138,P51P5,0,4,,,,,,,,,,,,
P51,1,0,138,P51P5,0,5,,,,,,,,,,,,
M02,0,0,138,M02P1,1,1,0,1,2,0,4,5,0,0.33,11.5,,,
M02,0,0,138,M02P1,0,2,2,1,2,,5,5,0,0.33,20.7,,,
M02,0,0,138,M02P1,0,3,5,1,2,,5,5,0,0.33,20.7,,,
M02,0,0,138,M02P1,0,4,7,1,2,,5,5,0.33,0.33,57.9,20.1,28,
M02,0,0,138,M02P1,0,5,15,1,2,,4,5,,0.33,109.6,,,41
M02,0,0,138,M02P2,1,1,0,0,4,0,4,5,0,0,9.9,,,
M02,0,0,138,M02P2,0,2,2,0,4,,5,5,0,0,17.1,,,
M02,0,0,138,M02P2,0,3,5,0,4,,5,5,0,0,17.1,,,
M02,0,0,138,M02P2,0,4,7,0,4,,5,5,0,0,54.3,18,27,
M02,0,0,138,M02P2,0,5,15,0,4,,4,5,,0,95.7,,,38
M02,0,0,138,M02P3,1,1,0,1,1,0,4,5,0,0,16,,,
M02,0,0,138,M02P3,0,2,2,1,1,,5,5,0,0,26.8,,,
M02,0,0,138,M02P3,0,3,5,1,1,,5,5,0,0,26.8,,,
M02,0,0,138,M02P3,0,4,7,1,1,,5,5,0,0,74.9,22,34,
M02,0,0,138,M02P3,0,5,15,1,1,,4,5,,0,116.3,,,50
M02,0,0,138,M02P4,1,1,0,0,3,0,4,5,0,0.33,10.6,,,
M02,0,0,138,M02P4,0,2,2,0,3,,5,5,0.33,0.33,17.4,,,
M02,0,0,138,M02P4,0,3,5,0,3,,5,5,0.33,0.33,17.4,,,
M02,0,0,138,M02P4,0,4,7,0,3,,5,5,0,0.33,55.5,17,22,
