yr,area,ring,ageF,tars,tail,wing,patch,wingwhite,weight,mpatch,mwing,dam,sex
8,13,SA13147,ad,19.7,51.5,82.5,80,54,13.6,*,*,*,M
8,12,NA54602,ad,19.8,51.5,82,110,56,13.4,*,*,LA58760,M
8,1,PA83282,ad,18.9,51,82,70,66,13.2,*,*,*,M
8,10,PA51882,ad,19.3,50,82,80,52,12.8,*,*,NA12940,M
9,8,RA56386,ad,19,54,85,90,51,13,*,*,NA03340,M
9,8,SA71257,juv,19.2,52.5,82,63,14,12.5,*,*,RA92576,M
9,8,RA11096,ad,19.2,53,83,90,63,*,*,*,NA05702,M
9,8,SA29147,juv,19,55,85,80,24,12.7,*,*,SA37947,M
9,8,PA35463,ad,18.4,52,82,100,57,12.5,*,*,NA15302,M
9,8,RA20486,ad,19.5,53.5,84,99,69,12.8,*,*,HA63575,M
9,8,PA20063,ad,18.8,54,84,90,54,12.7,*,*,KA91136,M
9,8,VA44734,juv,19.8,53,83.5,81,24,12.7,*,*,*,M
9,8,SA12457,juv,20.1,52,81,99,11,13,*,*,PA13063,M
9,8,PA18882,ad,19.7,52,84,99,61,12.8,*,*,KA13936,M
9,8,RA70886,ad,19.1,55,85,72,47,12.4,*,*,PA25711,M
9,8,RA70886,ad,19,54,85,72,45,13,*,*,PA25711,M
9,8,SA09257,juv,19.2,52,80.5,70,13,12,*,*,SA37847,M
9,8,SA68147,juv,19.2,53,83,90,27,12.5,*,*,NA41250,M
9,8,SA73847,juv,19.6,50.5,81,99,25,13.1,*,*,*,M
9,8,RA53386,ad,19.2,52,83,80,67,13,*,*,NA04840,M
9,8,VA43034,ad,19,54,84,72,55,11.5,*,*,*,M
9,8,VA44434,juv,18.9,52,80.5,80,25,*,*,*,*,M
9,8,NA70940,ad,19.9,52,82.5,81,47,12.6,*,*,HA68675,M
9,8,RA73876,ad,19.5,55,84,120,55,13.9,*,*,RA45076,M
9,8,PA20363,ad,18.2,51,84,90,63,12.8,*,*,KA91136,M
9,8,VA46234,juv,19.2,50,82,132,18,13,*,*,*,M
9,8,RA14386,ad,20.3,52.5,83,110,54,12.6,*,*,*,M
9,8,VA44634,ad,20,53,84,90,49,12.6,*,*,*,M
9,8,SA28847,juv,19,50,80,80,17,12.5,*,*,NA49102,M
9,8,NA35240,ad,19.6,54,85,100,49,12.6,*,*,*,M
9,8,RA95886,ad,19.9,54,84,72,47,13.4,*,*,*,M
9,8,SA15839,ad,19.3,51.5,81,99,29,11.3,*,*,*,M
9,8,RA11996,ad,19.7,53,83.5,110,55,13.1,*,*,NA33040,M
9,8,SA92447,juv,19.5,52,81,90,23,13.6,*,*,*,M
9,8,VA42534,juv,18.3,50.5,80,81,16,13.2,*,*,*,M
9,8,PA19382,ad,19.3,54.5,84,81,47,13,*,*,KA11126,M
9,8,PA36063,ad,18.5,53,84,99,47,12.8,*,*,*,M
9,8,RA13396,ad,20.5,54,85,90,40,12.2,*,*,KA38826,M
9,8,VA46134,ad,19.5,52.5,81.5,88,46,12,*,*,*,M
9,8,VA42634,juv,19.2,51.5,84,81,22,11.7,*,*,*,M
9,8,VA44534,juv,19.3,53,82,63,22,11.8,*,*,*,M
9,8,RA22086,ad,20.2,53,83,90,44,13.3,*,*,EA06764,M
9,8,PA00992,ad,19.5,52,82,88,47,13.1,*,*,*,M
9,8,SA30057,juv,19.2,52,79.5,100,25,12.5,*,*,NA37602,M
9,8,SA27947,juv,18.9,53.5,81,49,24,11.8,*,*,*,M
9,8,VA45934,ad,18.5,51,82,63,53,12.9,*,*,*,M
9,8,NA37202,ad,19,52,83.5,54,34,12.1,*,*,*,M
9,8,SA67347,juv,19.7,55,83,72,20,13.5,*,*,*,M
9,8,NA17202,ad,19.2,52,86,110,66,12,*,*,*,M
9,8,VA46334,juv,19.4,52,83.5,72,24,11.6,*,*,*,M
9,8,SA29047,juv,19.5,55,82.5,90,14,13.8,*,*,SA37947,M
9,8,NA28540,ad,19.2,52,83.5,100,52,13,*,*,KA88436,M
9,8,VA46434,juv,20.7,50.5,83,80,25,13,*,*,*,M
9,8,NA28540,ad,19.2,53,84,100,55,*,*,*,KA88436,M
9,7,NA27440,ad,19.9,55.5,84.5,110,68,13.3,*,*,KA71426,M
9,7,VA42934,juv,18.8,50.5,81.5,64,22,14,*,*,*,M
9,7,SA39647,ad,19,50,83,90,44,13.5,*,*,*,M
9,7,KA27636,ad,19.2,52,84,80,58,13.7,*,*,*,M
9,7,PA35963,ad,19.4,52,81,72,49,12.9,*,*,NA86140,M
9,7,SA34947,ad,19.5,54,83,99,32,12.3,*,*,*,M
9,7,RA02586,ad,20.9,52.5,85,100,55,13.7,*,*,*,M
9,7,RA13986,ad,19.1,51,82,80,46,12.5,*,*,*,M
9,7,PA61782,ad,19.2,53,84,90,58,13.2,*,*,*,M
9,7,RA13796,ad,20,54,85,100,71,12.5,*,*,LA37788,M
9,7,SA72857,juv,19.5,51,81,48,27,13.1,*,*,SA11447,M
9,7,SA35347,ad,19.6,53,83,100,47,13.7,*,*,*,M
9,7,VA32434,ad,19.6,51.5,83,81,64,13,*,*,*,M
9,7,SA65257,juv,19.3,52,81.5,63,20,12.4,*,*,RA14186,M
9,7,SA39547,ad,19.3,53,84.5,72,46,11.8,*,*,*,M
9,7,LA7997O,ad,19.3,52,81,56,36,12.3,*,*,*,M
9,7,VA46534,juv,19.9,53,82,72,29,13.3,*,*,*,M
9,7,SA66147,juv,18.1,51.5,79.5,80,20,12.3,*,*,*,M
9,7,PA35382,ad,20.1,54,85,80,55,13.4,*,*,NA34440,M
9,7,RA86186,ad,18.6,52.5,83,80,44,11.6,*,*,RA15486,M
9,7,VA45134,juv,19.6,50.5,82,90,17,11.8,*,*,*,M
9,7,PA75782,ad,19.2,51,81,80,51,12.5,*,*,*,M
9,7,RA46786,ad,19.2,54,84,90,59,13,*,*,NA46202,M
9,7,SA00657,juv,19.1,53,80,72,18,12.1,*,*,SA35247,M
9,7,VA45234,ad,18.4,52,84,110,68,12.6,*,*,*,M
9,7,PA06821,ad,18.8,53.5,82.5,81,58,12.2,*,*,*,M
9,7,SA89157,juv,19.5,*,81,63,16,13.1,*,*,PA31682,M
9,7,TA25810,juv,19.6,54.5,82,81,29,*,*,*,*,M
9,7,SA68447,juv,19.5,53,82,81,24,13.1,*,*,*,M
9,7,SA39347,ad,20,53,85,90,49,13.2,*,*,*,M
9,7,SA51257,juv,18.9,53,82,63,17,12,*,*,RA52386,M
9,7,PA00897,ad,19.3,52,82,90,55,*,*,*,*,M
9,7,SA39247,ad,19.2,52,85,56,45,13.5,*,*,*,M
9,7,RA50476,ad,19.6,54,83,80,65,13.2,*,*,RA46476,M
9,7,RA15886,ad,18.9,52,84,90,52,12.5,*,*,*,M
9,7,TA25410,ad,18.9,52,82,72,55,12.6,*,*,*,M
9,7,SA98847,juv,20.3,*,83,90,21,12.7,*,*,PA17282,M
9,7,NA35740,ad,19.5,50,84,84,61,13.2,*,*,*,M
9,7,RA13296,ad,20,53.5,83,90,66,12.8,*,*,KA38826,M
9,7,NA27450,ad,18.5,52,82.5,54,52,13.1,*,*,NA35340,M
9,7,SA73257,juv,19.7,54,83.5,88,15,*,*,*,SA12047,M
9,7,PA85282,ad,19.8,54,83.5,72,53,*,*,*,JA75167,M
9,7,TA48009,ad,20.2,55,85,110,57,13,*,*,*,M
9,7,PA02521,ad,19.8,56,86,70,*,13.4,*,*,*,M
9,7,SA15157,juv,19.5,52.5,81,72,20,12,*,*,NA24750,M
9,7,SA21947,juv,19,49,79.5,63,24,11.9,*,*,PA33182,M
9,7,VA42434,ad,20.1,56,86.5,110,49,12.7,*,*,*,M
9,7,RA05886,ad,20,55,86,63,64,13.7,*,*,*,M
9,10,SA13547,ad,19.3,52,81.5,72,49,13.3,*,*,*,M
9,10,RA74686,ad,19.5,50,80,63,43,*,*,*,JA25379,M
9,10,VA23334,juv,19.8,54,83.5,80,16,12.9,*,*,*,M
9,10,RA87186,ad,19.4,52,82,80,55,13.3,*,*,NA37650,M
9,10,SA27757,juv,19.1,*,*,63,7,12.5,*,*,*,M
9,10,RA81476,ad,*,*,*,*,*,12.6,*,*,PA06892,M
9,10,RA11596,ad,20.1,49,82,88,59,12.8,*,*,LA69988,M
9,10,RA24196,ad,19.5,50,82,70,60,*,*,*,PA37263,M
9,10,RA59176,ad,19.2,51,81,80,49,13.6,*,*,NA85840,M
9,10,RA41976,ad,20.1,*,*,*,*,13.4,*,*,JA61267,M
9,10,NA30302,ad,20,51,81,81,44,13.6,*,*,*,M
9,10,SA12947,ad,*,*,*,*,*,13.3,*,*,*,M
9,10,SA19347,juv,19.6,49,79,70,20,13.3,*,*,*,M
9,10,NA01402,ad,19.4,50,82,66,57,13.4,*,*,*,M
9,10,PA74382,ad,*,*,*,*,*,13.8,*,*,NA10002,M
9,10,PA79182,ad,19,51,82,70,44,11,*,*,KA14026,M
9,10,SA84647,juv,*,*,*,*,*,12.1,*,*,RA60376,M
9,10,PA09192,ad,19.2,52,81.5,60,51,13.5,*,*,*,M
9,10,RA97386,ad,19.2,51,82,*,39,13.4,*,*,PA18182,M
9,10,RA46876,ad,19.2,49,81.5,77,55,12.6,*,*,*,M
9,10,RA11796,ad,20.2,51,81.5,88,59,13.6,*,*,NA33040,M
9,10,NA01002,ad,*,*,*,*,*,13,*,*,*,M
9,10,RA58676,ad,19.2,51,82,90,42,14.1,*,*,NA85840,M
9,10,RA64486,ad,19.6,50.5,82,70,54,12.5,*,*,PA03092,M
9,10,KA73726,ad,19.1,51,82,70,46,13.1,*,*,EA46064,M
9,10,RA59176,ad,19.1,50,80,100,51,13.3,*,*,NA85840,M
9,10,VA25634,ad,19.5,49,79,70,38,12.5,*,*,*,M
9,10,SA38657,juv,18.2,52,81.5,63,25,11.4,*,*,*,M
9,10,SA46347,juv,*,*,*,*,*,13,*,*,PA05992,M
9,10,RA62743,ad,*,*,*,*,*,12.4,*,*,*,M
9,10,PA37063,ad,*,*,*,*,*,13.4,*,*,NA85240,M
9,10,RA80576,ad,19.4,54,83.5,80,58,12.3,*,*,PA05592,M
9,10,PA48882,ad,19.3,51.5,84,77,60,13.5,*,*,NA21902,M
9,10,SA25257,juv,19.4,51.5,81,60,15,11.2,*,*,SA10347,M
9,10,PA50082,ad,19.6,51.5,82,70,34,13.1,*,*,KA73426,M
9,10,RA55176,ad,*,*,*,*,*,13.5,*,*,PA06992,M
9,10,VA25834,ad,19.5,52,82,70,44,12.5,*,*,*,M
9,10,SA87747,juv,19.5,49,79,72,17,13.2,*,*,SA11047,M
9,10,RA71576,ad,*,*,*,*,*,14.4,*,*,NA66491,M
9,10,RA94776,ad,19.1,51,81,63,48,13.2,*,*,JA24767,M
9,10,SA85547,juv,19.2,48,79.5,72,19,12.5,*,*,*,M
9,10,SA82957,juv,19.4,49.5,80.5,56,19,13.2,*,*,EA49364,M
9,10,SA13047,ad,*,*,*,*,*,13.2,*,*,*,M
9,10,VA23534,ad,19.6,51.5,82,80,52,12.8,*,*,*,M
9,10,RA99886,ad,19.2,49,80,80,*,13,*,*,NA10150,M
9,10,PA95582,ad,*,*,*,*,*,13.1,*,*,*,M
9,10,TA20910,ad,*,*,*,*,*,13.6,*,*,*,M
9,10,RA80376,ad,18.4,51,81,88,62,12.2,*,*,PA05592,M
9,10,VA23434,juv,19.8,52,80.5,63,28,12.6,*,*,*,M
9,10,RA49376,ad,*,*,*,*,*,14.6,*,*,*,M
9,10,SA13647,ad,*,*,*,*,*,*,*,*,*,M
9,10,PA11363,ad,19.6,50.5,84,80,52,13.4,*,*,NA30550,M
9,10,TA21310,ad,18.4,52,83,81,43,12.8,*,*,*,M
9,10,RA55976,ad,19.8,52,81,70,45,12.4,*,*,PA05392,M
9,10,PA94482,ad,*,*,*,*,*,12.9,*,*,*,M
9,10,VA22534,ad,19,54,81,88,45,13.4,*,*,*,M
9,10,PA72282,ad,19.7,52.5,81,77,35,13.4,*,*,EA26394,M
9,6,SA46457,juv,19.6,52,82.5,63,26,11.6,*,*,PA38863,M
9,6,NA73491,ad,18.9,54,85,90,49,11.8,*,*,JA03067,M
9,6,SA60647,juv,19.3,52,83,54,17,12.6,*,*,*,M
9,6,RA46986,ad,18.9,54.5,83,90,62,12.5,*,*,NA46202,M
9,6,PA23882,ad,19.3,54,84,110,56,12.6,*,*,KA19426,M
9,6,RA92886,ad,19.5,53,84,100,53,12.5,*,*,NA10802,M
9,6,SA33247,ad,19.7,52,82,63,54,12.1,*,*,*,M
9,6,RA84986,ad,20.1,53.5,83,90,45,13.1,*,*,LA96660,M
9,6,NA17602,ad,19.9,53,85,99,48,12.2,*,*,*,M
9,6,SA60247,juv,19.8,52,84,72,15,12.6,*,*,*,M
9,9,PA90582,ad,19.5,51.5,81,120,56,12,*,*,NA31340,M
9,9,PA23463,ad,18.5,52,82,72,49,13.1,*,*,KA30236,M
9,9,RA22686,ad,19.6,53,84.5,90,61,13.2,*,*,EA13294,M
9,9,NA88240,ad,18.4,53,81.5,99,50,12.4,*,*,*,M
9,9,JA55767,ad,19.1,53,84.5,90,67,11.8,*,*,EA34964,M
9,9,RA23996,ad,19.8,52,86,80,58,12.7,*,*,PA37263,M
9,9,SA35647,ad,19.7,53,81.5,70,49,13,*,*,*,M
9,9,RA03686,ad,19,53.5,84,99,49,11.7,*,*,JA38067,M
9,5,PA07782,ad,19.1,53,83.5,88,56,12.6,*,*,*,M
9,5,VA44234,ad,20.2,53,87,108,66,12.5,*,*,*,M
9,5,RA19896,ad,19.2,50,84,80,54,13.5,*,*,NA91640,M
9,5,RA54476,ad,19.9,51,81.5,99,49,12.5,*,*,KA61326,M
9,5,SA58347,juv,18.7,54,82,90,27,13.4,*,*,*,M
9,5,VA44034,ad,19.9,51.5,84,90,52,12.6,*,*,*,M
9,5,VA48734,ad,19.8,54,83,99,51,12.4,*,*,*,M
9,5,VA43934,ad,20,54,84,80,43,13.4,*,*,*,M
9,15,NA36902,ad,19.2,53,84,120,53,*,*,*,KA30926,M
9,15,SA95147,juv,19.6,50,80,99,25,12,*,*,*,M
9,15,VA48534,juv,18.9,51,81.5,63,21,12.4,*,*,*,M
9,15,NA46002,ad,19.3,54,85,72,53,12.5,*,*,*,M
9,15,SA13447,ad,20,54,84,80,50,13.5,*,*,*,M
9,15,RA12286,ad,19.4,51.5,82,72,42,11.5,*,*,NA26840,M
9,15,PA40511,ad,19.3,54,82,90,46,11.6,*,*,*,M
9,15,PA87511,juv,20.4,53.5,84,80,29,13.6,*,*,*,M
9,15,VA48634,juv,19.5,52.5,82,90,25,13.8,*,*,*,M
9,15,SA90847,juv,19,51,83,81,20,13.6,*,*,*,M
9,15,NA07202,ad,19.2,54,83,90,52,13.2,*,*,*,M
9,15,NA56202,ad,19.8,54,84,80,60,*,*,*,NA06002,M
9,15,PA02692,ad,19.9,55,86,90,57,13.2,*,*,*,M
9,15,SA36947,ad,19.7,55,83,90,52,13.3,*,*,*,M
9,15,RA89676,ad,19.7,53,84,90,49,13.4,*,*,NA06602,M
9,15,TA22510,juv,19.4,52,81,63,14,12.2,*,*,*,M
9,15,PA75211,juv,19.2,52,82,90,19,13,*,*,*,M
9,15,SA78957,juv,18.9,51.5,82,72,14,12.5,*,*,RA14986,M
9,15,SA26547,juv,18.9,52,81.5,110,15,12.4,*,*,*,M
9,15,SA25547,juv,20,52,84,80,19,12.5,*,*,NA81340,M
9,15,SA26147,juv,*,*,*,*,*,*,*,*,*,M
9,15,SA38647,ad,*,*,*,*,*,*,*,*,*,M
9,15,SA36847,ad,*,*,*,*,*,*,*,*,*,M
9,15,VA48134,juv,19.7,50,81,63,26,12.5,*,*,*,M
9,15,RA18396,ad,*,*,*,*,*,*,*,*,PA03392,M
9,15,VA45734,juv,*,*,*,*,*,*,*,*,*,M
9,15,NA46002,ad,*,*,*,*,*,*,*,*,*,M
9,12,RA88276,ad,*,*,*,*,*,*,*,*,NA10002,M
9,12,PA21687,ad,*,*,*,*,*,*,*,*,*,M
9,12,SA20857,juv,*,*,*,*,*,*,*,*,PA57282,M
9,12,SA73157,ad,*,*,*,*,*,*,*,*,SA12047,M
9,12,RA56176,ad,*,*,*,*,*,*,*,*,*,M
9,12,SA22057,ad,*,*,*,*,*,*,*,*,*,M
9,12,SA13247,ad,*,*,*,*,*,*,*,*,*,M
9,13,VA22934,ad,*,*,*,*,*,*,*,*,*,M
9,13,NA24502,ad,*,*,*,*,*,*,*,*,NA00802,M
9,13,SA26357,juv,*,*,*,*,*,*,*,*,PA05892,M
9,13,RA66576,ad,*,*,*,*,*,*,*,*,*,M
9,13,RA14586,ad,*,*,*,*,*,*,*,*,*,M
9,13,SA54557,juv,*,*,*,*,*,*,*,*,RA11986,M
9,4,RA58476,ad,19.2,52,83,80,49,13.8,*,*,KA36936,M
9,4,VA22834,ad,*,*,*,*,*,*,*,*,*,M
9,4,SA82657,juv,*,*,*,*,*,*,*,*,EA49364,M
9,4,VA69644,juv,*,*,*,*,*,*,*,*,*,M
9,1,PA59111,juv,19.8,53,84,80,20,13.2,*,*,*,M
9,1,VA25434,ad,19.3,54,83,81,41,12.5,*,*,*,M
9,2,RA74086,ad,19.1,50,83,99,50,12.3,*,*,JA25379,M
9,2,TA21110,juv,19.5,54,85,90,22,13.2,*,*,*,M
9,2,RA06986,ad,20.4,53,84,72,56,12.8,*,*,*,M
9,2,SA75257,juv,20,53,83,80,14,12.2,*,*,*,M
9,2,SA33847,ad,18.9,53,83.5,99,45,12.7,*,*,*,M
9,2,VA44334,juv,19.4,52,83,80,15,12,*,*,*,M
9,2,SA71957,juv,19.1,51.5,83,70,21,13,*,*,*,M
9,2,SA20757,juv,19.1,51,82,56,19,12.3,*,*,PA57282,M
9,2,PA32563,ad,19.4,54.5,85,80,43,12.3,*,*,NA42350,M
9,2,SA20557,juv,19,51,80,56,14,11.5,*,*,*,M
9,2,TA25610,ad,*,*,*,*,*,*,*,*,*,M
0,8,VA57444,juv,19.7,51,79,70,28,12,*,*,RA90276,M
0,8,SA34257,ad,19.2,51,80,90,59,12.8,*,*,*,M
0,8,SA95757,ad,19.3,54,82.5,*,54,12,*,*,SA21047,M
0,8,SA52347,ad,18.9,52,83.5,72,49,13.7,*,*,RA58576,M
0,8,VA44734,ad,19.8,53,85,72,56,13.1,*,*,*,M
0,8,RA49176,ad,18.9,53,84,110,60,13.2,*,*,*,M
0,8,RA08886,ad,18.9,52,81,90,51,13.3,*,*,LA09888,M
0,8,SA29147,ad,19.1,55,85.5,90,45,13,*,*,SA37947,M
0,8,PA42582,ad,19.4,52,82,80,53,12.6,*,*,PA42782,M
0,8,SA15839,ad,19.2,52,82,90,47,12.3,*,*,*,M
0,8,VA56195,ad,19.3,53.5,85,99,57,12.5,*,*,*,M
0,8,VA25434,ad,19.6,54,85,81,49,12.2,*,*,*,M
0,8,XA03079,ad,20.7,54,84,*,48,14.5,*,*,*,M
0,8,SA29249,juv,19.4,53,83.5,*,*,12.1,*,*,*,M
0,8,SA07157,ad,19.4,53,82.5,*,49,13.6,*,*,SA30347,M
0,8,SA07157,ad,18.9,51,81,110,52,13,*,*,SA30347,M
0,8,SA51347,ad,19.5,53,87,63,59,12.8,*,*,SA34647,M
0,8,XA03079,ad,20.5,53.5,86,90,52,12.8,*,*,*,M
0,8,RA70886,ad,19,54,86,72,46,13,*,*,PA25711,M
0,8,XA03879,juv,18.6,52.5,79,80,16,12.6,*,*,*,M
0,8,SA35447,ad,19.4,52,85,88,49,13.3,*,*,*,M
0,8,RA73876,ad,19.5,55,84,110,51,12.8,*,*,RA45076,M
0,8,XA03179,juv,19.7,49.5,81,60,16,12.3,*,*,*,M
0,8,VA96644,juv,18.6,54,81,80,22,12.6,*,*,VA40834,M
0,8,SA92447,ad,19.7,51,81,*,*,13,*,*,*,M
0,8,VA46334,ad,19.2,53,86,63,53,12.2,*,*,*,M
0,8,VA46234,ad,19.1,52,83.5,144,52,12.3,*,*,*,M
0,8,XA02479,ad,19,53,83.5,80,55,13.2,*,*,*,M
0,8,XA05279,juv,19.8,50,80,80,16,11.5,*,*,*,M
0,8,XA02879,juv,19,50.5,79,70,11,12.1,*,*,*,M
0,8,TA22810,ad,18.8,49,81.5,80,57,12.3,*,*,*,M
0,8,VA46334,ad,19.4,53.5,86,63,52,12.3,*,*,*,M
0,8,SA86057,ad,19.4,51.5,81,88,51,11.1,*,*,SA20747,M
0,8,PA36063,ad,18.4,52,83,99,49,12.8,*,*,*,M
0,8,SA28847,ad,19.1,50.5,81,72,43,12.4,*,*,NA49102,M
0,8,VA95144,juv,19.2,50,80,80,18,13.2,*,*,PA75111,M
0,8,RA65686,ad,18.6,53.5,84,80,47,12.4,*,*,NA56740,M
0,8,SA30057,ad,19.1,51.5,82,100,57,11.9,*,*,NA37602,M
0,8,SA11957,ad,19.4,50.5,83,63,48,11.6,*,*,PA13063,M
0,8,VA55795,ad,20.2,52.5,86,90,50,*,*,*,*,M
0,8,XA03679,juv,18.5,51.5,80,40,27,11.6,*,*,*,M
0,8,RA04786,ad,18.4,51.5,81,88,47,11.1,*,*,NA06202,M
0,8,XA03579,ad,19.4,51,82,99,53,12.2,*,*,*,M
0,8,SA46039,juv,17,53,80,80,18,*,*,*,*,M
0,8,RA22086,ad,20.2,54,83,80,45,13.7,*,*,EA06764,M
0,8,SA85057,ad,18.5,54,84,72,45,13.2,*,*,SA30447,M
0,8,SA98847,ad,20.3,54.5,83.5,99,61,13,*,*,PA17282,M
0,15,NA56202,ad,19.8,54,84.5,80,60,13.5,*,*,NA06002,M
0,15,SA94347,ad,19.1,50.2,82,80,54,12.4,*,*,SA37147,M
0,15,VA92818,juv,19.5,51,80.5,*,14,12.5,*,*,*,M
0,15,SA95147,ad,19.5,50,81.5,99,53,11.7,*,*,*,M
0,15,RA89676,ad,19.9,53.5,84,70,47,13.2,*,*,NA06602,M
0,15,XA01479,juv,19.8,53,84,88,13,11.7,*,*,*,M
0,15,VA51534,juv,20,52,80.5,90,16,12,*,*,VA30834,M
0,15,NA46002,ad,19.1,54.5,87,70,50,12,*,*,*,M
0,15,SA26147,ad,19.6,51,84,99,47,13,*,*,*,M
0,15,VA52534,juv,18.7,52,81,*,14,12.4,*,*,*,M
0,15,PA74711,ad,19.6,53,86,88,53,13.2,*,*,*,M
0,15,XA22189,ad,20.1,53,85.5,*,51,11.6,*,*,*,M
0,15,SA90847,ad,19.2,53.5,84,*,52,13,*,*,*,M
0,15,VA44395,ad,19.4,54,81,*,69,12.8,*,*,*,M
0,15,PA87511,ad,20.3,55,85,*,59,12.4,*,*,*,M
0,9,SA93857,ad,18.9,52.5,80,72,42,12.7,*,*,NA62091,M
0,9,RA67176,ad,19.7,52.5,82,88,46,13.8,*,*,*,M
0,9,TA29510,juv,19.6,51.5,81,40,11,12.4,*,*,*,M
0,9,RA45676,ad,20.1,50,81,72,57,12.5,*,*,*,M
0,9,VA72834,juv,19.5,56,82.5,88,20,13.1,*,*,SA60357,M
0,9,SA85347,ad,18.4,50,80,81,56,11.5,*,*,RA27996,M
0,9,SA85347,ad,18.4,50,80,81,56,11.5,*,*,RA27996,M
0,9,SA35747,ad,19.8,51,82,88,57,13.7,*,*,*,M
0,9,VA86334,juv,19.1,53.5,79,77,21,12.4,*,*,SA84047,M
0,9,SA44057,ad,19.6,55.5,82.5,100,65,13.6,*,*,PA13582,M
0,9,NA54302,ad,19.7,52,81,90,53,12.9,*,*,LA58760,M
0,9,RA45676,ad,19.8,51,81,81,56,13,*,*,*,M
0,9,VA43134,ad,18.6,54,81.5,72,61,12,*,*,*,M
0,9,RA10986,ad,19.4,53,83,80,47,16,*,*,NA20402,M
0,9,SA36057,ad,19.1,55,82.5,90,52,12.6,*,*,*,M
0,9,RA03686,ad,18.8,52,81.5,100,51,13,*,*,JA38067,M
0,9,RA23996,ad,19.8,51,82,88,57,12.5,*,*,PA37263,M
0,9,PA23463,ad,18.2,51,80,90,54,12.2,*,*,KA30236,M
0,5,NA16602,ad,19.3,51.5,81,80,61,13.7,*,*,*,M
0,5,VA69195,ad,19.6,52.5,81,99,43,14.6,*,*,*,M
0,5,XA28489,ad,19.8,55,86,*,43,13.8,*,*,*,M
0,5,VA66995,ad,19.6,50,81,48,51,13.5,*,*,*,M
0,5,PA13482,ad,18.3,50.5,80,99,60,13.2,*,*,*,M
0,6,VA39795,ad,19.6,50.5,81.5,81,42,12.2,*,*,*,M
0,6,SA31357,ad,19.2,50.5,82,90,52,13.2,*,*,JA09667,M
0,6,ZA69831,juv,19,53,80.5,*,9,12.5,*,*,*,M
0,6,XA04979,ad,19.4,53,82,80,53,12.7,*,*,*,M
0,6,RA46986,ad,19.2,55,84,*,55,12.5,*,*,NA46202,M
0,6,VA19644,ad,20,54,82,90,53,12.5,*,*,*,M
0,6,VA24434,juv,19.6,53,81,90,27,11,*,*,*,M
0,6,RA95986,ad,19.9,53,84,*,44,13.5,*,*,NA14150,M
0,6,VA82744,juv,18.6,51,80,56,21,12.7,*,*,*,M
0,6,XA05079,juv,19.6,52,83,100,28,12.8,*,*,*,M
0,6,SA60647,ad,19.3,51.5,84,56,46,12.6,*,*,*,M
0,7,SA35347,ad,19.6,52,83,110,41,13.7,*,*,*,M
0,7,PA01192,ad,20.3,50.5,82.5,72,31,13,*,*,*,M
0,7,KA27636,ad,19.3,51.5,85,110,59,13.5,*,*,*,M
0,7,RA13796,ad,19.8,54,86,90,64,13,*,*,LA37788,M
0,7,SA22047,ad,19,51.5,82,110,61,12.2,*,*,PA33182,M
0,7,RA09886,ad,19.5,51.5,82,81,68,12.9,*,*,PA32382,M
0,7,LA79970,ad,19.3,51,81,63,39,12.4,*,*,NA32840,M
0,7,VA03893,juv,19,52,84,70,20,13.5,*,*,*,M
0,7,SA65257,ad,19.3,52,83,80,43,12.2,*,*,RA14186,M
0,7,SA46047,ad,19.1,53,83.5,72,50,12.3,*,*,*,M
0,7,RA63086,ad,18.8,53.5,82,90,56,12.4,*,*,KA24426,M
0,7,VA46434,ad,20.2,53,85,110,53,13,*,*,*,M
0,7,TA25410,ad,18.8,51,81,72,53,12.2,*,*,*,M
0,7,VA45234,ad,18.4,53,85,110,66,12,*,*,*,M
0,7,NA28140,ad,19.4,52,84,*,*,13.3,*,*,HA15900,M
0,7,PA35362,ad,20,52,85.5,80,55,12.8,*,*,*,M
0,7,SA66047,ad,19,54,81,*,47,12.7,*,*,*,M
0,7,SA69957,ad,19.4,52.5,86,99,65,14.4,*,*,SA30147,M
0,7,SA89157,ad,19.5,54,83,72,51,13.1,*,*,PA31682,M
0,7,PA75782,ad,19.3,50.5,81,80,53,12.8,*,*,*,M
0,7,XA05379,juv,19,53,82,48,16,12.1,*,*,*,M
0,7,SA68447,ad,19.5,53,85,99,49,13.7,*,*,*,M
0,7,SA45447,ad,19.3,53,84,35,77,12.6,*,*,*,M
0,7,SA34547,ad,20,55,85,*,48,13.5,*,*,*,M
0,7,SA34847,ad,19.1,55.5,86,63,36,13.6,*,*,*,M
0,7,SA93347,ad,18.7,50.5,81,99,38,11.8,*,*,*,M
0,7,XA02179,juv,19.4,51,83.5,80,*,13,*,*,*,M
0,7,PA61782,ad,19.8,53,82,*,*,14.6,*,*,*,M
0,7,NA28540,ad,19.3,52,83,*,*,13.1,*,*,KA88436,M
0,7,RA13296,ad,19.9,53,84.5,80,64,12.2,*,*,KA38826,M
0,7,RA91186,ad,20,52,84,80,61,11.8,*,*,KA82026,M
0,7,PA85282,ad,20,53.5,83.5,80,55,12.6,*,*,JA75167,M
0,7,RA50476,ad,19.7,54,83.5,88,63,12.4,*,*,RA46476,M
0,7,XA03279,ad,19,53,83.5,110,55,12,*,*,*,M
0,7,VA84834,juv,18.7,52,82,72,11,12,*,*,SA04857,M
0,7,XA03479,juv,19.5,48,79,80,24,12,*,*,*,M
