yr,area,ring,ageF,tars,tail,wing,patch,wingwhite,weight,mpatch,mwing,dam,sex
6,15,NA13002,juv,18.6,52,81,*,15,15.5,*,*,*,F
6,15,LA84360,ad,19.5,52,80,*,12,15.6,70,15,*,F
6,15,KA67226,ad,20,51,82,*,21,16.7,35,10,*,F
6,15,NA13102,juv,19.4,51,81,*,17,*,90,15,*,F
6,15,NA12902,ad,19.2,52,81,*,33,14.3,*,*,*,F
6,15,NA19502,juv,19.8,50,80,*,14,13.6,24,10,*,F
6,15,NA80140,juv,19.2,52,81.5,*,21,14.1,*,*,*,F
6,15,KA96936,ad,20,52,81.5,*,25,14.9,*,*,KA89926,F
6,15,JA23979,ad,19.8,*,80,*,11,12.5,72,17,*,F
6,15,NA07102,juv,19.7,53,81,*,15,16.2,63,45,*,F
6,15,NA84140,juv,18.6,52,79.5,*,26,13.8,110,45,NA04840,F
6,15,LA94460,ad,19.3,53.5,79,*,20,14.2,70,24,*,F
6,15,NA81340,juv,20,50.5,80.5,*,14,12.7,*,*,JA23779,F
6,15,JA51679,ad,18.7,50.5,80,*,25,13.6,80,45,*,F
6,15,NA79940,juv,19.2,50,78.5,*,16,12.7,63,47,*,F
6,13,PA92682,juv,19.4,*,*,*,*,*,48,16,*,F
6,13,KA33526,ad,19.7,50,78.5,*,13,13.2,64,45,CA78292,F
6,13,NA00602,ad,19.8,50.5,82,*,23,*,70,54,*,F
6,13,NA07802,juv,19.6,52,78,*,14,15.9,63,15,*,F
6,13,HA10375,ad,19.6,51.5,82,*,29,13.6,99,48,*,F
6,13,KA25926,ad,19.7,52,81.5,*,16,13.9,88,21,BA35283,F
6,13,NA23602,ad,20.4,52,80,*,19,14.6,*,51,*,F
6,13,NA00802,ad,20.3,52,81,*,23,13.9,70,41,*,F
6,13,PA92982,ad,19.5,*,*,*,*,*,*,*,*,F
6,13,NA43550,juv,20.1,51,80,*,20,17,*,*,KA21536,F
6,13,NA92040,juv,19.3,*,*,*,*,14.3,*,*,*,F
6,13,NA08202,juv,19.9,51,79.5,*,9,14.7,*,*,*,F
6,13,NA09302,juv,20,51.5,80.5,*,21,14.2,*,*,*,F
6,13,NA20440,juv,20.1,51,79,*,17,15,50,16,NA02740,F
6,13,PA92782,ad,19.1,*,*,*,*,12.8,*,*,*,F
6,12,KA73426,ad,19.1,52.5,80.5,*,23,13.6,60,18,EA46064,F
6,12,KA73826,ad,19.7,53,80,*,21,13.9,*,*,EA46064,F
6,12,NA01702,juv,20.5,51.5,80,*,22,17,56,14,*,F
6,12,NA12940,juv,19.2,50,80,*,7,15.3,*,*,*,F
6,4,LA29124,ad,20.1,52,81,*,16,15,63,11,*,F
6,4,NA00502,juv,19.1,50,79,*,22,13.6,63,8,*,F
6,4,KA74826,ad,*,*,*,*,*,*,*,50,JA38967,F
6,4,PA93182,ad,19,*,*,*,*,13.3,*,*,*,F
6,4,NA21902,juv,19.3,50.5,80,*,25,15.6,*,*,*,F
6,4,NA22002,ad,19.5,52,83,*,24,*,*,*,*,F
6,4,JA47379,ad,19.9,49,80,*,33,14.7,77,*,*,F
6,4,NA66491,juv,20,53,82,*,18,15.3,*,*,JA38067,F
6,1,NA40840,juv,19.2,49.5,77.5,*,13,13.6,80,49,KA08026,F
6,1,NA20302,juv,19.6,55,77,*,20,15.2,*,*,*,F
6,1,NA20402,ad,19.8,53,83,*,24,15.5,*,*,*,F
6,1,JA67867,ad,19.4,52.5,80,*,20,16.4,*,*,HA99584,F
6,1,NA32840,ad,19,*,*,*,*,12.2,63,19,*,F
6,10,NA60440,juv,*,*,*,*,*,*,*,*,KA13736,F
6,13,NA00702,ad,*,*,*,*,*,*,*,*,*,F
7,8,PA01492,ad,19.3,49,81,*,17,17,110,68,*,F
7,8,PA41482,juv,20,52,83.5,*,14,14.3,99,23,NA03440,F
7,8,PA01592,ad,19.2,53,80.5,*,20,15.6,100,23,*,F
7,8,NA27940,ad,19.6,53,83,*,24,*,110,51,HA15900,F
7,8,NA24750,ad,19.3,52,81,*,22,13.6,110,59,NA35140,F
7,8,PA04092,juv,19.8,52,82,*,20,*,99,48,*,F
7,8,PA82982,juv,18.5,53.5,83,*,11,13.4,72,15,*,F
7,8,PA94282,ad,18.9,49.5,77,*,10,13,*,*,*,F
7,8,KA86136,ad,19.5,53,82,*,15,13.1,80,54,KA04936,F
7,8,KA14436,ad,19.6,50.5,81,*,25,14.4,90,47,*,F
7,8,EA06764,ad,19.9,51,81,*,32,14.2,110,55,*,F
7,8,NA10802,ad,19.7,54,83,*,38,14.4,72,59,*,F
7,8,PA01392,juv,19.6,52,81,*,20,15.5,72,43,*,F
7,8,PA36263,juv,19.3,52,82,*,17,14.7,*,*,*,F
7,8,NA59140,ad,19.2,51,82,*,27,*,80,12,*,F
7,8,NA56702,juv,19.9,51,80.5,*,15,15,*,*,NA11502,F
7,8,PA40382,juv,19.6,50,80.5,*,21,14.6,63,23,KA21136,F
7,8,NA10402,ad,19.9,54,85,*,24,*,72,61,*,F
7,8,RA14186,juv,20.5,50.5,80,*,14,13.4,99,48,*,F
7,8,PA04192,juv,18.9,51,79.5,*,25,15.2,88,58,*,F
7,8,HA79175,ad,18.8,53,82,*,27,14,*,*,HA78975,F
7,8,KA91136,ad,19.9,52,83,*,*,14.2,80,38,EA28994,F
7,8,PA12482,juv,19.2,51,83,*,17,14.1,63,15,HA83584,F
7,8,NA09340,ad,18.6,52,82,*,13,13.8,90,52,*,F
7,8,PA04992,juv,19.2,51,76.5,*,15,14.2,72,66,*,F
7,8,KA13436,ad,19.1,51,78,*,26,14,54,18,*,F
7,8,NA36102,juv,19.3,51.5,79,*,19,14.8,90,55,LA42860,F
7,8,KA82026,ad,19.3,51,82,*,18,14.3,99,47,CA68104,F
7,8,KA13936,ad,19.8,51,82,*,21,16.5,*,*,*,F
7,7,NA33440,ad,19.2,49,79,*,14,14.4,99,45,*,F
7,7,LA35888,ad,20.2,52,82,*,32,13,54,44,*,F
7,7,KA98636,ad,19.9,54,84,*,26,13.5,132,58,HA74975,F
7,7,EA13294,ad,19.3,51,84.5,*,*,14.9,*,*,EA88974,F
7,7,KA10736,ad,20.2,52,83,*,27,12.8,*,*,*,F
7,7,EA80264,ad,20,51,83,*,24,13.5,49,35,CA67304,F
7,7,NA14150,ad,19.6,53,80.5,*,18,15.9,72,15,HA63175,F
7,7,KA24426,ad,19.5,53,80,*,16,18.2,80,52,*,F
7,7,EA31994,ad,19.7,52,82,*,26,12.7,90,57,*,F
7,7,NA59602,juv,19.8,48,77.5,*,18,14.4,81,25,HA12875,F
7,7,RA02686,ad,19.1,51,82,*,17,13.5,80,40,*,F
7,7,PA18182,juv,18.9,50,81,*,14,14.4,110,46,JA51679,F
7,7,JA09667,ad,19,51.5,83,*,25,14.7,*,*,*,F
7,7,NA32840,ad,18.7,49.5,80,*,25,12.9,*,*,*,F
7,7,HA96075,ad,18.9,49,80,*,34,13.5,63,20,*,F
7,7,LA09888,ad,19.4,52,83,*,19,12.9,*,*,*,F
7,7,NA14402,ad,19.6,52.5,82,*,35,15,*,*,*,F
7,7,PA25711,juv,19.5,51,80,*,18,13.6,72,37,*,F
7,7,NA22002,ad,19.4,53,83,*,28,14.2,63,27,*,F
7,7,JA47379,ad,19.8,51,82,*,33,12.8,63,49,*,F
7,7,PA01692,ad,20.2,50.5,82.5,*,38,16,72,44,*,F
7,7,HA74375,ad,19.1,51,81.5,*,20,13.5,63,47,*,F
7,7,PA26863,juv,18.9,50,80,*,17,12.9,63,22,*,F
7,7,NA46202,juv,19.7,53,78,*,16,12.7,90,53,*,F
7,7,HA14275,ad,18.8,49.5,80,*,20,14.4,72,56,*,F
7,7,NA10150,ad,20,52,82,*,23,12.2,80,63,NA32840,F
7,7,PA09763,juv,20.2,50,80,*,12,15.5,*,*,NA14402,F
7,7,NA08840,ad,19.3,53.5,83,*,22,12.2,72,51,*,F
7,7,NA05702,ad,19.3,51,82,*,29,15.6,90,24,*,F
7,7,NA33040,ad,19.6,51,82,*,12,12.7,80,65,*,F
7,7,PA33782,juv,19.4,52,81,*,11,15.3,80,20,*,F
7,7,NA03440,ad,19.8,52,82,*,19,13.6,80,47,*,F
7,7,KA38826,ad,20,51,81,*,22,12.9,90,62,*,F
7,7,NA17002,ad,19.8,51,82.5,*,20,17,60,46,*,F
7,7,HA27075,ad,19.5,50,82,*,24,12.3,60,62,HA11175,F
7,7,KA11126,ad,19,54,84,*,28,14.7,*,*,*,F
7,7,HA63575,ad,19.7,54,84,*,30,14.1,90,*,HA00584,F
7,7,LA37788,ad,20.4,52,82,*,28,16.4,72,83,*,F
7,7,RA02286,juv,20.5,49,80,*,17,13.7,80,15,*,F
7,7,PA00692,ad,19.9,50,81,*,17,15.4,63,51,*,F
7,7,PA00592,juv,20,53.5,83,*,10,16.3,80,56,*,F
7,7,NA06002,ad,19.7,50,80,*,29,14.4,90,45,*,F
7,7,PA00492,juv,20.6,53.5,82.5,*,10,15.6,110,37,*,F
7,7,NA17450,ad,20,52,83,*,23,15.3,90,55,KA98026,F
7,7,PA00792,juv,19.5,53,81.5,*,14,15.9,90,12,*,F
7,7,NA72391,ad,20.1,51,82,*,27,12.4,77,63,*,F
7,7,PA39363,juv,19.9,52,80,*,15,14.6,*,*,NA12402,F
7,7,JA82567,ad,19.3,51,79.5,*,20,12.2,90,59,HA13475,F
7,7,LA69988,ad,19.5,52.5,84,*,35,16,90,56,*,F
7,7,PA01292,juv,19.8,54,82.5,*,14,13.5,90,*,*,F
7,7,RA02386,ad,20.5,54,85,*,20,13.4,90,60,*,F
7,7,NA11402,ad,19.9,51.5,83,*,22,18.7,80,14,*,F
7,7,NA11502,ad,20.4,53,83,*,19,12.9,99,55,*,F
7,10,PA08592,juv,19.9,50,80,*,15,16,90,45,*,F
7,10,LA24665,ad,20.1,50.5,80,*,12,14.9,80,44,*,F
7,10,KA14026,ad,19.5,51,82,*,24,15.5,63,31,*,F
7,10,NA01540,ad,19.5,49,79,*,27,16.4,72,57,*,F
7,10,NA45302,juv,19.9,47.5,79,*,14,17.8,*,*,NA15102,F
7,10,NA09802,juv,19.8,52,79.5,*,13,15.2,80,53,*,F
7,10,NA28002,ad,19.6,50,80,*,21,14.6,63,45,*,F
7,10,NA64491,ad,19.7,51,82,*,21,15.3,*,*,EA33094,F
7,10,NA04902,juv,19.4,50,79,*,26,15.2,*,*,HA69075,F
7,10,PA07092,ad,19.9,47.5,79,*,25,15.2,*,*,*,F
7,10,PA05392,juv,19.4,49,76.5,*,12,15.5,108,55,*,F
7,10,NA44750,ad,19.2,49,80,*,29,17.6,*,*,*,F
7,10,HA11275,ad,19.7,53,83,*,24,15.7,96,56,*,F
7,10,NA85840,ad,19.4,48.5,77.5,*,16,17,72,50,*,F
7,10,HA00484,ad,*,*,*,*,*,15,54,41,*,F
7,10,PA72082,juv,18.9,48.5,78,*,13,15.2,70,53,EA26394,F
7,10,JA61267,ad,19.9,50,80.5,*,17,16.8,72,38,HA10175,F
7,10,NA21240,ad,19.3,50.5,81,*,35,14.8,60,56,*,F
7,10,PA06992,ad,19.3,52,82,*,18,16.2,99,43,*,F
7,10,KA61326,ad,19.6,50.5,79.5,*,20,15.5,90,56,HA60884,F
7,10,PA06592,ad,19.8,51.5,81,*,19,14.7,90,42,*,F
7,10,NA33002,juv,19.6,52,81.5,*,15,15.5,*,19,*,F
7,10,PA05292,ad,19,49,79.5,*,22,17.9,96,44,*,F
7,10,PA14082,juv,19.8,49.5,80.5,*,14,15.2,88,56,HA11275,F
7,10,KA00636,ad,20,50,81,*,12,16.4,54,21,*,F
7,10,NA78391,ad,19.3,52,83,*,*,15.6,108,19,NA31140,F
7,10,PA06492,ad,19.4,51,82,*,16,15.3,*,*,*,F
7,10,HA10375,ad,19.6,51,84,*,31,16.2,90,64,*,F
7,10,JA24767,ad,19.9,51.5,79.5,*,21,15.9,72,7,*,F
7,10,NA66491,ad,20.1,52.5,83,*,19,17.1,90,48,JA38067,F
7,10,NA68640,ad,*,*,*,*,*,12.7,90,48,JA73167,F
7,10,JA17967,ad,19,50,80.5,*,20,14.3,88,24,CA63904,F
7,10,RA45176,juv,19.5,50,78,*,10,16.3,90,13,*,F
7,10,NA78691,ad,18.7,51.5,83,*,23,15.8,96,57,NA31140,F
7,10,NA52040,ad,19.3,50.5,80.5,*,24,15.1,*,*,*,F
7,10,PA06892,ad,19.6,52,81,*,16,14.8,4,8,*,F
7,10,EA49364,ad,19.6,47,79,*,24,16.5,70,26,EA03364,F
7,10,PA56182,juv,20,51,80,*,16,16.1,54,30,NA13502,F
7,10,NA10002,ad,19.6,52.5,85,*,25,12.9,72,51,*,F
7,10,PA61282,ad,19.5,55,80,*,34,15,*,*,*,F
7,10,PA06392,juv,19.4,50,78,*,27,16.3,*,*,*,F
7,10,PA06692,ad,19.5,49,80,*,29,15.4,63,44,*,F
7,10,NA74391,ad,18.9,47,79,*,23,16.3,77,40,JA67867,F
7,10,NA16740,ad,19.9,48.5,80,*,29,14.8,66,46,*,F
7,10,PA08692,juv,19.2,49,77.5,*,9,15.1,*,*,*,F
7,10,PA08092,ad,19.9,50,81,*,29,16.4,*,14,*,F
7,10,NA10102,ad,19.7,51.5,81,*,19,15.6,77,45,*,F
7,10,PA06792,ad,19.6,51.8,80.5,*,28,15.1,48,42,*,F
7,10,PA27782,juv,19.1,49.5,81,*,26,15.7,64,61,HA79175,F
7,10,JA47167,ad,19.3,49.5,78.5,*,18,14.5,55,44,HA13575,F
7,10,HA07200,ad,19.3,49.5,78,*,23,16.2,88,49,*,F
7,10,PA05592,ad,19,50.5,80.5,*,33,15,72,59,*,F
7,10,NA32102,juv,19.5,50,80,*,19,15.6,80,26,NA18002,F
7,10,PA07992,ad,19.2,52,81,*,19,17.1,*,*,*,F
7,6,RA19786,juv,19.2,52,79,*,23,14,80,18,*,F
7,6,NA52940,ad,18.5,52,81.5,*,21,13.3,110,50,*,F
7,6,JA48467,ad,19.5,51,81,*,30,13.6,110,53,EA28364,F
7,6,NA62091,ad,19,51.5,80,*,22,12,40,13,KA13136,F
7,6,PA37263,juv,18.8,50.5,81.5,*,29,14.4,77,47,NA39640,F
7,6,NA85240,ad,20.3,51,81,*,26,15.2,*,*,*,F
7,6,NA53740,ad,19.5,51,80,*,23,15.2,80,52,*,F
7,6,PA03092,ad,19.3,50,82,*,30,14.2,100,54,*,F
7,6,PA33263,juv,18.9,51.5,79.5,*,22,12.2,120,20,NA01240,F
7,6,NA05940,ad,19.4,51,80.5,*,17,14.7,80,43,*,F
7,6,NA00740,ad,18.9,51,81,*,16,13.9,80,57,*,F
7,6,PA01792,ad,19.1,54,84,*,23,15.6,144,44,*,F
7,6,NA56740,ad,19,54,82.5,*,16,14.5,90,46,NA05340,F
7,6,KA96826,ad,19.7,50,81,*,24,14.2,80,24,EA41464,F
7,6,PA02992,ad,19.1,51,80,*,17,14.7,*,*,*,F
7,6,NA26840,ad,19.5,51.5,81.5,*,31,13.4,56,47,*,F
7,6,PA01892,ad,19.8,53,83,*,26,15.8,99,57,*,F
7,6,PA38863,juv,20.2,51,81,*,23,15,54,20,NA14802,F
7,6,PA32582,juv,20,51,81,*,19,15.9,*,*,KA96826,F
7,6,NA17502,ad,*,51,80,*,31,*,90,49,*,F
7,6,NA20402,ad,19.8,54,84,*,24,12.9,*,*,*,F
7,6,NA05440,ad,18.9,50,80,*,20,13.2,80,46,*,F
7,6,NA34440,ad,20,50,81,*,15,14.6,*,*,*,F
7,6,LA69260,ad,19.4,51,80,*,14,16,*,56,*,F
7,6,PA20682,juv,19.5,51,79,*,11,15.7,70,17,NA01540,F
7,6,KA44536,ad,19.5,51,83,*,12,14.5,120,54,KA06836,F
7,6,PA03292,ad,19.7,51,80,*,27,12.5,90,59,*,F
7,6,NA17040,ad,19.3,52,81,*,30,13.5,110,45,*,F
7,6,NA63940,ad,19.4,51.5,81,*,15,14.1,70,52,NA07740,F
7,6,PA13582,juv,19.5,53,81,*,16,15,63,21,*,F
7,6,PA02192,juv,20,53,81,*,14,15,*,*,*,F
7,6,PA02092,juv,19.1,51,80,*,16,13.7,100,21,*,F
7,6,PA97082,juv,19.5,50,80,*,18,14.9,100,66,NA05802,F
7,6,PA01992,juv,19.7,51,80,*,29,15.4,80,23,*,F
7,6,NA39640,ad,18.9,50.5,81,*,33,16.3,70,50,KA91436,F
7,6,NA12602,ad,19.3,53,82,*,26,14.8,*,*,*,F
7,6,NA58102,juv,18.1,52,78,*,19,11.6,99,26,JA31467,F
7,6,PA32382,juv,19.1,51,80,*,24,11.5,72,17,KA96826,F
7,6,PA21263,juv,18.8,51.5,80,*,11,14.5,*,*,NA14150,F
7,6,RA16386,juv,19.5,50.5,80,*,16,12.4,77,14,*,F
7,9,JA42279,ad,20,52.5,81,*,21,15.6,*,*,*,F
7,9,EA28364,ad,19.7,50.5,82,*,25,14.3,100,49,EA02064,F
7,9,PA57082,juv,18.9,50,80,*,15,12.9,*,58,NA44450,F
7,9,JA38067,ad,19.6,52,83,*,26,13.3,99,48,JA19467,F
7,9,KA02736,ad,19,50,81,*,34,13,80,69,*,F
7,9,KA94326,ad,20.3,52,83,*,19,14.8,72,42,HA12900,F
7,9,NA63091,ad,19.9,50,82,*,31,15.6,110,61,*,F
7,9,KA67726,ad,19.3,54,85,*,19,13,70,41,HA13775,F
7,9,NA12102,ad,19.1,52,82.5,*,37,15.2,90,56,*,F
7,9,NA59540,ad,19.7,54,83,*,24,13.5,90,22,*,F
7,9,LA73560,ad,19.7,51,79.5,*,20,15,*,*,*,F
7,9,HA96584,ad,20.4,55,83,*,23,*,*,*,CA69804,F
7,9,RA15086,juv,19.7,51,*,*,15,15,*,*,*,F
7,9,NA06202,ad,19.6,51,80,*,32,13.6,64,55,*,F
7,9,NA72491,ad,19.7,51.5,81,*,28,14.2,60,38,*,F
7,9,NA49102,juv,18.9,49,80,*,20,14.9,80,59,KA26426,F
7,9,NA38350,ad,20.2,51,81.5,*,31,16.1,90,57,*,F
7,9,KA12126,ad,20.1,52.5,82,*,28,14.5,99,52,*,F
7,9,RA14986,juv,19.7,52,82,*,20,13.4,90,56,*,F
7,9,JA52367,ad,19.2,51.5,84,*,26,13.2,88,57,*,F
7,9,PA03392,juv,18.3,50,79.5,*,8,16.7,72,67,*,F
7,2,PA03592,juv,19.5,52,82,*,22,13.2,80,21,*,F
7,2,NA44450,ad,19.6,51,81,*,25,15.5,63,41,KA12636,F
7,2,NA21902,ad,19.4,51.5,83,*,34,14.6,90,15,*,F
7,2,PA23363,juv,18.9,49,79.5,*,23,14.4,80,55,KA30236,F
7,2,NA62540,ad,18.8,52,82,*,23,14.2,90,53,HA75475,F
7,2,KA17926,ad,19.4,53,83,*,12,13.8,80,71,HA33575,F
7,2,NA13602,ad,19.4,52,82.5,*,12,15.1,72,42,*,F
7,2,LA96660,ad,20.5,51,82,*,24,13.2,99,57,*,F
7,2,LA29194,ad,20.1,52,83,*,14,14.3,80,55,*,F
7,2,PA03692,juv,19.8,49.5,79,*,19,14.3,*,*,*,F
7,2,NA38340,ad,18.8,50,82,*,31,15.7,90,59,*,F
7,2,JA25379,ad,19.7,51,81,*,21,15,90,17,*,F
7,2,NA37650,ad,19.9,52,82,*,31,13.3,80,53,NA30940,F
7,2,RA15486,ad,18.5,52,79,*,19,12,80,25,*,F
7,2,PA62782,ad,19.8,50,82,*,20,15.4,*,*,*,F
7,2,RA15686,ad,19.3,51,82,*,34,13,110,47,*,F
7,5,RA14686,juv,19.3,52,81,*,19,14,80,18,*,F
7,5,RA14886,juv,19.1,52,81,*,11,12.5,90,58,*,F
7,5,RA14486,juv,19.9,51,81,*,16,15,63,69,*,F
7,5,RA11986,juv,19.1,51,82,*,31,*,90,44,*,F
7,5,NA00302,ad,18.8,51,81,*,19,13.3,99,54,*,F
7,5,RA14786,juv,19.9,50,78,*,23,13.1,99,52,*,F
7,5,NA92840,ad,20,*,83,*,15,16.5,100,19,*,F
7,5,NA91240,ad,18.5,52,80,*,23,13,*,*,HA44684,F
7,5,HA59375,ad,19.1,50.5,81,*,30,13.4,110,*,*,F
7,5,NA16302,ad,20.2,52,82,*,29,13.4,*,*,*,F
7,5,RA11886,juv,20.4,51,82,*,13,15.2,90,42,*,F
7,5,NA91640,ad,19.4,50,82,*,32,12.1,90,46,*,F
7,5,PA63682,ad,19.9,50,83,*,37,13.5,72,53,*,F
7,5,NA23902,juv,19.2,51,80.5,*,20,13.7,*,*,NA23602,F
7,5,PA30182,juv,19.6,50,81,*,19,12.5,90,57,LA81060,F
7,15,NA42950,ad,20.2,52,82.5,*,23,14.1,*,*,*,F
7,15,PA80782,juv,19.3,53,79,*,15,15.2,60,13,LA94460,F
7,15,NA04840,ad,19.4,50.5,80,*,32,14,99,50,*,F
7,15,LA79060,ad,19.5,53,81,*,19,13.5,70,52,*,F
7,15,LA93460,ad,19.8,51,81,*,16,12.5,90,25,*,F
7,15,PA09021,juv,19.4,50.5,79,*,18,12,99,45,*,F
7,15,LA84360,ad,19.4,53,82.5,*,28,15.4,*,*,*,F
7,15,NA04940,ad,19.5,*,83,*,20,13.5,108,52,*,F
7,15,RA13186,juv,19.6,50,80,*,18,13.7,*,*,*,F
7,15,PA02292,juv,20,51,79,*,23,15.4,90,55,*,F
7,15,NA55850,ad,19.5,49,81,*,21,15.7,99,54,KA32126,F
7,15,PA11011,juv,19.6,52,80.5,*,10,14,*,*,*,F
7,15,NA10502,ad,19.9,53,84,*,28,14,*,*,*,F
7,15,RA17086,juv,19.5,52,83,*,21,12.1,110,52,*,F
7,15,PA26711,ad,19.7,52,80.5,*,28,14.2,*,*,*,F
7,15,NA03340,ad,19.6,53,80,*,21,13.3,80,19,*,F
7,15,PA14711,juv,18.7,50,78,*,25,14.2,*,*,*,F
7,15,PA15611,juv,20.1,50,78,*,18,14.2,*,*,*,F
7,15,NA38240,ad,20.2,50,83,*,18,12,*,*,*,F
7,15,NA06040,ad,19,51,82,*,25,12.4,70,55,*,F
7,15,PA02792,ad,19.9,53,82,*,32,12.6,48,51,*,F
7,15,JA51679,ad,19.1,50,79,*,27,14.7,48,11,*,F
7,15,NA02702,ad,19.8,52,82,*,15,15,100,84,*,F
7,15,NA80340,ad,20,50,80,*,21,14.2,88,59,*,F
7,15,JA50467,ad,19.1,52,83,*,20,15,*,*,EA28064,F
7,15,PA90082,juv,19.6,49.5,81,*,19,13.6,*,*,LA73560,F
7,15,RA13886,ad,19.3,51,79,*,16,12.7,56,46,*,F
7,13,PA05892,ad,19.5,51,80.5,*,32,15.1,70,57,*,F
7,13,PA50463,juv,19.7,48,79,*,31,15,80,*,NA31440,F
7,13,KA60226,ad,19.5,50,81,*,19,15.4,*,*,*,F
7,13,PA07392,juv,19.6,52,82,*,10,16.4,99,48,*,F
7,13,PA11163,juv,19.2,54,80,*,19,14.3,80,33,KA09436,F
7,13,NA23602,ad,20.3,52.5,82,*,27,14.5,90,55,*,F
7,13,PA07292,ad,20,49,80,*,27,15.9,99,49,*,F
7,13,PA07792,juv,19.7,48,79,*,16,15.4,80,15,*,F
7,13,PA07682,juv,19,52,78,*,22,14.6,80,50,*,F
7,13,PA05692,juv,19.8,53,80.5,*,18,17.6,*,*,*,F
7,13,PA52782,juv,18.7,49,78,*,11,14.7,64,25,KA33526,F
7,13,PA05792,ad,20.1,51,83.5,*,22,16.5,*,*,*,F
7,13,PA08292,ad,19.8,52,80,*,19,15.5,*,*,*,F
7,13,PA08192,ad,19.4,51,80,*,16,14.7,*,*,*,F
7,12,NA13540,ad,19,52,81.5,*,16,15,100,39,*,F
7,12,PA48282,juv,19.7,50,81,*,19,19.2,99,15,NA66491,F
7,12,PA28282,juv,19.2,51,81,*,14,16.3,63,35,NA21240,F
7,12,PA09692,juv,19.4,50.5,81,*,11,15.2,120,*,*,F
7,12,NA94540,ad,19.7,54,82,*,15,14.8,63,21,NA00740,F
7,12,PA09592,ad,19.9,51,82,*,15,15.1,70,12,*,F
7,12,PA09492,ad,19.5,49,81.5,*,23,14.3,72,53,*,F
7,12,NA15540,ad,19.7,52,80,*,34,13.4,70,57,*,F
7,4,RA45476,juv,20.2,51,80,*,22,15.5,77,27,*,F
7,4,NA00502,ad,19.3,49.5,80,*,25,14.3,*,*,*,F
7,4,KA36936,ad,19.6,50,82.5,*,27,16.2,60,39,*,F
7,4,PA57282,juv,19.3,53,81,*,16,16.4,77,29,KA09836,F
7,4,RA45376,juv,18.9,50.5,80.5,*,26,16.1,88,53,*,F
7,4,NA95140,ad,19.1,48,80,*,15,13.6,90,62,NA00840,F
7,4,HA83584,ad,19.5,48.5,78.5,*,23,14.7,99,45,HA83884,F
7,4,PA90082,juv,19.5,50.5,80,*,18,14.6,*,*,LA73560,F
7,4,RA48276,juv,20.4,50,76.5,*,27,15,*,*,*,F
7,4,PA09992,juv,19,48,75,*,18,15.6,88,8,*,F
7,4,NA75991,ad,19.4,51.5,82,*,27,15.9,80,26,JA89367,F
7,4,PA34882,juv,19.6,51.5,82.5,*,16,14.5,*,*,NA34440,F
7,4,RA45076,ad,19.5,50,80.5,*,23,17.1,110,57,*,F
7,4,RA47076,juv,20.1,49,79,*,18,15.7,72,23,*,F
7,4,NA57302,juv,19.5,52,78,*,6,13.1,77,46,HA15900,F
7,1,NA19502,ad,19.7,50,79.5,*,17,16.6,*,*,*,F
7,1,PA09792,juv,20,52.5,78,*,12,14.7,81,20,*,F
7,1,RA46476,juv,20,49.5,78,*,30,13.4,80,25,*,F
7,1,NA06602,ad,19.5,49,79.5,*,12,15.8,90,23,*,F
7,1,NA01702,ad,20.5,52,84,*,30,16.5,110,51,*,F
8,8,SA30547,ad,20.1,53.5,83,*,27,16,*,*,*,F
8,10,RA75476,juv,19.5,48.5,77,*,15,14.6,80,17,PA09492,F
8,10,NA01540,ad,19.5,50,79,*,27,15.9,80,60,*,F
8,10,PA05392,ad,19.5,50,79.5,*,17,16.5,70,48,*,F
8,10,SA11347,ad,19.1,50.5,78.5,*,16,15.1,80,53,*,F
8,10,NA65040,ad,19.6,50,80,*,25,15.5,110,52,HA67075,F
8,10,RA60676,juv,19.3,48,78.5,*,16,14.4,99,42,NA15540,F
8,10,NA04902,ad,19.3,50,80,*,32,15.3,64,50,HA69075,F
8,10,RA56276,juv,19.7,51.5,81,*,10,16.2,66,48,PA05392,F
8,10,PA06092,ad,18.6,50,78,*,21,15.6,70,27,*,F
8,10,NA09802,ad,19.8,52,80,*,23,14.9,56,57,*,F
8,10,NA85840,ad,19.5,50.5,77.5,*,17,15.5,77,51,*,F
8,10,NA13540,ad,18.9,52,81,*,16,15.3,80,57,*,F
8,10,PA06992,ad,19.4,52.5,83,*,23,16.2,90,44,*,F
8,10,RA87276,juv,19.8,50,79,*,26,15.6,110,56,NA09802,F
8,10,RA90276,juv,19.7,50,78,*,14,15,70,47,RA47076,F
8,10,RA52676,juv,20.2,49.5,79,*,19,16.7,77,15,JA47167,F
8,10,RA91976,juv,19.2,51,78,*,17,15.8,63,31,PA09992,F
8,10,EA49364,ad,19.6,*,*,*,*,*,77,51,EA03364,F
8,10,NA78691,ad,18.6,50.5,82,*,22,15.1,70,52,NA31140,F
8,10,RA51676,juv,19.1,47,78,*,18,15.6,63,18,HA07200,F
8,10,KA14026,ad,19.5,50,82,*,25,14.9,*,*,*,F
8,10,RA61076,juv,20.2,50,79,*,5,18.2,*,*,PA28282,F
8,10,SA11247,ad,19.5,52,83,*,24,15.6,64,13,*,F
8,10,KA00636,ad,19.9,50,81,*,20,16.3,64,18,*,F
8,10,RA84686,juv,19.5,49,79,*,16,16,80,14,LA96660,F
8,10,SA11847,juv,19.2,50,79,*,17,15.1,88,19,*,F
8,10,SA10547,juv,19.3,51,80,*,17,15.2,88,21,*,F
