Ind_ID,Tarsus,Sex,InbreedingF,F_Gen,FBroodID
9531,16.7,1,0.01563,7124,4852
9532,17.1,0,0.03125,6065,4864
9533,17.2,0,0,6019,4837
9534,16.8,0,0,6019,4837
9535,16.8,0,0,6136,4850
9536,16.7,1,0,6071,4813
9537,17.5,1,0.01563,5021,4835
9538,17.6,1,0.01563,5021,4835
9539,16.8,0,0,7056,4830
9540,17.5,0,0,7056,4830
9542,17.9,1,0,6071,4813
9543,16.4,0,0,6136,4850
9544,17.6,1,0,6019,4837
9545,17.3,0,0,6019,4837
9546,18.2,1,0,6224,4834
9547,17.4,0,0,6176,4890
9549,17.2,0,0,5176,4859
9550,16.8,1,0,4228,4897
9551,16.6,1,0,4228,4897
9552,16.8,0,0,4276,4825
9553,17.5,0,0,7138,4896
9554,16.9,0,0,5219,4817
9555,17.2,1,0,5219,4817
9556,16.4,0,0,4228,4897
9558,17.5,1,0.00781,7097,4898
9559,17.1,0,0.00781,7097,4898
9560,17,0,0,5225,4907
9561,17,1,0,6056,4901
9562,17.2,1,0,5122,4908
9563,17.7,1,0,6159,4921
9564,17.6,1,0,6159,4921
9565,17.9,0,0,6159,4921
9566,17.8,1,0,6022,4920
9567,17.8,1,0,4415,4916
9568,17.5,0,0,6241,4906
9569,15.9,0,0,6056,4901
9570,16.8,0,0.01563,6162,4904
9571,17.7,0,0,6022,4920
9572,17.3,0,0,6022,4920
9573,18.2,1,0.03125,6143,4925
9574,17.9,0,0.01563,7110,4924
9575,17,0,0,6241,4906
9576,17,0,0,6241,4906
9577,17.6,1,0,6241,4906
9578,17.3,0,0.01563,7110,4924
9579,18,1,0,6159,4921
9580,17,1,0.01563,7110,4924
9581,17.8,0,0,6131,4932
9582,17.4,0,0,6131,4932
9583,17.1,1,0,5050,4928
9584,17.8,0,0,5050,4928
9585,17.5,1,0,5050,4928
9586,16.8,0,0.0625,7039,4927
9587,17.6,0,0,5165,4933
9588,16.8,1,0.0625,7039,4927
9589,16.6,0,0.01563,7124,4949
9590,16.8,0,0.01563,7124,4949
9591,16.9,1,0,5120,4962
9592,16.7,0,0,6168,4979
9593,18,0,0,6098,4958
9594,17.1,0,0,6098,4958
9595,17,1,0,6168,4979
9597,17.2,0,0,6250,4982
9598,17.3,0,0,6250,4982
9599,17.8,1,0,5120,4962
9600,17.9,1,0,5100,4961
9601,17.1,1,0,5100,4961
9602,17.6,0,0,6176,4967
9603,17.2,0,0,6168,4979
9604,16.8,1,0.01563,6166,4977
9605,17.3,1,0.01563,6166,4977
9606,17,0,0.01563,6166,4977
9607,17.4,1,0.03125,5172,4984
9608,17.9,1,0,6250,4982
9609,17.5,1,0,6019,4987
9610,17.7,0,0,7138,4986
9611,17,1,0,6071,4970
9612,17,0,0,5100,4961
9613,17.5,1,0,6019,4987
9614,17.7,0,0,6071,4970
9615,17.1,1,0,6176,4967
9616,17.4,1,0,6176,4967
9617,16.9,1,0,6176,4967
9618,17.3,1,0.03125,5172,4984
9619,17.7,1,0.03125,5172,4984
9620,17.9,0,0,6019,4987
9621,17.2,1,0,7138,4986
9622,17.1,1,0,6071,4970
9623,17.8,1,0,6073,4995
9624,17.8,0,0,6073,4995
9625,16.8,1,0.00781,7107,4983
9626,17.9,1,0,6229,4999
9627,17.3,1,0.01563,5021,4994
9628,17.3,1,0.01563,5021,4994
9629,16.5,1,0.01563,6162,5002
9630,18.6,1,0,6229,4999
9631,16.5,0,0.01563,6162,5002
9632,17,1,0.03125,6065,5007
9633,17.7,0,0.03125,6065,5007
9634,16,0,0.01563,6162,5002
9635,16.9,1,0,6131,5010
9636,18.3,0,0,6229,4999
9637,15,1,0.03125,6065,5007
9638,16.2,1,0.03125,6065,5007
9639,17.2,1,0,5225,5017
9640,16.7,1,0,5225,5017
9641,16.8,0,0.03125,6065,5007
9642,17.8,1,0.00781,7097,5022
9643,16.8,1,0.00781,7097,5022
9644,16.8,0,0,5203,5013
9645,17.6,1,0,6136,5041
9646,17.6,1,0,4276,5037
9647,17.4,0,0,6159,5027
9648,17.8,1,0,6159,5027
9649,17.7,1,0,6159,5027
9650,17.6,0,0,4276,5037
9651,16.8,1,0,6136,5041
9652,17.3,0,0,6241,5028
9653,17.7,1,0,4276,5037
9654,17.1,1,0.00781,7097,5022
9655,16.9,1,0.01563,7110,5044
9656,17.4,1,0,6241,5028
9657,17.1,1,0,6136,5041
9658,17.7,0,0,6022,5040
9659,17.3,0,0,6022,5040
9660,15.2,0,0.00781,7097,5022
9661,17,1,0.00781,7097,5022
9662,17,1,0.01563,7110,5044
9663,17,1,0.01563,7110,5044
9664,16.2,0,0.01563,7110,5044
9665,17.3,1,0.01563,7110,5044
9666,16.8,1,0,5122,5047
9667,16.3,0,0.01563,7124,5058
9668,17.4,1,0,6241,5028
9669,17.7,1,0,6241,5028
9670,16.4,0,0,6241,5028
9671,17.1,1,0,6136,5041
9672,17.3,0,0,6022,5040
9673,17,0,0,6022,5040
9674,17.3,0,0,5050,5056
9675,17.2,0,0,5050,5056
9676,16.3,0,0.01563,7124,5058
9677,17.5,1,0,5050,5056
9678,17.4,1,0.01563,6054,5048
9679,17,0,0.01563,6054,5048
9680,16.9,1,0,5050,5056
9681,16.2,1,0.01563,7124,5058
9682,16.2,0,0.01563,7124,5058
9683,16.8,0,0,5219,5071
9684,16.8,1,0,5219,5071
9685,16.7,0,0,6056,5068
9686,17.1,1,0,6056,5068
9687,17.1,1,0.00781,7107,5086
9688,16.6,1,0.00781,7107,5086
9689,17.2,1,0,6056,5068
9690,17.8,0,0,6098,5078
9691,17.5,0,0,6098,5078
9692,17.2,1,0,6098,5078
9693,17.2,1,0,5219,5071
9694,17.7,0,0,4481,5079
9695,17.8,0,0,4481,5079
9696,16.9,0,0.00781,7107,5086
9697,18.1,1,0,5120,5088
9698,16.7,1,0,6168,5085
9699,17.6,0,0,6168,5085
9700,17.3,0,0,6168,5085
9701,17.3,1,0,6019,5053
9702,17.1,0,0,6019,5053
9703,17.7,1,0,6019,5053
9704,17.1,0,0,6098,5078
9705,17.4,0,0,6131,5103
9706,17.8,0,0,6131,5103
9707,16.6,0,0,6168,5085
9708,17.3,0,0,6019,5053
9709,17.3,0,0,7138,5097
9710,17.6,1,0,5120,5088
9711,17.9,0,0,5120,5088
9712,17.7,0,0,6131,5103
9713,17,0,0,6131,5103
9714,16.7,0,0.01563,5021,5099
9715,17,0,0.01563,5021,5099
9716,16.8,0,0,7056,5083
9717,17.4,1,0,6250,5089
9718,17.2,0,0,6250,5089
9719,16.4,0,0.01563,6162,5101
9720,17.7,1,0.01563,6162,5101
9721,16.7,0,0.03906,7143,5100
9722,17.2,1,0.03906,7143,5100
9723,17.6,1,0.03906,7143,5100
9724,17.2,1,0.03906,7143,5100
9725,17.3,1,0,6250,5089
9726,16.9,0,0.01563,6162,5101
9727,16.8,0,0,6176,5108
9728,16.7,1,0.01563,6162,5101
9729,17.5,1,0,6073,5110
9730,17.4,1,0,6073,5110
9731,18.2,0,0,6073,5110
9732,18,0,0,6176,5108
9733,17.8,1,0,4467,5120
9734,17.8,1,0,4467,5120
9735,17.3,0,0,4467,5120
9736,17.8,1,0,5225,5114
9737,17.2,0,0,5225,5114
9738,16.6,1,0,6073,5110
9739,17.6,1,0,6229,5104
9740,17.2,0,0,4415,5125
9741,16.7,1,0,6176,5108
9742,17.7,1,0,5100,5127
9743,17.7,0,0,5100,5127
9744,17.4,1,0,5100,5127
9745,17.4,0,0,4276,5137
9746,17.3,1,0,4276,5137
9747,18.1,0,0,6241,5140
9748,17.1,0,0.03125,5172,5146
9749,17,1,0.03125,5172,5146
9750,16.3,0,0.03125,5172,5146
9751,17.9,1,0,6241,5140
9752,18,1,0,6241,5140
9753,17.1,1,0.01563,6054,5148
9754,16.7,0,0.01563,6054,5148
9755,17,1,0,6071,5138
9756,17.2,0,0.01563,6054,5148
9757,16.1,1,0,6241,5140
9758,17.4,0,0,5122,5153
9759,17.2,0,0,5122,5153
9760,17.7,1,0,5122,5153
9761,17,0,0.0625,6178,5151
9762,17.2,0,0,4465,5166
9763,18.7,1,0,4465,5166
9764,18.7,1,0,4465,5166
9765,17.3,1,0,6098,5169
9766,16.8,1,0,6098,5169
9767,16.8,1,0,4465,5166
9768,16.6,0,0,6071,5183
9770,17.5,0,0.01563,5021,5180
9771,17.6,1,0.01563,5021,5180
9772,16.9,1,0,6241,5188
9773,17.9,1,0.01563,6054,5187
9774,17.1,0,0.01563,6054,5187
9775,17.3,0,0.01563,6054,5187
9776,17,0,0,6241,5188
9777,17.4,0,0,6241,5188
9778,18,1,0,4481,5182
9779,17.5,0,0,4481,5182
9780,17.9,0,0,4481,5182
9781,17.7,1,0,5122,5192
9783,17.3,1,0,5100,5193
9784,17.3,0,0,5100,5193
11001,16.7,0,0.17188,9371,5215
11002,17.2,1,0.03516,9696,5232
11004,16.8,1,0.13672,9719,5216
11005,17.2,1,0.04688,9589,5236
11006,17.5,0,0.06836,9339,5243
11007,16.3,0,0.0625,9581,5251
11008,17,1,0.0625,9581,5251
11009,16,0,0.03516,9211,5254
11010,16.9,1,0.0625,9606,5258
11011,16.4,0,0.0625,9606,5258
11012,16.3,0,0.0625,9606,5258
11013,15.9,1,0.0625,9606,5258
11014,17,0,0.03613,9237,5201
11015,16.8,0,0.04688,9589,5236
11016,16.4,1,0.04688,9589,5236
11017,16.3,1,0.04688,9589,5236
11018,17.2,1,0.04688,9589,5236
11019,16.8,1,0.03516,9696,5232
11020,15.9,1,0.17188,9371,5215
11021,17.9,1,0.14062,9586,5244
11022,17.3,0,0.14062,9586,5244
11023,16.8,1,0.14062,9586,5244
11024,16.7,0,0.0625,9581,5251
11025,17.5,0,0.06836,9333,5271
11026,15.9,0,0.03516,9696,5232
11027,17,0,0.03613,9237,5201
11028,15.7,1,0.17188,9371,5215
11029,16.6,0,0.17188,9371,5215
11032,16.9,1,0.01758,9743,5245
11033,17.8,0,0.06836,9339,5243
11034,17.9,0,0.01758,9743,5245
11035,16.7,0,0.17188,9371,5215
11036,16.6,0,0.09375,9368,5237
11037,16.1,0,0.04688,9589,5236
11038,16.4,1,0.09375,9368,5237
11039,16.9,1,0.00391,9295,5214
11040,18.2,1,0.04102,9525,5229
11041,17.8,1,0.04102,9525,5229
11042,17,1,0.125,9535,5255
11043,16.4,0,0.125,9535,5255
11044,16.7,0,0.13281,9210,5250
11045,17.1,0,0.01172,9660,5267
11046,16.3,0,0.0625,9780,5252
11047,17.1,0,0.0625,9780,5252
11048,17.3,1,0.0625,9780,5252
11049,16.6,1,0.13672,9716,5247
11050,16.3,0,0.04883,9768,5223
11051,17.4,0,0.04688,9784,5212
11052,16.4,0,0.01172,9660,5267
11053,17,1,0.13672,9716,5247
11054,16.9,0,0.13672,9716,5247
11055,17.1,1,0.03516,9597,5278
11056,16.7,1,0.03516,9597,5278
11057,16.9,0,0.03516,9597,5278
11058,17.1,1,0.01758,9612,5198
11060,17.6,0,0.04688,9784,5212
11061,17.2,1,0.01367,9303,5226
11062,17,1,0.01367,9303,5226
11063,16.3,0,0.01758,9612,5198
11065,15.7,0,0.0625,9780,5252
11066,17.1,0,0.01367,9303,5226
11067,16.9,1,0.04688,9784,5212
11068,16.1,0,0.13281,9328,5242
11069,16.7,0,0.03125,9545,5248
11070,17.2,0,0.07812,9206,5280
11071,16.7,0,0.07812,9206,5280
11072,16.6,1,0.0625,9427,5238
11073,16.1,0,0.0625,9427,5238
11074,17.4,0,0.07031,9711,5219
11075,16.2,1,0.07031,9711,5219
11076,18.1,1,0.07812,9409,5291
11077,18.1,0,0.15625,9704,5306
11078,16.6,1,0.0332,9501,5292
11079,16,0,0.0332,9501,5292
11080,17,0,0.07812,9409,5291
11081,16.4,1,0.17188,9590,5298
11082,16.2,0,0.17188,9590,5298
11083,17.8,0,0.15625,9704,5306
11084,17,1,0.00293,9745,5307
11085,17.5,0,0.00293,9745,5307
11086,17.2,0,0.00293,9745,5307
11087,16.7,0,0.0332,9501,5292
11088,17.6,1,0.03516,9511,5302
11089,16.9,1,0.07031,9458,5310
11090,18.3,0,0.125,9691,5301
11091,17.4,1,0.125,9691,5301
11092,17.7,1,0.125,9691,5301
11093,16.6,1,0.125,9691,5301
11094,17.4,1,0.09375,9712,5203
11095,17.9,1,0.09375,9712,5203
11096,15.8,1,0.17188,9590,5298
11097,17.7,0,0.15625,9704,5306
11098,16.4,0,0.0332,9501,5292
11099,17.3,1,0.03516,9511,5302
11100,16.8,1,0.125,9347,5304
11101,18.1,1,0.03125,9549,5319
11102,17.4,1,0.03125,9549,5319
11103,17.7,0,0.03125,9549,5319
11104,16.8,1,0.07031,9458,5310
11105,16.9,1,0.07031,9458,5310
11106,17.3,1,0.03516,9554,5311
11107,17.2,0,0.09375,9712,5203
11108,16.9,1,0.03516,9554,5311
11109,18.1,0,0.0625,9593,5320
11110,17.4,0,0.0625,9593,5320
11111,16.9,1,0.03125,9549,5319
11112,18.6,1,0.0625,9593,5320
11113,17.2,0,0.15625,9704,5306
11114,17.3,0,0.125,9433,5333
11115,17.2,1,0.0625,9543,5330
11116,16.9,0,0.04688,9762,5338
11117,16.7,0,0.04688,9762,5338
11118,16.9,1,0.04688,9762,5338
11119,17.6,1,0.04688,9762,5338
11120,17.8,1,0.0625,9593,5320
11121,17,1,0.04492,9217,5325
11122,17.3,0,0.0625,9582,5324
11123,17.1,0,0.0625,9582,5324
11124,17.1,1,0.0625,9582,5324
11125,16.4,1,0.04492,9217,5325
11126,17.1,0,0.04102,9614,5334
11127,17,0,0.04102,9614,5334
11128,16.3,0,0.09766,9471,5336
11129,17.3,1,0.0625,9341,5331
11130,17,0,0.0625,9341,5331
11131,17.8,0,0.0625,9341,5331
11132,15.9,1,0.09766,9471,5336
11133,17.2,0,0.0625,9543,5330
11134,16.9,0,0.02539,9547,5323
11135,17.4,1,0.02539,9547,5323
11136,17.6,0,0.0625,9636,5341
11137,17.3,1,0.02539,9547,5323
11138,16.4,0,0.03125,9298,5329
11139,16.6,1,0.03125,9298,5329
11140,18,1,0.0625,9636,5341
11141,17.4,1,0.00391,9295,5360
11142,16.3,0,0.09766,9471,5336
11143,16.1,1,0.00195,9472,5358
11144,16.8,1,0.14062,9718,5281
11145,16.6,0,0.125,9533,5335
11146,16.9,1,0.125,9533,5335
11147,17.7,1,0.06836,9339,5361
11148,17.4,0,0.06836,9339,5361
11149,16.9,1,0.06836,9339,5361
11150,17.2,1,0.09766,9381,5351
11151,17.6,1,0.09766,9381,5351
11152,15.5,1,0.0625,9636,5341
11153,17.8,1,0.0625,9636,5341
11154,16.8,0,0.0625,9606,5366
11155,16.6,0,0.0625,9606,5366
11156,17.7,0,0.09766,9381,5351
11158,17,0,0.03516,9211,5365
11159,17,0,0.13281,9210,5364
11160,17.8,0,0.03613,9237,5371
11161,17.8,1,0.00391,9295,5360
11162,17.6,1,0.13281,9210,5364
11163,16.8,0,0.0625,9606,5366
11164,16.9,1,0.09766,9381,5351
11165,17.3,0,0.14062,9586,5363
11166,16.9,1,0.03516,9211,5365
11167,17.2,1,0.03516,9211,5365
11168,16.8,0,0.04688,9305,5353
11169,17.6,1,0.06641,9594,5349
11170,17.8,1,0.03613,9237,5371
11171,17.6,0,0.04102,9525,5362
11172,17.4,1,0.125,9488,5350
11173,17.7,1,0.06641,9594,5349
11174,17,1,0.17188,9371,5352
11175,17.1,1,0.04102,9525,5362
11176,17,1,0.04688,9589,5384
11177,17.3,1,0.04688,9589,5384
11180,17.2,0,0.14062,9586,5363
11181,17.2,0,0.14062,9586,5363
11182,16,1,0.0625,9606,5366
11183,15.8,0,0.0625,9606,5366
11184,17.1,1,0.13672,9716,5373
11185,16.4,0,0.13672,9716,5373
11186,15.8,1,0.0625,9581,5374
11187,16.7,1,0.0625,9581,5374
11188,16.8,0,0.03516,9211,5365
11189,19,1,0.06836,9333,5369
11190,17.7,0,0.06836,9333,5369
11191,18.3,0,0.06836,9333,5369
11192,17.6,0,0.06836,9333,5369
11193,17.3,1,0.04688,9207,5377
11194,16.7,1,0.125,9535,5380
11195,16.8,0,0.125,9535,5380
11196,17.9,0,0.01367,9303,5389
11197,16.9,0,0.04688,9589,5384
11198,16.8,1,0.13672,9716,5373
11199,17.1,0,0.0625,9581,5374
11200,16.6,1,0.03125,9545,5392
11201,17.3,0,0.06836,9333,5369
11202,16.8,1,0.04688,9589,5384
11203,17.3,0,0.09375,9368,5390
11204,17.3,1,0.09375,9368,5390
11205,17.9,0,0.04688,9784,5399
11207,16.8,1,0.17188,9371,5352
11208,16.4,0,0.13672,9716,5373
11209,16.5,1,0.03125,9545,5392
11211,17.2,1,0.03125,9545,5392
11213,16.9,1,0.03516,9597,5400
11214,17.4,1,0.03516,9597,5400
11215,16.4,0,0.01367,9303,5389
11216,17.2,0,0.15625,9474,5379
11217,17.7,1,0.15625,9474,5379
11218,17.1,1,0.15625,9474,5379
11219,17.9,1,0.04688,9784,5399
11220,16.9,1,0.17188,9371,5352
11221,17.1,0,0.13672,9719,5393
11222,16.7,1,0.13672,9719,5393
11223,16.4,0,0.04688,9589,5384
11224,16.8,0,0.09375,9368,5390
11225,17.2,1,0.09375,9368,5390
11226,16.7,0,0.17188,9371,5352
11227,17,0,0.06836,9333,5369
11228,16.4,1,0.13281,9328,5396
11231,17.2,0,0.04688,9784,5399
11232,17.9,1,0.04688,9784,5399
11233,17.3,1,0.01758,9612,5388
11234,17,1,0.01758,9612,5388
11235,17.9,0,0.01758,9612,5388
11236,17,0,0.01758,9612,5388
11237,16.7,0,0.01758,9612,5388
11238,16.2,1,0.13672,9719,5393
11239,16.1,0,0.14062,9586,5363
11242,16.8,1,0.03516,9597,5400
11243,16.1,0,0.0625,9780,5401
11245,17.9,1,0.04883,9768,5398
11246,15.9,1,0.04688,9589,5384
11247,16.8,0,0.04883,9768,5398
11248,16.8,1,0,9702,5403
11249,17.7,1,0,9702,5403
11250,18.1,0,0.07031,9367,5409
11251,17.3,1,0.07031,9367,5409
11252,16.4,0,0.04883,9768,5398
11253,17.4,0,0.03125,9534,5411
11254,16.8,0,0.0625,9320,5406
11256,16.9,0,0.0625,9320,5406
11257,17.8,1,0.00293,9745,5422
11258,16.9,0,0.00293,9745,5422
11259,16.9,1,0.02539,9721,5408
11260,16.9,0,0.03125,9534,5411
11261,16.9,0,0.01758,9743,5391
11262,17.2,1,0.00195,9226,5417
11263,16.2,0,0.17188,9590,5419
11264,16.9,1,0,9284,5415
11265,17.4,1,0,9284,5415
11266,16.9,1,0.01758,9743,5391
11267,17.3,1,0.01758,9743,5391
11268,18,1,0.00293,9745,5422
11269,18.3,1,0.00293,9745,5422
11270,17.3,0,0,9284,5415
11271,17.8,1,0.03125,9534,5411
11272,17.4,1,0.01758,9743,5391
11273,17.2,0,0.01758,9743,5391
11274,17.6,1,0.07812,9206,5430
11275,16.8,1,0.00195,9226,5417
11276,17.4,0,0.00195,9226,5417
11277,17,1,0.03125,9534,5411
11278,16.5,1,0.17188,9590,5419
11279,16.4,0,0.17188,9590,5419
11280,16.9,0,0.0625,9427,5421
11281,17.8,1,0.00293,9745,5422
11282,16.8,0,0.07812,9206,5430
11283,17.5,0,0.07812,9206,5430
11284,16.8,1,0.07812,9206,5430
11285,17.6,1,0.03516,9554,5433
11286,16.9,1,0.03516,9554,5433
11287,16.8,1,0.03516,9554,5433
11288,17.2,0,0.0332,9501,5429
11289,16.9,1,0.0332,9501,5429
11290,16.8,0,0.03516,9554,5433
11291,16.4,1,0.0625,9427,5421
11292,16.6,0,0.04492,9217,5437
11293,16.3,0,0.04492,9217,5437
11294,16.7,0,0.0332,9501,5429
11295,16.9,0,0.0332,9501,5429
11296,18.6,1,0.125,9691,5436
11297,17.9,0,0.125,9691,5436
11298,17.6,0,0.07031,9711,5441
11299,17.7,0,0.07031,9711,5441
11300,17.1,1,0.04492,9217,5437
11301,16.8,1,0.125,9691,5436
11302,18.4,1,0.125,9691,5436
11303,17,1,0.09375,9712,5446
11304,17.6,1,0.07031,9711,5441
11305,16.5,1,0.07031,9458,5432
11306,17.3,1,0.09375,9712,5446
11307,18.1,0,0.09375,9712,5446
11308,17.8,0,0.03125,9549,5458
11309,17.8,0,0.03125,9549,5458
11310,17.7,0,0.0625,9582,5451
11311,17.3,0,0.0625,9582,5451
11312,18.3,0,0.15625,9704,5452
11313,17.3,0,0.0625,9543,5459
11314,18.1,0,0.09375,9229,5359
11315,17.3,0,0.15625,9704,5452
11316,17.6,0,0.0625,9582,5451
11317,17.3,1,0.0625,9582,5451
11319,17.8,1,0.09375,9229,5359
11320,17.3,0,0.125,9433,5460
11321,17,0,0.0625,9543,5459
11322,16.2,0,0.09766,9471,5457
11323,16.6,1,0.09766,9471,5457
11324,17.7,1,0.14062,9718,5456
11325,16.9,1,0.15625,9704,5452
11326,18.4,1,0.15625,9704,5452
11327,16.1,0,0.09766,9471,5457
11328,16.2,0,0.09766,9471,5457
11329,16.9,0,0.13281,9706,5442
11330,17.5,1,0.04688,9461,5447
11331,16.5,0,0.04688,9461,5447
11332,17.3,0,0.04688,9461,5447
11333,17,1,0.04688,9461,5447
11334,17.7,0,0.09375,9229,5359
11335,17.2,0,0.14062,9718,5456
11336,17.9,1,0.13281,9210,5462
11337,17.8,1,0.13281,9210,5462
11338,14.8,0,0.13281,9210,5462
11339,17.9,0,0.04883,9525,5599
11340,17.2,0,0.03516,9381,5603
11341,17.4,1,0.16016,9320,5645
11342,17,0,0.16016,9320,5645
11343,17.7,0,0,9510,5568
11344,17.9,0,0.03516,9381,5603
11345,17.6,1,0.00391,9295,5610
11346,17.1,1,0.00391,9295,5610
11347,16.8,0,0.0625,9581,5611
11348,16.9,1,0.16016,9320,5645
11349,17.6,1,0.04883,9525,5599
11350,18.1,0,0.04883,9525,5599
11351,17.3,0,0.03613,9237,5631
11352,17.2,0,0.03613,9237,5631
11353,18.6,0,0.06836,9333,5632
11354,16.7,0,0.04688,9719,5636
11355,17.1,0,0.00781,9540,5571
11356,17.2,1,0.00586,9545,5586
11357,16.9,1,0.00391,9295,5610
11358,17.9,1,0.06836,9333,5632
11359,17.1,1,0.15625,9784,5633
11360,17,1,0.15625,9784,5633
11361,17.5,0,0.0625,9780,5642
11362,13.7,0,0.0625,9780,5642
11363,17.3,0,0.04492,9217,5607
11364,16.8,1,0.04492,9217,5607
11365,15.7,1,0.04688,9719,5636
11366,16.4,1,0.04688,9719,5636
11367,17.8,1,0.15625,9473,5637
11369,17.8,1,0.0625,9210,5643
11370,17.8,0,0.0625,9210,5643
11371,17.9,0,0.125,9594,5619
11372,16.6,1,0.15625,9784,5633
11373,17.1,1,0.04688,9586,5579
11374,17.3,0,0.04688,9586,5579
11375,17.7,0,0.15625,9691,5587
11376,16.5,1,0.07812,9206,5585
11377,16.5,0,0.07812,9206,5585
11378,16.2,1,0.0625,9347,5565
11379,17.3,0,0.04688,9586,5579
11380,16.7,0,0.07812,9282,5593
11381,16.8,0,0.07812,9282,5593
11383,17.2,0,0.04688,9589,5598
11384,17.1,1,0.04688,9589,5598
11386,16.9,1,0.04492,9217,5607
11387,16.8,1,0.04688,9606,5605
11388,16.7,0,0.04688,9606,5605
11389,17.7,1,0.125,9658,5618
11390,17.4,1,0.125,9658,5618
11391,17.8,1,0.125,9658,5618
11394,16.3,1,0.03125,9310,5630
11396,17.2,0,0.01953,9718,5647
11402,16.7,0,0.01953,9718,5647
