Ind_ID,Tarsus,Sex,InbreedingF,F_Gen,FBroodID
6064,17,0,0,4362,1739
6065,17.5,0,0,4241,1757
6066,18.1,0,0,4191,1796
6067,16.9,1,0,4205,1898
6068,16.8,0,0,4442,1757
6069,17.5,1,0,4362,1791
6070,17.2,1,0,4325,1757
6071,17.6,0,0,4453,1505
6072,17.3,1,0,4415,1713
6073,17.2,0,0,4241,1739
6074,17.1,1,0,4444,1739
6075,17,1,0,4205,1436
6076,17.2,1,0,1615,1436
6077,16.3,1,0,2058,1431
6078,17.3,0,0,4191,1642
6079,16.9,1,0,1615,1431
6080,18.3,0,0,4203,1724
6081,17.2,1,0,4444,1724
6082,16.5,0,0,4325,1675
6083,16.2,1,0,4442,1642
6084,17.7,1,0,4493,1678
6085,17.5,0,0,4345,1678
6086,17.4,0,0,4405,1754
6087,17.9,1,0,4459,1724
6088,17.2,1,0,4325,1830
6089,17.6,1,0,4325,1791
6090,18.1,0,0,4459,1796
6092,17.5,1,0,1527,1493
6093,17.9,1,0,4444,1757
6094,17.2,1,0,4493,1786
6095,16.9,1,0,4217,1505
6096,16.3,1,0,2058,1898
6097,17.2,1,0,1527,1566
6098,17.7,0,0,4481,1642
6099,16.5,0,0,4518,1635
6100,17.1,0,0,4396,1678
6101,17,0,0,4493,1713
6102,16.4,1,0,4518,1713
6103,17.7,1,0,4385,1724
6104,17,0,0,2143,1392
6105,16.9,1,0,4345,1635
6106,16.8,0,0,4405,1739
6107,16.5,0,0,4228,1791
6108,16.9,1,0,4481,1791
6109,17.5,0,0,4302,1786
6111,16.9,1,0,4217,1471
6112,17.9,0,0,4465,1642
6113,17.9,0,0,4465,1665
6114,18.1,0,0,4467,1635
6115,15.9,0,0,4385,1713
6116,17,1,0,4263,1786
6117,16.6,1,0,4263,1808
6118,17,0,0,4359,1771
6119,16.9,1,0,4518,1789
6120,18.2,1,0,4385,1822
6121,16.6,1,0,2058,1570
6122,17.2,0,0,4156,1665
6123,17.2,0,0,4156,1822
6124,17,1,0,4276,1822
6125,17.4,0,0,4485,1771
6126,17.4,0,0,4405,1791
6127,17.9,1,0,4339,1891
6128,17.7,0,0,4173,1891
6129,16.9,0,0,4339,1534
6130,17.3,0,0,4385,1665
6131,16.4,0,0,4276,1808
6132,17.5,1,0,4231,1808
6133,17.4,0,0,4230,1582
6134,17.6,1,0,4173,1427
6135,17.4,1,0,4345,1665
6136,16.3,0,0,4156,1669
6138,16,0,0,1615,1867
6139,17.3,0,0,4231,1771
6140,17.1,1,0,4227,1789
6141,18.1,0,0,4173,1582
6142,16.6,0,0,4231,1669
6143,17.4,0,0,4465,1771
6144,16.4,0,0.0625,4368,1805
6145,16.8,1,0,2156,1468
6146,16.6,1,0,4467,1669
6147,16.7,1,0,4485,1767
6148,18.1,0,0,4173,1894
6149,17.1,1,0,4436,1767
6150,17.2,1,0,4467,1805
6151,14.9,0,0,4217,1388
6152,17.4,1,0,2156,1894
6153,16.9,0,0,4465,1669
6154,16.9,1,0,4503,1690
6155,17.4,1,0,4227,1811
6156,17,1,0,4358,1672
6157,17.3,1,0,4455,1672
6158,16.2,1,0,4525,1672
6159,17.4,0,0,4490,1672
6160,16.8,0,0,4358,1684
6161,16.1,0,0,4526,1690
6162,16.5,0,0,4532,1694
6163,16.3,1,0.0625,4532,1819
6164,17.7,1,0,4413,1694
6165,17,1,0,1450,1602
6166,17.1,0,0,4525,1684
6167,16.4,1,0,4526,1684
6168,16.9,0,0,4490,1684
6169,17.2,1,0,4455,1694
6170,16.8,1,0,4485,1698
6171,16.7,0,0,4358,1781
6172,16.9,1,0,4249,1811
6173,17.1,0,0,4160,1598
6175,17.4,0,0,4413,1627
6176,17.1,0,0,4413,1704
6177,17.2,0,0,4231,1781
6178,17,0,0,4532,1827
6179,17,0,0,4455,1827
6180,17.2,1,0,4413,1827
6191,17.4,1,0.0625,4531,1654
6192,16.5,1,0,4485,1684
6193,16.8,0,0,4526,1704
6194,16.6,0,0,4525,1819
6195,16.8,0,0,4475,1602
6196,17.4,0,0,4160,1602
6197,16.6,1,0,4231,1681
6198,17.4,1,0,4532,1698
6199,17.4,1,0,4249,1827
6200,16.7,0,0,4362,1645
6201,16.6,0,0,4231,1698
6202,17.1,1,0,4504,1872
6203,16.9,0,0,4339,1872
6204,17.5,0,0,4231,1704
6205,17,0,0,4231,1800
6206,17.2,1,0,4241,1654
6207,17.4,1,0,4531,1681
6208,17.3,0,0,4415,1639
6209,16.8,0,0,4463,1639
6210,17.1,1,0,4362,1704
6211,17.7,1,0,4517,1707
6212,16.3,1,0,4504,1502
6214,17,1,0,4228,1639
6215,17.1,1,0,4532,1654
6216,17.5,0,0,4415,1707
6217,17.2,1,0,4494,1716
6218,17,0,0,4415,1800
6219,17.1,0,0,4228,1800
6220,17.2,1,0,4531,1815
6221,17.8,1,0,4225,1502
6222,17.3,1,0,4339,1555
6224,17.6,0,0,4359,1707
6225,17.2,0,0,4142,1778
6226,17.2,0,0,4405,1815
6227,17.1,1,0,2143,1397
6228,16.7,0,0,2143,1555
6229,16.7,0,0,4436,1639
6230,17.3,0,0,4396,1645
6231,17,1,0,4490,1645
6232,17.5,1,0,4442,1681
6233,17.1,1,0,4444,1707
6234,17.3,1,0,4517,1778
6235,17.5,1,0,4142,1815
6236,16.6,0,0,4225,1555
6237,17.1,1,0,4485,1654
6238,18.1,0,0,4405,1624
6239,17.1,0,0,4325,1737
6240,17.1,0,0,4459,1624
6241,17.4,0,0,4465,1609
6242,18.4,0,0,4405,1737
6243,18.1,0,0,4493,1687
6244,16.2,1,0,4229,1624
6245,17.8,0,0,4494,1737
6246,17.7,1,0,4436,1737
6247,17.5,0,0,4531,1687
6248,16.7,1,0,4493,1778
6249,16.7,0,0,4493,1815
6250,16.8,0,0,4465,1687
6251,17,0,0,4407,1648
6252,17.7,0,0,4494,1620
6253,16.9,0,0.0625,4368,1609
6254,16.9,1,0,4465,1775
6255,17.6,0,0,4436,1783
6256,16.9,0,0.03125,4490,1616
6257,17.2,0,0,4493,1648
6258,17.2,1,0.0625,4368,1687
6259,16.6,0,0.03125,4490,1783
6260,17,0,0,4281,1721
6261,17.1,1,0,4358,1775
6262,17.4,1,0,4503,1775
6263,16.6,0,0,4358,1620
6264,16.6,0,0,4227,1701
6265,17.8,1,0,4444,1721
6266,17.1,0,0,4503,1616
6267,17.1,1,0,4485,1616
6268,16.9,0,0,4517,1620
6269,17.3,0,0,4413,1701
6270,17.6,1,0,4156,1701
6271,17.7,1,0,4485,1721
6272,17.5,0,0,4231,1701
6273,16.6,0,0,4227,1721
7001,17.25,0,0,5105,3162
7002,17.7,0,0,5248,3170
7003,17.6,0,0,6048,3229
7004,17.3,1,0,5174,3147
7005,17.3,1,0,5174,3147
7006,16.45,1,0.25,5054,3162
7007,16.7,1,0.25,6205,3203
7008,16.2,1,0.01563,6205,3203
7009,16.4,1,0.25,6205,3203
7010,18.2,1,0,6048,3229
7011,17.3,1,0,6048,3229
7012,15.8,1,0.01563,6205,3203
7013,16,1,0.25,6099,3152
7014,17.2,0,0,6219,3160
7016,16.9,0,0.0625,5224,3175
7017,17.2,1,0.01563,6161,3217
7018,16.75,1,0.01563,5233,3210
7019,17.2,1,0,5174,3147
7020,17.55,0,0,6219,3160
7021,17.3,1,0.25,5218,3193
7022,16.6,1,0.01563,6161,3217
7023,17.3,1,0.0625,5224,3175
7024,16.8,0,0.01563,5233,3210
7025,16.1,0,0.25,6161,3217
7026,16.5,1,0.0625,5224,3175
7027,16.3,0,0.25,5224,3175
7028,17.2,1,0.0625,5109,3178
7029,16.5,0,0.0625,5224,3175
7030,16.7,0,0.25,5099,3183
7031,17.4,1,0.25,5099,3183
7032,17.8,1,0.25,6268,3197
7033,16.1,0,0.25,5059,3150
7034,17.4,1,0,5015,3157
7035,17.1,0,0.25,6268,3197
7036,18.2,0,0,5015,3157
7037,17.3,0,0,6107,3168
7039,16.4,0,0.25,5059,3150
7040,17.15,1,0.01563,6272,3199
7041,17.4,0,0.25,6272,3199
7042,16.4,0,0.01563,6272,3199
7043,16.7,1,0.25,5220,3191
7044,16.4,0,0.25,5220,3191
7045,17.7,1,0.25,6272,3199
7046,17.4,1,0.25,6272,3199
7047,16.8,0,0.25,5054,3165
7048,16.8,1,0.25,5054,3165
7049,16.3,0,0.25,5054,3165
7050,17.9,0,0,5248,3248
7051,16.4,0,0.25,5059,3150
7052,17.3,1,0,5248,3248
7053,17.2,1,0.25,5192,3156
7054,17.8,1,0,5192,3156
7055,16.5,0,0.0625,5212,3179
7056,16.7,0,0.0625,5212,3179
7057,17.4,0,0,5105,3246
7058,17.4,1,0,5105,3246
7059,17.9,1,0,6100,3232
7060,17.3,1,0,6100,3232
7061,17.4,1,0,5187,3236
7062,18.2,1,0,5187,3236
7063,17.3,1,0,5187,3236
7064,17.5,1,0,5105,3246
7065,16.2,0,0,5174,3156
7066,17.4,0,0,5105,3246
7067,16.8,1,0.0625,5109,3252
7068,15.9,1,0.25,6099,3153
7069,17.6,1,0.0625,5109,3252
7070,16.8,0,0.01563,6205,3204
7071,17.1,0,0.25,6205,3204
7072,17,0,0,5187,3236
7073,16.7,0,0,6099,3153
7074,16.1,0,0,5174,3156
7075,17.5,0,0.0625,5109,3252
7076,17.1,0,0.25,5218,3194
7077,16.1,0,0.25,6099,3153
7079,16.5,1,0.25,6205,3204
7080,16.6,1,0.25,5218,3194
7081,16.2,1,0.25,6205,3204
7082,16.5,1,0.25,6205,3204
7083,17.6,0,0,6048,3223
7084,17.6,1,0,6048,3223
7085,17.5,1,0.01563,6161,3218
7086,17.1,1,0,6073,3146
7087,16.6,1,0,5174,3146
7088,17.2,0,0,6048,3223
7089,15.5,1,0.25,6099,3153
7090,17.5,1,0,6073,3146
7092,17,0,0.01563,6161,3218
7093,17.8,1,0,6048,3226
7094,17.6,0,0.01563,6161,3218
7095,18.7,1,0,5091,3151
7096,18.4,0,0,5091,3151
7097,17.1,0,0,6219,3161
7099,17.7,1,0,5091,3151
7100,17.5,1,0,5091,3151
7101,17.1,1,0,5174,3154
7102,17.2,0,0.01563,6161,3218
7103,16.8,0,0.01563,5233,3211
7104,17.1,0,0,5174,3154
7105,17.3,1,0,5174,3154
7106,17.4,0,0.25,5099,3184
7107,17.2,0,0.01563,5233,3211
7108,17.15,0,0,5174,3154
7109,16.85,1,0.0625,5224,3176
7110,16.2,0,0.0625,5109,3252
7111,17.55,1,0.01563,5233,3211
7113,16.1,0,0.25,6230,3220
7114,17.2,1,0.01563,5233,3211
7115,16.2,0,0,6230,3220
7116,17,1,0.25,6230,3220
7117,16.6,1,0.0625,5224,3176
7118,17.5,0,0,5174,3154
7120,16.7,1,0.01563,5233,3211
7122,17.2,0,0.01563,5164,3215
7123,16.9,1,0.25,6015,3226
7124,16.2,0,0.0625,5224,3176
7125,16.4,1,0.0625,5224,3176
7126,17.5,1,0.0625,6082,3176
7127,17.1,0,0.25,6268,3198
7128,17.3,1,0.25,6268,3198
7129,17.1,1,0,5059,3148
7131,17.1,1,0,5059,3148
7132,16.2,0,0.0625,5224,3176
7133,17.2,0,0,6107,3169
7134,17.2,0,0,5248,3249
7136,17,0,0.0625,5212,3180
7138,17.3,0,0.0625,5212,3180
7139,17.5,0,0.0625,5212,3180
7140,16.8,1,0.25,5220,3196
7141,16.3,1,0.25,5220,3196
7142,17.2,1,0,6200,3189
7143,17,0,0.01563,6272,3201
7144,17.1,1,0,6200,3189
7145,17.1,0,0.01563,6272,3201
7146,16.8,0,0,6200,3189
7147,17,0,0.01563,6272,3201
7148,16.9,1,0.01563,6272,3201
7149,16.7,1,0.25,5218,3195
7150,17.2,1,0.01563,6272,3201
7151,17.1,0,0.25,5218,3195
7152,17.95,0,0,6100,3233
7153,18,1,0,5105,3158
7154,17.8,1,0,5105,3158
7155,17.9,0,0,5105,3158
7157,16.9,1,0.25,5218,3195
7158,16.9,0,0.25,5218,3195
7159,17.8,1,0.25,6100,3233
9001,16.7,0,0,7073,4628
9002,17.5,0,0.00391,7110,4632
9003,17.4,0,0.00391,7110,4632
9004,17.3,1,0.01953,7057,4660
9005,17.6,1,0.01953,7057,4660
9006,17.1,0,0.00391,7065,4682
9007,16.7,0,0.00391,7083,4691
9008,16.3,1,0.00195,7037,4612
9009,17.6,1,0.02344,7138,4694
9010,17.1,1,0,7002,4640
9011,17.7,1,0.00391,7065,4682
9012,17.6,0,0.00391,7055,4686
9013,16.7,1,0.00391,7083,4691
9014,17.2,1,0.02344,7138,4694
9015,16.9,1,0.01953,7066,4700
9016,17,0,0.00391,7110,4632
9017,17.2,0,0,7002,4640
9018,17.2,1,0.00391,7055,4686
9019,16.5,1,0.02344,7138,4694
9020,16.3,0,0.01953,7066,4700
9021,16.3,0,0,7146,4700
9022,16.7,1,0.00391,7083,4691
9023,16.7,0,0.02344,7138,4694
9024,16.4,0,0.00195,7037,4612
9025,18.4,0,0.02344,7096,4608
9026,17.6,1,0,7036,4658
9027,16.9,0,0.00391,7065,4682
9028,16.3,0,0,7146,4703
9029,18.1,1,0.02344,7096,4608
9030,17,0,0,7047,4636
9031,16.4,0,0.01953,7050,4691
9032,17,1,0.00391,7065,4682
9033,17,1,0,7146,4703
9034,17.9,1,0.00391,7036,4658
9035,15.5,0,0,7104,4605
9036,17.2,1,0.00781,7030,4646
9037,16.7,0,0.00781,7030,4646
9038,16.2,1,0.03906,7016,4697
9039,16.6,1,0.01953,7050,4697
9040,16.6,0,0.03906,7016,4697
9044,15.9,1,0.01953,7050,4708
9045,15.5,1,0.01953,7050,4708
9047,17.3,1,0,7035,4666
9048,14.4,1,0.01953,7050,4708
9049,15.5,0,0.01953,7042,4631
9050,16.6,1,0.00391,7073,4629
9051,16.8,1,0.00391,7073,4629
9052,16.2,0,0.00391,7073,4629
9053,17.7,0,0.03125,7057,4661
9054,17.7,1,0.03125,7057,4661
9055,16,1,0.00391,7073,4629
9056,17,0,0,7039,4626
9057,16.7,1,0.00781,7002,4644
9058,17.8,0,0.03125,7057,4661
9059,17.1,1,0,7039,4626
9060,16.4,1,0.00781,7002,4644
9061,16.7,1,0,7039,4626
9062,16.9,0,0,7047,4637
9063,16.8,0,0,7047,4637
9064,17.5,1,0.00391,7110,4623
9065,16.6,0,0.03125,7158,4656
9066,17.3,0,0.00391,7110,4623
9067,16.8,1,0.03125,7158,4656
9068,15.7,1,0.03125,7158,4656
9069,16.6,0,0.00781,7030,4641
9070,17.2,0,0,7065,4684
9071,16.8,1,0,7029,4647
9072,17,0,0.00781,7030,4641
9073,17.7,1,0,7065,4684
9074,16.1,0,0.00781,7030,4641
9075,16.7,0,0.03906,7138,4695
9076,17.1,0,0.03906,7138,4695
9077,16.8,0,0,7065,4684
9079,16.7,0,0.03125,7106,4671
9080,16.9,1,0.03125,7106,4671
9081,17.3,1,0.03906,7138,4695
9082,16.6,0,0.00391,7083,4692
9083,16.8,0,0.03906,7138,4695
9084,17.8,1,0.03125,7055,4688
9085,17.4,0,0.03125,7055,4688
9086,16.9,1,0.03906,7138,4695
9087,17.1,1,0.00391,7083,4692
9088,16.7,1,0.00391,7083,4692
9089,17.3,0,0,7146,4704
9092,17.1,0,0.00391,7003,4667
9093,16.5,1,0.00195,7037,4622
9094,18,1,0,7035,4667
9095,16.9,0,0.02344,7096,4604
9096,16.8,1,0,7035,4667
9097,17.6,1,0.00391,7003,4667
9098,17.1,1,0.01953,7066,4707
9099,17.1,1,0.01953,7066,4707
9100,17.6,0,0.02344,7096,4604
9101,17.3,0,0.02344,7096,4604
9102,17.7,0,0.00391,7036,4653
9103,16,1,0.01953,7066,4707
9104,17.4,0,0.01953,7066,4707
9105,17.5,1,0.02344,7096,4604
9106,16.7,0,0.00195,7037,4622
9107,16.5,0,0.00391,7036,4653
9108,18.3,1,0,7036,4653
9109,16.7,1,0,7036,4653
9110,15.7,1,0,7104,4607
9111,15.6,1,0,7104,4607
9112,16.2,1,0,7104,4607
9113,15.4,1,0,7104,4607
9115,15.1,1,0,7104,4607
9116,16.6,1,0.01953,7042,4633
9117,16.5,0,0.00781,7002,4645
9118,17.3,0,0.00391,7110,4624
9119,18.2,1,0.00391,7110,4624
9120,18.1,1,0.00391,7110,4624
9121,17.7,0,0.00391,7110,4624
9122,17.7,0,0,7057,4662
9123,17.3,1,0.0625,7016,4702
9124,17,0,0,7039,4627
9125,17.1,0,0,7039,4627
9126,16.7,0,0,7039,4627
9127,17.2,0,0.00391,7073,4630
9128,17.1,1,0.00391,7073,4630
9129,15.8,0,0,7039,4627
9131,16.8,1,0,7051,4689
9132,16.9,0,0,7051,4689
9133,15.4,0,0.00391,7073,4630
9201,16.9,0,0,6245,4309
9202,17.6,1,0,6245,4309
9203,16.8,0,0,4415,4252
9204,18.4,1,0,6113,4290
9205,17.8,1,0,7107,4260
9206,17.8,0,0.01563,7056,4319
9207,17,0,0.25,4481,4296
9208,16.7,0,0,5219,4277
9209,17.5,1,0,4415,4252
9210,17.5,0,0,6136,4293
9211,16.6,0,0,4532,4307
9212,17.9,1,0.25,4481,4296
9213,17.5,1,0,6073,4289
9214,16.7,1,0,4187,4284
9215,17.2,0,0,5219,4277
9216,17.1,1,0.13281,6161,4272
9217,16.5,0,0,4415,4252
9218,16.6,0,0.125,6098,4334
9219,16.4,1,0.125,6098,4334
9220,16.2,1,0.0625,7124,4324
9221,16.5,0,0.0625,7124,4324
9222,17.6,1,0,6065,4299
9223,17.5,0,0,6065,4299
9224,16.4,0,0,6065,4299
9225,18,1,0.03125,6131,4297
9226,17,0,0,6073,4289
9227,17.7,1,0,6071,4259
9228,17,0,0,7107,4260
9229,17.2,0,0.125,5034,4292
9230,17.2,0,0.13281,6161,4272
9231,16.5,0,0,6073,4289
9232,16.8,0,0,6073,4289
9233,16.2,1,0,4187,4284
9234,17.3,1,0,5219,4277
9235,17.2,1,0,4189,4282
9236,16.5,1,0,6136,4293
9237,17.8,0,0.00391,7134,4300
9238,16.9,0,0.125,6098,4334
9239,17.3,1,0,4189,4282
9240,17.4,0,0,6071,4259
9241,17.9,1,0.02344,6255,4313
9242,17.6,1,0.125,4276,4332
9243,18.2,1,0,5172,4254
9244,17.9,1,0,5172,4254
9245,17.6,1,0.125,4276,4332
9246,17.2,1,0,6218,4370
9247,17.6,1,0.02344,6255,4313
9248,17.2,1,0,5172,4254
9249,17.8,1,0,5172,4254
9250,17.7,1,0,6218,4370
9251,17.4,1,0,5176,4373
9252,17.4,0,0,4467,4383
9253,16.6,1,0,4467,4383
9254,17.7,1,0,4467,4383
9255,17.1,1,0,5225,4266
9256,17.2,1,0.0625,6178,4388
9257,17,1,0,5225,4266
9258,17.2,1,0,4467,4383
9259,16.9,1,0.0625,6178,4388
9261,17.1,1,0.125,5100,4378
9263,17.1,0,0.0625,5083,4288
9264,17.3,1,0,6159,4381
9265,15.9,0,0.125,5100,4378
9266,17.2,1,0,6168,4380
9267,16.9,0,0,6168,4380
9268,17,1,0,6168,4380
9269,17.2,1,0.25,5120,4403
9270,16.8,1,0.25,4485,4398
9271,17.8,1,0.25,4485,4398
9272,16.2,1,0.01563,5195,4408
9273,16.8,0,0.01563,5195,4408
9274,17.8,0,0.01563,5195,4408
9275,17.8,1,0.01563,5195,4408
9276,16.4,1,0,4490,4404
9277,17.1,1,0,4490,4404
9278,15.7,0,0.25,5120,4403
9279,16.9,0,0,5003,4392
9280,17.1,1,0,5003,4392
9281,16.4,1,0,4242,4386
9282,17.4,0,0.01563,7056,4418
9283,17.3,1,0.01563,7056,4418
9284,16.5,0,0.03125,6131,4425
9285,17.2,1,0,6113,4428
9286,17.3,1,0,6113,4428
9287,16.4,1,0,6136,4424
9288,16.8,0,0,6136,4424
9289,15.7,1,0,6056,4420
9291,15.2,1,0,6136,4424
9293,17.3,0,0,5197,4423
9294,18.1,0,0,5197,4423
9295,17,0,0,4187,4442
9296,16.6,0,0,4187,4442
9297,17.3,0,0,4187,4442
9298,17.2,0,0,4189,4444
9300,16.5,1,0,7107,4437
9301,16,0,0,7107,4437
9302,17.6,1,0.09375,6143,4440
9303,16.2,0,0,6056,4420
9304,18,1,0.09375,6143,4440
9305,17.1,0,0.25,4481,4422
9308,16.6,1,0.125,6162,4445
9309,16.5,0,0,4187,4442
9310,16.7,0,0,4189,4444
9311,16.6,0,0.125,6162,4445
9312,15.4,0,0.125,6162,4445
9313,17.5,0,0.09375,6143,4440
9314,17.3,0,0,5165,4374
9315,16.9,0,0,5165,4374
9316,16.3,0,0.0625,6045,4439
9317,16.9,1,0.0625,6045,4439
9318,17.1,1,0.00391,7134,4453
9319,16.9,0,0.00391,7134,4453
9320,16.9,0,0.0625,7124,4459
9321,17.2,1,0,6073,4474
9322,17.7,1,0,6073,4474
9323,17.5,1,0,6073,4474
9324,17.2,1,0.0625,7124,4459
9325,18.1,1,0.0625,7124,4459
9326,18.2,1,0,5203,4465
9327,16.8,1,0.03125,6131,4480
9328,16.5,0,0.03125,6131,4480
9329,17.8,1,0.00391,7134,4453
9330,17.8,0,0,6245,4476
9331,17.1,0,0,6245,4476
9332,15.7,0,0,6109,4468
9333,17.7,0,0,6109,4468
9334,16.5,0,0.03125,6131,4480
9335,17.9,1,0,5203,4465
9336,16.6,1,0.03125,6131,4480
9337,17.1,0,0,6010,4473
9338,16.4,1,0,6010,4473
9339,16.8,0,0,6109,4468
9340,16.2,0,0.01563,5021,4469
9341,17.6,0,0,4325,4477
9342,18,1,0,6071,4483
9343,17.5,1,0,4467,4478
9344,16.3,0,0,4415,4490
9345,17.7,0,0,4415,4490
9346,17.1,1,0,5050,4479
9347,17,0,0,4325,4477
9348,17.5,0,0,5050,4479
9349,17.9,0,0,4467,4478
9350,17.2,1,0,4467,4478
9351,17.3,1,0,4415,4490
9352,17.7,1,0,5050,4479
9353,16.6,1,0,5050,4479
9354,17.8,0,0,5172,4456
9355,16.5,1,0.0625,6178,4507
9356,17.9,1,0,6071,4483
9357,17.5,0,0,5172,4456
9358,17.2,0,0,5172,4456
9359,17.3,1,0.0625,6178,4507
9360,17.5,0,0.0625,6178,4507
9361,17.6,1,0,5172,4456
9362,17.7,1,0,6071,4483
9363,15.8,0,0,6168,4493
9365,17.2,1,0.25,5120,4501
9366,18,1,0.125,6098,4513
9367,17.2,0,0.125,6098,4513
9368,17.3,0,0.25,5120,4501
9369,18,1,0,6065,4514
9370,16.9,1,0.01563,7056,4517
9371,17.2,0,0.01563,7056,4517
9372,17.7,0,0,6159,4518
9373,17.7,1,0,6159,4518
9374,16.3,1,0,4532,4522
9375,16.5,1,0,6159,4518
9376,17.7,1,0,5122,4515
9377,17.2,0,0.125,4465,4524
9378,16.3,1,0.01563,7056,4517
9379,16.9,0,0,6159,4518
9380,17.4,1,0,6159,4518
9381,17.3,0,0,4532,4522
9382,17.6,1,0,6136,4519
9383,17,0,0,6136,4519
9384,17.9,0,0.02344,6255,4561
9385,16.3,1,0,6136,4519
9386,17.5,1,0.02344,6255,4561
9387,17.4,1,0.02344,6255,4561
9388,17.2,1,0,7075,4547
9389,16.3,0,0.125,6162,4541
9390,17.3,0,0,7107,4551
9391,16.8,0,0.125,6162,4541
9392,16.3,0,0.125,6162,4541
9393,16.9,1,0.00781,4490,4506
9394,17.2,0,0.01563,5021,4582
9396,17.2,1,0.00781,4490,4506
9397,16.8,0,0.01563,5021,4582
9398,17.2,0,0,7107,4551
9399,16.6,1,0,7107,4551
9400,17.8,0,0,6085,4570
9401,17.3,0,0.03125,7097,4565
9402,17.5,0,0.03125,7097,4565
9403,17.2,0,0.03125,7097,4565
9404,17.7,1,0.03125,7097,4565
9405,17.5,1,0,5197,4591
9406,16.3,0,0.13281,6161,4579
9407,16.7,1,0,6022,4552
9408,16.4,0,0.13281,6161,4579
9409,17.4,0,0,6056,4592
9410,17.7,1,0,5197,4591
9411,17.5,1,0,5197,4591
9412,16.8,1,0,5003,4567
9413,17.8,1,0,6056,4592
9414,16.4,1,0,5197,4591
9415,17.3,1,0.125,4465,4721
9416,17.4,1,0,6122,4725
9417,16.4,0,0,4532,4572
9418,17.9,1,0,6128,4589
9419,17.1,0,0,6128,4589
9420,18.1,0,0,6128,4589
9421,17.7,0,0,5203,4560
9422,18.2,1,0,5203,4560
9423,18.5,1,0,5203,4560
9424,17.2,1,0,5203,4560
9425,17.4,0,0.01563,5219,4596
9426,17.2,1,0.01563,5219,4596
9427,17.9,0,0.125,4465,4721
9428,16.4,1,0,6010,4731
9429,17.2,0,0.0625,6178,4733
9430,16.6,1,0,6010,4731
9431,16.1,1,0,6010,4731
9432,17,1,0,5050,4585
9433,17,0,0,5050,4585
9434,16.6,1,0,5050,4585
9435,17.5,0,0.0625,6178,4733
9436,17.2,1,0.0625,6178,4733
9437,16.3,0,0.25,4481,4728
9438,17.8,1,0.25,4481,4728
9439,17.3,0,0,5165,4723
9440,18,0,0,5165,4723
9441,17.4,0,0,5165,4723
9442,18.3,1,0,6109,4727
9443,18,0,0,6109,4727
9444,17.8,1,0,6071,4734
9445,16.6,0,0,5050,4585
9446,17.1,1,0,5050,4585
9447,16.9,0,0,5050,4585
9448,17.3,1,0,6109,4727
9449,17.2,1,0,6245,4741
9450,17,1,0,6245,4741
9451,16.5,1,0.0625,7124,4736
9452,16.7,0,0.0625,7124,4736
9453,17.1,1,0.0625,7124,4736
9454,16.9,1,0.25,5120,4759
9455,17,1,0.13281,6161,4579
9456,16.5,0,0,6109,4727
9457,17.7,1,0.125,6098,4747
9458,16.7,0,0.125,6098,4747
9459,17.9,1,0.125,6098,4747
9460,17.2,1,0.125,5100,4762
9461,17.5,0,0.125,5100,4762
9462,16.6,0,0.0625,6045,4751
9463,16.7,0,0.0625,6045,4751
9464,17.2,0,0.0625,6045,4751
9465,16.3,1,0.13281,6161,4767
9466,16.2,0,0.13281,6161,4767
9467,16.3,1,0.13281,6161,4767
9468,17.3,0,0,7075,4770
9469,17,1,0,7075,4770
9470,16.9,1,0.13281,6161,4767
9471,15.9,0,0.13281,6161,4767
9472,16.7,0,0.01563,5195,4764
9473,16.3,0,0.125,5100,4762
9474,16.6,0,0.125,5100,4762
9475,15.8,0,0,6273,4761
9476,17.3,1,0.01563,5021,4771
9477,16.9,0,0.01563,5021,4771
9479,17,1,0,6168,4781
9480,17.5,1,0.02344,6255,4793
9481,16.5,0,0,6168,4781
9482,17.2,1,0.00781,4490,4794
9483,16.6,1,0.00781,4490,4794
9484,17.6,1,0.02344,6255,4793
9485,17.2,0,0.00391,7134,4792
9486,17.4,1,0.00391,7134,4792
9487,16.2,1,0,5176,4798
9488,16.3,0,0,5176,4798
9489,16.4,0,0,5176,4798
9490,17.1,1,0,5225,4787
9491,16.6,1,0,6122,4799
9492,17.6,0,0,5122,4796
9500,16.9,0,0,4467,4863
9501,16.4,0,0.00781,7107,4882
9502,18,1,0.00781,7107,4882
9503,17.8,1,0,6229,4819
9504,17.8,1,0,6098,4824
9505,16.5,1,0,6168,4842
9506,17.1,1,0,6168,4842
9507,17.3,1,0,5120,4858
9508,17,1,0,4467,4863
9509,17.9,1,0.03125,6065,4864
9510,17.1,0,0,6250,4870
9511,18.8,0,0,6098,4824
9512,17.4,1,0,6168,4842
9513,16.7,1,0,6168,4842
9514,16.8,0,0.01563,7124,4852
9515,16.8,1,0,5120,4858
9516,17.6,1,0.03125,6065,4864
9517,17.3,1,0.03125,6065,4864
9518,17.4,1,0,6250,4870
9519,17.7,0,0,6250,4870
9520,17.2,0,0.00781,7107,4882
9521,16.9,1,0.00781,7107,4882
9522,17.4,0,0.03125,5172,4886
9523,16.8,0,0.03125,5172,4886
9524,17.9,0,0,4481,4888
9525,17.2,0,0,6071,4813
9526,17.9,1,0,6073,4845
9527,18,1,0,6073,4845
9528,17.4,1,0,6073,4845
9529,17.5,0,0,6073,4845
9530,16.2,1,0.01563,7124,4852
