T3 data all ages	duck ID	Inctemp	id   sex     age   laysequence	daysheld  t3	logt3		T4dataallages	ID	mass	tarsus	sasid  Trt   sex     age   laysequence	daysheld  T4 	logT4		T3 data at T0	Trt	ID	mass	tarsus	age	timeofbleed  hatchtime	hroldatT0  timetohatch  incperiod   T3	logT3	bodycondition	   T4dataDay0	Trt	ID	mass	tarsus	age	timeofbleed   hatchtime	 hroldatT0  timetohatch	incperiod   T4	logT4	bodycondition
			U4.1.11	M	26	F	4	11	4	4.26	0.629409599			N8.1.8	28.04	19.38	20	M	F	4	8	4	5.2	0.716003344																															
			W2.1.9	M	27	F	4	9	3	2.74	0.437750563			O2.1.2	27.34	19.215	21	M	F	4	2	4	25.14	1.400365273																															
			W3.1.1	M	28	F	4	1	4	0.52	-0.283996656			O3.1.3	32.14	21.555	22	M	M	4	3	4	9.89	0.995196292																															
			W5.1.1	M	29	M	4	1	1	3.05	0.484299839			T1.1.6	24.67	19.76	23	M	F	4	6	1	5.08	0.705863712																															
			Z1.1.1	M	31	M	4	1	3	1.85	0.267171728			T3.1.8	34.22	20.585	24	M	F	4	8	3	51.6	1.712649702																															
			D2.1.4	L	32	F	4	4	1	2.375	0.375663614			U14.1.1	31.93	21.56	25	M	M	4	1	2	11.06	1.043755127																															
			D3.1.4	L	33	M	4	4	1	3.67	0.564666064			U4.1.11	38.2	21.425	26	M	F	4	11	4	27.7	1.442479769																															
			D6.1.10	L	34	M	4	10	2	1.74	0.240549248			W2.1.9	31.63	20.245	27	M	F	4	9	3	6.9	0.838849091																															
			N10.1.7	L	35	F	4	7	3	3.35	0.525044807			W3.1.1	20.98	18.32	28	M	F	4	1	4	5.3	0.72427587																															
			N7.1.4	L	37	M	4	4	3	6.3	0.799340549			W5.1.1	24.25	17.835	29	M	M	4	1	1	7.57	0.87909588																															
			O2.1.6	L	38	F	4	6	3	2.16	0.334453751			W5.1.15	23.9	19.97	30	M	M	4	15	1	9.07	0.957607287																															
			O3.1.1	L	39	F	4	1	2	1.98	0.29666519			Z1.1.1	26.81	18.64	31	M	M	4	1	3	21.59	1.334252642																															
			T2.2.4	L	41	M	4	4	1	3.295	0.517855419			D2.1.4	27.44	20.345	32	L	F	4	4	1	35.78	1.553640336																															
			T5.1.6	L	43	M	4	6	1	1.78	0.250420002			D3.1.4	26.36	19.815	33	L	M	4	4	1	10.06	1.002597981																															
			T7.1.4	L	44	M	4	4	3	1.88	0.274157849			D6.1.10	24.33	18.82	34	L	M	4	10	2	25.58	1.40790054																															
			W3.1.6	L	47	M	4	6	3	2.25	0.352182518			N10.1.7	28.47	19.61	35	L	F	4	7	3	12.87	1.109578547																															
			W4.1.3	L	48	M	4	3	3	1.79	0.252853031			N7.1.4	32.82	20.815	37	L	M	4	4	3	34.66	1.539828558																															
			Y7.1.10	L	49	F	4	10	3	2.065	0.314920056			O2.1.6	26.01	18.46	38	L	F	4	6	3	10.18	1.007747778																															
			Y7.1.9	L	50	F	4	9	3	3.615	0.558108302			O3.1.1	27.62	20.215	39	L	F	4	1	2	7.7	0.886490725																															
			Z1.1.9	L	51	F	4	9	2	3.85	0.58546073			T2.2.4	29.48	22.16	41	L	M	4	4	1	8.57	0.932980822																															
			D6.1.6	H	1	M	10	6	3	1.98	0.29666519			T5.1.6	23.08	20.145	43	L	M	4	6	1	17.5	1.243038049																															
			D8.1.6	H	2	M	10	6	2	6	0.77815125			T7.1.4	25.84	19.92	44	L	M	4	4	3	18.62	1.269979677																															
			H1.1.4	H	3	M	10	4	4	3.39	0.530199698			W3.1.6	24.95	19.865	47	L	M	4	6	3	22.13	1.344981414																															
			N11.1.3	H	4	M	10	3	3	3.01	0.478566496			W4.1.3	27.21	20.455	48	L	M	4	3	3	13.92	1.143639235																															
			N8.1.10	H	5	M	10	10	3	2.29	0.359835482			Y7.1.10	34.07	21.215	49	L	F	4	10	3	21.3	1.328379603																															
			T1.1.8	H	6	M	10	8	4	3.52	0.546542663			Y7.1.9	37.65	21.02	50	L	F	4	9	3	16.67	1.2219356																															
			T2.2.5	H	7	F	10	5	3	2.14	0.330413773			Z1.1.9	28.29	17.853	51	L	F	4	9	2	17.96	1.254306332																															
			T2.2.6	H	8	M	10	6	3	2.68	0.428134794			Z5.1.4	35.61	20.955	52	L	F	4	4	3	31.76	1.501880494																															
			T5.1.7	H	9	M	10	7	2	2.57	0.409933123			D6.1.6	64.65	26.61	1	H	M	10	6	3	30.18	1.479719235																															
			T6.1.7	H	10	M	10	7	3	4.165	0.619615006			D8.1.6	46.19	22.985	2	H	M	10	6	2	19	1.278753601																															
			T7.1.13	H	11	M	10	13	3	1.925	0.284430734			H1.1.4	66.64	25.375	3	H	M	10	4	4	15.32	1.185258765																															
			T7.1.14	H	12	M	10	14	3	3.11	0.492760389			N8.1.10	58.21	23.41	5	M	M	10	10	3	16.09	1.206556044																															
			W5.1.3	H	13	F	10	3	1	4.98	0.697229343			T1.1.8	64.06	23.615	6	H	M	10	8	4	16.11	1.20709554																															
			Z1.1.7	H	14	F	10	7	4	3.99	0.600972896			T2.2.5	37.81	20.155	7	H	F	10	5	3	23.16	1.364738555																															
			Z5.1.5	H	15	F	10	5	1	3.44	0.536558443			T2.2.6	80.97	26.73	8	H	M	10	6	3	16.38	1.214313897																															
			D3.1.7	M	16	M	10	7	1	1.2	0.079181246			T5.1.7	79.94	22.1	9	H	M	10	7	2	17.13	1.233757363																															
			D8.1.8	M	17	F	10	8	1	4.14	0.617000341			T6.1.7	56.53	23.27	10	H	M	10	7	3	25.71	1.410102077																															
			N5.1.3	M	18	F	10	3	2	4.27	0.630427875			T7.1.13	47.9	25.905	11	H	M	10	13	3	23.24	1.366236124																															
			N8.1.7	M	19	F	10	7	4	2.69	0.42975228			W5.1.3	68.42	25.69	13	H	F	10	3	1	7.84	0.894316063																															
			N8.1.8	M	20	F	10	8	4	3.78	0.5774918			Z1.1.7	51.39	20.755	14	H	F	10	7	4	15.7	1.195899652																															
			O3.1.3	M	22	M	10	3	1	3.895	0.590507462			Z5.1.5	50.68	22.56	15	H	F	10	5	1	6.41	0.80685803																															
			T1.1.6	M	23	F	10	6	1	3.39	0.530199698			D3.1.7	54.46	22.94	16	M	M	10	7	1	19.2	1.283301229																															
